energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.66383192,0.93238311,0.00170514,0.01699408,0.35370601,0.22371213,0.61612364,0.00000000,0.32883332,0.09815379
-5.65782891,0.90027545,0.00151044,0.01635593,0.34448635,0.21660594,0.59566255,0.00000000,0.31968453,0.09463067
-5.65182591,0.86931577,0.00133115,0.01576037,0.33554449,0.21034510,0.57580322,0.00000000,0.31093243,0.09103594
-5.64582291,0.83958242,0.00116752,0.01520704,0.32686671,0.20490150,0.55660523,0.00000000,0.30249313,0.08739194
-5.63981991,0.81122021,0.00101959,0.01469668,0.31846125,0.20027386,0.53816999,0.00000000,0.29430293,0.08372708
-5.63381691,0.78443791,0.00088720,0.01423116,0.31035985,0.19648731,0.52063943,0.00000000,0.28632112,0.08007510
-5.62781391,0.75950307,0.00077000,0.01381344,0.30261833,0.19359180,0.50419300,0.00000000,0.27853181,0.07647416
-5.62181091,0.73673410,0.00066750,0.01344750,0.29531617,0.19165934,0.48904297,0.00000000,0.27094470,0.07296578
-5.61580790,0.71648992,0.00057906,0.01313812,0.28855491,0.19078021,0.47542823,0.00000000,0.26359468,0.06959364
-5.60980490,0.69915744,0.00050395,0.01289067,0.28245552,0.19105818,0.46360660,0.00000000,0.25654037,0.06640237
-5.60380190,0.68513716,0.00044136,0.01271082,0.27715463,0.19260494,0.45384596,0.00000000,0.24986143,0.06343621
-5.59779890,0.67482725,0.00039040,0.01260418,0.27279979,0.19553387,0.44641429,0.00000000,0.24365492,0.06073780
-5.59179590,0.66860660,0.00035017,0.01257599,0.26954385,0.19995328,0.44156899,0.00000000,0.23803071,0.05834681
-5.58579290,0.66681736,0.00031975,0.01263069,0.26753864,0.20595951,0.43954576,0.00000000,0.23310620,0.05629882
-5.57978989,0.66974757,0.00029821,0.01277159,0.26692824,0.21362995,0.44054742,0.00000000,0.22900046,0.05462417
-5.57378689,0.67761450,0.00028464,0.01300049,0.26784205,0.22301642,0.44473313,0.00000000,0.22582812,0.05334692
-5.56778389,0.69054952,0.00027812,0.01331737,0.27038800,0.23413912,0.45220841,0.00000000,0.22369331,0.05248403
-5.56178089,0.70858501,0.00027780,0.01372015,0.27464620,0.24698145,0.46301643,0.00000000,0.22268379,0.05204463
-5.55577789,0.73164418,0.00028281,0.01420445,0.28066337,0.26148604,0.47713104,0.00000000,0.22286570,0.05202951
-5.54977489,0.75953443,0.00029233,0.01476353,0.28844832,0.27755225,0.49445197,0.00000000,0.22427909,0.05243085
-5.54377189,0.79194458,0.00030558,0.01538823,0.29796879,0.29503528,0.51480255,0.00000000,0.22693447,0.05323217
-5.53776888,0.82844676,0.00032179,0.01606707,0.30914986,0.31374720,0.53793024,0.00000000,0.23081058,0.05440850
-5.53176588,0.86850277,0.00034024,0.01678642,0.32187403,0.33345986,0.56351012,0.00000000,0.23585354,0.05592689
-5.52576288,0.91147537,0.00036021,0.01753081,0.33598310,0.35390979,0.59115147,0.00000000,0.24197736,0.05774709
-5.51975988,0.95664391,0.00038106,0.01828330,0.35128191,0.37480486,0.62040717,0.00000000,0.24906585,0.05982252
-5.51375688,1.00322422,0.00040216,0.01902594,0.36754364,0.39583271,0.65078593,0.00000000,0.25697595,0.06210151
-5.50775388,1.05039190,0.00042294,0.01974029,0.38451664,0.41667050,0.68176666,0.00000000,0.26554216,0.06452864
-5.50175088,1.09730814,0.00044287,0.02040803,0.40193254,0.43699560,0.71281468,0.00000000,0.27458204,0.06704634
-5.49574787,1.14314716,0.00046150,0.02101153,0.41951512,0.45649693,0.74339891,0.00000000,0.28390244,0.06959647
-5.48974487,1.18712385,0.00047841,0.02153445,0.43698967,0.47488622,0.77300953,0.00000000,0.29330621,0.07212208
-5.48374187,1.22852055,0.00049330,0.02196231,0.45409238,0.49190887,0.80117492,0.00000000,0.30259903,0.07456902
-5.47773887,1.26671157,0.00050590,0.02228299,0.47057922,0.50735366,0.82747753,0.00000000,0.31159609,0.07688749
-5.47173587,1.30118419,0.00051604,0.02248717,0.48623387,0.52106106,0.85156744,0.00000000,0.32012823,0.07903349
-5.46573287,1.33155515,0.00052365,0.02256862,0.50087442,0.53292946,0.87317321,0.00000000,0.32804729,0.08096994
-5.45972986,1.35758175,0.00052873,0.02252444,0.51435823,0.54291911,0.89210929,0.00000000,0.33523040,0.08266758
-5.45372686,1.37916676,0.00053135,0.02235513,0.52658488,0.55105351,0.90827961,0.00000000,0.34158300,0.08410558
-5.44772386,1.39635713,0.00053170,0.02206456,0.53749703,0.55741818,0.92167710,0.00000000,0.34704042,0.08527171
-5.44172086,1.40933625,0.00052999,0.02165973,0.54707893,0.56215673,0.93237921,0.00000000,0.35156805,0.08616225
-5.43571786,1.41841030,0.00052653,0.02115056,0.55535301,0.56546459,0.94053955,0.00000000,0.35516004,0.08678148
-5.42971486,1.42398934,0.00052167,0.02054945,0.56237437,0.56758052,0.94637615,0.00000000,0.35783667,0.08714091
-5.42371186,1.42656419,0.00051582,0.01987081,0.56822379,0.56877658,0.95015697,0.00000000,0.35964052,0.08725819
-5.41770885,1.42668025,0.00050941,0.01913054,0.57299950,0.56934677,0.95218343,0.00000000,0.36063180,0.08715585
-5.41170585,1.42490983,0.00050290,0.01834547,0.57680832,0.56959517,0.95277291,0.00000000,0.36088296,0.08685986
-5.40570285,1.42182432,0.00049675,0.01753278,0.57975659,0.56982415,0.95224116,0.00000000,0.36047309,0.08639820
-5.39969985,1.41796787,0.00049145,0.01670944,0.58194157,0.57032305,0.95088569,0.00000000,0.35948235,0.08579934
-5.39369685,1.41383379,0.00048749,0.01589173,0.58344385,0.57135817,0.94897099,0.00000000,0.35798675,0.08509093
-5.38769385,1.40984515,0.00048535,0.01509481,0.58432113,0.57316426,0.94671635,0.00000000,0.35605371,0.08429866
-5.38169085,1.40634025,0.00048551,0.01433233,0.58460391,0.57593799,0.94428722,0.00000000,0.35373857,0.08344530
-5.37568784,1.40356388,0.00048848,0.01361613,0.58429339,0.57983368,0.94179011,0.00000000,0.35108222,0.08255008
-5.36968484,1.40166451,0.00049474,0.01295614,0.58336153,0.58496118,0.93927174,0.00000000,0.34811012,0.08162843
-5.36368184,1.40069740,0.00050484,0.01236020,0.58175363,0.59138601,0.93672202,0.00000000,0.34483261,0.08069194
-5.35767884,1.40063324,0.00051932,0.01183411,0.57939292,0.59913155,0.93408082,0.00000000,0.34124653,0.07974880
-5.35167584,1.40137155,0.00053879,0.01138169,0.57618716,0.60818285,0.93124799,0.00000000,0.33733800,0.07880436
-5.34567284,1.40275784,0.00056387,0.01100490,0.57203677,0.61849187,0.92809592,0.00000000,0.33308618,0.07786209
-5.33966983,1.40460336,0.00059527,0.01070406,0.56684386,0.62998347,0.92448377,0.00000000,0.32846772,0.07692460
-5.33366683,1.40670604,0.00063374,0.01047807,0.56052187,0.64256193,0.92027263,0.00000000,0.32346159,0.07599485
-5.32766383,1.40887128,0.00068009,0.01032466,0.55300490,0.65611729,0.91534041,0.00000000,0.31805398,0.07507734
-5.32166083,1.41093142,0.00073519,0.01024062,0.54425643,0.67053127,0.90959574,0.00000000,0.31224295,0.07417926
-5.31565783,1.41276236,0.00079994,0.01022207,0.53427669,0.68568231,0.90298984,0.00000000,0.30604240,0.07331149
-5.30965483,1.41429681,0.00087523,0.01026472,0.52310825,0.70144955,0.89552586,0.00000000,0.29948524,0.07248939
-5.30365183,1.41553295,0.00096198,0.01036400,0.51083952,0.71771539,0.88726489,0.00000000,0.29262547,0.07173334
-5.29764882,1.41653838,0.00106103,0.01051531,0.49760586,0.73436687,0.87832845,0.00000000,0.28553890,0.07106893
-5.29164582,1.41744911,0.00117315,0.01071408,0.48358812,0.75129560,0.86889725,0.00000000,0.27832265,0.07052682
-5.28564282,1.41846353,0.00129896,0.01095593,0.46900885,0.76839662,0.85920629,0.00000000,0.27109325,0.07014220
-5.27963982,1.41983206,0.00143888,0.01123670,0.45412606,0.78556621,0.84953656,0.00000000,0.26398347,0.06995397
-5.27363682,1.42184285,0.00159311,0.01155247,0.43922505,0.80269904,0.84020371,0.00000000,0.25713803,0.07000349
-5.26763382,1.42480453,0.00176153,0.01189956,0.42460858,0.81968504,0.83154443,0.00000000,0.25070842,0.07033307
-5.26163082,1.42902685,0.00194369,0.01227450,0.41058585,0.83640600,0.82390108,0.00000000,0.24484699,0.07098429
-5.25562781,1.43480033,0.00213876,0.01267395,0.39746088,0.85273269,0.81760540,0.00000000,0.23970077,0.07199601
-5.24962481,1.44237599,0.00234546,0.01309466,0.38552075,0.86852231,0.81296216,0.00000000,0.23540517,0.07340244
-5.24362181,1.45194622,0.00256212,0.01353336,0.37502429,0.88361692,0.81023342,0.00000000,0.23207789,0.07523110
-5.23761881,1.46362769,0.00278658,0.01398672,0.36619177,0.89784274,0.80962430,0.00000000,0.22981349,0.07750091
-5.23161581,1.47744737,0.00301629,0.01445120,0.35919596,0.91101071,0.81127086,0.00000000,0.22867870,0.08022051
-5.22561281,1.49333226,0.00324827,0.01492304,0.35415501,0.92291820,0.81523066,0.00000000,0.22870886,0.08338674
-5.21960980,1.51110344,0.00347922,0.01539821,0.35112757,0.93335194,0.82147657,0.00000000,0.22990553,0.08698360
-5.21360680,1.53047494,0.00370555,0.01587233,0.35011008,0.94209215,0.82989408,0.00000000,0.23223563,0.09098159
-5.20760380,1.55105753,0.00392347,0.01634071,0.35103671,0.94891777,0.84028233,0.00000000,0.23563189,0.09533753
-5.20160080,1.57236745,0.00412911,0.01679838,0.35378167,0.95361249,0.85235894,0.00000000,0.23999489,0.09999495
-5.19559780,1.59383999,0.00431860,0.01724014,0.35816394,0.95597155,0.86576840,0.00000000,0.24519650,0.10488501
-5.18959480,1.61484731,0.00448823,0.01766066,0.36395423,0.95580892,0.88009392,0.00000000,0.25108458,0.10992804
-5.18359180,1.63472011,0.00463453,0.01805463,0.37088389,0.95296471,0.89487219,0.00000000,0.25748885,0.11503552
-5.17758879,1.65277214,0.00475438,0.01841691,0.37865527,0.94731237,0.90961055,0.00000000,0.26422768,0.12011258
-5.17158579,1.66832679,0.00484515,0.01874275,0.38695338,0.93876545,0.92380586,0.00000000,0.27111537,0.12506095
-5.16558279,1.68074448,0.00490479,0.01902797,0.39545815,0.92728359,0.93696434,0.00000000,0.27796990,0.12978206
-5.15957979,1.68944984,0.00493187,0.01926918,0.40385675,0.91287746,0.94862149,0.00000000,0.28462048,0.13418047
-5.15357679,1.69395726,0.00492566,0.01946405,0.41185571,0.89561233,0.95836122,0.00000000,0.29091478,0.13816718
-5.14757379,1.69389372,0.00488615,0.01961141,0.41919197,0.87561001,0.96583334,0.00000000,0.29672542,0.14166290
-5.14157079,1.68901770,0.00481405,0.01971152,0.42564260,0.85304910,0.97076850,0.00000000,0.30195538,0.14460099
-5.13556778,1.67923311,0.00471077,0.01976611,0.43103275,0.82816321,0.97298983,0.00000000,0.30654198,0.14692997
-5.12956478,1.66459736,0.00457839,0.01977852,0.43524128,0.80123734,0.97242074,0.00000000,0.31045939,0.14861551
-5.12356178,1.64532311,0.00441954,0.01975363,0.43820399,0.77260225,0.96908828,0.00000000,0.31371930,0.14964172
-5.11755878,1.62177321,0.00423736,0.01969787,0.43991423,0.74262705,0.96312190,0.00000000,0.31636978,0.15001166
-5.11155578,1.59444904,0.00403537,0.01961902,0.44042085,0.71171022,0.95474750,0.00000000,0.31849228,0.14974714
-5.10555278,1.56397239,0.00381736,0.01952605,0.43982353,0.68026925,0.94427698,0.00000000,0.32019691,0.14888766
-5.09954977,1.53106180,0.00358727,0.01942881,0.43826585,0.64872947,0.93209373,0.00000000,0.32161619,0.14748868
-5.09354677,1.49650424,0.00334907,0.01933774,0.43592630,0.61751222,0.91863469,0.00000000,0.32289752,0.14561913
-5.08754377,1.46112346,0.00310666,0.01926352,0.43300779,0.58702310,0.90436980,0.00000000,0.32419473,0.14335847
-5.08154077,1.42574651,0.00286374,0.01921667,0.42972610,0.55764061,0.88977994,0.00000000,0.32565919,0.14079333
-5.07553777,1.39117009,0.00262376,0.01920723,0.42629800,0.52970575,0.87533437,0.00000000,0.32743085,0.13801390
-5.06953477,1.35812839,0.00238979,0.01924441,0.42292948,0.50351304,0.86146879,0.00000000,0.32962974,0.13511035
-5.06353177,1.32726411,0.00216451,0.01933633,0.41980487,0.47930331,0.84856532,0.00000000,0.33234840,0.13216936
-5.05752876,1.29910407,0.00195018,0.01948982,0.41707732,0.45725866,0.83693528,0.00000000,0.33564565,0.12927101
-5.05152576,1.27404081,0.00174856,0.01971029,0.41486124,0.43749977,0.82680573,0.00000000,0.33954202,0.12648614
-5.04552276,1.25232107,0.00156097,0.02000178,0.41322694,0.42008576,0.81831060,0.00000000,0.34401729,0.12387441
-5.03951976,1.23404176,0.00138830,0.02036701,0.41219790,0.40501654,0.81148666,0.00000000,0.34901007,0.12148297
-5.03351676,1.21915364,0.00123099,0.02080763,0.41175072,0.39223759,0.80627474,0.00000000,0.35441971,0.11934595
-5.02751376,1.20747250,0.00108913,0.02132452,0.41181770,0.38164691,0.80252594,0.00000000,0.36011034,0.11748475
-5.02151076,1.19869707,0.00096246,0.02191816,0.41229201,0.37310386,0.80001264,0.00000000,0.36591692,0.11590897
-5.01550775,1.19243290,0.00085046,0.02258912,0.41303489,0.36643939,0.79844347,0.00000000,0.37165295,0.11461806
-5.00950475,1.18822056,0.00075238,0.02333848,0.41388473,0.36146722,0.79748162,0.00000000,0.37711952,0.11360339
-5.00350175,1.18556677,0.00066731,0.02416831,0.41466727,0.35799542,0.79676525,0.00000000,0.38211511,0.11285080
-4.99749875,1.18397671,0.00059423,0.02508212,0.41520649,0.35583775,0.79592896,0.00000000,0.38644571,0.11234321
-4.99149575,1.18298549,0.00053205,0.02608512,0.41533540,0.35482436,0.79462512,0.00000000,0.38993468,0.11206335
-4.98549275,1.18218740,0.00047965,0.02718451,0.41490627,0.35481116,0.79254386,0.00000000,0.39243175,0.11199620
-4.97948974,1.18126096,0.00043596,0.02838952,0.41379966,0.35568750,0.78943065,0.00000000,0.39382080,0.11213125
-4.97348674,1.17998869,0.00039990,0.02971128,0.41193173,0.35738185,0.78510059,0.00000000,0.39402586,0.11246412
-4.96748374,1.17827047,0.00037052,0.03116261,0.40925946,0.35986511,0.77944854,0.00000000,0.39301507,0.11299773
-4.96148074,1.17612981,0.00034690,0.03275753,0.40578362,0.36315153,0.77245489,0.00000000,0.39080246,0.11374277
-4.95547774,1.17371291,0.00032824,0.03451061,0.40154918,0.36729713,0.76418640,0.00000000,0.38744731,0.11471746
-4.94947474,1.17128060,0.00031383,0.03643624,0.39664335,0.37239596,0.75479252,0.00000000,0.38305127,0.11594674
-4.94347174,1.16919376,0.00030304,0.03854772,0.39119133,0.37857412,0.74449733,0.00000000,0.37775345,0.11746082
-4.93746873,1.16789327,0.00029534,0.04085631,0.38535012,0.38598229,0.73358764,0.00000000,0.37172365,0.11929319
-4.93146573,1.16787556,0.00029026,0.04337024,0.37930069,0.39478683,0.72239822,0.00000000,0.36515417,0.12147834
-4.92546273,1.16966540,0.00028741,0.04609381,0.37323906,0.40516027,0.71129479,0.00000000,0.35825076,0.12404922
-4.91945973,1.17378736,0.00028646,0.04902647,0.36736681,0.41727141,0.70065600,0.00000000,0.35122307,0.12703461
-4.91345673,1.18073760,0.00028709,0.05216220,0.36188142,0.43127587,0.69085522,0.00000000,0.34427515,0.13045669
-4.90745373,1.19095750,0.00028905,0.05548898,0.35696717,0.44730722,0.68224330,0.00000000,0.33759655,0.13432871
-4.90145073,1.20481043,0.00029210,0.05898849,0.35278683,0.46546946,0.67513297,0.00000000,0.33135443,0.13865322
-4.89544772,1.22256284,0.00029598,0.06263618,0.34947468,0.48583092,0.66978580,0.00000000,0.32568692,0.14342067
-4.88944472,1.24437051,0.00030050,0.06640148,0.34713110,0.50841997,0.66640212,0.00000000,0.32069827,0.14860862
-4.88344172,1.27027025,0.00030541,0.07024838,0.34581895,0.53322262,0.66511439,0.00000000,0.31645565,0.15418160
-4.87743872,1.30017755,0.00031051,0.07413624,0.34556179,0.56018207,0.66598402,0.00000000,0.31298794,0.16009151
-4.87143572,1.33388969,0.00031557,0.07802078,0.34634388,0.58920009,0.66900167,0.00000000,0.31028628,0.16627865
-4.86543272,1.37109399,0.00032038,0.08185533,0.34811204,0.62014008,0.67409083,0.00000000,0.30830626,0.17267322
-4.85942971,1.41138053,0.00032473,0.08559209,0.35077887,0.65283161,0.68111411,0.00000000,0.30697169,0.17919728
-4.85342671,1.45425841,0.00032842,0.08918356,0.35422738,0.68707605,0.68988190,0.00000000,0.30617943,0.18576698
-4.84742371,1.49917455,0.00033128,0.09258386,0.35831647,0.72265309,0.70016275,0.00000000,0.30580515,0.19229500
-4.84142071,1.54553406,0.00033314,0.09575006,0.36288708,0.75932780,0.71169473,0.00000000,0.30570957,0.19869305
-4.83541771,1.59272114,0.00033386,0.09864331,0.36776879,0.79685782,0.72419743,0.00000000,0.30574489,0.20487430
-4.82941471,1.64011964,0.00033333,0.10122985,0.37278624,0.83500060,0.73738368,0.00000000,0.30576103,0.21075575
-4.82341171,1.68713252,0.00033149,0.10348174,0.37776548,0.87352034,0.75097079,0.00000000,0.30561158,0.21626022
-4.81740870,1.73319955,0.00032827,0.10537741,0.38253985,0.91219449,0.76469074,0.00000000,0.30515896,0.22131816
-4.81140570,1.77781284,0.00032368,0.10690192,0.38695513,0.95081969,0.77829909,0.00000000,0.30427890,0.22586908
-4.80540270,1.82052985,0.00031774,0.10804700,0.39087409,0.98921711,0.79158230,0.00000000,0.30286397,0.22986265
-4.79939970,1.86098390,0.00031049,0.10881083,0.39418011,1.02723708,0.80436353,0.00000000,0.30082617,0.23325941
-4.79339670,1.89889196,0.00030203,0.10919766,0.39678002,1.06476299,0.81650677,0.00000000,0.29809862,0.23603118
-4.78739370,1.93405988,0.00029244,0.10921725,0.39860603,1.10171446,0.82791927,0.00000000,0.29463633,0.23816112
-4.78139070,1.96638519,0.00028186,0.10888420,0.39961687,1.13804965,0.83855260,0.00000000,0.29041620,0.23964363
-4.77538769,1.99585741,0.00027042,0.10821718,0.39979812,1.17376672,0.84840213,0.00000000,0.28543638,0.24048387
-4.76938469,2.02255619,0.00025828,0.10723819,0.39916175,1.20890422,0.85750529,0.00000000,0.27971501,0.24069719
-4.76338169,2.04664712,0.00024557,0.10597171,0.39774498,1.24354038,0.86593855,0.00000000,0.27328857,0.24030839
-4.75737869,2.06837532,0.00023246,0.10444405,0.39560847,1.27779101,0.87381329,0.00000000,0.26620985,0.23935078
-4.75137569,2.08805684,0.00021910,0.10268259,0.39283384,1.31180595,0.88127061,0.00000000,0.25854579,0.23786518
-4.74537269,2.10606767,0.00020561,0.10071526,0.38952062,1.34576376,0.88847517,0.00000000,0.25037505,0.23589879
-4.73936968,2.12283063,0.00019215,0.09856995,0.38578271,1.37986469,0.89560801,0.00000000,0.24178559,0.23350395
-4.73336668,2.13879985,0.00017881,0.09627416,0.38174427,1.41432172,0.90285871,0.00000000,0.23287219,0.23073683
-4.72736368,2.15444332,0.00016572,0.09385464,0.37753529,1.44934980,0.91041662,0.00000000,0.22373397,0.22765603
-4.72136068,2.17022355,0.00015296,0.09133712,0.37328684,1.48515335,0.91846172,0.00000000,0.21447196,0.22432112
-4.71535768,2.18657678,0.00014062,0.08874617,0.36912608,1.52191236,0.92715498,0.00000000,0.20518672,0.22079109
-4.70935468,2.20389145,0.00012875,0.08610502,0.36517139,1.55976751,0.93662877,0.00000000,0.19597611,0.21712290
-4.70335168,2.22248649,0.00011741,0.08343552,0.36152749,1.59880485,0.94697742,0.00000000,0.18693306,0.21336993
-4.69734867,2.24259043,0.00010663,0.08075806,0.35828099,1.63904065,0.95824847,0.00000000,0.17814370,0.20958060
-4.69134567,2.26432221,0.00009646,0.07809159,0.35549649,1.68040737,0.97043505,0.00000000,0.16968550,0.20579705
-4.68534267,2.28767491,0.00008691,0.07545358,0.35321331,1.72274150,0.98346964,0.00000000,0.16162579,0.20205407
-4.67933967,2.31250326,0.00007800,0.07286012,0.35144321,1.76577411,0.99721987,0.00000000,0.15402060,0.19837826
-4.67333667,2.33851598,0.00006972,0.07032591,0.35016921,1.80912499,1.01148658,0.00000000,0.14691375,0.19478743
-4.66733367,2.36527393,0.00006209,0.06786441,0.34934546,1.85230116,1.02600460,0.00000000,0.14033648,0.19129040
-4.66133067,2.39219444,0.00005510,0.06548793,0.34889848,1.89470018,1.04044632,0.00000000,0.13430741,0.18788716
-4.65532766,2.41856246,0.00004874,0.06320779,0.34872960,1.93561879,1.05442832,0.00000000,0.12883302,0.18456939
-4.64932466,2.44354841,0.00004301,0.06103451,0.34871860,1.97426697,1.06752079,0.00000000,0.12390853,0.18132138
-4.64332166,2.46623242,0.00003791,0.05897803,0.34872842,2.00978713,1.07925983,0.00000000,0.11951924,0.17812128
