energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,2.32311377,0.02950150,0.01323499,0.85808786,0.77395823,0.02529525,1.45922043,0.55319395,0.13744559
-5.99399700,2.34511881,0.03039707,0.01387712,0.86036535,0.78895599,0.02525987,1.47095055,0.55384164,0.13795607
-5.98799400,2.36798734,0.03156362,0.01452846,0.86295839,0.80373480,0.02528324,1.48312461,0.55555259,0.13843454
-5.98199100,2.39142442,0.03298044,0.01518526,0.86582355,0.81811346,0.02536691,1.49560851,0.55825459,0.13888851
-5.97598799,2.41511463,0.03462133,0.01584393,0.86890925,0.83191129,0.02551141,1.50825917,0.56184818,0.13932800
-5.96998499,2.43872831,0.03645490,0.01650097,0.87215703,0.84495130,0.02571630,1.52092742,0.56620894,0.13976507
-5.96398199,2.46192660,0.03844513,0.01715299,0.87550239,0.85706306,0.02598022,1.53345980,0.57119026,0.14021317
-5.95797899,2.48436510,0.04055203,0.01779660,0.87887496,0.86808500,0.02630090,1.54569929,0.57662637,0.14068617
-5.95197599,2.50569620,0.04273247,0.01842839,0.88219834,0.87786640,0.02667517,1.55748508,0.58233564,0.14119729
-5.94597299,2.52557034,0.04494114,0.01904486,0.88538945,0.88626884,0.02709892,1.56865155,0.58812417,0.14175791
-5.93996998,2.54363651,0.04713162,0.01964235,0.88835779,0.89316737,0.02756708,1.57902673,0.59378967,0.14237635
-5.93396698,2.55954237,0.04925753,0.02021703,0.89100468,0.89845125,0.02807358,1.58843057,0.59912554,0.14305666
-5.92796398,2.57293457,0.05127373,0.02076481,0.89322274,0.90202462,0.02861130,1.59667350,0.60392521,0.14379755
-5.92196098,2.58345965,0.05313748,0.02128139,0.89489588,0.90380695,0.02917206,1.60355554,0.60798661,0.14459157
-5.91595798,2.59076590,0.05480969,0.02176219,0.89589983,0.90373340,0.02974663,1.60886625,0.61111682,0.14542442
-5.90995498,2.59450655,0.05625593,0.02220242,0.89610348,0.90175536,0.03032476,1.61238600,0.61313672,0.14627476
-5.90395198,2.59434450,0.05744752,0.02259710,0.89537105,0.89784091,0.03089529,1.61388847,0.61388560,0.14711421
-5.89794897,2.58995870,0.05836228,0.02294117,0.89356503,0.89197541,0.03144625,1.61314465,0.61322548,0.14790779
-5.89194597,2.58105196,0.05898529,0.02322955,0.89055004,0.88416231,0.03196509,1.60992826,0.61104522,0.14861475
-5.88594297,2.56736028,0.05930931,0.02345729,0.88619723,0.87442389,0.03243891,1.60402247,0.60726402,0.14918969
-5.87993997,2.54866307,0.05933504,0.02361974,0.88038931,0.86280209,0.03285477,1.59522769,0.60183444,0.14958399
-5.87393697,2.52479410,0.05907117,0.02371267,0.87302580,0.84935939,0.03319999,1.58337006,0.59474457,0.14974752
-5.86793397,2.49565247,0.05853413,0.02373247,0.86402846,0.83417944,0.03346257,1.56831046,0.58601942,0.14963047
-5.86193097,2.46121308,0.05774768,0.02367633,0.85334641,0.81736754,0.03363155,1.54995323,0.57572136,0.14918530
-5.85592796,2.42153603,0.05674223,0.02354241,0.84096087,0.79905082,0.03369740,1.52825458,0.56394963,0.14836868
-5.84992496,2.37677422,0.05555403,0.02333000,0.82688912,0.77937797,0.03365242,1.50322978,0.55083883,0.14714333
-5.84392196,2.32717866,0.05422411,0.02303968,0.81118748,0.75851835,0.03349109,1.47495899,0.53655643,0.14547970
-5.83791896,2.27310091,0.05279714,0.02267338,0.79395313,0.73666063,0.03321031,1.44359109,0.52129939,0.14335742
-5.83191596,2.21499217,0.05132017,0.02223449,0.77532449,0.71401061,0.03280971,1.40934529,0.50528990,0.14076635
-5.82591296,2.15339879,0.04984131,0.02172788,0.75548010,0.69078834,0.03229173,1.37251017,0.48877038,0.13770733
-5.81990995,2.08895405,0.04840836,0.02115983,0.73463592,0.66722455,0.03166171,1.33344001,0.47199778,0.13419254
-5.81390695,2.02236612,0.04706749,0.02053797,0.71304102,0.64355631,0.03092782,1.29254838,0.45523751,0.13024532
-5.80790395,1.95440255,0.04586192,0.01987114,0.69097177,0.62002213,0.03010092,1.25029912,0.43875688,0.12589969
-5.80190095,1.88587153,0.04483075,0.01916921,0.66872464,0.59685659,0.02919433,1.20719480,0.42281855,0.12119937
-5.79589795,1.81760073,0.04400789,0.01844280,0.64660784,0.57428459,0.02822342,1.16376331,0.40767384,0.11619655
-5.78989495,1.75041417,0.04342107,0.01770301,0.62493207,0.55251567,0.02720525,1.12054268,0.39355634,0.11095023
-5.78389195,1.68510839,0.04309120,0.01696113,0.60400072,0.53173834,0.02615801,1.07806517,0.38067593,0.10552439
-5.77788894,1.62242855,0.04303176,0.01622830,0.58409998,0.51211494,0.02510050,1.03684087,0.36921335,0.09998605
-5.77188594,1.56304581,0.04324852,0.01551514,0.56548914,0.49377720,0.02405156,0.99734189,0.35931558,0.09440320
-5.76588294,1.50753688,0.04373948,0.01483149,0.54839159,0.47682276,0.02302945,0.95998764,0.35109217,0.08884276
-5.75987994,1.45636679,0.04449503,0.01418605,0.53298703,0.46131284,0.02205134,0.92513200,0.34461266,0.08336869
-5.75387694,1.40987578,0.04549836,0.01358615,0.51940498,0.44727136,0.02113275,0.89305295,0.33990518,0.07804026
-5.74787394,1.36827096,0.04672609,0.01303750,0.50772031,0.43468552,0.02028714,0.86394524,0.33695643,0.07291059
-5.74187094,1.33162328,0.04814914,0.01254408,0.49795067,0.42350789,0.01952551,0.83791642,0.33571289,0.06802545
-5.73586793,1.29987006,0.04973376,0.01210800,0.49005628,0.41366009,0.01885617,0.81498657,0.33608336,0.06342249
-5.72986493,1.27282301,0.05144266,0.01172953,0.48394190,0.40503774,0.01828455,0.79509155,0.33794276,0.05913075
-5.72386193,1.25018143,0.05323638,0.01140709,0.47946113,0.39751673,0.01781319,0.77808989,0.34113702,0.05517062
-5.71785893,1.23155004,0.05507457,0.01113742,0.47642272,0.39096032,0.01744179,0.76377281,0.34548887,0.05155403
-5.71185593,1.21646063,0.05691734,0.01091576,0.47459881,0.38522692,0.01716741,0.75187700,0.35080437,0.04828509
-5.70585293,1.20439646,0.05872664,0.01073606,0.47373447,0.38017810,0.01698473,0.74209949,0.35687982,0.04536090
-5.69984992,1.19481836,0.06046734,0.01059130,0.47355845,0.37568643,0.01688641,0.73411391,0.36350885,0.04277264
-5.69384692,1.18719120,0.06210842,0.01047379,0.47379443,0.37164291,0.01686353,0.72758736,0.37048931,0.04050676
-5.68784392,1.18100955,0.06362373,0.01037553,0.47417226,0.36796345,0.01690600,0.72219712,0.37762970,0.03854630
-5.68184092,1.17582136,0.06499266,0.01028853,0.47443886,0.36459429,0.01700309,0.71764636,0.38475485,0.03687222
-5.67583792,1.17124854,0.06620053,0.01020514,0.47436814,0.36151601,0.01714383,0.71367817,0.39171058,0.03546469
-5.66983492,1.16700363,0.06723866,0.01011840,0.47376958,0.35874596,0.01731752,0.71008737,0.39836717,0.03430423
-5.66383192,1.16290187,0.06810424,0.01002227,0.47249508,0.35633912,0.01751405,0.70672949,0.40462151,0.03337284
-5.65782891,1.15886827,0.06879987,0.00991187,0.47044392,0.35438729,0.01772426,0.70352671,0.41039791,0.03265479
-5.65182591,1.15493953,0.06933291,0.00978367,0.46756557,0.35301675,0.01794015,0.70047061,0.41564742,0.03213731
-5.64582291,1.15126098,0.06971466,0.00963562,0.46386035,0.35238456,0.01815505,0.69762164,0.42034600,0.03181105
-5.63981991,1.14807888,0.06995928,0.00946716,0.45937814,0.35267367,0.01836369,0.69510567,0.42449151,0.03167031
-5.63381691,1.14572868,0.07008279,0.00927927,0.45421505,0.35408711,0.01856213,0.69310776,0.42809985,0.03171305
-5.62781391,1.14462007,0.07010184,0.00907437,0.44850866,0.35684159,0.01874773,0.69186379,0.43120043,0.03194077
-5.62181091,1.14521961,0.07003267,0.00885628,0.44243186,0.36116068,0.01891889,0.69165030,0.43383144,0.03235821
-5.61580790,1.14803195,0.06989003,0.00863000,0.43618595,0.36726803,0.01907492,0.69277335,0.43603496,0.03297290
-5.60980490,1.15358067,0.06968632,0.00840160,0.42999322,0.37538068,0.01921573,0.69555676,0.43785254,0.03379472
-5.60380190,1.16238946,0.06943087,0.00817797,0.42408951,0.38570285,0.01934156,0.70033059,0.43932132,0.03483530
-5.59779890,1.17496464,0.06912944,0.00796665,0.41871715,0.39842021,0.01945277,0.70742009,0.44047089,0.03610756
-5.59179590,1.19177955,0.06878394,0.00777560,0.41411850,0.41369492,0.01954956,0.71713588,0.44132129,0.03762513
-5.58579290,1.21326135,0.06839243,0.00761299,0.41053048,0.43166133,0.01963177,0.72976544,0.44188200,0.03940189
-5.57978989,1.23978048,0.06794930,0.00748702,0.40818016,0.45242250,0.01969880,0.74556621,0.44215212,0.04145161
-5.57378689,1.27164289,0.06744578,0.00740572,0.40728140,0.47604743,0.01974946,0.76476045,0.44212161,0.04378753
-5.56778389,1.30908488,0.06687046,0.00737682,0.40803272,0.50256892,0.01978201,0.78753166,0.44177349,0.04642219
-5.56178089,1.35227042,0.06621018,0.00740757,0.41061606,0.53198212,0.01979416,0.81402253,0.44108682,0.04936709
-5.55577789,1.40129037,0.06545082,0.00750465,0.41519628,0.56424352,0.01978326,0.84433409,0.44004015,0.05263260
-5.54977489,1.45616328,0.06457830,0.00767406,0.42192127,0.59927045,0.01974635,0.87852577,0.43861535,0.05622772
-5.54377189,1.51683707,0.06357948,0.00792099,0.43092213,0.63694086,0.01968047,0.91661596,0.43680124,0.06015991
-5.53776888,1.58319127,0.06244310,0.00824975,0.44231335,0.67709355,0.01958280,0.95858275,0.43459705,0.06443480
-5.53176588,1.65503913,0.06116050,0.00866368,0.45619246,0.71952864,0.01945091,1.00436453,0.43201518,0.06905592
-5.52576288,1.73212938,0.05972634,0.00916505,0.47263921,0.76400846,0.01928298,1.05386016,0.42908320,0.07402426
-5.51975988,1.81414736,0.05813907,0.00975497,0.49171377,0.81025870,0.01907796,1.10692844,0.42584485,0.07933778
-5.51375688,1.90071539,0.05640123,0.01043324,0.51345419,0.85797017,0.01883576,1.16338706,0.42235996,0.08499081
-5.50775388,1.99139248,0.05451955,0.01119831,0.53787290,0.90680101,0.01855730,1.22301080,0.41870322,0.09097338
-5.50175088,2.08567366,0.05250484,0.01204711,0.56495251,0.95637952,0.01824458,1.28552936,0.41496191,0.09727051
-5.49574787,2.18298922,0.05037175,0.01297500,0.59464120,1.00630780,0.01790069,1.35062502,0.41123269,0.10386147
-5.48974487,2.28270448,0.04813825,0.01397565,0.62684784,1.05616606,0.01752967,1.41793047,0.40761758,0.11071910
-5.48374187,2.38412049,0.04582507,0.01504096,0.66143750,1.10551789,0.01713647,1.48702744,0.40421947,0.11780925
-5.47773887,2.48647650,0.04345499,0.01616108,0.69822759,1.15391628,0.01672673,1.55744640,0.40113730,0.12509036
-5.47173587,2.58895449,0.04105207,0.01732438,0.73698519,1.20091049,0.01630666,1.62866786,0.39846138,0.13251329
-5.46573287,2.69068644,0.03864084,0.01851757,0.77742607,1.24605359,0.01588277,1.70012578,0.39626899,0.14002143
-5.45972986,2.79076463,0.03624552,0.01972575,0.81921559,1.28891063,0.01546171,1.77121328,0.39462058,0.14755114
-5.45372686,2.88825504,0.03388929,0.02093270,0.86197195,1.32906709,0.01505007,1.84129092,0.39355691,0.15503254
-5.44772386,2.98221390,0.03159365,0.02212110,0.90527182,1.36613753,0.01465423,1.90969746,0.39309716,0.16239067
-5.44172086,3.07170706,0.02937783,0.02327286,0.94865840,1.39977405,0.01428019,1.97576314,0.39323818,0.16954707
-5.43571786,3.15583153,0.02725843,0.02436952,0.99165168,1.42967430,0.01393352,2.03882487,0.39395498,0.17642153
-5.42971486,3.23373861,0.02524911,0.02539274,1.03376073,1.45558871,0.01361926,2.09824305,0.39520239,0.18293430
-5.42371186,3.30465748,0.02336050,0.02632469,1.07449727,1.47732665,0.01334197,2.15341919,0.39691769,0.18900826
-5.41770885,3.36791822,0.02160017,0.02714866,1.11339024,1.49476119,0.01310569,2.20381353,0.39902422,0.19457136
-5.41170585,3.42297312,0.01997281,0.02784944,1.15000040,1.50783228,0.01291405,2.24896186,0.40143557,0.19955890
-5.40570285,3.46941499,0.01848045,0.02841391,1.18393436,1.51654806,0.01277031,2.28849054,0.40406019,0.20391571
-5.39969985,3.50699154,0.01712287,0.02883136,1.21485727,1.52098428,0.01267745,2.32212897,0.40680610,0.20759804
-5.39369685,3.53561464,0.01589796,0.02909394,1.24250340,1.52128167,0.01263825,2.34971857,0.40958541,0.21057512
-5.38769385,3.55536409,0.01480223,0.02919686,1.26668419,1.51764145,0.01265536,2.37121797,0.41231853,0.21283018
-5.38169085,3.56648513,0.01383127,0.02913863,1.28729309,1.51031893,0.01273133,2.38670366,0.41493761,0.21436106
-5.37568784,3.56937991,0.01298024,0.02892107,1.30430718,1.49961554,0.01286859,2.39636629,0.41738931,0.21518013
-5.36968484,3.56459301,0.01224432,0.02854932,1.31778525,1.48586954,0.01306945,2.40050255,0.41963671,0.21531376
-5.36368184,3.55279172,0.01161912,0.02803162,1.32786275,1.46944580,0.01333600,2.39950308,0.42166029,0.21480115
-5.35767884,3.53474212,0.01110105,0.02737911,1.33474377,1.45072502,0.01367002,2.39383708,0.42345813,0.21369276
-5.35167584,3.51128203,0.01068762,0.02660542,1.33869074,1.43009288,0.01407278,2.38403447,0.42504537,0.21204833
-5.34567284,3.48329247,0.01037764,0.02572624,1.34001243,1.40792956,0.01454496,2.37066659,0.42645321,0.20993461
-5.33966983,3.45166909,0.01017143,0.02475886,1.33905108,1.38460006,0.01508639,2.35432663,0.42772742,0.20742293
-5.33366683,3.41729511,0.01007088,0.02372161,1.33616955,1.36044579,0.01569593,2.33561079,0.42892684,0.20458680
-5.32766383,3.38101733,0.01007948,0.02263336,1.33173916,1.33577768,0.01637126,2.31510145,0.43012180,0.20149961
-5.32166083,3.34362640,0.01020235,0.02151297,1.32612910,1.31087120,0.01710883,2.29335304,0.43139290,0.19823254
-5.31565783,3.30584235,0.01044612,0.02037885,1.31969791,1.28596332,0.01790372,2.27088147,0.43283000,0.19485284
-5.30965483,3.26830598,0.01081886,0.01924849,1.31278740,1.26125155,0.01874965,2.24815762,0.43453169,0.19142255
-5.30365183,3.23157627,0.01132992,0.01813812,1.30571937,1.23689499,0.01963903,2.22560490,0.43660509,0.18799765
