energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.90395198,6.00336569,0.04679991,0.40629456,1.67250373,0.92262955,1.87565760,0.58135530,0.03891170,2.85467710
-5.89794897,6.02062096,0.04774541,0.40401778,1.65694510,0.93630379,1.90827257,0.57807453,0.03850785,2.86538719
-5.89194597,6.02342557,0.04862879,0.40074031,1.63705549,0.94814208,1.93443335,0.57337336,0.03820170,2.86911140
-5.88594297,6.00965322,0.04941023,0.39638391,1.61269771,0.95753493,1.95321596,0.56714390,0.03796429,2.86482068
-5.87993997,5.97739996,0.05005213,0.39088292,1.58377483,0.96391634,1.96379908,0.55929460,0.03776802,2.85159320
-5.87393697,5.92508596,0.05052069,0.38418940,1.55024343,0.96678840,1.96549982,0.54975794,0.03758807,2.82866272
-5.86793397,5.85154742,0.05078729,0.37627779,1.51212572,0.96574351,1.95780546,0.53849738,0.03740377,2.79546229
-5.86193097,5.75611391,0.05082963,0.36714884,1.46951971,0.96048308,1.94039956,0.52551324,0.03719967,2.75166122
-5.85592796,5.63866719,0.05063268,0.35683237,1.42260688,0.95083202,1.91318100,0.51084711,0.03696654,2.69719315
-5.84992496,5.49967837,0.05018929,0.34538898,1.37165676,0.93674833,1.87627496,0.49458458,0.03670196,2.63227404
-5.84392196,5.34022152,0.04950050,0.33291037,1.31702807,0.91832729,1.83003527,0.47685614,0.03641071,2.55740901
-5.83791896,5.16196318,0.04857551,0.31951834,1.25916628,0.89580027,1.77503798,0.45783606,0.03610485,2.47338773
-5.83191596,4.96712807,0.04743133,0.30536248,1.19859756,0.86952829,1.71206642,0.43773956,0.03580347,2.38126859
-5.82591296,4.75844283,0.04609219,0.29061665,1.13591941,0.83999068,1.64208853,0.41681806,0.03553212,2.28235246
-5.81990995,4.53906059,0.04458862,0.27547447,1.07178830,0.80776934,1.56622758,0.39535310,0.03532202,2.17814720
-5.81390695,4.31246975,0.04295633,0.26014393,1.00690493,0.77352971,1.48572762,0.37364898,0.03520892,2.07032473
-5.80790395,4.08239132,0.04123497,0.24484149,0.94199770,0.73799895,1.40191538,0.35202455,0.03523183,1.96067252
-5.80190095,3.85266940,0.03946676,0.22978575,0.87780519,0.70194260,1.31616025,0.33080457,0.03543151,1.85104179
-5.79589795,3.62715934,0.03769499,0.21519124,0.81505842,0.66614070,1.22983413,0.31031093,0.03584885,1.74329437
-5.78989495,3.40961818,0.03596269,0.20126231,0.75446351,0.63136409,1.14427279,0.29085415,0.03652319,1.63925069
-5.78389195,3.20360161,0.03431119,0.18818746,0.69668555,0.59835215,1.06074020,0.27272546,0.03749061,1.54064061
-5.77788894,3.01237098,0.03277894,0.17613441,0.64233427,0.56779245,0.98039715,0.25618977,0.03878228,1.44905892
-5.77188594,2.83881323,0.03140035,0.16524590,0.59195184,0.54030304,0.90427497,0.24147968,0.04042290,1.36592690
-5.76588294,2.68537614,0.03020497,0.15563644,0.54600319,0.51641791,0.83325519,0.22879073,0.04242933,1.29246095
-5.75987994,2.55401996,0.02921669,0.14739008,0.50486910,0.49657582,0.76805528,0.21827793,0.04480948,1.22964892
-5.75387694,2.44618629,0.02845339,0.14055919,0.46884189,0.48111268,0.70922067,0.21005370,0.04756138,1.17823442
-5.74787394,2.36278371,0.02792660,0.13516427,0.43812376,0.47025740,0.65712265,0.20418696,0.05067269,1.13870899
-5.74187094,2.30418968,0.02764158,0.13119471,0.41282747,0.46413119,0.61196180,0.20070355,0.05412050,1.11131181
-5.73586793,2.27026704,0.02759749,0.12861042,0.39297912,0.46274983,0.57377615,0.19958759,0.05787154,1.09603619
-5.72986493,2.26039340,0.02778778,0.12734428,0.37852250,0.46602874,0.54245350,0.20078387,0.06188275,1.09264201
-5.72386193,2.27350146,0.02820083,0.12730524,0.36932479,0.47379029,0.51774670,0.20420088,0.06610225,1.10067315
-5.71785893,2.30812773,0.02882061,0.12838192,0.36518315,0.48577296,0.49929142,0.20971444,0.07047073,1.11947884
-5.71185593,2.36246747,0.02962754,0.13044658,0.36583175,0.50164182,0.48662516,0.21717177,0.07492301,1.14823785
-5.70585293,2.43443359,0.03059936,0.13335937,0.37094901,0.52099987,0.47920702,0.22639569,0.07939001,1.18598436
-5.69984992,2.52171724,0.03171211,0.13697265,0.38016485,0.54339988,0.47643728,0.23718896,0.08380084,1.23163486
-5.69384692,2.62184826,0.03294097,0.14113525,0.39306758,0.56835619,0.47767635,0.24933860,0.08808498,1.28401483
-5.68784392,2.73225375,0.03426121,0.14569660,0.40921060,0.59535622,0.48226252,0.26262007,0.09217449,1.34188487
-5.68184092,2.85031342,0.03564898,0.15051059,0.42811862,0.62387142,0.48952821,0.27680124,0.09600618,1.40396546
-5.67583792,2.97341072,0.03708197,0.15543902,0.44929372,0.65336736,0.49881443,0.29164615,0.09952351,1.46896015
-5.66983492,3.09897898,0.03854009,0.16035465,0.47222109,0.68331299,0.50948333,0.30691856,0.10267834,1.53557683
-5.66383192,3.22454215,0.04000583,0.16514367,0.49637483,0.71318880,0.52092885,0.32238514,0.10543223,1.60254699
-5.65782891,3.34775012,0.04146460,0.16970775,0.52122372,0.74249408,0.53258545,0.33781863,0.10775744,1.66864312
-5.65182591,3.46640874,0.04290492,0.17396541,0.54623731,0.77075313,0.54393502,0.35300062,0.10963745,1.73269422
-5.64582291,3.57850480,0.04431837,0.17785288,0.57089229,0.79752073,0.55451226,0.36772427,0.11106701,1.79359973
-5.63981991,3.68222654,0.04569956,0.18132443,0.59467928,0.82238680,0.56390847,0.38179689,0.11205185,1.85034196
-5.63381691,3.77598017,0.04704585,0.18435215,0.61711003,0.84498052,0.57177419,0.39504238,0.11260785,1.90199740
-5.62781391,3.85840301,0.04835707,0.18692535,0.63772492,0.86497393,0.57782068,0.40730357,0.11275997,1.94774695
-5.62181091,3.92837367,0.04963516,0.18904946,0.65610071,0.88208528,0.58182057,0.41844439,0.11254085,1.98688525
-5.61580790,3.98501960,0.05088374,0.19074467,0.67185819,0.89608198,0.58360770,0.42835193,0.11198919,2.01882910
-5.60980490,4.02772244,0.05210768,0.19204428,0.68466966,0.90678346,0.58307635,0.43693821,0.11114808,2.04312491
-5.60380190,4.05612094,0.05331269,0.19299281,0.69426574,0.91406364,0.58017998,0.44414168,0.11006322,2.05945506
-5.59779890,4.07011166,0.05450492,0.19364403,0.70044132,0.91785326,0.57492944,0.44992830,0.10878128,2.06764287
-5.59179590,4.06984689,0.05569055,0.19405883,0.70306022,0.91814169,0.56739081,0.45429220,0.10734831,2.06765591
-5.58579290,4.05572976,0.05687553,0.19430311,0.70205834,0.91497831,0.55768277,0.45725567,0.10580845,2.05960731
-5.57978989,4.02840599,0.05806527,0.19444564,0.69744497,0.90847316,0.54597366,0.45886858,0.10420275,2.04375477
-5.57378689,3.98875185,0.05926438,0.19455597,0.68930220,0.89879677,0.53247808,0.45920711,0.10256831,2.02049686
-5.56778389,3.93785834,0.06047651,0.19470244,0.67778219,0.88617908,0.51745310,0.45837170,0.10093772,1.99036665
-5.56178089,3.87701113,0.06170418,0.19495023,0.66310241,0.87090722,0.50119415,0.45648441,0.09933862,1.95402232
-5.55577789,3.80766664,0.06294864,0.19535967,0.64553897,0.85332218,0.48403056,0.45368553,0.09779364,1.91223499
-5.54977489,3.73142442,0.06420976,0.19598454,0.62541828,0.83381434,0.46632078,0.45012980,0.09632039,1.86587388
-5.54377189,3.64999639,0.06548595,0.19687075,0.60310724,0.81281787,0.44844744,0.44598207,0.09493172,1.81588925
-5.53776888,3.56517389,0.06677406,0.19805507,0.57900258,0.79080421,0.43081224,0.44141291,0.09363597,1.76329357
-5.53176588,3.47879335,0.06806931,0.19956425,0.55351955,0.76827465,0.41383082,0.43659408,0.09243735,1.70914149
-5.52576288,3.39270189,0.06936526,0.20141431,0.52708068,0.74575237,0.39792769,0.43169421,0.09133635,1.65450955
-5.51975988,3.30872385,0.07065379,0.20361015,0.50010491,0.72377411,0.38353120,0.42687486,0.09033013,1.60047600
-5.51375688,3.22862965,0.07192506,0.20614551,0.47299764,0.70288166,0.37106890,0.42228707,0.08941287,1.54810186
-5.50775388,3.15410785,0.07316764,0.20900320,0.44614216,0.68361357,0.36096294,0.41806877,0.08857612,1.49841355
-5.50175088,3.08674146,0.07436854,0.21215561,0.41989261,0.66649714,0.35362589,0.41434276,0.08780912,1.45238784
-5.49574787,3.02798894,0.07551341,0.21556556,0.39456889,0.65204101,0.34945680,0.41121579,0.08709907,1.41093952
-5.48974487,2.97917054,0.07658672,0.21918738,0.37045359,0.64072831,0.34883741,0.40877838,0.08643137,1.37491191
-5.48374187,2.94145971,0.07757211,0.22296820,0.34779098,0.63301063,0.35212863,0.40710550,0.08578994,1.34507045
-5.47773887,2.91587956,0.07845265,0.22684940,0.32678798,0.62930271,0.35966706,0.40625803,0.08515742,1.32209917
-5.47173587,2.90330373,0.07921127,0.23076819,0.30761701,0.62997779,0.37176157,0.40628476,0.08451553,1.30659983
-5.46573287,2.90446108,0.07983123,0.23465919,0.29042039,0.63536368,0.38868981,0.40722487,0.08384539,1.29909331
-5.45972986,2.91994308,0.08029652,0.23845601,0.27531613,0.64573933,0.41069464,0.40911067,0.08312788,1.30002280
-5.45372686,2.95021332,0.08059239,0.24209277,0.26240465,0.66133182,0.43798051,0.41197036,0.08234409,1.30975830
-5.44772386,2.99561791,0.08070579,0.24550548,0.25177610,0.68231380,0.47070978,0.41583074,0.08147579,1.32860183
-5.44172086,3.05639614,0.08062584,0.24863329,0.24351793,0.70880108,0.50899904,0.42071962,0.08050587,1.35679300
-5.43571786,3.13269066,0.08034422,0.25141951,0.23772240,0.74085062,0.55291566,0.42666781,0.07941889,1.39451433
-5.42971486,3.22455670,0.07985556,0.25381251,0.23449353,0.77845867,0.60247475,0.43371064,0.07820158,1.44189623
-5.42371186,3.33197008,0.07915767,0.25576642,0.23395344,0.82155942,0.65763671,0.44188899,0.07684325,1.49902122
-5.41770885,3.45483396,0.07825179,0.25724166,0.23624752,0.87002398,0.71830567,0.45124969,0.07533629,1.56592741
-5.41170585,3.59298441,0.07714266,0.25820538,0.24154855,0.92366006,0.78432907,0.46184548,0.07367648,1.64261126
-5.40570285,3.74619507,0.07583863,0.25863182,0.25005935,0.98221240,0.85549871,0.47373444,0.07186323,1.72902960
-5.39969985,3.91418125,0.07435148,0.25850257,0.26201393,1.04536418,0.93155327,0.48697912,0.06989982,1.82510111
-5.39369685,4.09660376,0.07269639,0.25780693,0.27767713,1.11273950,1.01218271,0.50164535,0.06779340,1.93070741
-5.38769385,4.29307281,0.07089161,0.25654217,0.29734266,1.18390703,1.09703429,0.51780087,0.06555491,2.04569392
-5.38169085,4.50315209,0.06895821,0.25471392,0.32132948,1.25838498,1.18572048,0.53551389,0.06319894,2.16987058
-5.37568784,4.72636310,0.06691967,0.25233660,0.34997676,1.33564718,1.27782818,0.55485165,0.06074341,2.30301241
-5.36968484,4.96218956,0.06480145,0.24943387,0.38363726,1.41513034,1.37292931,0.57587902,0.05820914,2.44486010
-5.36368184,5.21008157,0.06263052,0.24603909,0.42266935,1.49624213,1.47059213,0.59865713,0.05561937,2.59512024
-5.35767884,5.46945903,0.06043483,0.24219580,0.46742793,1.57836999,1.57039274,0.62324218,0.05299919,2.75346532
-5.35167584,5.73971379,0.05824276,0.23795808,0.51825406,1.66089021,1.67192639,0.64968421,0.05037487,2.91953301
-5.34567284,6.02020990,0.05608259,0.23339086,0.57546394,1.74317700,1.77481774,0.67802594,0.04777326,3.09292478
-5.33966983,6.31028136,0.05398189,0.22856992,0.63933713,1.82461122,1.87872948,0.70830160,0.04522103,3.27320337
-5.33366683,6.60922693,0.05196705,0.22358174,0.71010440,1.90458836,1.98336887,0.74053554,0.04274410,3.45988924
-5.32766383,6.91630181,0.05006269,0.21852298,0.78793556,1.98252552,2.08849150,0.77474084,0.04036694,3.65245568
-5.32166083,7.23070615,0.04829122,0.21349959,0.87292751,2.05786723,2.19390197,0.81091756,0.03811205,3.85032282
-5.31565783,7.55157061,0.04667236,0.20862555,0.96509289,2.13008988,2.29945131,0.84905085,0.03599945,4.05285065
-5.30965483,7.87793980,0.04522281,0.20402112,1.06434972,2.19870489,2.40503100,0.88910878,0.03404625,4.25933147
-5.30365183,8.20875434,0.04395589,0.19981075,1.17051236,2.26326052,2.51056371,0.93103990,0.03226638,4.46898210
-5.29764882,8.54283290,0.04288131,0.19612054,1.28328425,2.32334271,2.61599123,0.97477073,0.03067037,4.68093670
-5.29164582,8.87885547,0.04200503,0.19307530,1.40225269,2.37857511,2.72125993,1.02020311,0.02926522,4.89424071
-5.28564282,9.21534953,0.04132916,0.19079543,1.52688609,2.42861856,2.82630457,1.06721163,0.02805445,5.10784670
-5.27963982,9.55068057,0.04085203,0.18939347,1.65653385,2.47317055,2.93103110,1.11564121,0.02703813,5.32061294
-5.27363682,9.88304839,0.04056824,0.18897065,1.79042925,2.51196488,3.03529959,1.16530507,0.02621313,5.53130527
-5.26763382,10.21049034,0.04046890,0.18961336,1.92769538,2.54477179,3.13890797,1.21598323,0.02557334,5.73860294
-5.26163082,10.53089257,0.04054186,0.19138985,2.06735428,2.57139901,3.24157776,1.26742160,0.02510999,5.94110870
-5.25562781,10.84200957,0.04077213,0.19434713,2.20833917,2.59169357,3.34294258,1.31933206,0.02481198,6.13736347
-5.24962481,11.14149240,0.04114222,0.19850830,2.34950980,2.60554471,3.44254030,1.37139335,0.02466633,6.32586557
-5.24362181,11.42692503,0.04163266,0.20387040,2.48967066,2.61288762,3.53980950,1.42325321,0.02465850,6.50509412
-5.23761881,11.69586817,0.04222244,0.21040295,2.62759169,2.61370798,3.63409087,1.47453154,0.02477280,6.67353635
-5.23161581,11.94590939,0.04288962,0.21804713,2.76203125,2.60804685,3.72463374,1.52482484,0.02499279,6.82971804
-5.22561281,12.17471811,0.04361175,0.22671590,2.89176085,2.59600583,3.81060794,1.57371185,0.02530159,6.97223630
-5.21960980,12.38010367,0.04436651,0.23629491,3.01559104,2.57775182,3.89112095,1.62076023,0.02568220,7.09979361
-5.21360680,12.56007468,0.04513213,0.24664430,3.13239793,2.55352120,3.96523979,1.66553438,0.02611775,7.21123225
-5.20760380,12.71289759,0.04588788,0.25760146,3.24114970,2.52362292,4.03201732,1.70760407,0.02659177,7.30556783
-5.20160080,12.83715259,0.04661456,0.26898453,3.34093242,2.48844023,4.09052189,1.74655380,0.02708830,7.38202087
-5.19559780,12.93178507,0.04729478,0.28059669,3.43097432,2.44843077,4.13986957,1.78199254,0.02759213,7.44004542
-5.18959480,12.99615058,0.04791338,0.29223112,3.51066795,2.40412473,4.17925759,1.81356375,0.02808883,7.47935362
-5.18359180,13.03005198,0.04845761,0.30367639,3.57958932,2.35612113,4.20799777,1.84095518,0.02856490,7.49993530
-5.17758879,13.03376725,0.04891740,0.31472219,3.63751339,2.30508213,4.22554858,1.86390824,0.02900783,7.50207175
-5.17158579,13.00806671,0.04928542,0.32516515,3.68442505,2.25172543,4.23154430,1.88222658,0.02940616,7.48634311
-5.16558279,12.95421868,0.04955717,0.33481463,3.72052514,2.19681495,4.22581991,1.89578346,0.02974956,7.45362858
-5.15957979,12.87398274,0.04973097,0.34349806,3.74623075,2.14114994,4.20843052,1.90452772,0.03002890,7.40509919
-5.15357679,12.76959018,0.04980789,0.35106593,3.76216946,2.08555283,4.17966397,1.90848782,0.03023630,7.34220276
-5.14757379,12.64371105,0.04979158,0.35739589,3.76916718,2.03085600,4.14004587,1.90777388,0.03036525,7.26664094
-5.14157079,12.49940808,0.04968810,0.36239609,3.76822957,1.97788784,4.09033637,1.90257736,0.03041066,7.18033841
-5.13556778,12.34007763,0.04950562,0.36600738,3.76051701,1.92745819,4.03151823,1.89316831,0.03036896,7.08540459
-5.12956478,12.16937845,0.04925414,0.36820452,3.74731366,1.88034372,3.96477634,1.87989008,0.03023816,6.98408824
-5.12356178,11.99114928,0.04894506,0.36899608,3.72999105,1.83727312,3.89146911,1.86315152,0.03001793,6.87872595
-5.11755878,11.80931706,0.04859083,0.36842329,3.70996731,1.79891277,3.81309236,1.84341687,0.02970962,6.77168542
-5.11155578,11.62779769,0.04820445,0.36655778,3.68866294,1.76585280,3.73123702,1.82119346,0.02931627,6.66530496
-5.10555278,11.45039205,0.04779900,0.36349822,3.66745476,1.73859406,3.64754202,1.79701776,0.02884254,6.56183088
-5.09954977,11.28068026,0.04738719,0.35936626,3.64762946,1.71753622,3.56364404,1.77144001,0.02829466,6.46335454
-5.09354677,11.12191762,0.04698082,0.35430171,3.63033850,1.70296728,3.48112615,1.74500813,0.02768030,6.37175130
-5.08754377,10.97693598,0.04659035,0.34845730,3.61655619,1.69505496,3.40146729,1.71825142,0.02700834,6.28862337
-5.08154077,10.84805426,0.04622444,0.34199324,3.60704264,1.69384017,3.32599453,1.69166466,0.02628867,6.21524899
-5.07553777,10.73700200,0.04588960,0.33507177,3.60231336,1.69923313,3.25584024,1.66569335,0.02553190,6.15253989
-5.06953477,10.64485932,0.04558986,0.32785193,3.60261680,1.71101218,3.19190576,1.64072053,0.02474907,6.10100927
-5.06353177,10.57201651,0.04532654,0.32048476,3.60792112,1.72882586,3.13483314,1.61705584,0.02395130,6.06075175
-5.05752876,10.51815541,0.04509813,0.31310913,3.61791106,1.75219821,3.08498609,1.59492724,0.02314949,6.03143667
-5.05152576,10.48225428,0.04490026,0.30584828,3.63199516,1.78053749,3.04244099,1.57447576,0.02235395,6.01231548
-5.04552276,10.46261678,0.04472581,0.29880712,3.64932337,1.81314820,3.00698813,1.55575339,0.02157414,6.00224340
-5.03951976,10.45692431,0.04456511,0.29207050,3.66881459,1.84924631,2.97814328,1.53872430,0.02081835,5.99971493
-5.03351676,10.46231049,0.04440623,0.28570223,3.68919306,1.88797717,2.95516896,1.52326921,0.02009356,6.00291213
-5.02751376,10.47545494,0.04423544,0.27974502,3.70903226,1.92843572,2.93710440,1.50919267,0.01940517,6.00976399
-5.02151076,10.49269295,0.04403769,0.27422108,3.72680465,1.96968836,2.92280310,1.49623296,0.01875701,6.01801480
-5.01550775,10.51013671,0.04379718,0.26913343,3.74093511,2.01079567,2.91097625,1.48407408,0.01815121,6.02529879
-5.00950475,10.52380347,0.04349795,0.26446769,3.74985607,2.05083525,2.90024026,1.47235926,0.01758832,6.02921823
-5.00350175,10.52974539,0.04312457,0.26019429,3.75206197,2.08892394,2.88916655,1.46070543,0.01706731,6.02742201
-4.99749875,10.52417618,0.04266271,0.25627091,3.74616102,2.12423846,2.87633163,1.44871805,0.01658582,6.01768153
-4.99149575,10.50358980,0.04209976,0.25264515,3.73092219,2.15603411,2.86036551,1.43600565,0.01614028,5.99796122
-4.98549275,10.46486691,0.04142533,0.24925708,3.70531567,2.18366072,2.83999687,1.42219358,0.01572619,5.96648117
-4.97948974,10.40536581,0.04063173,0.24604189,3.66854551,2.20657559,2.81409326,1.40693653,0.01533835,5.92176968
-4.97348674,10.32299512,0.03971429,0.24293233,3.62007335,2.22435339,2.78169519,1.38992941,0.01497116,5.86270445
-4.96748374,10.21626677,0.03867161,0.23986092,3.55963284,2.23669266,2.74204308,1.37091634,0.01461887,5.78854121
-4.96148074,10.08432870,0.03750569,0.23676212,3.48723439,2.24341955,2.69459649,1.34969767,0.01427585,5.69892971
-4.95547774,9.92697767,0.03622184,0.23357411,3.40316084,2.24448867,2.63904533,1.32613489,0.01393684,5.59391712
-4.94947474,9.74465341,0.03482866,0.23024043,3.30795448,2.23998180,2.57531299,1.30015353,0.01359715,5.47393977
-4.94347174,9.53841584,0.03333770,0.22671143,3.20239664,2.23010472,2.50355199,1.27174423,0.01325286,5.33980432
-4.93746873,9.30990803,0.03176318,0.22294547,3.08748090,2.21518272,2.42413245,1.24096203,0.01290094,5.19265986
-4.93146573,9.06130705,0.03012152,0.21890996,2.96438141,2.19565505,2.33762445,1.20792424,0.01253937,5.03396270
-4.92546273,8.79526573,0.02843091,0.21458222,2.83441786,2.17206879,2.24477525,1.17280697,0.01216721,4.86543551
-4.91945973,8.51484750,0.02671076,0.20995013,2.69901840,2.14507198,2.14648232,1.13584067,0.01178458,4.68902256
-4.91345673,8.22345673,0.02498117,0.20501257,2.55968205,2.11540623,2.04376359,1.09730471,0.01139268,4.50684260
-4.90745373,7.92476612,0.02326243,0.19977968,2.41794173,2.08389850,1.93772592,1.05752133,0.01099372,4.32114073
-4.90145073,7.62264262,0.02157447,0.19427283,2.27532905,2.05145172,1.82953293,1.01684893,0.01059083,4.13424029
-4.89544772,7.32107276,0.01993642,0.18852436,2.13334174,2.01903387,1.72037330,0.97567487,0.01018795,3.94849565
-4.88944472,7.02408790,0.01836621,0.18257698,1.99341419,1.98766504,1.61143036,0.93440779,0.00978969,3.76624641
-4.88344172,6.73568970,0.01688020,0.17648290,1.85689177,1.95840202,1.50385376,0.89346957,0.00940113,3.58977344
-4.87743872,6.45977598,0.01549291,0.17030263,1.72500893,1.93232016,1.39873394,0.85328691,0.00902770,3.42125689
-4.87143572,6.20006724,0.01421677,0.16410347,1.59887128,1.91049227,1.29707971,0.81428257,0.00867494,3.26273639
-4.86543272,5.96003406,0.01306203,0.15795769,1.47944151,1.89396467,1.19979940,0.77686652,0.00834835,3.11607358
-4.85942971,5.74282614,0.01203660,0.15194054,1.36752900,1.88373070,1.10768565,0.74142690,0.00805314,2.98291714
-4.85342671,5.55120394,0.01114604,0.14612803,1.26378294,1.88070235,1.02140401,0.70832118,0.00779408,2.86467080
-4.84742371,5.38747446,0.01039358,0.14059459,1.16868862,1.88568085,0.94148520,0.67786753,0.00757529,2.76246458
-4.84142071,5.25343276,0.00978014,0.13541083,1.08256668,1.89932746,0.86832102,0.65033688,0.00740009,2.67713022
-4.83541771,5.15031152,0.00930442,0.13064122,1.00557518,1.92213571,0.80216361,0.62594576,0.00727085,2.60918130
-4.82941471,5.07874094,0.00896302,0.12634209,0.93771411,1.95440667,0.74312786,0.60485028,0.00718886,2.55879914
-4.82341171,5.03872122,0.00875052,0.12255986,0.87883233,1.99622861,0.69119672,0.58714160,0.00715424,2.52582526
-4.81740870,5.02960994,0.00865963,0.11932959,0.82863675,2.04746255,0.64622910,0.57284303,0.00716588,2.50976133
-4.81140570,5.05012608,0.00868137,0.11667399,0.78670357,2.10773474,0.60796994,0.56190903,0.00722145,2.50977720
-4.80540270,5.09837203,0.00880519,0.11460292,0.75249159,2.17643722,0.57606235,0.55422627,0.00731737,2.52472768
-4.79939970,5.17187407,0.00901919,0.11311331,0.72535721,2.25273670,0.55006117,0.54961679,0.00744893,2.55317793
-4.79339670,5.26764119,0.00931030,0.11218962,0.70457124,2.33559210,0.52944790,0.54784310,0.00761034,2.59343758
-4.78739370,5.38224084,0.00966448,0.11180475,0.68933700,2.42378012,0.51364647,0.54861533,0.00779491,2.64360259
-4.78139070,5.51188978,0.01006697,0.11192133,0.67880964,2.51592826,0.50203950,0.55159989,0.00799522,2.70160409
-4.77538769,5.65255677,0.01050255,0.11249334,0.67211614,2.61055370,0.49398476,0.55642958,0.00820330,2.76526254
-4.76938469,5.80007366,0.01095576,0.11346797,0.66837572,2.70610668,0.48883148,0.56271455,0.00841091,2.83234547
-4.76338169,5.95025044,0.01141127,0.11478767,0.66672007,2.80101628,0.48593599,0.57005382,0.00860974,2.90062677
-4.75737869,6.09898984,0.01185410,0.11639220,0.66631290,2.89373650,0.48467658,0.57804671,0.00879167,2.96794523
-4.75137569,6.24239674,0.01226994,0.11822059,0.66636839,2.98279069,0.48446710,0.58630388,0.00894906,3.03226017
-4.74537269,6.37687812,0.01264548,0.12021308,0.66616784,3.06681220,0.48476902,0.59445745,0.00907492,3.09170188
-4.73936968,6.49922943,0.01296865,0.12231275,0.66507415,3.14457951,0.48510182,0.60216983,0.00916319,3.14461512
-4.73336668,6.60670436,0.01322890,0.12446695,0.66254362,3.21504441,0.48505135,0.60914086,0.00920889,3.18959385
-4.72736368,6.69706555,0.01341741,0.12662844,0.65813480,3.27735214,0.48427620,0.61511327,0.00920827,3.22550619
-4.72136068,6.76861480,0.01352731,0.12875620,0.65151406,3.33085304,0.48251188,0.61987609,0.00915894,3.25150894
-4.71535768,6.82020270,0.01355376,0.13081602,0.64245784,3.37510549,0.47957278,0.62326618,0.00905995,3.26705133
-4.70935468,6.85121828,0.01349408,0.13278080,0.63085157,3.40987066,0.47535221,0.62516792,0.00891174,3.27186853
-4.70335168,6.86156038,0.01334771,0.13463068,0.61668532,3.43509974,0.46982030,0.62551118,0.00871621,3.26596567
-4.69734867,6.85159335,0.01311622,0.13635295,0.60004658,3.45091498,0.46302027,0.62426797,0.00847655,3.24959371
-4.69134567,6.82209008,0.01280313,0.13794192,0.58111042,3.45758576,0.45506306,0.62144800,0.00819722,3.22321860
-4.68534267,6.77416605,0.01241380,0.13939876,0.56012768,3.45550152,0.44612067,0.61709341,0.00788376,3.18748569
-4.67933967,6.70920794,0.01195518,0.14073123,0.53741139,3.44514280,0.43641861,0.61127324,0.00754262,3.14318119
-4.67333667,6.62880057,0.01143557,0.14195351,0.51332241,3.42705242,0.42622742,0.60407773,0.00718102,3.09119266
-4.66733367,6.53465549,0.01086430,0.14308605,0.48825452,3.40180774,0.41585389,0.59561290,0.00680673,3.03247022
-4.66133067,6.42854425,0.01025146,0.14415542,0.46261966,3.36999563,0.40563201,0.58599556,0.00642787,2.96799020
-4.65532766,6.31223869,0.00960756,0.14519420,0.43683384,3.33219079,0.39591392,0.57534906,0.00605278,2.89872241
-4.64932466,6.18746010,0.00894325,0.14624083,0.41130418,3.28893827,0.38706106,0.56379966,0.00568981,2.82560221
-4.64332166,6.05583835,0.00826904,0.14733938,0.38641724,3.24074047,0.37943568,0.55147387,0.00534721,2.74950787
