energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.90395198,7.67669218,0.04027447,0.95334684,2.92354281,3.18024944,0.06054788,2.53782649,1.05174020,0.34510378
-5.89794897,7.62770164,0.04182109,0.94021809,2.84040781,3.15130700,0.05980128,2.53862428,1.04358147,0.35121725
-5.89194597,7.59211620,0.04344455,0.92649674,2.76981764,3.12442139,0.05899420,2.54685096,1.03917009,0.35793233
-5.88594297,7.56639197,0.04511985,0.91180711,2.71013097,3.09824283,0.05810913,2.56128988,1.03810014,0.36505404
-5.87993997,7.54695748,0.04681998,0.89581377,2.65959854,3.07150683,0.05713126,2.58062515,1.03991906,0.37237622
-5.87393697,7.53031066,0.04851652,0.87823362,2.61642003,3.04306764,0.05604899,2.60347612,1.04414051,0.37968649
-5.86793397,7.51310977,0.05018026,0.85884569,2.57879863,3.01192674,0.05485423,2.62843269,1.05025761,0.38677143
-5.86193097,7.49225653,0.05178190,0.83749835,2.54499203,2.97725603,0.05354257,2.65409087,1.05775597,0.39342191
-5.85592796,7.46497011,0.05329272,0.81411365,2.51335828,2.93841523,0.05211327,2.67908790,1.06612664,0.39943845
-5.84992496,7.42885099,0.05468537,0.78868893,2.48239569,2.89496379,0.05056917,2.70213643,1.07487847,0.40463652
-5.84392196,7.38193426,0.05593447,0.76129559,2.45077614,2.84666727,0.04891637,2.72205715,1.08354989,0.40885167
-5.83791896,7.32273181,0.05701735,0.73207549,2.41737129,2.79349880,0.04716397,2.73780921,1.09171984,0.41194427
-5.83191596,7.25026340,0.05791462,0.70123511,2.38127165,2.73563581,0.04532356,2.74851765,1.09901764,0.41380387
-5.82591296,7.16407612,0.05861071,0.66903804,2.34179852,2.67345275,0.04340884,2.75349718,1.10513161,0.41435284
-5.81990995,7.06425237,0.05909429,0.63579613,2.29850908,2.60751013,0.04143511,2.75227142,1.10981600,0.41354932
-5.81390695,6.95140598,0.05935857,0.60185988,2.25119499,2.53854034,0.03941881,2.74458677,1.11289625,0.41138919
-5.80790395,6.82666638,0.05940147,0.56760841,2.19987503,2.46743064,0.03737709,2.73042026,1.11427204,0.40790710
-5.80190095,6.69165081,0.05922564,0.53343965,2.14478232,2.39520368,0.03532736,2.70998062,1.11391799,0.40317628
-5.79589795,6.54842455,0.05883827,0.49976088,2.08634678,2.32299568,0.03328698,2.68370215,1.11188195,0.39730718
-5.78989495,6.39944971,0.05825083,0.46698018,2.02517358,2.25203276,0.03127291,2.65223125,1.10828067,0.39044494
-5.78389195,6.24752313,0.05747858,0.43549887,1.96201828,2.18360549,0.02930146,2.61640559,1.10329292,0.38276562
-5.77788894,6.09570454,0.05653996,0.40570517,1.89775954,2.11904204,0.02738806,2.57722641,1.09715037,0.37447134
-5.77188594,5.94723670,0.05545591,0.37796924,1.83337017,2.05968038,0.02554708,2.53582475,1.09012636,0.36578446
-5.76588294,5.80545933,0.05424906,0.35263946,1.76988742,2.00683976,0.02379170,2.49342261,1.08252323,0.35694093
-5.75987994,5.67371948,0.05294285,0.33004003,1.70838336,1.96179232,0.02213376,2.45129062,1.07465865,0.34818312
-5.75387694,5.55528104,0.05156075,0.31046970,1.64993623,1.92573511,0.02058371,2.41070370,1.06685171,0.33975229
-5.74787394,5.45323639,0.05012534,0.29420154,1.59560345,1.89976352,0.01915050,2.37289669,1.05940951,0.33188103
-5.74187094,5.37042340,0.04865765,0.28148348,1.54639717,1.88484659,0.01784155,2.33902171,1.05261489,0.32478596
-5.73586793,5.30935059,0.04717646,0.27253935,1.50326279,1.88180505,0.01666269,2.31010915,1.04671614,0.31866102
-5.72986493,5.27213334,0.04569780,0.26757034,1.46706104,1.89129279,0.01561811,2.28703395,1.04191910,0.31367142
-5.72386193,5.26044336,0.04423464,0.26675649,1.43855387,1.91378226,0.01471039,2.27048868,1.03838215,0.30994883
-5.71785893,5.27547315,0.04279670,0.27025788,1.41839420,1.94955433,0.01394049,2.26096445,1.03621438,0.30758763
-5.71185593,5.31791644,0.04139046,0.27821560,1.40711962,1.99869296,0.01330776,2.25874042,1.03547687,0.30664265
-5.70585293,5.38796499,0.04001934,0.29075188,1.40514954,2.06108470,0.01281002,2.26388217,1.03618693,0.30712835
-5.69984992,5.48532110,0.03868406,0.30796956,1.41278559,2.13642308,0.01244365,2.27624890,1.03832493,0.30901948
-5.69384692,5.60922478,0.03738308,0.32995050,1.43021455,2.22421747,0.01220370,2.29550862,1.04184307,0.31225321
-5.68784392,5.75849350,0.03611320,0.35675302,1.45751320,2.32380613,0.01208405,2.32116066,1.04667545,0.31673260
-5.68184092,5.93157222,0.03487015,0.38840828,1.49465437,2.43437262,0.01207758,2.35256391,1.05274844,0.32233133
-5.67583792,6.12659083,0.03364924,0.42491558,1.54151344,2.55496499,0.01217643,2.38896942,1.05999080,0.32889938
-5.66983492,6.34142596,0.03244599,0.46623686,1.59787466,2.68451681,0.01237216,2.42955561,1.06834239,0.33626946
-5.66383192,6.57376410,0.03125672,0.51229040,1.66343672,2.82186929,0.01265609,2.47346419,1.07776100,0.34426400
-5.65782891,6.82116311,0.03007897,0.56294412,1.73781712,2.96579349,0.01301950,2.51983525,1.08822666,0.35270223
-5.65182591,7.08110959,0.02891191,0.61800879,1.82055516,3.11501191,0.01345391,2.56783969,1.09974295,0.36140723
-5.64582291,7.35106989,0.02775659,0.67723148,1.91111343,3.26821893,0.01395135,2.61670778,1.11233535,0.37021250
-5.63981991,7.62853324,0.02661597,0.74028980,2.00887805,3.42409929,0.01450454,2.66575252,1.12604660,0.37896796
-5.63381691,7.91104607,0.02549494,0.80678729,2.11315787,3.58134457,0.01510708,2.71438713,1.14092934,0.38754489
-5.62781391,8.19623716,0.02440015,0.87625047,2.22318334,3.73866722,0.01575362,2.76213608,1.15703677,0.39583981
-5.62181091,8.48183407,0.02333968,0.94812807,2.33810547,3.89481244,0.01643988,2.80863968,1.17441179,0.40377710
-5.61580790,8.76567164,0.02232270,1.02179264,2.45699575,4.04856777,0.01716271,2.85365225,1.19307570,0.41131017
-5.60980490,9.04569393,0.02135902,1.09654507,2.57884769,4.19877099,0.01792004,2.89703465,1.21301706,0.41842127
-5.60380190,9.31995147,0.02045863,1.17162194,2.70258068,4.34431656,0.01871074,2.93874178,1.23418195,0.42511994
-5.59779890,9.58659546,0.01963119,1.24620600,2.82704686,4.48416104,0.01953447,2.97880625,1.25646613,0.43144015
-5.59179590,9.84387117,0.01888557,1.31943952,2.95104125,4.61732813,0.02039144,3.01731928,1.27971002,0.43743640
-5.58579290,10.09011222,0.01822942,1.39044025,3.07331565,4.74291355,0.02128214,3.05441029,1.30369693,0.44317889
-5.57978989,10.32373752,0.01766883,1.45831959,3.19259621,4.86009032,0.02220709,3.09022628,1.32815493,0.44874814
-5.57378689,10.54325220,0.01720801,1.52220243,3.30760449,4.96811446,0.02316648,3.12491241,1.35276236,0.45422923
-5.56778389,10.74725342,0.01684915,1.58124786,3.41708160,5.06633146,0.02415991,3.15859488,1.37715695,0.45970616
-5.56178089,10.93444152,0.01659228,1.63467011,3.51981486,5.15418336,0.02518613,3.19136709,1.40094808,0.46525639
-5.55577789,11.10363661,0.01643532,1.68175869,3.61466593,5.23121625,0.02624280,3.22327974,1.42373169,0.47094613
-5.54977489,11.25379997,0.01637415,1.72189716,3.70059969,5.29708809,0.02732639,3.25433558,1.44510705,0.47682639
-5.54377189,11.38405939,0.01640281,1.75457945,3.77671249,5.35157628,0.02843203,3.28448879,1.46469460,0.48293023
-5.53776888,11.49373727,0.01651379,1.77942329,3.84225890,5.39458458,0.02955357,3.31364910,1.48215387,0.48927114
-5.53176588,11.58237971,0.01669832,1.79618002,3.89667557,5.42614896,0.03068366,3.34169026,1.49720067,0.49584278
-5.52576288,11.64978494,0.01694674,1.80474040,3.93960130,5.44644177,0.03181390,3.36846222,1.50962253,0.50261997
-5.51975988,11.69602919,0.01724894,1.80513634,3.97089228,5.45577385,0.03293512,3.39380624,1.51929171,0.50956087
-5.51375688,11.72148806,0.01759474,1.79753829,3.99063169,5.45459405,0.03403773,3.41757189,1.52617511,0.51661027
-5.50775388,11.72685169,0.01797430,1.78224867,3.99913301,5.44348595,0.03511200,3.43963479,1.53034044,0.52370358
-5.50175088,11.71313202,0.01837853,1.75969150,3.99693682,5.42316144,0.03614856,3.45991384,1.53195853,0.53077145
-5.49574787,11.68166096,0.01879938,1.73039893,3.98480059,5.39445104,0.03713871,3.47838684,1.53130143,0.53774450
-5.48974487,11.63407832,0.01923022,1.69499503,3.96368194,5.35829099,0.03807488,3.49510324,1.52873651,0.54455809
-5.48374187,11.57230918,0.01966603,1.65417774,3.93471542,5.31570716,0.03895089,3.51019309,1.52471660,0.55115658
-5.47773887,11.49853034,0.02010359,1.60869955,3.89918347,5.26779610,0.03976229,3.52387133,1.51976671,0.55749689
-5.47173587,11.41512649,0.02054162,1.55934779,3.85848240,5.21570348,0.04050653,3.53643703,1.51446777,0.56355129
-5.46573287,11.32463698,0.02098081,1.50692506,3.81408438,5.16060057,0.04118308,3.54826726,1.50943791,0.56930893
-5.45972986,11.22969458,0.02142378,1.45223055,3.76749658,5.10365915,0.04179344,3.55980571,1.50531224,0.57477636
-5.45372686,11.13295839,0.02187505,1.39604275,3.72021885,5.04602581,0.04234107,3.57154657,1.50272157,0.57997681
-5.44772386,11.03704317,0.02234084,1.33910404,3.67370136,4.98879627,0.04283122,3.58401452,1.50227122,0.58494848
-5.44172086,10.94444793,0.02282897,1.28210741,3.62930370,4.93299070,0.04327071,3.59774169,1.50452041,0.58974182
-5.43571786,10.85748695,0.02334857,1.22568564,3.58825696,4.87953092,0.04366763,3.61324329,1.50996325,0.59441622
-5.42971486,10.77822618,0.02390987,1.17040304,3.55163019,4.82922054,0.04403100,3.63099296,1.51901191,0.59903621
-5.42371186,10.70842832,0.02452397,1.11674972,3.52030271,4.78272875,0.04437046,3.65139978,1.53198273,0.60366759
-5.41770885,10.64950931,0.02520257,1.06513845,3.49494320,4.74057878,0.04469592,3.67478816,1.54908578,0.60837369
-5.41170585,10.60250880,0.02595773,1.01590391,3.47599675,4.70314163,0.04501723,3.70138214,1.57041828,0.61321212
-5.40570285,10.56807625,0.02680163,0.96930415,3.46368017,4.67063551,0.04534395,3.73129519,1.59596226,0.61823216
-5.39969985,10.54647387,0.02774638,0.92552407,3.45798609,4.64313128,0.04568512,3.76452621,1.62558649,0.62347306
-5.39369685,10.53759657,0.02880382,0.88468062,3.45869554,4.62056388,0.04604909,3.80096231,1.65905260,0.62896328
-5.38769385,10.54100795,0.02998534,0.84682934,3.46539843,4.60274926,0.04644341,3.84038803,1.69602530,0.63472067
-5.38169085,10.55599081,0.03130174,0.81197208,3.47752120,4.58940629,0.04687478,3.88250081,1.73608600,0.64075363
-5.37568784,10.58160927,0.03276309,0.78006533,3.49436003,4.58018246,0.04734905,3.92693137,1.77874947,0.64706297
-5.36968484,10.61677924,0.03437854,0.75102902,3.51511829,4.57468233,0.04787117,3.97326801,1.82348254,0.65364440
-5.36368184,10.66034285,0.03615621,0.72475529,3.53894615,4.57249708,0.04844526,4.02108287,1.86972417,0.66049126
-5.35767884,10.71114269,0.03810297,0.70111691,3.56498044,4.57323364,0.04907455,4.06995846,1.91690567,0.66759731
-5.35167584,10.76809113,0.04022425,0.67997513,3.59238269,4.57654173,0.04976141,4.11951251,1.96447022,0.67495924
-5.34567284,10.83023030,0.04252375,0.66118658,3.62037347,4.58213733,0.05050727,4.16941922,2.01189070,0.68257860
-5.33966983,10.89677916,0.04500321,0.64460898,3.64826120,4.58982096,0.05131250,4.21942538,2.05868476,0.69046302
-5.33366683,10.96716429,0.04766201,0.63010558,3.67546398,4.59948993,0.05217636,4.26935992,2.10442664,0.69862640
-5.32766383,11.04103263,0.05049683,0.61754816,3.70152354,4.61114349,0.05309674,4.31913620,2.14875494,0.70708817
-5.32166083,11.11824511,0.05350125,0.60681856,3.72611052,4.62488074,0.05407005,4.36874650,2.19137607,0.71587135
-5.31565783,11.19885176,0.05666539,0.59780873,3.74902121,4.64089122,0.05509103,4.41824907,2.23206340,0.72499984
-5.30965483,11.28304982,0.05997544,0.59041960,3.77016613,4.65943877,0.05615256,4.46774848,2.27065218,0.73449472
-5.30365183,11.37112782,0.06341342,0.58455872,3.78955135,4.68083972,0.05724560,4.51737056,2.30703074,0.74437011
-5.29764882,11.46339947,0.06695685,0.58013704,3.80725410,4.70543654,0.05835907,4.56723358,2.34112875,0.75462870
-5.29164582,11.56013193,0.07057866,0.57706518,3.82339422,4.73356885,0.05947996,4.61741787,2.37290326,0.76525737
-5.28564282,11.66147365,0.07424709,0.57524934,3.83810357,4.76554334,0.06059338,4.66793606,2.40232378,0.77622324
-5.27963982,11.76738685,0.07792593,0.57458733,3.85149550,4.80160469,0.06168287,4.71870608,2.42935732,0.78747042
-5.27363682,11.87758957,0.08157478,0.57496501,3.86363631,4.84190931,0.06273072,4.76952931,2.45395454,0.79891785
-5.26763382,11.99151179,0.08514961,0.57625338,3.87452082,4.88650335,0.06371838,4.82007544,2.47603814,0.81045845
-5.26163082,12.10826882,0.08860349,0.57830660,3.88405357,4.93530671,0.06462705,4.86987564,2.49549418,0.82195969
-5.25562781,12.22665442,0.09188753,0.58096120,3.89203694,4.98810365,0.06543821,4.91832485,2.51216704,0.83326576
-5.24962481,12.34515470,0.09495192,0.58403651,3.89816700,5.04454084,0.06613428,4.96469347,2.52585847,0.84420119
-5.24362181,12.46198213,0.09774724,0.58733636,3.90203730,5.10413279,0.06669920,5.00814802,2.53633075,0.85457596
-5.23761881,12.57512831,0.10022573,0.59065214,3.90315057,5.16627420,0.06711901,5.04777989,2.54331371,0.86419169
-5.23161581,12.68243207,0.10234271,0.59376687,3.90093726,5.23025853,0.06738239,5.08264052,2.54651531,0.87284885
-5.22561281,12.78165916,0.10405792,0.59646035,3.89478008,5.29530132,0.06748100,5.11178103,2.54563486,0.88035434
-5.21960980,12.87058861,0.10533681,0.59851499,3.88404266,5.36056689,0.06740980,5.13429405,2.54037812,0.88652934
-5.21360680,12.94710050,0.10615174,0.59972206,3.86810082,5.42519669,0.06716712,5.14935503,2.53047314,0.89121677
-5.20760380,13.00925976,0.10648285,0.59988802,3.84637429,5.48833733,0.06675471,5.15626082,2.51568592,0.89428801
-5.20160080,13.05539117,0.10631889,0.59884070,3.81835702,5.54916684,0.06617747,5.15446288,2.49583472,0.89564859
-5.19559780,13.08414098,0.10565757,0.59643489,3.78364431,5.60691745,0.06544318,5.14359346,2.47080217,0.89524241
-5.18959480,13.09452174,0.10450576,0.59255710,3.74195510,5.66089372,0.06456205,5.12348296,2.44054448,0.89305425
-5.18359180,13.08593815,0.10287928,0.58712926,3.69314825,5.71048525,0.06354616,5.09416761,2.40509719,0.88911048
-5.17758879,13.05819278,0.10080244,0.58011116,3.63723200,5.75517340,0.06240891,5.05588731,2.36457716,0.88347793
-5.17158579,13.01147207,0.09830729,0.57150144,3.57436619,5.79453224,0.06116437,5.00907360,2.31918090,0.87626081
-5.16558279,12.94631433,0.09543257,0.56133721,3.50485731,5.82822414,0.05982669,4.95432904,2.26917948,0.86759613
-5.15957979,12.86356226,0.09222256,0.54969225,3.42914702,5.85599083,0.05840957,4.89239923,2.21491041,0.85764757
-5.15357679,12.76430403,0.08872571,0.53667381,3.34779494,5.87764121,0.05692580,4.82413940,2.15676727,0.84659831
-5.14757379,12.64980696,0.08499324,0.52241838,3.26145691,5.89303730,0.05538688,4.75047777,2.09518777,0.83464323
-5.14157079,12.52144849,0.08107767,0.50708644,3.17086023,5.90207973,0.05380284,4.67237782,2.03064115,0.82198072
-5.13556778,12.38064913,0.07703152,0.49085659,3.07677735,5.90469433,0.05218210,4.59080187,1.96361562,0.80880470
-5.12956478,12.22881143,0.07290594,0.47391923,2.97999951,5.90082107,0.05053155,4.50667780,1.89460660,0.79529718
-5.12356178,12.06726858,0.06874964,0.45647024,2.88131183,5.89040637,0.04885664,4.42087082,1.82410646,0.78162173
-5.11755878,11.89724530,0.06460793,0.43870473,2.78147097,5.87339959,0.04716170,4.33416133,1.75259601,0.76791814
-5.11155578,11.71983251,0.06052199,0.42081133,2.68118650,5.84975371,0.04545021,4.24722988,1.68053807,0.75429857
-5.10555278,11.53597621,0.05652834,0.40296711,2.58110638,5.81943042,0.04372520,4.16064921,1.60837316,0.74084516
-5.09954977,11.34647999,0.05265852,0.38533336,2.48180723,5.78240877,0.04198960,4.07488330,1.53651714,0.72760931
-5.09354677,11.15201922,0.04893900,0.36805231,2.38378899,5.73869657,0.04024665,3.99029244,1.46536050,0.71461251
-5.08754377,10.95316469,0.04539123,0.35124490,2.28747405,5.68834334,0.03850015,3.90714346,1.39526885,0.70184852
-5.08154077,10.75041216,0.04203186,0.33500955,2.19320999,5.63145342,0.03675476,3.82562332,1.32658416,0.68928676
-5.07553777,10.54421464,0.03887302,0.31942195,2.10127537,5.56819770,0.03501613,3.74585488,1.25962623,0.67687663
-5.06953477,10.33501369,0.03592280,0.30453571,2.01188762,5.49882268,0.03329094,3.66791286,1.19469386,0.66455243
-5.06353177,10.12326649,0.03318559,0.29038369,1.92521207,5.42365555,0.03158690,3.59183881,1.13206536,0.65223861
-5.05752876,9.90946594,0.03066260,0.27698003,1.84137132,5.34310437,0.02991253,3.51765357,1.07199806,0.63985499
-5.05152576,9.69415177,0.02835229,0.26432249,1.76045399,5.25765287,0.02827701,3.44536640,1.01472669,0.62732167
-5.04552276,9.47791145,0.02625074,0.25239506,1.68252241,5.16784968,0.02668978,3.37498015,0.96046057,0.61456344
-5.03951976,9.26137070,0.02435203,0.24117062,1.60761847,5.07429227,0.02516026,3.30649226,0.90937979,0.60151345
-5.03351676,9.04517441,0.02264857,0.23061355,1.53576773,4.97760650,0.02369743,3.23989175,0.86163053,0.58811599
-5.02751376,8.82995957,0.02113131,0.22068214,1.46698132,4.87842286,0.02230943,3.17515302,0.81732000,0.57432837
-5.02151076,8.61632251,0.01978999,0.21133068,1.40125613,4.77735096,0.02100323,3.11222709,0.77651139,0.56012193
-5.01550775,8.40478357,0.01861327,0.20251125,1.33857342,4.67495382,0.01978428,3.05103160,0.73921929,0.54548211
-5.00950475,8.19575215,0.01758890,0.19417517,1.27889629,4.57172400,0.01865625,2.99144079,0.70540605,0.53040783
-5.00350175,7.98949562,0.01670385,0.18627412,1.22216665,4.46806300,0.01762089,2.93327673,0.67497953,0.51491028
-4.99749875,7.78611505,0.01594443,0.17876088,1.16830218,4.36426580,0.01667788,2.87630299,0.64779267,0.49901127
-4.99149575,7.58553033,0.01529641,0.17158996,1.11719381,4.26051161,0.01582492,2.82022187,0.62364491,0.48274135
-4.98549275,7.38747666,0.01474522,0.16471792,1.06870434,4.15686183,0.01505772,2.76467582,0.60228586,0.46613783
-4.97948974,7.19151349,0.01427608,0.15810363,1.02266842,4.05326555,0.01437027,2.70925355,0.58342103,0.44924298
-4.97348674,6.99704611,0.01387421,0.15170853,0.97889426,3.94957264,0.01375503,2.65350087,0.56671949,0.43210235
-4.96748374,6.80335925,0.01352510,0.14549677,0.93716709,3.84555370,0.01320327,2.59693598,0.55182332,0.41476352
-4.96148074,6.60966090,0.01321466,0.13943552,0.89725443,3.74092588,0.01270546,2.53906850,0.53835827,0.39727513
-4.95547774,6.41513427,0.01292957,0.13349525,0.85891282,3.63538310,0.01225160,2.47942137,0.52594532,0.37968638
-4.94947474,6.21899453,0.01265744,0.12765014,0.82189577,3.52862888,0.01183162,2.41755429,0.51421256,0.36204686
-4.94347174,6.02054730,0.01238709,0.12187848,0.78596249,3.42040975,0.01143581,2.35308751,0.50280685,0.34440672
-4.93746873,5.81924512,0.01210876,0.11616315,0.75088690,3.31054729,0.01105510,2.28572436,0.49140465,0.32681707
-4.93146573,5.61473849,0.01181425,0.11049208,0.71646635,3.19896668,0.01068142,2.21527135,0.47972171,0.30933054
-4.92546273,5.40691831,0.01149710,0.10485866,0.68252965,3.08572017,0.01030796,2.14165449,0.46752098,0.29200192
-4.91945973,5.19594714,0.01115262,0.09926206,0.64894385,2.97100381,0.00992929,2.06493079,0.45461856,0.27488864
-4.91345673,4.98227727,0.01077795,0.09370744,0.61561947,2.85516648,0.00954158,1.98529428,0.44088742,0.25805129
-4.90745373,4.76665449,0.01037202,0.08820600,0.58251385,2.73871071,0.00914262,1.90307607,0.42625877,0.24155378
-4.90145073,4.55010729,0.00993546,0.08277484,0.54963255,2.62228499,0.00873178,1.81873839,0.41072112,0.22546333
-4.89544772,4.33392215,0.00947044,0.07743669,0.51702871,2.50666826,0.00831003,1.73286298,0.39431726,0.20985021
-4.88944472,4.11960620,0.00898054,0.07221943,0.48480050,2.39274715,0.00787972,1.64613426,0.37713915,0.19478711
-4.88344172,3.90883952,0.00847052,0.06715545,0.45308688,2.28148758,0.00744453,1.55931837,0.35932136,0.18034838
-4.87743872,3.70341952,0.00794607,0.06228094,0.42206188,2.17390203,0.00700919,1.47323891,0.34103321,0.16660898
-4.87143572,3.50520054,0.00741359,0.05763495,0.39192783,2.07101432,0.00657932,1.38875082,0.32247013,0.15364326
-4.86543272,3.31603165,0.00687992,0.05325856,0.36290790,1.97382392,0.00616119,1.30671358,0.30384469,0.14152374
-4.85942971,3.13769577,0.00635216,0.04919383,0.33523823,1.88327133,0.00576151,1.22796486,0.28537763,0.13031970
-4.85342671,2.97185284,0.00583741,0.04548291,0.30916015,1.80020638,0.00538718,1.15329596,0.26728942,0.12009588
-4.84742371,2.81998945,0.00534260,0.04216700,0.28491265,1.72536082,0.00504512,1.08342981,0.24979249,0.11091118
-4.84142071,2.68337678,0.00487434,0.03928552,0.26272548,1.65932616,0.00474204,1.01900237,0.23308459,0.10281749
-4.83541771,2.56303795,0.00443884,0.03687517,0.24281290,1.60253764,0.00448431,0.96054798,0.21734335,0.09585855
-4.82941471,2.45972551,0.00404176,0.03496912,0.22536831,1.55526450,0.00427777,0.90848880,0.20272202,0.09006897
-4.82341171,2.37390887,0.00368825,0.03359624,0.21055972,1.51760648,0.00412762,0.86312839,0.18934678,0.08547336
-4.81740870,2.30577120,0.00338285,0.03278030,0.19852601,1.48949623,0.00403828,0.82464932,0.17731509,0.08208548
-4.81140570,2.25521456,0.00312958,0.03253929,0.18937395,1.47070678,0.00401331,0.79311419,0.16669537,0.07990759
-4.80540270,2.22187205,0.00293191,0.03288468,0.18317588,1.46086321,0.00405532,0.76846978,0.15752763,0.07892975
-4.79939970,2.20512537,0.00279284,0.03382077,0.17996785,1.45945752,0.00416589,0.75055358,0.14982489,0.07912929
-4.79339670,2.20412611,0.00271491,0.03534403,0.17974827,1.46586550,0.00434547,0.73910205,0.14357525,0.08047027
-4.78739370,2.21781938,0.00270028,0.03744249,0.18247682,1.47936471,0.00459341,0.73376016,0.13874431,0.08290311
-4.78139070,2.24496861,0.00275072,0.04009523,0.18807374,1.49915262,0.00490783,0.73409154,0.13527789,0.08636428
-4.77538769,2.28418034,0.00286765,0.04327195,0.19641937,1.52436424,0.00528567,0.73958893,0.13310464,0.09077622
-4.76938469,2.33392872,0.00305212,0.04693268,0.20735411,1.55408886,0.00572263,0.74968457,0.13213874,0.09604743
-4.76338169,2.39257933,0.00330482,0.05102771,0.22067877,1.58738555,0.00621321,0.76376044,0.13228228,0.10207294
-4.75737869,2.45841250,0.00362598,0.05549774,0.23615558,1.62329757,0.00675078,0.78115822,0.13342744,0.10873499
-4.75137569,2.52964659,0.00401534,0.06027429,0.25350978,1.66086597,0.00732761,0.80118917,0.13545850,0.11590431
-4.74537269,2.60446188,0.00447208,0.06528050,0.27243227,1.69914249,0.00793502,0.82314397,0.13825351,0.12344170
-4.73936968,2.68102557,0.00499468,0.07043217,0.29258302,1.73720259,0.00856350,0.84630267,0.14168587,0.13120017
-4.73336668,2.75751872,0.00558086,0.07563919,0.31359576,1.77415872,0.00920293,0.86994505,0.14562578,0.13902756
-4.72736368,2.83216545,0.00622746,0.08080732,0.33508367,1.80917442,0.00984276,0.89336143,0.14994158,0.14676960
-4.72136068,2.90326463,0.00693038,0.08584026,0.35664618,1.84147939,0.01047230,0.91586390,0.15450120,0.15427337
-4.71535768,2.96922391,0.00768447,0.09064191,0.37787686,1.87038563,0.01108097,0.93679820,0.15917365,0.16139108
-4.70935468,3.02859551,0.00848354,0.09511893,0.39837206,1.89530437,0.01165861,0.95555577,0.16383064,0.16798399
-4.70335168,3.08011284,0.00932030,0.09918324,0.41774020,1.91576348,0.01219576,0.97158598,0.16834830,0.17392641
-4.69734867,3.12272664,0.01018645,0.10275460,0.43561134,1.93142458,0.01268395,0.98440794,0.17260909,0.17910954
-4.69134567,3.15563908,0.01107270,0.10576305,0.45164670,1.94209908,0.01311602,0.99362171,0.17650374,0.18344500
-4.68534267,3.17833389,0.01196897,0.10815104,0.46554774,1.94776211,0.01348628,0.99891813,0.17993326,0.18686787
-4.67933967,3.19060084,0.01286447,0.10987534,0.47706440,1.94856323,0.01379077,1.00008696,0.18281087,0.18933913
-4.67333667,3.19255263,0.01374801,0.11090841,0.48600220,1.94483299,0.01402737,0.99702279,0.18506382,0.19084722
-4.66733367,3.18463269,0.01460818,0.11123927,0.49222769,1.93708423,0.01419589,0.98972820,0.18663495,0.19140884
-4.66133067,3.16761263,0.01543369,0.11087390,0.49567220,1.92600751,0.01429809,0.97831402,0.18748392,0.19106861
-4.65532766,3.14257846,0.01621363,0.10983492,0.49633344,1.91246006,0.01433758,0.96299635,0.18758808,0.18989789
-4.64932466,3.11090541,0.01693781,0.10816080,0.49427512,1.89744804,0.01431971,0.94409033,0.18694276,0.18799255
-4.64332166,3.07422164,0.01759702,0.10590443,0.48962429,1.88210235,0.01425139,0.92200078,0.18556108,0.18546981
