energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.80190095,1.68286889,-1.68286828,0.00064648,-0.00064648,0.32763708,-0.32763694,0.55829770,-0.55829757,0.94230974,-0.94230936,0.32296079,-0.32296068,0.08717887,-0.08717884,0.57916370,-0.57916354,0.00000000,-0.00000000
-5.79589795,1.77248249,-1.77248190,0.00057089,-0.00057089,0.34594799,-0.34594786,0.58171303,-0.58171291,0.99402129,-0.99402092,0.34192765,-0.34192753,0.09058804,-0.09058802,0.60943647,-0.60943630,0.00000000,-0.00000000
-5.78989495,1.86114606,-1.86114549,0.00051453,-0.00051453,0.36356605,-0.36356593,0.60411409,-0.60411398,1.04476697,-1.04476661,0.36105506,-0.36105495,0.09407107,-0.09407104,0.64020981,-0.64020964,0.00000000,-0.00000000
-5.78389195,1.94779681,-1.94779626,0.00047605,-0.00047605,0.38018889,-0.38018879,0.62514073,-0.62514064,1.09390832,-1.09390798,0.38018298,-0.38018287,0.09762290,-0.09762288,0.67124178,-0.67124161,0.00000000,-0.00000000
-5.77788894,2.03139599,-2.03139547,0.00045449,-0.00045449,0.39553487,-0.39553477,0.64446007,-0.64446001,1.14082819,-1.14082787,0.39914088,-0.39914076,0.10123597,-0.10123594,0.70227459,-0.70227442,0.00000000,-0.00000000
-5.77188594,2.11094246,-2.11094199,0.00044928,-0.00044928,0.40934827,-0.40934820,0.66177096,-0.66177091,1.18493987,-1.18493958,0.41774901,-0.41774890,0.10489954,-0.10489951,0.73303546,-0.73303529,0.00000000,-0.00000000
-5.76588294,2.18548655,-2.18548612,0.00046029,-0.00046029,0.42140411,-0.42140405,0.67680792,-0.67680789,1.22569595,-1.22569569,0.43582026,-0.43582015,0.10859926,-0.10859923,0.76323863,-0.76323846,0.00000000,-0.00000000
-5.75987994,2.25414392,-2.25414355,0.00048783,-0.00048783,0.43151202,-0.43151198,0.68934463,-0.68934463,1.26259681,-1.26259658,0.45316242,-0.45316231,0.11231688,-0.11231685,0.79258843,-0.79258827,0.00000000,-0.00000000
-5.75387694,2.31610921,-2.31610890,0.00053266,-0.00053266,0.43951936,-0.43951934,0.69919682,-0.69919685,1.29519836,-1.29519817,0.46958103,-0.46958093,0.11603019,-0.11603017,0.82078357,-0.82078342,0.00000000,-0.00000000
-5.74787394,2.37066894,-2.37066869,0.00059601,-0.00059601,0.44531329,-0.44531329,0.70622455,-0.70622460,1.32311885,-1.32311870,0.48488273,-0.48488264,0.11971327,-0.11971324,0.84752246,-0.84752232,0.00000000,-0.00000000
-5.74187094,2.41721333,-2.41721314,0.00067950,-0.00067950,0.44882181,-0.44882183,0.71033380,-0.71033387,1.34604451,-1.34604440,0.49887894,-0.49887886,0.12333682,-0.12333680,0.87250947,-0.87250934,0.00000000,-0.00000000
-5.73586793,2.45524679,-2.45524666,0.00078517,-0.00078517,0.45001367,-0.45001371,0.71147743,-0.71147752,1.36373382,-1.36373375,0.51138988,-0.51138980,0.12686892,-0.12686890,0.89546192,-0.89546181,0.00000000,-0.00000000
-5.72986493,2.48439658,-2.48439652,0.00091543,-0.00091543,0.44889735,-0.44889741,0.70965534,-0.70965544,1.37602040,-1.37602037,0.52224873,-0.52224866,0.13027584,-0.13027582,0.91611750,-0.91611740,0.00000000,-0.00000000
-5.72386193,2.50441947,-2.50441948,0.00107300,-0.00107300,0.44551894,-0.44551901,0.70491387,-0.70491399,1.38281439,-1.38281441,0.53130586,-0.53130580,0.13352307,-0.13352305,0.93424185,-0.93424176,0.00000000,-0.00000000
-5.71785893,2.51520603,-2.51520610,0.00126086,-0.00126086,0.43995930,-0.43995939,0.69734444,-0.69734457,1.38410239,-1.38410245,0.53843289,-0.53843284,0.13657648,-0.13657646,0.94963587,-0.94963580,0.00000000,-0.00000000
-5.71185593,2.51678249,-2.51678262,0.00148216,-0.00148216,0.43233045,-0.43233055,0.68708134,-0.68708148,1.37994593,-1.37994603,0.54352647,-0.54352644,0.13940354,-0.13940352,0.96214255,-0.96214249,0.00000000,-0.00000000
-5.70585293,2.50930987,-2.50931007,0.00174017,-0.00174017,0.42277143,-0.42277155,0.67429870,-0.67429886,1.37047869,-1.37047882,0.54651161,-0.54651159,0.14197450,-0.14197448,0.97165277,-0.97165273,0.00000000,-0.00000000
-5.69984992,2.49308048,-2.49308073,0.00203813,-0.00203813,0.41144386,-0.41144399,0.65920674,-0.65920691,1.35590243,-1.35590260,0.54734438,-0.54734437,0.14426358,-0.14426356,0.97810991,-0.97810989,0.00000000,-0.00000000
-5.69384692,2.46851158,-2.46851189,0.00237919,-0.00237919,0.39852718,-0.39852732,0.64204719,-0.64204736,1.33648193,-1.33648214,0.54601388,-0.54601388,0.14624996,-0.14624996,0.98151288,-0.98151288,0.00000000,-0.00000000
-5.68784392,2.43613645,-2.43613680,0.00276627,-0.00276627,0.38421408,-0.38421423,0.62308804,-0.62308821,1.31253896,-1.31253920,0.54254331,-0.54254332,0.14791868,-0.14791867,0.98191737,-0.98191739,0.00000000,-0.00000000
-5.68184092,2.39659280,-2.39659319,0.00320195,-0.00320195,0.36870586,-0.36870601,0.60261776,-0.60261793,1.28444545,-1.28444572,0.53699016,-0.53699019,0.14926116,-0.14926115,0.97943523,-0.97943527,0.00000000,-0.00000000
-5.67583792,2.35060887,-2.35060930,0.00368835,-0.00368835,0.35220817,-0.35220832,0.58093891,-0.58093908,1.25261606,-1.25261634,0.52944536,-0.52944540,0.15027562,-0.15027562,0.97423180,-0.97423185,0.00000000,-0.00000000
-5.66983492,2.29898742,-2.29898787,0.00422697,-0.00422697,0.33492701,-0.33492716,0.55836156,-0.55836173,1.21750013,-1.21750043,0.52003145,-0.52003150,0.15096709,-0.15096710,0.96652132,-0.96652139,0.00000000,-0.00000000
-5.66383192,2.24258783,-2.24258832,0.00481863,-0.00481863,0.31706526,-0.31706542,0.53519640,-0.53519656,1.17957336,-1.17957368,0.50889979,-0.50889985,0.15134716,-0.15134716,0.95656052,-0.95656061,0.00000000,-0.00000000
-5.65782891,2.18230701,-2.18230751,0.00546334,-0.00546333,0.29881953,-0.29881968,0.51174797,-0.51174813,1.13932905,-1.13932938,0.49622689,-0.49622696,0.15143337,-0.15143338,0.94464057,-0.94464066,0.00000000,-0.00000000
-5.65182591,2.11905921,-2.11905972,0.00616020,-0.00616020,0.28037756,-0.28037771,0.48830808,-0.48830824,1.09726929,-1.09726962,0.48221002,-0.48221009,0.15124846,-0.15124847,0.93107771,-0.93107782,0.00000000,-0.00000000
-5.64582291,2.05375557,-2.05375609,0.00690736,-0.00690736,0.26191604,-0.26191618,0.46514963,-0.46514977,1.05389600,-1.05389634,0.46706213,-0.46706221,0.15081922,-0.15081923,0.91620301,-0.91620313,0.00000000,-0.00000000
-5.63981991,1.98728390,-1.98728442,0.00770198,-0.00770198,0.24359889,-0.24359903,0.44252107,-0.44252120,1.00970221,-1.00970255,0.45100645,-0.45100654,0.15017530,-0.15017531,0.90035156,-0.90035169,0.00000000,-0.00000000
-5.63381691,1.92048915,-1.92048966,0.00854019,-0.00854018,0.22557593,-0.22557606,0.42064168,-0.42064181,0.96516349,-0.96516383,0.43427077,-0.43427086,0.14934781,-0.14934782,0.88385161,-0.88385175,0.00000000,-0.00000000
-5.62781391,1.85415537,-1.85415588,0.00941712,-0.00941712,0.20798189,-0.20798202,0.39969787,-0.39969799,0.92072987,-0.92073020,0.41708178,-0.41708187,0.14836792,-0.14836794,0.86701416,-0.86701430,0.00000000,-0.00000000
-5.62181091,1.78898975,-1.78899025,0.01032697,-0.01032696,0.19093577,-0.19093590,0.37984047,-0.37984058,0.87681841,-0.87681874,0.39965960,-0.39965970,0.14726553,-0.14726554,0.85012340,-0.85012353,0.00000000,-0.00000000
-5.61580790,1.72560909,-1.72560957,0.01126306,-0.01126305,0.17454052,-0.17454063,0.36118334,-0.36118344,0.83380663,-0.83380694,0.38221271,-0.38221281,0.14606790,-0.14606791,0.83342846,-0.83342859,0.00000000,-0.00000000
-5.60980490,1.66452941,-1.66452987,0.01221795,-0.01221795,0.15888286,-0.15888297,0.34380318,-0.34380327,0.79202687,-0.79202717,0.36493345,-0.36493355,0.14479864,-0.14479866,0.81713680,-0.81713694,0.00000000,-0.00000000
-5.60380190,1.60615902,-1.60615946,0.01318358,-0.01318358,0.14403349,-0.14403359,0.32774052,-0.32774060,0.75176207,-0.75176236,0.34799432,-0.34799441,0.14347680,-0.14347682,0.80140957,-0.80140970,0.00000000,-0.00000000
-5.59779890,1.55079518,-1.55079559,0.01415141,-0.01415141,0.13004737,-0.13004746,0.31300199,-0.31300206,0.71324277,-0.71324304,0.33154507,-0.33154516,0.14211625,-0.14211627,0.78635902,-0.78635914,0.00000000,-0.00000000
-5.59179590,1.49862469,-1.49862508,0.01511256,-0.01511256,0.11696429,-0.11696437,0.29956358,-0.29956365,0.67664575,-0.67664600,0.31571085,-0.31571093,0.14072540,-0.14072542,0.77204819,-0.77204831,0.00000000,-0.00000000
-5.58579290,1.44972823,-1.44972860,0.01605803,-0.01605803,0.10480959,-0.10480967,0.28737493,-0.28737499,0.64209421,-0.64209446,0.30059113,-0.30059121,0.13930717,-0.13930718,0.75849282,-0.75849294,0.00000000,-0.00000000
-5.57978989,1.40408832,-1.40408866,0.01697883,-0.01697882,0.09359505,-0.09359512,0.27636429,-0.27636434,0.60965964,-0.60965986,0.28625982,-0.28625990,0.13785932,-0.13785934,0.74566530,-0.74566541,0.00000000,-0.00000000
-5.57378689,1.36160058,-1.36160090,0.01786614,-0.01786614,0.08331995,-0.08332001,0.26644406,-0.26644411,0.57936514,-0.57936535,0.27276609,-0.27276616,0.13637505,-0.13637507,0.73350048,-0.73350059,0.00000000,-0.00000000
-5.56778389,1.32208782,-1.32208810,0.01871151,-0.01871151,0.07397229,-0.07397235,0.25751672,-0.25751676,0.55119037,-0.55119056,0.26013611,-0.26013618,0.13484378,-0.13484380,0.72190317,-0.72190327,0.00000000,-0.00000000
-5.56178089,1.28531631,-1.28531657,0.01950692,-0.01950692,0.06553013,-0.06553018,0.24948078,-0.24948082,0.52507762,-0.52507779,0.24837546,-0.24837552,0.13325221,-0.13325223,0.71075673,-0.71075682,0.00000000,-0.00000000
-5.55577789,1.25101369,-1.25101393,0.02024494,-0.02024493,0.05796299,-0.05796304,0.24223663,-0.24223666,0.50093900,-0.50093915,0.23747204,-0.23747209,0.13158545,-0.13158547,0.69993252,-0.69993260,0.00000000,-0.00000000
-5.54977489,1.21888759,-1.21888781,0.02091879,-0.02091879,0.05123343,-0.05123347,0.23569204,-0.23569207,0.47866433,-0.47866447,0.22739941,-0.22739946,0.12982828,-0.12982830,0.68929975,-0.68929983,0.00000000,-0.00000000
-5.54377189,1.18864427,-1.18864446,0.02152244,-0.02152244,0.04529852,-0.04529856,0.22976712,-0.22976714,0.45812945,-0.45812958,0.21812028,-0.21812033,0.12796635,-0.12796636,0.67873515,-0.67873523,0.00000000,-0.00000000
-5.53776888,1.16000647,-1.16000665,0.02205061,-0.02205060,0.04011145,-0.04011148,0.22439847,-0.22439850,0.43920454,-0.43920466,0.20959009,-0.20959013,0.12598735,-0.12598736,0.66813217,-0.66813224,0.00000000,-0.00000000
-5.53176588,1.13272976,-1.13272993,0.02249879,-0.02249879,0.03562296,-0.03562298,0.21954256,-0.21954258,0.42176214,-0.42176224,0.20176041,-0.20176045,0.12388212,-0.12388213,0.65740910,-0.65740917,0.00000000,-0.00000000
-5.52576288,1.10661657,-1.10661672,0.02286330,-0.02286330,0.03178281,-0.03178283,0.21517798,-0.21517800,0.40568445,-0.40568454,0.19458212,-0.19458215,0.12164549,-0.12164550,0.64651597,-0.64651603,0.00000000,-0.00000000
-5.51975988,1.08152738,-1.08152752,0.02314122,-0.02314122,0.02854101,-0.02854103,0.21130667,-0.21130668,0.39086965,-0.39086973,0.18800817,-0.18800820,0.11927699,-0.11927700,0.63543969,-0.63543976,0.00000000,-0.00000000
-5.51375688,1.05738863,-1.05738875,0.02333039,-0.02333039,0.02584897,-0.02584899,0.20795394,-0.20795395,0.37723690,-0.37723697,0.18199586,-0.18199588,0.11678128,-0.11678130,0.62420733,-0.62420739,0.00000000,-0.00000000
-5.50775388,1.03419684,-1.03419695,0.02342941,-0.02342941,0.02366038,-0.02366040,0.20516743,-0.20516744,0.36472983,-0.36472989,0.17650856,-0.17650857,0.11416838,-0.11416839,0.61288721,-0.61288727,0.00000000,-0.00000000
-5.50175088,1.01201891,-1.01201901,0.02343762,-0.02343762,0.02193195,-0.02193196,0.20301479,-0.20301480,0.35331833,-0.35331838,0.17151685,-0.17151686,0.11145353,-0.11145354,0.60158797,-0.60158803,0.00000000,-0.00000000
-5.49574787,0.99098847,-0.99098856,0.02335507,-0.02335507,0.02062381,-0.02062382,0.20158047,-0.20158047,0.34299860,-0.34299864,0.16699902,-0.16699903,0.10865692,-0.10865693,0.59045534,-0.59045539,0.00000000,-0.00000000
-5.48974487,0.97129841,-0.97129849,0.02318251,-0.02318251,0.01969982,-0.01969983,0.20096133,-0.20096133,0.33379142,-0.33379146,0.16294097,-0.16294098,0.10580307,-0.10580308,0.57966691,-0.57966695,0.00000000,-0.00000000
-5.48374187,0.95318994,-0.95319001,0.02292143,-0.02292143,0.01912750,-0.01912751,0.20126166,-0.20126165,0.32573881,-0.32573884,0.15933562,-0.15933563,0.10292007,-0.10292008,0.56942500,-0.56942505,0.00000000,-0.00000000
-5.47773887,0.93693864,-0.93693870,0.02257400,-0.02257400,0.01887787,-0.01887787,0.20258733,-0.20258732,0.31889916,-0.31889918,0.15618171,-0.15618172,0.10003857,-0.10003858,0.55994801,-0.55994805,0.00000000,-0.00000000
-5.47173587,0.92283808,-0.92283812,0.02214313,-0.02214313,0.01892500,-0.01892500,0.20503969,-0.20503967,0.31334114,-0.31334115,0.15348231,-0.15348232,0.09719070,-0.09719071,0.55146041,-0.55146044,0.00000000,-0.00000000
-5.46573287,0.91118175,-0.91118178,0.02163247,-0.02163247,0.01924548,-0.01924548,0.20870916,-0.20870914,0.30913670,-0.30913671,0.15124300,-0.15124300,0.09440884,-0.09440885,0.54418202,-0.54418205,0.00000000,-0.00000000
-5.45972986,0.90224424,-0.90224426,0.02104639,-0.02104639,0.01981776,-0.01981776,0.21366896,-0.21366893,0.30635355,-0.30635355,0.14946977,-0.14946977,0.09172438,-0.09172439,0.53831693,-0.53831695,0.00000000,-0.00000000
-5.45372686,0.89626247,-0.89626248,0.02038999,-0.02038999,0.02062141,-0.02062141,0.21996920,-0.21996917,0.30504748,-0.30504748,0.14816704,-0.14816704,0.08916649,-0.08916650,0.53404264,-0.53404265,0.00000000,-0.00000000
-5.44772386,0.89341801,-0.89341800,0.01966908,-0.01966908,0.02163639,-0.02163639,0.22763162,-0.22763159,0.30525503,-0.30525502,0.14733556,-0.14733556,0.08676095,-0.08676096,0.53149987,-0.53149988,0.00000000,-0.00000000
-5.44172086,0.89382138,-0.89382136,0.01889016,-0.01889016,0.02284232,-0.02284231,0.23664529,-0.23664525,0.30698681,-0.30698679,0.14697062,-0.14697062,0.08452916,-0.08452917,0.53078372,-0.53078372,0.00000000,-0.00000000
-5.43571786,0.89749932,-0.89749930,0.01806035,-0.01806035,0.02421786,-0.02421785,0.24696353,-0.24696348,0.31022206,-0.31022203,0.14706054,-0.14706053,0.08248722,-0.08248723,0.53193651,-0.53193651,0.00000000,-0.00000000
-5.42971486,0.90438570,-0.90438566,0.01718732,-0.01718732,0.02574022,-0.02574021,0.25850226,-0.25850221,0.31490463,-0.31490461,0.14758555,-0.14758555,0.08064533,-0.08064533,0.53494287,-0.53494286,0.00000000,-0.00000000
-5.42371186,0.91431679,-0.91431674,0.01627920,-0.01627920,0.02738480,-0.02738480,0.27114006,-0.27114001,0.32094082,-0.32094079,0.14851726,-0.14851725,0.07900739,-0.07900739,0.53972737,-0.53972735,0.00000000,-0.00000000
-5.41770885,0.92703134,-0.92703128,0.01534446,-0.01534447,0.02912508,-0.02912507,0.28471991,-0.28471986,0.32819913,-0.32819909,0.14981858,-0.14981858,0.07757090,-0.07757091,0.54615491,-0.54615489,0.00000000,-0.00000000
-5.41170585,0.94217572,-0.94217566,0.01439179,-0.01439179,0.03093263,-0.03093263,0.29905279,-0.29905273,0.33651217,-0.33651213,0.15144436,-0.15144436,0.07632716,-0.07632716,0.55403414,-0.55403411,0.00000000,-0.00000000
-5.40570285,0.95931404,-0.95931397,0.01342993,-0.01342993,0.03277742,-0.03277742,0.31392297,-0.31392292,0.34568072,-0.34568068,0.15334258,-0.15334258,0.07526171,-0.07526171,0.56312361,-0.56312359,0.00000000,-0.00000000
-5.39969985,0.97794298,-0.97794291,0.01246752,-0.01246752,0.03462829,-0.03462828,0.32909500,-0.32909495,0.35547967,-0.35547963,0.15545611,-0.15545610,0.07435514,-0.07435515,0.57314081,-0.57314079,0.00000000,-0.00000000
-5.39369685,0.99751086,-0.99751079,0.01151296,-0.01151296,0.03645358,-0.03645357,0.34432199,-0.34432193,0.36566584,-0.36566580,0.15772499,-0.15772498,0.07358409,-0.07358409,0.58377343,-0.58377340,0.00000000,-0.00000000
-5.38769385,1.01744004,-1.01743997,0.01057424,-0.01057424,0.03822202,-0.03822201,0.35935494,-0.35935488,0.37598711,-0.37598707,0.16008913,-0.16008912,0.07292244,-0.07292245,0.59469264,-0.59469261,0.00000000,-0.00000000
-5.38169085,1.03715164,-1.03715157,0.00965879,-0.00965879,0.03990359,-0.03990358,0.37395275,-0.37395270,0.38619266,-0.38619261,0.16249122,-0.16249122,0.07234275,-0.07234275,0.60556762,-0.60556759,0.00000000,-0.00000000
-5.37568784,1.05609145,-1.05609139,0.00877336,-0.00877336,0.04147054,-0.04147053,0.38789234,-0.38789229,0.39604358,-0.39604354,0.16487982,-0.16487982,0.07181766,-0.07181766,0.61608072,-0.61608069,0.00000000,-0.00000000
-5.36968484,1.07375570,-1.07375565,0.00792390,-0.00792391,0.04289841,-0.04289841,0.40097839,-0.40097835,0.40532360,-0.40532356,0.16721228,-0.16721228,0.07132145,-0.07132146,0.62594248,-0.62594247,0.00000000,-0.00000000
-5.36368184,1.08971522,-1.08971518,0.00711550,-0.00711550,0.04416697,-0.04416696,0.41305228,-0.41305224,0.41384902,-0.41384899,0.16945749,-0.16945748,0.07083146,-0.07083146,0.63490568,-0.63490567,0.00000000,-0.00000000
-5.35767884,1.10363688,-1.10363685,0.00635227,-0.00635227,0.04526102,-0.04526102,0.42399954,-0.42399951,0.42147766,-0.42147762,0.17159813,-0.17159813,0.07032938,-0.07032938,0.64277767,-0.64277766,0.00000000,-0.00000000
-5.35167584,1.11530090,-1.11530087,0.00563738,-0.00563739,0.04617116,-0.04617116,0.43375550,-0.43375547,0.42811604,-0.42811601,0.17363237,-0.17363237,0.06980242,-0.06980242,0.64943035,-0.64943034,0.00000000,-0.00000000
-5.34567284,1.12461309,-1.12461308,0.00497304,-0.00497304,0.04689419,-0.04689419,0.44230871,-0.44230869,0.43372458,-0.43372456,0.17557475,-0.17557475,0.06924415,-0.06924415,0.65480708,-0.65480708,0.00000000,-0.00000000
