energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down
-5.78989495,2.38770439,-2.38770438,1.20056014,-1.20056014,0.59029229,-0.59029228,0.00333965,-0.00333965,1.42671921,-1.42671920,0.08912930,-0.08912930,0.00036483,-0.00036483
-5.78389195,2.46396304,-2.46396303,1.22106244,-1.22106244,0.61688025,-0.61688025,0.00351441,-0.00351441,1.47388871,-1.47388870,0.09380743,-0.09380743,0.00038081,-0.00038081
-5.77788894,2.53918035,-2.53918034,1.24236596,-1.24236595,0.64318195,-0.64318194,0.00372091,-0.00372091,1.52047876,-1.52047876,0.09826682,-0.09826682,0.00039582,-0.00039582
-5.77188594,2.61220534,-2.61220533,1.26400135,-1.26400134,0.66886336,-0.66886335,0.00395430,-0.00395430,1.56579396,-1.56579396,0.10245467,-0.10245467,0.00040969,-0.00040969
-5.76588294,2.68203643,-2.68203643,1.28553654,-1.28553654,0.69363469,-0.69363469,0.00420970,-0.00420970,1.60922695,-1.60922694,0.10632626,-0.10632626,0.00042230,-0.00042230
-5.75987994,2.74785788,-2.74785787,1.30659390,-1.30659389,0.71725968,-0.71725967,0.00448224,-0.00448224,1.65027930,-1.65027930,0.10984603,-0.10984603,0.00043357,-0.00043357
-5.75387694,2.80907024,-2.80907023,1.32686518,-1.32686517,0.73956331,-0.73956330,0.00476710,-0.00476710,1.68857892,-1.68857892,0.11298835,-0.11298835,0.00044345,-0.00044345
-5.74787394,2.86531327,-2.86531326,1.34612339,-1.34612339,0.76043758,-0.76043757,0.00505957,-0.00505957,1.72389281,-1.72389281,0.11573801,-0.11573801,0.00045194,-0.00045194
-5.74187094,2.91647986,-2.91647986,1.36423103,-1.36423103,0.77984492,-0.77984492,0.00535507,-0.00535507,1.75613467,-1.75613467,0.11809047,-0.11809047,0.00045910,-0.00045910
-5.73586793,2.96272032,-2.96272032,1.38114415,-1.38114415,0.79781905,-0.79781905,0.00564924,-0.00564924,1.78536678,-1.78536678,0.12005174,-0.12005174,0.00046500,-0.00046500
-5.72986493,3.00443658,-3.00443658,1.39691237,-1.39691236,0.81446316,-0.81446315,0.00593797,-0.00593797,1.81179612,-1.81179612,0.12163800,-0.12163800,0.00046978,-0.00046978
-5.72386193,3.04226662,-3.04226661,1.41167458,-1.41167458,0.82994545,-0.82994545,0.00621747,-0.00621747,1.83576472,-1.83576472,0.12287493,-0.12287493,0.00047360,-0.00047360
-5.71785893,3.07705970,-3.07705969,1.42565101,-1.42565100,0.84449223,-0.84449223,0.00648433,-0.00648433,1.85773493,-1.85773493,0.12379677,-0.12379677,0.00047667,-0.00047667
-5.71185593,3.10984363,-3.10984363,1.43913187,-1.43913187,0.85837881,-0.85837881,0.00673548,-0.00673548,1.87827011,-1.87827010,0.12444517,-0.12444517,0.00047919,-0.00047919
-5.70585293,3.14178545,-3.14178545,1.45246342,-1.45246342,0.87191860,-0.87191860,0.00696832,-0.00696832,1.89801174,-1.89801174,0.12486785,-0.12486785,0.00048142,-0.00048142
-5.69984992,3.17414724,-3.17414723,1.46603209,-1.46603209,0.88545099,-0.88545099,0.00718061,-0.00718061,1.91765407,-1.91765406,0.12511716,-0.12511716,0.00048358,-0.00048358
-5.69384692,3.20823894,-3.20823893,1.48024751,-1.48024751,0.89932836,-0.89932836,0.00737055,-0.00737055,1.93791723,-1.93791723,0.12524849,-0.12524849,0.00048594,-0.00048594
-5.68784392,3.24537010,-3.24537009,1.49552520,-1.49552520,0.91390295,-0.91390295,0.00753673,-0.00753673,1.95952021,-1.95952021,0.12531868,-0.12531868,0.00048873,-0.00048873
-5.68184092,3.28680234,-3.28680234,1.51226974,-1.51226974,0.92951405,-0.92951405,0.00767810,-0.00767810,1.98315449,-1.98315448,0.12538435,-0.12538435,0.00049217,-0.00049217
-5.67583792,3.33370422,-3.33370421,1.53085888,-1.53085888,0.94647599,-0.94647598,0.00779390,-0.00779390,2.00945958,-2.00945958,0.12550027,-0.12550027,0.00049648,-0.00049648
-5.66983492,3.38710995,-3.38710994,1.55162937,-1.55162936,0.96506741,-0.96506741,0.00788366,-0.00788366,2.03900110,-2.03900110,0.12571779,-0.12571779,0.00050181,-0.00050181
-5.66383192,3.44788330,-3.44788329,1.57486468,-1.57486468,0.98552220,-0.98552219,0.00794715,-0.00794715,2.07225207,-2.07225207,0.12608330,-0.12608330,0.00050831,-0.00050831
-5.65782891,3.51668746,-3.51668745,1.60078515,-1.60078514,1.00802221,-1.00802220,0.00798431,-0.00798431,2.10957800,-2.10957799,0.12663682,-0.12663682,0.00051608,-0.00051608
-5.65182591,3.59396166,-3.59396165,1.62954036,-1.62954036,1.03269211,-1.03269211,0.00799521,-0.00799521,2.15122583,-2.15122582,0.12741067,-0.12741067,0.00052517,-0.00052517
-5.64582291,3.67990485,-3.67990484,1.66120419,-1.66120419,1.05959628,-1.05959628,0.00798006,-0.00798006,2.19731711,-2.19731710,0.12842836,-0.12842836,0.00053561,-0.00053561
-5.63981991,3.77446677,-3.77446676,1.69577217,-1.69577216,1.08873781,-1.08873781,0.00793915,-0.00793915,2.24784505,-2.24784505,0.12970357,-0.12970357,0.00054734,-0.00054734
-5.63381691,3.87734625,-3.87734624,1.73316115,-1.73316114,1.12005944,-1.12005944,0.00787285,-0.00787285,2.30267559,-2.30267558,0.13123943,-0.13123943,0.00056030,-0.00056030
-5.62781391,3.98799670,-3.98799669,1.77321125,-1.77321124,1.15344635,-1.15344634,0.00778163,-0.00778163,2.36155196,-2.36155195,0.13302806,-0.13302806,0.00057434,-0.00057434
-5.62181091,4.10563848,-4.10563847,1.81568967,-1.81568967,1.18873056,-1.18873056,0.00766604,-0.00766604,2.42410267,-2.42410267,0.13505031,-0.13505031,0.00058930,-0.00058930
-5.61580790,4.22927779,-4.22927778,1.86029646,-1.86029645,1.22569672,-1.22569672,0.00752676,-0.00752676,2.48985242,-2.48985242,0.13727598,-0.13727598,0.00060496,-0.00060496
-5.60980490,4.35773160,-4.35773159,1.90667179,-1.90667178,1.26408906,-1.26408905,0.00736459,-0.00736459,2.55823561,-2.55823560,0.13966423,-0.13966423,0.00062108,-0.00062108
-5.60380190,4.48965814,-4.48965813,1.95440485,-1.95440484,1.30361921,-1.30361920,0.00718048,-0.00718048,2.62861211,-2.62861211,0.14216451,-0.14216451,0.00063736,-0.00063736
-5.59779890,4.62359220,-4.62359219,2.00304396,-2.00304395,1.34397479,-1.34397479,0.00697559,-0.00697559,2.70028492,-2.70028492,0.14471782,-0.14471782,0.00065350,-0.00065350
-5.59179590,4.75798449,-4.75798448,2.05210782,-2.05210781,1.38482833,-1.38482832,0.00675127,-0.00675127,2.77251919,-2.77251918,0.14725829,-0.14725828,0.00066917,-0.00066917
-5.58579290,4.89124414,-4.89124413,2.10109762,-2.10109761,1.42584642,-1.42584642,0.00650906,-0.00650906,2.84456228,-2.84456227,0.14971517,-0.14971517,0.00068404,-0.00068404
-5.57978989,5.02178309,-5.02178308,2.14950980,-2.14950979,1.46669883,-1.46669882,0.00625075,-0.00625075,2.91566430,-2.91566429,0.15201512,-0.15201512,0.00069778,-0.00069778
-5.57378689,5.14806114,-5.14806113,2.19684902,-2.19684901,1.50706722,-1.50706721,0.00597830,-0.00597830,2.98509853,-2.98509852,0.15408459,-0.15408459,0.00071007,-0.00071007
-5.56778389,5.26863004,-5.26863003,2.24264105,-2.24264104,1.54665333,-1.54665332,0.00569389,-0.00569389,3.05218110,-3.05218109,0.15585249,-0.15585249,0.00072060,-0.00072060
-5.56178089,5.38217502,-5.38217501,2.28644505,-2.28644504,1.58518623,-1.58518623,0.00539985,-0.00539985,3.11628919,-3.11628918,0.15725272,-0.15725272,0.00072910,-0.00072910
-5.55577789,5.48755191,-5.48755190,2.32786468,-2.32786467,1.62242833,-1.62242832,0.00509863,-0.00509863,3.17687706,-3.17687705,0.15822673,-0.15822673,0.00073535,-0.00073535
-5.54977489,5.58381801,-5.58381800,2.36655757,-2.36655756,1.65817988,-1.65817988,0.00479277,-0.00479277,3.23348897,-3.23348897,0.15872572,-0.15872572,0.00073915,-0.00073915
-5.54377189,5.67025513,-5.67025512,2.40224254,-2.40224253,1.69228170,-1.69228169,0.00448482,-0.00448482,3.28576844,-3.28576843,0.15871262,-0.15871262,0.00074037,-0.00074037
-5.53776888,5.74638314,-5.74638313,2.43470407,-2.43470406,1.72461574,-1.72461573,0.00417734,-0.00417734,3.33346297,-3.33346296,0.15816353,-0.15816353,0.00073894,-0.00073894
-5.53176588,5.81196295,-5.81196294,2.46379363,-2.46379362,1.75510348,-1.75510348,0.00387277,-0.00387277,3.37642388,-3.37642387,0.15706872,-0.15706872,0.00073485,-0.00073485
-5.52576288,5.86698824,-5.86698823,2.48942749,-2.48942748,1.78370196,-1.78370196,0.00357347,-0.00357347,3.41460088,-3.41460087,0.15543290,-0.15543290,0.00072814,-0.00072814
-5.51975988,5.91166576,-5.91166575,2.51158113,-2.51158112,1.81039748,-1.81039748,0.00328160,-0.00328160,3.44803131,-3.44803131,0.15327506,-0.15327506,0.00071894,-0.00071894
-5.51375688,5.94638478,-5.94638477,2.53028006,-2.53028005,1.83519726,-1.83519725,0.00299912,-0.00299912,3.47682446,-3.47682445,0.15062747,-0.15062747,0.00070739,-0.00070739
-5.50775388,5.97167695,-5.97167694,2.54558767,-2.54558766,1.85811927,-1.85811927,0.00272776,-0.00272776,3.50114137,-3.50114136,0.14753430,-0.14753430,0.00069372,-0.00069372
-5.50175088,5.98816841,-5.98816840,2.55759061,-2.55759060,1.87918087,-1.87918086,0.00246897,-0.00246897,3.52117138,-3.52117137,0.14404957,-0.14404957,0.00067818,-0.00067818
-5.49574787,5.99652681,-5.99652680,2.56638245,-2.56638244,1.89838681,-1.89838680,0.00222392,-0.00222392,3.53710648,-3.53710648,0.14023483,-0.14023483,0.00066106,-0.00066106
-5.48974487,5.99740614,-5.99740613,2.57204672,-2.57204672,1.91571743,-1.91571743,0.00199353,-0.00199353,3.54911509,-3.54911508,0.13615646,-0.13615646,0.00064266,-0.00064266
-5.48374187,5.99139291,-5.99139290,2.57464046,-2.57464045,1.93111794,-1.93111793,0.00177839,-0.00177839,3.55731699,-3.55731698,0.13188286,-0.13188286,0.00062330,-0.00062330
-5.47773887,5.97895710,-5.97895709,2.57417941,-2.57417940,1.94448954,-1.94448953,0.00157888,-0.00157888,3.56176127,-3.56176126,0.12748168,-0.12748168,0.00060330,-0.00060330
-5.47173587,5.96041124,-5.96041123,2.57062611,-2.57062610,1.95568345,-1.95568344,0.00139509,-0.00139509,3.56240889,-3.56240888,0.12301716,-0.12301716,0.00058294,-0.00058294
-5.46573287,5.93588085,-5.93588084,2.56388188,-2.56388188,1.96449833,-1.96449833,0.00122689,-0.00122689,3.55912153,-3.55912152,0.11854776,-0.11854776,0.00056250,-0.00056250
-5.45972986,5.90528854,-5.90528854,2.55378363,-2.55378363,1.97068193,-1.97068193,0.00107396,-0.00107396,3.55165793,-3.55165793,0.11412425,-0.11412425,0.00054224,-0.00054224
-5.45372686,5.86835359,-5.86835358,2.54010600,-2.54010600,1.97393710,-1.97393710,0.00093579,-0.00093579,3.53967859,-3.53967859,0.10978825,-0.10978825,0.00052235,-0.00052235
-5.44772386,5.82460766,-5.82460766,2.52256913,-2.52256913,1.97393240,-1.97393240,0.00081176,-0.00081176,3.52275904,-3.52275903,0.10557130,-0.10557130,0.00050299,-0.00050299
-5.44172086,5.77342651,-5.77342650,2.50085199,-2.50085199,1.97031698,-1.97031698,0.00070109,-0.00070109,3.50041157,-3.50041157,0.10149455,-0.10149455,0.00048429,-0.00048429
-5.43571786,5.71407614,-5.71407614,2.47461061,-2.47461061,1.96273925,-1.96273924,0.00060295,-0.00060295,3.47211453,-3.47211453,0.09756899,-0.09756899,0.00046632,-0.00046632
-5.42971486,5.64577128,-5.64577128,2.44350051,-2.44350051,1.95086848,-1.95086848,0.00051644,-0.00051644,3.43734771,-3.43734771,0.09379624,-0.09379624,0.00044912,-0.00044912
-5.42371186,5.56774271,-5.56774271,2.40720198,-2.40720199,1.93441831,-1.93441831,0.00044063,-0.00044063,3.39563215,-3.39563215,0.09016971,-0.09016971,0.00043270,-0.00043270
-5.41770885,5.47930964,-5.47930964,2.36544685,-2.36544686,1.91317069,-1.91317069,0.00037457,-0.00037457,3.34657186,-3.34657187,0.08667620,-0.08667620,0.00041704,-0.00041704
-5.41170585,5.37995268,-5.37995268,2.31804505,-2.31804505,1.88699911,-1.88699911,0.00031733,-0.00031733,3.28989521,-3.28989521,0.08329767,-0.08329767,0.00040208,-0.00040208
-5.40570285,5.26938287,-5.26938288,2.26490936,-2.26490937,1.85588941,-1.85588942,0.00026799,-0.00026799,3.22549312,-3.22549312,0.08001321,-0.08001321,0.00038777,-0.00038777
-5.39969985,5.14760223,-5.14760224,2.20607673,-2.20607674,1.81995701,-1.81995701,0.00022570,-0.00022570,3.15345186,-3.15345186,0.07680092,-0.07680092,0.00037405,-0.00037405
-5.39369685,5.01495191,-5.01495193,2.14172461,-2.14172462,1.77945905,-1.77945906,0.00018962,-0.00018962,3.07407789,-3.07407790,0.07363977,-0.07363977,0.00036087,-0.00036087
-5.38769385,4.87214448,-4.87214449,2.07218119,-2.07218120,1.73480074,-1.73480074,0.00015899,-0.00015899,2.98791313,-2.98791314,0.07051118,-0.07051118,0.00034818,-0.00034818
-5.38169085,4.72027795,-4.72027797,1.99792879,-1.99792880,1.68653491,-1.68653491,0.00013309,-0.00013309,2.89573918,-2.89573919,0.06740038,-0.06740038,0.00033596,-0.00033596
-5.37568784,4.56083012,-4.56083014,1.91959970,-1.91959971,1.63535468,-1.63535469,0.00011129,-0.00011129,2.79856980,-2.79856981,0.06429737,-0.06429737,0.00032419,-0.00032419
-5.36968484,4.39563290,-4.39563291,1.83796472,-1.83796474,1.58207910,-1.58207910,0.00009299,-0.00009299,2.69763163,-2.69763164,0.06119751,-0.06119751,0.00031289,-0.00031289
-5.36368184,4.22682751,-4.22682752,1.75391468,-1.75391469,1.52763220,-1.52763221,0.00007769,-0.00007769,2.59433373,-2.59433374,0.05810177,-0.05810177,0.00030210,-0.00030210
-5.35767884,4.05680258,-4.05680260,1.66843572,-1.66843574,1.47301639,-1.47301639,0.00006492,-0.00006492,2.49022717,-2.49022719,0.05501656,-0.05501656,0.00029187,-0.00029187
-5.35167584,3.88811796,-3.88811797,1.58257967,-1.58257968,1.41928106,-1.41928107,0.00005428,-0.00005428,2.38695649,-2.38695650,0.05195326,-0.05195326,0.00028229,-0.00028229
-5.34567284,3.72341786,-3.72341788,1.49743070,-1.49743071,1.36748801,-1.36748801,0.00004542,-0.00004542,2.28620521,-2.28620522,0.04892745,-0.04892745,0.00027345,-0.00027345
-5.33966983,3.56533780,-3.56533782,1.41407011,-1.41407012,1.31867502,-1.31867502,0.00003806,-0.00003806,2.18963810,-2.18963811,0.04595792,-0.04595792,0.00026544,-0.00026544
-5.33366683,3.41640953,-3.41640954,1.33354076,-1.33354077,1.27381937,-1.27381937,0.00003193,-0.00003193,2.09884268,-2.09884269,0.04306560,-0.04306560,0.00025836,-0.00025836
-5.32766383,3.27896874,-3.27896875,1.25681290,-1.25681291,1.23380289,-1.23380289,0.00002683,-0.00002683,2.01527289,-2.01527290,0.04027235,-0.04027235,0.00025231,-0.00025231
-5.32166083,3.15506973,-3.15506974,1.18475298,-1.18475299,1.19938008,-1.19938008,0.00002257,-0.00002257,1.94019741,-1.94019741,0.03759980,-0.03759980,0.00024738,-0.00024738
-5.31565783,3.04641103,-3.04641104,1.11809666,-1.11809667,1.17115077,-1.17115077,0.00001900,-0.00001900,1.87465492,-1.87465492,0.03506822,-0.03506822,0.00024361,-0.00024361
-5.30965483,2.95427507,-2.95427507,1.05742740,-1.05742740,1.14953846,-1.14953845,0.00001602,-0.00001602,1.81941833,-1.81941834,0.03269558,-0.03269558,0.00024106,-0.00024106
-5.30365183,2.87948456,-2.87948456,1.00316109,-1.00316109,1.13477521,-1.13477521,0.00001350,-0.00001350,1.77496938,-1.77496938,0.03049674,-0.03049674,0.00023973,-0.00023973
-5.29764882,2.82237705,-2.82237705,0.95553752,-0.95553753,1.12689382,-1.12689381,0.00001138,-0.00001138,1.74148443,-1.74148443,0.02848282,-0.02848283,0.00023960,-0.00023960
-5.29164582,2.78279841,-2.78279840,0.91461857,-0.91461857,1.12572724,-1.12572723,0.00000959,-0.00000959,1.71883210,-1.71883209,0.02666083,-0.02666083,0.00024061,-0.00024061
-5.28564282,2.76011499,-2.76011498,0.88029302,-0.88029302,1.13091549,-1.13091548,0.00000807,-0.00000807,1.70658223,-1.70658222,0.02503345,-0.02503345,0.00024268,-0.00024268
-5.27963982,2.75324344,-2.75324344,0.85228757,-0.85228757,1.14191936,-1.14191935,0.00000678,-0.00000678,1.70402582,-1.70402581,0.02359912,-0.02359912,0.00024569,-0.00024569
-5.27363682,2.76069627,-2.76069626,0.83018313,-0.83018313,1.15804035,-1.15804034,0.00000568,-0.00000568,1.71020448,-1.71020448,0.02235220,-0.02235220,0.00024948,-0.00024948
-5.26763382,2.78064069,-2.78064068,0.81343566,-0.81343566,1.17844583,-1.17844582,0.00000475,-0.00000475,1.72394811,-1.72394811,0.02128335,-0.02128335,0.00025388,-0.00025388
-5.26163082,2.81096785,-2.81096784,0.80140026,-0.80140026,1.20219828,-1.20219827,0.00000395,-0.00000395,1.74391877,-1.74391877,0.02038005,-0.02038005,0.00025871,-0.00025871
-5.25562781,2.84936910,-2.84936909,0.79335753,-0.79335753,1.22828726,-1.22828726,0.00000328,-0.00000328,1.76865882,-1.76865881,0.01962715,-0.01962715,0.00026375,-0.00026375
-5.24962481,2.89341584,-2.89341583,0.78854088,-0.78854088,1.25566288,-1.25566287,0.00000271,-0.00000271,1.79664115,-1.79664115,0.01900754,-0.01900754,0.00026881,-0.00026881
-5.24362181,2.94063959,-2.94063958,0.78616367,-0.78616367,1.28326912,-1.28326911,0.00000223,-0.00000223,1.82631945,-1.82631944,0.01850275,-0.01850275,0.00027368,-0.00027368
-5.23761881,2.98860899,-2.98860898,0.78544516,-0.78544516,1.31007605,-1.31007605,0.00000182,-0.00000182,1.85617632,-1.85617631,0.01809367,-0.01809367,0.00027816,-0.00027816
-5.23161581,3.03500082,-3.03500081,0.78563428,-0.78563428,1.33510937,-1.33510936,0.00000148,-0.00000148,1.88476765,-1.88476764,0.01776110,-0.01776110,0.00028207,-0.00028207
-5.22561281,3.07766258,-3.07766257,0.78603045,-0.78603045,1.35747647,-1.35747646,0.00000120,-0.00000120,1.91076155,-1.91076155,0.01748631,-0.01748631,0.00028524,-0.00028524
-5.21960980,3.11466461,-3.11466461,0.78600085,-0.78600085,1.37638814,-1.37638814,0.00000097,-0.00000097,1.93297066,-1.93297066,0.01725149,-0.01725149,0.00028754,-0.00028754
-5.21360680,3.14434050,-3.14434050,0.78499380,-0.78499380,1.39117527,-1.39117526,0.00000077,-0.00000077,1.95037703,-1.95037703,0.01704018,-0.01704018,0.00028887,-0.00028887
-5.20760380,3.16531496,-3.16531496,0.78254801,-0.78254801,1.40130022,-1.40130022,0.00000061,-0.00000061,1.96214906,-1.96214906,0.01683753,-0.01683753,0.00028914,-0.00028914
-5.20160080,3.17651914,-3.17651914,0.77829767,-0.77829767,1.40636291,-1.40636291,0.00000049,-0.00000049,1.96765049,-1.96765049,0.01663052,-0.01663052,0.00028831,-0.00028831
-5.19559780,3.17719375,-3.17719375,0.77197362,-0.77197362,1.40610156,-1.40610156,0.00000038,-0.00000038,1.96644171,-1.96644171,0.01640810,-0.01640810,0.00028636,-0.00028636
-5.18959480,3.16688117,-3.16688117,0.76340100,-0.76340100,1.40038880,-1.40038880,0.00000030,-0.00000030,1.95827405,-1.95827406,0.01616121,-0.01616122,0.00028331,-0.00028331
-5.18359180,3.14540777,-3.14540778,0.75249362,-0.75249363,1.38922341,-1.38922341,0.00000023,-0.00000023,1.94307793,-1.94307794,0.01588283,-0.01588283,0.00027919,-0.00027919
-5.17758879,3.11285840,-3.11285840,0.73924595,-0.73924595,1.37271871,-1.37271871,0.00000018,-0.00000018,1.92094600,-1.92094601,0.01556782,-0.01556782,0.00027407,-0.00027407
-5.17158579,3.06954488,-3.06954489,0.72372299,-0.72372300,1.35108824,-1.35108824,0.00000014,-0.00000014,1.89211260,-1.89211261,0.01521290,-0.01521290,0.00026803,-0.00026803
-5.16558279,3.01597069,-3.01597070,0.70604904,-0.70604905,1.32462974,-1.32462974,0.00000010,-0.00000010,1.85693072,-1.85693073,0.01481646,-0.01481646,0.00026115,-0.00026115
