energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.76588294,3.58872630,0.00763006,0.29808305,1.15917326,0.68087286,0.86752866,1.31434207,0.00288061,1.49022385
-5.75987994,3.54794543,0.00760113,0.30879833,1.12784945,0.66546397,0.85013546,1.32266996,0.00271183,1.44509152
-5.75387694,3.51644360,0.00755248,0.32128648,1.09841794,0.65142740,0.83669196,1.33383563,0.00256223,1.40339435
-5.74787394,3.49451957,0.00748184,0.33555299,1.07113720,0.63875214,0.82735296,1.34792475,0.00243347,1.36532146
-5.74187094,3.48224339,0.00738753,0.35156278,1.04620404,0.62739532,0.82218067,1.36494251,0.00232721,1.33098106
-5.73586793,3.47946038,0.00726848,0.36923860,1.02375440,0.61728749,0.82114558,1.38480998,0.00224510,1.30040656
-5.72986493,3.48579968,0.00712425,0.38846045,1.00386527,0.60833835,0.82412927,1.40736225,0.00218870,1.27356399
-5.72386193,3.50068694,0.00695508,0.40906602,0.98655750,0.60044261,0.83092877,1.43234880,0.00215954,1.25036009
-5.71785893,3.52336074,0.00676183,0.43085234,0.97179956,0.59348588,0.84126244,1.45943605,0.00215899,1.23065077
-5.71185593,3.55289248,0.00654594,0.45357852,0.95951169,0.58735005,0.85477723,1.48821241,0.00218826,1.21424950
-5.70585293,3.58820905,0.00630936,0.47696978,0.94957058,0.58191826,0.87105705,1.51819565,0.00224837,1.20093532
-5.69984992,3.62811804,0.00605449,0.50072242,0.94181433,0.57707898,0.88963227,1.54884261,0.00234006,1.19046017
-5.69384692,3.67133478,0.00578408,0.52450992,0.93604757,0.57272930,0.90999002,1.57956108,0.00246374,1.18255542
-5.68784392,3.71651075,0.00550109,0.54798992,0.93204667,0.56877719,0.93158517,1.60972352,0.00261944,1.17693749
-5.68184092,3.76226261,0.00520866,0.57081181,0.92956496,0.56514285,0.95385187,1.63868224,0.00280674,1.17331250
-5.67583792,3.80720137,0.00490997,0.59262488,0.92833794,0.56175901,0.97621535,1.66578559,0.00302470,1.17138001
-5.66983492,3.84996097,0.00460812,0.61308670,0.92808839,0.55857040,0.99810373,1.69039463,0.00327183,1.17083597
-5.66383192,3.88922560,0.00430613,0.63187142,0.92853136,0.55553243,1.01895979,1.71189968,0.00354604,1.17137502
-5.65782891,3.92375518,0.00400680,0.64867775,0.92937904,0.55260930,1.03825220,1.72973615,0.00384458,1.17269225
-5.65182591,3.95240842,0.00371267,0.66323644,0.93034546,0.54977160,1.05548614,1.74339922,0.00416405,1.17448472
-5.64582291,3.97416295,0.00342601,0.67531670,0.93115097,0.54699371,1.07021294,1.75245664,0.00450041,1.17645281
-5.63981991,3.98813214,0.00314877,0.68473172,0.93152654,0.54425116,1.08203860,1.75655936,0.00484899,1.17830162
-5.63381691,3.99357823,0.00288256,0.69134275,0.93121777,0.54151805,1.09063096,1.75544969,0.00520456,1.17974264
-5.62781391,3.98992174,0.00262867,0.69506179,0.92998868,0.53876482,1.09572522,1.74896659,0.00556139,1.18049562
-5.62181091,3.97674700,0.00238806,0.69585270,0.92762516,0.53595648,1.09712785,1.73704821,0.00591337,1.18029097
-5.61580790,3.95380398,0.00216142,0.69373084,0.92393803,0.53305133,1.09471866,1.71973152,0.00625416,1.17887246
-5.60980490,3.92100656,0.00194913,0.68876115,0.91876585,0.53000035,1.08845113,1.69714934,0.00657729,1.17600036
-5.60380190,3.87842762,0.00175136,0.68105480,0.91197719,0.52674731,1.07835086,1.66952492,0.00687637,1.17145500
-5.59779890,3.82629133,0.00156805,0.67076469,0.90347246,0.52322949,1.06451234,1.63716445,0.00714525,1.16504046
-5.59179590,3.76496313,0.00139898,0.65807987,0.89318532,0.51937908,1.04709419,1.60044797,0.00737818,1.15658842
-5.58579290,3.69493778,0.00124376,0.64321927,0.88108345,0.51512522,1.02631292,1.55981896,0.00757003,1.14596198
-5.57978989,3.61682615,0.00110193,0.62642487,0.86716879,0.51039643,1.00243560,1.51577331,0.00771643,1.13305924
-5.57378689,3.53134104,0.00097289,0.60795468,0.85147715,0.50512349,0.97577154,1.46884782,0.00781388,1.11781643
-5.56778389,3.43928257,0.00085603,0.58807585,0.83407723,0.49924257,0.94666340,1.41960889,0.00785992,1.10021048
-5.56178089,3.34152341,0.00075066,0.56705801,0.81506896,0.49269833,0.91547789,1.36864151,0.00785317,1.08026089
-5.55577789,3.23899418,0.00065611,0.54516717,0.79458128,0.48544708,0.88259650,1.31653903,0.00779341,1.05803061
-5.54977489,3.13266921,0.00057166,0.52266039,0.77276929,0.47745969,0.84840630,1.26389366,0.00768156,1.03362604
-5.54377189,3.02355278,0.00049662,0.49978123,0.74981089,0.46872405,0.81329139,1.21128803,0.00751966,1.00719592
-5.53776888,2.91266582,0.00043031,0.47675608,0.72590297,0.45924718,0.77762489,1.15928766,0.00731078,0.97892919
-5.53176588,2.80103322,0.00037208,0.45379155,0.70125727,0.44905664,0.74176191,1.10843446,0.00705894,0.94905178
-5.52576288,2.68967157,0.00032130,0.43107265,0.67609594,0.43820128,0.70603355,1.05924100,0.00676896,0.91782250
-5.51975988,2.57957723,0.00027735,0.40876194,0.65064698,0.42675128,0.67074205,1.01218553,0.00644628,0.88552795
-5.51375688,2.47171482,0.00023969,0.38699934,0.62513973,0.41479734,0.63615709,0.96770770,0.00609683,0.85247679
-5.50775388,2.36700588,0.00020777,0.36590266,0.59980042,0.40244921,0.60251340,0.92620453,0.00572678,0.81899340
-5.50175088,2.26631774,0.00018109,0.34556862,0.57484798,0.38983334,0.57000945,0.88802687,0.00534241,0.78541112
-5.49574787,2.17045258,0.00015920,0.32607427,0.55049016,0.37708991,0.53880737,0.85347598,0.00494991,0.75206532
-5.48974487,2.08013674,0.00014166,0.30747859,0.52692010,0.36436928,0.50903378,0.82280028,0.00455520,0.71928633
-5.48374187,1.99601037,0.00012808,0.28982433,0.50431333,0.35182786,0.48078154,0.79619226,0.00416382,0.68739262
-5.47773887,1.91861759,0.00011809,0.27313977,0.48282536,0.33962370,0.45411219,0.77378554,0.00378077,0.65668425
-5.47173587,1.84839742,0.00011136,0.25744046,0.46258971,0.32791181,0.42905899,0.75565225,0.00341045,0.62743673
-5.46573287,1.78567568,0.00010758,0.24273089,0.44371656,0.31683950,0.40563024,0.74180077,0.00305659,0.59989560
-5.45972986,1.73065833,0.00010646,0.22900588,0.42629189,0.30654181,0.38381287,0.73217404,0.00272220,0.57427173
-5.45372686,1.68342645,0.00010773,0.21625193,0.41037713,0.29713728,0.36357609,0.72664865,0.00240958,0.55073744
-5.44772386,1.64393333,0.00011113,0.20444831,0.39600933,0.28872426,0.34487487,0.72503487,0.00212033,0.52942369
-5.44172086,1.61200401,0.00011644,0.19356801,0.38320174,0.28137781,0.32765324,0.72707786,0.00185539,0.51041833
-5.43571786,1.58733754,0.00012341,0.18357857,0.37194483,0.27514753,0.31184737,0.73246019,0.00161509,0.49376549
-5.42971486,1.56951224,0.00013182,0.17444280,0.36220779,0.27005622,0.29738813,0.74080577,0.00139924,0.47946619
-5.42371186,1.55799419,0.00014146,0.16611941,0.35394036,0.26609965,0.28420345,0.75168542,0.00120717,0.46748017
-5.41770885,1.55214884,0.00015211,0.15856368,0.34707506,0.26324736,0.27222010,0.76462386,0.00103786,0.45772897
-5.41170585,1.55125579,0.00016353,0.15172807,0.34152979,0.26144453,0.26136527,0.77910838,0.00088995,0.45010010
-5.40570285,1.55452646,0.00017552,0.14556285,0.33721069,0.26061489,0.25156767,0.79459867,0.00076192,0.44445237
-5.39969985,1.56112419,0.00018785,0.14001680,0.33401540,0.26066446,0.24275841,0.81053805,0.00065207,0.44062198
-5.39369685,1.57018636,0.00020029,0.13503795,0.33183633,0.26148608,0.23487165,0.82636539,0.00055862,0.43842944
-5.38769385,1.58084760,0.00021262,0.13057434,0.33056420,0.26296446,0.22784497,0.84152777,0.00047980,0.43768678
-5.38169085,1.59226358,0.00022460,0.12657481,0.33009149,0.26498146,0.22161969,0.85549320,0.00041386,0.43820502
-5.37568784,1.60363421,0.00023603,0.12298976,0.33031574,0.26742144,0.21614100,0.86776320,0.00035910,0.43980134
-5.36968484,1.61422543,0.00024669,0.11977194,0.33114262,0.27017627,0.21135804,0.87788458,0.00031393,0.44230574
-5.36368184,1.62338869,0.00025637,0.11687711,0.33248852,0.27314989,0.20722382,0.88546026,0.00027688,0.44556678
-5.35767884,1.63057716,0.00026490,0.11426467,0.33428250,0.27626193,0.20369520,0.89015850,0.00024663,0.44945613
-5.35167584,1.63535798,0.00027209,0.11189807,0.33646760,0.27945042,0.20073255,0.89172028,0.00022196,0.45387163
-5.34567284,1.63741986,0.00027780,0.10974517,0.33900126,0.28267326,0.19829952,0.88996457,0.00020183,0.45873870
-5.33966983,1.63657578,0.00028191,0.10777838,0.34185481,0.28590843,0.19636255,0.88479119,0.00018532,0.46400989
-5.33366683,1.63276048,0.00028434,0.10597454,0.34501213,0.28915290,0.19489028,0.87618118,0.00017165,0.46966273
-5.32766383,1.62602303,0.00028501,0.10431479,0.34846732,0.29242027,0.19385289,0.86419474,0.00016015,0.47569579
-5.32166083,1.61651470,0.00028391,0.10278409,0.35222173,0.29573738,0.19322129,0.84896669,0.00015027,0.48212333
-5.31565783,1.60447282,0.00028104,0.10137072,0.35628024,0.29913994,0.19296626,0.83069970,0.00014158,0.48896874
-5.30965483,1.59020147,0.00027645,0.10006563,0.36064726,0.30266758,0.19305755,0.80965563,0.00013373,0.49625721
-5.30365183,1.57405015,0.00027021,0.09886168,0.36532248,0.30635862,0.19346309,0.78614521,0.00012643,0.50400814
-5.29764882,1.55639131,0.00026242,0.09775294,0.37029684,0.31024483,0.19414824,0.76051663,0.00011949,0.51222769
-5.29164582,1.53759821,0.00025323,0.09673397,0.37554885,0.31434658,0.19507524,0.73314339,0.00011277,0.52090207
-5.28564282,1.51802419,0.00024278,0.09579916,0.38104170,0.31866868,0.19620298,0.70441198,0.00010616,0.52999203
-5.27963982,1.49798441,0.00023125,0.09494224,0.38672120,0.32319727,0.19748694,0.67470987,0.00009961,0.53942894
-5.27363682,1.47774113,0.00021883,0.09415595,0.39251493,0.32789782,0.19887965,0.64441422,0.00009310,0.54911279
-5.26763382,1.45749304,0.00020572,0.09343182,0.39833271,0.33271461,0.20033138,0.61388182,0.00008663,0.55891235
-5.26163082,1.43736946,0.00019213,0.09276021,0.40406824,0.33757158,0.20179122,0.58344048,0.00008021,0.56866754
-5.25562781,1.41742918,0.00017824,0.09213051,0.40960217,0.34237459,0.20320853,0.55338224,0.00007388,0.57819395
-5.24962481,1.39766424,0.00016427,0.09153155,0.41480629,0.34701500,0.20453459,0.52395861,0.00006767,0.58728936
-5.24362181,1.37800791,0.00015037,0.09095205,0.41954861,0.35137435,0.20572441,0.49537765,0.00006162,0.59574181
-5.23761881,1.35834650,0.00013673,0.09038130,0.42369927,0.35532990,0.20673861,0.46780322,0.00005578,0.60333892
-5.23161581,1.33853394,0.00012350,0.08980975,0.42713674,0.35876062,0.20754522,0.44135594,0.00005019,0.60987782
-5.22561281,1.31840825,0.00011079,0.08922976,0.42975402,0.36155347,0.20812130,0.41611592,0.00004487,0.61517522
-5.21960980,1.29780867,0.00009871,0.08863608,0.43146456,0.36360934,0.20845421,0.39212673,0.00003986,0.61907696
-5.21360680,1.27659245,0.00008736,0.08802642,0.43220740,0.36484860,0.20854247,0.36940047,0.00003518,0.62146650
-5.20760380,1.25465016,0.00007678,0.08740174,0.43195133,0.36521567,0.20839614,0.34792353,0.00003085,0.62227184
-5.20160080,1.23191856,0.00006702,0.08676639,0.43069773,0.36468255,0.20803654,0.32766263,0.00002687,0.62147050
-5.19559780,1.20839029,0.00005811,0.08612802,0.42848190,0.36325094,0.20749554,0.30857080,0.00002325,0.61909212
-5.18959480,1.18411977,0.00005003,0.08549730,0.42537281,0.36095299,0.20681412,0.29059304,0.00001999,0.61521870
-5.18359180,1.15922500,0.00004277,0.08488745,0.42147118,0.35785054,0.20604051,0.27367137,0.00001706,0.60998220
-5.17758879,1.13388524,0.00003632,0.08431349,0.41690595,0.35403282,0.20522785,0.25774899,0.00001447,0.60355985
-5.17158579,1.10833464,0.00003063,0.08379146,0.41182946,0.34961297,0.20443151,0.24277351,0.00001219,0.59616714
-5.16558279,1.08285233,0.00002565,0.08333743,0.40641119,0.34472325,0.20370624,0.22869914,0.00001019,0.58804901
-5.15957979,1.05774952,0.00002133,0.08296652,0.40083084,0.33950947,0.20310327,0.21548785,0.00000847,0.57946960
-5.15357679,1.03335433,0.00001761,0.08269185,0.39527056,0.33412469,0.20266739,0.20310950,0.00000698,0.57070102
-5.14757379,1.00999531,0.00001444,0.08252361,0.38990716,0.32872266,0.20243442,0.19154116,0.00000572,0.56201174
-5.14157079,0.98798442,0.00001176,0.08246820,0.38490431,0.32345118,0.20242893,0.18076575,0.00000466,0.55365509
-5.13556778,0.96760046,0.00000951,0.08252745,0.38040526,0.31844586,0.20266240,0.17077008,0.00000376,0.54585840
-5.12956478,0.94907386,0.00000763,0.08269818,0.37652641,0.31382430,0.20313202,0.16154266,0.00000302,0.53881328
-5.12356178,0.93257340,0.00000608,0.08297179,0.37335188,0.30968115,0.20382005,0.15307135,0.00000241,0.53266743
-5.11755878,0.91819574,0.00000482,0.08333421,0.37092956,0.30608423,0.20469380,0.14534113,0.00000191,0.52751836
-5.11155578,0.90595808,0.00000379,0.08376603,0.36926848,0.30307170,0.20570625,0.13833202,0.00000150,0.52340920
-5.10555278,0.89579438,0.00000296,0.08424285,0.36833795,0.30065056,0.20679730,0.13201755,0.00000117,0.52032685
-5.09954977,0.88755521,0.00000229,0.08473590,0.36806822,0.29879639,0.20789556,0.12636353,0.00000091,0.51820238
-5.09354677,0.88101132,0.00000176,0.08521277,0.36835278,0.29745441,0.20892058,0.12132755,0.00000071,0.51691379
-5.08754377,0.87586060,0.00000135,0.08563840,0.36905221,0.29654172,0.20978554,0.11685893,0.00000056,0.51629087
-5.08154077,0.87173832,0.00000102,0.08597612,0.36999931,0.29595067,0.21040019,0.11289928,0.00000044,0.51612194
-5.07553777,0.86822991,0.00000077,0.08618881,0.37100535,0.29555310,0.21067390,0.10938368,0.00000036,0.51616232
-5.06953477,0.86488604,0.00000058,0.08624016,0.37186728,0.29520547,0.21051890,0.10624214,0.00000032,0.51614394
-5.06353177,0.86123911,0.00000043,0.08609580,0.37237542,0.29475445,0.20985335,0.10340161,0.00000030,0.51578590
-5.05752876,0.85682060,0.00000032,0.08572455,0.37232149,0.29404288,0.20860429,0.10078810,0.00000032,0.51480548
-5.05152576,0.85117852,0.00000023,0.08509948,0.37150662,0.29291585,0.20671036,0.09832910,0.00000037,0.51292908
-5.04552276,0.84389436,0.00000017,0.08419891,0.36974894,0.29122661,0.20412405,0.09595587,0.00000047,0.50990286
-5.03951976,0.83459873,0.00000013,0.08300723,0.36689060,0.28884219,0.20081366,0.09360584,0.00000063,0.50550248
-5.03351676,0.82298529,0.00000010,0.08151555,0.36280386,0.28564839,0.19676465,0.09122467,0.00000086,0.49954167
-5.02751376,0.80882232,0.00000008,0.07972219,0.35739604,0.28155410,0.19198049,0.08876826,0.00000118,0.49187936
-5.02151076,0.79196165,0.00000007,0.07763288,0.35061323,0.27649470,0.18648298,0.08620431,0.00000164,0.48242496
-5.01550775,0.77234462,0.00000006,0.07526081,0.34244250,0.27043447,0.18031192,0.08351367,0.00000227,0.47114186
-5.00950475,0.75000503,0.00000007,0.07262644,0.33291279,0.26336795,0.17352436,0.08069129,0.00000312,0.45804890
-5.00350175,0.72506891,0.00000008,0.06975706,0.32209418,0.25532018,0.16619319,0.07774688,0.00000427,0.44321975
-4.99749875,0.69775155,0.00000010,0.06668627,0.31009594,0.24634592,0.15840542,0.07470530,0.00000580,0.42678057
-4.99149575,0.66835171,0.00000013,0.06345316,0.29706322,0.23652786,0.15025998,0.07160667,0.00000783,0.40890573
-4.98549275,0.63724363,0.00000017,0.06010146,0.28317273,0.22597386,0.14186529,0.06850630,0.00001051,0.38981214
-4.97948974,0.60486717,0.00000022,0.05667854,0.26862752,0.21481358,0.13333656,0.06547450,0.00001399,0.36975227
-4.97348674,0.57171663,0.00000029,0.05323435,0.25365115,0.20319434,0.12479305,0.06259638,0.00001850,0.34900627
-4.96748374,0.53832863,0.00000038,0.04982036,0.23848145,0.19127670,0.11635524,0.05997153,0.00002430,0.32787347
-4.96148074,0.50526981,0.00000049,0.04648847,0.22336417,0.17922974,0.10814213,0.05771380,0.00003168,0.30666367
-4.95547774,0.47312450,0.00000064,0.04329001,0.20854669,0.16722634,0.10026867,0.05595115,0.00004101,0.28568847
-4.94947474,0.44248305,0.00000082,0.04027473,0.19427206,0.15543851,0.09284335,0.05482542,0.00005272,0.26525302
-4.94347174,0.41393091,0.00000105,0.03748998,0.18077340,0.14403307,0.08596613,0.05449223,0.00006730,0.24564834
-4.93746873,0.38803882,0.00000134,0.03497987,0.16826898,0.13316773,0.07972660,0.05512074,0.00008530,0.22714450
-4.93146573,0.36535412,0.00000169,0.03278464,0.15695791,0.12298762,0.07420249,0.05689330,0.00010737,0.20998481
-4.92546273,0.34639328,0.00000212,0.03094006,0.14701651,0.11362242,0.06945845,0.06000480,0.00013420,0.19438099
-4.91945973,0.33163542,0.00000265,0.02947697,0.13859546,0.10518405,0.06554521,0.06466165,0.00016656,0.18050951
-4.91345673,0.32151687,0.00000327,0.02842093,0.13181755,0.09776506,0.06249892,0.07108023,0.00020529,0.16850902
-4.90745373,0.31642628,0.00000402,0.02779186,0.12677611,0.09143743,0.06034089,0.07948462,0.00025126,0.15847883
-4.90145073,0.31670033,0.00000490,0.02760386,0.12353401,0.08625205,0.05907748,0.09010354,0.00030539,0.15047829
-4.89544772,0.32261956,0.00000594,0.02786498,0.12212318,0.08223863,0.05870021,0.10316641,0.00036861,0.14452719
-4.88944472,0.33440430,0.00000714,0.02857715,0.12254454,0.07940602,0.05918621,0.11889836,0.00044186,0.14060676
-4.88344172,0.35221045,0.00000852,0.02973606,0.12476836,0.07774288,0.06049868,0.13751432,0.00052601,0.13866153
-4.87743872,0.37612508,0.00001011,0.03133114,0.12873505,0.07721872,0.06258773,0.15921214,0.00062191,0.13860163
-4.87143572,0.40616196,0.00001191,0.03334560,0.13435620,0.07778511,0.06539126,0.18416487,0.00073027,0.14030571
-4.86543272,0.44225705,0.00001393,0.03575650,0.14151608,0.07937714,0.06883615,0.21251250,0.00085169,0.14362424
-4.85942971,0.48426430,0.00001618,0.03853496,0.15007354,0.08191511,0.07283961,0.24435333,0.00098659,0.14838327
-4.85342671,0.53195205,0.00001866,0.04164644,0.15986427,0.08530629,0.07731072,0.27973533,0.00113520,0.15438849
-4.84742371,0.58500050,0.00002138,0.04505116,0.17070358,0.08944696,0.08215224,0.31864808,0.00129748,0.16142963
-4.84142071,0.64300059,0.00002432,0.04870463,0.18238967,0.09422448,0.08726254,0.36101545,0.00147315,0.16928517
-4.83541771,0.70545497,0.00002749,0.05255842,0.19470739,0.09951964,0.09253775,0.40668987,0.00166166,0.17772721
-4.82941471,0.77178130,0.00003085,0.05656101,0.20743253,0.10520909,0.09787409,0.45544833,0.00186215,0.18652662
-4.82341171,0.84131842,0.00003439,0.06065884,0.22033659,0.11116788,0.10317021,0.50699085,0.00207347,0.19545819
-4.81740870,0.91333552,0.00003809,0.06479749,0.23319193,0.11727217,0.10832964,0.56094162,0.00229421,0.20430581
-4.81140570,0.98704467,0.00004189,0.06892307,0.24577724,0.12340199,0.11326323,0.61685320,0.00252269,0.21286761
-4.80540270,1.06161637,0.00004577,0.07298362,0.25788318,0.12944401,0.11789139,0.67421381,0.00275704,0.22096074
-4.79939970,1.13619810,0.00004967,0.07693060,0.26931801,0.13529433,0.12214622,0.73245792,0.00299524,0.22842588
-4.79339670,1.20993545,0.00005356,0.08072041,0.27991298,0.14086100,0.12597337,0.79097971,0.00323514,0.23513113
-4.78739370,1.28199493,0.00005737,0.08431584,0.28952737,0.14606653,0.12933350,0.84914924,0.00347459,0.24097529
-4.78139070,1.35158799,0.00006106,0.08768736,0.29805276,0.15084995,0.13220331,0.90633070,0.00371151,0.24589027
-4.77538769,1.41799493,0.00006457,0.09081431,0.30541655,0.15516850,0.13457615,0.96190202,0.00394393,0.24984257
-4.76938469,1.48058784,0.00006785,0.09368571,0.31158433,0.15899886,0.13646203,1.01527507,0.00417009,0.25283372
-4.76338169,1.53885128,0.00007086,0.09630087,0.31656100,0.16233772,0.13788708,1.06591545,0.00438853,0.25489964
-4.75737869,1.59239961,0.00007354,0.09866952,0.32039053,0.16520182,0.13889246,1.11336085,0.00459812,0.25610884
-4.75137569,1.64098981,0.00007587,0.10081163,0.32315425,0.16762716,0.13953275,1.15723708,0.00479811,0.25655947
-4.74537269,1.68452901,0.00007781,0.10275669,0.32496766,0.16966754,0.13987380,1.19727070,0.00498818,0.25637542
-4.73936968,1.72307585,0.00007934,0.10454266,0.32597585,0.17139243,0.13999013,1.23329758,0.00516841,0.25570141
-4.73336668,1.75683529,0.00008044,0.10621436,0.32634758,0.17288414,0.13996201,1.26526670,0.00533929,0.25469722
-4.72736368,1.78614678,0.00008112,0.10782161,0.32626829,0.17423429,0.13987224,1.29323874,0.00550166,0.25353148
-4.72136068,1.81146594,0.00008138,0.10941694,0.32593223,0.17554001,0.13980284,1.31737941,0.00565668,0.25237487
-4.71535768,1.83334042,0.00008122,0.11105315,0.32553411,0.17689953,0.13983169,1.33794772,0.00580569,0.25139335
-4.70935468,1.85238084,0.00008068,0.11278064,0.32526047,0.17840780,0.14002924,1.35527947,0.00595015,0.25074142
-4.70335168,1.86922805,0.00007978,0.11464478,0.32528135,0.18015197,0.14045557,1.36976691,0.00609155,0.25055579
-4.69734867,1.88451840,0.00007855,0.11668335,0.32574248,0.18220711,0.14115773,1.38183544,0.00623124,0.25094971
-4.69134567,1.89884854,0.00007704,0.11892425,0.32675843,0.18463234,0.14216761,1.39191856,0.00637035,0.25200824
-4.68534267,1.91274184,0.00007529,0.12138347,0.32840712,0.18746749,0.14350045,1.40043252,0.00650967,0.25378457
-4.67933967,1.92661801,0.00007333,0.12406370,0.33072585,0.19073063,0.14515391,1.40775191,0.00664960,0.25629773
-4.67333667,1.94076800,0.00007122,0.12695330,0.33370929,0.19441641,0.14710804,1.41418773,0.00679001,0.25953175
-4.66733367,1.95533532,0.00006900,0.13002612,0.33730930,0.19849551,0.14932589,1.41996906,0.00693029,0.26343626
-4.66133067,1.97030534,0.00006672,0.13324188,0.34143695,0.20291517,0.15175496,1.42522963,0.00706926,0.26792876
-4.65532766,1.98550314,0.00006440,0.13654731,0.34596643,0.20760086,0.15432936,1.42999997,0.00720523,0.27289823
-4.64932466,2.00060042,0.00006210,0.13987797,0.35074080,0.21245901,0.15697263,1.43420566,0.00733607,0.27821025
-4.64332166,2.01513122,0.00005984,0.14316066,0.35557944,0.21738076,0.15960108,1.43767202,0.00745926,0.28371314
