energy_ev,total_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,5.38191457,1.29629677,1.86419414,0.93394698,0.40651271,0.00731445,1.25413528,0.04799578,1.56252674
-5.99399700,5.35530722,1.32108726,1.87093343,0.90985808,0.39834702,0.00748709,1.28142878,0.04675395,1.51754490
-5.98799400,5.34492828,1.35242071,1.88482597,0.88564526,0.39025176,0.00768757,1.31615540,0.04563602,1.47447253
-5.98199100,5.35011378,1.39003727,1.90565447,0.86135739,0.38217944,0.00791413,1.35792078,0.04463635,1.43327684
-5.97598799,5.36988383,1.43353880,1.93303400,0.83705969,0.37409687,0.00816484,1.40615275,0.04374943,1.39393437
-5.96998499,5.40294206,1.48238594,1.96640583,0.81283132,0.36598546,0.00843747,1.46010453,0.04296992,1.35643095
-5.96398199,5.44768168,1.53589899,2.00503677,0.78876182,0.35784053,0.00872941,1.51886328,0.04229250,1.32075927
-5.95797899,5.50219906,1.59326288,2.04802475,0.76494650,0.34966972,0.00903764,1.58136422,0.04171170,1.28691441
-5.95197599,5.56431598,1.65353657,2.09431095,0.74148123,0.34149067,0.00935863,1.64641002,0.04122168,1.25488764
-5.94597299,5.63161097,1.71566704,2.14269842,0.71845691,0.33332811,0.00968837,1.71269544,0.04081589,1.22465936
-5.93996998,5.70146003,1.77850751,2.19187714,0.69595398,0.32521068,0.01002238,1.77883635,0.04048690,1.19619159
-5.93396698,5.77108644,1.84083991,2.24045452,0.67403749,0.31716763,0.01035569,1.84340263,0.04022605,1.16942094
-5.92796398,5.83761892,1.90140083,2.28699078,0.65275295,0.30922570,0.01068298,1.90495372,0.04002338,1.14425263
-5.92196098,5.89815693,1.95891043,2.33003771,0.63212328,0.30140640,0.01099862,1.96207594,0.03986746,1.12055609
-5.91595798,5.94984129,2.01210339,2.36817965,0.61214717,0.29372384,0.01129682,2.01342003,0.03974540,1.09816286
-5.90995498,5.98992821,2.05976099,2.40007491,0.59279892,0.28618330,0.01157173,2.05773796,0.03964297,1.07686681
-5.90395198,6.01586406,2.10074310,2.42449625,0.57402978,0.27878058,0.01181762,2.09391736,0.03954479,1.05642715
-5.89794897,6.02535844,2.13401923,2.44036861,0.55577082,0.27150226,0.01202899,2.12101263,0.03943463,1.03657402
-5.89194597,6.01645275,2.15869722,2.44680272,0.53793712,0.26432678,0.01220077,2.13827145,0.03929586,1.01701651
-5.88594297,5.98758160,2.17404877,2.44312328,0.52043306,0.25722627,0.01232847,2.14515570,0.03911184,0.99745286
-5.87993997,5.93762467,2.17953075,2.42889048,0.50315842,0.25016903,0.01240830,2.14135627,0.03886653,0.97758213
-5.87393697,5.86594680,2.17480141,2.40391414,0.48601492,0.24312258,0.01243728,2.12680096,0.03854495,0.95711707
-5.86793397,5.77242471,2.15973103,2.36825996,0.46891299,0.23605691,0.01241344,2.10165554,0.03813380,0.93579714
-5.86193097,5.65745906,2.13440643,2.32224769,0.45177810,0.22894802,0.01233582,2.06631769,0.03762191,0.91340142
-5.85592796,5.52197133,2.09912921,2.26644137,0.43455666,0.22178119,0.01220455,2.02140441,0.03700072,0.88976032
-5.84992496,5.36738542,2.05440774,2.20163210,0.41722093,0.21455417,0.01202095,1.96773310,0.03626468,0.86476588
-5.84392196,5.19559457,2.00094322,2.12881420,0.39977285,0.20727982,0.01178746,1.90629738,0.03541145,0.83837978
-5.83791896,5.00891480,1.93961017,2.04915558,0.38224647,0.19998817,0.01150767,1.83823819,0.03444215,0.81063898
-5.83191596,4.81002632,1.87143217,1.96396359,0.36470907,0.19272789,0.01118625,1.76481152,0.03336136,0.78165840
-5.82591296,4.60190509,1.79755359,1.87464769,0.34726075,0.18556681,0.01082888,1.68735366,0.03217706,0.75163077
-5.81990995,4.38774685,1.71920836,1.78268018,0.33003261,0.17859174,0.01044217,1.60724526,0.03090044,0.72082350
-5.81390695,4.17088602,1.63768682,1.68955645,0.31318363,0.17190743,0.01003353,1.52587523,0.02954560,0.68957271
-5.80790395,3.95471226,1.55430171,1.59675599,0.29689640,0.16563468,0.00961102,1.44460565,0.02812919,0.65827476
-5.80190095,3.74258720,1.47035452,1.50570545,0.28137183,0.15990770,0.00918322,1.36473869,0.02666990,0.62737556
-5.79589795,3.53776389,1.38710322,1.41774481,0.26682319,0.15487086,0.00875905,1.28748640,0.02518800,0.59735810
-5.78989495,3.34331121,1.30573235,1.33409751,0.25346954,0.15067473,0.00834761,1.21394422,0.02370477,0.56872868
-5.78389195,3.16204533,1.22732645,1.25584538,0.24152899,0.14747178,0.00795800,1.14506874,0.02224193,0.54200233
-5.77788894,2.99646984,1.15284748,1.18390879,0.23121182,0.14541169,0.00759915,1.08166023,0.02082109,0.51768804
-5.77188594,2.84872608,1.08311689,1.11903247,0.22271387,0.14463647,0.00727964,1.02435016,0.01946326,0.49627407
-5.76588294,2.72055439,1.01880271,1.06177701,0.21621031,0.14527555,0.00700757,0.97359404,0.01818833,0.47821408
-5.75987994,2.61326723,0.96041191,1.01251605,0.21184993,0.14744102,0.00679035,0.92966923,0.01701463,0.46391428
-5.75387694,2.52773412,0.90828803,0.97143899,0.20975025,0.15122306,0.00663461,0.89267796,0.01595860,0.45372213
-5.74787394,2.46437857,0.86261396,0.93855868,0.20999348,0.15668588,0.00654605,0.86255481,0.01503449,0.44791680
-5.74187094,2.42318641,0.82341954,0.91372376,0.21262344,0.16386420,0.00652933,0.83907868,0.01425409,0.44670170
-5.73586793,2.40372505,0.79059339,0.89663493,0.21764360,0.17276048,0.00658801,0.82188833,0.01362660,0.45019933
-5.72986493,2.40517258,0.76389858,0.88686441,0.22501630,0.18334301,0.00672444,0.81050110,0.01315857,0.45844837
-5.72386193,2.42635572,0.74299122,0.88387789,0.23466305,0.19554495,0.00693976,0.80433408,0.01285379,0.47140340
-5.71785893,2.46579518,0.72744121,0.88705817,0.24646609,0.20926454,0.00723384,0.80272691,0.01271342,0.48893689
-5.71185593,2.52175713,0.71675438,0.89572955,0.26027111,0.22436631,0.00760532,0.80496560,0.01273598,0.51084366
-5.70585293,2.59230904,0.71039513,0.90918224,0.27589100,0.24068359,0.00805164,0.81030641,0.01291756,0.53684754
-5.69984992,2.67537841,0.70780865,0.92669603,0.29311060,0.25802203,0.00856907,0.81799931,0.01325193,0.56660995
-5.69384692,2.76881246,0.70844205,0.94756233,0.31169236,0.27616432,0.00915281,0.82731001,0.01373076,0.59974032
-5.68784392,2.87043730,0.71176362,0.97110414,0.33138251,0.29487575,0.00979711,0.83754023,0.01434383,0.63580768
-5.68184092,2.97811467,0.71727958,0.99669315,0.35191778,0.31391065,0.01049539,0.84804546,0.01507932,0.67435339
-5.67583792,3.08979478,0.72454789,1.02376369,0.37303226,0.33301932,0.01124041,0.85824986,0.01592403,0.71490407
-5.66983492,3.20356359,0.73318866,1.05182315,0.39446414,0.35195528,0.01202438,0.86765792,0.01686369,0.75698471
-5.66383192,3.31768331,0.74289111,1.08045857,0.41596210,0.37048264,0.01283923,0.87586277,0.01788322,0.80013100
-5.65782891,3.43062493,0.75341679,1.10933956,0.43729110,0.38838304,0.01367675,0.88255097,0.01896706,0.84390070
-5.65182591,3.54109193,0.76459934,1.13821750,0.45823718,0.40546213,0.01452876,0.88750391,0.02009941,0.88788334
-5.64582291,3.64803456,0.77634090,1.16692124,0.47861123,0.42155510,0.01538738,0.89059596,0.02126454,0.93170794
-5.63981991,3.75065462,0.78860552,1.19534983,0.49825149,0.43653115,0.01624512,0.89178972,0.02244704,0.97504844
-5.63381691,3.84840079,0.80141009,1.22346265,0.51702461,0.45029652,0.01709511,0.89112868,0.02363208,1.01762645
-5.62781391,3.94095509,0.81481330,1.25126752,0.53482546,0.46279615,0.01793125,0.88872788,0.02480562,1.05921154
-5.62181091,4.02821137,0.82890318,1.27880759,0.55157545,0.47401371,0.01874827,0.88476291,0.02595462,1.09961876
-5.61580790,4.11024717,0.84378400,1.30614758,0.56721987,0.48397007,0.01954192,0.87945799,0.02706718,1.13870395
-5.60980490,4.18729031,0.85956304,1.33336013,0.58172409,0.49272034,0.02030897,0.87307352,0.02813269,1.17635692
-5.60380190,4.25968221,0.87633793,1.36051307,0.59506917,0.50034961,0.02104725,0.86589371,0.02914192,1.21249321
-5.59779890,4.32783958,0.89418517,1.38765802,0.60724709,0.50696753,0.02175571,0.85821473,0.03008707,1.24704476
-5.59179590,4.39221673,0.91315025,1.41482110,0.61825593,0.51270220,0.02243431,0.85033384,0.03096181,1.27995048
-5.58579290,4.45326998,0.93323988,1.44199608,0.62809543,0.51769351,0.02308404,0.84253968,0.03176127,1.31114705
-5.57978989,4.51142631,0.95441658,1.46914023,0.63676317,0.52208636,0.02370681,0.83510429,0.03248201,1.34056091
-5.57378689,4.56705739,0.97659586,1.49617306,0.64425170,0.52602411,0.02430533,0.82827659,0.03312201,1.36810184
-5.56778389,4.62046018,0.99964595,1.52297792,0.65054680,0.52964247,0.02488303,0.82227774,0.03368059,1.39365881
-5.56178089,4.67184487,1.02339020,1.54940627,0.65562714,0.53306420,0.02544387,0.81729811,0.03415835,1.41709831
-5.55577789,4.72133036,1.04761177,1.57528428,0.65946510,0.53639487,0.02599227,0.81349593,0.03455714,1.43826549
-5.54977489,4.76894708,1.07206043,1.60042124,0.66202909,0.53971959,0.02653287,0.81099726,0.03487999,1.45698804
-5.54377189,4.81464653,1.09646110,1.62461937,0.66328685,0.54310116,0.02707047,0.80989722,0.03513106,1.47308264
-5.53776888,4.85831658,1.12052360,1.64768420,0.66320975,0.54657929,0.02760978,0.81026211,0.03531564,1.48636372
-5.53176588,4.89980113,1.14395324,1.66943507,0.66177774,0.55017102,0.02815534,0.81213225,0.03544007,1.49665387
-5.52576288,4.93892273,1.16646160,1.68971495,0.65898455,0.55387222,0.02871133,0.81552517,0.03551179,1.50379538
-5.51975988,4.97550639,1.18777715,1.70839911,0.65484284,0.55765990,0.02928145,0.82043898,0.03553923,1.50766211
-5.51375688,5.00940302,1.20765515,1.72540212,0.64938886,0.56149515,0.02986880,0.82685575,0.03553188,1.50817094
-5.50775388,5.04051099,1.22588641,1.74068275,0.64268635,0.56532665,0.03047576,0.83474456,0.03550020,1.50529212
-5.50175088,5.06879435,1.24230467,1.75424670,0.63482937,0.56909421,0.03110390,0.84406433,0.03545559,1.49905770
-5.49574787,5.09429682,1.25679218,1.76614684,0.62594368,0.57273253,0.03175394,0.85476616,0.03541033,1.48956755
-5.48974487,5.11715067,1.26928348,1.77648127,0.61618674,0.57617461,0.03242567,0.86679529,0.03537745,1.47699251
-5.48374187,5.13758012,1.27976718,1.78538920,0.60574603,0.57935493,0.03311797,0.88009253,0.03537063,1.46157439
-5.47773887,5.15589924,1.28828576,1.79304509,0.59483587,0.58221223,0.03382882,0.89459540,0.03540398,1.44362269
-5.47173587,5.17250457,1.29493360,1.79965133,0.58369269,0.58469171,0.03455536,0.91023875,0.03549189,1.42350822
-5.46573287,5.18786298,1.29985316,1.80543002,0.57256903,0.58674674,0.03529398,0.92695522,0.03564869,1.40165379
-5.45972986,5.20249560,1.30322985,1.81061422,0.56172653,0.58834007,0.03604041,0.94467534,0.03588841,1.37852246
-5.45372686,5.21695862,1.30528548,1.81543919,0.55142809,0.58944446,0.03678987,0.96332741,0.03622443,1.35460391
-5.44772386,5.23182205,1.30627090,1.82013395,0.54192964,0.59004295,0.03753722,0.98283723,0.03666909,1.33039950
-5.44172086,5.24764743,1.30645794,1.82491365,0.53347182,0.59012870,0.03827710,1.00312764,0.03723331,1.30640680
-5.43571786,5.26496552,1.30613098,1.82997291,0.52627197,0.58970454,0.03900411,1.02411795,0.03792621,1.28310429
-5.42971486,5.28425497,1.30557860,1.83548038,0.52051678,0.58878223,0.03971291,1.04572318,0.03875464,1.26093683
-5.42371186,5.30592288,1.30508536,1.84157473,0.51635577,0.58738167,0.04039839,1.06785326,0.03972287,1.24030270
-5.41770885,5.33028800,1.30492426,1.84836204,0.51389616,0.58552988,0.04105572,1.09041218,0.04083220,1.22154260
-5.41170585,5.35756747,1.30534988,1.85591460,0.51319904,0.58326003,0.04168043,1.11329715,0.04208064,1.20493115
