energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-4.82341171,1.96996985,1.27144673,0.23766377,0.00060985,0.49210267,0.00898393,1.07699592,0.61975961,0.21023256
-4.81740870,1.86087065,1.18219252,0.22440401,0.00055007,0.46343029,0.00862183,1.02081350,0.58718013,0.19873634
-4.81140570,1.76055645,1.09817460,0.21231171,0.00049325,0.43655318,0.00830881,0.96981509,0.55653011,0.18839303
-4.80540270,1.66956264,1.02009047,0.20140164,0.00043972,0.41166617,0.00804196,0.92424747,0.52799599,0.17925962
-4.79939970,1.58820271,0.94850882,0.19165788,0.00038973,0.38891037,0.00781698,0.88423824,0.50170183,0.17136609
-4.79339670,1.51658486,0.88386862,0.18303733,0.00034343,0.36837551,0.00762843,0.84980622,0.47771244,0.16471792
-4.78739370,1.45463443,0.82648229,0.17547402,0.00030093,0.35010382,0.00746999,0.82087483,0.45603843,0.15929919
-4.78139070,1.40212048,0.77654211,0.16888389,0.00026222,0.33409516,0.00733480,0.79728735,0.43664283,0.15507613
-4.77538769,1.35868505,0.73412933,0.16316979,0.00022727,0.32031299,0.00721570,0.77882338,0.41944875,0.15200093
-4.76938469,1.32387320,0.69922498,0.15822656,0.00019595,0.30869083,0.00710557,0.76521544,0.40434761,0.15001551
-4.76338169,1.29716248,0.67172172,0.15394589,0.00016810,0.29913881,0.00699756,0.75616493,0.39120763,0.14905511
-4.75737869,1.27799028,0.65143589,0.15022073,0.00014354,0.29154999,0.00688537,0.75135665,0.37988194,0.14905161
-4.75137569,1.26577793,0.63811912,0.14694921,0.00012203,0.28580617,0.00676342,0.75047122,0.37021610,0.14993623
-4.74537269,1.25995045,0.63146895,0.14403786,0.00010333,0.28178285,0.00662706,0.75319494,0.36205465,0.15164170
-4.73936968,1.25995159,0.63113809,0.14140398,0.00008718,0.27935335,0.00647264,0.75922674,0.35524639,0.15410377
-4.73336668,1.26525356,0.63674202,0.13897726,0.00007333,0.27839180,0.00629760,0.76828218,0.34964839,0.15726200
-4.72736368,1.27536158,0.64786488,0.13670058,0.00006151,0.27877509,0.00610049,0.78009439,0.34512854,0.16105984
-4.72136068,1.28981356,0.66406355,0.13453001,0.00005149,0.28038373,0.00588096,0.79441231,0.34156671,0.16544412
-4.71535768,1.30817541,0.68487035,0.13243407,0.00004304,0.28310183,0.00563964,0.81099650,0.33885466,0.17036401
-4.70935468,1.33003282,0.70979434,0.13039249,0.00003595,0.28681615,0.00537811,0.82961319,0.33689482,0.17576948
-4.70335168,1.35498044,0.73832178,0.12839443,0.00003001,0.29141468,0.00509872,0.85002685,0.33559817,0.18160955
-4.69734867,1.38260959,0.76991609,0.12643637,0.00002506,0.29678468,0.00480446,0.87199235,0.33488159,0.18783030
-4.69134567,1.41249554,0.80401770,0.12451987,0.00002093,0.30281063,0.00449879,0.89524703,0.33466476,0.19437301
-4.68534267,1.44418557,0.84004431,0.12264928,0.00001751,0.30937222,0.00418548,0.91950354,0.33486717,0.20117235
-4.67933967,1.47718876,0.87739189,0.12082952,0.00001466,0.31634255,0.00386844,0.94444406,0.33540522,0.20815496
-4.67333667,1.51096852,0.91543680,0.11906417,0.00001229,0.32358689,0.00355156,0.96971633,0.33618990,0.21523843
-4.66733367,1.54493842,0.95353923,0.11735379,0.00001032,0.33096196,0.00323860,0.99493202,0.33712511,0.22233084
-4.66133067,1.57846205,0.99104826,0.11569471,0.00000867,0.33831600,0.00293304,1.01966767,0.33810677,0.22933091
-4.65532766,1.61085704,1.02730845,0.11407824,0.00000730,0.34548966,0.00263800,1.04346834,0.33902289,0.23612881
-4.64932466,1.64140330,1.06166808,0.11249034,0.00000614,0.35231761,0.00235617,1.06585398,0.33975450,0.24260762
-4.64332166,1.66935523,1.09348875,0.11091177,0.00000517,0.35863102,0.00208976,1.08632835,0.34017749,0.24864548
