energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.07510317,1.08527849,0.37519517,0.02206137,0.31475674,0.00785971,1.17190931,0.44877941,0.20492967
-5.99399700,2.03501948,1.06323665,0.36820694,0.02153091,0.30912717,0.00786615,1.14911782,0.44186193,0.19960818
-5.98799400,1.98867866,1.03780340,0.36007466,0.02092847,0.30268661,0.00784264,1.12257164,0.43337513,0.19370124
-5.98199100,1.93712352,1.00942318,0.35096428,0.02025858,0.29555598,0.00779171,1.09292006,0.42360613,0.18731494
-5.97598799,1.88161216,0.97865331,0.34108260,0.01952720,0.28789157,0.00771707,1.06093190,0.41289203,0.18057114
-5.96998499,1.82358729,0.94615066,0.33067207,0.01874166,0.27988162,0.00762349,1.02747610,0.40161143,0.17360478
-5.96398199,1.76463824,0.91265457,0.32000420,0.01791059,0.27174144,0.00751668,0.99349861,0.39017443,0.16656062
-5.95797899,1.70645690,0.87896654,0.30937178,0.01704372,0.26370747,0.00740312,0.95999605,0.37901142,0.15958963
-5.95197599,1.65078897,0.84592746,0.29908017,0.01615167,0.25603019,0.00728980,0.92798717,0.36856085,0.15284496
-5.94597299,1.59938200,0.81439316,0.28943799,0.01524569,0.24896652,0.00718402,0.89848280,0.35925650,0.14647778
-5.93996998,1.55393180,0.78520909,0.28074750,0.01433735,0.24277155,0.00709308,0.87245528,0.35151451,0.14063299
-5.93396698,1.51602921,0.75918509,0.27329497,0.01343820,0.23769025,0.00702403,0.85080829,0.34572057,0.13544500
-5.92796398,1.48710865,0.73707112,0.26734145,0.01255947,0.23394925,0.00698338,0.83434807,0.34221768,0.13103371
-5.92196098,1.46840047,0.71953471,0.26311411,0.01171171,0.23174910,0.00697683,0.82375696,0.34129488,0.12750084
-5.91595798,1.46088865,0.70714113,0.26079872,0.01090452,0.23125726,0.00700904,0.81957005,0.34317727,0.12492671
-5.90995498,1.46527531,0.70033686,0.26053322,0.01014633,0.23260210,0.00708342,0.82215599,0.34801777,0.12336759
-5.90395198,1.48195360,0.69943698,0.26240286,0.00944409,0.23586817,0.00720195,0.83170239,0.35589078,0.12285376
-5.89794897,1.51099002,0.70461709,0.26643712,0.00880325,0.24109299,0.00736507,0.84820666,0.36678823,0.12338829
-5.89194597,1.55211700,0.71591005,0.27260830,0.00822758,0.24826542,0.00757160,0.87147267,0.38061803,0.12494671
-5.88594297,1.60473651,0.73320773,0.28083225,0.00771917,0.25732583,0.00781878,0.90111357,0.39720522,0.12747746
-5.87993997,1.66793483,0.75626777,0.29097091,0.00727850,0.26816803,0.00810225,0.93656077,0.41629582,0.13090330
-5.87393697,1.74050826,0.78472522,0.30283686,0.00690452,0.28064299,0.00841623,0.97707921,0.43756339,0.13512354
-5.86793397,1.82099935,0.81810865,0.31619966,0.00659476,0.29456423,0.00875368,1.02178841,0.46061822,0.14001700
-5.86193097,1.90774240,0.85586012,0.33079369,0.00634561,0.30971462,0.00910648,1.06968874,0.48501877,0.14544579
-5.85592796,1.99891698,0.89735820,0.34632746,0.00615245,0.32585447,0.00946576,1.11969229,0.51028521,0.15125962
-5.84992496,2.09260739,0.94194319,0.36249369,0.00600996,0.34273046,0.00982215,1.17065705,0.53591445,0.15730059
-5.84392196,2.18686591,0.98894324,0.37898011,0.00591236,0.36008509,0.01016611,1.22142335,0.56139622,0.16340820
-5.83791896,2.27977729,1.03770023,0.39548025,0.00585363,0.37766612,0.01048828,1.27085115,0.58622949,0.16942450
-5.83191596,2.36952166,1.08759424,0.41170389,0.00582777,0.39523566,0.01077978,1.31785652,0.60993861,0.17519915
-5.82591296,2.45443323,1.13806499,0.42738661,0.00582904,0.41257834,0.01103251,1.36144604,0.63208845,0.18059403
-5.81990995,2.53305198,1.18862947,0.44229802,0.00585208,0.42950819,0.01123943,1.40074730,0.65229783,0.18548744
-5.81390695,2.60416590,1.23889438,0.45624826,0.00589211,0.44587377,0.01139478,1.43503449,0.67025066,0.18977758
-5.80790395,2.66684185,1.28856277,0.46909241,0.00594500,0.46156130,0.01149427,1.46374754,0.68570418,0.19338509
-5.80190095,2.72044336,1.33743427,0.48073254,0.00600733,0.47649558,0.01153516,1.48650423,0.69849403,0.19625470
-5.79589795,2.76463464,1.38539882,0.49111748,0.00607641,0.49063857,0.01151633,1.50310459,0.70853570,0.19835580
-5.78989495,2.79937063,1.43242410,0.50024001,0.00615023,0.50398573,0.01143826,1.51352739,0.71582252,0.19968194
-5.78389195,2.82487374,1.47853727,0.50813195,0.00622740,0.51656029,0.01130294,1.51791917,0.72042015,0.20024934
-5.77788894,2.84159864,1.52380213,0.51485726,0.00630705,0.52840579,0.01111374,1.51657630,0.72245804,0.20009449
-5.77188594,2.85018723,1.56829297,0.52050357,0.00638869,0.53957737,0.01087522,1.50992120,0.72211816,0.19927090
-5.76588294,2.85141649,1.61206682,0.52517277,0.00647208,0.55013226,0.01059289,1.49847407,0.71962190,0.19784532
-5.75987994,2.84614219,1.65513594,0.52897112,0.00655708,0.56012018,0.01027299,1.48282183,0.71521570,0.19589358
-5.75387694,2.83524198,1.69744230,0.53199956,0.00664351,0.56957431,0.00992221,1.46358589,0.70915633,0.19349627
-5.74787394,2.81956103,1.73883614,0.53434483,0.00673099,0.57850334,0.00954741,1.44139064,0.70169661,0.19073454
-5.74187094,2.79986357,1.77906004,0.53607196,0.00681890,0.58688527,0.00915541,1.41683434,0.69307247,0.18768624
-5.73586793,2.77679304,1.81774001,0.53721857,0.00690624,0.59466339,0.00875276,1.39046401,0.68349190,0.18442262
-5.72986493,2.75084315,1.85438452,0.53779146,0.00699160,0.60174484,0.00834554,1.36275551,0.67312649,0.18100572
-5.72386193,2.72234127,1.88839199,0.53776561,0.00707318,0.60800187,0.00793922,1.33409973,0.66210597,0.17748660
-5.71785893,2.69144501,1.91906661,0.53708571,0.00714881,0.61327588,0.00753859,1.30479549,0.65051582,0.17390453
-5.71185593,2.65815178,1.94564209,0.53567014,0.00721600,0.61738405,0.00714769,1.27504911,0.63839818,0.17028705
-5.70585293,2.62232045,1.96731212,0.53341710,0.00727205,0.62012827,0.00676982,1.24498038,0.62575560,0.16665091
-5.69984992,2.58370337,1.98326603,0.53021267,0.00731418,0.62130586,0.00640758,1.21463420,0.61255755,0.16300382
-5.69384692,2.54198658,1.99272781,0.52594001,0.00733968,0.62072153,0.00606297,1.18399687,0.59874892,0.15934681
-5.68784392,2.49683528,1.99499629,0.52048947,0.00734603,0.61819995,0.00573746,1.15301563,0.58425999,0.15567703
-5.68184092,2.44794169,1.98948434,0.51376877,0.00733110,0.61359810,0.00543217,1.12162018,0.56901725,0.15199084
-5.67583792,2.39507218,1.97575473,0.50571263,0.00729324,0.60681684,0.00514798,1.08974446,0.55295416,0.14828690
-5.66983492,2.33811061,1.95355088,0.49629148,0.00723143,0.59781105,0.00488568,1.05734740,0.53602134,0.14456917
-5.66383192,2.27709543,1.92282052,0.48551845,0.00714542,0.58659761,0.00464608,1.02443131,0.51819550,0.14084944
-5.65782891,2.21224821,1.88373111,0.47345450,0.00703570,0.57326105,0.00443020,0.99105665,0.49948662,0.13714950
-5.65182591,2.14399207,1.83667624,0.46021123,0.00690365,0.55795636,0.00423929,0.95735258,0.47994304,0.13350254
-5.64582291,2.07295916,1.78227248,0.44595129,0.00675143,0.54090893,0.00407492,0.92352252,0.45965424,0.12995393
-5.63981991,1.99998678,1.72134715,0.43088640,0.00658202,0.52241160,0.00393903,0.88984479,0.43875116,0.12656118
-5.63381691,1.92610264,1.65491754,0.41527308,0.00639911,0.50281894,0.00383395,0.85666825,0.41740436,0.12339317
-5.62781391,1.85250033,1.58416279,0.39940631,0.00620697,0.48253921,0.00376231,0.82440352,0.39582004,0.12052872
-5.62181091,1.78050623,1.51038989,0.38361147,0.00601038,0.46202412,0.00372704,0.79351030,0.37423429,0.11805448
-5.61580790,1.71154005,1.43499548,0.36823497,0.00581443,0.44175715,0.00373121,0.76448185,0.35290609,0.11606235
-5.60980490,1.64707087,1.35942535,0.35363405,0.00562438,0.42224064,0.00377798,0.73782746,0.33210939,0.11464655
-5.60380190,1.58857089,1.28513342,0.34016614,0.00544550,0.40398248,0.00387042,0.71405406,0.31212478,0.11390047
-5.59779890,1.53746928,1.21354196,0.32817830,0.00528289,0.38748260,0.00401132,0.69364791,0.29323114,0.11391340
-5.59179590,1.49510784,1.14600457,0.31799707,0.00514137,0.37321987,0.00420309,0.67705746,0.27569784,0.11476744
-5.58579290,1.46270049,1.08377326,0.30991928,0.00502530,0.36163990,0.00444752,0.66467809,0.25977753,0.11653458
-5.57978989,1.44129793,1.02797053,0.30420386,0.00493850,0.35314380,0.00474566,0.65683952,0.24570007,0.11927410
-5.57378689,1.43175858,0.97956712,0.30106509,0.00488412,0.34807842,0.00509763,0.65379628,0.23366757,0.12303047
-5.56778389,1.43472652,0.93936571,0.30066737,0.00486462,0.34672812,0.00550251,0.65572150,0.22385063,0.12783171
-5.56178089,1.45061679,0.90799047,0.30312152,0.00488168,0.34930819,0.00595819,0.66270417,0.21638593,0.13368832
-5.55577789,1.47960793,0.88588233,0.30848275,0.00493619,0.35596000,0.00646132,0.67474968,0.21137484,0.14059284
-5.54977489,1.52164159,0.87329921,0.31675015,0.00502825,0.36674788,0.00700726,0.69178334,0.20888312,0.14851985
-5.54377189,1.57642850,0.87032074,0.32786759,0.00515717,0.38165766,0.00759007,0.71365643,0.20894147,0.15742668
-5.53776888,1.64346016,0.87685653,0.34172608,0.00532152,0.40059690,0.00820260,0.74015429,0.21154672,0.16725446
-5.53176588,1.72202526,0.89265724,0.35816712,0.00551912,0.42339663,0.00883651,0.77100580,0.21666343,0.17792967
-5.52576288,1.81122997,0.91732770,0.37698718,0.00574713,0.44981454,0.00948251,0.80589367,0.22422591,0.18936604
-5.51975988,1.91002116,0.95034131,0.39794294,0.00600211,0.47953961,0.01013047,0.84446492,0.23414020,0.20146665
-5.51375688,2.01721160,0.99105511,0.42075720,0.00628002,0.51219796,0.01076970,0.88634104,0.24628620,0.21412629
-5.50775388,2.13150638,1.03872520,0.44512519,0.00657632,0.54735995,0.01138922,0.93112735,0.26051973,0.22723384
-5.50175088,2.25152978,1.09252193,0.47072132,0.00688605,0.58454831,0.01197802,0.97842129,0.27667445,0.24067470
-5.49574787,2.37585213,1.15154507,0.49720598,0.00720387,0.62324731,0.01252540,1.02781930,0.29456382,0.25433311
-5.48974487,2.50301616,1.21483858,0.52423248,0.00752414,0.66291278,0.01302125,1.07892234,0.31398297,0.26809440
-5.48374187,2.63156248,1.28140528,0.55145386,0.00784100,0.70298286,0.01345642,1.13133999,0.33471076,0.28184702
-5.47773887,2.76005409,1.35022149,0.57852962,0.00814850,0.74288941,0.01382291,1.18469324,0.35651190,0.29548443
-5.47173587,2.88709985,1.42025195,0.60513210,0.00844063,0.78206984,0.01411421,1.23861635,0.37913947,0.30890668
-5.46573287,3.01137670,1.49046512,0.63095261,0.00871148,0.81997921,0.01432543,1.29275785,0.40233772,0.32202186
-5.45972986,3.13165086,1.55984905,0.65570717,0.00895533,0.85610248,0.01445352,1.34678117,0.42584537,0.33474724
-5.45372686,3.24679781,1.62742813,0.67914179,0.00916681,0.88996657,0.01449732,1.40036507,0.44939941,0.34701024
-5.44772386,3.35582122,1.69228044,0.70103718,0.00934094,0.92115211,0.01445763,1.45320430,0.47273934,0.35874922
-5.44172086,3.45787046,1.75355583,0.72121295,0.00947333,0.94930455,0.01433716,1.50501061,0.49561187,0.36991403
-5.43571786,3.55225678,1.81049434,0.73953115,0.00956029,0.97414444,0.01414044,1.55551426,0.51777602,0.38046647
-5.42971486,3.63846765,1.86244469,0.75589906,0.00959889,0.99547648,0.01387371,1.60446617,0.53900830,0.39038052
-5.42371186,3.71617896,1.90888219,0.77027114,0.00958710,1.01319720,0.01354470,1.65164051,0.55910809,0.39964248
-5.41770885,3.78526453,1.94942542,0.78265021,0.00952385,1.02730081,0.01316243,1.69683783,0.57790268,0.40825086
-5.41170585,3.84580228,1.98385104,0.79308750,0.00940904,1.03788299,0.01273693,1.73988823,0.59525200,0.41621619
-5.40570285,3.89807656,2.01210582,0.80168177,0.00924365,1.04514244,0.01227899,1.78065447,0.61105266,0.42356053
-5.39969985,3.94257574,2.03431502,0.80857720,0.00902963,1.04937965,0.01179986,1.81903470,0.62524107,0.43031679
-5.39369685,3.97998473,2.05078646,0.81396014,0.00876994,1.05099304,0.01131099,1.85496432,0.63779557,0.43652773
-5.38769385,4.01117159,2.06200952,0.81805458,0.00846841,1.05047199,0.01082375,1.88841682,0.64873717,0.44224475
-5.38169085,4.03716826,2.06864847,0.82111646,0.00812969,1.04838684,0.01034919,1.91940326,0.65812901,0.44752622
-5.37568784,4.05914486,2.07152988,0.82342668,0.00775913,1.04537591,0.00989779,1.94797023,0.66607428,0.45243560
-5.36968484,4.07837809,2.07162388,0.82528316,0.00736259,1.04212949,0.00947929,1.97419616,0.67271278,0.45703917
-5.36368184,4.09621387,2.07001948,0.82699177,0.00694631,1.03937124,0.00910249,1.99818604,0.67821603,0.46140349
-5.35767884,4.11402519,2.06789438,0.82885666,0.00651674,1.03783725,0.00877513,2.02006479,0.68278115,0.46559264
-5.35167584,4.13316615,2.06647991,0.83117002,0.00608041,1.03825335,0.00850370,2.03996927,0.68662375,0.46966529
-5.34567284,4.15492366,2.06702226,0.83420163,0.00564368,1.04131119,0.00829345,2.05803958,0.68996997,0.47367173
-5.33966983,4.18046840,2.07074095,0.83818868,0.00521269,1.04764406,0.00814820,2.07440992,0.69304811,0.47765099
-5.33366683,4.21080701,2.07878629,0.84332600,0.00479318,1.05780300,0.00807037,2.08919951,0.69608000,0.48162811
-5.32766383,4.24673730,2.09219718,0.84975737,0.00439037,1.07223434,0.00806094,2.10250412,0.69927269,0.48561188
-5.32166083,4.28880880,2.11186097,0.85756805,0.00400892,1.09125949,0.00811940,2.11438867,0.70281058,0.48959297
-5.31565783,4.33729023,2.13847706,0.86677912,0.00365281,1.11505791,0.00824381,2.12488139,0.70684845,0.49354277
-5.30965483,4.39214590,2.17252575,0.87734374,0.00332538,1.14365405,0.00843082,2.13396986,0.71150561,0.49741297
-5.30365183,4.45302239,2.21424383,0.88914578,0.00302925,1.17690903,0.00867572,2.14159933,0.71686152,0.50113589
-5.29764882,4.51924661,2.26360801,0.90200087,0.00276639,1.21451773,0.00897256,2.14767334,0.72295291,0.50462587
-5.29164582,4.58983590,2.32032714,0.91565999,0.00253810,1.25601142,0.00931428,2.15205682,0.72977267,0.50778138
-5.28564282,4.66352016,2.38384378,0.92981557,0.00234511,1.30076635,0.00969279,2.15458149,0.73727048,0.51048807
-5.27963982,4.73877581,2.45334533,0.94410999,0.00218760,1.34801807,0.01009924,2.15505343,0.74535518,0.51262261
-5.27363682,4.81387041,2.52778439,0.95814614,0.00206527,1.39688115,0.01052418,2.15326245,0.75389877,0.51405712
-5.26763382,4.88691654,2.60590790,0.97149979,0.00197741,1.44637373,0.01095776,2.14899281,0.76274188,0.51466413
-5.26163082,4.95593305,2.68629400,0.98373330,0.00192297,1.49544612,0.01139007,2.14203491,0.77170048,0.51432179
-5.25562781,5.01891122,2.76739538,0.99441012,0.00190060,1.54301226,0.01181131,2.13219731,0.78057358,0.51291914
-5.24962481,5.07388347,2.84758741,1.00310951,0.00190869,1.58798313,0.01221211,2.11931856,0.78915146,0.51036118
-5.24362181,5.11899163,2.92521941,1.00944099,0.00194546,1.62930052,0.01258376,2.10327838,0.79722435,0.50657357
-5.23761881,5.15255217,2.99866709,1.01305782,0.00200894,1.66597012,0.01291847,2.08400746,0.80459088,0.50150662
-5.23161581,5.17311572,3.06638404,1.01366907,0.00209699,1.69709244,0.01320959,2.06149572,0.81106624,0.49513851
-5.22561281,5.17951845,3.12695066,1.01104972,0.00220736,1.72189038,0.01345179,2.03579847,0.81648947,0.48747745
-5.21960980,5.17092326,3.17911839,1.00504841,0.00233764,1.73973248,0.01364117,2.00704024,0.82072984,0.47856276
-5.21360680,5.14684922,3.22184779,0.99559261,0.00248529,1.75015085,0.01377540,1.97541618,0.82369185,0.46846482
-5.20760380,5.10718827,3.25433917,0.98269091,0.00264764,1.75285325,0.01385372,1.94119090,0.82531881,0.45728371
-5.20160080,5.05220861,3.27605464,0.96643251,0.00282187,1.74772891,0.01387692,1.90469486,0.82559484,0.44514689
-5.19559780,4.98254497,3.28673100,0.94698396,0.00300503,1.73484807,0.01384729,1.86631852,0.82454523,0.43220578
-5.18959480,4.89917651,3.28638312,0.92458324,0.00319406,1.71445536,0.01376847,1.82650437,0.82223528,0.41863147
-5.18359180,4.80339356,3.27529800,0.89953168,0.00338578,1.68695762,0.01364529,1.78573738,0.81876758,0.40460982
-5.17758879,4.69675485,3.25401992,0.87218397,0.00357694,1.65290677,0.01348358,1.74453407,0.81427805,0.39033615
-5.17158579,4.58103739,3.22332750,0.84293680,0.00376425,1.61297866,0.01328994,1.70343087,0.80893089,0.37600967
-5.16558279,4.45818131,3.18420382,0.81221670,0.00394445,1.56794897,0.01307146,1.66297200,0.80291268,0.36182804
-5.15957979,4.33023193,3.13780083,0.78046741,0.00411431,1.51866721,0.01283553,1.62369753,0.79642597,0.34798225
-5.15357679,4.19928167,3.08539971,0.74813755,0.00427079,1.46603000,0.01258959,1.58613197,0.78968272,0.33465191
-5.14757379,4.06741400,3.02836867,0.71566891,0.00441103,1.41095473,0.01234091,1.55077378,0.78289778,0.32200138
-5.14157079,3.93665150,2.96811998,0.68348579,0.00453244,1.35435454,0.01209638,1.51808616,0.77628276,0.31017657
-5.13556778,3.80890978,2.90606766,0.65198577,0.00463279,1.29711561,0.01186242,1.48848941,0.77004053,0.29930280
-5.12956478,3.68595857,2.84358756,0.62153214,0.00471028,1.24007729,0.01164482,1.46235498,0.76436065,0.28948351
-5.12356178,3.56939095,2.78198103,0.59244810,0.00476354,1.18401576,0.01144870,1.44000125,0.75941566,0.28079993
-5.11755878,3.46060100,2.72244339,0.56501284,0.00479173,1.12963135,0.01127843,1.42169118,0.75535856,0.27331161
-5.11155578,3.36077010,2.66603808,0.53945941,0.00479456,1.07753971,0.01113771,1.40763154,0.75232134,0.26705767
-5.10555278,3.27086114,2.61367718,0.51597420,0.00477224,1.02826673,0.01102955,1.39797368,0.75041458,0.26205866
-5.09954977,3.19162010,2.56610845,0.49469792,0.00472556,0.98224689,0.01095634,1.39281537,0.74972798,0.25831888
-5.09354677,3.12358370,2.52390906,0.47572773,0.00465578,0.93982469,0.01091991,1.39220371,0.75033170,0.25582881
-5.08754377,3.06709186,2.48748566,0.45912034,0.00456465,0.90125863,0.01092166,1.39613832,0.75227817,0.25456770
-5.08154077,3.02230352,2.45708023,0.44489556,0.00445432,0.86672706,0.01096255,1.40457485,0.75560430,0.25450596
-5.07553777,2.98921418,2.43278091,0.43304030,0.00432724,0.83633550,0.01104322,1.41742816,0.76033370,0.25560718
-5.06953477,2.96767393,2.41453679,0.42351240,0.00418617,0.81012456,0.01116399,1.43457491,0.76647865,0.25782983
-5.06353177,2.95740442,2.40217554,0.41624439,0.00403397,0.78807803,0.01132490,1.45585535,0.77404159,0.26112824
-5.05752876,2.95801385,2.39542270,0.41114669,0.00387361,0.77013068,0.01152568,1.48107402,0.78301601,0.26545312
-5.05152576,2.96900899,2.39392120,0.40811039,0.00370804,0.75617516,0.01176569,1.50999930,0.79338638,0.27075138
-5.04552276,2.98980395,2.39725026,0.40700932,0.00354010,0.74606788,0.01204389,1.54236188,0.80512720,0.27696537
-5.03951976,3.01972532,2.40494228,0.40770159,0.00337248,0.73963363,0.01235871,1.57785216,0.81820110,0.28403169
-5.03351676,3.05801407,2.41649715,0.41003058,0.00320762,0.73666881,0.01270795,1.61611700,0.83255601,0.29187949
-5.02751376,3.10382458,2.43139323,0.41382551,0.00304768,0.73694342,0.01308871,1.65675599,0.84812166,0.30042869
-5.02151076,3.15622191,2.44909470,0.41890178,0.00289447,0.74020196,0.01349724,1.69931794,0.86480549,0.30958809
-5.01550775,3.21417802,2.46905539,0.42506120,0.00274948,0.74616349,0.01392888,1.74329793,0.88248848,0.31925359
-5.00950475,3.27656855,2.49071928,0.43209241,0.00261381,0.75452116,0.01437803,1.78813557,0.90102104,0.32930685
-5.00350175,3.34217131,2.51351827,0.43977163,0.00248821,0.76494175,0.01483810,1.83321502,0.92021954,0.33961443
-4.99749875,3.40966769,2.53686815,0.44786385,0.00237308,0.77706540,0.01530154,1.87786730,0.93986374,0.35002768
-4.99149575,3.47764844,2.56016365,0.45612480,0.00226846,0.79050619,0.01575999,1.92137531,0.95969562,0.36038334
-4.98549275,3.54462453,2.58277385,0.46430353,0.00217413,0.80485366,0.01620436,1.96298190,0.97941983,0.37050525
-4.97948974,3.60904379,2.60403883,0.47214586,0.00208956,0.81967582,0.01662506,2.00190101,0.99870608,0.38020679
-4.97348674,3.66931370,2.62326886,0.47939861,0.00201403,0.83452364,0.01701222,2.03733202,1.01719360,0.38929445
-4.96748374,3.72383009,2.63974672,0.48581443,0.00194662,0.84893719,0.01735605,2.06847688,1.03449774,0.39757203
-4.96148074,3.77101112,2.65273407,0.49115726,0.00188626,0.86245337,0.01764708,2.09455969,1.05021850,0.40484574
-4.95547774,3.80933565,2.66148187,0.49520803,0.00183182,0.87461509,0.01787653,2.11484798,1.06395091,0.41092965
-4.94947474,3.83738440,2.66524499,0.49777055,0.00178208,0.88498152,0.01803665,2.12867492,1.07529678,0.41565150
-4.94347174,3.85388233,2.66330059,0.49867714,0.00173585,0.89313913,0.01812102,2.13546156,1.08387742,0.41885853
-4.93746873,3.85774016,2.65496947,0.49779386,0.00169193,0.89871297,0.01812485,2.13473794,1.08934666,0.42042298
-4.93146573,3.84809307,2.63963946,0.49502498,0.00164923,0.90137759,0.01804520,2.12616212,1.09140377,0.42024711
-4.92546273,3.82433445,2.61678947,0.49031648,0.00160671,0.90086724,0.01788112,2.10953622,1.08980539,0.41826741
-4.91945973,3.78614284,2.58601299,0.48365832,0.00156349,0.89698458,0.01763381,2.08481828,1.08437598,0.41445778
-4.91345673,3.73350047,2.54703942,0.47508534,0.00151880,0.88960756,0.01730654,2.05212958,1.07501629,0.40883148
-4.90745373,3.66670209,2.49975206,0.46467677,0.00147205,0.87869406,0.01690465,2.01175651,1.06170919,0.40144176
-4.90145073,3.58635337,2.44420141,0.45255411,0.00142278,0.86428383,0.01643537,1.96414706,1.04452267,0.39238110
-4.89544772,3.49335853,2.38061291,0.43887768,0.00137074,0.84649783,0.01590759,1.90990165,1.02360978,0.38177904
-4.88944472,3.38889760,2.30938853,0.42384179,0.00131579,0.82553465,0.01533154,1.84975865,0.99920533,0.36979875
-4.88344172,3.27439400,2.23110179,0.40766874,0.00125800,0.80166441,0.01471849,1.78457515,0.97161965,0.35663232
-4.87743872,3.15147377,2.14648643,0.39060193,0.00119754,0.77522012,0.01408034,1.71530371,0.94122950,0.34249522
-4.87143572,3.02191818,2.05641912,0.37289832,0.00113473,0.74658713,0.01342920,1.64296596,0.90846667,0.32761990
-4.86543272,2.88761176,1.96189706,0.35482059,0.00106999,0.71619093,0.01277700,1.56862430,0.87380472,0.31224903
-4.85942971,2.75048791,1.86401139,0.33662925,0.00100383,0.68448393,0.01213511,1.49335269,0.83774440,0.29662850
-4.85342671,2.61247442,1.76391782,0.31857511,0.00093680,0.65193191,0.01151396,1.41820796,0.80079853,0.28100062
-4.84742371,2.47544115,1.66280573,0.30089228,0.00086951,0.61900041,0.01092270,1.34420255,0.76347696,0.26559768
-4.84142071,2.34115201,1.56186720,0.28379216,0.00080258,0.58614198,0.01036902,1.27227990,0.72627212,0.25063618
-4.83541771,2.21122287,1.46226722,0.26745834,0.00073661,0.55378453,0.00985888,1.20329344,0.68964600,0.23631191
-4.82941471,2.08708716,1.36511633,0.25204286,0.00067219,0.52232129,0.00939642,1.13798963,0.65401876,0.22279608
