energy_ev,total_up,Ge_p_up,Ge_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,9.46300832,1.92669718,0.00000000,5.43559472,4.42373818,0.11054588,2.77235044
-5.99399700,9.48068778,1.95935141,0.00000000,5.49981426,4.44841436,0.11016249,2.74844448
-5.98799400,9.48219879,1.98872599,0.00000000,5.55979678,4.46316307,0.10972764,2.71981438
-5.98199100,9.46692998,2.01423805,0.00000000,5.61440527,4.46754390,0.10921744,2.68678195
-5.97598799,9.43442623,2.03536797,0.00000000,5.66240761,4.46128567,0.10860961,2.64967654
-5.96998499,9.38442031,2.05167411,0.00000000,5.70251631,4.44430243,0.10788435,2.60883405
-5.96398199,9.31686030,2.06280487,0.00000000,5.73343450,4.41670323,0.10702495,2.56459696
-5.95797899,9.23193170,2.06850787,0.00000000,5.75390696,4.37879540,0.10601830,2.51731504
-5.95197599,9.13007339,2.06863602,0.00000000,5.76277450,4.33108117,0.10485519,2.46734654
-5.94597299,9.01198663,2.06315059,0.00000000,5.75902948,4.27424786,0.10353044,2.41505964
-5.93996998,8.87863673,2.05212111,0.00000000,5.74187049,4.20915205,0.10204285,2.36083362
-5.93396698,8.73124729,2.03572257,0.00000000,5.71075368,4.13679865,0.10039500,2.30505974
-5.92796398,8.57128703,2.01423007,0.00000000,5.66543860,4.05831574,0.09859296,2.24814114
-5.92196098,8.40044984,1.98801138,0.00000000,5.60602630,3.97492641,0.09664581,2.19049191
-5.91595798,8.22062867,1.95751784,0.00000000,5.53298771,3.88791893,0.09456514,2.13253483
-5.90995498,8.03388421,1.92327409,0.00000000,5.44718094,3.79861655,0.09236453,2.07469797
-5.90395198,7.84240970,1.88586709,0.00000000,5.34985614,3.70834830,0.09005895,2.01740996
-5.89794897,7.64849292,1.84593490,0.00000000,5.24264745,3.61842191,0.08766424,1.96109421
-5.89194597,7.45447691,1.80415559,0.00000000,5.12755186,3.53010003,0.08519662,1.90616217
-5.88594297,7.26272062,1.76123667,0.00000000,5.00689548,3.44458045,0.08267221,1.85300601
-5.87993997,7.07556077,1.71790519,0.00000000,4.88328802,3.36298088,0.08010676,1.80199097
-5.87393697,6.89527592,1.67489873,0.00000000,4.75956707,3.28632866,0.07751528,1.75344785
-5.86793397,6.72405363,1.63295732,0.00000000,4.63873383,3.21555508,0.07491194,1.70766581
-5.86193097,6.56396114,1.59281612,0.00000000,4.52388225,3.15149422,0.07230996,1.66488603
-5.85592796,6.41691996,1.55519895,0.00000000,4.41812409,3.09488535,0.06972157,1.62529634
-5.84992496,6.28468415,1.52081211,0.00000000,4.32451184,3.04637830,0.06715807,1.58902714
-5.84392196,6.16882216,1.49033853,0.00000000,4.24596205,3.00654049,0.06462991,1.55614869
-5.83791896,6.07070154,1.46443170,0.00000000,4.18518105,2.97586455,0.06214680,1.52666989
-5.83191596,5.99147594,1.44370919,0.00000000,4.14459504,2.95477537,0.05971781,1.50053851
-5.82591296,5.93207361,1.42874545,0.00000000,4.12628618,2.94363544,0.05735145,1.47764282
-5.81990995,5.89318661,1.42006351,0.00000000,4.13193615,2.94274740,0.05505576,1.45781456
-5.81390695,5.87526028,1.41812570,0.00000000,4.16277810,2.95235329,0.05283827,1.44083297
-5.80790395,5.87848234,1.42332307,0.00000000,4.21955801,2.97262979,0.05070599,1.42642991
-5.80190095,5.90277171,1.43596388,0.00000000,4.30250569,3.00367947,0.04866532,1.41429575
-5.79589795,5.94776702,1.45626115,0.00000000,4.41131606,3.04551836,0.04672189,1.40408592
-5.78989495,6.01281550,1.48431995,0.00000000,4.54514060,3.09806031,0.04488034,1.39542811
-5.78389195,6.09696317,1.52012476,0.00000000,4.70258917,3.16109926,0.04314419,1.38792978
-5.77788894,6.19894732,1.56352772,0.00000000,4.88174209,3.23429064,0.04151553,1.38118610
-5.77188594,6.31719308,1.61423861,0.00000000,5.08017243,3.31713348,0.03999488,1.37478812
-5.76588294,6.44981538,1.67181718,0.00000000,5.29497853,3.40895487,0.03858095,1.36833113
-5.75987994,6.59462812,1.73566903,0.00000000,5.52282642,3.50889855,0.03727058,1.36142318
-5.75387694,6.74916212,1.80504550,0.00000000,5.76000230,3.61591920,0.03605864,1.35369355
-5.74787394,6.91069290,1.87904857,0.00000000,6.00247447,3.72878400,0.03493810,1.34480123
-5.74187094,7.07627957,1.95664103,0.00000000,6.24596466,3.84608246,0.03390010,1.33444314
-5.73586793,7.24281476,2.03666247,0.00000000,6.48602785,3.96624533,0.03293419,1.32236198
-5.72986493,7.40708567,2.11785081,0.00000000,6.71813985,4.08757265,0.03202866,1.30835351
-5.72386193,7.56584495,2.19886929,0.00000000,6.93779123,4.20827077,0.03117084,1.29227301
-5.71785893,7.71588995,2.27833826,0.00000000,7.14058597,4.32649714,0.03034764,1.27404074
-5.71185593,7.85414765,2.35487055,0.00000000,7.32234265,4.44041138,0.02954595,1.25364607
-5.70585293,7.97776227,2.42710963,0.00000000,7.47919576,4.54823058,0.02875317,1.23115011
-5.69984992,8.08418197,2.49376852,0.00000000,7.60769399,4.64828630,0.02795773,1.20668654
-5.69384692,8.17124059,2.55366828,0.00000000,7.70489252,4.73908032,0.02714951,1.18046056
-5.68784392,8.23723047,2.60577391,0.00000000,7.76843585,4.81933638,0.02632027,1.15274570
-5.68184092,8.28096223,2.64922625,0.00000000,7.79662776,4.88804488,0.02546400,1.12387857
-5.67583792,8.30180816,2.68336804,0.00000000,7.78848534,4.94449790,0.02457710,1.09425139
-5.66983492,8.29972616,2.70776298,0.00000000,7.74377422,4.98831243,0.02365861,1.06430256
-5.66383192,8.27526218,2.72220656,0.00000000,7.66302275,5.01944013,0.02271014,1.03450529
-5.65782891,8.22953040,2.72672822,0.00000000,7.54751369,5.03816278,0.02173591,1.00535473
-5.65182591,8.16417108,2.72158464,0.00000000,7.39925277,5.04507354,0.02074249,0.97735381
-5.64582291,8.08128782,2.70724442,0.00000000,7.22091442,5.04104480,0.01973858,0.95099834
-5.63981991,7.98336679,2.68436515,0.00000000,7.01576624,5.02718439,0.01873471,0.92676179
-5.63381691,7.87318177,2.65376406,0.00000000,6.78757439,5.00478282,0.01774281,0.90508031
-5.62781391,7.75368981,2.61638386,0.00000000,6.54049332,4.97525449,0.01677586,0.88633864
-5.62181091,7.62792276,2.57325586,0.00000000,6.27894403,4.94007676,0.01584741,0.87085739
-5.61580790,7.49888060,2.52546233,0.00000000,6.00748534,4.90073037,0.01497125,0.85888222
-5.60980490,7.36943203,2.47410020,0.00000000,5.73068343,4.85864523,0.01416096,0.85057563
-5.60380190,7.24222791,2.42024818,0.00000000,5.45298469,4.81515490,0.01342964,0.84601143
-5.59779890,7.11963199,2.36493889,0.00000000,5.17859691,4.77146256,0.01278961,0.84517260
-5.59179590,7.00367241,2.30913750,0.00000000,4.91138336,4.72862066,0.01225221,0.84795240
-5.58579290,6.89601652,2.25372761,0.00000000,4.65477371,4.68752531,0.01182769,0.85415902
-5.57978989,6.79796942,2.19950488,0.00000000,4.41169475,4.64892557,0.01152513,0.86352359
-5.57378689,6.71049590,2.14717817,0.00000000,4.18452305,4.61344648,0.01135248,0.87571123
-5.56778389,6.63426313,2.09737750,0.00000000,3.97506051,4.58162403,0.01131661,0.89033485
-5.56178089,6.56970087,2.05066764,0.00000000,3.78453260,4.55394888,0.01142350,0.90697107
-5.55577789,6.51707408,2.00756575,0.00000000,3.61360810,4.53091534,0.01167832,0.92517763
-5.54977489,6.47656252,1.96856118,0.00000000,3.46243829,4.51307131,0.01208573,0.94451143
-5.54377189,6.44834109,1.93413539,0.00000000,3.33071233,4.50106481,0.01264999,0.96454653
-5.53776888,6.43265466,1.90478003,0.00000000,3.21772546,4.49568285,0.01337521,0.98489099
-5.53176588,6.42988141,1.88101106,0.00000000,3.12245582,4.49787851,0.01426551,1.00520202
-5.52576288,6.44057944,1.86337739,0.00000000,3.04364566,4.50878318,0.01532511,1.02519838
-5.51975988,6.46551228,1.85246275,0.00000000,2.97988295,4.52970128,0.01655843,1.04466956
-5.51375688,6.50565047,1.84887980,0.00000000,2.92967911,4.56208631,0.01797005,1.06348115
-5.50775388,6.56214770,1.85325633,0.00000000,2.89153984,4.60749796,0.01956465,1.08157601
-5.50175088,6.63629184,1.86621377,0.00000000,2.86402584,4.66754145,0.02134683,1.09897128
-5.49574787,6.72943264,1.88833876,0.00000000,2.84580155,4.74379133,0.02332086,1.11575119
-5.48974487,6.84288971,1.92014927,0.00000000,2.83567054,4.83770327,0.02549037,1.13205612
-5.48374187,6.97784572,1.96205685,0.00000000,2.83259711,4.95051810,0.02785795,1.14806843
-5.47773887,7.13523068,2.01432737,0.00000000,2.83571442,5.08316335,0.03042470,1.16399584
-5.47173587,7.31560454,2.07704248,0.00000000,2.84432034,5.23615762,0.03318981,1.18005336
-5.46573287,7.51904512,2.15006428,0.00000000,2.85786260,5.40952372,0.03615010,1.19644478
-5.45972986,7.74504893,2.23300559,0.00000000,2.87591564,5.60271585,0.03929954,1.21334479
-5.45372686,7.99245170,2.32520817,0.00000000,2.89815159,5.81456601,0.04262895,1.23088300
-5.44772386,8.25937477,2.42573051,0.00000000,2.92430815,6.04325367,0.04612567,1.24913075
-5.44172086,8.54320220,2.53334691,0.00000000,2.95415612,6.28630200,0.04977344,1.26809175
-5.43571786,8.84059195,2.64655844,0.00000000,2.98746908,6.54060240,0.05355232,1.28769715
-5.42971486,9.14752283,2.76361636,0.00000000,3.02399742,6.80246801,0.05743888,1.30780559
-5.42371186,9.45937676,2.88255740,0.00000000,3.06344854,7.06771499,0.06140647,1.32820844
-5.41770885,9.77105438,3.00124997,0.00000000,3.10547453,7.33176933,0.06542569,1.34863994
-5.41170585,10.07711973,3.11744978,0.00000000,3.14966777,7.58979528,0.06946508,1.36879205
-5.40570285,10.37196843,3.22886271,0.00000000,3.19556479,7.83684060,0.07349183,1.38833304
-5.39969985,10.65001219,3.33321234,0.00000000,3.24265772,8.06799255,0.07747277,1.40692900
-5.39369685,10.90587168,3.42830957,0.00000000,3.29041229,8.27853829,0.08137534,1.42426700
-5.38769385,11.13456893,3.51212111,0.00000000,3.33829099,8.46412260,0.08516866,1.44007858
-5.38169085,11.33171044,3.58283423,0.00000000,3.38577965,8.62089641,0.08882460,1.45416215
-5.37568784,11.49365268,3.63891479,0.00000000,3.43241522,8.74564945,0.09231879,1.46640293
-5.36968484,11.61764204,3.67915626,0.00000000,3.47781299,8.83592143,0.09563160,1.47678924
-5.36368184,11.70192279,3.70271765,0.00000000,3.52169101,8.89008702,0.09874893,1.48542381
-5.35767884,11.74580797,3.70914894,0.00000000,3.56388995,8.90741103,0.10166282,1.49252951
-5.35167584,11.74970992,3.69840292,0.00000000,3.60438681,8.88807173,0.10437189,1.49844871
-5.34567284,11.71512891,3.67083337,0.00000000,3.64330131,8.83315142,0.10688149,1.50363624
-5.33966983,11.64460037,3.62717962,0.00000000,3.68089407,8.74459516,0.10920364,1.50864584
-5.33366683,11.54160305,3.56853846,0.00000000,3.71755635,8.62513950,0.11135663,1.51411076
-5.32766383,11.41043202,3.49632476,0.00000000,3.75379143,8.47821465,0.11336444,1.52071913
-5.32166083,11.25604197,3.41222244,0.00000000,3.79018821,8.30782421,0.11525581,1.52918521
-5.31565783,11.08386736,3.31812795,0.00000000,3.82738807,8.11840774,0.11706318,1.54021781
-5.30965483,10.89962688,3.21608848,0.00000000,3.86604650,7.91469149,0.11882136,1.55448718
-5.30365183,10.70911999,3.10823728,0.00000000,3.90679096,7.70153331,0.12056608,1.57259213
-5.29764882,10.51802357,2.99672841,0.00000000,3.95017726,7.48376750,0.12233246,1.59502853
-5.29164582,10.33169641,2.88367328,0.00000000,3.99664631,7.26605514,0.12415342,1.62216106
-5.28564282,10.15499867,2.77108096,0.00000000,4.04648349,7.05274507,0.12605812,1.65419917
-5.27963982,9.99213287,2.66080414,0.00000000,4.09978275,6.84775000,0.12807049,1.69117860
-5.27363682,9.84651164,2.55449234,0.00000000,4.15641746,6.65444149,0.13020790,1.73294931
-5.26763382,9.72065665,2.45355357,0.00000000,4.21601960,6.47556667,0.13248001,1.77917041
-5.26163082,9.61613153,2.35912530,0.00000000,4.27796880,6.31318879,0.13488793,1.82931238
-5.25562781,9.53351052,2.27205535,0.00000000,4.34139222,6.16865261,0.13742361,1.88266676
-5.24962481,9.47238321,2.19289290,0.00000000,4.40517573,6.04257489,0.14006966,1.93836274
-5.24362181,9.43139413,2.12188944,0.00000000,4.46798654,5.93485933,0.14279938,1.99539035
-5.23761881,9.40831536,2.05900925,0.00000000,4.52830657,5.84473455,0.14557728,2.05262922
-5.23161581,9.40014843,2.00394873,0.00000000,4.58447579,5.77081299,0.14835990,2.10888189
