energy_ev,total_up,Cu_p_up,Cu_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,3.29869766,0.67015188,1.25734707,0.62643037,0.00030644,1.15878667,0.00000000
-5.99399700,3.31542487,0.67991049,1.27182223,0.64427212,0.00031104,1.14205305,0.00000000
-5.98799400,3.32688610,0.68869903,1.28424404,0.66127178,0.00031539,1.12307449,0.00000000
-5.98199100,3.33343763,0.69648883,1.29466980,0.67723772,0.00031945,1.10232768,0.00000000
-5.97598799,3.33543144,0.70325248,1.30316167,0.69197344,0.00032317,1.08029482,0.00000000
-5.96998499,3.33321415,0.70896677,1.30978900,0.70528456,0.00032650,1.05745342,0.00000000
-5.96398199,3.32713104,0.71361638,1.31463234,0.71698658,0.00032941,1.03426778,0.00000000
-5.95797899,3.31753444,0.71719843,1.31778891,0.72691326,0.00033187,1.01118240,0.00000000
-5.95197599,3.30479595,0.71972737,1.31937903,0.73492511,0.00033385,0.98861720,0.00000000
-5.94597299,3.28932088,0.72123994,1.31955313,0.74091763,0.00033536,0.96696444,0.00000000
-5.93996998,3.27156370,0.72179980,1.31849850,0.74482886,0.00033641,0.94658696,0.00000000
-5.93396698,3.25204263,0.72150135,1.31644528,0.74664582,0.00033704,0.92781744,0.00000000
-5.92796398,3.23135161,0.72047255,1.31367088,0.74640930,0.00033731,0.91095812,0.00000000
-5.92196098,3.21016821,0.71887606,1.31050216,0.74421683,0.00033730,0.89628064,0.00000000
-5.91595798,3.18925579,0.71690882,1.30731501,0.74022346,0.00033711,0.88402550,0.00000000
-5.90995498,3.16945904,0.71479955,1.30453069,0.73464016,0.00033688,0.87440089,0.00000000
-5.90395198,3.15169223,0.71280431,1.30260892,0.72772979,0.00033673,0.86758066,0.00000000
-5.89794897,3.13692005,0.71120008,1.30203768,0.71980078,0.00033685,0.86370133,0.00000000
-5.89194597,3.12613149,0.71027666,1.30331991,0.71119859,0.00033738,0.86285830,0.00000000
-5.88594297,3.12030780,0.71032698,1.30695765,0.70229521,0.00033852,0.86510146,0.00000000
-5.87993997,3.12038592,0.71163646,1.31343427,0.69347736,0.00034042,0.87043050,0.00000000
-5.87393697,3.12721943,0.71447180,1.32319559,0.68513353,0.00034327,0.87879055,0.00000000
-5.86793397,3.14153901,0.71906968,1.33663099,0.67764059,0.00034722,0.89006852,0.00000000
-5.86193097,3.16391493,0.72562614,1.35405529,0.67135065,0.00035240,0.90409078,0.00000000
-5.85592796,3.19472377,0.73428697,1.37569271,0.66657840,0.00035893,0.92062267,0.00000000
-5.84992496,3.23412160,0.74513981,1.40166372,0.66358990,0.00036688,0.93937031,0.00000000
-5.84392196,3.28202545,0.75820828,1.43197555,0.66259292,0.00037632,0.95998493,0.00000000
-5.83791896,3.33810450,0.77344859,1.46651715,0.66372956,0.00038724,0.98207001,0.00000000
-5.83191596,3.40178181,0.79074870,1.50505898,0.66707122,0.00039962,1.00519103,0.00000000
-5.82591296,3.47224693,0.80993029,1.54725762,0.67261621,0.00041339,1.02888772,0.00000000
-5.81990995,3.54847897,0.83075333,1.59266534,0.68029009,0.00042846,1.05268837,0.00000000
-5.81390695,3.62927906,0.85292313,1.64074401,0.68994860,0.00044468,1.07612555,0.00000000
-5.80790395,3.71331092,0.87609956,1.69088282,0.70138307,0.00046188,1.09875254,0.00000000
-5.80190095,3.79914720,0.89990795,1.74241896,0.71432802,0.00047988,1.12015972,0.00000000
-5.79589795,3.88531961,0.92395126,1.79466019,0.72847054,0.00049844,1.13998991,0.00000000
-5.78989495,3.97037008,0.94782293,1.84690826,0.74346109,0.00051735,1.15795199,0.00000000
-5.78389195,4.05290060,0.97111988,1.89848202,0.75892517,0.00053635,1.17383190,0.00000000
-5.77788894,4.13161923,0.99345502,1.94873908,0.77447552,0.00055522,1.18750039,0.00000000
-5.77188594,4.20538020,1.01446894,1.99709513,0.78972417,0.00057372,1.19891719,0.00000000
-5.76588294,4.27321639,1.03384023,2.04304002,0.80429410,0.00059161,1.20813110,0.00000000
-5.75987994,4.33436293,1.05129407,2.08614998,0.81783001,0.00060870,1.21527612,0.00000000
-5.75387694,4.38827124,1.06660903,2.12609565,0.83000793,0.00062479,1.22056378,0.00000000
-5.74787394,4.43461332,1.07962170,2.16264577,0.84054338,0.00063974,1.22427201,0.00000000
-5.74187094,4.47327695,1.09022940,2.19566660,0.84919801,0.00065339,1.22673112,0.00000000
-5.73586793,4.50435239,1.09839080,2.22511764,0.85578451,0.00066566,1.22830780,0.00000000
-5.72986493,4.52811225,1.10412488,2.25104392,0.86016993,0.00067647,1.22938773,0.00000000
-5.72386193,4.54498605,1.10750815,2.27356588,0.86227735,0.00068579,1.23035793,0.00000000
-5.71785893,4.55553130,1.10867077,2.29286750,0.86208609,0.00069360,1.23158964,0.00000000
-5.71185593,4.56040307,1.10779148,2.30918360,0.85963057,0.00069994,1.23342257,0.00000000
-5.70585293,4.56032393,1.10509202,2.32278719,0.85499803,0.00070486,1.23615141,0.00000000
-5.69984992,4.55605571,1.10083098,2.33397766,0.84832527,0.00070845,1.24001500,0.00000000
-5.69384692,4.54837475,1.09529761,2.34307038,0.83979460,0.00071080,1.24518877,0.00000000
-5.68784392,4.53805141,1.08880555,2.35038836,0.82962917,0.00071207,1.25178054,0.00000000
-5.68184092,4.52583448,1.08168676,2.35625616,0.81808782,0.00071241,1.25982994,0.00000000
-5.67583792,4.51244082,1.07428570,2.36099607,0.80545951,0.00071199,1.26931099,0.00000000
-5.66983492,4.49854984,1.06695376,2.36492674,0.79205752,0.00071101,1.28013784,0.00000000
-5.66383192,4.48480235,1.06004394,2.36836360,0.77821337,0.00070969,1.29217290,0.00000000
-5.65782891,4.47180288,1.05390571,2.37162094,0.76427055,0.00070825,1.30523707,0.00000000
-5.65182591,4.46012447,1.04888005,2.37501485,0.75057808,0.00070692,1.31912114,0.00000000
-5.64582291,4.45031461,1.04529452,2.37886661,0.73748393,0.00070594,1.33359788,0.00000000
-5.63981991,4.44290140,1.04345831,2.38350573,0.72532829,0.00070557,1.34843405,0.00000000
