energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.51352945,0.06476369,0.04724223,0.03802921,1.56563216,1.03763239,0.43968487
-5.99399700,2.52043589,0.06555856,0.04803512,0.03745295,1.57038362,1.04126383,0.44463608
-5.98799400,2.51734255,0.06605230,0.04867785,0.03665286,1.56908742,1.04200798,0.44792866
-5.98199100,2.50490952,0.06625812,0.04917094,0.03564530,1.56215867,1.04014324,0.44964748
-5.97598799,2.48400862,0.06619778,0.04951834,0.03445065,1.55013905,1.03600373,0.44992235
-5.96998499,2.45569074,0.06590077,0.04972709,0.03309262,1.53367659,1.02996748,0.44892290
-5.96398199,2.42114806,0.06540317,0.04980692,0.03159751,1.51350243,1.02244384,0.44685213
-5.95797899,2.38167260,0.06474618,0.04976969,0.02999332,1.49040558,1.01386072,0.44393872
-5.95197599,2.33861290,0.06397444,0.04962892,0.02830893,1.46520663,1.00465198,0.44042860
-5.94597299,2.29333051,0.06313422,0.04939919,0.02657325,1.43873158,0.99524545,0.43657599
-5.93996998,2.24715799,0.06227143,0.04909561,0.02481439,1.41178668,0.98605200,0.43263431
-5.93396698,2.20136001,0.06142978,0.04873327,0.02305896,1.38513532,0.97745589,0.42884739
-5.92796398,2.15709889,0.06064888,0.04832678,0.02133142,1.35947767,0.96980673,0.42544121
-5.92196098,2.11540570,0.05996265,0.04788985,0.01965361,1.33543379,0.96341302,0.42261660
-5.91595798,2.07715778,0.05939791,0.04743489,0.01804433,1.31353060,0.95853765,0.42054318
-5.90995498,2.04306320,0.05897328,0.04697281,0.01651912,1.29419311,0.95539503,0.41935466
-5.90395198,2.01365231,0.05869856,0.04651276,0.01509015,1.27773989,0.95415010,0.41914575
-5.89794897,1.98927639,0.05857437,0.04606212,0.01376622,1.26438268,0.95491888,0.41997070
-5.89194597,1.97011288,0.05859236,0.04562641,0.01255291,1.25422997,0.95777054,0.42184356
-5.88594297,1.95617661,0.05873569,0.04520939,0.01145276,1.24729403,0.96273073,0.42473994
-5.87993997,1.94733615,0.05898003,0.04481320,0.01046563,1.24350092,0.96978596,0.42860030
-5.87393697,1.94333427,0.05929483,0.04443856,0.00958900,1.24270281,0.97888872,0.43333449
-5.86793397,1.94381132,0.05964486,0.04408498,0.00881844,1.24469193,0.98996317,0.43882722
-5.86193097,1.94833040,0.05999199,0.04375106,0.00814794,1.24921545,1.00291103,0.44494437
-5.85592796,1.95640305,0.06029710,0.04343476,0.00757038,1.25599059,1.01761749,0.45153962
-5.84992496,1.96751448,0.06052199,0.04313369,0.00707794,1.26471926,1.03395686,0.45846120
-5.84392196,1.98114706,0.06063123,0.04284535,0.00666243,1.27510167,1.05179767,0.46555846
-5.83791896,1.99680136,0.06059394,0.04256742,0.00631563,1.28684838,1.07100717,0.47268793
-5.83191596,2.01401406,0.06038520,0.04229792,0.00602960,1.29969042,1.09145496,0.47971862
-5.82591296,2.03237203,0.05998738,0.04203540,0.00579690,1.31338718,1.11301571,0.48653640
-5.81990995,2.05152246,0.05939093,0.04177902,0.00561076,1.32773197,1.13557100,0.49304736
-5.81390695,2.07117899,0.05859497,0.04152861,0.00546523,1.34255522,1.15901015,0.49917995
-5.80790395,2.09112391,0.05760738,0.04128469,0.00535525,1.35772553,1.18323037,0.50488597
-5.80190095,2.11120682,0.05644458,0.04104842,0.00527666,1.37314867,1.20813609,0.51014055
-5.79589795,2.13134037,0.05513090,0.04082149,0.00522624,1.38876511,1.23363806,0.51494099
-5.78989495,2.15149372,0.05369767,0.04060608,0.00520161,1.40454619,1.25965202,0.51930489
-5.78389195,2.17168432,0.05218201,0.04040466,0.00520121,1.42048975,1.28609766,0.52326757
-5.77788894,2.19196905,0.05062538,0.04021989,0.00522415,1.43661536,1.31289774,0.52687907
-5.77188594,2.21243528,0.04907206,0.04005449,0.00527014,1.45295978,1.33997789,0.53020090
-5.76588294,2.23319258,0.04756739,0.03991115,0.00533935,1.46957298,1.36726711,0.53330285
-5.75987994,2.25436560,0.04615619,0.03979240,0.00543225,1.48651500,1.39469918,0.53625989
-5.75387694,2.27608860,0.04488106,0.03970058,0.00554956,1.50385382,1.42221494,0.53914942
-5.74787394,2.29850170,0.04378090,0.03963778,0.00569205,1.52166432,1.44976547,0.54204894
-5.74187094,2.32174887,0.04288952,0.03960591,0.00586048,1.54002827,1.47731589,0.54503414
-5.73586793,2.34597754,0.04223455,0.03960662,0.00605551,1.55903511,1.50484960,0.54817748
-5.72986493,2.37133940,0.04183649,0.03964146,0.00627757,1.57878330,1.53237261,0.55154721
-5.72386193,2.39799195,0.04170809,0.03971181,0.00652688,1.59938181,1.55991753,0.55520668
-5.71785893,2.42610022,0.04185402,0.03981902,0.00680336,1.62095150,1.58754694,0.55921393
-5.71185593,2.45583805,0.04227074,0.03996440,0.00710666,1.64362579,1.61535557,0.56362138
-5.70585293,2.48738858,0.04294681,0.04014925,0.00743613,1.66755051,1.64347115,0.56847554
-5.69984992,2.52094328,0.04386326,0.04037479,0.00779089,1.69288248,1.67205355,0.57381666
-5.69384692,2.55669940,0.04499440,0.04064217,0.00816987,1.71978682,1.70129214,0.57967816
-5.68784392,2.59485567,0.04630867,0.04095236,0.00857185,1.74843287,1.73140132,0.58608602
-5.68184092,2.63560644,0.04776980,0.04130600,0.00899559,1.77898885,1.76261451,0.59305787
-5.67583792,2.67913430,0.04933805,0.04170329,0.00943984,1.81161555,1.79517659,0.60060208
-5.66983492,2.72560186,0.05097152,0.04214381,0.00990346,1.84645933,1.82933550,0.60871681
-5.66383192,2.77514303,0.05262756,0.04262639,0.01038551,1.88364495,1.86533314,0.61738907
-5.65782891,2.82785455,0.05426412,0.04314894,0.01088524,1.92326854,1.90339633,0.62659416
-5.65182591,2.88378820,0.05584109,0.04370835,0.01140218,1.96539129,1.94372805,0.63629528
-5.64582291,2.94294435,0.05732156,0.04430041,0.01193616,2.01003421,1.98649964,0.64644364
-5.63981991,3.00526720,0.05867284,0.04491981,0.01248724,2.05717418,2.03184404,0.65697909
-5.63381691,3.07064189,0.05986742,0.04556014,0.01305573,2.10674156,2.07985043,0.66783120
-5.62781391,3.13889357,0.06088359,0.04621403,0.01364203,2.15861934,2.13056027,0.67892083
-5.62181091,3.20978825,0.06170596,0.04687323,0.01424659,2.21264363,2.18396463,0.69016214
-5.61580790,3.28303510,0.06232556,0.04752889,0.01486975,2.26860535,2.24000261,0.70146482
-5.60980490,3.35828962,0.06273983,0.04817169,0.01551156,2.32625267,2.29856043,0.71273640
-5.60380190,3.43515726,0.06295222,0.04879219,0.01617160,2.38529382,2.35947100,0.72388455
-5.59779890,3.51319674,0.06297167,0.04938097,0.01684884,2.44539980,2.42251331,0.73481899
-5.59179590,3.59192264,0.06281178,0.04992896,0.01754140,2.50620660,2.48741159,0.74545303
-5.58579290,3.67080687,0.06248985,0.05042754,0.01824646,2.56731663,2.55383368,0.75570445
-5.57978989,3.74927873,0.06202584,0.05086879,0.01896007,2.62829921,2.62138887,0.76549571
-5.57378689,3.82672359,0.06144116,0.05124549,0.01967708,2.68869007,2.68962498,0.77475337
-5.56778389,3.90248053,0.06075754,0.05155123,0.02039112,2.74799009,2.75802519,0.78340692
-5.56178089,3.97583940,0.05999590,0.05178037,0.02109457,2.80566353,2.82600492,0.79138692
-5.55577789,4.04603793,0.05917529,0.05192796,0.02177867,2.86113643,2.89290947,0.79862277
-5.54977489,4.11225989,0.05831210,0.05198967,0.02243366,2.91379553,2.95801313,0.80504030
-5.54377189,4.17363516,0.05741931,0.05196163,0.02304898,2.96298860,3.02052040,0.81055939
-5.53776888,4.22924257,0.05650603,0.05184031,0.02361352,3.00802671,3.07957025,0.81509194
-5.53176588,4.27811640,0.05557735,0.05162242,0.02411594,3.04818907,3.13424382,0.81854040
-5.52576288,4.31925709,0.05463430,0.05130479,0.02454504,3.08273081,3.18357616,0.82079722
-5.51975988,4.35164655,0.05367412,0.05088438,0.02489008,3.11089406,3.22657214,0.82174513
-5.51375688,4.37426803,0.05269077,0.05035820,0.02514120,3.13192227,3.26222648,0.82125871
