energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Na_s_up,Te_p_up,Te_d_up
-5.87993997,1.25090270,0.03132320,0.10813465,1.08250973,0.33687594,0.06080182,0.67193137,0.00000000
-5.87393697,1.23417457,0.03151369,0.10169728,1.06385401,0.33820455,0.06086464,0.66560725,0.00000000
-5.86793397,1.21857420,0.03161269,0.09564637,1.04431190,0.34115962,0.06099124,0.65918033,0.00000000
-5.86193097,1.20464840,0.03162204,0.09003007,1.02387853,0.34582002,0.06120443,0.65303794,0.00000000
-5.85592796,1.19294223,0.03154397,0.08489711,1.00256605,0.35226059,0.06152994,0.64756739,0.00000000
-5.84992496,1.18398065,0.03138112,0.08029496,0.98040189,0.36054816,0.06199579,0.64314435,0.00000000
-5.84392196,1.17825019,0.03113644,0.07626792,0.95742701,0.37073690,0.06263138,0.64012131,0.00000000
-5.83791896,1.17618088,0.03081319,0.07285524,0.93369420,0.38286320,0.06346648,0.63881653,0.00000000
-5.83191596,1.17812913,0.03041492,0.07008932,0.90926655,0.39694027,0.06453005,0.63950372,0.00000000
-5.82591296,1.18436206,0.02994546,0.06799401,0.88421613,0.41295265,0.06584894,0.64240267,0.00000000
-5.81990995,1.19504370,0.02940895,0.06658322,0.85862279,0.43085101,0.06744656,0.64767104,0.00000000
-5.81390695,1.21022362,0.02880978,0.06585974,0.83257307,0.45054728,0.06934143,0.65539768,0.00000000
-5.80790395,1.22982832,0.02815261,0.06581440,0.80615922,0.47191069,0.07154587,0.66559744,0.00000000
-5.80190095,1.25365570,0.02744235,0.06642565,0.77947818,0.49476472,0.07406466,0.67820784,0.00000000
-5.79589795,1.28137312,0.02668411,0.06765941,0.75263051,0.51888539,0.07689399,0.69308764,0.00000000
-5.78989495,1.31251919,0.02588317,0.06946938,0.72571929,0.54400111,0.08002048,0.71001761,0.00000000
-5.78389195,1.34650949,0.02504491,0.07179772,0.69884895,0.56979422,0.08342064,0.72870338,0.00000000
-5.77788894,1.38264639,0.02417478,0.07457613,0.67212412,0.59590445,0.08706053,0.74878063,0.00000000
-5.77188594,1.42013294,0.02327823,0.07772727,0.64564856,0.62193425,0.09089594,0.76982257,0.00000000
-5.76588294,1.45809073,0.02236061,0.08116658,0.61952432,0.64745612,0.09487290,0.79134961,0.00000000
-5.75987994,1.49558139,0.02142717,0.08480432,0.59385118,0.67202176,0.09892871,0.81284120,0.00000000
-5.75387694,1.53163137,0.02048296,0.08854799,0.56872659,0.69517274,0.10299338,0.83374941,0.00000000
-5.74787394,1.56525941,0.01953284,0.09230492,0.54424624,0.71645270,0.10699146,0.85351428,0.00000000
-5.74187094,1.59550584,0.01858141,0.09598498,0.52050530,0.73542030,0.11084433,0.87158019,0.00000000
-5.73586793,1.62146307,0.01763303,0.09950346,0.49760042,0.75166285,0.11447268,0.88741302,0.00000000
-5.72986493,1.64230603,0.01669179,0.10278396,0.47563259,0.76480991,0.11779934,0.90051745,0.00000000
-5.72386193,1.65732167,0.01576158,0.10576113,0.45471073,0.77454633,0.12075213,0.91045383,0.00000000
-5.71785893,1.66593634,0.01484606,0.10838337,0.43495590,0.78062426,0.12326675,0.91685396,0.00000000
-5.71185593,1.66773996,0.01394874,0.11061525,0.41650610,0.78287363,0.12528962,0.91943528,0.00000000
-5.70585293,1.66250603,0.01307301,0.11243954,0.39952121,0.78121050,0.12678033,0.91801272,0.00000000
-5.69984992,1.65020654,0.01222215,0.11385897,0.38418805,0.77564300,0.12771394,0.91250785,0.00000000
-5.69384692,1.63102096,0.01139943,0.11489734,0.37072496,0.76627448,0.12808261,0.90295474,0.00000000
-5.68784392,1.60533892,0.01060808,0.11560016,0.35938572,0.75330365,0.12789688,0.88950231,0.00000000
-5.68184092,1.57375615,0.00985134,0.11603465,0.35046231,0.73702177,0.12718612,0.87241300,0.00000000
-5.67583792,1.53706357,0.00913249,0.11628903,0.34428621,0.71780664,0.12599851,0.85205755,0.00000000
-5.66983492,1.49622991,0.00845477,0.11647117,0.34122779,0.69611386,0.12440017,0.82890623,0.00000000
-5.66383192,1.45237794,0.00782144,0.11670645,0.34169346,0.67246543,0.12247365,0.80351651,0.00000000
-5.65782891,1.40675532,0.00723569,0.11713499,0.34612036,0.64743608,0.12031581,0.77651770,0.00000000
-5.65182591,1.36070060,0.00670060,0.11790815,0.35496837,0.62163788,0.11803503,0.74859303,0.00000000
-5.64582291,1.31560559,0.00621910,0.11918445,0.36870935,0.59570346,0.11574795,0.72045968,0.00000000
-5.63981991,1.27287508,0.00579384,0.12112492,0.38781357,0.57026858,0.11357577,0.69284747,0.00000000
-5.63381691,1.23388523,0.00542716,0.12388804,0.41273370,0.54595446,0.11164028,0.66647694,0.00000000
-5.62781391,1.19994190,0.00512098,0.12762431,0.44388643,0.52335050,0.11005976,0.64203743,0.00000000
-5.62181091,1.17224017,0.00487669,0.13247071,0.48163236,0.50299790,0.10894482,0.62016600,0.00000000
-5.61580790,1.15182632,0.00469508,0.13854514,0.52625478,0.48537467,0.10839442,0.60142779,0.00000000
-5.60980490,1.13956355,0.00457627,0.14594103,0.57793810,0.47088255,0.10849214,0.58629848,0.00000000
-5.60380190,1.13610257,0.00451960,0.15472240,0.63674677,0.45983617,0.10930292,0.57514944,0.00000000
-5.59779890,1.14185803,0.00452359,0.16491941,0.70260593,0.45245473,0.11087034,0.56823604,0.00000000
-5.59179590,1.15699175,0.00458587,0.17652484,0.77528463,0.44885666,0.11321452,0.56568953,0.00000000
-5.58579290,1.18140355,0.00470318,0.18949152,0.85438287,0.44905717,0.11633087,0.56751273,0.00000000
-5.57978989,1.21473006,0.00487133,0.20373093,0.93932350,0.45296905,0.12018966,0.57357985,0.00000000
-5.57378689,1.25635196,0.00508523,0.21911323,1.02934988,0.46040660,0.12473643,0.58364036,0.00000000
-5.56778389,1.30540982,0.00533893,0.23546867,1.12353017,0.47109267,0.12989333,0.59732688,0.00000000
-5.56178089,1.36082804,0.00562569,0.25259058,1.22076867,0.48466859,0.13556137,0.61416701,0.00000000
-5.55577789,1.42134684,0.00593808,0.27023987,1.31982460,0.50070697,0.14162350,0.63359865,0.00000000
-5.54977489,1.48556106,0.00626810,0.28815103,1.41933807,0.51872667,0.14794837,0.65498840,0.00000000
-5.54377189,1.55196509,0.00660733,0.30603942,1.51786286,0.53820981,0.15439480,0.67765257,0.00000000
-5.53776888,1.61900219,0.00694711,0.32360970,1.61390510,0.55862019,0.16081670,0.70087995,0.00000000
-5.53176588,1.68511681,0.00727872,0.34056511,1.70596661,0.57942240,0.16706824,0.72395577,0.00000000
-5.52576288,1.74880784,0.00759359,0.35661720,1.79259124,0.60010118,0.17300920,0.74618579,0.00000000
-5.51975988,1.80868087,0.00788353,0.37149578,1.87241244,0.62018002,0.17851014,0.76691980,0.00000000
-5.51375688,1.86349732,0.00814090,0.38495841,1.94419986,0.63923855,0.18345725,0.78557364,0.00000000
-5.50775388,1.91221825,0.00835884,0.39679922,2.00690293,0.65692773,0.18775669,0.80164864,0.00000000
-5.50175088,1.95404099,0.00853144,0.40685655,2.05968914,0.67298237,0.19133809,0.81474799,0.00000000
-5.49574787,1.98842682,0.00865390,0.41501901,2.10197509,0.68723013,0.19415728,0.82458917,0.00000000
-5.48974487,2.01511809,0.00872265,0.42122962,2.13344856,0.69959680,0.19619781,0.83101180,0.00000000
-5.48374187,2.03414399,0.00873546,0.42548780,2.15408023,0.71010719,0.19747146,0.83398081,0.00000000
-5.47773887,2.04581428,0.00869144,0.42784907,2.16412418,0.71888176,0.19801747,0.83358448,0.00000000
-5.47173587,2.05070101,0.00859110,0.42842238,2.16410680,0.72612874,0.19790063,0.83002755,0.00000000
-5.46573287,2.04960891,0.00843628,0.42736514,2.15480436,0.73213216,0.19720831,0.82361962,0.00000000
-5.45972986,2.04353538,0.00823005,0.42487617,2.13721015,0.73723621,0.19604642,0.81475934,0.00000000
-5.45372686,2.03362200,0.00797663,0.42118683,2.11249246,0.74182635,0.19453468,0.80391507,0.00000000
-5.44772386,2.02109944,0.00768121,0.41655074,2.08194533,0.74630833,0.19280119,0.79160287,0.00000000
-5.44172086,2.00722839,0.00734981,0.41123266,2.04693447,0.75108573,0.19097674,0.77836277,0.00000000
-5.43571786,1.99323918,0.00698902,0.40549682,2.00884065,0.75653719,0.18918906,0.76473444,0.00000000
-5.42971486,1.98027294,0.00660590,0.39959553,1.96900352,0.76299455,0.18755721,0.75123334,0.00000000
-5.42371186,1.96932703,0.00620769,0.39375844,1.92866841,0.77072265,0.18618652,0.73832837,0.00000000
-5.41770885,1.96120744,0.00580169,0.38818302,1.88893858,0.77990218,0.18516428,0.72642213,0.00000000
-5.41170585,1.95649031,0.00539510,0.38302676,1.85073536,0.79061616,0.18455634,0.71583452,0.00000000
-5.40570285,1.95549457,0.00499483,0.37840131,1.81476771,0.80284095,0.18440489,0.70679050,0.00000000
-5.39969985,1.95826689,0.00460748,0.37436902,1.78151273,0.81644229,0.18472749,0.69941249,0.00000000
-5.39369685,1.96457970,0.00423919,0.37094187,1.75120775,0.83117653,0.18551742,0.69371763,0.00000000
-5.38769385,1.97394235,0.00389569,0.36808286,1.72385408,0.84669723,0.18674538,0.68961996,0.00000000
-5.38169085,1.98562469,0.00358225,0.36570978,1.69923204,0.86256672,0.18836239,0.68693739,0.00000000
-5.37568784,1.99869209,0.00330377,0.36370104,1.67692614,0.87827226,0.19030390,0.68540294,0.00000000
-5.36968484,2.01204997,0.00306484,0.36190332,1.65635882,0.89324591,0.19249476,0.68467970,0.00000000
-5.36368184,2.02449559,0.00286982,0.36014061,1.63683102,0.90688738,0.19485497,0.68437873,0.00000000
-5.35767884,2.03477481,0.00272299,0.35822409,1.61756707,0.91858857,0.19730577,0.68407895,0.00000000
-5.35167584,2.04164072,0.00262863,0.35596249,1.59776182,0.92775887,0.19977593,0.68334808,0.00000000
-5.34567284,2.04391168,0.00259118,0.35317220,1.57662737,0.93384979,0.20220781,0.68176360,0.00000000
-5.33966983,2.04052575,0.00261534,0.34968688,1.55343727,0.93637804,0.20456289,0.67893281,0.00000000
-5.33366683,2.03058924,0.00270612,0.34536594,1.52756610,0.93494581,0.20682652,0.67451103,0.00000000
-5.32766383,2.01341714,0.00286892,0.34010161,1.49852260,0.92925738,0.20901155,0.66821714,0.00000000
-5.32166083,1.98856373,0.00310952,0.33382431,1.46597519,0.91913146,0.21116068,0.65984590,0.00000000
-5.31565783,1.95584229,0.00343407,0.32650601,1.42976880,0.90450869,0.21334727,0.64927654,0.00000000
-5.30965483,1.91533321,0.00384894,0.31816174,1.38993285,0.88545409,0.21567459,0.63647736,0.00000000
-5.30365183,1.86738060,0.00436057,0.30884897,1.34668015,0.86215451,0.21827344,0.62150632,0.00000000
-5.29764882,1.81257790,0.00497531,0.29866523,1.30039760,0.83491131,0.22129807,0.60450775,0.00000000
-5.29164582,1.75174352,0.00569906,0.28774396,1.25162925,0.80412885,0.22492073,0.58570543,0.00000000
-5.28564282,1.68588817,0.00653702,0.27624909,1.20105325,0.77029934,0.22932479,0.56539269,0.00000000
-5.27963982,1.61617546,0.00749327,0.26436842,1.14945397,0.73398500,0.23469688,0.54391994,0.00000000
-5.27363682,1.54387816,0.00857040,0.25230636,1.09769098,0.69579836,0.24121826,0.52168050,0.00000000
-5.26763382,1.47033206,0.00976912,0.24027635,1.04666652,0.65638163,0.24905576,0.49909538,0.00000000
-5.26163082,1.39688967,0.01108783,0.22849322,0.99729317,0.61638626,0.25835279,0.47659780,0.00000000
-5.25562781,1.32487596,0.01252233,0.21716601,0.95046303,0.57645330,0.26922077,0.45461818,0.00000000
-5.24962481,1.25554770,0.01406541,0.20649135,0.90701992,0.53719555,0.28173134,0.43357032,0.00000000
-5.24362181,1.19005830,0.01570675,0.19664776,0.86773547,0.49918207,0.29590992,0.41383921,0.00000000
-5.23761881,1.12942895,0.01743268,0.18779109,0.83328996,0.46292546,0.31173073,0.39577109,0.00000000
-5.23161581,1.07452723,0.01922625,0.18005101,0.80425830,0.42887234,0.32911386,0.37966589,0.00000000
-5.22561281,1.02605326,0.02106734,0.17352884,0.78110134,0.39739705,0.34792431,0.36577237,0.00000000
-5.21960980,0.98453357,0.02293291,0.16829650,0.76416226,0.36879860,0.36797343,0.35428589,0.00000000
-5.21360680,0.95032215,0.02479742,0.16439664,0.75366771,0.34330065,0.38902255,0.34534870,0.00000000
-5.20760380,0.92360810,0.02663342,0.16184369,0.74973303,0.32105417,0.41078891,0.33905254,0.00000000
-5.20160080,0.90442880,0.02841217,0.16062587,0.75237074,0.30214243,0.43295355,0.33544310,0.00000000
-5.19559780,0.89268739,0.03010447,0.16070770,0.76150137,0.28658781,0.45517109,0.33452603,0.00000000
-5.18959480,0.88817339,0.03168152,0.16203305,0.77696575,0.27435982,0.47708073,0.33627388,0.00000000
-5.18359180,0.89058499,0.03311577,0.16452845,0.79853772,0.26538395,0.49831832,0.34063359,0.00000000
-5.17758879,0.89955174,0.03438187,0.16810646,0.82593652,0.25955075,0.51852874,0.34753380,0.00000000
-5.17158579,0.91465653,0.03545753,0.17266889,0.85883803,0.25672464,0.53737818,0.35689181,0.00000000
-5.16558279,0.93545558,0.03632428,0.17810996,0.89688444,0.25675220,0.55456572,0.36861945,0.00000000
-5.15957979,0.96149594,0.03696813,0.18431897,0.93969177,0.25946947,0.56983374,0.38262780,0.00000000
-5.15357679,0.99232954,0.03738011,0.19118279,0.98685535,0.26470815,0.58297654,0.39883033,0.00000000
-5.14757379,1.02752375,0.03755657,0.19858780,1.03795317,0.27230052,0.59384699,0.41714445,0.00000000
-5.14157079,1.06666823,0.03749933,0.20642161,1.09254734,0.28208309,0.60236067,0.43749145,0.00000000
-5.13556778,1.10937819,0.03721559,0.21457434,1.15018425,0.29389892,0.60849761,0.45979496,0.00000000
-5.12956478,1.15529467,0.03671767,0.22293972,1.21039387,0.30759890,0.61230123,0.48397809,0.00000000
-5.12356178,1.20408213,0.03602254,0.23141593,1.27268881,0.32304202,0.61387490,0.50995970,0.00000000
-5.11755878,1.25542428,0.03515118,0.23990641,1.33656402,0.34009493,0.61337608,0.53765000,0.00000000
-5.11155578,1.30901887,0.03412783,0.24832050,1.40149750,0.35863096,0.61100843,0.56694619,0.00000000
-5.10555278,1.36457219,0.03297910,0.25657424,1.46695278,0.37852905,0.60701234,0.59772828,0.00000000
-5.09954977,1.42179411,0.03173310,0.26459111,1.53238343,0.39967251,0.60165423,0.62985575,0.00000000
-5.09354677,1.48039425,0.03041849,0.27230288,1.59723998,0.42194815,0.59521532,0.66316538,0.00000000
-5.08754377,1.54007994,0.02906362,0.27965052,1.66097901,0.44524568,0.58798014,0.69747050,0.00000000
-5.08154077,1.60055607,0.02769566,0.28658505,1.72307446,0.46945774,0.58022562,0.73256190,0.00000000
-5.07553777,1.66152718,0.02633995,0.29306848,1.78303047,0.49448030,0.57221089,0.76821052,0.00000000
-5.06953477,1.72270160,0.02501943,0.29907444,1.84039524,0.52021379,0.56416853,0.80417179,0.00000000
-5.06353177,1.78379725,0.02375414,0.30458879,1.89477495,0.54656449,0.55629737,0.84019152,0.00000000
-5.05752876,1.84454876,0.02256106,0.30960975,1.94584696,0.57344634,0.54875721,0.87601290,0.00000000
-5.05152576,1.90471516,0.02145389,0.31414783,1.99337112,0.60078279,0.54166558,0.91138429,0.00000000
-5.04552276,1.96408737,0.02044315,0.31822517,2.03719831,0.62850857,0.53509650,0.94606730,0.00000000
-5.03951976,2.02249473,0.01953631,0.32187449,2.07727532,0.65657104,0.52908137,0.97984443,0.00000000
-5.03351676,2.07980971,0.01873804,0.32513751,2.11364541,0.68493092,0.52361167,1.01252594,0.00000000
-5.02751376,2.13595020,0.01805054,0.32806290,2.14644391,0.71356219,0.51864323,1.04395512,0.00000000
-5.02151076,2.19087866,0.01747391,0.33070383,2.17588894,0.74245092,0.51410200,1.07401181,0.00000000
-5.01550775,2.24459786,0.01700656,0.33311514,2.20226705,0.77159298,0.50989069,1.10261346,0.00000000
-5.00950475,2.29714300,0.01664552,0.33535033,2.22591458,0.80099043,0.50589610,1.12971387,0.00000000
-5.00350175,2.34857042,0.01638683,0.33745843,2.24719525,0.83064686,0.50199669,1.15529918,0.00000000
-4.99749875,2.39894318,0.01622579,0.33948093,2.26647513,0.86056159,0.49807000,1.17938167,0.00000000
-4.99149575,2.44831422,0.01615716,0.34144895,2.28409636,0.89072309,0.49399959,1.20199124,0.00000000
-4.98549275,2.49670800,0.01617530,0.34338070,2.30035098,0.92110179,0.48968112,1.22316544,0.00000000
-4.97948974,2.54410173,0.01627422,0.34527954,2.31545639,0.95164293,0.48502741,1.24293841,0.00000000
-4.97348674,2.59040720,0.01644760,0.34713256,2.32953406,0.98225948,0.47997214,1.26132954,0.00000000
-4.96748374,2.63545470,0.01668869,0.34890997,2.34259270,1.01282598,0.47447217,1.27833271,0.00000000
-4.96148074,2.67898005,0.01699023,0.35056513,2.35451720,1.04317350,0.46850832,1.29390676,0.00000000
-4.95547774,2.72061593,0.01734434,0.35203553,2.36506418,1.07308625,0.46208474,1.30796798,0.00000000
-4.94947474,2.75988832,0.01774239,0.35324439,2.37386459,1.10230023,0.45522685,1.32038531,0.00000000
-4.94347174,2.79621884,0.01817493,0.35410310,2.38043360,1.13050409,0.44797811,1.33097862,0.00000000
-4.93746873,2.82893312,0.01863161,0.35451420,2.38418732,1.15734255,0.44039581,1.33952044,0.00000000
-4.93146573,2.85727533,0.01910120,0.35437490,2.38446582,1.18242219,0.43254616,1.34574122,0.00000000
-4.92546273,2.88042847,0.01957164,0.35358102,2.38056123,1.20531981,0.42449901,1.34933788,0.00000000
-4.91945973,2.89753966,0.02003022,0.35203100,2.37174957,1.22559286,0.41632250,1.34998539,0.00000000
-4.91345673,2.90774935,0.02046373,0.34963005,2.35732474,1.24279173,0.40807801,1.34735080,0.00000000
-4.90745373,2.91022336,0.02085876,0.34629410,2.33663293,1.25647345,0.39981570,1.34110896,0.00000000
-4.90145073,2.90418602,0.02120204,0.34195343,2.30910556,1.26621621,0.39157089,1.33095902,0.00000000
-4.89544772,2.88895306,0.02148080,0.33655580,2.27428932,1.27163396,0.38336152,1.31664103,0.00000000
-4.88944472,2.86396245,0.02168313,0.33006904,2.23187149,1.27239076,0.37518678,1.29795146,0.00000000
-4.88344172,2.82880195,0.02179839,0.32248291,2.18169963,1.26821387,0.36702715,1.27475690,0.00000000
-4.87743872,2.78323177,0.02181759,0.31381010,2.12379446,1.25890522,0.35884555,1.24700523,0.00000000
-4.87143572,2.72720140,0.02173368,0.30408657,2.05835554,1.24435077,0.35058976,1.21473357,0.00000000
-4.86543272,2.66085982,0.02154186,0.29337092,1.98575967,1.22452710,0.34219590,1.17807260,0.00000000
-4.85942971,2.58455852,0.02123975,0.28174317,1.90655206,1.19950517,0.33359264,1.13724710,0.00000000
-4.85342671,2.49884740,0.02082748,0.26930264,1.82143112,1.16945099,0.32470595,1.09257264,0.00000000
-4.84742371,2.40446364,0.02030775,0.25616545,1.73122762,1.13462323,0.31546411,1.04444866,0.00000000
-4.84142071,2.30231427,0.01968572,0.24246138,1.63687950,1.09536771,0.30580268,0.99334840,0.00000000
-4.83541771,2.19345330,0.01896885,0.22833050,1.53940358,1.05210939,0.29566904,0.93980618,0.00000000
-4.82941471,2.07905438,0.01816666,0.21391960,1.43986563,1.00534180,0.28502636,0.88440263,0.00000000
-4.82341171,1.96038058,0.01729037,0.19937865,1.33935026,0.95561474,0.27385671,0.82774893,0.00000000
-4.81740870,1.83875235,0.01635261,0.18485727,1.23893181,0.90352053,0.26216322,0.77047040,0.00000000
-4.81140570,1.71551523,0.01536692,0.17050163,1.13964766,0.84967949,0.24997104,0.71319064,0.00000000
-4.80540270,1.59200864,0.01434740,0.15645158,1.04247479,0.79472530,0.23732736,0.65651662,0.00000000
-4.79939970,1.46953690,0.01330823,0.14283844,0.94831040,0.73929060,0.22430019,0.60102550,0.00000000
-4.79339670,1.34934357,0.01226332,0.12978311,0.85795714,0.68399355,0.21097631,0.54725357,0.00000000
-4.78739370,1.23258992,0.01122590,0.11739502,0.77211315,0.62942570,0.19745836,0.49568770,0.00000000
-4.78139070,1.12033812,0.01020823,0.10577144,0.69136699,0.57614157,0.18386129,0.44675954,0.00000000
-4.77538769,1.01353939,0.00922133,0.09499757,0.61619706,0.52465017,0.17030854,0.40084237,0.00000000
-4.76938469,0.91302727,0.00827481,0.08514699,0.54697528,0.47540870,0.15692787,0.35825067,0.00000000
-4.76338169,0.81951571,0.00737672,0.07628265,0.48397430,0.42881839,0.14384744,0.31924200,0.00000000
-4.75737869,0.73360159,0.00653348,0.06845821,0.42737756,0.38522248,0.13119195,0.28402103,0.00000000
-4.75137569,0.65577101,0.00574992,0.06171956,0.37729140,0.34490624,0.11907933,0.25274515,0.00000000
-4.74537269,0.58640867,0.00502931,0.05610654,0.33375839,0.30809866,0.10761787,0.22553120,0.00000000
-4.73936968,0.52580920,0.00437348,0.05165459,0.29677111,0.27497567,0.09690405,0.20246290,0.00000000
-4.73336668,0.47418983,0.00378294,0.04839625,0.26628548,0.24566442,0.08702093,0.18359831,0.00000000
-4.72736368,0.43170314,0.00325707,0.04636246,0.24223302,0.22024831,0.07803725,0.16897685,0.00000000
-4.72136068,0.39844903,0.00279431,0.04558339,0.22453134,0.19877233,0.07000711,0.15862557,0.00000000
-4.71535768,0.37448518,0.00239232,0.04608886,0.21309243,0.18124836,0.06297021,0.15256393,0.00000000
-4.70935468,0.35983508,0.00204820,0.04790818,0.20782831,0.16766011,0.05695249,0.15080715,0.00000000
-4.70335168,0.35449317,0.00175863,0.05106943,0.20865384,0.15796735,0.05196711,0.15336755,0.00000000
-4.69734867,0.35842672,0.00152007,0.05559808,0.21548654,0.15210921,0.04801570,0.16025397,0.00000000
-4.69134567,0.37157420,0.00132888,0.06151507,0.22824359,0.15000650,0.04508969,0.17146919,0.00000000
-4.68534267,0.39384026,0.00118140,0.06883440,0.24683615,0.15156282,0.04317169,0.18700535,0.00000000
-4.67933967,0.42508761,0.00107410,0.07756017,0.27116137,0.15666459,0.04223684,0.20683771,0.00000000
-4.67333667,0.46512636,0.00100361,0.08768345,0.30109260,0.16518019,0.04225409,0.23091705,0.00000000
-4.66733367,0.51370138,0.00096674,0.09917896,0.33646841,0.17695813,0.04318732,0.25916098,0.00000000
-4.66133067,0.57047889,0.00096052,0.11200178,0.37708109,0.19182488,0.04499644,0.29144494,0.00000000
-4.65532766,0.63503299,0.00098220,0.12608437,0.42266548,0.20958242,0.04763829,0.32759317,0.00000000
-4.64932466,0.70683351,0.00102923,0.14133400,0.47288879,0.23000590,0.05106751,0.36737048,0.00000000
-4.64332166,0.78523617,0.00109921,0.15763093,0.52734233,0.25284194,0.05523736,0.41047535,0.00000000
-4.63731866,0.86947630,0.00118989,0.17482743,0.58553582,0.27780776,0.06010057,0.45653495,0.00000000
-4.63131566,0.95866694,0.00129909,0.19274782,0.64689491,0.30459154,0.06561015,0.50510274,0.00000000
-4.62531266,1.05180223,0.00142472,0.21118973,0.71076249,0.33285424,0.07172031,0.55565891,0.00000000
-4.61930965,1.14776663,0.00156468,0.22992658,0.77640401,0.36223313,0.07838742,0.60761414,0.00000000
-4.61330665,1.24535016,0.00171690,0.24871127,0.84301697,0.39234702,0.08557100,0.66031685,0.00000000
-4.60730365,1.34326956,0.00187924,0.26728110,0.90974455,0.42280320,0.09323478,0.71306378,0.00000000
-4.60130065,1.44019503,0.00204957,0.28536379,0.97569289,0.45320590,0.10134766,0.76511386,0.00000000
-4.59529765,1.53478146,0.00222570,0.30268423,1.03995150,0.48316608,0.10988463,0.81570496,0.00000000
-4.58929465,1.62570334,0.00240543,0.31897202,1.10161605,0.51231202,0.11882753,0.86407278,0.00000000
-4.58329165,1.71169156,0.00258654,0.33396920,1.15981247,0.54030034,0.12816548,0.90947141,0.00000000
-4.57728864,1.79157067,0.00276685,0.34743799,1.21372134,0.56682692,0.13789509,0.95119448,0.00000000
-4.57128564,1.86429475,0.00294420,0.35916812,1.26260127,0.59163700,0.14802016,0.98859601,0.00000000
-4.56528264,1.92898007,0.00311654,0.36898355,1.30581034,0.61453409,0.15855102,1.02111012,0.00000000
-4.55927964,1.98493292,0.00328191,0.37674795,1.34282418,0.63538693,0.16950329,1.04826848,0.00000000
-4.55327664,2.03167096,0.00343850,0.38236904,1.37325010,0.65413422,0.18089622,1.06971475,0.00000000
-4.54727364,2.06893710,0.00358470,0.38580127,1.39683619,0.67078664,0.19275058,1.08521523,0.00000000
-4.54127064,2.09670485,0.00371906,0.38704690,1.41347523,0.68542595,0.20508613,1.09466529,0.00000000
-4.53526763,2.11517502,0.00384036,0.38615528,1.42320295,0.69820121,0.21791884,1.09809111,0.00000000
-4.52926463,2.12476361,0.00394760,0.38322056,1.42619098,0.70932202,0.23125795,1.09564681,0.00000000
-4.52326163,2.12608175,0.00404000,0.37837771,1.42273480,0.71904925,0.24510302,1.08760702,0.00000000
-4.51725863,2.11990841,0.00411700,0.37179731,1.41323745,0.72768353,0.25944121,1.07435541,0.00000000
-4.51125563,2.10715755,0.00417825,0.36367911,1.39818993,0.73555207,0.27424475,1.05636966,0.00000000
-4.50525263,2.08884119,0.00422361,0.35424500,1.37814933,0.74299450,0.28946904,1.03420380,0.00000000
-4.49924962,2.06603045,0.00425309,0.34373140,1.35371610,0.75034844,0.30505130,1.00846873,0.00000000
-4.49324662,2.03981645,0.00426689,0.33238165,1.32551134,0.75793545,0.32090988,0.97981196,0.00000000
