energy_ev,total_up,Nb_p_up,Nb_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.84992496,0.00004511,0.00004434,0.00001805,0.00000010,0.00002473,0.00000319,0.00000351
-5.84392196,0.00003041,0.00002988,0.00001217,0.00000007,0.00001667,0.00000215,0.00000237
-5.83791896,0.00002038,0.00002000,0.00000817,0.00000005,0.00001117,0.00000144,0.00000159
-5.83191596,0.00001361,0.00001332,0.00000547,0.00000003,0.00000745,0.00000096,0.00000107
-5.82591296,0.00000909,0.00000884,0.00000368,0.00000002,0.00000497,0.00000063,0.00000073
-5.81990995,0.00000615,0.00000589,0.00000253,0.00000001,0.00000334,0.00000042,0.00000051
-5.81390695,0.00000432,0.00000399,0.00000184,0.00000001,0.00000232,0.00000028,0.00000039
-5.80790395,0.00000330,0.00000285,0.00000151,0.00000001,0.00000174,0.00000019,0.00000034
-5.80190095,0.00000293,0.00000225,0.00000147,0.00000001,0.00000149,0.00000013,0.00000035
-5.79589795,0.00000315,0.00000212,0.00000173,0.00000001,0.00000155,0.00000011,0.00000044
-5.78989495,0.00000400,0.00000242,0.00000234,0.00000002,0.00000192,0.00000010,0.00000061
-5.78389195,0.00000564,0.00000320,0.00000341,0.00000002,0.00000268,0.00000011,0.00000091
-5.77788894,0.00000834,0.00000461,0.00000513,0.00000003,0.00000394,0.00000015,0.00000136
-5.77188594,0.00001256,0.00000689,0.00000778,0.00000005,0.00000594,0.00000021,0.00000206
-5.76588294,0.00001898,0.00001042,0.00001180,0.00000008,0.00000900,0.00000030,0.00000311
-5.75987994,0.00002860,0.00001577,0.00001782,0.00000012,0.00001359,0.00000045,0.00000467
-5.75387694,0.00004286,0.00002377,0.00002675,0.00000018,0.00002044,0.00000067,0.00000697
-5.74787394,0.00006384,0.00003563,0.00003990,0.00000026,0.00003054,0.00000099,0.00001034
-5.74187094,0.00009443,0.00005306,0.00005910,0.00000039,0.00004533,0.00000145,0.00001521
-5.73586793,0.00013873,0.00007850,0.00008693,0.00000056,0.00006684,0.00000212,0.00002222
-5.72986493,0.00020239,0.00011533,0.00012700,0.00000082,0.00009787,0.00000307,0.00003224
-5.72386193,0.00029320,0.00016829,0.00018423,0.00000117,0.00014231,0.00000441,0.00004645
-5.71785893,0.00042181,0.00024388,0.00026540,0.00000168,0.00020550,0.00000630,0.00006643
-5.71185593,0.00060259,0.00035098,0.00037968,0.00000238,0.00029469,0.00000894,0.00009434
-5.70585293,0.00085485,0.00050164,0.00053939,0.00000335,0.00041967,0.00001259,0.00013301
-5.69984992,0.00120428,0.00071204,0.00076096,0.00000469,0.00059354,0.00001761,0.00018621
-5.69384692,0.00168473,0.00100373,0.00106611,0.00000650,0.00083363,0.00002445,0.00025885
-5.68784392,0.00234049,0.00140516,0.00148326,0.00000896,0.00116276,0.00003370,0.00035726
-5.68184092,0.00322891,0.00195362,0.00204934,0.00001226,0.00161064,0.00004612,0.00048959
-5.67583792,0.00442368,0.00269749,0.00281189,0.00001666,0.00221567,0.00006268,0.00066621
-5.66983492,0.00601856,0.00369900,0.00383150,0.00002247,0.00302697,0.00008456,0.00090013
-5.66383192,0.00813179,0.00503749,0.00518479,0.00003009,0.00410689,0.00011328,0.00120761
-5.65782891,0.01091109,0.00681324,0.00696766,0.00004001,0.00553375,0.00015068,0.00160873
-5.65182591,0.01453929,0.00915172,0.00929909,0.00005281,0.00740512,0.00019901,0.00212804
-5.64582291,0.01924047,0.01220853,0.01232523,0.00006922,0.00984129,0.00026098,0.00279525
-5.63981991,0.02528657,0.01617474,0.01622387,0.00009008,0.01298923,0.00033984,0.00364598
-5.63381691,0.03300437,0.02128270,0.02120914,0.00011639,0.01702660,0.00043943,0.00472248
-5.62781391,0.04278241,0.02781206,0.02753626,0.00014932,0.02216613,0.00056421,0.00607428
-5.62181091,0.05507790,0.03609603,0.03550625,0.00019021,0.02865972,0.00071936,0.00775890
-5.61580790,0.07042293,0.04652728,0.04547028,0.00024058,0.03680255,0.00091081,0.00984231
-5.60980490,0.08942976,0.05956355,0.05783339,0.00030214,0.04693661,0.00114521,0.01239930
-5.60380190,0.11279468,0.07573229,0.07305730,0.00037679,0.05945352,0.00143001,0.01551368
-5.59779890,0.14129983,0.09563403,0.09166187,0.00046656,0.07479626,0.00177338,0.01927814
-5.59179590,0.17581246,0.11994390,0.11422487,0.00057369,0.09345953,0.00218420,0.02379384
-5.58579290,0.21728107,0.14941083,0.14137955,0.00070047,0.11598824,0.00267198,0.02916969
-5.57978989,0.26672786,0.18485384,0.17380984,0.00084933,0.14297389,0.00324670,0.03552120
-5.57378689,0.32523703,0.22715486,0.21224253,0.00102269,0.17504840,0.00391874,0.04296893
-5.56778389,0.39393854,0.27724766,0.25743640,0.00122293,0.21287515,0.00469865,0.05163657
-5.56178089,0.47398722,0.33610252,0.31016796,0.00145235,0.25713704,0.00559697,0.06164866
-5.55577789,0.56653708,0.40470626,0.37121388,0.00171303,0.30852135,0.00662398,0.07312792
-5.54977489,0.67271115,0.48403775,0.44133009,0.00200682,0.36770160,0.00778949,0.08619240
-5.54377189,0.79356739,0.57503899,0.52122797,0.00233517,0.43531654,0.00910258,0.10095241
-5.53776888,0.93006127,0.67858214,0.61154811,0.00269912,0.51194659,0.01057134,0.11750742
-5.53176588,1.08300630,0.79543335,0.71283229,0.00309919,0.59808847,0.01220268,0.13594300
-5.52576288,1.25303369,0.92621421,0.82549468,0.00353529,0.69412869,0.01400211,0.15632801
-5.51975988,1.44055273,1.07136230,0.94979329,0.00400670,0.80031688,0.01597361,0.17871207
-5.51375688,1.64571359,1.23109230,1.08580299,0.00451202,0.91674008,0.01811949,0.20312353
-5.50775388,1.86837432,1.40535933,1.23339119,0.00504916,1.04329924,0.02044040,0.22956788
-5.50175088,2.10807383,1.59382658,1.39219781,0.00561534,1.17968912,0.02293528,0.25802690
-5.49574787,2.36401245,1.79583891,1.56162056,0.00620714,1.32538293,0.02560142,0.28845830
-5.48974487,2.63504153,2.01040449,1.74080672,0.00682053,1.47962284,0.02843461,0.32079602
-5.48374187,2.91966317,2.23618600,1.92865250,0.00745101,1.64141736,0.03142924,0.35495102
-5.47773887,3.21604071,2.47150272,2.12381025,0.00809365,1.80954631,0.03457847,0.39081256
-5.47173587,3.52202021,2.71434467,2.32470424,0.00874324,1.98257392,0.03787434,0.42824964
-5.46573287,3.83516263,2.96239903,2.52955452,0.00939443,2.15887008,0.04130793,0.46711268
-5.45972986,4.15278583,3.21308886,2.73640863,0.01004182,2.33663950,0.04486942,0.50723504
-5.45372686,4.47201517,3.46362352,2.94318007,0.01068012,2.51395806,0.04854809,0.54843441
-5.44772386,4.78984094,3.71105928,3.14769241,0.01130425,2.68881530,0.05233223,0.59051381
-5.44172086,5.10318071,3.95236853,3.34772757,0.01190942,2.85916169,0.05620904,0.63326234
-5.43571786,5.40894436,4.18451514,3.54107626,0.01249120,3.02295891,0.06016431,0.67645540
-5.42971486,5.70409972,4.40453334,3.72558914,0.01304560,3.17823149,0.06418218,0.71985475
-5.42371186,5.98573653,4.60960725,3.89922650,0.01356902,3.32311766,0.06824474,0.76320844
-5.41770885,6.25112707,4.79714798,4.06010503,0.01405829,3.45591764,0.07233166,0.80625084
-5.41170585,6.49778175,4.96486556,4.20653990,0.01451059,3.57513754,0.07641990,0.84870323
-5.40570285,6.72349856,5.11083289,4.33708114,0.01492344,3.67952732,0.08048335,0.89027506
-5.39969985,6.92640563,5.23353949,4.45054326,0.01529460,3.76811149,0.08449274,0.93066652
-5.39369685,7.10499656,5.33193319,4.54602763,0.01562199,3.84021167,0.08841563,0.96957251
-5.38769385,7.25815843,5.40544847,4.62293728,0.01590366,3.89546033,0.09221662,1.00668849
-5.38169085,7.38519278,5.45402072,4.68098447,0.01613774,3.93380568,0.09585779,1.04171810
-5.37568784,7.48582987,5.47808629,4.72019108,0.01632237,3.95550773,0.09929941,1.07438290
-5.36968484,7.56023658,5.47856876,4.74088264,0.01645574,3.96112594,0.10250084,1.10443381
-5.36368184,7.60901824,5.45685209,4.74367645,0.01653614,3.95149939,0.10542170,1.13166400
-5.35767884,7.63321436,5.41474214,4.72946452,0.01656196,3.92771999,0.10802319,1.15592290
-5.35167584,7.63428824,5.35441781,4.69939202,0.01653183,3.89110012,0.11026954,1.17713034
-5.34567284,7.61410990,5.27837362,4.65483173,0.01644474,3.84313538,0.11212949,1.19529030
-5.33966983,7.57493166,5.18935546,4.59735488,0.01630015,3.78546383,0.11357778,1.21050327
-5.33366683,7.51935572,5.09029126,4.52869885,0.01609816,3.71982255,0.11459644,1.22297621
-5.32766383,7.45029282,4.98421842,4.45073188,0.01583962,3.64800257,0.11517596,1.23302934
-5.32166083,7.37091144,4.87420973,4.36541507,0.01552627,3.57180330,0.11531609,1.24109888
-5.31565783,7.28457715,4.76329924,4.27476197,0.01516087,3.49298715,0.11502633,1.24773501
-5.30965483,7.19478222,4.65441005,4.18079607,0.01474719,3.41323551,0.11432603,1.25359473
-5.30365183,7.10506642,4.55028516,4.08550682,0.01429014,3.33410702,0.11324406,1.25942931
-5.29764882,7.01893017,4.45342328,3.99080491,0.01379565,3.25699903,0.11181799,1.26606650
-5.29164582,6.93974242,4.36602087,3.89847775,0.01327067,3.18311333,0.11009304,1.27438782
-5.28564282,6.87064595,4.28992201,3.81014647,0.01272301,3.11342730,0.10812049,1.28530165
-5.27963982,6.81446362,4.22657757,3.72722579,0.01216124,3.04867128,0.10595600,1.29971308
-5.27363682,6.77360929,4.17701489,3.65088838,0.01159444,2.98931326,0.10365762,1.31849167
-5.26763382,6.75000755,4.14181924,3.58203516,0.01103200,2.93555167,0.10128379,1.34243841
-5.26163082,6.74502614,4.12112791,3.52127329,0.01048343,2.88731681,0.09889131,1.37225348
-5.25562781,6.75942482,4.11463765,3.46890296,0.00995806,2.84428132,0.09653348,1.40850594
-5.24962481,6.79332365,4.12162538,3.42491410,0.00946483,2.80587965,0.09425840,1.45160711
-5.24362181,6.84619305,4.14098215,3.38899365,0.00901212,2.77133613,0.09210755,1.50178853
-5.23761881,6.91686678,4.17125930,3.36054349,0.00860748,2.73970085,0.09011475,1.55908578
-5.23161581,7.00357794,4.21072552,3.33870868,0.00825754,2.70989211,0.08830542,1.62332877
-5.22561281,7.10401702,4.25743292,3.32241502,0.00796784,2.68074397,0.08669630,1.69413907
-5.21960980,7.21540962,4.30928969,3.31041458,0.00774279,2.65105684,0.08529544,1.77093432
-5.21360680,7.33461080,4.36413658,3.30133725,0.00758560,2.61964925,0.08410267,1.85293963
-5.20760380,7.45821178,4.41982430,3.29374615,0.00749829,2.58540836,0.08311022,1.93920539
-5.20160080,7.58265437,4.47428874,3.28619451,0.00748172,2.54733723,0.08230366,2.02863078
-5.19559780,7.70434825,4.52562086,3.27728144,0.00753562,2.50459674,0.08166300,2.11999191
-5.18959480,7.81978584,4.57212883,3.26570434,0.00765872,2.45654035,0.08116390,2.21197357
-5.18359180,7.92565032,4.61238974,3.25030561,0.00784885,2.40274045,0.08077892,2.30320315
-5.17758879,8.01891236,4.64528929,3.23011195,0.00810300,2.34300514,0.08047873,2.39228562
-5.17158579,8.09691234,4.67004827,3.20436480,0.00841753,2.27738527,0.08023327,2.47783821
-5.16558279,8.15742546,4.68623530,3.17254109,0.00878822,2.20617148,0.08001284,2.55852383
-5.15957979,8.19870845,4.69376616,3.13436383,0.00921046,2.12988209,0.07978902,2.63308196
-5.15357679,8.21952729,4.69289052,3.08980294,0.00967937,2.04924259,0.07953544,2.70035660
-5.14757379,8.21916674,4.68416762,3.03906675,0.01018989,1.96515821,0.07922842,2.75932038
-5.14157079,8.19742295,4.66843275,2.98258537,0.01073696,1.87868112,0.07884751,2.80909457
-5.13556778,8.15458136,4.64675683,2.92098733,0.01131562,1.79097402,0.07837581,2.84896485
-5.12956478,8.09138248,4.62040137,2.85507094,0.01192112,1.70327181,0.07780026,2.87839279
-5.12356178,8.00897839,4.59077115,2.78577216,0.01254902,1.61684321,0.07711176,2.89702313
-5.11755878,7.90888278,4.55936675,2.71413060,0.01319534,1.53295363,0.07630527,2.90468708
-5.11155578,7.79291718,4.52773859,2.64125497,0.01385661,1.45283079,0.07537978,2.90140201
-5.10555278,7.66315564,4.49744411,2.56828957,0.01452998,1.37763386,0.07433830,2.88736765
-5.09954977,7.52186981,4.47000860,2.49638253,0.01521325,1.30842691,0.07318764,2.86295924
-5.09354677,7.37147541,4.44689044,2.42665677,0.01590492,1.24615692,0.07193832,2.82871779
-5.08754377,7.21448122,4.42945045,2.36018396,0.01660419,1.19163653,0.07060428,2.78533767
-5.08154077,7.05344042,4.41892512,2.29796182,0.01731094,1.14553116,0.06920256,2.73365175
-5.07553777,6.89090461,4.41640303,2.24089453,0.01802564,1.10835026,0.06775292,2.67461416
-5.06953477,6.72937979,4.42280370,2.18977631,0.01874925,1.08044218,0.06627738,2.60928104
-5.06353177,6.57128410,4.43885827,2.14527767,0.01948306,1.06199211,0.06479971,2.53878922
-5.05752876,6.41890695,4.46509140,2.10793426,0.02022849,1.05302264,0.06334477,2.46433328
-5.05152576,6.27436923,4.50180417,2.07813794,0.02098684,1.05339645,0.06193790,2.38714123
-5.04552276,6.13958486,4.54905815,2.05613002,0.02175905,1.06282094,0.06060422,2.30844935
-5.03951976,6.01622411,4.60666112,2.04199663,0.02254542,1.08085454,0.05936788,2.22947651
-5.03351676,5.90567957,4.67415530,2.03566634,0.02334534,1.10691462,0.05825137,2.15139884
-5.02751376,5.80903582,4.75080942,2.03691022,0.02415701,1.14028723,0.05727484,2.07532521
-5.02151076,5.72704429,4.83561586,2.04534473,0.02497724,1.18013863,0.05645550,2.00227436
-5.01550775,5.66010471,4.92729452,2.06043764,0.02580124,1.22552892,0.05580708,1.93315435
-5.00950475,5.60825460,5.02430462,2.08151739,0.02662256,1.27542783,0.05533942,1.86874503
-5.00350175,5.57116789,5.12486577,2.10778599,0.02743305,1.32873284,0.05505822,1.80968404
-4.99749875,5.54816378,5.22698873,2.13833558,0.02822291,1.38428950,0.05496486,1.75645684
-4.99149575,5.53822590,5.32851619,2.17216850,0.02898086,1.44091383,0.05505641,1.70939106
-4.98549275,5.54003186,5.42717299,2.20822043,0.02969445,1.49741636,0.05532579,1.66865519
-4.97948974,5.55199228,5.52062456,2.24538613,0.03035035,1.55262733,0.05576200,1.63426167
-4.97348674,5.57229800,5.60654175,2.28254680,0.03093481,1.60542226,0.05635047,1.60607396
-4.96748374,5.59897368,5.68266961,2.31859833,0.03143415,1.65474704,0.05707351,1.58381723
-4.96148074,5.62993554,5.74689720,2.35247904,0.03183530,1.69964168,0.05791080,1.56709213
-4.95547774,5.66305080,5.79732534,2.38319610,0.03212633,1.73926170,0.05883987,1.55539097
-4.94947474,5.69619629,5.83232895,2.40984927,0.03229699,1.77289616,0.05983667,1.54811557
-4.94347174,5.72731391,5.85061099,2.43165119,0.03233920,1.79998169,0.06087598,1.54459622
-4.93746873,5.75446073,5.85124529,2.44794323,0.03224751,1.82011171,0.06193197,1.54411096
-4.93146573,5.77585214,5.83370616,2.45820661,0.03201939,1.83304051,0.06297856,1.54590467
-4.92546273,5.78989670,5.79788317,2.46206823,0.03165552,1.83868193,0.06398983,1.54920754
-4.91945973,5.79522232,5.74408080,2.45930157,0.03115992,1.83710294,0.06494043,1.55325252
-4.91345673,5.79069348,5.67300292,2.44982273,0.03053991,1.82851221,0.06580583,1.55729141
-4.90745373,5.77542022,5.58572334,2.43368228,0.02980606,1.81324459,0.06656273,1.56060968
-4.90145073,5.74875960,5.48364429,2.41105380,0.02897194,1.79174224,0.06718937,1.56253972
-4.89544772,5.71031111,5.36844513,2.38221982,0.02805381,1.76453334,0.06766588,1.56247259
-4.88944472,5.65990731,5.24202434,2.34755636,0.02707017,1.73220972,0.06797471,1.55986838
-4.88344172,5.59760124,5.10643788,2.30751675,0.02604136,1.69540428,0.06810099,1.55426502
-4.87743872,5.52365190,4.96383695,2.26261583,0.02498896,1.65476957,0.06803301,1.54528572
-4.87143572,5.43850904,4.81640822,2.21341511,0.02393529,1.61095822,0.06776268,1.53264485
-4.86543272,5.34279803,4.66631903,2.16050934,0.02290287,1.56460631,0.06728599,1.51615231
-4.85942971,5.23730519,4.51566957,2.10451490,0.02191381,1.51631999,0.06660347,1.49571613
-4.85342671,5.12296392,4.36645352,2.04606000,0.02098934,1.46666588,0.06572053,1.47134330
-4.84742371,5.00084116,4.22052771,1.98577656,0.02014936,1.41616529,0.06464781,1.44313853
-4.84142071,4.87212384,4.07959103,1.92429359,0.01941193,1.36529198,0.06340134,1.41130094
-4.83541771,4.73810453,3.94517176,1.86223152,0.01879296,1.31447318,0.06200259,1.37611840
-4.82941471,4.60016573,3.81862243,1.80019717,0.01830587,1.26409323,0.06047836,1.33795972
-4.82341171,4.45976184,3.70112050,1.73877887,0.01796136,1.21449911,0.05886044,1.29726452
-4.81740870,4.31839852,3.59367320,1.67854137,0.01776717,1.16600703,0.05718510,1.25453116
-4.81140570,4.17760893,3.49712472,1.62002029,0.01772801,1.11890933,0.05549239,1.21030274
-4.80540270,4.03892695,3.41216394,1.56371592,0.01784546,1.07348076,0.05382525,1.16515191
-4.79939970,3.90385771,3.33933137,1.51008657,0.01811799,1.02998363,0.05222841,1.11966460
-4.79339670,3.77384602,3.27902392,1.45954139,0.01854099,0.98867104,0.05074722,1.07442346
-4.78739370,3.65024373,3.23149712,1.41243327,0.01910694,0.94978811,0.04942632,1.02999159
-4.78139070,3.53427731,3.19686437,1.36905206,0.01980556,0.91357075,0.04830829,0.98689701
-4.77538769,3.42701693,3.17509357,1.32961863,0.02062402,0.88024215,0.04743228,0.94561869
-4.76938469,3.32934865,3.16600191,1.29428045,0.02154729,0.85000727,0.04683265,0.90657442
-4.76338169,3.24195112,3.16924995,1.26310895,0.02255842,0.82304556,0.04653781,0.87011122
-4.75737869,3.16527812,3.18433628,1.23609927,0.02363891,0.79950269,0.04656903,0.83649840
-4.75137569,3.09954811,3.21059437,1.21317262,0.02476916,0.77948173,0.04693964,0.80592359
-4.74537269,3.04474160,3.24719307,1.19418145,0.02592882,0.76303469,0.04765431,0.77849179
-4.73936968,3.00060668,3.29314231,1.17891736,0.02709725,0.75015508,0.04870865,0.75422738
-4.73336668,2.96667299,3.34730487,1.16712169,0.02825393,0.74077209,0.05008913,0.73307881
-4.72736368,2.94227358,3.40841519,1.15849829,0.02937884,0.73474716,0.05177321,0.71492581
-4.72136068,2.92657406,3.47510548,1.15272811,0.03045287,0.73187319,0.05372991,0.69958855
-4.71535768,2.91860790,3.54593880,1.14948490,0.03145809,0.73187685,0.05592051,0.68683848
-4.70935468,2.91731638,3.61944852,1.14845132,0.03237808,0.73442401,0.05829967,0.67641015
-4.70335168,2.92159178,3.69418274,1.14933468,0.03319812,0.73912817,0.06081671,0.66801365
-4.69734867,2.93032170,3.76875213,1.15188154,0.03390541,0.74556171,0.06341711,0.66134712
-4.69134567,2.94243290,3.84187896,1.15589036,0.03448917,0.75326939,0.06604415,0.65610881
-4.68534267,2.95693260,3.91244506,1.16122160,0.03494072,0.76178352,0.06864069,0.65200837
-4.67933967,2.97294557,3.97953626,1.16780457,0.03525354,0.77064016,0.07115087,0.64877696
-4.67333667,2.98974546,4.04248085,1.17564074,0.03542325,0.77939541,0.07352190,0.64617589
-4.66733367,3.00677883,4.10087986,1.18480301,0.03544760,0.78764114,0.07570561,0.64400361
-4.66133067,3.02368115,4.15462712,1.19543108,0.03532648,0.79501928,0.07765994,0.64210089
-4.65532766,3.04028381,4.20391775,1.20772280,0.03506179,0.80123395,0.07935013,0.64035414
-4.64932466,3.05661204,4.24924393,1.22192186,0.03465745,0.80606094,0.08074967,0.63869684
-4.64332166,3.07287383,4.29137786,1.23830230,0.03411933,0.80935399,0.08184093,0.63710917
-4.63731866,3.08944026,4.33134191,1.25715034,0.03345515,0.81104760,0.08261542,0.63561595
-4.63131566,3.10681824,4.37036713,1.27874438,0.03267446,0.81115638,0.08307378,0.63428293
-4.62531266,3.12561679,4.40984149,1.30333405,0.03178851,0.80977086,0.08322541,0.63321183
-4.61930965,3.14650850,4.45125006,1.33111914,0.03081019,0.80705023,0.08308771,0.63253410
-4.61330665,3.17018762,4.49610934,1.36222949,0.02975382,0.80321217,0.08268517,0.63240378
-4.60730365,3.19732685,4.54589870,1.39670680,0.02863507,0.79852056,0.08204815,0.63298968
-4.60130065,3.22853465,4.60199165,1.43448922,0.02747068,0.79327152,0.08121154,0.63446702
-4.59529765,3.26431469,4.66558978,1.47539952,0.02627824,0.78777852,0.08021321,0.63700901
-4.58929465,3.30502947,4.73766200,1.51913766,0.02507588,0.78235723,0.07909259,0.64077827
-4.58329165,3.35086923,4.81889147,1.56527795,0.02388195,0.77731083,0.07788906,0.64591870
-4.57728864,3.40182769,4.90963218,1.61327143,0.02271459,0.77291627,0.07664059,0.65254769
-4.57128564,3.45768516,5.00987655,1.66245323,0.02159137,0.76941208,0.07538242,0.66074905
-4.56528264,3.51799986,5.11923520,1.71205490,0.02052884,0.76698810,0.07414593,0.67056684
-4.55927964,3.58210743,5.23692906,1.76122126,0.01954211,0.76577753,0.07295773,0.68200016
-4.55327664,3.64912855,5.36179412,1.80903109,0.01864443,0.76585133,0.07183894,0.69499909
-4.54727364,3.71798423,5.49229805,1.85452100,0.01784678,0.76721514,0.07080476,0.70946199
-4.54127064,3.78741802,5.62656811,1.89671147,0.01715760,0.76980870,0.06986426,0.72523411
-4.53526763,3.85602418,5.76242907,1.93463400,0.01658243,0.77350765,0.06902035,0.74210769
-4.52926463,3.92228088,5.89745005,1.96735846,0.01612378,0.77812748,0.06827005,0.75982361
-4.52326163,3.98458719,6.02899879,1.99401947,0.01578100,0.78342944,0.06760489,0.77807464
-4.51725863,4.04130271,6.15430195,2.01384089,0.01555028,0.78912819,0.06701146,0.79651021
-4.51125563,4.09078881,6.27051005,2.02615759,0.01542475,0.79490080,0.06647220,0.81474286
-4.50525263,4.13145028,6.37476566,2.03043368,0.01539465,0.80039692,0.06596613,0.83235607
-4.49924962,4.16177639,6.46427345,2.02627688,0.01544769,0.80524964,0.06546981,0.84891362
-4.49324662,4.18038060,6.53637061,2.01344834,0.01556939,0.80908704,0.06495829,0.86397013
-4.48724362,4.18603784,6.58859654,1.99186814,0.01574357,0.81154378,0.06440602,0.87708260
-4.48124062,4.17771881,6.61876013,1.96161612,0.01595290,0.81227273,0.06378785,0.88782277
-4.47523762,4.15462042,6.62500324,1.92292858,0.01617944,0.81095620,0.06307996,0.89578983
-4.46923462,4.11619189,6.60585897,1.87619091,0.01640530,0.80731652,0.06226070,0.90062316
-4.46323162,4.06215586,6.56030314,1.82192682,0.01661317,0.80112575,0.06131144,0.90201473
-4.45722861,3.99252397,6.48779734,1.76078459,0.01678697,0.79221412,0.06021722,0.89972060
-4.45122561,3.90760652,6.38832236,1.69352103,0.01691237,0.78047718,0.05896741,0.89357116
-4.44522261,3.80801591,6.26240040,1.62098379,0.01697725,0.76588124,0.05755613,0.88347973
-4.43921961,3.69466359,6.11110532,1.54409252,0.01697212,0.74846701,0.05598262,0.86944903
-4.43321661,3.56875051,5.93605990,1.46381979,0.01689042,0.72835138,0.05425143,0.85157535
-4.42721361,3.43175118,5.73941998,1.38117197,0.01672875,0.70572714,0.05237245,0.83005011
-4.42121061,3.28539169,5.52384543,1.29717090,0.01648693,0.68086075,0.05036084,0.80515880
-4.41520760,3.13162209,5.29245857,1.21283651,0.01616802,0.65408816,0.04823675,0.77727723
-4.40920460,2.97258393,5.04879103,1.12917105,0.01577820,0.62580885,0.04602497,0.74686524
-4.40320160,2.81057371,4.79672054,1.04714480,0.01532655,0.59647822,0.04375444,0.71445810
-4.39719860,2.64800325,4.54039936,0.96768380,0.01482480,0.56659865,0.04145760,0.68065592
-4.39119560,2.48735789,4.28417641,0.89165942,0.01428689,0.53670942,0.03916978,0.64611142
-4.38519260,2.33115373,4.03251526,0.81987988,0.01372862,0.50737583,0.03692839,0.61151646
-4.37918959,2.18189462,3.78991009,0.75308355,0.01316714,0.47917784,0.03477219,0.57758785
-4.37318659,2.04203005,3.56080172,0.69193394,0.01262050,0.45269842,0.03274043,0.54505276
-4.36718359,1.91391444,3.34949539,0.63701606,0.01210712,0.42851193,0.03087212,0.51463419
-4.36118059,1.79976851,3.16008194,0.58883400,0.01164533,0.40717284,0.02920518,0.48703679
-4.35517759,1.70164303,2.99636344,0.54780927,0.01125287,0.38920470,0.02777572,0.46293324
-4.34917459,1.62138527,2.86178414,0.51427977,0.01094646,0.37508977,0.02661732,0.44295150
-4.34317159,1.56060798,2.75936730,0.48849903,0.01074140,0.36525928,0.02576037,0.42766292
-4.33716858,1.52066120,2.69165806,0.47063544,0.01065117,0.36008432,0.02523141,0.41757129
-4.33116558,1.50260658,2.66067267,0.46077146,0.01068713,0.35986753,0.02505263,0.41310296
-4.32516258,1.50719427,2.66785399,0.45890248,0.01085823,0.36483554,0.02524132,0.41459788
-4.31915958,1.53484260,2.71403356,0.46493564,0.01117080,0.37513228,0.02580943,0.42230162
-4.31315658,1.58562060,2.79940063,0.47868837,0.01162836,0.39081313,0.02676319,0.43635845
-4.30715358,1.65923390,2.92347860,0.49988716,0.01223150,0.41184023,0.02810278,0.45680553
