energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.88594297,2.72212142,0.05277828,0.14293912,0.52691417,0.52538590,0.05303526,0.93390955,0.73670737,0.51628114
-5.87993997,2.72947504,0.05320953,0.13761540,0.52421928,0.54414240,0.05503107,0.94370663,0.72003467,0.50950029
-5.87393697,2.73344173,0.05374834,0.13190850,0.52108091,0.56217554,0.05683354,0.95249851,0.70245064,0.50231991
-5.86793397,2.73357303,0.05438141,0.12587840,0.51750016,0.57919267,0.05839667,0.96004396,0.68408208,0.49475587
-5.86193097,2.72942369,0.05509154,0.11958767,0.51347072,0.59489787,0.05967918,0.96609799,0.66504928,0.48682116
-5.85592796,2.72056362,0.05585772,0.11310045,0.50897923,0.60899924,0.06064573,0.97041816,0.64546434,0.47852545
-5.84992496,2.70659005,0.05665543,0.10648124,0.50400596,0.62121660,0.06126786,0.97277105,0.62542995,0.46987466
-5.84392196,2.68713979,0.05745710,0.09979379,0.49852598,0.63128910,0.06152485,0.97293884,0.60503851,0.46087100
-5.83791896,2.66190117,0.05823272,0.09309996,0.49251052,0.63898263,0.06140423,0.97072575,0.58437165,0.45151311
-5.83191596,2.63062509,0.05895062,0.08645868,0.48592874,0.64409654,0.06090204,0.96596407,0.56350024,0.44179667
-5.82591296,2.59313506,0.05957833,0.07992498,0.47874958,0.64646972,0.06002283,0.95851957,0.54248488,0.43171514
-5.81990995,2.54933561,0.06008358,0.07354912,0.47094383,0.64598543,0.05877936,0.94829614,0.52137670,0.42126091
-5.81390695,2.49921880,0.06043529,0.06737596,0.46248609,0.64257506,0.05719206,0.93523945,0.50021867,0.41042650
-5.80790395,2.44286862,0.06060465,0.06144437,0.45335676,0.63622034,0.05528821,0.91933949,0.47904709,0.39920602
-5.80190095,2.38046288,0.06056608,0.05578691,0.44354375,0.62695418,0.05310101,0.90063185,0.45789345,0.38759654
-5.79589795,2.31227263,0.06029812,0.05042967,0.43304398,0.61485996,0.05066839,0.87919779,0.43678626,0.37559955
-5.78989495,2.23865899,0.05978425,0.04539225,0.42186449,0.60006931,0.04803180,0.85516298,0.41575305,0.36322220
-5.78389195,2.16006746,0.05901346,0.04068792,0.41002322,0.58275855,0.04523490,0.82869501,0.39482214,0.35047835
-5.77788894,2.07701992,0.05798067,0.03632398,0.39754934,0.56314392,0.04232229,0.79999981,0.37402436,0.33738941
-5.77188594,1.99010462,0.05668698,0.03230218,0.38448319,0.54147575,0.03933827,0.76931702,0.35339438,0.32398479
-5.76588294,1.89996441,0.05513961,0.02861929,0.37087581,0.51803180,0.03632566,0.73691458,0.33297176,0.31030205
-5.75987994,1.80728385,0.05335169,0.02526771,0.35678813,0.49311011,0.03332485,0.70308272,0.31280160,0.29638673
-5.75387694,1.71277538,0.05134185,0.02223619,0.34228992,0.46702158,0.03037289,0.66812753,0.29293474,0.28229178
-5.74787394,1.61716540,0.04913361,0.01951048,0.32745846,0.44008252,0.02750286,0.63236446,0.27342755,0.26807680
-5.74187094,1.52118043,0.04675461,0.01707413,0.31237716,0.41260743,0.02474339,0.59611185,0.25434137,0.25380693
-5.73586793,1.42553408,0.04423576,0.01490907,0.29713406,0.38490232,0.02211836,0.55968478,0.23574157,0.23955163
-5.72986493,1.33091501,0.04161029,0.01299637,0.28182042,0.35725866,0.01964683,0.52338942,0.21769632,0.22538335
-5.72386193,1.23797653,0.03891283,0.01131676,0.26652935,0.32994818,0.01734306,0.48751810,0.20027525,0.21137608
-5.71785893,1.14732775,0.03617838,0.00985119,0.25135465,0.30321862,0.01521680,0.45234502,0.18354795,0.19760400
-5.71185593,1.05952678,0.03344147,0.00858127,0.23638979,0.27729046,0.01327355,0.41812300,0.16758245,0.18414017
-5.70585293,0.97507586,0.03073532,0.00748971,0.22172706,0.25235475,0.01151506,0.38508100,0.15244386,0.17105535
-5.69984992,0.89441840,0.02809110,0.00656055,0.20745698,0.22857188,0.00993981,0.35342257,0.13819306,0.15841699
-5.69384692,0.81793797,0.02553735,0.00577945,0.19366784,0.20607135,0.00854355,0.32332518,0.12488569,0.14628835
-5.68784392,0.74595887,0.02309952,0.00513383,0.18044534,0.18495235,0.00731983,0.29494026,0.11257132,0.13472791
-5.68184092,0.67874813,0.02079967,0.00461297,0.16787245,0.16528516,0.00626059,0.26839399,0.10129298,0.12378880
-5.67583792,0.61651860,0.01865624,0.00420804,0.15602917,0.14711309,0.00535662,0.24378847,0.09108689,0.11351857
-5.66983492,0.55943284,0.01668407,0.00391208,0.14499232,0.13045493,0.00459802,0.22120343,0.08198247,0.10395893
-5.66383192,0.50760740,0.01489439,0.00371994,0.13483538,0.11530770,0.00397465,0.20069810,0.07400261,0.09514571
-5.65782891,0.46111723,0.01329498,0.00362816,0.12562802,0.10164961,0.00347636,0.18231314,0.06716402,0.08710878
-5.65182591,0.41999986,0.01189039,0.00363483,0.11743563,0.08944306,0.00309335,0.16607262,0.06147779,0.07987209
-5.64582291,0.38425918,0.01068223,0.00373939,0.11031865,0.07863760,0.00281627,0.15198575,0.05694989,0.07345364
-5.63981991,0.35386847,0.00966940,0.00394243,0.10433167,0.06917270,0.00263636,0.14004841,0.05358174,0.06786540
-5.63381691,0.32877269,0.00884845,0.00424545,0.09952235,0.06098032,0.00254553,0.13024436,0.05137060,0.06311330
-5.62781391,0.30888986,0.00821379,0.00465060,0.09593026,0.05398718,0.00253626,0.12254602,0.05030995,0.05919698
-5.62181091,0.29411160,0.00775803,0.00516039,0.09358548,0.04811671,0.00260164,0.11691497,0.05038952,0.05610964
-5.61580790,0.28430277,0.00747217,0.00577745,0.09250719,0.04329068,0.00273519,0.11330200,0.05159531,0.05383774
-5.60980490,0.27930054,0.00734578,0.00650420,0.09270220,0.03943046,0.00293078,0.11164694,0.05390926,0.05236072
-5.60380190,0.27891289,0.00736721,0.00734255,0.09416356,0.03645800,0.00318247,0.11187813,0.05730877,0.05165072
-5.59779890,0.28291689,0.00752366,0.00829365,0.09686928,0.03429647,0.00348437,0.11391185,0.06176606,0.05167229
-5.59179590,0.29105691,0.00780135,0.00935760,0.10078123,0.03287077,0.00383048,0.11765162,0.06724739,0.05238228
-5.58579290,0.30304320,0.00818556,0.01053320,0.10584435,0.03210768,0.00421462,0.12298754,0.07371214,0.05372972
-5.57978989,0.31855089,0.00866078,0.01181770,0.11198622,0.03193599,0.00463026,0.12979581,0.08111194,0.05565597
-5.57378689,0.33721989,0.00921073,0.01320666,0.11911697,0.03228647,0.00507052,0.13793851,0.08938976,0.05809500
-5.56778389,0.35865565,0.00981858,0.01469376,0.12712974,0.03309176,0.00552809,0.14726372,0.09847913,0.06097390
-5.56178089,0.38243122,0.01046702,0.01627070,0.13590158,0.03428632,0.00599527,0.15760601,0.10830351,0.06421366
-5.55577789,0.40809048,0.01113848,0.01792717,0.14529483,0.03580631,0.00646403,0.16878748,0.11877587,0.06773018
-5.54977489,0.43515266,0.01181538,0.01965082,0.15515908,0.03758957,0.00692608,0.18061920,0.12979853,0.07143546
-5.54377189,0.46311815,0.01248031,0.02142733,0.16533344,0.03957567,0.00737303,0.19290322,0.14126328,0.07523915
-5.53776888,0.49147546,0.01311642,0.02324054,0.17564941,0.04170597,0.00779651,0.20543497,0.15305181,0.07905009
-5.53176588,0.51970907,0.01370767,0.02507260,0.18593385,0.04392387,0.00818843,0.21800611,0.16503658,0.08277815
-5.52576288,0.54730809,0.01423918,0.02690419,0.19601242,0.04617504,0.00854111,0.23040768,0.17708189,0.08633606
-5.51975988,0.57377531,0.01469757,0.02871480,0.20571302,0.04840776,0.00884754,0.24243356,0.18904536,0.08964123
-5.51375688,0.59863648,0.01507129,0.03048306,0.21486930,0.05057333,0.00910156,0.25388397,0.20077980,0.09261760
-5.50775388,0.62144933,0.01535086,0.03218710,0.22332412,0.05262647,0.00929804,0.26456909,0.21213526,0.09519730
-5.50175088,0.64181225,0.01552919,0.03380491,0.23093284,0.05452581,0.00943309,0.27431256,0.22296142,0.09732207
-5.49574787,0.65937214,0.01560171,0.03531480,0.23756633,0.05623432,0.00950414,0.28295481,0.23311022,0.09894458
-5.48974487,0.67383134,0.01556655,0.03669583,0.24311366,0.05771978,0.00951009,0.29035620,0.24243862,0.10002930
-5.48374187,0.68495340,0.01542454,0.03792824,0.24748435,0.05895521,0.00945130,0.29639968,0.25081156,0.10055315
-5.47773887,0.69256760,0.01517927,0.03899394,0.25061018,0.05991922,0.00932966,0.30099325,0.25810493,0.10050578
-5.47173587,0.69657210,0.01483692,0.03987690,0.25244660,0.06059637,0.00914851,0.30407179,0.26420857,0.09988948
-5.46573287,0.69693574,0.01440620,0.04056364,0.25297354,0.06097747,0.00891259,0.30559864,0.26902919,0.09871885
-5.45972986,0.69369862,0.01389807,0.04104358,0.25219586,0.06105979,0.00862793,0.30556656,0.27249315,0.09702008
-5.45372686,0.68697137,0.01332554,0.04130941,0.25014332,0.06084723,0.00830169,0.30399833,0.27454906,0.09483009
-5.44772386,0.67693348,0.01270340,0.04135741,0.24687015,0.06035046,0.00794203,0.30094693,0.27516992,0.09219539
-5.44172086,0.66383058,0.01204791,0.04118765,0.24245426,0.05958695,0.00755795,0.29649528,0.27435509,0.08917086
-5.43571786,0.64797104,0.01137654,0.04080423,0.23699618,0.05858100,0.00715907,0.29075560,0.27213155,0.08581841
-5.42971486,0.62972195,0.01070772,0.04021531,0.23061764,0.05736367,0.00675554,0.28386844,0.26855487,0.08220565
-5.42371186,0.60950449,0.01006059,0.03943315,0.22346005,0.05597270,0.00635785,0.27600137,0.26370935,0.07840459
-5.41770885,0.58778907,0.00945483,0.03847399,0.21568264,0.05445232,0.00597669,0.26734736,0.25770769,0.07449037
-5.41170585,0.56509003,0.00891051,0.03735790,0.20746054,0.05285307,0.00562287,0.25812285,0.25068990,0.07054013
-5.40570285,0.54196002,0.00844796,0.03610849,0.19898264,0.05123146,0.00530725,0.24856544,0.24282161,0.06663198
-5.39969985,0.51898414,0.00808775,0.03475252,0.19044931,0.04964963,0.00504060,0.23893138,0.23429159,0.06284411
-5.39369685,0.49677364,0.00785059,0.03331947,0.18206993,0.04817489,0.00483364,0.22949260,0.22530876,0.05925397
-5.38769385,0.47595919,0.00775736,0.03184100,0.17406023,0.04687913,0.00469691,0.22053342,0.21609854,0.05593762
-5.38169085,0.45718355,0.00782901,0.03035033,0.16663950,0.04583818,0.00464082,0.21234685,0.20689868,0.05296908
-5.37568784,0.44109359,0.00808656,0.02888162,0.16002744,0.04513096,0.00467550,0.20523042,0.19795460,0.05041975
-5.36968484,0.42833144,0.00855094,0.02746925,0.15444088,0.04483852,0.00481082,0.19948166,0.18951445,0.04835786
-5.36368184,0.41952487,0.00924287,0.02614708,0.15009017,0.04504296,0.00505622,0.19539297,0.18182376,0.04684778
-5.35767884,0.41527649,0.01018254,0.02494776,0.14717534,0.04582616,0.00542065,0.19324616,0.17512003,0.04594938
-5.35167584,0.41615219,0.01138933,0.02390194,0.14588195,0.04726831,0.00591237,0.19330644,0.16962716,0.04571720
-5.34567284,0.42266849,0.01288131,0.02303761,0.14637677,0.04944641,0.00653873,0.19581611,0.16554997,0.04619951
-5.33966983,0.43527925,0.01467474,0.02237934,0.14880330,0.05243258,0.00730597,0.20098793,0.16306878,0.04743731
-5.33366683,0.45436174,0.01678334,0.02194771,0.15327712,0.05629226,0.00821893,0.20899837,0.16233435,0.04946312
-5.32766383,0.48020265,0.01921763,0.02175868,0.15988143,0.06108249,0.00928074,0.21998080,0.16346312,0.05229973
-5.32166083,0.51298431,0.02198414,0.02182309,0.16866266,0.06685012,0.01049254,0.23401904,0.16653295,0.05595890
-5.31565783,0.55277177,0.02508454,0.02214626,0.17962643,0.07363015,0.01185316,0.25114134,0.17157958,0.06044002
-5.30965483,0.59950138,0.02851493,0.02272763,0.19273418,0.08144427,0.01335887,0.27131515,0.17859376,0.06572891
-5.30365183,0.65297144,0.03226504,0.02356060,0.20790044,0.09029968,0.01500313,0.29444303,0.18751937,0.07179668
-5.29764882,0.71283583,0.03631760,0.02463243,0.22499117,0.10018821,0.01677647,0.32035996,0.19825255,0.07859893
-5.29164582,0.77860107,0.04064791,0.02592435,0.24382319,0.11108596,0.01866638,0.34883236,0.21064201,0.08607516
-5.28564282,0.84962755,0.04522352,0.02741175,0.26416503,0.12295334,0.02065737,0.37955908,0.22449060,0.09414867
-5.27963982,0.92513540,0.05000418,0.02906462,0.28573932,0.13573572,0.02273111,0.41217462,0.23955823,0.10272689
-5.27363682,1.00421522,0.05494209,0.03084805,0.30822661,0.14936466,0.02486671,0.44625459,0.25556616,0.11170220
-5.26763382,1.08584390,0.05998240,0.03272304,0.33127102,0.16375963,0.02704111,0.48132357,0.27220263,0.12095341
-5.26163082,1.16890522,0.06506401,0.03464727,0.35448719,0.17883033,0.02922958,0.51686513,0.28912980,0.13034766
-5.25562781,1.25221493,0.07012068,0.03657619,0.37746889,0.19447934,0.03140633,0.55233396,0.30599177,0.13974295
-5.24962481,1.33454956,0.07508238,0.03846411,0.39979864,0.21060517,0.03354523,0.58716964,0.32242358,0.14899114
-5.24362181,1.41467800,0.07987687,0.04026539,0.42105830,0.22710547,0.03562048,0.62081163,0.33806086,0.15794129
-5.23761881,1.49139476,0.08443147,0.04193570,0.44084022,0.24388024,0.03760743,0.65271499,0.35254981,0.16644336
-5.23161581,1.56355351,0.08867494,0.04343323,0.45875845,0.26083485,0.03948329,0.68236616,0.36555727,0.17435199
-5.22561281,1.63009957,0.09253935,0.04471991,0.47445969,0.27788276,0.04122779,0.70929806,0.37678026,0.18153036
-5.21960980,1.69009976,0.09596198,0.04576249,0.48763340,0.29494771,0.04282375,0.73310401,0.38595486,0.18785385
-5.21360680,1.74276851,0.09888706,0.04653346,0.49802077,0.31196521,0.04425759,0.75344966,0.39286390,0.19321339
-5.20760380,1.78748878,0.10126737,0.04701187,0.50542206,0.32888329,0.04551960,0.77008250,0.39734321,0.19751845
-5.20160080,1.82382697,0.10306552,0.04718385,0.50970207,0.34566241,0.04660410,0.78283843,0.39928608,0.20069934
-5.19559780,1.85154110,0.10425496,0.04704294,0.51079341,0.36227452,0.04750937,0.79164508,0.39864583,0.20270894
-5.18959480,1.87058201,0.10482067,0.04659012,0.50869757,0.37870127,0.04823753,0.79652178,0.39543624,0.20352371
-5.18359180,1.88108747,0.10475943,0.04583369,0.50348373,0.39493159,0.04879411,0.79757622,0.38973003,0.20314382
-5.17758879,1.88336983,0.10407976,0.04478874,0.49528527,0.41095859,0.04918757,0.79499794,0.38165527,0.20159269
-5.17158579,1.87789782,0.10280147,0.04347657,0.48429443,0.42677623,0.04942876,0.78904905,0.37139004,0.19891569
-5.16558279,1.86527351,0.10095490,0.04192380,0.47075520,0.44237576,0.04953020,0.78005271,0.35915551,0.19517829
-5.15957979,1.84620592,0.09857982,0.04016142,0.45495489,0.45774231,0.04950541,0.76838001,0.34520789,0.19046364
-5.15357679,1.82148246,0.09572420,0.03822366,0.43721476,0.47285179,0.04936825,0.75443580,0.32982949,0.18486976
-5.14757379,1.79193982,0.09244264,0.03614685,0.41788024,0.48766841,0.04913229,0.73864437,0.31331940,0.17850644
-5.14157079,1.75843571,0.08879490,0.03396831,0.39731103,0.50214300,0.04881031,0.72143556,0.29598414,0.17149207
-5.13556778,1.72182280,0.08484415,0.03172526,0.37587163,0.51621220,0.04841381,0.70323197,0.27812872,0.16395038
-5.12956478,1.68292592,0.08065546,0.02945379,0.35392254,0.52979885,0.04795282,0.68443780,0.26004839,0.15600745
-5.12356178,1.64252354,0.07629422,0.02718798,0.33181264,0.54281331,0.04743571,0.66542986,0.24202146,0.14778881
-5.11755878,1.60133391,0.07182475,0.02495924,0.30987264,0.55515605,0.04686921,0.64655085,0.22430333,0.13941703
-5.11155578,1.56000641,0.06730907,0.02279569,0.28841011,0.56672108,0.04625854,0.62810524,0.20712191,0.13100957
-5.10555278,1.51911774,0.06280583,0.02072183,0.26770585,0.57740041,0.04560771,0.61035760,0.19067451,0.12267712
-5.09954977,1.47917301,0.05836950,0.01875831,0.24801176,0.58708906,0.04491983,0.59353332,0.17512613,0.11452238
-5.09354677,1.44061074,0.05404975,0.01692192,0.22954999,0.59569060,0.04419756,0.57782134,0.16060918,0.10663926
-5.08754377,1.40381129,0.04989104,0.01522565,0.21251322,0.60312283,0.04344354,0.56337855,0.14722436,0.09911240
-5.08154077,1.36910765,0.04593239,0.01367893,0.19706597,0.60932335,0.04266086,0.55033544,0.13504262,0.09201713
-5.07553777,1.33679745,0.04220740,0.01228796,0.18334650,0.61425467,0.04185348,0.53880234,0.12410783,0.08541959
-5.06953477,1.30715538,0.03874433,0.01105606,0.17146923,0.61790874,0.04102656,0.52887586,0.11444018,0.07937716
-5.06353177,1.28044467,0.03556635,0.00998409,0.16152722,0.62031035,0.04018678,0.52064494,0.10603977,0.07393890
-5.05752876,1.25692703,0.03269193,0.00907086,0.15359472,0.62151944,0.03934250,0.51419605,0.09889041,0.06914618
-5.05152576,1.23686993,0.03013517,0.00831352,0.14772934,0.62163200,0.03850382,0.50961710,0.09296325,0.06503316
-5.04552276,1.22055093,0.02790629,0.00770797,0.14397381,0.62077945,0.03768256,0.50699988,0.08822014,0.06162732
-5.03951976,1.20825844,0.02601210,0.00724913,0.14235720,0.61912636,0.03689210,0.50644061,0.08461664,0.05894990
-5.03351676,1.20028885,0.02445635,0.00693120,0.14289545,0.61686678,0.03614709,0.50803878,0.08210445,0.05701614
-5.02751376,1.19694013,0.02324024,0.00674790,0.14559137,0.61421886,0.03546318,0.51189411,0.08063330,0.05583545
-5.02151076,1.19850227,0.02236270,0.00669257,0.15043396,0.61141838,0.03485651,0.51810190,0.08015226,0.05541146
-5.01550775,1.20524504,0.02182076,0.00675824,0.15739732,0.60871105,0.03434334,0.52674705,0.08061050,0.05574197
-5.00950475,1.21740380,0.02160977,0.00693772,0.16643925,0.60634410,0.03393948,0.53789713,0.08195756,0.05681872
-5.00350175,1.23516441,0.02172363,0.00722354,0.17749962,0.60455749,0.03365989,0.55159488,0.08414321,0.05862729
-4.99749875,1.25864803,0.02215491,0.00760795,0.19049890,0.60357506,0.03351811,0.56785082,0.08711699,0.06114689
-4.99149575,1.28789702,0.02289501,0.00808289,0.20533684,0.60359615,0.03352592,0.58663627,0.09082754,0.06435020
-4.98549275,1.32286282,0.02393419,0.00863994,0.22189177,0.60478799,0.03369292,0.60787761,0.09522191,0.06820336
-4.97948974,1.36339678,0.02526163,0.00927031,0.24002041,0.60727936,0.03402628,0.63145186,0.10024482,0.07266607
-4.97348674,1.40924474,0.02686549,0.00996483,0.25955856,0.61115572,0.03453048,0.65718438,0.10583813,0.07769184
-4.96748374,1.46004585,0.02873289,0.01071399,0.28032269,0.61645615,0.03520723,0.68484872,0.11194043,0.08322845
-4.96148074,1.51533603,0.03084995,0.01150800,0.30211245,0.62317232,0.03605544,0.71416891,0.11848703,0.08921860
-4.95547774,1.57455602,0.03320181,0.01233692,0.32471413,0.63124929,0.03707120,0.74482411,0.12541013,0.09560071
-4.94947474,1.63706392,0.03577263,0.01319077,0.34790500,0.64058847,0.03824800,0.77645575,0.13263941,0.10230996
-4.94347174,1.70215160,0.03854562,0.01405972,0.37145831,0.65105216,0.03957680,0.80867653,0.14010290,0.10927938
-4.93746873,1.76906422,0.04150306,0.01493432,0.39514888,0.66246970,0.04104634,0.84108127,0.14772811,0.11644108
-4.93146573,1.83702209,0.04462631,0.01580571,0.41875895,0.67464480,0.04264331,0.87325888,0.15544346,0.12372746
-4.92546273,1.90524354,0.04789582,0.01666588,0.44208408,0.68736348,0.04435268,0.90480495,0.16317981,0.13107247
-4.91945973,1.97296794,0.05129111,0.01750795,0.46493879,0.70040242,0.04615787,0.93533442,0.17087217,0.13841270
-4.91345673,2.03947753,0.05479081,0.01832640,0.48716175,0.71353711,0.04804106,0.96449364,0.17846134,0.14568840
-4.90745373,2.10411712,0.05837260,0.01911736,0.50862011,0.72654938,0.04998333,0.99197134,0.18589564,0.15284432
-4.90145073,2.16631081,0.06201325,0.01987884,0.52921303,0.73923403,0.05196490,1.01750791,0.19313246,0.15983024
-4.89544772,2.22557498,0.06568855,0.02061096,0.54887389,0.75140420,0.05396526,1.04090272,0.20013964,0.16660146
-4.88944472,2.28152713,0.06937341,0.02131610,0.56757141,0.76289535,0.05596330,1.06201905,0.20689666,0.17311887
-4.88344172,2.33389042,0.07304183,0.02199912,0.58530942,0.77356769,0.05793746,1.08078667,0.21339563,0.17934893
-4.87743872,2.38249393,0.07666704,0.02266740,0.60212536,0.78330713,0.05986582,1.09720185,0.21964193,0.18526340
-4.87143572,2.42726881,0.08022163,0.02333095,0.61808751,0.79202488,0.06172629,1.11132499,0.22565454,0.19083897
-4.86543272,2.46824106,0.08367770,0.02400232,0.63329122,0.79965584,0.06349673,1.12327605,0.23146612,0.19605671
-4.85942971,2.50552114,0.08700723,0.02469662,0.64785406,0.80615605,0.06515518,1.13322810,0.23712257,0.20090156
-4.85342671,2.53929137,0.09018232,0.02543124,0.66191024,0.81149949,0.06668016,1.14139922,0.24268241,0.20536170
-4.84742371,2.56979163,0.09317565,0.02622568,0.67560442,0.81567457,0.06805091,1.14804310,0.24821551,0.20942807
-4.84142071,2.59730408,0.09596090,0.02710111,0.68908511,0.81868053,0.06924780,1.15343889,0.25380159,0.21309383
-4.83541771,2.62213740,0.09851326,0.02807995,0.70249786,0.82052398,0.07025269,1.15788040,0.25952810,0.21635401
-4.82941471,2.64461115,0.10080996,0.02918526,0.71597844,0.82121589,0.07104943,1.16166508,0.26548765,0.21920520
-4.82341171,2.66504052,0.10283074,0.03044002,0.72964619,0.82076905,0.07162422,1.16508318,0.27177504,0.22164532
-4.81740870,2.68372190,0.10455835,0.03186638,0.74359774,0.81919614,0.07196610,1.16840712,0.27848366,0.22367358
-4.81140570,2.70091938,0.10597896,0.03348466,0.75790123,0.81650844,0.07206730,1.17188152,0.28570161,0.22529036
-4.80540270,2.71685256,0.10708251,0.03531246,0.77259124,0.81271511,0.07192362,1.17571397,0.29350739,0.22649725
-4.79939970,2.73168559,0.10786299,0.03736358,0.78766462,0.80782300,0.07153464,1.18006680,0.30196537,0.22729707
-4.79339670,2.74551795,0.10831851,0.03964701,0.80307731,0.80183696,0.07090389,1.18505011,0.31112122,0.22769386
-4.78739370,2.75837699,0.10845139,0.04216592,0.81874236,0.79476040,0.07003889,1.19071615,0.32099740,0.22769292
-4.78139070,2.77021254,0.10826805,0.04491676,0.83452935,0.78659623,0.06895104,1.19705536,0.33158901,0.22730079
-4.77538769,2.78089400,0.10777879,0.04788845,0.85026518,0.77734788,0.06765543,1.20399431,0.34286023,0.22652518
-4.76938469,2.79021016,0.10699751,0.05106187,0.86573651,0.76702050,0.06617046,1.21139561,0.35474151,0.22537490
-4.76338169,2.79787216,0.10594136,0.05440945,0.88069379,0.75562227,0.06451746,1.21906010,0.36712789,0.22385985
-4.75737869,2.80351975,0.10463030,0.05789516,0.89485694,0.74316569,0.06272012,1.22673137,0.37987858,0.22199089
-4.75137569,2.80673115,0.10308667,0.06147481,0.90792249,0.72966905,0.06080390,1.23410268,0.39281795,0.21977989
-4.74537269,2.80703644,0.10133474,0.06509664,0.91957227,0.71515785,0.05879543,1.24082612,0.40573814,0.21723970
-4.73936968,2.80393437,0.09940028,0.06870232,0.92948314,0.69966634,0.05672185,1.24652407,0.41840316,0.21438431
-4.73336668,2.79691226,0.09731017,0.07222828,0.93733773,0.68323907,0.05461019,1.25080236,0.43055465,0.21122901
-4.72736368,2.78546826,0.09509210,0.07560734,0.94283559,0.66593241,0.05248681,1.25326506,0.44191898,0.20779064
-4.72136068,2.76913525,0.09277422,0.07877058,0.94570446,0.64781600,0.05037689,1.25353003,0.45221550,0.20408793
-4.71535768,2.74750540,0.09038497,0.08164943,0.94571118,0.62897407,0.04830396,1.25124487,0.46116574,0.20014184
-4.70935468,2.72025405,0.08795284,0.08417784,0.94267158,0.60950645,0.04628961,1.24610240,0.46850297,0.19597596
-4.70335168,2.68716183,0.08550628,0.08629450,0.93645919,0.58952917,0.04435320,1.23785500,0.47398197,0.19161684
-4.69734867,2.64813367,0.08307347,0.08794493,0.92701198,0.56917459,0.04251173,1.22632712,0.47738827,0.18709424
-4.69134567,2.60321347,0.08068227,0.08908343,0.91433699,0.54859079,0.04077975,1.21142517,0.47854660,0.18244129
-4.68534267,2.55259349,0.07835998,0.08967468,0.89851247,0.52794029,0.03916934,1.19314434,0.47732807,0.17769448
-4.67933967,2.49661752,0.07613311,0.08969512,0.87968737,0.50739793,0.03769020,1.17157179,0.47365570,0.17289343
-4.67333667,2.43577743,0.07402713,0.08913378,0.85807816,0.48714778,0.03634970,1.14688603,0.46750803,0.16808047
-4.66733367,2.37070276,0.07206611,0.08799270,0.83396291,0.46737940,0.03515298,1.11935237,0.45892058,0.16329990
-4.66133067,2.30214376,0.07027223,0.08628691,0.80767315,0.44828313,0.03410310,1.08931446,0.44798511,0.15859715
-4.65532766,2.23094827,0.06866534,0.08404385,0.77958342,0.43004489,0.03320110,1.05718247,0.43484678,0.15401760
-4.64932466,2.15803338,0.06726235,0.08130243,0.75009937,0.41284044,0.03244611,1.02341818,0.41969913,0.14960524
-4.64332166,2.08435323,0.06607661,0.07811161,0.71964456,0.39682940,0.03183536,0.98851774,0.40277747,0.14540129
