energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.87993997,4.76228026,0.01006065,1.25015606,0.42515293,0.21005698,1.30851790,2.21499977,0.02688397,1.16944568
-5.87393697,4.95616055,0.01062399,1.31639413,0.43639407,0.21621734,1.30254433,2.33963000,0.02863972,1.20032613
-5.86793397,5.15074838,0.01121284,1.38054068,0.44942693,0.22250429,1.30197434,2.45995152,0.03057837,1.23418959
-5.86193097,5.34208031,0.01182101,1.44126220,0.46406409,0.22877740,1.30609745,2.57362859,0.03269650,1.27042670
-5.85592796,5.52624814,0.01244142,1.49726902,0.48009028,0.23489668,1.31412917,2.67841605,0.03499020,1.30840281
-5.84992496,5.69953916,0.01306637,1.54735699,0.49727099,0.24072848,1.32524805,2.77223168,0.03745562,1.34748626
-5.84392196,5.85857295,0.01368785,1.59044780,0.51536191,0.24615103,1.33863341,2.85322589,0.04008943,1.38707650
-5.83791896,6.00042838,0.01429791,1.62562629,0.53411853,0.25105969,1.35350168,2.91984577,0.04288918,1.42663053
-5.83191596,6.12275503,0.01488896,1.65217288,0.55330542,0.25537144,1.36914033,2.97089034,0.04585364,1.46568653
-5.82591296,6.22386377,0.01545416,1.66958971,0.57270504,0.25902845,1.38493745,3.00555471,0.04898299,1.50388356
-5.81990995,6.30279213,0.01598772,1.67761925,0.59212535,0.26200073,1.40040620,3.02346084,0.05227888,1.54097630
-5.81390695,6.35934142,0.01648518,1.67625447,0.61140608,0.26428746,1.41520290,3.02467342,0.05574433,1.57684415
-5.80790395,6.39408379,0.01694362,1.66574001,0.63042336,0.26591723,1.42913824,3.00970022,0.05938345,1.61149448
-5.80190095,6.40833907,0.01736183,1.64656446,0.64909244,0.26694701,1.44218142,2.97947678,0.06320104,1.64505956
-5.79589795,6.40412248,0.01774033,1.61944395,0.66736855,0.26745997,1.45445708,2.93533615,0.06720202,1.67778779
-5.78989495,6.38406620,0.01808134,1.58529799,0.68524572,0.26756230,1.46623574,2.87896533,0.07139071,1.71002949
-5.78389195,6.35131856,0.01838871,1.54521879,0.70275388,0.26737913,1.47791828,2.81235034,0.07577013,1.74221801
-5.77788894,6.30942591,0.01866762,1.50043535,0.71995419,0.26704977,1.49001572,2.73771258,0.08034107,1.77484742
-5.77188594,6.26220314,0.01892437,1.45227429,0.73693308,0.26672256,1.50312550,2.65743953,0.08510141,1.80844757
-5.76588294,6.21359878,0.01916602,1.40211901,0.75379516,0.26654946,1.51790566,2.57401277,0.09004526,1.84355813
-5.75987994,6.16756106,0.01939995,1.35136920,0.77065546,0.26668076,1.53504846,2.48993652,0.09516242,1.88070256
-5.75387694,6.12791080,0.01963354,1.30140223,0.78763133,0.26725996,1.55525484,2.40766962,0.10043783,1.92036352
-5.74787394,6.09822630,0.01987369,1.25353809,0.80483441,0.26841919,1.57921116,2.32956347,0.10585137,1.96296060
-5.74187094,6.08174474,0.02012648,1.20900901,0.82236302,0.27027526,1.60756912,2.25780800,0.11137779,2.00883138
-5.73586793,6.08128309,0.02039685,1.16893477,0.84029526,0.27292645,1.64092996,2.19438731,0.11698693,2.05821659
-5.72986493,6.09918072,0.02068831,1.13430418,0.85868323,0.27645011,1.67983323,2.14104573,0.12264420,2.11124966
-5.72386193,6.13726418,0.02100281,1.10596277,0.87754838,0.28090125,1.72475049,2.09926462,0.12831131,2.16795107
-5.71785893,6.19683356,0.02134065,1.08460675,0.89687833,0.28631179,1.77608353,2.07024965,0.13394712,2.22822721
-5.71185593,6.27866876,0.02170048,1.07078238,0.91662513,0.29269082,1.83416683,2.05492743,0.13950876,2.29187367
-5.70585293,6.38305281,0.02207947,1.06489003,0.93670504,0.30002538,1.89927310,2.05395058,0.14495272,2.35858228
-5.69984992,6.50980886,0.02247346,1.06719203,0.95699973,0.30828194,1.97162113,2.06770913,0.15023610,2.42795142
-5.69384692,6.65834679,0.02287728,1.07782290,0.97735890,0.31740830,2.05138442,2.09634684,0.15531769,2.49949864
-5.68784392,6.82771547,0.02328508,1.09680091,0.99760406,0.32733579,2.13869950,2.13978034,0.16015902,2.57267500
-5.68184092,7.01665656,0.02369071,1.12403981,1.01753342,0.33798167,2.23367252,2.19771930,0.16472519,2.64688022
-5.67583792,7.22365629,0.02408808,1.15935966,1.03692762,0.34925156,2.33638306,2.26968620,0.16898549,2.72147795
-5.66983492,7.44699226,0.02447153,1.20249589,1.05555615,0.36104184,2.44688422,2.35503419,0.17291379,2.79581053
-5.66383192,7.68477296,0.02483617,1.25310619,1.07318415,0.37324189,2.56519833,2.45296231,0.17648858,2.86921274
-5.65782891,7.93496878,0.02517811,1.31077460,1.08957959,0.38573616,2.69130821,2.56252745,0.17969284,2.94102424
-5.65182591,8.19543411,0.02549468,1.37501316,1.10452033,0.39840603,2.82514405,2.68265307,0.18251364,3.01060057
-5.64582291,8.46392117,0.02578452,1.44526110,1.11780117,0.41113146,2.96656655,2.81213494,0.18494153,3.07732256
-5.63981991,8.73808688,0.02604760,1.52088237,1.12924048,0.42379238,3.11534740,2.94964480,0.18696981,3.14060443
-5.63381691,9.01549514,0.02628511,1.60116207,1.13868644,0.43627004,3.27114837,3.09373282,0.18859383,3.19990071
-5.62781391,9.29361683,0.02649933,1.68530298,1.14602261,0.44844812,3.43350071,3.24283032,0.18981018,3.25471226
-5.62181091,9.56983078,0.02669337,1.77242297,1.15117268,0.46021390,3.60178660,3.39525394,0.19061613,3.30459180
-5.61580790,9.84142840,0.02687093,1.86155454,1.15410448,0.47145933,3.77522452,3.54921285,0.19100908,3.34914912
-5.60980490,10.10562482,0.02703592,1.95164749,1.15483290,0.48208215,3.95286017,3.70282024,0.19098643,3.38805632
-5.60380190,10.35957875,0.02719217,2.04157538,1.15342180,0.49198714,4.13356457,3.85411002,0.19054550,3.42105315
-5.59779890,10.60042255,0.02734312,2.13014657,1.14998475,0.50108731,4.31604032,4.00105960,0.18968386,3.44795251
-5.59179590,10.82530331,0.02749151,2.21612019,1.14468461,0.50930529,4.49883669,4.14161902,0.18839991,3.46864606
-5.58579290,11.03143465,0.02763913,2.29822683,1.13773182,0.51657464,4.68037376,4.27374627,0.18669356,3.48310961
-5.57978989,11.21615809,0.02778668,2.37519393,1.12938147,0.52284123,4.85897496,4.39544809,0.18456726,3.49140807
-5.57378689,11.37701178,0.02793367,2.44577485,1.11992907,0.52806454,5.03290699,4.50482529,0.18202698,3.49369948
-5.56778389,11.51180362,0.02807836,2.50878084,1.10970510,0.53221886,5.20042550,4.60012084,0.17908325,3.49023755
-5.56178089,11.61868523,0.02821784,2.56311449,1.09906841,0.53529431,5.35982439,4.67976884,0.17575215,3.48137239
-5.55577789,11.69622253,0.02834819,2.60780320,1.08839850,0.53729759,5.50948624,4.74244227,0.17205613,3.46754878
-5.54977489,11.74345896,0.02846463,2.64203098,1.07808685,0.53825247,5.64793135,4.78709700,0.16802452,3.44930167
-5.54377189,11.75996698,0.02856181,2.66516705,1.06852755,0.53819998,5.77386254,4.81300993,0.16369388,3.42724856
-5.53776888,11.74588450,0.02863411,2.67678955,1.06010729,0.53719813,5.88620347,4.81980889,0.15910786,3.40207882
-5.53176588,11.70193297,0.02867596,2.67670304,1.05319512,0.53532135,5.98412813,4.80749257,0.15431678,3.37453974
-5.52576288,11.62941521,0.02868215,2.66494870,1.04813219,0.53265953,6.06707993,4.77643895,0.14937681,3.34541980
-5.51975988,11.53019201,0.02864822,2.64180637,1.04522183,0.52931667,6.13477942,4.72740135,0.14434885,3.31552948
-5.51375688,11.40663754,0.02857071,2.60778821,1.04472031,0.52540922,6.18722024,4.66149171,0.13929704,3.28568032
-5.50775388,11.26157490,0.02844747,2.56362393,1.04682856,0.52106413,6.22465372,4.58015147,0.13428711,3.25666297
-5.50175088,11.09819430,0.02827788,2.51023821,1.05168533,0.51641666,6.24756322,4.48511099,0.12938456,3.22922501
-5.49574787,10.91995715,0.02806301,2.44872113,1.05936189,0.51160796,6.25662990,4.37833889,0.12465273,3.20404966
-5.48974487,10.73049012,0.02780573,2.38029290,1.06985873,0.50678253,6.25269215,4.26198348,0.12015097,3.18173609
-5.48374187,10.53347387,0.02751075,2.30626456,1.08310417,0.50208549,6.23670113,4.13830849,0.11593284,3.16278224
-5.47773887,10.33253111,0.02718459,2.22799615,1.09895532,0.49765985,6.20967516,4.00962586,0.11204455,3.14757085
-5.47173587,10.13111874,0.02683545,2.14685440,1.11720103,0.49364370,6.17265549,3.87822818,0.10852357,3.13635926
-5.46573287,9.93242852,0.02647303,2.06417159,1.13756696,0.49016729,6.12666597,3.74632355,0.10539766,3.12927316
-5.45972986,9.73929986,0.02610829,1.98120740,1.15972256,0.48735024,6.07267855,3.61597532,0.10268409,3.12630464
-5.45372686,9.55414812,0.02575311,1.89911516,1.18328945,0.48529867,6.01158611,3.48904884,0.10038937,3.12731426
-5.44772386,9.37891029,0.02541997,1.81891376,1.20785121,0.48410244,5.94418377,3.36716719,0.09850919,3.13203683
-5.44172086,9.21500966,0.02512154,1.74146618,1.23296378,0.48383254,5.87115874,3.25167697,0.09702882,3.14009064
-5.43571786,9.06333969,0.02487019,1.66746515,1.25816630,0.48453857,5.79308877,3.14362537,0.09592374,3.15098933
-5.42971486,8.92426695,0.02467766,1.59742620,1.28299191,0.48624652,5.71044833,3.04374846,0.09516066,3.16415600
-5.42371186,8.79765178,0.02455452,1.53168798,1.30697805,0.48895698,5.62362144,2.95247101,0.09469871,3.17893879
-5.41770885,8.68288530,0.02450985,1.47041941,1.32967593,0.49264365,5.53291965,2.86991698,0.09449084,3.19462744
-5.41170585,8.57894054,0.02455080,1.41363290,1.35065908,0.49725259,5.43860377,2.79592993,0.09448544,3.21047031
-5.40570285,8.48443541,0.02468232,1.36120288,1.36953061,0.50270203,5.34090758,2.73010216,0.09462798,3.22569150
-5.39969985,8.39770503,0.02490692,1.31288843,1.38592928,0.50888306,5.24006214,2.67181099,0.09486280,3.23950775
-5.39369685,8.31688091,0.02522449,1.26835888,1.39953433,0.51566113,5.13631928,2.62026071,0.09513485,3.25114510
-5.38769385,8.23997425,0.02563227,1.22722124,1.41006922,0.52287856,5.02997330,2.57452838,0.09539139,3.25985507
-5.38169085,8.16496114,0.02612487,1.18904816,1.41730448,0.53035790,4.92137994,2.53361181,0.09558367,3.26493050
-5.37568784,8.08986697,0.02669441,1.15340536,1.42105976,0.53790623,4.81097224,2.49647786,0.09566841,3.26572094
-5.36968484,8.01284775,0.02733077,1.11987740,1.42120532,0.54532028,4.69927273,2.46210951,0.09560920,3.26164755
-5.36368184,7.93226610,0.02802192,1.08809099,1.41766319,0.55239222,4.58690206,2.42954986,0.09537761,3.25221740
-5.35767884,7.84675957,0.02875431,1.05773482,1.41040793,0.55891587,4.47458383,2.39794189,0.09495415,3.23703699
-5.35167584,7.75529911,0.02951336,1.02857558,1.39946722,0.56469319,4.36314578,2.36656239,0.09432885,3.21582445
-5.34567284,7.65723574,0.03028397,1.00046945,1.38492201,0.56954074,4.25351737,2.33484911,0.09350166,3.18842013
-5.33966983,7.55233355,0.03105100,0.97336887,1.36690629,0.57329573,4.14672371,2.30242022,0.09248244,3.15479497
-5.33366683,7.44078751,0.03179988,0.94732458,1.34560621,0.57582160,4.04387580,2.26908543,0.09129069,3.11505595
-5.32766383,7.32322485,0.03251703,0.92248281,1.32125831,0.57701257,3.94615708,2.23484846,0.08995487,3.06944812
-5.32166083,7.20068959,0.03319035,0.89907799,1.29414665,0.57679720,3.85480612,2.19990094,0.08851153,3.01835260
-5.31565783,7.07460987,0.03380960,0.87742131,1.26459874,0.57514058,3.77109548,2.16460791,0.08700396,2.96228019
-5.30965483,6.94674906,0.03436668,0.85788571,1.23297984,0.57204521,3.69630664,2.12948570,0.08548079,2.90186037
-5.30365183,6.81914182,0.03485586,0.84088783,1.19968599,0.56755032,3.63170136,2.09517317,0.08399422,2.83782569
-5.29764882,6.69401734,0.03527387,0.82686785,1.16513542,0.56172990,3.57848977,2.06239745,0.08259816,2.77099199
-5.29164582,6.57371269,0.03561986,0.81626799,1.12975882,0.55468939,3.53779577,2.03193583,0.08134631,2.70223487
-5.28564282,6.46057968,0.03589535,0.80951044,1.09398864,0.54656127,3.51062087,2.00457549,0.08029015,2.63246348
-5.27963982,6.35688926,0.03610402,0.80697582,1.05824787,0.53749978,3.49780745,1.98107279,0.07947705,2.56259261
-5.27363682,6.26473778,0.03625139,0.80898291,1.02293881,0.52767505,3.50000313,1.96211411,0.07894855,2.49351439
-5.26763382,6.18595943,0.03634453,0.81577059,0.98843241,0.51726698,3.51762766,1.94827997,0.07873872,2.42607103
-5.26163082,6.12204908,0.03639161,0.82748261,0.95505879,0.50645914,3.55084446,1.94001415,0.07887293,2.36102993
-5.25562781,6.07409946,0.03640155,0.84415606,0.92309938,0.49543297,3.59953830,1.93759921,0.07936686,2.29906252
-5.24962481,6.04275578,0.03638350,0.86571377,0.89278135,0.48436265,3.66330113,1.94113957,0.08022586,2.24072786
-5.24362181,6.02819039,0.03634653,0.89196126,0.86427458,0.47341076,3.74142750,1.95055301,0.08144470,2.18646200
-5.23761881,6.03009873,0.03629916,0.92258819,0.83769136,0.46272494,3.83292071,1.96557089,0.08300771,2.13657355
-5.23161581,6.04771718,0.03624905,0.95717453,0.81308906,0.45243567,3.93651062,1.98574713,0.08488926,2.09124570
-5.22561281,6.07986205,0.03620274,0.99520096,0.79047548,0.44265514,4.05068322,2.01047545,0.08705455,2.05054454
-5.21960980,6.12498782,0.03616539,1.03606342,0.76981671,0.43347730,4.17372162,2.03901418,0.08946076,2.01443308
-5.21360680,6.18126207,0.03614070,1.07909101,0.75104701,0.42497885,4.30375745,2.07051713,0.09205831,1.98279012
-5.20760380,6.24665319,0.03613078,1.12356679,0.73408015,0.41722113,4.43883108,2.10406945,0.09479242,1.95543280
-5.20160080,6.31902676,0.03613622,1.16875031,0.71882157,0.41025265,4.57695820,2.13872636,0.09760469,1.93214145
-5.19559780,6.39624575,0.03615611,1.21390137,0.70518058,0.40411207,4.71620018,2.17355321,0.10043473,1.91268524
-5.18959480,6.47626949,0.03618824,1.25830371,0.69308195,0.39883140,4.85473494,2.20766480,0.10322177,1.89684714
-5.18359180,6.55724661,0.03622924,1.30128779,0.68247610,0.39443913,4.99092482,2.24026222,0.10590616,1.88444653
-5.17758879,6.63759718,0.03627480,1.34225178,0.67334731,0.39096312,5.12337810,2.27066549,0.10843079,1.87535836
-5.17158579,6.71608017,0.03631995,1.38067971,0.66571952,0.38843296,5.25100070,2.29834045,0.11074222,1.86952748
-5.16558279,6.79184273,0.03635927,1.41615619,0.65965912,0.38688177,5.37303504,2.32291891,0.11279178,1.86697750
-5.15957979,6.86444905,0.03638719,1.44837706,0.65527483,0.38634709,5.48908368,2.34421095,0.11453627,1.86781337
-5.15357679,6.93388729,0.03639816,1.47715546,0.65271435,0.38687106,5.59911579,2.36220913,0.11593859,1.87221776
-5.14757379,7.00055456,0.03638691,1.50242320,0.65215807,0.38849955,5.70345580,2.37708443,0.11696813,1.88044121
-5.14157079,7.06522063,0.03634861,1.52422735,0.65381004,0.39128063,5.80275394,2.38917427,0.11760091,1.89278658
-5.13556778,7.12897241,0.03627895,1.54272239,0.65788675,0.39526206,5.89794013,2.39896320,0.11781966,1.90958865
-5.12956478,7.19314212,0.03617429,1.55815809,0.66460412,0.40048831,5.99016285,2.40705748,0.11761368,1.93118993
-5.12356178,7.25922279,0.03603167,1.57086407,0.67416347,0.40699698,6.08071620,2.41415463,0.11697869,1.95791391
-5.11755878,7.32877548,0.03584882,1.58123144,0.68673708,0.41481501,6.17095874,2.42100950,0.11591650,1.99003727
-5.11155578,7.40333291,0.03562411,1.58969270,0.70245421,0.42395483,6.26222828,2.42839849,0.11443470,2.02776242
-5.10555278,7.48430436,0.03535651,1.59670062,0.72138809,0.43441067,6.35575729,2.43708359,0.11254631,2.07119203
-5.09954977,7.57288656,0.03504550,1.60270726,0.74354481,0.44615528,6.45259337,2.44777776,0.11026939,2.12030678
-5.09354677,7.66998492,0.03469101,1.60814387,0.76885446,0.45913736,6.55352917,2.46111324,0.10762661,2.17494772
-5.08754377,7.77614911,0.03429327,1.61340272,0.79716525,0.47327968,6.65904559,2.47761404,0.10464492,2.23480428
-5.08154077,7.89152567,0.03385282,1.61882147,0.82824083,0.48847828,6.76927113,2.49767373,0.10135503,2.29940862
-5.07553777,8.01583016,0.03337038,1.62467068,0.86176109,0.50460274,6.88395971,2.52153918,0.09779104,2.36813695
-5.06953477,8.14833968,0.03284685,1.63114486,0.89732655,0.52149755,7.00248761,2.54930086,0.09398996,2.44021790
-5.06353177,8.28790592,0.03228332,1.63835731,0.93446628,0.53898473,7.12386960,2.58088976,0.08999118,2.51474768
-5.05752876,8.43298774,0.03168104,1.64633865,0.97264899,0.55686744,7.24679281,2.61608063,0.08583593,2.59071176
-5.05152576,8.58170140,0.03104153,1.65503887,1.01129710,0.57493463,7.36966591,2.65450131,0.08156672,2.66701197
-5.04552276,8.73188552,0.03036659,1.66433259,1.04980309,0.59296655,7.49068065,2.69564710,0.07722669,2.74249819
-5.03951976,8.88117750,0.02965843,1.67402699,1.08754767,0.61074084,7.60788156,2.73889958,0.07285895,2.81600313
-5.03351676,9.02709738,0.02891973,1.68387182,1.12391893,0.62803902,7.71923991,2.78354845,0.06850593,2.88637892
-5.02751376,9.16713513,0.02815375,1.69357085,1.15833175,0.64465315,7.82272763,2.82881556,0.06420863,2.95253381
-5.02151076,9.29883718,0.02736439,1.70279413,1.19024679,0.66039230,7.91638706,2.87387980,0.06000600,3.01346757
-5.01550775,9.41988833,0.02655624,1.71119043,1.21918801,0.67508863,7.99839326,2.91790180,0.05593425,3.06830401
-5.00950475,9.52818560,0.02573465,1.71839924,1.24475839,0.68860287,8.06710585,2.96004749,0.05202627,3.11631931
-5.00350175,9.62190103,0.02490567,1.72406197,1.26665276,0.70082884,8.12110878,2.99950974,0.04831109,3.15696496
-4.99749875,9.69953135,0.02407605,1.72783204,1.28466756,0.71169696,8.15923687,3.03552729,0.04481347,3.18988437
-4.99149575,9.75993312,0.02325313,1.72938343,1.29870693,0.72117653,8.18058928,3.06740077,0.04155354,3.21492259
-4.98549275,9.80234258,0.02244475,1.72841792,1.30878484,0.72927667,8.18453077,3.09450542,0.03854659,3.23212863
-4.97948974,9.82638054,0.02165905,1.72467069,1.31502331,0.73604597,8.17068258,3.11630054,0.03580298,3.24175057
-4.97348674,9.83204301,0.02090434,1.71791465,1.31764663,0.74157071,8.13890495,3.13233579,0.03332816,3.24422346
-4.96748374,9.81967910,0.02018886,1.70796359,1.31697184,0.74597181,8.08927407,3.14225465,0.03112283,3.24015082
-4.96148074,9.78995803,0.01952055,1.69467421,1.31339593,0.74940059,8.02205603,3.14579537,0.02918316,3.23028031
-4.95547774,9.74382736,0.01890687,1.67794751,1.30738011,0.75203343,7.93768030,3.14278975,0.02750118,3.21547473
-4.94947474,9.68246500,0.01835451,1.65772948,1.29943195,0.75406551,7.83671500,3.13316032,0.02606516,3.19667947
-4.94347174,9.60722712,0.01786923,1.63401139,1.29008605,0.75570390,7.71984562,3.11691620,0.02486018,3.17488765
-4.93746873,9.51959458,0.01745566,1.60682974,1.27988394,0.75716011,7.58785828,3.09414801,0.02386859,3.15110435
-4.93146573,9.42111970,0.01711711,1.57626590,1.26935418,0.75864238,7.44162802,3.06502215,0.02307061,3.12631125
-4.92546273,9.31337553,0.01685547,1.54244550,1.25899339,0.76034805,7.28211191,3.02977462,0.02244491,3.10143297
-4.91945973,9.19790908,0.01667109,1.50553731,1.24924895,0.76245610,7.11034633,2.98870455,0.02196915,3.07730639
-4.91345673,9.07619996,0.01656276,1.46575181,1.24050420,0.76512024,6.92744725,2.94216745,0.02162052,3.05465405
-4.90745373,8.94962536,0.01652768,1.42333905,1.23306659,0.76846281,6.73461211,2.89056837,0.02137626,3.03406253
-4.90145073,8.81943222,0.01656152,1.37858591,1.22715944,0.77256959,6.53312180,2.83435480,0.02121408,3.01596658
-4.89544772,8.68671707,0.01665850,1.33181253,1.22291743,0.77748598,6.32434126,2.77400950,0.02111261,3.00063971
-4.88944472,8.55241378,0.01681152,1.28336794,1.22038612,0.78321455,6.10971748,2.71004314,0.02105169,2.98819122
-4.88344172,8.41728925,0.01701235,1.23362492,1.21952543,0.78971417,5.89077386,2.64298694,0.02101272,2.97857011
-4.87743872,8.28194676,0.01725181,1.18297412,1.22021681,0.79690086,5.66910043,2.57338525,0.02097883,2.97157531
-4.87143572,8.14683663,0.01752005,1.13181754,1.22227376,0.80465045,5.44633969,2.50178840,0.02093513,2.96687199
-4.86543272,8.01227335,0.01780679,1.08056168,1.22545507,0.81280284,5.22416829,2.42874565,0.02086875,2.96401313
-4.85942971,7.87845823,0.01810163,1.02961045,1.22948012,0.82116800,5.00427516,2.35479870,0.02076900,2.96246526
-4.85342671,7.74550638,0.01839430,0.97935817,1.23404544,0.82953336,4.78833686,2.28047566,0.02062732,2.96163740
-4.84742371,7.61347659,0.01867497,0.93018288,1.23884148,0.83767240,4.57799116,2.20628573,0.02043731,2.96091157
-4.84142071,7.48240242,0.01893450,0.88244018,1.24356892,0.84535404,4.37480998,2.13271451,0.02019470,2.95967367
-4.83541771,7.35232267,0.01916471,0.83645794,1.24795346,0.85235260,4.18027276,2.06022020,0.01989719,2.95734305
-4.82941471,7.22330969,0.01935853,0.79253185,1.25175836,0.85845764,3.99574119,1.98923039,0.01954438,2.95339934
-4.82341171,7.09549347,0.01951021,0.75092211,1.25479410,0.86348344,3.82243622,1.92013959,0.01913762,2.94740534
-4.81740870,6.96908028,0.01961539,0.71185115,1.25692460,0.86727760,3.66141808,1.85330728,0.01867980,2.93902469
-4.81140570,6.84436444,0.01967116,0.67550261,1.25806986,0.86972829,3.51356966,1.78905645,0.01817516,2.92803356
-4.80540270,6.72173259,0.01967601,0.64202128,1.25820486,0.87076985,3.37958380,1.72767239,0.01762908,2.91432601
-4.79939970,6.60166007,0.01962983,0.61151411,1.25735499,0.87038646,3.25995465,1.66940187,0.01704785,2.89791261
-4.79339670,6.48469985,0.01953371,0.58405208,1.25558849,0.86861368,3.15497323,1.61445239,0.01643840,2.87891302
-4.78739370,6.37146488,0.01938981,0.55967292,1.25300649,0.86553790,3.06472734,1.56299182,0.01580805,2.85754296
-4.78139070,6.26260532,0.01920114,0.53838433,1.24973146,0.86129362,2.98910590,1.51514828,0.01516433,2.83409673
-4.77538769,6.15878271,0.01897135,0.52016792,1.24589510,0.85605899,2.92780782,1.47101057,0.01451468,2.80892671
-4.76938469,6.06064325,0.01870445,0.50498344,1.24162653,0.85004966,2.88035547,1.43062929,0.01386628,2.78242130
-4.76338169,5.96879287,0.01840463,0.49277342,1.23704172,0.84351154,2.84611271,1.39401886,0.01322585,2.75498298
-4.75737869,5.88377638,0.01807603,0.48346808,1.23223521,0.83671281,2.82430765,1.36116076,0.01259953,2.72700820
-4.75137569,5.80606299,0.01772254,0.47699048,1.22727452,0.82993574,2.81405975,1.33200803,0.01199273,2.69887042
-4.74537269,5.73604000,0.01734769,0.47326173,1.22219802,0.82346868,2.81441113,1.30649137,0.01141008,2.67090766
-4.73936968,5.67401572,0.01695456,0.47220638,1.21701630,0.81759880,2.82436136,1.28452664,0.01085541,2.64341535
-4.73336668,5.62023209,0.01654573,0.47375769,1.21171705,0.81260575,2.84290500,1.26602375,0.01033172,2.61664486
-4.72736368,5.57488645,0.01612329,0.47786276,1.20627318,0.80875672,2.86907067,1.25089678,0.00984128,2.59080782
-4.72136068,5.53816117,0.01568894,0.48448731,1.20065348,0.80630278,2.90196025,1.23907472,0.00938569,2.56608549
-4.71535768,5.51025890,0.01524406,0.49361995,1.19483508,0.80547671,2.94078656,1.23051248,0.00896596,2.54264253
-4.70935468,5.49144082,0.01478988,0.50527561,1.18881669,0.80649211,2.98490753,1.22520142,0.00858268,2.52064355
-4.70335168,5.48206426,0.01432761,0.51949793,1.18263155,0.80954360,3.03385502,1.22317870,0.00823616,2.50027105
-4.69734867,5.48261636,0.01385864,0.53636029,1.17635891,0.81480775,3.08735618,1.22453466,0.00792653,2.48174297
-4.69134567,5.49374005,0.01338466,0.55596532,1.17013307,0.82244442,3.14534576,1.22941763,0.00765392,2.46532802
-4.68534267,5.51624909,0.01290784,0.57844247,1.16414902,0.83259811,3.20796768,1.23803527,0.00741856,2.45135716
-4.67933967,5.55112937,0.01243093,0.60394364,1.15866386,0.84539883,3.27556490,1.25065221,0.00722088,2.44022987
-4.67333667,5.59952456,0.01195734,0.63263667,1.15399365,0.86096227,3.34865707,1.26758348,0.00706160,2.43241402
-4.66733367,5.66270505,0.01149115,0.66469680,1.15050551,0.87938890,3.42790602,1.28918366,0.00694176,2.42843879
-4.66133067,5.74202031,0.01103709,0.70029610,1.14860503,0.90076188,3.51406996,1.31583196,0.00686275,2.42888050
-4.65532766,5.83883584,0.01060050,0.73959117,1.14871947,0.92514369,3.60794785,1.34791357,0.00682628,2.43434155
-4.64932466,5.95445715,0.01018720,0.78270960,1.15127764,0.95257150,3.71031608,1.38579796,0.00683435,2.44542359
-4.64332166,6.09004390,0.00980330,0.82973553,1.15668723,0.98305162,3.82186033,1.42981497,0.00688918,2.46269586
