energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.66383192,2.19312790,0.00275420,0.04731523,0.97037998,0.46798395,0.33376688,0.28792997,0.00828889,1.56111677
-5.65782891,2.25661570,0.00277217,0.04960822,0.98480509,0.49523891,0.33660004,0.29474268,0.00883170,1.60059998
-5.65182591,2.32262562,0.00281010,0.05186639,0.99900686,0.52426699,0.33982561,0.30163782,0.00937505,1.64134476
-5.64582291,2.39070583,0.00286532,0.05406648,1.01274223,0.55501091,0.34334434,0.30855353,0.00991409,1.68303668
-5.63981991,2.46041252,0.00293550,0.05618581,1.02579520,0.58740381,0.34706266,0.31542619,0.01044391,1.72537750
-5.63381691,2.53131889,0.00301858,0.05820276,1.03798351,0.62136792,0.35089526,0.32219237,0.01095959,1.76809218
-5.62781391,2.60302018,0.00311280,0.06009727,1.04916279,0.65681252,0.35476694,0.32879041,0.01145625,1.81093261
-5.62181091,2.67513453,0.00321665,0.06185109,1.05922829,0.69363136,0.35861364,0.33516156,0.01192917,1.85367805
-5.61580790,2.74729956,0.00332884,0.06344810,1.06811377,0.73169969,0.36238247,0.34125065,0.01237376,1.89613221
-5.60980490,2.81916519,0.00344826,0.06487445,1.07578800,0.77087112,0.36603094,0.34700623,0.01278565,1.93811729
-5.60380190,2.89038358,0.00357390,0.06611859,1.08224897,0.81097458,0.36952532,0.35238030,0.01316070,1.97946553
-5.59779890,2.96059689,0.00370481,0.06717127,1.08751643,0.85181159,0.37283835,0.35732773,0.01349503,2.02000903
-5.59179590,3.02942444,0.00384001,0.06802546,1.09162319,0.89315422,0.37594656,0.36180542,0.01378503,2.05956883
-5.58579290,3.09645031,0.00397843,0.06867613,1.09460601,0.93474396,0.37882720,0.36577137,0.01402740,2.09794405
-5.57978989,3.16121277,0.00411889,0.06912015,1.09649657,0.97629176,0.38145533,0.36918381,0.01421915,2.13490229
-5.57378689,3.22319669,0.00425999,0.06935601,1.09731338,1.01747936,0.38380103,0.37200052,0.01435765,2.17017199
-5.56778389,3.28182989,0.00440015,0.06938371,1.09705499,1.05796205,0.38582720,0.37417839,0.01444065,2.20343768
-5.56178089,3.33648404,0.00453752,0.06920450,1.09569515,1.09737285,0.38748788,0.37567341,0.01446633,2.23433850
-5.55577789,3.38648042,0.00467004,0.06882082,1.09318016,1.13532801,0.38872758,0.37644104,0.01443336,2.26247040
-5.54977489,3.43110061,0.00479542,0.06823616,1.08942854,1.17143363,0.38948128,0.37643705,0.01434093,2.28739200
-5.54377189,3.46960144,0.00491122,0.06745503,1.08433307,1.20529323,0.38967557,0.37561862,0.01418884,2.30863392
-5.53776888,3.50123381,0.00501486,0.06648293,1.07776506,1.23651585,0.38923049,0.37394595,0.01397753,2.32571101
-5.53176588,3.52526404,0.00510374,0.06532640,1.06958038,1.26472446,0.38806224,0.37138395,0.01370814,2.33813695
-5.52576288,3.54099688,0.00517529,0.06399307,1.05962709,1.28956422,0.38608648,0.36790411,0.01338255,2.34544033
-5.51975988,3.54779873,0.00522708,0.06249170,1.04775395,1.31071024,0.38322205,0.36348630,0.01300342,2.34718128
-5.51375688,3.54511990,0.00525690,0.06083225,1.03381931,1.32787464,0.37939485,0.35812049,0.01257415,2.34296787
-5.50775388,3.53251475,0.00526288,0.05902594,1.01770000,1.34081256,0.37454174,0.35180816,0.01209890,2.33247127
-5.50175088,3.50965877,0.00524355,0.05708527,0.99929952,1.34932691,0.36861412,0.34456338,0.01158250,2.31543911
-5.49574787,3.47636171,0.00519791,0.05502398,0.97855517,1.35327191,0.36158106,0.33641346,0.01103043,2.29170621
-5.48974487,3.43257645,0.00512552,0.05285700,0.95544385,1.35255518,0.35343177,0.32739914,0.01044869,2.26120248
-5.48374187,3.37840327,0.00502649,0.05060037,0.92998618,1.34713863,0.34417729,0.31757429,0.00984366,2.22395762
-5.47773887,3.31408967,0.00490153,0.04827106,0.90224881,1.33703810,0.33385131,0.30700522,0.00922202,2.18010267
-5.47173587,3.24002600,0.00475194,0.04588682,0.87234496,1.32232206,0.32251013,0.29576950,0.00859055,2.12986843
-5.46573287,3.15673736,0.00457956,0.04346595,0.84043328,1.30310938,0.31023168,0.28395453,0.00795602,2.07358119
-5.45972986,3.06487258,0.00438674,0.04102704,0.80671508,1.27956655,0.29711379,0.27165580,0.00732497,2.01165603
-5.45372686,2.96519075,0.00417625,0.03858880,0.77143027,1.25190443,0.28327178,0.25897508,0.00670364,1.94458825
-5.44772386,2.85854626,0.00395123,0.03616977,0.73485221,1.22037473,0.26883543,0.24601845,0.00609779,1.87294336
-5.44172086,2.74587300,0.00371510,0.03378808,0.69728182,1.18526632,0.25394559,0.23289446,0.00551260,1.79734618
-5.43571786,2.62816831,0.00347140,0.03146132,0.65904126,1.14690151,0.23875060,0.21971231,0.00495259,1.71846950
-5.42971486,2.50647717,0.00322380,0.02920633,0.62046736,1.10563236,0.22340255,0.20658024,0.00442152,1.63702272
-5.42371186,2.38187722,0.00297592,0.02703905,0.58190519,1.06183687,0.20805376,0.19360415,0.00392240,1.55374067
-5.41770885,2.25546462,0.00273129,0.02497447,0.54370194,1.01591524,0.19285342,0.18088636,0.00345744,1.46937307
-5.41170585,2.12834099,0.00249326,0.02302656,0.50620126,0.96828596,0.17794461,0.16852473,0.00302807,1.38467460
-5.40570285,2.00160151,0.00226497,0.02120820,0.46973816,0.91938183,0.16346179,0.15661185,0.00263501,1.30039575
-5.39969985,1.87632395,0.00204928,0.01953125,0.43463462,0.86964563,0.14952870,0.14523459,0.00227829,1.21727434
-5.39369685,1.75355859,0.00184878,0.01800650,0.40119584,0.81952560,0.13625691,0.13447362,0.00195733,1.13602788
-5.38769385,1.63431877,0.00166572,0.01664372,0.36970712,0.76947059,0.12374479,0.12440317,0.00167104,1.05734645
-5.38169085,1.51957196,0.00150208,0.01545168,0.34043136,0.71992487,0.11207700,0.11509082,0.00141790,0.98188610
-5.37568784,1.41023102,0.00135953,0.01443812,0.31360699,0.67132268,0.10132436,0.10659726,0.00119603,0.91026268
-5.36968484,1.30714564,0.00123949,0.01360976,0.28944628,0.62408256,0.09154419,0.09897604,0.00100332,0.84304591
-5.36368184,1.21109372,0.00114312,0.01297220,0.26813395,0.57860155,0.08278080,0.09227325,0.00083750,0.78075367
-5.35767884,1.12277271,0.00107139,0.01252989,0.24982576,0.53524936,0.07506621,0.08652715,0.00069622,0.72384633
-5.35167584,1.04279088,0.00102507,0.01228594,0.23464730,0.49436274,0.06842098,0.08176759,0.00057709,0.67272130
-5.34567284,0.97165865,0.00100475,0.01224198,0.22269250,0.45624005,0.06285506,0.07801544,0.00047778,0.62770749
-5.33966983,0.90977994,0.00101089,0.01239800,0.21402216,0.42113632,0.05836850,0.07528187,0.00039607,0.58906006
-5.33366683,0.85744406,0.00104378,0.01275207,0.20866226,0.38925892,0.05495219,0.07356754,0.00032982,0.55695531
-5.32766383,0.81481802,0.00110356,0.01330017,0.20660210,0.36076386,0.05258826,0.07286187,0.00027709,0.53148592
-5.32166083,0.78193991,0.00119019,0.01403594,0.20779242,0.33575305,0.05125050,0.07314219,0.00023607,0.51265680
-5.31565783,0.75871351,0.00130342,0.01495052,0.21214356,0.31427239,0.05090446,0.07437314,0.00020515,0.50038169
-5.30965483,0.74490456,0.00144275,0.01603237,0.21952378,0.29631103,0.05150745,0.07650614,0.00018287,0.49448069
-5.30365183,0.74013916,0.00160742,0.01726724,0.22975800,0.28180159,0.05300852,0.07947907,0.00016796,0.49467921
-5.29764882,0.74390458,0.00179632,0.01863812,0.24262711,0.27062163,0.05534825,0.08321634,0.00015930,0.50060839
-5.29164582,0.75555298,0.00200797,0.02012539,0.25786810,0.26259612,0.05845869,0.08762926,0.00015591,0.51180738
-5.28564282,0.77430826,0.00224045,0.02170704,0.27517522,0.25750122,0.06226332,0.09261679,0.00015695,0.52772775
-5.27963982,0.79927641,0.00249143,0.02335900,0.29420237,0.25506898,0.06667731,0.09806685,0.00016170,0.54774013
-5.27363682,0.82945927,0.00275808,0.02505564,0.31456684,0.25499324,0.07160792,0.10385800,0.00016955,0.57114326
-5.26763382,0.86377201,0.00303711,0.02677039,0.33585457,0.25693629,0.07695528,0.10986164,0.00017996,0.59717548
-5.26163082,0.90106389,0.00332476,0.02847643,0.35762690,0.26053655,0.08261362,0.11594463,0.00019251,0.62502862
-5.25562781,0.94014222,0.00361688,0.03014755,0.37942872,0.26541675,0.08847275,0.12197228,0.00020682,0.65386403
-5.24962481,0.97979885,0.00390893,0.03175904,0.40079799,0.27119272,0.09442011,0.12781171,0.00022261,0.68283054
-5.24362181,1.01883861,0.00419611,0.03328865,0.42127630,0.27748236,0.10034306,0.13333533,0.00023964,0.71108371
-5.23761881,1.05610894,0.00447344,0.03471751,0.44042024,0.28391479,0.10613161,0.13842447,0.00025776,0.73780614
-5.23161581,1.09052958,0.00473588,0.03603113,0.45781305,0.29013912,0.11168123,0.14297293,0.00027688,0.76222793
-5.22561281,1.12112147,0.00497846,0.03722017,0.47307636,0.29583291,0.11689595,0.14689035,0.00029696,0.78364658
-5.21960980,1.14703366,0.00519643,0.03828124,0.48588127,0.30070982,0.12169130,0.15010524,0.00031807,0.80144588
-5.21360680,1.16756718,0.00538538,0.03921744,0.49595846,0.30452624,0.12599720,0.15256753,0.00034030,0.81511262
-5.20760380,1.18219487,0.00554140,0.04003874,0.50310692,0.30708675,0.12976043,0.15425057,0.00036386,0.82425078
-5.20160080,1.19057627,0.00566119,0.04076218,0.50720062,0.30824816,0.13294676,0.15515235,0.00038902,0.82859242
-5.19559780,1.19256683,0.00574217,0.04141172,0.50819314,0.30792192,0.13554238,0.15529601,0.00041611,0.82800476
-5.18959480,1.18822100,0.00578259,0.04201790,0.50611966,0.30607494,0.13755467,0.15472954,0.00044556,0.82249316
-5.18359180,1.17778889,0.00578154,0.04261721,0.50109646,0.30272864,0.13901218,0.15352458,0.00047783,0.81219987
-5.17758879,1.16170660,0.00573902,0.04325116,0.49331760,0.29795639,0.13996373,0.15177452,0.00051349,0.79739839
-5.17158579,1.14058039,0.00565594,0.04396518,0.48304921,0.29187935,0.14047673,0.14959175,0.00055311,0.77848385
-5.16558279,1.11516544,0.00553405,0.04480722,0.47062125,0.28466091,0.14063455,0.14710432,0.00059733,0.75595956
-5.15957979,1.08633975,0.00537592,0.04582620,0.45641729,0.27649999,0.14053335,0.14445205,0.00064681,0.73042046
-5.15357679,1.05507445,0.00518481,0.04707033,0.44086260,0.26762332,0.14027808,0.14178219,0.00070221,0.70253391
-5.14757379,1.02240130,0.00496460,0.04858537,0.42441103,0.25827720,0.13997821,0.13924486,0.00076421,0.67301869
-5.14157079,0.98937897,0.00471960,0.05041281,0.40753118,0.24871884,0.13974303,0.13698840,0.00083343,0.64262300
-5.13556778,0.95705903,0.00445448,0.05258815,0.39069228,0.23920778,0.13967698,0.13515470,0.00091049,0.61210214
-5.12956478,0.92645302,0.00417406,0.05513927,0.37435055,0.22999754,0.13987507,0.13387486,0.00099591,0.58219674
-5.12356178,0.89850181,0.00388320,0.05808498,0.35893615,0.22132785,0.14041865,0.13326506,0.00109018,0.55361227
-5.11755878,0.87404798,0.00358667,0.06143377,0.34484149,0.21341772,0.14137175,0.13342304,0.00119367,0.52700040
-5.11155578,0.85381244,0.00328900,0.06518290,0.33241096,0.20645947,0.14277811,0.13442507,0.00130666,0.50294272
-5.10555278,0.83837560,0.00299437,0.06931780,0.32193268,0.20061398,0.14465913,0.13632362,0.00142931,0.48193735
-5.09954977,0.82816386,0.00270656,0.07381180,0.31363212,0.19600708,0.14701272,0.13914576,0.00156164,0.46438857
-5.09354677,0.82344142,0.00242884,0.07862634,0.30766810,0.19272739,0.14981324,0.14289232,0.00170356,0.45059970
-5.08754377,0.82430764,0.00216397,0.08371150,0.30413080,0.19082530,0.15301239,0.14753786,0.00185479,0.44076935
-5.08154077,0.83069978,0.00191413,0.08900698,0.30304214,0.19031335,0.15654120,0.15303139,0.00201491,0.43499086
-5.07553777,0.84240077,0.00168099,0.09444342,0.30435809,0.19116767,0.16031285,0.15929787,0.00218332,0.43325483
-5.06953477,0.85905163,0.00146563,0.09994412,0.30797303,0.19333056,0.16422627,0.16624041,0.00235925,0.43545455
-5.06353177,0.88016800,0.00126870,0.10542698,0.31372574,0.19671396,0.16817032,0.17374310,0.00254173,0.44139403
-5.05752876,0.90515998,0.00109033,0.11080678,0.32140684,0.20120373,0.17202845,0.18167443,0.00272961,0.45079823
-5.05152576,0.93335471,0.00093032,0.11599749,0.33076746,0.20666452,0.17568350,0.18989115,0.00292152,0.46332521
-5.04552276,0.96402080,0.00078809,0.12091478,0.34152873,0.21294506,0.17902245,0.19824250,0.00311592,0.47857970
-5.03951976,0.99639375,0.00066281,0.12547849,0.35339178,0.21988378,0.18194096,0.20657466,0.00331106,0.49612768
-5.03351676,1.02970158,0.00055345,0.12961497,0.36604803,0.22731441,0.18434750,0.21473530,0.00350500,0.51551151
-5.02751376,1.06318985,0.00045881,0.13325931,0.37918925,0.23507160,0.18616680,0.22257806,0.00369565,0.53626514
-5.02151076,1.09614521,0.00037764,0.13635725,0.39251723,0.24299612,0.18734263,0.22996688,0.00388076,0.55792888
-5.01550775,1.12791670,0.00030860,0.13886685,0.40575266,0.25093978,0.18783961,0.23677994,0.00405797,0.58006335
-5.00950475,1.15793418,0.00025039,0.14075966,0.41864292,0.25876962,0.18764430,0.24291316,0.00422484,0.60226201
-5.00350175,1.18572326,0.00020172,0.14202156,0.43096861,0.26637143,0.18676519,0.24828310,0.00437894,0.62416192
-4.99749875,1.21091621,0.00016137,0.14265312,0.44254852,0.27365243,0.18523193,0.25282912,0.00451784,0.64545239
-4.99149575,1.23325853,0.00012820,0.14266943,0.45324285,0.28054296,0.18309376,0.25651475,0.00463924,0.66588111
-4.98549275,1.25261102,0.00010118,0.14209956,0.46295474,0.28699719,0.18041723,0.25932820,0.00474101,0.68525755
-4.97948974,1.26894722,0.00007936,0.14098556,0.47162987,0.29299276,0.17728336,0.26128201,0.00482126,0.70345355
-4.97348674,1.28234650,0.00006192,0.13938109,0.47925430,0.29852950,0.17378449,0.26241182,0.00487845,0.72040102
-4.96748374,1.29298306,0.00004812,0.13734973,0.48585060,0.30362703,0.17002087,0.26277430,0.00491143,0.73608687
-4.96148074,1.30111139,0.00003734,0.13496308,0.49147248,0.30832170,0.16609726,0.26244439,0.00491953,0.75054548
-4.95547774,1.30704891,0.00002906,0.13229873,0.49619818,0.31266268,0.16211969,0.26151195,0.00490261,0.76384895
-4.94947474,1.31115666,0.00002285,0.12943815,0.50012293,0.31670760,0.15819248,0.26007793,0.00486111,0.77609576
-4.94347174,1.31381887,0.00001835,0.12646466,0.50335089,0.32051794,0.15441577,0.25825035,0.00479608,0.78739830
-4.93746873,1.31542262,0.00001530,0.12346155,0.50598683,0.32415430,0.15088357,0.25614020,0.00470923,0.79787005
-4.93146573,1.31633849,0.00001350,0.12051047,0.50812829,0.32767198,0.14768256,0.25385746,0.00460288,0.80761299
-4.92546273,1.31690330,0.00001281,0.11769003,0.50985826,0.33111688,0.14489142,0.25150754,0.00447997,0.81670614
-4.91945973,1.31740580,0.00001314,0.11507487,0.51123906,0.33452232,0.14258109,0.24918820,0.00434404,0.82519566
-4.91345673,1.31807613,0.00001448,0.11273506,0.51230766,0.33790653,0.14081560,0.24698712,0.00419912,0.83308731
-4.90745373,1.31907957,0.00001685,0.11073594,0.51307268,0.34127140,0.13965359,0.24498037,0.00404973,0.84034167
-4.90145073,1.32051491,0.00002032,0.10913831,0.51351330,0.34460225,0.13915042,0.24323152,0.00390073,0.84687247
-4.89544772,1.32241752,0.00002502,0.10799897,0.51358024,0.34786885,0.13936066,0.24179179,0.00375725,0.85254817
-4.88944472,1.32476681,0.00003108,0.10737153,0.51319857,0.35102752,0.14034091,0.24070081,0.00362457,0.85719681
-4.88344172,1.32749765,0.00003873,0.10730738,0.51227244,0.35402431,0.14215270,0.23998822,0.00350801,0.86061388
-4.87743872,1.33051489,0.00004819,0.10785669,0.51069138,0.35679895,0.14486525,0.23967564,0.00341279,0.86257280
-4.87143572,1.33370999,0.00005973,0.10906938,0.50833777,0.35928940,0.14855791,0.23977907,0.00334391,0.86283747
-4.86543272,1.33697867,0.00007366,0.11099587,0.50509519,0.36143673,0.15332204,0.24031139,0.00330605,0.86117619
-4.85942971,1.34023822,0.00009030,0.11368748,0.50085712,0.36318990,0.15926208,0.24128469,0.00330337,0.85737617
-4.85342671,1.34344330,0.00011002,0.11719640,0.49553544,0.36451030,0.16649564,0.24271233,0.00333947,0.85125777
-4.84742371,1.34659897,0.00013316,0.12157511,0.48906830,0.36537562,0.17515238,0.24461039,0.00341722,0.84268769
-4.84142071,1.34977004,0.00016011,0.12687522,0.48142689,0.36578276,0.18537160,0.24699850,0.00353869,0.83159035
-4.83541771,1.35308577,0.00019120,0.13314568,0.47262073,0.36574975,0.19729841,0.24989978,0.00370502,0.81795678
-4.82941471,1.35673952,0.00022680,0.14043033,0.46270104,0.36531633,0.21107853,0.25333992,0.00391638,0.80185053
-4.82341171,1.36098314,0.00026718,0.14876499,0.45176217,0.36454326,0.22685165,0.25734548,0.00417190,0.78341028
-4.81740870,1.36611627,0.00031261,0.15817402,0.43994079,0.36351035,0.24474375,0.26194131,0.00446960,0.76284895
-4.81140570,1.37247097,0.00036325,0.16866667,0.42741305,0.36231331,0.26485834,0.26714742,0.00480644,0.74044941
-4.80540270,1.38039266,0.00041920,0.18023326,0.41438970,0.36105960,0.28726717,0.27297536,0.00517826,0.71655706
-4.79939970,1.39021829,0.00048044,0.19284152,0.40110944,0.35986354,0.31200071,0.27942452,0.00557990,0.69156952
-4.79339670,1.40225313,0.00054683,0.20643331,0.38783093,0.35884095,0.33903893,0.28647838,0.00600521,0.66592414
-4.78739370,1.41674758,0.00061810,0.22092190,0.37482371,0.35810359,0.36830280,0.29410126,0.00644721,0.64008388
-4.78139070,1.43387541,0.00069384,0.23619010,0.36235859,0.35775384,0.39964724,0.30223562,0.00689820,0.61452225
-4.77538769,1.45371476,0.00077348,0.25208944,0.35069794,0.35787971,0.43285582,0.31080036,0.00734995,0.58970793
-4.76938469,1.47623321,0.00085627,0.26844059,0.34008621,0.35855064,0.46763792,0.31969004,0.00779387,0.56608990
-4.76338169,1.50127784,0.00094136,0.28503508,0.33074135,0.35981416,0.50362857,0.32877552,0.00822126,0.54408350
-4.75737869,1.52857101,0.00102771,0.30163845,0.32284725,0.36169359,0.54039139,0.33790574,0.00862355,0.52405810
-4.75137569,1.55771215,0.00111419,0.31799478,0.31654756,0.36418688,0.57742483,0.34691088,0.00899251,0.50632656
-4.74537269,1.58818575,0.00119953,0.33383249,0.31194121,0.36726655,0.61417158,0.35560665,0.00932052,0.49113705
-4.73936968,1.61937508,0.00128241,0.34887133,0.30907960,0.37088067,0.65003117,0.36379973,0.00960082,0.47866710
-4.73336668,1.65058100,0.00136145,0.36283024,0.30796565,0.37495479,0.68437523,0.37129387,0.00982769,0.46902014
-4.72736368,1.68104502,0.00143527,0.37543580,0.30855451,0.37939469,0.71656514,0.37789671,0.00999669,0.46222434
-4.72136068,1.70997547,0.00150251,0.38643104,0.31075599,0.38408962,0.74597125,0.38342674,0.01010478,0.45823372
-4.71535768,1.73657545,0.00156190,0.39558407,0.31443846,0.38891606,0.77199291,0.38772014,0.01015045,0.45693130
-4.70935468,1.76007126,0.00161227,0.40269631,0.31943395,0.39374156,0.79407860,0.39063735,0.01013380,0.45813399
-4.70335168,1.77974001,0.00165261,0.40760983,0.32554434,0.39842872,0.81174505,0.39206873,0.01005658,0.46159912
-4.69734867,1.79493520,0.00168209,0.41021356,0.33254829,0.40283890,0.82459474,0.39193941,0.00992212,0.46703213
-4.69134567,1.80510910,0.00170008,0.41044800,0.34020856,0.40683582,0.83233065,0.39021281,0.00973528,0.47409538
-4.68534267,1.80983120,0.00170623,0.40830822,0.34827967,0.41028869,0.83476790,0.38689281,0.00950233,0.48241769
-4.67933967,1.80880195,0.00170041,0.40384502,0.35651542,0.41307508,0.83184140,0.38202452,0.00923077,0.49160438
-4.67333667,1.80186151,0.00168275,0.39716421,0.36467611,0.41508332,0.82360940,0.37569349,0.00892915,0.50124764
-4.66733367,1.78899339,0.00165364,0.38842390,0.37253534,0.41621455,0.81025265,0.36802354,0.00860683,0.51093698
-4.66133067,1.77032298,0.00161373,0.37783012,0.37988602,0.41638436,0.79206927,0.35917317,0.00827373,0.52026949
-4.65532766,1.74611149,0.00156388,0.36563079,0.38654559,0.41552423,0.76946560,0.34933092,0.00794007,0.52885981
-4.64932466,1.71674568,0.00150514,0.35210836,0.39236028,0.41358259,0.74294350,0.33870966,0.00761609,0.53634953
-4.64332166,1.68272414,0.00143877,0.33757144,0.39720822,0.41052574,0.71308482,0.32754025,0.00731183,0.54241581
