energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,5.40691157,1.91385371,0.00000000,0.02550378,1.28699375,6.46650608,2.29667812
-5.99399700,5.16962844,1.81364552,0.00000000,0.02360209,1.24729930,6.17953983,2.18937541
-5.98799400,4.92723439,1.71341676,0.00000000,0.02170137,1.20611941,5.88127090,2.08067235
-5.98199100,4.68294018,1.61412224,0.00000000,0.01982467,1.16428236,5.57534234,1.97188595
-5.97598799,4.43988679,1.51665873,0.00000000,0.01799292,1.12261488,5.26540664,1.86428468
-5.96998499,4.20108141,1.42185214,0.00000000,0.01622451,1.08192096,4.95504954,1.75906517
-5.96398199,3.96933815,1.33044706,0.00000000,0.01453506,1.04296144,4.64771703,1.65733155
-5.95797899,3.74722475,1.24309856,0.00000000,0.01293729,1.00643470,4.34664742,1.56007746
-5.95197599,3.53701612,1.16036618,0.00000000,0.01144097,0.97295924,4.05481033,1.46817097
-5.94597299,3.34065586,1.08270992,0.00000000,0.01005300,0.94305847,3.77485406,1.38234264
-5.93996998,3.15972622,1.01048819,0.00000000,0.00877749,0.91714826,3.50906280,1.30317671
-5.93396698,2.99542726,0.94395758,0.00000000,0.00761606,0.89552755,3.25932457,1.23110544
-5.92796398,2.84856550,0.88327434,0.00000000,0.00656803,0.87837245,3.02711073,1.16640681
-5.92196098,2.71955225,0.82849756,0.00000000,0.00563076,0.86573383,2.81346727,1.10920544
-5.91595798,2.60841167,0.77959400,0.00000000,0.00479996,0.85753867,2.61901794,1.05947672
-5.90995498,2.51479837,0.73644446,0.00000000,0.00407002,0.85359509,2.44397867,1.01705414
-5.90395198,2.43802404,0.69885167,0.00000000,0.00343434,0.85360101,2.28818275,0.98163972
-5.89794897,2.37709264,0.66654972,0.00000000,0.00288564,0.85715612,2.15111542,0.95281726
-5.89194597,2.33074303,0.63921466,0.00000000,0.00241620,0.86377700,2.03195675,0.93006825
-5.88594297,2.29749813,0.61647639,0.00000000,0.00201817,0.87291474,1.92963095,0.91279008
-5.87993997,2.27571908,0.59793140,0.00000000,0.00168372,0.88397472,1.84286057,0.90031615
-5.87393697,2.26366290,0.58315606,0.00000000,0.00140527,0.89633777,1.77022341,0.89193730
-5.86793397,2.25954184,0.57172027,0.00000000,0.00117558,0.90938202,1.71021035,0.88692408
-5.86193097,2.26158245,0.56320085,0.00000000,0.00098788,0.92250475,1.66128196,0.88454904
-5.85592796,2.26808242,0.55719426,0.00000000,0.00083594,0.93514325,1.62192208,0.88410841
-5.84992496,2.27746310,0.55332827,0.00000000,0.00071411,0.94679406,1.59068647,0.88494248
-5.84392196,2.28831579,0.55127195,0.00000000,0.00061732,0.95702969,1.56624500,0.88645377
-5.83791896,2.29943986,0.55074364,0.00000000,0.00054110,0.96551212,1.54741611,0.88812238
-5.83191596,2.30987137,0.55151650,0.00000000,0.00048158,0.97200243,1.53319239,0.88951801
-5.82591296,2.31890079,0.55342133,0.00000000,0.00043540,0.97636628,1.52275671,0.89030790
-5.81990995,2.32607923,0.55634650,0.00000000,0.00039974,0.97857467,1.51548869,0.89026062
-5.81390695,2.33121282,0.56023502,0.00000000,0.00037223,0.97870012,1.51096161,0.88924539
-5.80790395,2.33434569,0.56507882,0.00000000,0.00035093,0.97690831,1.50893033,0.88722709
-5.80190095,2.33573227,0.57091048,0.00000000,0.00033427,0.97344560,1.50931135,0.88425712
-5.79589795,2.33580046,0.57779305,0.00000000,0.00032100,0.96862291,1.51215614,0.88046075
-5.78989495,2.33510765,0.58580825,0.00000000,0.00031017,0.96279687,1.51761966,0.87602151
-5.78389195,2.33429180,0.59504398,0.00000000,0.00030106,0.95634909,1.52592579,0.87116352
-5.77788894,2.33402033,0.60558175,0.00000000,0.00029317,0.94966460,1.53733171,0.86613277
-5.77188594,2.33493968,0.61748484,0.00000000,0.00028614,0.94311065,1.55209345,0.86117833
-5.76588294,2.33762821,0.63078798,0.00000000,0.00027977,0.93701691,1.57043437,0.85653450
-5.75987994,2.34255526,0.64548924,0.00000000,0.00027396,0.93165813,1.59251852,0.85240501
-5.75387694,2.35004853,0.66154462,0.00000000,0.00026869,0.92724023,1.61843028,0.84895007
-5.74787394,2.36027172,0.67886596,0.00000000,0.00026400,0.92389047,1.64816137,0.84627696
-5.74187094,2.37321360,0.69732210,0.00000000,0.00025999,0.92165229,1.68160579,0.84443471
-5.73586793,2.38868911,0.71674359,0.00000000,0.00025677,0.92048496,1.71856285,0.84341314
-5.72986493,2.40635224,0.73693054,0.00000000,0.00025447,0.92026814,1.75874778,0.84314605
-5.72386193,2.42571985,0.75766317,0.00000000,0.00025322,0.92081088,1.80180903,0.84351859
-5.71785893,2.44620477,0.77871460,0.00000000,0.00025316,0.92186458,1.84735071,0.84437796
-5.71185593,2.46715593,0.79986476,0.00000000,0.00025441,0.92313913,1.89495858,0.84554682
-5.70585293,2.48790309,0.82091482,0.00000000,0.00025707,0.92432110,1.94422742,0.84683858
-5.69984992,2.50780301,0.84170090,0.00000000,0.00026123,0.92509314,1.99478766,0.84807327
-5.69384692,2.52628412,0.86210617,0.00000000,0.00026696,0.92515316,2.04632915,0.84909319
-5.68784392,2.54288685,0.88207044,0.00000000,0.00027430,0.92423248,2.09862014,0.84977704
-5.68184092,2.55729684,0.90159640,0.00000000,0.00028326,0.92211170,2.15151982,0.85005178
-5.67583792,2.56936888,0.92075187,0.00000000,0.00029384,0.91863347,2.20498315,0.84990121
-5.66983492,2.57914001,0.93966783,0.00000000,0.00030599,0.91371161,2.25905748,0.84937077
-5.66383192,2.58683079,0.95853193,0.00000000,0.00031965,0.90733600,2.31387056,0.84856821
-5.65782891,2.59283462,0.97757784,0.00000000,0.00033473,0.89957308,2.36961081,0.84765990
-5.65182591,2.59769561,0.99707070,0.00000000,0.00035112,0.89056216,2.42650060,0.84686309
-5.64582291,2.60207634,1.01728951,0.00000000,0.00036866,0.88050765,2.48476424,0.84643443
-5.63981991,2.60671722,1.03850730,0.00000000,0.00038718,0.86966788,2.54459276,0.84665538
-5.63381691,2.61239002,1.06097018,0.00000000,0.00040651,0.85834119,2.60610752,0.84781546
-5.62781391,2.61984803,1.08487643,0.00000000,0.00042641,0.84685000,2.66932529,0.85019405
-5.62181091,2.62977582,1.11035683,0.00000000,0.00044666,0.83552390,2.73412691,0.85404207
-5.61580790,2.64274142,1.13745744,0.00000000,0.00046703,0.82468250,2.80023196,0.85956426
-5.60980490,2.65915357,1.16612580,0.00000000,0.00048724,0.81461903,2.86718109,0.86690331
-5.60380190,2.67922635,1.19620157,0.00000000,0.00050703,0.80558545,2.93432766,0.87612657
-5.59779890,2.70295315,1.22741210,0.00000000,0.00052615,0.79777961,3.00083936,0.88721614
-5.59179590,2.73009135,1.25937349,0.00000000,0.00054434,0.79133523,3.06571026,0.90006289
-5.58579290,2.76015852,1.29159717,0.00000000,0.00056133,0.78631484,3.12778310,0.91446476
-5.57978989,2.79244022,1.32350189,0.00000000,0.00057690,0.78270606,3.18578076,0.93012952
-5.57378689,2.82600927,1.35443062,0.00000000,0.00059082,0.78042115,3.23834583,0.94668177
-5.56778389,2.85975530,1.38367176,0.00000000,0.00060290,0.77929989,3.28408631,0.96367412
-5.56178089,2.89242340,1.41048365,0.00000000,0.00061296,0.77911539,3.32162545,0.98060181
-5.55577789,2.92266001,1.43412143,0.00000000,0.00062087,0.77958271,3.34965350,0.99692040
-5.54977489,2.94906408,1.45386509,0.00000000,0.00062651,0.78036965,3.36697896,1.01206558
-5.54377189,2.97024125,1.46904737,0.00000000,0.00062983,0.78110950,3.37257716,1.02547441
-5.53776888,2.98485889,1.47908056,0.00000000,0.00063079,0.78141494,3.36563398,1.03660705
-5.53176588,2.99169967,1.48348089,0.00000000,0.00062940,0.78089282,3.34558302,1.04496811
-5.52576288,2.98971175,1.48188963,0.00000000,0.00062573,0.77915907,3.31213471,1.05012684
-5.51975988,2.97805353,1.47409008,0.00000000,0.00061987,0.77585336,3.26529629,1.05173538
-5.51375688,2.95613151,1.46001988,0.00000000,0.00061199,0.77065290,3.20538212,1.04954434
-5.50775388,2.92362999,1.43977806,0.00000000,0.00060228,0.76328499,3.13301406,1.04341526
-5.50175088,2.88053159,1.41362696,0.00000000,0.00059100,0.75353789,3.04911219,1.03332943
-5.49574787,2.82712816,1.38198874,0.00000000,0.00057846,0.74126971,2.95487649,1.01939297
-5.48974487,2.76402185,1.34543699,0.00000000,0.00056501,0.72641506,2.85176035,1.00183786
-5.48374187,2.69211660,1.30468374,0.00000000,0.00055108,0.70898922,2.74143717,0.98101909
-5.47773887,2.61260043,1.26056246,0.00000000,0.00053712,0.68908985,2.62576130,0.95740808
-5.47173587,2.52691951,1.21400785,0.00000000,0.00052365,0.66689626,2.50672500,0.93158262
-5.46573287,2.43674505,1.16603308,0.00000000,0.00051124,0.64266621,2.38641263,0.90421380
-5.45972986,2.34393417,1.11770534,0.00000000,0.00050050,0.61673055,2.26695396,0.87605033
-5.45372686,2.25048622,1.07012058,0.00000000,0.00049207,0.58948592,2.15047768,0.84790091
-5.44772386,2.15849614,1.02437812,0.00000000,0.00048663,0.56138579,2.03906654,0.82061516
-5.44172086,2.07010608,0.98155595,0.00000000,0.00048488,0.53293017,1.93471539,0.79506368
-5.43571786,1.98745694,0.94268733,0.00000000,0.00048755,0.50465447,1.83929272,0.77211794
-5.42971486,1.91264101,0.90873915,0.00000000,0.00049534,0.47711770,1.75450682,0.75263041
-5.42371186,1.84765693,0.88059259,0.00000000,0.00050898,0.45089042,1.68187669,0.73741546
-5.41770885,1.79436786,0.85902630,0.00000000,0.00052915,0.42654285,1.62270826,0.72723149
-5.41170585,1.75446368,0.84470230,0.00000000,0.00055651,0.40463313,1.57807596,0.72276457
-5.40570285,1.72942767,0.83815467,0.00000000,0.00059165,0.38569621,1.54880934,0.72461384
-5.39969985,1.72050798,0.83978097,0.00000000,0.00063511,0.37023326,1.53548483,0.73327883
-5.39369685,1.72869396,0.84983638,0.00000000,0.00068736,0.35870180,1.53842190,0.74914883
-5.38769385,1.75469733,0.86843023,0.00000000,0.00074878,0.35150660,1.55768338,0.77249418
-5.38169085,1.79893783,0.89552488,0.00000000,0.00081963,0.34899124,1.59307932,0.80345967
-5.37568784,1.86153323,0.93093657,0.00000000,0.00090010,0.35143044,1.64417376,0.84205969
-5.36968484,1.94229334,0.97433822,0.00000000,0.00099025,0.35902307,1.71029409,0.88817534
-5.36368184,2.04071764,1.02526366,0.00000000,0.00109008,0.37188593,1.79054220,0.94155314
-5.35767884,2.15599654,1.08311357,0.00000000,0.00119948,0.39004834,1.88380741,1.00180544
-5.35167584,2.28701602,1.14716258,0.00000000,0.00131827,0.41344764,1.98878061,1.06841253
-5.34567284,2.43236579,1.21656786,0.00000000,0.00144625,0.44192579,2.10396962,1.14072634
-5.33966983,2.59035125,1.29037895,0.00000000,0.00158322,0.47522734,2.22771575,1.21797591
-5.33366683,2.75900939,1.36754909,0.00000000,0.00172901,0.51299890,2.35821169,1.29927481
-5.32766383,2.93612932,1.44694799,0.00000000,0.00188355,0.55479061,2.49352097,1.38363045
-5.32166083,3.11927773,1.52737627,0.00000000,0.00204692,0.60005963,2.63159925,1.46995574
-5.31565783,3.30582976,1.60758166,0.00000000,0.00221938,0.64817614,2.77031787,1.55708305
-5.30965483,3.49300571,1.68627695,0.00000000,0.00240149,0.69843191,2.90749000,1.64378064
-5.30365183,3.67791362,1.76215979,0.00000000,0.00259412,0.75005157,3.04089949,1.72877171
-5.29764882,3.85759776,1.83393422,0.00000000,0.00279851,0.80220652,3.16833273,1.81075581
