energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.03948107,0.00080263,0.00000000,0.00026866,0.02318810,0.01422347,0.01264689
-5.99399700,0.03481356,0.00062519,0.00000000,0.00021879,0.02056118,0.01132546,0.01154232
-5.98799400,0.03176392,0.00048370,0.00000000,0.00017983,0.01888187,0.00897519,0.01096376
-5.98199100,0.03018409,0.00037171,0.00000000,0.00015017,0.01806758,0.00708720,0.01087487
-5.97598799,0.02995212,0.00028375,0.00000000,0.00012844,0.01805062,0.00558628,0.01124718
-5.96998499,0.03096967,0.00021518,0.00000000,0.00011349,0.01877668,0.00440703,0.01205922
-5.96398199,0.03315870,0.00016215,0.00000000,0.00010433,0.02020298,0.00349319,0.01329525
-5.95797899,0.03645770,0.00012147,0.00000000,0.00010015,0.02229602,0.00279694,0.01494394
-5.95197599,0.04081751,0.00009055,0.00000000,0.00010030,0.02502913,0.00227805,0.01699682
-5.94597299,0.04619683,0.00006730,0.00000000,0.00010420,0.02837983,0.00190298,0.01944668
-5.93996998,0.05255779,0.00005005,0.00000000,0.00011142,0.03232714,0.00164406,0.02228586
-5.93396698,0.05986145,0.00003751,0.00000000,0.00012158,0.03684897,0.00147864,0.02550461
-5.92796398,0.06806359,0.00002869,0.00000000,0.00013435,0.04191953,0.00138832,0.02908955
-5.92196098,0.07711090,0.00002286,0.00000000,0.00014945,0.04750712,0.00135823,0.03302221
-5.91595798,0.08693769,0.00001953,0.00000000,0.00016663,0.05357211,0.00137642,0.03727779
-5.90995498,0.09746332,0.00001839,0.00000000,0.00018567,0.06006541,0.00143332,0.04182427
-5.90395198,0.10859046,0.00001934,0.00000000,0.00020634,0.06692744,0.00152129,0.04662175
-5.89794897,0.12020424,0.00002243,0.00000000,0.00022842,0.07408766,0.00163425,0.05162221
-5.89194597,0.13217257,0.00002788,0.00000000,0.00025172,0.08146472,0.00176741,0.05676973
-5.88594297,0.14434741,0.00003611,0.00000000,0.00027603,0.08896732,0.00191705,0.06200110
-5.87993997,0.15656722,0.00004773,0.00000000,0.00030117,0.09649572,0.00208044,0.06724694
-5.87393697,0.16866051,0.00006357,0.00000000,0.00032701,0.10394387,0.00225571,0.07243319
-5.86793397,0.18045030,0.00008469,0.00000000,0.00035345,0.11120222,0.00244192,0.07748309
-5.86193097,0.19175944,0.00011248,0.00000000,0.00038043,0.11816095,0.00263907,0.08231946
-5.85592796,0.20241667,0.00014859,0.00000000,0.00040801,0.12471370,0.00284820,0.08686725
-5.84992496,0.21226297,0.00019510,0.00000000,0.00043632,0.13076147,0.00307151,0.09105629
-5.84392196,0.22115816,0.00025446,0.00000000,0.00046564,0.13621666,0.00331252,0.09482408
-5.83791896,0.22898730,0.00032959,0.00000000,0.00049637,0.14100704,0.00357622,0.09811850
-5.83191596,0.23566669,0.00042392,0.00000000,0.00052908,0.14507933,0.00386924,0.10090036
-5.82591296,0.24114905,0.00054138,0.00000000,0.00056453,0.14840250,0.00419995,0.10314561
-5.81990995,0.24542767,0.00068649,0.00000000,0.00060366,0.15097022,0.00457867,0.10484710
-5.81390695,0.24853931,0.00086431,0.00000000,0.00064761,0.15280269,0.00501765,0.10601582
-5.80790395,0.25056549,0.00108047,0.00000000,0.00069773,0.15394743,0.00553119,0.10668147
-5.80190095,0.25163225,0.00134112,0.00000000,0.00075552,0.15447915,0.00613557,0.10689236
-5.79589795,0.25190805,0.00165284,0.00000000,0.00082267,0.15449846,0.00684895,0.10671460
-5.78989495,0.25160000,0.00202261,0.00000000,0.00090102,0.15412962,0.00769121,0.10623056
-5.78389195,0.25094838,0.00245764,0.00000000,0.00099246,0.15351719,0.00868369,0.10553663
-5.77788894,0.25021966,0.00296522,0.00000000,0.00109897,0.15282184,0.00984880,0.10474035
-5.77188594,0.24969818,0.00355252,0.00000000,0.00122247,0.15221526,0.01120966,0.10395703
-5.76588294,0.24967676,0.00422636,0.00000000,0.00136481,0.15187451,0.01278949,0.10330596
-5.75987994,0.25044668,0.00499298,0.00000000,0.00152765,0.15197595,0.01461109,0.10290630
-5.75387694,0.25228726,0.00585774,0.00000000,0.00171238,0.15268898,0.01669618,0.10287286
-5.74787394,0.25545551,0.00682484,0.00000000,0.00192005,0.15416972,0.01906472,0.10331197
-5.74187094,0.26017630,0.00789706,0.00000000,0.00215128,0.15655516,0.02173423,0.10431746
-5.73586793,0.26663338,0.00907552,0.00000000,0.00240614,0.15995767,0.02471912,0.10596706
-5.72986493,0.27496164,0.01035940,0.00000000,0.00268412,0.16446043,0.02803008,0.10831932
-5.72386193,0.28524107,0.01174585,0.00000000,0.00298403,0.17011369,0.03167348,0.11141116
-5.71785893,0.29749257,0.01322985,0.00000000,0.00330399,0.17693232,0.03565097,0.11525617
-5.71185593,0.31167596,0.01480420,0.00000000,0.00364141,0.18489457,0.03995915,0.11984379
-5.70585293,0.32769028,0.01645962,0.00000000,0.00399297,0.19394224,0.04458934,0.12513940
-5.69984992,0.34537652,0.01818498,0.00000000,0.00435468,0.20398225,0.04952761,0.13108529
-5.69384692,0.36452262,0.01996757,0.00000000,0.00472192,0.21488967,0.05475486,0.13760256
-5.68784392,0.38487076,0.02179352,0.00000000,0.00508958,0.22651201,0.06024716,0.14459395
-5.68184092,0.40612664,0.02364834,0.00000000,0.00545213,0.23867469,0.06597615,0.15194729
-5.67583792,0.42797037,0.02551755,0.00000000,0.00580381,0.25118759,0.07190957,0.15953971
-5.66983492,0.45006870,0.02738727,0.00000000,0.00613879,0.26385221,0.07801195,0.16724231
-5.66383192,0.47208789,0.02924499,0.00000000,0.00645134,0.27646943,0.08424527,0.17492503
-5.65782891,0.49370696,0.03108024,0.00000000,0.00673604,0.28884729,0.09056971,0.18246176
-5.65182591,0.51463046,0.03288521,0.00000000,0.00698799,0.30080864,0.09694431,0.18973524
-5.64582291,0.53460043,0.03465539,0.00000000,0.00720293,0.31219827,0.10332768,0.19664167
-5.63981991,0.55340690,0.03638997,0.00000000,0.00737749,0.32288915,0.10967854,0.20309477
-5.63381691,0.57089640,0.03809213,0.00000000,0.00750926,0.33278765,0.11595619,0.20902918
-5.62781391,0.58697823,0.03976921,0.00000000,0.00759694,0.34183721,0.12212092,0.21440301
-5.62181091,0.60162803,0.04143258,0.00000000,0.00764041,0.35002071,0.12813426,0.21919940
-5.61580790,0.61488855,0.04309731,0.00000000,0.00764071,0.35736095,0.13395912,0.22342707
-5.60980490,0.62686766,0.04478168,0.00000000,0.00760010,0.36391967,0.13955996,0.22711986
-5.60380190,0.63773348,0.04650647,0.00000000,0.00752196,0.36979483,0.14490277,0.23033524
-5.59779890,0.64770712,0.04829399,0.00000000,0.00741068,0.37511643,0.14995519,0.23315191
-5.59179590,0.65705320,0.05016709,0.00000000,0.00727159,0.38004107,0.15468654,0.23566657
-5.58579290,0.66606869,0.05214805,0.00000000,0.00711072,0.38474546,0.15906800,0.23799005
-5.57978989,0.67507065,0.05425737,0.00000000,0.00693469,0.38941926,0.16307285,0.24024304
-5.57378689,0.68438331,0.05651273,0.00000000,0.00675051,0.39425750,0.16667687,0.24255143
-5.56778389,0.69432534,0.05892794,0.00000000,0.00656534,0.39945297,0.16985881,0.24504177
-5.56178089,0.70519766,0.06151213,0.00000000,0.00638636,0.40518899,0.17260110,0.24783673
-5.55577789,0.71727248,0.06426917,0.00000000,0.00622059,0.41163273,0.17489062,0.25105098
-5.54977489,0.73078411,0.06719734,0.00000000,0.00607470,0.41892945,0.17671960,0.25478758
-5.54377189,0.74592167,0.07028938,0.00000000,0.00595495,0.42719794,0.17808664,0.25913496
-5.53776888,0.76282433,0.07353282,0.00000000,0.00586704,0.43652714,0.17899768,0.26416466
-5.53176588,0.78157886,0.07691076,0.00000000,0.00581607,0.44697421,0.17946704,0.26992988
-5.52576288,0.80221981,0.08040283,0.00000000,0.00580651,0.45856397,0.17951835,0.27646480
-5.51975988,0.82473192,0.08398658,0.00000000,0.00584218,0.47128967,0.17918533,0.28378469
