energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.49561205,-1.06507891,0.46224310,-0.32127256,0.55959331,-0.34461902,0.00122095,-0.00133223,0.14898483,-0.18240530,0.08461385,-0.23870062,0.73048702,-0.49941610,0.00000000,-0.00000000
-5.93396698,1.42626516,-1.07703675,0.45547584,-0.31542296,0.52722625,-0.34731679,0.00119295,-0.00135033,0.14194923,-0.17741903,0.08499645,-0.24346255,0.70056582,-0.51230474,0.00000000,-0.00000000
-5.92796398,1.35670558,-1.08608704,0.44955552,-0.31020316,0.49417914,-0.34911750,0.00117423,-0.00135937,0.13490591,-0.17273873,0.08573030,-0.24684944,0.67082329,-0.52301867,0.00000000,-0.00000000
-5.92196098,1.28829468,-1.09228827,0.44478685,-0.30560111,0.46099500,-0.35002685,0.00116754,-0.00135921,0.12797862,-0.16832844,0.08683751,-0.24886333,0.64192388,-0.53163805,0.00000000,-0.00000000
-5.91595798,1.22233223,-1.09584198,0.44144593,-0.30163206,0.42819479,-0.35009455,0.00117592,-0.00134993,0.12128268,-0.16416441,0.08833171,-0.24954321,0.61450436,-0.53832391,0.00000000,-0.00000000
-5.90995498,1.16002675,-1.09709162,0.43977192,-0.29834053,0.39626545,-0.34941462,0.00120261,-0.00133191,0.11492233,-0.16023709,0.09021688,-0.24896393,0.58915927,-0.54331530,0.00000000,-0.00000000
-5.90395198,1.10247108,-1.09651519,0.43996077,-0.29580036,0.36564979,-0.34812374,0.00125106,-0.00130572,0.10898870,-0.15655221,0.09248671,-0.24723367,0.56642897,-0.54692343,0.00000000,-0.00000000
-5.89794897,1.05062374,-1.09471199,0.44216114,-0.29411281,0.33673866,-0.34639770,0.00132486,-0.00127222,0.10355837,-0.15313080,0.09512429,-0.24449014,0.54679036,-0.54952287,0.00000000,-0.00000000
-5.89194597,1.00529625,-1.09238385,0.44647242,-0.29340271,0.30986529,-0.34444610,0.00142770,-0.00123246,0.09869264,-0.15000832,0.09810247,-0.24089553,0.53065044,-0.55154038,0.00000000,-0.00000000
-5.88594297,0.96714586,-1.09031186,0.45294484,-0.29381306,0.28530184,-0.34250560,0.00156329,-0.00118773,0.09443745,-0.14723282,0.10138449,-0.23663045,0.51834236,-0.55344146,0.00000000,-0.00000000
-5.87993997,0.93667348,-1.08932951,0.46158149,-0.29549807,0.26325815,-0.34083188,0.00173532,-0.00113950,0.09082372,-0.14486241,0.10492512,-0.23188730,0.51012392,-0.55571558,0.00000000,-0.00000000
-5.87393697,0.91422578,-1.09029357,0.47234160,-0.29861533,0.24388219,-0.33969085,0.00194735,-0.00108942,0.08786826,-0.14296216,0.10867211,-0.22686308,0.50617789,-0.55886027,0.00000000,-0.00000000
-5.86793397,0.90000075,-1.09405389,0.48514511,-0.30331735,0.22726234,-0.33934930,0.00220273,-0.00103931,0.08557498,-0.14160051,0.11256785,-0.22175225,0.50661390,-0.56336511,0.00000000,-0.00000000
-5.86193097,0.89405557,-1.10142347,0.49987767,-0.30974291,0.21343077,-0.34006555,0.00250446,-0.00099112,0.08393621,-0.14084560,0.11655116,-0.21673977,0.51147123,-0.56969602,0.00000000,-0.00000000
-5.85592796,0.89631590,-1.11315002,0.51639596,-0.31800885,0.20236798,-0.34208025,0.00285510,-0.00094694,0.08293429,-0.14076152,0.12055917,-0.21199472,0.52072218,-0.57828050,0.00000000,-0.00000000
-5.84992496,0.90658568,-1.12989014,0.53453265,-0.32820258,0.19400784,-0.34560789,0.00325662,-0.00090900,0.08254296,-0.14140475,0.12452909,-0.20766473,0.53427543,-0.58949450,0.00000000,-0.00000000
-5.84392196,0.92455665,-1.15218707,0.55410088,-0.34037573,0.18824314,-0.35082902,0.00371026,-0.00087963,0.08272879,-0.14282100,0.12839987,-0.20387139,0.55197919,-0.60365119,0.00000000,-0.00000000
-5.83791896,0.94981706,-1.18045255,0.57489779,-0.35453934,0.18493116,-0.35788368,0.00421639,-0.00086130,0.08345232,-0.14504237,0.13211364,-0.20070701,0.57362380,-0.62099209,0.00000000,-0.00000000
-5.83191596,0.98185933,-1.21495353,0.59670710,-0.37066075,0.18389916,-0.36686590,0.00477441,-0.00085656,0.08466905,-0.14808525,0.13561687,-0.19823252,0.59894384,-0.64168071,0.00000000,-0.00000000
-5.82591296,1.02008636,-1.25580382,0.61930066,-0.38866241,0.18494962,-0.37781970,0.00538255,-0.00086812,0.08633012,-0.15194868,0.13886120,-0.19647686,0.62761952,-0.66579889,0.00000000,-0.00000000
-5.81990995,1.06381692,-1.30296062,0.64243897,-0.40842259,0.18786513,-0.39073631,0.00603786,-0.00089879,0.08838284,-0.15661351,0.14180410,-0.19543759,0.65927786,-0.69334570,0.00000000,-0.00000000
-5.81390695,1.11229032,-1.35622593,0.66587101,-0.42977802,0.19241290,-0.40555285,0.00673605,-0.00095150,0.09077098,-0.16204206,0.14440907,-0.19508279,0.69349363,-0.72423882,0.00000000,-0.00000000
-5.80790395,1.16467093,-1.41525229,0.68933356,-0.45252823,0.19834876,-0.42215240,0.00747152,-0.00102928,0.09343492,-0.16817857,0.14664577,-0.19535401,0.72979064,-0.75831822,0.00000000,-0.00000000
-5.80190095,1.22005329,-1.47955248,0.71255040,-0.47644144,0.20542097,-0.44036534,0.00823733,-0.00113527,0.09631179,-0.17495007,0.14848987,-0.19617015,0.76764368,-0.79535170,0.00000000,-0.00000000
-5.79589795,1.27746832,-1.54851252,0.73523175,-0.50126163,0.21337354,-0.45997196,0.00902523,-0.00127263,0.09933560,-0.18226794,0.14992283,-0.19743195,0.80648161,-0.83504211,0.00000000,-0.00000000
-5.78989495,1.33589159,-1.62140727,0.75707441,-0.52671641,0.22194945,-0.48070631,0.00982584,-0.00144456,0.10243749,-0.19002974,0.15093167,-0.19902706,0.84569199,-0.87703570,0.00000000,-0.00000000
-5.78389195,1.39425390,-1.69741805,0.77776289,-0.55252538,0.23089363,-0.50226114,0.01062872,-0.00165421,0.10554615,-0.19812152,0.15150874,-0.20083515,0.88462754,-0.92093133,0.00000000,-0.00000000
-5.77788894,1.45145482,-1.77565160,0.79697186,-0.57840839,0.23995594,-0.52429388,0.01142268,-0.00190459,0.10858852,-0.20642035,0.15165169,-0.20273308,0.92261472,-0.96629010,0.00000000,-0.00000000
-5.77188594,1.50637928,-1.85515973,0.81437003,-0.60409344,0.24889408,-0.54643363,0.01219598,-0.00219849,0.11149067,-0.21479706,0.15136353,-0.20459979,0.95896447,-1.01264498,0.00000000,-0.00000000
-5.76588294,1.55791719,-1.93495901,0.82962566,-0.62932373,0.25747652,-0.56828897,0.01293669,-0.00253838,0.11417910,-0.22311905,0.15065295,-0.20632075,0.99298504,-1.05951033,0.00000000,-0.00000000
-5.75987994,1.60498578,-2.01405021,0.84241358,-0.65386359,0.26548552,-0.58945649,0.01363305,-0.00292624,0.11658224,-0.23125320,0.14953493,-0.20779177,1.02399668,-1.10639075,0.00000000,-0.00000000
-5.75387694,1.64655404,-2.09143682,0.85242343,-0.67750294,0.27272007,-0.60952996,0.01427383,-0.00336347,0.11863218,-0.23906859,0.14803143,-0.20892207,1.05134776,-1.15278931,0.00000000,-0.00000000
-5.74787394,1.68166851,-2.16614240,0.85936899,-0.70006013,0.27899884,-0.62810980,0.01484872,-0.00385071,0.12026658,-0.24643923,0.14617245,-0.20963664,1.07443177,-1.19821487,0.00000000,-0.00000000
-5.74187094,1.70947936,-2.23722649,0.86299806,-0.72138318,0.28416307,-0.64481286,0.01534878,-0.00438771,0.12143074,-0.25324654,0.14399707,-0.20987760,1.09270450,-1.24218844,0.00000000,-0.00000000
-5.73586793,1.72926564,-2.30379879,0.86310239,-0.74134920,0.28807916,-0.65928193,0.01576673,-0.00497319,0.12207949,-0.25938158,0.14155471,-0.20960489,1.10570070,-1.28424856,0.00000000,-0.00000000
-5.72986493,1.74045843,-2.36503148,0.85952711,-0.75986234,0.29064107,-0.67119504,0.01609737,-0.00560470,0.12217910,-0.26474693,0.13890619,-0.20879606,1.11304936,-1.32395567,0.00000000,-0.00000000
-5.72386193,1.74266082,-2.42016962,0.85217920,-0.77685036,0.29177220,-0.68027403,0.01633779,-0.00627855,0.12170888,-0.26925836,0.13612483,-0.20744542,1.11448681,-1.36089573,0.00000000,-0.00000000
-5.71785893,1.73566341,-2.46853963,0.84103435,-0.79226018,0.29142685,-0.68629209,0.01648764,-0.00698972,0.12066240,-0.27284594,0.13329717,-0.20556255,1.10986711,-1.39468290,0.00000000,-0.00000000
-5.71185593,1.71945460,-2.50955579,0.82614171,-0.80605269,0.28959100,-0.68908006,0.01654925,-0.00773181,0.11904837,-0.27545494,0.13052344,-0.20317040,1.09916883,-1.42496181,0.00000000,-0.00000000
-5.70585293,1.69422476,-2.54272496,0.80762642,-0.81819731,0.28628238,-0.68853123,0.01652765,-0.00849711,0.11689091,-0.27704617,0.12791751,-0.20030303,1.08249804,-1.45140926,0.00000000,-0.00000000
-5.69984992,1.66036395,-2.56764966,0.78568930,-0.82866669,0.28154985,-0.68460429,0.01643058,-0.00927663,0.11422932,-0.27759603,0.12560626,-0.19700309,1.06008712,-1.47373576,0.00000000,-0.00000000
-5.69384692,1.61845303,-2.58402962,0.76060394,-0.83743201,0.27547190,-0.67732442,0.01626828,-0.01006024,0.11111729,-0.27709612,0.12372846,-0.19331945,1.03228931,-1.49168703,0.00000000,-0.00000000
-5.68784392,1.56924828,-2.59166209,0.73271100,-0.84445913,0.26815446,-0.66678233,0.01605329,-0.01083685,0.10762154,-0.27555261,0.12243275,-0.18930467,0.99956917,-1.50504554,0.00000000,-0.00000000
-5.68184092,1.51366011,-2.59044111,0.70240996,-0.84970603,0.25972788,-0.65313143,0.01580013,-0.01159464,0.10381996,-0.27298518,0.12187511,-0.18501287,0.96248937,-1.51363232,0.00000000,-0.00000000
-5.67583792,1.45272654,-2.58035597,0.67014868,-0.85312171,0.25034330,-0.63658295,0.01552481,-0.01232135,0.09979925,-0.26942589,0.12221546,-0.18049780,0.92169412,-1.51730909,0.00000000,-0.00000000
-5.66983492,1.38758254,-2.56148902,0.63641119,-0.85464671,0.24016838,-0.61739954,0.01524444,-0.01300461,0.09565230,-0.26491777,0.12361360,-0.17581125,0.87789014,-1.51598065,0.00000000,-0.00000000
-5.66383192,1.31942632,-2.53401302,0.60170406,-0.85421509,0.22938263,-0.59588725,0.01497663,-0.01363225,0.09147523,-0.25951340,0.12622459,-0.17100191,0.83182579,-1.50959757,0.00000000,-0.00000000
-5.65782891,1.24948401,-2.49818809,0.56654215,-0.85175804,0.21817244,-0.57238655,0.01473892,-0.01419274,0.08736429,-0.25327338,0.13019348,-0.16611465,0.78426928,-1.49815904,0.00000000,-0.00000000
-5.65182591,1.17897398,-2.45435837,0.53143412,-0.84720862,0.20672592,-0.54726251,0.01454821,-0.01467550,0.08341284,-0.24626493,0.13564971,-0.16119016,0.73598677,-1.48171561,0.00000000,-0.00000000
-5.64582291,1.10907219,-2.40294826,0.49686841,-0.84050753,0.19522780,-0.52089467,0.01442016,-0.01507129,0.07970827,-0.23856047,0.14270128,-0.15626504,0.68772129,-1.46037176,0.00000000,-0.00000000
-5.63981991,1.04087978,-2.34445819,0.46330011,-0.83160934,0.18385457,-0.49366689,0.01436862,-0.01537250,0.07632925,-0.23023643,0.15142887,-0.15137215,0.64017315,-1.43428782,0.00000000,-0.00000000
-5.63381691,0.97539413,-2.27945977,0.43113935,-0.82048891,0.17276989,-0.46595770,0.01440510,-0.01557349,0.07334326,-0.22137210,0.16188012,-0.14654132,0.59398252,-1.40368115,0.00000000,-0.00000000
-5.62781391,0.91348425,-2.20859028,0.40074138,-0.80714744,0.16212062,-0.43813134,0.01453832,-0.01567077,0.07080446,-0.21204874,0.17406446,-0.14180022,0.54971493,-1.36882613,0.00000000,-0.00000000
-5.62181091,0.85587117,-2.13254604,0.37239896,-0.79161773,0.15203339,-0.41052984,0.01477383,-0.01566315,0.06875206,-0.20234874,0.18794856,-0.13717535,0.50784975,-1.33005286,0.00000000,-0.00000000
-5.61580790,0.80311406,-2.05207488,0.34633687,-0.77396835,0.14261198,-0.38346636,0.01511374,-0.01555190,0.06720925,-0.19235504,0.20345282,-0.13269319,0.46877224,-1.28774428,0.00000000,-0.00000000
-5.60980490,0.75560208,-1.96796734,0.32270902,-0.75430627,0.13393545,-0.35722000,0.01555652,-0.01534067,0.06618257,-0.18215054,0.22044903,-0.12838126,0.43276903,-1.24233168,0.00000000,-0.00000000
-5.60380190,0.71355219,-1.88104674,0.30159787,-0.73277789,0.12605718,-0.33203196,0.01609699,-0.01503549,0.06566192,-0.17181770,0.23875959,-0.12426925,0.40002710,-1.19428852,0.00000000,-0.00000000
-5.59779890,0.67701264,-1.79215813,0.28301621,-0.70956824,0.11900474,-0.30810332,0.01672636,-0.01464458,0.06562107,-0.16143812,0.25815826,-0.12038995,0.37063610,-1.14412270,0.00000000,-0.00000000
-5.59179590,0.64587182,-1.70215638,0.26691107,-0.68489845,0.11278059,-0.28559424,0.01743245,-0.01417821,0.06601874,-0.15109218,0.27837279,-0.11678019,0.34459355,-1.09236754,0.00000000,-0.00000000
-5.58579290,0.61987179,-1.61189353,0.25316958,-0.65902157,0.10736357,-0.26462439,0.01820003,-0.01364838,0.06680010,-0.14085866,0.29908934,-0.11348157,0.32181275,-1.03957165,0.00000000,-0.00000000
-5.57978989,0.59862604,-1.52220595,0.24162630,-0.63221702,0.10271114,-0.24527475,0.01901124,-0.01306856,0.06789875,-0.13081435,0.31995875,-0.11054106,0.30213282,-0.98628810,0.00000000,-0.00000000
-5.57378689,0.58164037,-1.43390159,0.23207196,-0.60478388,0.09876213,-0.22759021,0.01984618,-0.01245334,0.06923901,-0.12103358,0.34060446,-0.10801145,0.28533034,-0.93306343,0.00000000,-0.00000000
-5.56778389,0.56833628,-1.34774780,0.22426295,-0.57703350,0.09544004,-0.21158310,0.02068351,-0.01181810,0.07073851,-0.11158777,0.36063202,-0.10595165,0.27113217,-0.88042679,0.00000000,-0.00000000
-5.56178089,0.55807579,-1.26446016,0.21793143,-0.54928171,0.09265666,-0.19723731,0.02150117,-0.01117868,0.07231098,-0.10254485,0.37963979,-0.10442673,0.25922886,-0.82887978,0.00000000,-0.00000000
-5.55577789,0.55018686,-1.18469275,0.21279550,-0.52184113,0.09031587,-0.18451263,0.02227713,-0.01055099,0.07386904,-0.09396875,0.39723043,-0.10350785,0.24928813,-0.77888734,0.00000000,-0.00000000
-5.54977489,0.54398839,-1.10903008,0.20856925,-0.49501381,0.08831750,-0.17334946,0.02299017,-0.00995076,0.07532709,-0.08591880,0.41302293,-0.10327187,0.24096801,-0.73087005,0.00000000,-0.00000000
-5.54377189,0.53881410,-1.03798102,0.20497216,-0.46908457,0.08656112,-0.16367331,0.02362055,-0.00939319,0.07660402,-0.07844911,0.42666442,-0.10380071,0.23392917,-0.68519805,0.00000000,-0.00000000
-5.53776888,0.53403441,-0.97197469,0.20173778,-0.44431527,0.08494957,-0.15539920,0.02415078,-0.00889273,0.07762571,-0.07160805,0.43784153,-0.10518036,0.22784606,-0.64218680,0.00000000,-0.00000000
-5.53176588,0.52907560,-0.91135840,0.19862125,-0.42094013,0.08339213,-0.14843566,0.02456619,-0.00846280,0.07832729,-0.06543765,0.44629063,-0.10749955,0.22241660,-0.60209456,0.00000000,-0.00000000
-5.52576288,0.52343592,-0.85639734,0.19540558,-0.39916218,0.08180732,-0.14268821,0.02485545,-0.00811565,0.07865497,-0.05997308,0.45180653,-0.11084798,0.21737020,-0.56512170,0.00000000,-0.00000000
-5.51975988,0.51669794,-0.80727590,0.19190652,-0.37915075,0.08012512,-0.13806234,0.02501098,-0.00786212,0.07856746,-0.05524221,0.45424923,-0.11531399,0.21247386,-0.53141149,0.00000000,-0.00000000
-5.51375688,0.50853718,-0.76410015,0.18797595,-0.36104005,0.07828859,-0.13446575,0.02502913,-0.00771153,0.07803698,-0.05126511,0.45354849,-0.12098188,0.20753642,-0.50105220,0.00000000,-0.00000000
-5.50775388,0.49872671,-0.72690120,0.18350370,-0.34492853,0.07625499,-0.13180995,0.02491034,-0.00767155,0.07704970,-0.04805372,0.44970580,-0.12792863,0.20241085,-0.47408017,0.00000000,-0.00000000
-5.50175088,0.48713786,-0.69563896,0.17841793,-0.33087901,0.07399618,-0.13001116,0.02465901,-0.00774806,0.07560571,-0.04561147,0.44279392,-0.13622019,0.19699463,-0.45048358,0.00000000,-0.00000000
-5.49574787,0.47373727,-0.67020603,0.17268415,-0.31891928,0.07149854,-0.12899060,0.02428330,-0.00794505,0.07371856,-0.04393298,0.43295381,-0.14590738,0.19122847,-0.43020652,0.00000000,-0.00000000
-5.48974487,0.45858065,-0.65043143,0.16630296,-0.30904307,0.06876236,-0.12867404,0.02379476,-0.00826456,0.07141433,-0.04300386,0.42038923,-0.15702154,0.18509349,-0.41315316,0.00000000,-0.00000000
-5.48374187,0.44180360,-0.63608393,0.15930671,-0.30121124,0.06580066,-0.12899107,0.02320779,-0.00870655,0.06873033,-0.04280051,0.40535916,-0.16957005,0.17860700,-0.39919178,0.00000000,-0.00000000
-5.47773887,0.42361019,-0.62687504,0.15175540,-0.29535309,0.06263782,-0.12987376,0.02253909,-0.00926890,0.06571350,-0.04329000,0.38816861,-0.18353194,0.17181734,-0.38815843,0.00000000,-0.00000000
-5.47173587,0.40425988,-0.62246157,0.14373185,-0.29136775,0.05930779,-0.13125522,0.02180693,-0.00994729,0.06241862,-0.04443015,0.36915802,-0.19885384,0.16479796,-0.37986032,0.00000000,-0.00000000
-5.46573287,0.38405344,-0.62244820,0.13533659,-0.28912571,0.05585220,-0.13306800,0.02103042,-0.01073525,0.05890635,-0.04616958,0.34869190,-0.21544655,0.15764102,-0.37407882,0.00000000,-0.00000000
-5.45972986,0.36331848,-0.62638994,0.12668256,-0.28847044,0.05231832,-0.13524255,0.02022881,-0.01162415,0.05524123,-0.04844804,0.32714717,-0.23318241,0.15045091,-0.37057222,0.00000000,-0.00000000
-5.45372686,0.34239532,-0.63379528,0.11788998,-0.28922030,0.04875715,-0.13770587,0.01942072,-0.01260326,0.05148977,-0.05119685,0.30490175,-0.25189388,0.14333791,-0.36907837,0.00000000,-0.00000000
-5.44772386,0.32162376,-0.64412998,0.10908139,-0.29117085,0.04522148,-0.14038050,0.01862349,-0.01365985,0.04771860,-0.05433961,0.28232374,-0.27137341,0.13641221,-0.36931738,0.00000000,-0.00000000
-5.44172086,0.30133112,-0.65682213,0.10037729,-0.29409756,0.04176421,-0.14318400,0.01785260,-0.01477938,0.04399282,-0.05779306,0.25976176,-0.29137488,0.12977868,-0.37099460,0.00000000,-0.00000000
-5.43571786,0.28182211,-0.67126862,0.09189226,-0.29775915,0.03843687,-0.14602888,0.01712115,-0.01594573,0.04037457,-0.06146830,0.23753665,-0.31161672,0.12353231,-0.37380396,0.00000000,-0.00000000
-5.42971486,0.26337062,-0.68684325,0.08373186,-0.30190162,0.03528840,-0.14882319,0.01643951,-0.01714146,0.03692190,-0.06527215,0.21593480,-0.33178678,0.11775471,-0.37743189,0.00000000,-0.00000000
-5.42371186,0.24621379,-0.70290650,0.07599021,-0.30626285,0.03236419,-0.15147166,0.01581506,-0.01834817,0.03368785,-0.06910882,0.19520333,-0.35154878,0.11251157,-0.38156180,0.00000000,-0.00000000
-5.41770885,0.23054820,-0.71881695,0.06874828,-0.31057794,0.02970547,-0.15387736,0.01525214,-0.01954690,0.03071979,-0.07288180,0.17554700,-0.37055037,0.10785117,-0.38587925,0.00000000,-0.00000000
-5.41170585,0.21652814,-0.73394401,0.06207297,-0.31458502,0.02734887,-0.15594396,0.01475199,-0.02071854,0.02805912,-0.07649586,0.15712694,-0.38843241,0.10380393,-0.39007755,0.00000000,-0.00000000
-5.40570285,0.20426595,-0.74768161,0.05601678,-0.31803144,0.02532633,-0.15757816,0.01431302,-0.02184433,0.02574101,-0.07985918,0.14006102,-0.40483921,0.10038285,-0.39386379,0.00000000,-0.00000000
-5.39969985,0.19383391,-0.75946233,0.05061805,-0.32068017,0.02366515,-0.15869259,0.01393099,-0.02290625,0.02379446,-0.08288560,0.12442565,-0.41942933,0.09758486,-0.39696497,0.00000000,-0.00000000
-5.39369685,0.18526760,-0.76877139,0.04590164,-0.32231604,0.02238825,-0.15920857,0.01359942,-0.02388755,0.02224244,-0.08549667,0.11025878,-0.43188640,0.09539281,-0.39913409,0.00000000,-0.00000000
-5.38769385,0.17857021,-0.77515973,0.04188001,-0.32275163,0.02151450,-0.15905891,0.01331006,-0.02477311,0.02110208,-0.08762374,0.09756388,-0.44192961,0.09377805,-0.40015576,0.00000000,-0.00000000
-5.38169085,0.17371766,-0.77825564,0.03855451,-0.32183256,0.02105924,-0.15819042,0.01305330,-0.02554981,0.02038493,-0.08920965,0.08631446,-0.44932324,0.09270334,-0.39985111,0.00000000,-0.00000000
-5.37568784,0.17066390,-0.77777428,0.03591674,-0.31944174,0.02103475,-0.15656598,0.01281878,-0.02620686,0.02009722,-0.09021031,0.07645914,-0.45388481,0.09212604,-0.39808177,0.00000000,-0.00000000
-5.36968484,0.16934638,-0.77352448,0.03395006,-0.31550260,0.02145079,-0.15416609,0.01259586,-0.02673597,0.02024007,-0.09059570,0.06792662,-0.45549150,0.09200125,-0.39475253,0.00000000,-0.00000000
-5.36368184,0.16969125,-0.76541250,0.03263098,-0.30998086,0.02231512,-0.15098980,0.01237410,-0.02713153,0.02080966,-0.09035061,0.06063074,-0.45408450,0.09228494,-0.38981265,0.00000000,-0.00000000
-5.35767884,0.17161813,-0.75344257,0.03193050,-0.30288495,0.02363410,-0.14705494,0.01214378,-0.02739057,0.02179738,-0.08947480,0.05447509,-0.44967098,0.09293685,-0.38325572,0.00000000,-0.00000000
-5.35167584,0.17504434,-0.73771394,0.03181528,-0.29426487,0.02541311,-0.14239758,0.01189620,-0.02751272,0.02318983,-0.08798274,0.04935733,-0.44232377,0.09392304,-0.37511790,0.00000000,-0.00000000
-5.34567284,0.17988856,-0.71841479,0.03224875,-0.28420969,0.02765717,-0.13707088,0.01162409,-0.02750010,0.02496889,-0.08590279,0.04517282,-0.43217851,0.09521813,-0.36547483,0.00000000,-0.00000000
-5.33966983,0.18607384,-0.69581323,0.03319204,-0.27284364,0.03037140,-0.13114320,0.01132177,-0.02735700,0.02711177,-0.08327604,0.04181782,-0.41942873,0.09680706,-0.35443723,0.00000000,-0.00000000
-5.33366683,0.19353004,-0.67024571,0.03460479,-0.26032113,0.03356161,-0.12469580,0.01098533,-0.02708967,0.02959102,-0.08015470,0.03919200,-0.40431884,0.09868654,-0.34214545,0.00000000,-0.00000000
-5.32766383,0.20219593,-0.64210363,0.03644598,-0.24682084,0.03723492,-0.11782002,0.01061270,-0.02670593,0.03237470,-0.07660017,0.03720041,-0.38713554,0.10086596,-0.32876327,0.00000000,-0.00000000
-5.32166083,0.21202080,-0.61181870,0.03867463,-0.23253919,0.04140036,-0.11061417,0.01020358,-0.02621484,0.03542662,-0.07268089,0.03575493,-0.36819803,0.10336802,-0.31447126,0.00000000,-0.00000000
-5.31565783,0.22296606,-0.57984772,0.04125060,-0.21768357,0.04606964,-0.10318043,0.00975939,-0.02562633,0.03870669,-0.06847009,0.03477529,-0.34784749,0.10622906,-0.29946001,0.00000000,-0.00000000
-5.30965483,0.23500665,-0.54665757,0.04413549,-0.20246545,0.05125788,-0.09562160,0.00928307,-0.02495084,0.04217156,-0.06404347,0.03418972,-0.32643632,0.10949904,-0.28392352,0.00000000,-0.00000000
-5.30365183,0.24813260,-0.51271098,0.04729355,-0.18709389,0.05698440,-0.08803814,0.00877886,-0.02419901,0.04577532,-0.05947693,0.03393531,-0.30431756,0.11324136,-0.26805316,0.00000000,-0.00000000
-5.29764882,0.26235068,-0.47845370,0.05069281,-0.17176957,0.06327357,-0.08052542,0.00825206,-0.02338141,0.04947052,-0.05484452,0.03395816,-0.28183503,0.11753250,-0.25203227,0.00000000,-0.00000000
-5.29164582,0.27768624,-0.44430350,0.05430635,-0.15667952,0.07015555,-0.07317141,0.00770875,-0.02250832,0.05320929,-0.05021657,0.03421347,-0.25931448,0.12246150,-0.23603169,0.00000000,-0.00000000
-5.28564282,0.29418515,-0.41064133,0.05811371,-0.14199289,0.07766694,-0.06605479,0.00715549,-0.02158954,0.05694477,-0.04565812,0.03466551,-0.23705607,0.12812937,-0.22020635,0.00000000,-0.00000000
-5.27963982,0.31191583,-0.37780482,0.06210241,-0.12785769,0.08585137,-0.05924361,0.00659906,-0.02063432,0.06063249,-0.04122771,0.03528763,-0.21532836,0.13464838,-0.20469285,0.00000000,-0.00000000
-5.27363682,0.33097123,-0.34608420,0.06626956,-0.11439861,0.09475977,-0.05279442,0.00604618,-0.01965128,0.06423199,-0.03697651,0.03606229,-0.19436404,0.14214116,-0.18960815,0.00000000,-0.00000000
-5.26763382,0.35147052,-0.31572049,0.07062351,-0.10171594,0.10445036,-0.04675196,0.00550332,-0.01864838,0.06770841,-0.03294781,0.03698106,-0.17435721,0.15073981,-0.17504928,0.00000000,-0.00000000
-5.26163082,0.37356040,-0.28690583,0.07518545,-0.08988548,0.11498841,-0.04114929,0.00497644,-0.01763299,0.07103395,-0.02917696,0.03804474,-0.15546239,0.16058469,-0.16109378,0.00000000,-0.00000000
