energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Zr_p_up,Zr_d_up
-5.77188594,0.38077219,0.00049821,0.08682150,0.15825616,0.00148888,0.23263506,0.12454773
-5.76588294,0.41317313,0.00052815,0.09510308,0.17034585,0.00167137,0.24755702,0.13707452
-5.75987994,0.44960712,0.00056437,0.10434088,0.18413357,0.00186771,0.26502261,0.15085448
-5.75387694,0.48971195,0.00060644,0.11443341,0.19949785,0.00207589,0.28484157,0.16575655
-5.74787394,0.53304592,0.00065387,0.12526387,0.21628311,0.00229358,0.30677535,0.18162215
-5.74187094,0.57909095,0.00070609,0.13670017,0.23430147,0.00251810,0.33053976,0.19826607
-5.73586793,0.62725910,0.00076248,0.14859593,0.25333586,0.00274649,0.35580936,0.21547843
-5.72986493,0.67690228,0.00082235,0.16079222,0.27314429,0.00297549,0.38222354,0.23302808
-5.72386193,0.72732517,0.00088500,0.17312020,0.29346521,0.00320164,0.40939417,0.25066696
-5.71785893,0.77780083,0.00094967,0.18540446,0.31402373,0.00342136,0.43691457,0.26813563
-5.71185593,0.82758849,0.00101561,0.19746693,0.33453869,0.00363103,0.46436943,0.28516964
-5.70585293,0.87595285,0.00108209,0.20913132,0.35473000,0.00382708,0.49134544,0.30150646
-5.69984992,0.92218415,0.00114837,0.22022772,0.37432625,0.00400611,0.51744197,0.31689285
-5.69384692,0.96561802,0.00121378,0.23059728,0.39307207,0.00416504,0.54228166,0.33109215
-5.68784392,1.00565443,0.00127771,0.24009670,0.41073505,0.00430115,0.56552011,0.34389132
-5.68184092,1.04177459,0.00133960,0.24860237,0.42711177,0.00441223,0.58685463,0.35510729
-5.67583792,1.07355538,0.00139899,0.25601384,0.44203286,0.00449667,0.60603122,0.36459249
-5.66983492,1.10068039,0.00145549,0.26225665,0.45536667,0.00455352,0.62284999,0.37223902
-5.66383192,1.12294719,0.00150883,0.26728422,0.46702161,0.00458252,0.63716830,0.37798163
-5.65782891,1.14027062,0.00155880,0.27107884,0.47694689,0.00458419,0.64890196,0.38179903
-5.65182591,1.15268194,0.00160530,0.27365173,0.48513189,0.00455978,0.65802424,0.38371373
-5.64582291,1.16032406,0.00164832,0.27504205,0.49160406,0.00451126,0.66456296,0.38379035
-5.63981991,1.16344323,0.00168792,0.27531524,0.49642570,0.00444131,0.66859585,0.38213256
-5.63381691,1.16237764,0.00172423,0.27456047,0.49968974,0.00435318,0.67024454,0.37887874
-5.62781391,1.15754371,0.00175745,0.27288755,0.50151479,0.00425065,0.66966755,0.37419672
-5.62181091,1.14942070,0.00178782,0.27042340,0.50203985,0.00413792,0.66705273,0.36827779
-5.61580790,1.13853447,0.00181564,0.26730826,0.50141887,0.00401947,0.66260951,0.36133032
-5.60980490,1.12544110,0.00184124,0.26369180,0.49981548,0.00389992,0.65656144,0.35357328
-5.60380190,1.11071105,0.00186501,0.25972914,0.49739809,0.00378393,0.64913926,0.34522993
-5.59779890,1.09491440,0.00188736,0.25557720,0.49433558,0.00367603,0.64057479,0.33652185
-5.59179590,1.07860757,0.00190872,0.25139105,0.49079362,0.00358054,0.63109586,0.32766369
-5.58579290,1.06232179,0.00192957,0.24732068,0.48693174,0.00350139,0.62092226,0.31885860
-5.57978989,1.04655343,0.00195042,0.24350797,0.48290107,0.00344207,0.61026275,0.31029444
-5.57378689,1.03175615,0.00197182,0.24008396,0.47884273,0.00340553,0.59931308,0.30214094
-5.56778389,1.01833484,0.00199433,0.23716634,0.47488675,0.00339408,0.58825471,0.29454761
-5.56178089,1.00664099,0.00201858,0.23485727,0.47115143,0.00340937,0.57725425,0.28764249
-5.55577789,0.99696944,0.00204517,0.23324131,0.46774290,0.00345237,0.56646330,0.28153150
-5.54977489,0.98955624,0.00207475,0.23238365,0.46475498,0.00352333,0.55601849,0.27629844
-5.54377189,0.98457741,0.00210794,0.23232853,0.46226898,0.00362178,0.54604162,0.27200540
-5.53776888,0.98214851,0.00214536,0.23309800,0.46035365,0.00374662,0.53663984,0.26869363
-5.53176588,0.98232510,0.00218759,0.23469098,0.45906506,0.00389609,0.52790565,0.26638459
-5.52576288,0.98510394,0.00223513,0.23708287,0.45844660,0.00406789,0.51991700,0.26508132
-5.51975988,0.99042526,0.00228841,0.24022561,0.45852911,0.00425922,0.51273723,0.26476996
-5.51375688,0.99817613,0.00234774,0.24404848,0.45933115,0.00446690,0.50641532,0.26542148
-5.50775388,1.00819524,0.00241328,0.24845971,0.46085975,0.00468741,0.50098632,0.26699358
-5.50175088,1.02027915,0.00248506,0.25334882,0.46311145,0.00491707,0.49647220,0.26943281
-5.49574787,1.03419028,0.00256292,0.25858999,0.46607409,0.00515208,0.49288336,0.27267693
-5.48974487,1.04966658,0.00264653,0.26404618,0.46972905,0.00538865,0.49022068,0.27665749
-5.48374187,1.06643293,0.00273535,0.26957415,0.47405421,0.00562313,0.48847844,0.28130269
-5.47773887,1.08421388,0.00282869,0.27503004,0.47902755,0.00585210,0.48764784,0.28654045
-5.47173587,1.10274766,0.00292566,0.28027557,0.48463118,0.00607243,0.48772116,0.29230169
-5.46573287,1.12180066,0.00302524,0.28518429,0.49085578,0.00628144,0.48869643,0.29852364
-5.45972986,1.14118195,0.00312630,0.28964787,0.49770510,0.00647692,0.49058223,0.30515325
-5.45372686,1.16075697,0.00322760,0.29358196,0.50520032,0.00665720,0.49340240,0.31215029
-5.44772386,1.18045965,0.00332790,0.29693122,0.51338389,0.00682123,0.49720029,0.31949024
-5.44172086,1.20030195,0.00342594,0.29967340,0.52232249,0.00696857,0.50204213,0.32716651
-5.43571786,1.22038015,0.00352054,0.30182194,0.53210884,0.00709941,0.50801915,0.33519201
-5.42971486,1.24087696,0.00361061,0.30342694,0.54286188,0.00721457,0.51524809,0.34359974
-5.42371186,1.26205892,0.00369520,0.30457447,0.55472513,0.00731544,0.52386977,0.35244223
-5.41770885,1.28426865,0.00377356,0.30538381,0.56786305,0.00740393,0.53404550,0.36178977
-5.41170585,1.30791165,0.00384515,0.30600296,0.58245512,0.00748241,0.54595122,0.37172724
-5.40570285,1.33343790,0.00390964,0.30660236,0.59868786,0.00755358,0.55976940,0.38234958
-5.39969985,1.36131854,0.00396695,0.30736708,0.61674467,0.00762037,0.57567881,0.39375603
-5.39369685,1.39201845,0.00401721,0.30848777,0.63679408,0.00768578,0.59384253,0.40604307
-5.38769385,1.42596558,0.00406075,0.31015087,0.65897651,0.00775278,0.61439457,0.41929662
-5.38169085,1.46351870,0.00409805,0.31252838,0.68339034,0.00782411,0.63742588,0.43358348
-5.37568784,1.50493471,0.00412971,0.31576783,0.71007795,0.00790218,0.66297018,0.44894271
-5.36968484,1.55033755,0.00415640,0.31998283,0.73901231,0.00798888,0.69099067,0.46537721
-5.36368184,1.59969033,0.00417878,0.32524488,0.77008520,0.00808549,0.72136832,0.48284610
-5.35767884,1.65277255,0.00419743,0.33157670,0.80309775,0.00819253,0.75389257,0.50125837
-5.35167584,1.70916398,0.00421285,0.33894760,0.83775403,0.00830973,0.78825524,0.52046834
-5.34567284,1.76823669,0.00422534,0.34727116,0.87365856,0.00843593,0.82404834,0.54027324
-5.33966983,1.82915615,0.00423498,0.35640539,0.91031800,0.00856909,0.86076614,0.56041336
-5.33366683,1.89089223,0.00424162,0.36615545,0.94714764,0.00870632,0.89781203,0.58057503
-5.32766383,1.95224015,0.00424486,0.37627895,0.98348250,0.00884396,0.93450997,0.60039636
-5.32166083,2.01185083,0.00424403,0.38649343,1.01859310,0.00897765,0.97012049,0.61947577
-5.31565783,2.06827006,0.00423825,0.39648601,1.05170528,0.00910249,1.00386077,0.63738311
-5.30965483,2.11998463,0.00422642,0.40592450,1.08202351,0.00921323,1.03492793,0.65367285
-5.30365183,2.16547379,0.00420732,0.41446974,1.10875667,0.00930446,1.06252484,0.66789897
-5.29764882,2.20326363,0.00417964,0.42178835,1.13114520,0.00937081,1.08588709,0.67963068
-5.29164582,2.23198194,0.00414206,0.42756551,1.14848846,0.00940718,1.10431007,0.68846849
-5.28564282,2.25041083,0.00409335,0.43151706,1.16017082,0.00940895,1.11717474,0.69405962
-5.27963982,2.25753467,0.00403239,0.43340039,1.16568545,0.00937218,1.12397095,0.69611212
-5.27363682,2.25258092,0.00395830,0.43302366,1.16465438,0.00929377,1.12431715,0.69440698
-5.26763382,2.23505191,0.00387047,0.43025289,1.15684399,0.00917162,1.11797541,0.68880756
-5.26163082,2.20474596,0.00376861,0.42501668,1.14217512,0.00900472,1.10486115,0.67926589
-5.25562781,2.16176693,0.00365276,0.41730834,1.12072724,0.00879319,1.08504701,0.66582555
-5.24962481,2.10652180,0.00352337,0.40718543,1.09273660,0.00853831,1.05876078,0.64862097
-5.24362181,2.03970662,0.00338124,0.39476683,1.05858844,0.00824244,1.02637747,0.62787327
-5.23761881,1.96228159,0.00322753,0.38022745,1.01880367,0.00790899,0.98840603,0.60388275
-5.23161581,1.87543681,0.00306370,0.36379107,0.97402089,0.00754228,0.94547142,0.57701868
-5.22561281,1.78055050,0.00289150,0.34572150,0.92497448,0.00714735,0.89829295,0.54770667
-5.21960980,1.67914180,0.00271288,0.32631279,0.87247009,0.00672985,0.84766003,0.51641455
-5.21360680,1.57282068,0.00252996,0.30587873,0.81735865,0.00629581,0.79440647,0.48363717
-5.20760380,1.46323721,0.00234491,0.28474230,0.76051007,0.00585145,0.73938461,0.44988119
-5.20160080,1.35203255,0.00215993,0.26322547,0.70278791,0.00540301,0.68344029,0.41565019
-5.19559780,1.24079370,0.00197719,0.24163980,0.64502606,0.00495657,0.62738990,0.38143109
-5.18959480,1.13101384,0.00179871,0.22027819,0.58800829,0.00451790,0.57200018,0.34768213
-5.18359180,1.02405951,0.00162639,0.19940799,0.53245135,0.00409233,0.51797158,0.31482297
-5.17758879,0.92114554,0.00146193,0.17926577,0.47899219,0.00368467,0.46592555,0.28322714
-5.17158579,0.82331818,0.00130682,0.16005369,0.42817930,0.00329913,0.41639602,0.25321702
-5.16558279,0.73144641,0.00116230,0.14193755,0.38046834,0.00293928,0.36982499,0.22506123
-5.15957979,0.64622093,0.00102939,0.12504647,0.33622176,0.00260810,0.32656202,0.19897443
-5.15357679,0.56816008,0.00090888,0.10947394,0.29571190,0.00230793,0.28686733,0.17511914
-5.14757379,0.49762164,0.00080137,0.09528014,0.25912720,0.00204060,0.25091771,0.15360943
-5.14157079,0.43481916,0.00070726,0.08249523,0.22658065,0.00180742,0.21881499,0.13451591
-5.13556778,0.37984161,0.00062678,0.07112340,0.19811991,0.00160931,0.19059594,0.11787171
-5.12956478,0.33267476,0.00056005,0.06114740,0.17373832,0.00144686,0.16624334,0.10367897
-5.12356178,0.29322304,0.00050710,0.05253323,0.15338606,0.00132042,0.14569715,0.09191542
-5.11755878,0.26133074,0.00046786,0.04523492,0.13698092,0.00123017,0.12886553,0.08254073
-5.11155578,0.23680123,0.00044224,0.03919907,0.12441799,0.00117616,0.11563486,0.07550214
-5.10555278,0.21941356,0.00043012,0.03436894,0.11557797,0.00115843,0.10587850,0.07073935
-5.09954977,0.20893568,0.00043135,0.03068813,0.11033361,0.00117696,0.09946397,0.06818813
-5.09354677,0.20513383,0.00044579,0.02810354,0.10855422,0.00123172,0.09625827,0.06778294
-5.08754377,0.20777797,0.00047326,0.02656776,0.11010811,0.00132267,0.09613120,0.06945804
-5.08154077,0.21664331,0.00051360,0.02604063,0.11486299,0.00144972,0.09895688,0.07314759
-5.07553777,0.23150811,0.00056657,0.02649012,0.12268453,0.00161266,0.10461334,0.07878440
-5.06953477,0.25214816,0.00063190,0.02789253,0.13343329,0.00181114,0.11298055,0.08629785
-5.06353177,0.27832876,0.00070922,0.03023192,0.14696046,0.00204457,0.12393710,0.09561086
-5.05752876,0.30979453,0.00079805,0.03349902,0.16310265,0.00231203,0.13735583,0.10663646
-5.05152576,0.34625822,0.00089778,0.03768950,0.18167639,0.00261219,0.15309885,0.11927398
-5.04552276,0.38738921,0.00100762,0.04280178,0.20247263,0.00294326,0.17101228,0.13340534
-5.03951976,0.43280255,0.00112659,0.04883449,0.22525187,0.00330287,0.19092113,0.14889165
-5.03351676,0.48204954,0.00125353,0.05578360,0.24974024,0.00368804,0.21262478,0.16557038
-5.02751376,0.53461048,0.00138703,0.06363942,0.27562712,0.00409514,0.23589329,0.18325351
-5.02151076,0.58989041,0.00152547,0.07238354,0.30256437,0.00451985,0.26046502,0.20172669
-5.01550775,0.64721836,0.00166704,0.08198585,0.33016774,0.00495722,0.28604570,0.22074973
-5.00950475,0.70585043,0.00180972,0.09240179,0.35802036,0.00540167,0.31230919,0.24005843
-5.00350175,0.76497696,0.00195136,0.10357001,0.38567839,0.00584710,0.33890005,0.25936789
-4.99749875,0.82373377,0.00208966,0.11541047,0.41267886,0.00628696,0.36543790,0.27837716
-4.99149575,0.88121723,0.00222229,0.12782323,0.43854929,0.00671440,0.39152350,0.29677513
-4.98549275,0.93650264,0.00234689,0.14068789,0.46281887,0.00712246,0.41674640,0.31424754
-4.97948974,0.98866538,0.00246115,0.15386399,0.48503076,0.00750416,0.44069387,0.33048475
-4.97348674,1.03680400,0.00256291,0.16719222,0.50475488,0.00785278,0.46296080,0.34519004
-4.96748374,1.08006428,0.00265016,0.18049656,0.52160081,0.00816199,0.48316018,0.35808803
-4.96148074,1.11766327,0.00272117,0.19358737,0.53522998,0.00842606,0.50093367,0.36893286
-4.95547774,1.14891231,0.00277450,0.20626533,0.54536679,0.00864002,0.51596197,0.37751580
-4.94947474,1.17323796,0.00280904,0.21832607,0.55180797,0.00879984,0.52797435,0.38367187
-4.94347174,1.19019997,0.00282410,0.22956552,0.55442979,0.00890253,0.53675705,0.38728525
-4.93746873,1.19950553,0.00281939,0.23978563,0.55319284,0.00894625,0.54216022,0.38829309
-4.93146573,1.20101911,0.00279501,0.24880029,0.54814402,0.00893037,0.54410300,0.38668776
-4.92546273,1.19476757,0.00275152,0.25644130,0.53941580,0.00885549,0.54257664,0.38251722
-4.91945973,1.18094038,0.00268983,0.26256402,0.52722277,0.00872341,0.53764554,0.37588372
-4.91345673,1.15988494,0.00261124,0.26705253,0.51185559,0.00853708,0.52944612,0.36694068
-4.90745373,1.13209735,0.00251733,0.26982403,0.49367286,0.00830051,0.51818374,0.35588817
-4.90145073,1.09820913,0.00240998,0.27083233,0.47309115,0.00801863,0.50412772,0.34296700
-4.89544772,1.05897042,0.00229123,0.27007019,0.45057368,0.00769716,0.48760479,0.32845183
-4.88944472,1.01523059,0.00216329,0.26757042,0.42661837,0.00734244,0.46899120,0.31264360
-4.88344172,0.96791692,0.00202842,0.26340574,0.40174549,0.00696124,0.44870384,0.29586154
-4.87743872,0.91801229,0.00188886,0.25768726,0.37648562,0.00656057,0.42719082,0.27843513
-4.87143572,0.86653270,0.00174684,0.25056179,0.35136825,0.00614756,0.40492161,0.26069636
-4.86543272,0.81450522,0.00160442,0.24220796,0.32691138,0.00572921,0.38237731,0.24297243
-4.85942971,0.76294720,0.00146354,0.23283133,0.30361232,0.00531229,0.36004110,0.22557914
-4.85342671,0.71284696,0.00132593,0.22265879,0.28193987,0.00490319,0.33838919,0.20881522
-4.84742371,0.66514650,0.00119309,0.21193229,0.26232789,0.00450781,0.31788244,0.19295745
-4.84142071,0.62072626,0.00106627,0.20090223,0.24517017,0.00413146,0.29895855,0.17825683
-4.83541771,0.58039198,0.00094648,0.18982077,0.23081636,0.00377882,0.28202512,0.16493559
-4.82941471,0.54486365,0.00083447,0.17893521,0.21956892,0.00345385,0.26745328,0.15318505
-4.82341171,0.51476620,0.00073077,0.16848169,0.21168068,0.00315980,0.25557208,0.14316417
-4.81740870,0.49062185,0.00063566,0.15867934,0.20735282,0.00289918,0.24666332,0.13499868
-4.81140570,0.47284379,0.00054923,0.14972506,0.20673298,0.00267380,0.24095700,0.12878066
-4.80540270,0.46173091,0.00047138,0.14178908,0.20991349,0.00248475,0.23862708,0.12456843
-4.79939970,0.45746362,0.00040187,0.13501129,0.21692939,0.00233245,0.23978775,0.12238659
-4.79339670,0.46010034,0.00034034,0.12949843,0.22775635,0.00221666,0.24449010,0.12222630
-4.78739370,0.46957505,0.00028632,0.12532220,0.24230858,0.00213655,0.25271922,0.12404560
-4.78139070,0.48569572,0.00023928,0.12251823,0.26043688,0.00209074,0.26439202,0.12776985
-4.77538769,0.50814411,0.00019866,0.12108596,0.28192698,0.00207729,0.27935586,0.13329234
-4.76938469,0.53647705,0.00016385,0.12098934,0.30649863,0.00209381,0.29738807,0.14047518
-4.76338169,0.57012976,0.00013426,0.12215835,0.33380578,0.00213748,0.31819692,0.14915046
-4.75737869,0.60842145,0.00010929,0.12449130,0.36343803,0.00220508,0.34142389,0.15912199
-4.75137569,0.65056372,0.00008839,0.12785783,0.39492391,0.00229309,0.36664785,0.17016751
-4.74537269,0.69567199,0.00007102,0.13210258,0.42773617,0.00239769,0.39339093,0.18204166
-4.73936968,0.74278009,0.00005670,0.13704947,0.46129925,0.00251490,0.42112651,0.19447971
-4.73336668,0.79085815,0.00004497,0.14250643,0.49499897,0.00264055,0.44928917,0.20720204
-4.72736368,0.83883359,0.00003544,0.14827062,0.52819450,0.00277045,0.47728644,0.21991942
-4.72136068,0.88561480,0.00002775,0.15413385,0.56023227,0.00290041,0.50451232,0.23233903
-4.71535768,0.93011698,0.00002159,0.15988828,0.59046148,0.00302637,0.53036201,0.24417092
-4.70935468,0.97128943,0.00001669,0.16533202,0.61825080,0.00314444,0.55424757,0.25513506
-4.70335168,1.00814326,0.00001282,0.17027467,0.64300553,0.00325101,0.57561386,0.26496831
-4.69734867,1.03977852,0.00000978,0.17454257,0.66418457,0.00334283,0.59395421,0.27343145
-4.69134567,1.06540977,0.00000742,0.17798347,0.68131660,0.00341710,0.60882519,0.28031577
-4.68534267,1.08438878,0.00000559,0.18047072,0.69401447,0.00347151,0.61985972,0.28544888
-4.67933967,1.09622356,0.00000419,0.18190658,0.70198739,0.00350433,0.62677813,0.28869973
-4.67333667,1.10059265,0.00000311,0.18222473,0.70505016,0.00351439,0.62939648,0.28998229
-4.66733367,1.09735415,0.00000230,0.18139170,0.70312901,0.00350120,0.62763182,0.28925795
-4.66133067,1.08654894,0.00000169,0.17940743,0.69626384,0.00346485,0.62150416,0.28653639
-4.65532766,1.06839796,0.00000124,0.17630469,0.68460655,0.00340607,0.61113495,0.28187490
-4.64932466,1.04329370,0.00000090,0.17214755,0.66841581,0.00332618,0.59674231,0.27537616
-4.64332166,1.01178632,0.00000065,0.16702904,0.64804819,0.00322704,0.57863298,0.26718467
-4.63731866,0.97456490,0.00000046,0.16106783,0.62394640,0.00311098,0.55719171,0.25748183
-4.63131566,0.93243499,0.00000033,0.15440448,0.59662497,0.00298076,0.53286826,0.24648007
-4.62531266,0.88629321,0.00000024,0.14719707,0.56665414,0.00283946,0.50616286,0.23441615
-4.61930965,0.83710019,0.00000017,0.13961658,0.53464274,0.00269040,0.47761067,0.22154408
-4.61330665,0.78585297,0.00000012,0.13184213,0.50122070,0.00253705,0.44776590,0.20812778
-4.60730365,0.73355798,0.00000009,0.12405627,0.46702198,0.00238299,0.41718633,0.19443397
-4.60130065,0.68120554,0.00000007,0.11644047,0.43266861,0.00223175,0.38641873,0.18072535
-4.59529765,0.62974693,0.00000006,0.10917087,0.39875637,0.00208680,0.35598580,0.16725455
-4.58929465,0.58007446,0.00000005,0.10241445,0.36584253,0.00195147,0.32637485,0.15425873
-4.58329165,0.53300520,0.00000006,0.09632573,0.33443598,0.00182888,0.29802876,0.14195532
-4.57728864,0.48926848,0.00000007,0.09104383,0.30498989,0.00172192,0.27133908,0.13053857
-4.57128564,0.44949733,0.00000009,0.08669014,0.27789688,0.00163320,0.24664154,0.12017730
-4.56528264,0.41422349,0.00000012,0.08336638,0.25348670,0.00156503,0.22421369,0.11101356
-4.55927964,0.38387596,0.00000016,0.08115318,0.23202599,0.00151942,0.20427465,0.10316227
-4.55327664,0.35878242,0.00000022,0.08010898,0.21372005,0.00149807,0.18698659,0.09671168
-4.54727364,0.33917315,0.00000030,0.08026934,0.19871611,0.00150235,0.17245767,0.09172453
-4.54127064,0.32518694,0.00000040,0.08164655,0.18710772,0.00153335,0.16074617,0.08823984
-4.53526763,0.31687837,0.00000054,0.08422948,0.17893999,0.00159185,0.15186537,0.08627507
-4.52926463,0.31422607,0.00000072,0.08798385,0.17421522,0.00167835,0.14578897,0.08582876
-4.52326163,0.31714155,0.00000095,0.09285257,0.17289866,0.00179310,0.14245669,0.08688322
-4.51725863,0.32547819,0.00000126,0.09875659,0.17492409,0.00193611,0.14177986,0.08940746
-4.51125563,0.33904014,0.00000164,0.10559592,0.18019908,0.00210716,0.14364675,0.09336015
-4.50525263,0.35759105,0.00000213,0.11325112,0.18860979,0.00230586,0.14792766,0.09869254
-4.49924962,0.38086237,0.00000275,0.12158505,0.20002517,0.00253162,0.15447937,0.10535124
-4.49324662,0.40856120,0.00000352,0.13044517,0.21430054,0.00278373,0.16314926,0.11328102
-4.48724362,0.44037767,0.00000447,0.13966621,0.23128063,0.00306137,0.17377882,0.12242723
-4.48124062,0.47599172,0.00000565,0.14907324,0.25080200,0.00336363,0.18620661,0.13273810
-4.47523762,0.51507934,0.00000708,0.15848512,0.27269499,0.00368954,0.20027075,0.14416667
-4.46923462,0.55731806,0.00000881,0.16771838,0.29678511,0.00403810,0.21581092,0.15667234
-4.46323162,0.60239172,0.00001089,0.17659118,0.32289410,0.00440831,0.23266986,0.17022200
-4.45722861,0.64999429,0.00001337,0.18492756,0.35084049,0.00479918,0.25069440,0.18479054
-4.45122561,0.69983272,0.00001631,0.19256156,0.38043988,0.00520972,0.26973615,0.20036084
-4.44522261,0.75162850,0.00001975,0.19934128,0.41150484,0.00563897,0.28965168,0.21692307
-4.43921961,0.80511801,0.00002376,0.20513260,0.44384448,0.00608596,0.31030238,0.23447323
-4.43321661,0.86005143,0.00002839,0.20982248,0.47726377,0.00654972,0.33155391,0.25301105
-4.42721361,0.91619031,0.00003370,0.21332163,0.51156256,0.00702920,0.35327539,0.27253722
-4.42121061,0.97330374,0.00003974,0.21556656,0.54653442,0.00752326,0.37533828,0.29304997
-4.41520760,1.03116340,0.00004656,0.21652077,0.58196541,0.00803060,0.39761507,0.31454119
-4.40920460,1.08953768,0.00005421,0.21617516,0.61763276,0.00854967,0.41997789,0.33699228
-4.40320160,1.14818526,0.00006272,0.21454756,0.65330373,0.00907867,0.44229712,0.36036985
-4.39719860,1.20684862,0.00007212,0.21168150,0.68873473,0.00961540,0.46444008,0.38462163
-4.39119560,1.26524786,0.00008245,0.20764412,0.72367088,0.01015727,0.48627000,0.40967276
-4.38519260,1.32307555,0.00009371,0.20252352,0.75784615,0.01070124,0.50764534,0.43542278
-4.37918959,1.37999302,0.00010590,0.19642553,0.79098425,0.01124378,0.52841950,0.46174359
-4.37318659,1.43562855,0.00011903,0.18947014,0.82280046,0.01178087,0.54844112,0.48847849
-4.36718359,1.48957791,0.00013309,0.18178762,0.85300428,0.01230805,0.56755498,0.51544269
-4.36118059,1.54140747,0.00014806,0.17351465,0.88130319,0.01282046,0.58560339,0.54242515
-4.35517759,1.59065994,0.00016392,0.16479049,0.90740728,0.01331294,0.60242827,0.56919190
-4.34917459,1.63686272,0.00018066,0.15575336,0.93103468,0.01378013,0.61787362,0.59549080
-4.34317159,1.67953855,0.00019825,0.14653722,0.95191768,0.01421663,0.63178849,0.62105739
-4.33716858,1.71821796,0.00021667,0.13726886,0.96980927,0.01461715,0.64403010,0.64562185
-4.33116558,1.75245301,0.00023591,0.12806561,0.98448976,0.01497671,0.65446713,0.66891651
-4.32516258,1.78183157,0.00025595,0.11903346,0.99577318,0.01529077,0.66298297,0.69068367
-4.31915958,1.80599122,0.00027678,0.11026581,1.00351320,0.01555545,0.66947865,0.71068325
-4.31315658,1.82463223,0.00029840,0.10184261,1.00760811,0.01576765,0.67387549,0.72869992
-4.30715358,1.83752858,0.00032078,0.09383013,1.00800470,0.01592521,0.67611718,0.74454925
