energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.87393697,1.67457157,-1.67457175,0.01018991,-0.01018991,0.25295255,-0.25295258,0.48707728,-0.48707734,0.65725120,-0.65725129,0.72684501,-0.72684507,0.00000000,-0.00000000,0.34261900,-0.34261903,0.09825305,-0.09825306
-5.86793397,1.66496194,-1.66496208,0.00896168,-0.00896168,0.25703966,-0.25703969,0.47574219,-0.47574224,0.66987632,-0.66987639,0.71116981,-0.71116985,0.00000000,-0.00000000,0.33314944,-0.33314946,0.09501046,-0.09501046
-5.86193097,1.65136197,-1.65136207,0.00785992,-0.00785992,0.25986068,-0.25986069,0.46479425,-0.46479430,0.67873824,-0.67873829,0.69522150,-0.69522153,0.00000000,-0.00000000,0.32394983,-0.32394985,0.09184577,-0.09184577
-5.85592796,1.63331006,-1.63331011,0.00688391,-0.00688391,0.26137152,-0.26137153,0.45410585,-0.45410588,0.68365855,-0.68365859,0.67877129,-0.67877131,0.00000000,-0.00000000,0.31490536,-0.31490537,0.08872819,-0.08872819
-5.84992496,1.61052073,-1.61052075,0.00603119,-0.00603119,0.26157420,-0.26157420,0.44359152,-0.44359154,0.68456582,-0.68456583,0.66163268,-0.66163269,0.00000000,-0.00000000,0.30591486,-0.30591486,0.08563003,-0.08563003
-5.84392196,1.58291068,-1.58291066,0.00529797,-0.00529797,0.26051962,-0.26051961,0.43321688,-0.43321689,0.68150262,-0.68150261,0.64367507,-0.64367506,0.00000000,-0.00000000,0.29689813,-0.29689813,0.08252882,-0.08252881
-5.83791896,1.55061721,-1.55061715,0.00467950,-0.00467950,0.25830909,-0.25830908,0.42300570,-0.42300570,0.67462899,-0.67462897,0.62483447,-0.62483444,0.00000000,-0.00000000,0.28780223,-0.28780222,0.07940891,-0.07940890
-5.83191596,1.51400822,-1.51400812,0.00417046,-0.00417046,0.25509432,-0.25509430,0.41304470,-0.41304470,0.66422213,-0.66422209,0.60512100,-0.60512096,0.00000000,-0.00000000,0.27860610,-0.27860609,0.07626282,-0.07626282
-5.82591296,1.47368318,-1.47368305,0.00376526,-0.00376526,0.25107581,-0.25107578,0.40348578,-0.40348577,0.65067220,-0.65067214,0.58462276,-0.58462271,0.00000000,-0.00000000,0.26932372,-0.26932370,0.07309204,-0.07309203
-5.81990995,1.43046523,-1.43046508,0.00345829,-0.00345829,0.24649984,-0.24649980,0.39454542,-0.39454541,0.63447461,-0.63447454,0.56350600,-0.56350594,0.00000000,-0.00000000,0.26000537,-0.26000535,0.06990734,-0.06990733
-5.81390695,1.38538448,-1.38538431,0.00324415,-0.00324415,0.24165395,-0.24165392,0.38650126,-0.38650125,0.61621885,-0.61621877,0.54201163,-0.54201156,0.00000000,-0.00000000,0.25073714,-0.25073712,0.06672867,-0.06672867
-5.80790395,1.33965345,-1.33965326,0.00311774,-0.00311774,0.23686114,-0.23686110,0.37968587,-0.37968585,0.59657434,-0.59657426,0.52044841,-0.52044834,0.00000000,-0.00000000,0.24163870,-0.24163867,0.06358459,-0.06358458
-5.80190095,1.29463546,-1.29463526,0.00307433,-0.00307433,0.23247278,-0.23247274,0.37447774,-0.37447772,0.57627392,-0.57627383,0.49918316,-0.49918308,0.00000000,-0.00000000,0.23285953,-0.23285950,0.06051130,-0.06051129
-5.79589795,1.25180732,-1.25180712,0.00310959,-0.00310959,0.22886059,-0.22886056,0.37129000,-0.37128999,0.55609529,-0.55609520,0.47862843,-0.47862835,0.00000000,-0.00000000,0.22457374,-0.22457371,0.05755136,-0.05755135
-5.78989495,1.21271747,-1.21271727,0.00321950,-0.00321950,0.22640773,-0.22640770,0.37055690,-0.37055689,0.53684119,-0.53684110,0.45922842,-0.45922834,0.00000000,-0.00000000,0.21697383,-0.21697380,0.05475219,-0.05475218
-5.78389195,1.17894109,-1.17894090,0.00340027,-0.00340027,0.22549916,-0.22549913,0.37271863,-0.37271861,0.51931878,-0.51931870,0.44144352,-0.44144343,0.00000000,-0.00000000,0.21026356,-0.21026354,0.05216436,-0.05216435
-5.77788894,1.15203354,-1.15203336,0.00364820,-0.00364820,0.22651157,-0.22651155,0.37820488,-0.37820488,0.50431880,-0.50431873,0.42573426,-0.42573417,0.00000000,-0.00000000,0.20465036,-0.20465033,0.04983976,-0.04983975
-5.77188594,1.13348335,-1.13348319,0.00395951,-0.00395951,0.22980303,-0.22980302,0.38741768,-0.38741768,0.49259501,-0.49259495,0.41254522,-0.41254514,0.00000000,-0.00000000,0.20033739,-0.20033737,0.04782980,-0.04782980
-5.76588294,1.12466619,-1.12466606,0.00433016,-0.00433016,0.23570247,-0.23570246,0.40071390,-0.40071391,0.48484432,-0.48484427,0.40228947,-0.40228939,0.00000000,-0.00000000,0.19751581,-0.19751578,0.04618362,-0.04618361
-5.75987994,1.12680078,-1.12680068,0.00475571,-0.00475571,0.24449926,-0.24449927,0.41838815,-0.41838817,0.48168806,-0.48168803,0.39533391,-0.39533384,0.00000000,-0.00000000,0.19635714,-0.19635712,0.04494635,-0.04494634
-5.75387694,1.14090788,-1.14090782,0.00523111,-0.00523110,0.25643319,-0.25643321,0.44065651,-0.44065654,0.48365471,-0.48365470,0.39198614,-0.39198607,0.00000000,-0.00000000,0.19700635,-0.19700633,0.04415757,-0.04415756
-5.74787394,1.16777327,-1.16777325,0.00575060,-0.00575059,0.27168489,-0.27168491,0.46764173,-0.46764176,0.49116436,-0.49116436,0.39248291,-0.39248286,0.00000000,-0.00000000,0.19957555,-0.19957554,0.04384986,-0.04384985
-5.74187094,1.20791550,-1.20791551,0.00630758,-0.00630758,0.29036703,-0.29036707,0.49936036,-0.49936041,0.50451523,-0.50451526,0.39698072,-0.39698068,0.00000000,-0.00000000,0.20413861,-0.20413860,0.04404762,-0.04404761
-5.73586793,1.26155929,-1.26155935,0.00689458,-0.00689458,0.31251666,-0.31251671,0.53571249,-0.53571255,0.52387251,-0.52387256,0.40554843,-0.40554839,0.00000000,-0.00000000,0.21072681,-0.21072680,0.04476600,-0.04476599
-5.72986493,1.32861528,-1.32861538,0.00750323,-0.00750323,0.33808881,-0.33808887,0.57647441,-0.57647448,0.54925972,-0.54925979,0.41816231,-0.41816229,0.00000000,-0.00000000,0.21932567,-0.21932567,0.04601012,-0.04601012
-5.72386193,1.40866670,-1.40866684,0.00812431,-0.00812431,0.36695173,-0.36695181,0.62129483,-0.62129491,0.58055291,-0.58055301,0.43470342,-0.43470341,0.00000000,-0.00000000,0.22987291,-0.22987291,0.04777451,-0.04777452
-5.71785893,1.50096372,-1.50096390,0.00874785,-0.00874784,0.39888412,-0.39888421,0.66969482,-0.66969491,0.61747799,-0.61747811,0.45495741,-0.45495741,0.00000000,-0.00000000,0.24225777,-0.24225777,0.05004273,-0.05004274
-5.71185593,1.60442590,-1.60442612,0.00936329,-0.00936328,0.43357449,-0.43357458,0.72107193,-0.72107203,0.65961129,-0.65961143,0.47861678,-0.47861679,0.00000000,-0.00000000,0.25632154,-0.25632155,0.05278728,-0.05278728
-5.70585293,1.71765323,-1.71765348,0.00995968,-0.00995968,0.47062302,-0.47062312,0.77470842,-0.77470852,0.70638378,-0.70638393,0.50528547,-0.50528549,0.00000000,-0.00000000,0.27185951,-0.27185952,0.05596974,-0.05596974
-5.69984992,1.83894597,-1.83894625,0.01052595,-0.01052595,0.50954612,-0.50954622,0.82978378,-0.82978389,0.75708894,-0.75708910,0.53448583,-0.53448586,0.00000000,-0.00000000,0.28862408,-0.28862410,0.05954115,-0.05954116
-5.69384692,1.96633340,-1.96633371,0.01105115,-0.01105115,0.54978365,-0.54978376,0.88539125,-0.88539136,0.81089454,-0.81089472,0.56566774,-0.56566778,0.00000000,-0.00000000,0.30632923,-0.30632925,0.06344267,-0.06344268
-5.68784392,2.09761129,-2.09761161,0.01152478,-0.01152478,0.59070901,-0.59070912,0.94055805,-0.94055817,0.86685820,-0.86685839,0.59821981,-0.59821986,0.00000000,-0.00000000,0.32465609,-0.32465612,0.06760646,-0.06760647
-5.68184092,2.23038755,-2.23038789,0.01193709,-0.01193709,0.63164186,-0.63164196,0.99426877,-0.99426888,0.92394663,-0.92394682,0.63148241,-0.63148246,0.00000000,-0.00000000,0.34325963,-0.34325966,0.07195683,-0.07195684
-5.67583792,2.36213532,-2.36213566,0.01227937,-0.01227937,0.67186328,-0.67186339,1.04549127,-1.04549138,0.98105837,-0.98105857,0.66476230,-0.66476235,0.00000000,-0.00000000,0.36177620,-0.36177623,0.07641167,-0.07641168
-5.66983492,2.49025223,-2.49025257,0.01254425,-0.01254425,0.71063311,-0.71063321,1.09320431,-1.09320441,1.03704942,-1.03704961,0.69734850,-0.69734855,0.00000000,-0.00000000,0.37983194,-0.37983197,0.08088405,-0.08088406
-5.66383192,2.61212443,-2.61212475,0.01272590,-0.01272590,0.74720875,-0.74720884,1.13642578,-1.13642588,1.09076127,-1.09076145,0.72852909,-0.72852915,0.00000000,-0.00000000,0.39705163,-0.39705167,0.08528407,-0.08528408
-5.65782891,2.72519340,-2.72519371,0.01282027,-0.01282027,0.78086508,-0.78086516,1.17424078,-1.17424086,1.14105049,-1.14105067,0.75760848,-0.75760855,0.00000000,-0.00000000,0.41306794,-0.41306797,0.08952088,-0.08952089
-5.65182591,2.82702362,-2.82702390,0.01282520,-0.01282520,0.81091468,-0.81091475,1.20582817,-1.20582825,1.18681900,-1.18681917,0.78392462,-0.78392468,0.00000000,-0.00000000,0.42753064,-0.42753067,0.09350478,-0.09350478
-5.64582291,2.91536863,-2.91536888,0.01274050,-0.01274050,0.83672752,-0.83672758,1.23048487,-1.23048493,1.22704398,-1.22704413,0.80686571,-0.80686577,0.00000000,-0.00000000,0.44011566,-0.44011569,0.09714944,-0.09714945
-5.63981991,2.98823324,-2.98823346,0.01256795,-0.01256796,0.85774958,-0.85774961,1.24764660,-1.24764665,1.26080631,-1.26080644,0.82588594,-0.82588599,0.00000000,-0.00000000,0.45053355,-0.45053358,0.10037413,-0.10037413
-5.63381691,3.04392947,-3.04392964,0.01231126,-0.01231126,0.87351930,-0.87351932,1.25690450,-1.25690453,1.28731653,-1.28731663,0.84051958,-0.84051962,0.00000000,-0.00000000,0.45853717,-0.45853719,0.10310578,-0.10310579
-5.62781391,3.08112407,-3.08112420,0.01197591,-0.01197591,0.88368154,-0.88368155,1.25801673,-1.25801674,1.30593720,-1.30593728,0.85039304,-0.85039307,0.00000000,-0.00000000,0.46392826,-0.46392828,0.10528104,-0.10528105
-5.62181091,3.09887570,-3.09887577,0.01156901,-0.01156901,0.88799813,-0.88799811,1.25091473,-1.25091472,1.31620084,-1.31620090,0.85523451,-0.85523454,0.00000000,-0.00000000,0.46656272,-0.46656273,0.10684803,-0.10684803
-5.61580790,3.09666014,-3.09666016,0.01109904,-0.01109904,0.88635465,-0.88635462,1.23570376,-1.23570374,1.31782253,-1.31782256,0.85488073,-0.85488074,0.00000000,-0.00000000,0.46635429,-0.46635430,0.10776780,-0.10776780
-5.60980490,3.07438269,-3.07438266,0.01057561,-0.01057561,0.87876324,-0.87876319,1.21265790,-1.21265785,1.31070678,-1.31070679,0.84928062,-0.84928063,0.00000000,-0.00000000,0.46327667,-0.46327667,0.10801553,-0.10801553
-5.60380190,3.03237697,-3.03237688,0.01000916,-0.01000916,0.86536116,-0.86536109,1.18220958,-1.18220952,1.29494835,-1.29494832,0.83849581,-0.83849581,0.00000000,-0.00000000,0.45736375,-0.45736375,0.10758121,-0.10758121
-5.59779890,2.97139043,-2.97139029,0.00941068,-0.00941068,0.84640520,-0.84640512,1.14493434,-1.14493426,1.27082683,-1.27082678,0.82269780,-0.82269778,0.00000000,-0.00000000,0.44870818,-0.44870817,0.10647001,-0.10647000
-5.59179590,2.89255712,-2.89255693,0.00879141,-0.00879142,0.82226236,-0.82226226,1.10153141,-1.10153131,1.23879548,-1.23879541,0.80216206,-0.80216203,0.00000000,-0.00000000,0.43745818,-0.43745816,0.10470213,-0.10470212
-5.58579290,2.79735894,-2.79735871,0.00816258,-0.00816259,0.79339695,-0.79339684,1.05280097,-1.05280086,1.19946466,-1.19946457,0.77725929,-0.77725925,0.00000000,-0.00000000,0.42381277,-0.42381275,0.10231223,-0.10231222
-5.57978989,2.68757716,-2.68757689,0.00753516,-0.00753517,0.76035498,-0.76035486,0.99961921,-0.99961909,1.15358065,-1.15358054,0.74844410,-0.74844404,0.00000000,-0.00000000,0.40801567,-0.40801564,0.09934849,-0.09934848
-5.57378689,2.56523621,-2.56523590,0.00691966,-0.00691966,0.72374640,-0.72374627,0.94291214,-0.94291201,1.10200081,-1.10200068,0.71624165,-0.71624159,0.00000000,-0.00000000,0.39034799,-0.39034795,0.09587122,-0.09587121
-5.56778389,2.43254221,-2.43254187,0.00632596,-0.00632596,0.68422586,-0.68422572,0.88362921,-0.88362907,1.04566618,-1.04566603,0.68123287,-0.68123280,0.00000000,-0.00000000,0.37112013,-0.37112009,0.09195119,-0.09195117
-5.56178089,2.29181878,-2.29181842,0.00576320,-0.00576320,0.64247310,-0.64247296,0.82271785,-0.82271770,0.98557262,-0.98557246,0.64403860,-0.64403853,0.00000000,-0.00000000,0.35066315,-0.35066310,0.08766773,-0.08766772
-5.55577789,2.14544261,-2.14544224,0.00523971,-0.00523971,0.59917344,-0.59917330,0.76109976,-0.76109961,0.92274178,-0.92274161,0.60530356,-0.60530347,0.00000000,-0.00000000,0.32931992,-0.32931987,0.08310668,-0.08310666
-5.54977489,1.99578136,-1.99578097,0.00476299,-0.00476299,0.55499937,-0.55499923,0.69964979,-0.69964965,0.85819288,-0.85819271,0.56568042,-0.56568034,0.00000000,-0.00000000,0.30743645,-0.30743641,0.07835813,-0.07835812
-5.54377189,1.84513592,-1.84513552,0.00433968,-0.00433968,0.51059371,-0.51059356,0.63917799,-0.63917784,0.79291654,-0.79291637,0.52581486,-0.52581477,0.00000000,-0.00000000,0.28535361,-0.28535356,0.07351433,-0.07351432
-5.53776888,1.69568905,-1.69568866,0.00397565,-0.00397566,0.46655502,-0.46655488,0.58041521,-0.58041507,0.72785130,-0.72785113,0.48633170,-0.48633161,0.00000000,-0.00000000,0.26339954,-0.26339949,0.06866753,-0.06866752
-5.53176588,1.54946180,-1.54946142,0.00367605,-0.00367605,0.42342563,-0.42342549,0.52400263,-0.52400249,0.66386376,-0.66386359,0.44782287,-0.44782278,0.00000000,-0.00000000,0.24188304,-0.24188299,0.06390803,-0.06390801
-5.52576288,1.40827865,-1.40827827,0.00344535,-0.00344535,0.38168246,-0.38168233,0.47048504,-0.47048491,0.60173267,-0.60173250,0.41083721,-0.41083712,0.00000000,-0.00000000,0.22108798,-0.22108793,0.05932237,-0.05932236
-5.51975988,1.27374191,-1.27374155,0.00328745,-0.00328745,0.34173092,-0.34173080,0.42030796,-0.42030784,0.54213732,-0.54213716,0.37587246,-0.37587238,0.00000000,-0.00000000,0.20126893,-0.20126888,0.05499183,-0.05499181
-5.51375688,1.14721552,-1.14721518,0.00320578,-0.00320578,0.30390165,-0.30390153,0.37381813,-0.37381801,0.48565023,-0.48565008,0.34336935,-0.34336927,0.00000000,-0.00000000,0.18264796,-0.18264792,0.05099108,-0.05099106
-5.50775388,1.02981780,-1.02981749,0.00320329,-0.00320329,0.26845010,-0.26845000,0.33126706,-0.33126696,0.43273408,-0.43273394,0.31370786,-0.31370778,0.00000000,-0.00000000,0.16541271,-0.16541267,0.04738718,-0.04738717
-5.50175088,0.92242238,-0.92242209,0.00328255,-0.00328255,0.23555865,-0.23555855,0.29281718,-0.29281708,0.38374241,-0.38374228,0.28720548,-0.28720541,0.00000000,-0.00000000,0.14971557,-0.14971553,0.04423882,-0.04423881
-5.49574787,0.82566642,-0.82566615,0.00344571,-0.00344572,0.20534082,-0.20534073,0.25854992,-0.25854983,0.33892388,-0.33892376,0.26411727,-0.26411720,0.00000000,-0.00000000,0.13567383,-0.13567380,0.04159576,-0.04159575
-5.48974487,0.73996483,-0.73996459,0.00369455,-0.00369455,0.17784734,-0.17784726,0.22847530,-0.22847522,0.29842922,-0.29842911,0.24463734,-0.24463728,0.00000000,-0.00000000,0.12337086,-0.12337083,0.03949859,-0.03949858
-5.48374187,0.66552916,-0.66552895,0.00403034,-0.00403034,0.15307352,-0.15307344,0.20254243,-0.20254236,0.26232059,-0.26232050,0.22890173,-0.22890168,0.00000000,-0.00000000,0.11285783,-0.11285780,0.03797857,-0.03797856
-5.47773887,0.60238989,-0.60238970,0.00445385,-0.00445386,0.13096746,-0.13096740,0.18065037,-0.18065032,0.23058246,-0.23058237,0.21699210,-0.21699206,0.00000000,-0.00000000,0.10415612,-0.10415609,0.03705772,-0.03705772
-5.47173587,0.55042062,-0.55042046,0.00496521,-0.00496521,0.11143888,-0.11143882,0.16265906,-0.16265901,0.20313346,-0.20313338,0.20894007,-0.20894003,0.00000000,-0.00000000,0.09726005,-0.09726003,0.03674900,-0.03674899
-5.46573287,0.50936327,-0.50936314,0.00556376,-0.00556376,0.09436791,-0.09436786,0.14839970,-0.14839965,0.17983873,-0.17983866,0.20473197,-0.20473195,0.00000000,-0.00000000,0.09213988,-0.09213986,0.03705656,-0.03705655
-5.45972986,0.47885292,-0.47885281,0.00624799,-0.00624800,0.07961372,-0.07961367,0.13768455,-0.13768451,0.16052208,-0.16052203,0.20431376,-0.20431374,0.00000000,-0.00000000,0.08874481,-0.08874480,0.03797614,-0.03797613
-5.45372686,0.45844165,-0.45844156,0.00701536,-0.00701536,0.06702260,-0.06702257,0.13031579,-0.13031577,0.14497767,-0.14497762,0.20759578,-0.20759577,0.00000000,-0.00000000,0.08700611,-0.08700610,0.03949545,-0.03949545
-5.44772386,0.44762065,-0.44762059,0.00786215,-0.00786215,0.05643536,-0.05643533,0.12609331,-0.12609329,0.13298070,-0.13298067,0.21445746,-0.21445746,0.00000000,-0.00000000,0.08684001,-0.08684000,0.04159464,-0.04159464
-5.44172086,0.44584009,-0.44584005,0.00878342,-0.00878342,0.04769374,-0.04769371,0.12482135,-0.12482133,0.12429710,-0.12429708,0.22475167,-0.22475167,0.00000000,-0.00000000,0.08815044,-0.08815044,0.04424680,-0.04424680
-5.43571786,0.45252645,-0.45252643,0.00977285,-0.00977285,0.04064591,-0.04064589,0.12631399,-0.12631399,0.11869174,-0.11869172,0.23830873,-0.23830874,0.00000000,-0.00000000,0.09083166,-0.09083166,0.04741847,-0.04741848
-5.42971486,0.46709720,-0.46709720,0.01082276,-0.01082276,0.03515092,-0.03515090,0.13039954,-0.13039954,0.11593530,-0.11593529,0.25494006,-0.25494007,0.00000000,-0.00000000,0.09477052,-0.09477052,0.05107023,-0.05107023
-5.42371186,0.48897277,-0.48897279,0.01192402,-0.01192403,0.03108199,-0.03108198,0.13692364,-0.13692365,0.11580968,-0.11580968,0.27444146,-0.27444148,0.00000000,-0.00000000,0.09984861,-0.09984861,0.05515727,-0.05515728
-5.41770885,0.51758580,-0.51758583,0.01306618,-0.01306619,0.02832891,-0.02832890,0.14575144,-0.14575145,0.11811191,-0.11811191,0.29659597,-0.29659600,0.00000000,-0.00000000,0.10594409,-0.10594409,0.05963012,-0.05963013
-5.41170585,0.55238782,-0.55238786,0.01423748,-0.01423748,0.02679929,-0.02679928,0.15676856,-0.15676857,0.12265671,-0.12265672,0.32117638,-0.32117641,0.00000000,-0.00000000,0.11293338,-0.11293339,0.06443527,-0.06443527
-5.40570285,0.59285354,-0.59285360,0.01542501,-0.01542501,0.02641902,-0.02641902,0.16988114,-0.16988116,0.12927774,-0.12927776,0.34794734,-0.34794738,0.00000000,-0.00000000,0.12069262,-0.12069263,0.06951594,-0.06951595
-5.39969985,0.63848278,-0.63848285,0.01661490,-0.01661490,0.02713179,-0.02713179,0.18501480,-0.18501482,0.13782764,-0.13782766,0.37666707,-0.37666711,0.00000000,-0.00000000,0.12909892,-0.12909893,0.07481288,-0.07481288
-5.39369685,0.68880028,-0.68880036,0.01779256,-0.01779256,0.02889784,-0.02889785,0.20211263,-0.20211266,0.14817692,-0.14817694,0.40708869,-0.40708873,0.00000000,-0.00000000,0.13803146,-0.13803147,0.08026509,-0.08026509
-5.38769385,0.74335351,-0.74335360,0.01894291,-0.01894291,0.03169206,-0.03169207,0.22113226,-0.22113229,0.16021197,-0.16021200,0.43896113,-0.43896118,0.00000000,-0.00000000,0.14737237,-0.14737238,0.08581069,-0.08581070
-5.38169085,0.80170871,-0.80170880,0.02005069,-0.02005069,0.03550144,-0.03550145,0.24204193,-0.24204196,0.17383217,-0.17383221,0.47202965,-0.47202970,0.00000000,-0.00000000,0.15700747,-0.15700748,0.09138768,-0.09138768
-5.37568784,0.86344527,-0.86344537,0.02110078,-0.02110078,0.04032205,-0.04032206,0.26481573,-0.26481577,0.18894625,-0.18894629,0.50603592,-0.50603597,0.00000000,-0.00000000,0.16682683,-0.16682684,0.09693465,-0.09693466
-5.36968484,0.92814882,-0.92814893,0.02207849,-0.02207849,0.04615558,-0.04615559,0.28942803,-0.28942808,0.20546818,-0.20546822,0.54071779,-0.54071784,0.00000000,-0.00000000,0.17672510,-0.17672511,0.10239155,-0.10239156
-5.36368184,0.99540321,-0.99540332,0.02296991,-0.02296991,0.05300557,-0.05300559,0.31584728,-0.31584733,0.22331258,-0.22331263,0.57580872,-0.57580877,0.00000000,-0.00000000,0.18660175,-0.18660176,0.10770029,-0.10770029
-5.35767884,1.06478187,-1.06478200,0.02376220,-0.02376220,0.06087345,-0.06087347,0.34402928,-0.34402933,0.24238998,-0.24239003,0.61103711,-0.61103716,0.00000000,-0.00000000,0.19636114,-0.19636115,0.11280529,-0.11280530
-5.35167584,1.13583899,-1.13583912,0.02444385,-0.02444385,0.06975449,-0.06975451,0.37391030,-0.37391035,0.26260198,-0.26260203,0.64612550,-0.64612555,0.00000000,-0.00000000,0.20591249,-0.20591251,0.11765400,-0.11765400
-5.34567284,1.20810098,-1.20810111,0.02500497,-0.02500497,0.07963382,-0.07963384,0.40540022,-0.40540027,0.28383670,-0.28383676,0.68079002,-0.68079007,0.00000000,-0.00000000,0.21516978,-0.21516979,0.12219726,-0.12219727
