energy_ev,total_up,Pd_p_up,Pd_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,4.75921187,2.86568194,3.76064983,0.40134675,0.00000000,0.72141169,0.00000000
-5.99399700,4.71668072,2.77744582,3.74290612,0.38288566,0.00000000,0.72047002,0.00000000
-5.98799400,4.69177008,2.70411465,3.73832743,0.36851364,0.00000000,0.72090877,0.00000000
-5.98199100,4.68308606,2.64504872,3.74577522,0.35794487,0.00000000,0.72256847,0.00000000
-5.97598799,4.68900859,2.59943632,3.76394431,0.35085267,0.00000000,0.72525640,0.00000000
-5.96998499,4.70775384,2.56633093,3.79141229,0.34687927,0.00000000,0.72875315,0.00000000
-5.96398199,4.73743842,2.54468875,3.82669012,0.34564543,0.00000000,0.73281994,0.00000000
-5.95797899,4.77614275,2.53340493,3.86827206,0.34675959,0.00000000,0.73720645,0.00000000
-5.95197599,4.82197158,2.53134726,3.91468333,0.34982666,0.00000000,0.74165880,0.00000000
-5.94597299,4.87310943,2.53738595,3.96452366,0.35445595,0.00000000,0.74592744,0.00000000
-5.93996998,4.92786919,2.55041872,4.01650552,0.36026847,0.00000000,0.74977455,0.00000000
-5.93396698,4.98473236,2.56939023,4.06948563,0.36690315,0.00000000,0.75298077,0.00000000
-5.92796398,5.04237982,2.59330553,4.12248910,0.37402226,0.00000000,0.75535100,0.00000000
-5.92196098,5.09971251,2.62123748,4.17472544,0.38131562,0.00000000,0.75671904,0.00000000
-5.91595798,5.15586170,2.65232838,4.22559642,0.38850380,0.00000000,0.75695109,0.00000000
-5.90995498,5.21018913,2.68578636,4.27469565,0.39534032,0.00000000,0.75594776,0.00000000
-5.90395198,5.26227753,2.72087758,4.32180057,0.40161266,0.00000000,0.75364496,0.00000000
-5.89794897,5.31191260,2.75691522,4.36685730,0.40714243,0.00000000,0.75001335,0.00000000
-5.89194597,5.35905757,2.79324688,4.40995933,0.41178465,0.00000000,0.74505668,0.00000000
-5.88594297,5.40382196,2.82924156,4.45132130,0.41542626,0.00000000,0.73880907,0.00000000
-5.87993997,5.44642605,2.86427788,4.49124873,0.41798407,0.00000000,0.73133139,0.00000000
-5.87393697,5.48716287,2.89773477,4.53010542,0.41940232,0.00000000,0.72270696,0.00000000
-5.86793397,5.52635939,2.92898580,4.56827950,0.41965001,0.00000000,0.71303683,0.00000000
-5.86193097,5.56433850,2.95739794,4.60614958,0.41871805,0.00000000,0.70243479,0.00000000
-5.85592796,5.60138329,2.98233537,4.64405222,0.41661661,0.00000000,0.69102231,0.00000000
-5.84992496,5.63770515,3.00316827,4.68225195,0.41337259,0.00000000,0.67892375,0.00000000
-5.84392196,5.67341646,3.01928640,4.72091472,0.40902732,0.00000000,0.66626185,0.00000000
-5.83791896,5.70850921,3.03011655,4.76008591,0.40363468,0.00000000,0.65315383,0.00000000
-5.83191596,5.74283987,3.03514313,4.79967356,0.39725947,0.00000000,0.63970806,0.00000000
-5.82591296,5.77612118,3.03393007,4.83943748,0.38997611,0.00000000,0.62602152,0.00000000
-5.81990995,5.80792089,3.02614295,4.87898476,0.38186761,0.00000000,0.61217807,0.00000000
-5.81390695,5.83766755,3.01156934,4.91777176,0.37302466,0.00000000,0.59824755,0.00000000
-5.80790395,5.86466302,2.99013612,4.95511299,0.36354486,0.00000000,0.58428561,0.00000000
-5.80190095,5.88810128,2.96192200,4.99019639,0.35353182,0.00000000,0.57033441,0.00000000
-5.79589795,5.90709277,2.92716431,5.02210490,0.34309423,0.00000000,0.55642388,0.00000000
-5.78989495,5.92069360,2.88625914,5.04984356,0.33234467,0.00000000,0.54257355,0.00000000
-5.78389195,5.92793842,2.83975436,5.07237149,0.32139818,0.00000000,0.52879490,0.00000000
-5.77788894,5.92787581,2.78833553,5.08863750,0.31037060,0.00000000,0.51509386,0.00000000
-5.77188594,5.91960501,2.73280513,5.09761821,0.29937654,0.00000000,0.50147348,0.00000000
-5.76588294,5.90231237,2.67405608,5.09835718,0.28852721,0.00000000,0.48793660,0.00000000
-5.75987994,5.87530633,2.61304046,5.09000359,0.27792808,0.00000000,0.47448826,0.00000000
-5.75387694,5.83804931,2.55073533,5.07184872,0.26767647,0.00000000,0.46113788,0.00000000
-5.74787394,5.79018527,2.48810691,5.04335877,0.25785919,0.00000000,0.44790094,0.00000000
-5.74187094,5.73156160,2.42607528,5.00420251,0.24855040,0.00000000,0.43480016,0.00000000
-5.73586793,5.66224451,2.36548104,4.95427237,0.23980972,0.00000000,0.42186613,0.00000000
-5.72986493,5.58252694,2.30705580,4.89369798,0.23168084,0.00000000,0.40913734,0.00000000
-5.72386193,5.49292868,2.25139775,4.82285146,0.22419049,0.00000000,0.39665962,0.00000000
-5.71785893,5.39418859,2.19895362,4.74234395,0.21734819,0.00000000,0.38448506,0.00000000
-5.71185593,5.28724908,2.15000760,4.65301364,0.21114641,0.00000000,0.37267048,0.00000000
-5.70585293,5.17323363,2.10467789,4.55590563,0.20556149,0.00000000,0.36127556,0.00000000
-5.69984992,5.05341808,2.06292067,4.45224442,0.20055510,0.00000000,0.35036073,0.00000000
-5.69384692,4.92919710,2.02454118,4.34340036,0.19607623,0.00000000,0.33998497,0.00000000
-5.68784392,4.80204721,1.98921132,4.23085139,0.19206363,0.00000000,0.33020364,0.00000000
-5.68184092,4.67348776,1.95649243,4.11614182,0.18844858,0.00000000,0.32106648,0.00000000
-5.67583792,4.54504170,1.92586234,4.00083977,0.18515790,0.00000000,0.31261585,0.00000000
-5.66983492,4.41819747,1.89674487,3.88649510,0.18211697,0.00000000,0.30488534,0.00000000
-5.66383192,4.29437347,1.86854057,3.77459934,0.17925275,0.00000000,0.29789874,0.00000000
-5.65782891,4.17488628,1.84065692,3.66654912,0.17649657,0.00000000,0.29166945,0.00000000
-5.65182591,4.06092340,1.81253660,3.56361419,0.17378662,0.00000000,0.28620033,0.00000000
-5.64582291,3.95352131,1.78368266,3.46691088,0.17107004,0.00000000,0.28148383,0.00000000
-5.63981991,3.85354891,1.75367915,3.37738145,0.16830451,0.00000000,0.27750256,0.00000000
-5.63381691,3.76169634,1.72220681,3.29577965,0.16545928,0.00000000,0.27422996,0.00000000
-5.62781391,3.67846905,1.68905285,3.22266213,0.16251569,0.00000000,0.27163121,0.00000000
-5.62181091,3.60418641,1.65411488,3.15838548,0.15946707,0.00000000,0.26966415,0.00000000
-5.61580790,3.53898426,1.61739904,3.10310820,0.15631816,0.00000000,0.26828021,0.00000000
-5.60980490,3.48282086,1.57901256,3.05679702,0.15308398,0.00000000,0.26742519,0.00000000
-5.60380190,3.43548529,1.53915159,3.01923652,0.14978835,0.00000000,0.26703993,0.00000000
-5.59779890,3.39660780,1.49808510,2.99004170,0.14646201,0.00000000,0.26706090,0.00000000
