energy_ev,total_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,5.96333073,4.78785026,2.61150982,0.01386986,3.97347734,0.08149132,0.00000000
-5.99399700,5.94407703,4.67364630,2.65348151,0.01443140,3.98683284,0.08179207,0.00000000
-5.98799400,5.91813623,4.55684838,2.68988146,0.01507604,3.99438747,0.08242122,0.00000000
-5.98199100,5.88653118,4.43862336,2.72097380,0.01580267,3.99668474,0.08339780,0.00000000
-5.97598799,5.85038542,4.32014611,2.74711683,0.01660860,3.99436832,0.08473509,0.00000000
-5.96998499,5.81085944,4.20256405,2.76872821,0.01748940,3.98813746,0.08643992,0.00000000
-5.96398199,5.76908423,4.08696106,2.78624733,0.01843882,3.97869916,0.08851205,0.00000000
-5.95797899,5.72609539,3.97432222,2.80009696,0.01944872,3.96671989,0.09094394,0.00000000
-5.95197599,5.68277209,3.86550142,2.81064675,0.02050920,3.95277984,0.09372069,0.00000000
-5.94597299,5.63978435,3.76119342,2.81818079,0.02160872,3.93733248,0.09682041,0.00000000
-5.93996998,5.59755211,3.66191227,2.82287144,0.02273438,3.92067220,0.10021481,0.00000000
-5.93396698,5.55621895,3.56797731,2.82476129,0.02387223,3.90291219,0.10387011,0.00000000
-5.92796398,5.51564237,3.47950781,2.82375441,0.02500766,3.88397409,0.10774821,0.00000000
-5.92196098,5.47540154,3.39642687,2.81961768,0.02612591,3.86359042,0.11180813,0.00000000
-5.91595798,5.43482234,3.31847444,2.81199230,0.02721252,3.84131970,0.11600748,0.00000000
-5.90995498,5.39301869,3.24522912,2.80041479,0.02825384,3.81657360,0.12030409,0.00000000
-5.90395198,5.34894756,3.17613736,2.78434629,0.02923756,3.78865457,0.12465767,0.00000000
-5.89794897,5.30147484,3.11054889,2.76320838,0.03015311,3.75680167,0.12903130,0.00000000
-5.89194597,5.24944814,3.04775617,2.73642327,0.03099210,3.72024196,0.13339282,0.00000000
-5.88594297,5.19177230,2.98703592,2.70345584,0.03174861,3.67824428,0.13771606,0.00000000
-5.87993997,5.12748332,2.92769049,2.66385503,0.03241942,3.63017234,0.14198169,0.00000000
-5.87393697,5.05581661,2.86908681,2.61729203,0.03300408,3.57553394,0.14617791,0.00000000
-5.86793397,4.97626569,2.81069111,2.56359311,0.03350494,3.51402354,0.15030078,0.00000000
-5.86193097,4.88862834,2.75209750,2.50276510,0.03392699,3.44555577,0.15435423,0.00000000
-5.85592796,4.79303790,2.69304944,2.43501216,0.03427767,3.37028828,0.15834988,0.00000000
-5.84992496,4.68997837,2.63345301,2.36074305,0.03456649,3.28863255,0.16230657,0.00000000
-5.84392196,4.58028287,2.57338175,2.28056856,0.03480471,3.20125269,0.16624969,0.00000000
-5.83791896,4.46511596,2.51307317,2.19528943,0.03500484,3.10905213,0.17021035,0.00000000
-5.83191596,4.34594115,2.45291748,2.10587557,0.03518024,3.01314945,0.17422452,0.00000000
-5.82591296,4.22447561,2.39343931,2.01343790,0.03534460,2.91484467,0.17833200,0.00000000
-5.81990995,4.10263443,2.33527372,1.91919430,0.03551156,2.81557790,0.18257541,0.00000000
-5.81390695,3.98246741,2.27913763,1.82443154,0.03569428,2.71688243,0.18699910,0.00000000
-5.80790395,3.86609114,2.22579836,1.73046511,0.03590513,2.62033456,0.19164811,0.00000000
-5.80190095,3.75561933,2.17604035,1.63859866,0.03615548,2.52750237,0.19656701,0.00000000
-5.79589795,3.65309400,2.13063176,1.55008495,0.03645543,2.43989536,0.20179879,0.00000000
-5.78989495,3.56042002,2.09029203,1.46608970,0.03681381,2.35891710,0.20738363,0.00000000
-5.78389195,3.47930497,2.05566157,1.38765968,0.03723804,2.28582214,0.21335765,0.00000000
-5.77788894,3.41120604,2.02727452,1.31569589,0.03773425,2.22167875,0.21975154,0.00000000
-5.77188594,3.35728519,2.00553549,1.25093249,0.03830724,2.16733814,0.22658920,0.00000000
-5.76588294,3.31837359,1.99070072,1.19392179,0.03896061,2.12341105,0.23388628,0.00000000
-5.75987994,3.29494589,1.98286444,1.14502549,0.03969681,2.09025188,0.24164875,0.00000000
-5.75387694,3.28710472,1.98195043,1.10441170,0.04051720,2.06795061,0.24987151,0.00000000
-5.74787394,3.29457546,1.98770939,1.07205777,0.04142206,2.05633230,0.25853714,0.00000000
-5.74187094,3.31671139,1.99972179,1.04775805,0.04241058,2.05496407,0.26761484,0.00000000
-5.73586793,3.35250878,2.01740650,1.03113636,0.04348078,2.06316897,0.27705968,0.00000000
-5.72986493,3.40063165,2.04003479,1.02166222,0.04462942,2.08004639,0.28681220,0.00000000
-5.72386193,3.45944553,2.06674929,1.01867046,0.04585178,2.10449833,0.29679850,0.00000000
-5.71785893,3.52705952,2.09658764,1.02138328,0.04714154,2.13526071,0.30693075,0.00000000
-5.71185593,3.60137557,2.12850980,1.02893434,0.04849050,2.17093899,0.31710833,0.00000000
-5.70585293,3.68014384,2.16142844,1.04039404,0.04988847,2.21004710,0.32721951,0.00000000
-5.69984992,3.76102273,2.19424126,1.05479556,0.05132303,2.25104865,0.33714361,0.00000000
-5.69384692,3.84164183,2.22586416,1.07116079,0.05277949,2.29239925,0.34675374,0.00000000
-5.68784392,3.91966608,2.25526410,1.08852583,0.05424080,2.33258877,0.35591987,0.00000000
-5.68184092,3.99285922,2.28149040,1.10596524,0.05568771,2.37018236,0.36451224,0.00000000
-5.67583792,4.05914445,2.30370334,1.12261465,0.05709887,2.40385891,0.37240504,0.00000000
-5.66983492,4.11666038,2.32119897,1.13769105,0.05845124,2.43244580,0.37948005,0.00000000
-5.66383192,4.16381041,2.33342915,1.15051046,0.05972046,2.45494893,0.38563022,0.00000000
-5.65782891,4.19930398,2.34001621,1.16050234,0.06088144,2.47057698,0.39076310,0.00000000
-5.65182591,4.22218811,2.34076157,1.16722060,0.06190904,2.47875927,0.39480385,0.00000000
-5.64582291,4.23186845,2.33564830,1.17035084,0.06277880,2.47915669,0.39769781,0.00000000
-5.63981991,4.22811905,2.32483746,1.16971361,0.06346774,2.47166533,0.39941244,0.00000000
-5.63381691,4.21108072,2.30865863,1.16526389,0.06395516,2.45641296,0.39993873,0.00000000
-5.62781391,4.18124822,2.28759517,1.15708661,0.06422342,2.43374855,0.39929171,0.00000000
-5.62181091,4.13944682,2.26226486,1.14538858,0.06425871,2.40422533,0.39751041,0.00000000
-5.61580790,4.08679939,2.23339681,1.13048710,0.06405158,2.36857809,0.39465690,0.00000000
-5.60980490,4.02468515,2.20180563,1.11279564,0.06359747,2.32769569,0.39081474,0.00000000
-5.60380190,3.95469180,2.16836375,1.09280721,0.06289700,2.28258974,0.38608661,0.00000000
-5.59779890,3.87856258,2.13397302,1.07107588,0.06195608,2.23436058,0.38059142,0.00000000
-5.59179590,3.79814030,2.09953640,1.04819710,0.06078581,2.18416180,0.37446083,0.00000000
-5.58579290,3.71530998,2.06593062,1.02478759,0.05940225,2.13316434,0.36783533,0.00000000
-5.57978989,3.63194222,2.03398066,1.00146528,0.05782587,2.08252143,0.36086005,0.00000000
