energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.21960980,0.82320638,0.00084479,0.00249663,0.37456385,0.20684114,0.13280956,0.05053800,0.00301282,0.61142091
-5.21360680,0.91099566,0.00079368,0.00278664,0.40716226,0.23406132,0.14161788,0.05632382,0.00340683,0.67455568
-5.20760380,1.01254230,0.00075892,0.00311431,0.44509699,0.26599822,0.15234489,0.06275956,0.00384911,0.74738368
-5.20160080,1.12798677,0.00073939,0.00347986,0.48821646,0.30291611,0.16490364,0.06983394,0.00434124,0.82991381
-5.19559780,1.25736579,0.00073385,0.00388327,0.53631767,0.34506003,0.17918806,0.07752848,0.00488458,0.92207428
-5.18959480,1.40059681,0.00074107,0.00432421,0.58914464,0.39264598,0.19507313,0.08581707,0.00548029,1.02370352
-5.18359180,1.55746094,0.00075978,0.00480205,0.64638686,0.44584958,0.21241504,0.09466564,0.00612921,1.13454037
-5.17758879,1.72758473,0.00078870,0.00531576,0.70767800,0.50479352,0.23105146,0.10403185,0.00683182,1.25421386
-5.17158579,1.91042146,0.00082655,0.00586388,0.77259499,0.56953404,0.25080192,0.11386492,0.00758820,1.38223304
-5.16558279,2.10523276,0.00087209,0.00644445,0.84065758,0.64004687,0.27146844,0.12410547,0.00839794,1.51797724
-5.15957979,2.31107130,0.00092408,0.00705499,0.91132869,0.71621322,0.29283646,0.13468558,0.00926003,1.66068739
-5.15357679,2.52676584,0.00098129,0.00769241,0.98401557,0.79780642,0.31467612,0.14552887,0.01017284,1.80945903
-5.14757379,2.75090955,0.00104252,0.00835299,1.05807207,0.88447993,0.33674393,0.15655081,0.01113395,1.96323758
-5.14157079,2.98185296,0.00110657,0.00903236,1.13280214,0.97575738,0.35878492,0.16765910,0.01214014,2.12081674
-5.13556778,3.21770253,0.00117228,0.00972543,1.20746472,1.07102560,0.38053525,0.17875429,0.01318723,2.28084044
-5.12956478,3.45632610,0.00123849,0.01042643,1.28128016,1.16953107,0.40172535,0.18973055,0.01427007,2.44180926
-5.12356178,3.69536613,0.00130407,0.01112891,1.35343818,1.27038082,0.42208341,0.20047669,0.01538242,2.60209156
-5.11755878,3.93226140,0.00136791,0.01182576,1.42310756,1.37254793,0.44133949,0.21087737,0.01651691,2.75993990
-5.11155578,4.16427767,0.00142892,0.01250929,1.48944728,1.47488235,0.45922978,0.22081454,0.01766505,2.91351287
-5.10555278,4.38854742,0.00148609,0.01317135,1.55161934,1.57612692,0.47550129,0.23016917,0.01881722,3.06090232
-5.09954977,4.60211816,0.00153843,0.01380338,1.60880272,1.67493881,0.48991663,0.23882309,0.01996271,3.20016569
-5.09354677,4.80200868,0.00158504,0.01439662,1.66020852,1.76991576,0.50225883,0.24666112,0.02108982,3.32936295
-5.08754377,4.98527187,0.00162508,0.01494230,1.70509566,1.85962671,0.51233601,0.25357331,0.02218598,3.44659710
-5.08154077,5.14906241,0.00165784,0.01543177,1.74278698,1.94264598,0.51998581,0.25945732,0.02323796,3.55005748
-5.07553777,5.29070723,0.00168269,0.01585678,1.77268498,2.01758975,0.52507935,0.26422076,0.02423205,3.63806412
-5.06953477,5.40777619,0.00169915,0.01620969,1.79428684,2.08315374,0.52752457,0.26778357,0.02515435,3.70911188
-5.06353177,5.49815048,0.00170686,0.01648368,1.80719807,2.13815047,0.52726879,0.27008025,0.02599107,3.76191264
-5.05752876,5.56008587,0.00170562,0.01667297,1.81114427,2.18154482,0.52430049,0.27106186,0.02672887,3.79543375
-5.05152576,5.59226809,0.00169537,0.01677306,1.80598038,2.21248621,0.51864998,0.27069771,0.02735516,3.80893118
-5.04552276,5.59385786,0.00167622,0.01678085,1.79169712,2.23033611,0.51038911,0.26897672,0.02785850,3.80197583
-5.03951976,5.56452352,0.00164842,0.01669477,1.76842399,2.23468956,0.49962990,0.26590823,0.02822893,3.77447162
-5.03351676,5.50445932,0.00161234,0.01651492,1.73642890,2.22538975,0.48652206,0.26152234,0.02845826,3.72666445
-5.02751376,5.41438845,0.00156854,0.01624308,1.69611397,2.20253494,0.47124965,0.25586970,0.02854038,3.65914146
-5.02151076,5.29555034,0.00151765,0.01588268,1.64800780,2.16647727,0.45402674,0.24902069,0.02847151,3.57282015
-5.01550775,5.14967235,0.00146043,0.01543875,1.59275425,2.11781353,0.43509235,0.24106408,0.02825031,3.46892788
-5.00950475,4.97892685,0.00139771,0.01491782,1.53109805,2.05736822,0.41470489,0.23210509,0.02787807,3.34897217
-5.00350175,4.78587527,0.00133038,0.01432769,1.46386780,1.98616958,0.39313615,0.22226307,0.02735864,3.21470298
-4.99749875,4.57340119,0.00125939,0.01367728,1.39195687,1.90541958,0.37066507,0.21166873,0.02669846,3.06806831
-4.99149575,4.34463518,0.00118568,0.01297637,1.31630286,1.81645920,0.34757170,0.20046105,0.02590638,2.91116487
-4.98549275,4.10287414,0.00111020,0.01223531,1.23786634,1.72073034,0.32413120,0.18878409,0.02499346,2.74618560
-4.97948974,3.85149844,0.00103387,0.01146479,1.15760965,1.61973605,0.30060839,0.17678370,0.02397270,2.57536609
-4.97348674,3.59388967,0.00095758,0.01067551,1.07647641,1.51500051,0.27725279,0.16460420,0.02285871,2.40093181
-4.96748374,3.33335231,0.00088213,0.00987796,0.99537243,1.40803040,0.25429444,0.15238540,0.02166733,2.22504800
-4.96148074,3.07304164,0.00080830,0.00908216,0.91514869,1.30027893,0.23194045,0.14025967,0.02041519,2.04977394
-4.95547774,2.81590039,0.00073674,0.00829741,0.83658670,1.19311384,0.21037249,0.12834959,0.01911936,1.87702298
-4.94947474,2.56460583,0.00066805,0.00753219,0.76038681,1.08779027,0.18974504,0.11676584,0.01779686,1.70852942
-4.94347174,2.32152859,0.00060274,0.00679392,0.68715955,0.98542914,0.17018470,0.10560566,0.01646428,1.54582302
-4.93746873,2.08870374,0.00054122,0.00608896,0.61742020,0.88700148,0.15179015,0.09495180,0.01513744,1.39021149
-4.93146573,1.86781445,0.00048385,0.00542248,0.55158646,0.79331881,0.13463296,0.08487191,0.01383102,1.24277101
-4.92546273,1.66018760,0.00043089,0.00479850,0.48997919,0.70502938,0.11875910,0.07541853,0.01255832,1.10434452
-4.91945973,1.46680062,0.00038256,0.00421991,0.43282585,0.62261988,0.10419091,0.06662939,0.01133101,0.97554712
-4.91345673,1.28829820,0.00033902,0.00368850,0.38026640,0.54642203,0.09092962,0.05852822,0.01015902,0.85677775
-4.90745373,1.12501727,0.00030040,0.00320509,0.33236114,0.47662325,0.07895809,0.05112583,0.00905042,0.74823621
-4.90145073,0.97701867,0.00026681,0.00276964,0.28910011,0.41328071,0.06824383,0.04442151,0.00801143,0.64994431
-4.89544772,0.84412349,0.00023834,0.00238133,0.25041363,0.35633758,0.05874205,0.03840456,0.00704643,0.56177000
-4.88944472,0.72595232,0.00021511,0.00203877,0.21618329,0.30564099,0.05039869,0.03305595,0.00615806,0.48345327
-4.88344172,0.62196563,0.00019723,0.00174007,0.18625321,0.26096047,0.04315335,0.02835009,0.00534734,0.41463266
-4.87743872,0.53150361,0.00018486,0.00148302,0.16044097,0.22200629,0.03694197,0.02425646,0.00461385,0.35487137
-4.87143572,0.45382412,0.00017821,0.00126518,0.13854782,0.18844702,0.03169927,0.02074127,0.00395589,0.30368204
-4.86543272,0.38813746,0.00017753,0.00108402,0.12036795,0.15992568,0.02736086,0.01776890,0.00337070,0.26054934
-4.85942971,0.33363709,0.00018313,0.00093702,0.10569652,0.13607403,0.02386496,0.01530320,0.00285468,0.22494984
-4.85342671,0.28952552,0.00019537,0.00082172,0.09433613,0.11652488,0.02115374,0.01330861,0.00240358,0.19636873
-4.84742371,0.25503501,0.00021468,0.00073581,0.08610177,0.10092188,0.01917426,0.01175100,0.00201268,0.17431292
-4.84142071,0.22944287,0.00024153,0.00067715,0.08082409,0.08892711,0.01787898,0.01059834,0.00167700,0.15832063
-4.83541771,0.21208126,0.00027643,0.00064382,0.07835091,0.08022624,0.01722595,0.00982110,0.00139143,0.14796726
-4.82941471,0.20234197,0.00031990,0.00063409,0.07854718,0.07453140,0.01717852,0.00939240,0.00115090,0.14286783
-4.82341171,0.19967621,0.00037248,0.00064647,0.08129337,0.07158210,0.01770485,0.00928804,0.00095045,0.14267616
-4.81740870,0.20359033,0.00043468,0.00067962,0.08648242,0.07114427,0.01877696,0.00948625,0.00078536,0.14708117
-4.81140570,0.21363776,0.00050694,0.00073236,0.09401568,0.07300777,0.02036973,0.00996735,0.00065119,0.15580079
-4.80540270,0.22940828,0.00058963,0.00080359,0.10379779,0.07698274,0.02245954,0.01071324,0.00054385,0.16857391
-4.79939970,0.25051507,0.00068298,0.00089229,0.11573101,0.08289507,0.02502292,0.01170686,0.00045956,0.18515101
-4.79339670,0.27658081,0.00078707,0.00099744,0.12970928,0.09058131,0.02803506,0.01293150,0.00039497,0.20528401
-4.78739370,0.30722329,0.00090179,0.00111798,0.14561225,0.09988342,0.03146838,0.01437026,0.00034703,0.22871608
-4.78139070,0.34204183,0.00102680,0.00125273,0.16329979,0.11064373,0.03529125,0.01600534,0.00031306,0.25517187
-4.77538769,0.38060502,0.00116148,0.00140042,0.18260717,0.12270021,0.03946679,0.01781761,0.00029071,0.28434892
-4.76938469,0.42244074,0.00130497,0.00155958,0.20334137,0.13588264,0.04395196,0.01978608,0.00027790,0.31591068
-4.76338169,0.46702906,0.00145608,0.00172858,0.22527872,0.15000965,0.04869700,0.02188765,0.00027283,0.34948173
-4.75737869,0.51379856,0.00161334,0.00190558,0.24816412,0.16488692,0.05364517,0.02409698,0.00027391,0.38464550
-4.75137569,0.56212650,0.00177499,0.00208856,0.27171207,0.18030669,0.05873289,0.02638644,0.00027978,0.42094483
-4.74537269,0.61134293,0.00193898,0.00227533,0.29560950,0.19604859,0.06389036,0.02872640,0.00028921,0.45788545
-4.73936968,0.66073883,0.00210305,0.00246355,0.31952046,0.21188184,0.06904253,0.03108553,0.00030115,0.49494244
-4.73336668,0.70957791,0.00226470,0.00265080,0.34309253,0.22756863,0.07411046,0.03343142,0.00031468,0.53156936
-4.72736368,0.75711182,0.00242134,0.00283461,0.36596478,0.24286871,0.07901314,0.03573118,0.00032898,0.56720990
-4.72136068,0.80259788,0.00257027,0.00301253,0.38777691,0.25754477,0.08366944,0.03795230,0.00034332,0.60131139
-4.71535768,0.84531871,0.00270881,0.00318218,0.40817923,0.27136851,0.08800041,0.04006349,0.00035707,0.63333965
-4.70935468,0.88460273,0.00283433,0.00334135,0.42684303,0.28412695,0.09193155,0.04203557,0.00036969,0.66279449
-4.70335168,0.91984442,0.00294439,0.00348803,0.44347084,0.29562876,0.09539520,0.04384238,0.00038071,0.68922503
-4.69734867,0.95052343,0.00303677,0.00362049,0.45780602,0.30571019,0.09833274,0.04546151,0.00038975,0.71224397
-4.69134567,0.97622128,0.00310956,0.00373732,0.46964127,0.31424028,0.10069658,0.04687508,0.00039648,0.73154032
-4.68534267,0.99663502,0.00316124,0.00383745,0.47882555,0.32112501,0.10245177,0.04807021,0.00040068,0.74688947
-4.67933967,1.01158675,0.00319070,0.00392020,0.48526902,0.32631024,0.10357728,0.04903941,0.00040219,0.75816044
-4.67333667,1.02102863,0.00319732,0.00398527,0.48894585,0.32978316,0.10406674,0.04978071,0.00040092,0.76531962
-4.66733367,1.02504304,0.00318094,0.00403274,0.48989448,0.33157219,0.10392858,0.05029756,0.00039687,0.76843079
-4.66133067,1.02383776,0.00314191,0.00406303,0.48821564,0.33174528,0.10318573,0.05059856,0.00039010,0.76765156
-4.65532766,1.01773644,0.00308109,0.00407688,0.48406788,0.33040678,0.10187471,0.05069699,0.00038074,0.76322613
-4.64932466,1.00716484,0.00299974,0.00407528,0.47766113,0.32769289,0.10004426,0.05061007,0.00036896,0.75547500
-4.64332166,0.99263357,0.00289957,0.00405946,0.46924843,0.32376604,0.09775348,0.05035825,0.00035500,0.74478198
