energy_ev,total_up,In_p_up,In_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,1.00985323,0.01554485,0.00518311,0.85639309,0.36368808,0.43231780,0.00000000
-5.99399700,0.93657735,0.01421951,0.00477621,0.78053290,0.34096092,0.40423261,0.00000000
-5.98799400,0.86914056,0.01315882,0.00440039,0.71235936,0.31986685,0.37814614,0.00000000
-5.98199100,0.80819519,0.01238137,0.00405808,0.65233828,0.30068475,0.35436105,0.00000000
-5.97598799,0.75433768,0.01190428,0.00375139,0.60085066,0.28368310,0.33316389,0.00000000
-5.96998499,0.70811216,0.01174351,0.00348207,0.55820497,0.26911897,0.31482427,0.00000000
-5.96398199,0.67001205,0.01191407,0.00325161,0.52464765,0.25723633,0.29959330,0.00000000
-5.95797899,0.64047922,0.01243012,0.00306118,0.50037103,0.24826337,0.28770093,0.00000000
-5.95197599,0.61990031,0.01330490,0.00291170,0.48551793,0.24240887,0.27935230,0.00000000
-5.94597299,0.60860026,0.01455047,0.00280378,0.48018268,0.23985758,0.27472305,0.00000000
-5.93996998,0.60683291,0.01617727,0.00273773,0.48440830,0.24076480,0.27395385,0.00000000
-5.93396698,0.61476921,0.01819353,0.00271353,0.49818003,0.24525012,0.27714405,0.00000000
-5.92796398,0.63248344,0.02060448,0.00273077,0.52141567,0.25339083,0.28434506,0.00000000
-5.92196098,0.65993812,0.02341149,0.00278865,0.55395322,0.26521496,0.29555345,0.00000000
-5.91595798,0.69696851,0.02661109,0.00288590,0.59553686,0.28069457,0.31070443,0.00000000
-5.90995498,0.74326771,0.03019399,0.00302075,0.64580218,0.29973944,0.32966585,0.00000000
-5.90395198,0.79837337,0.03414414,0.00319091,0.70426177,0.32219169,0.35223339,0.00000000
-5.89794897,0.86165717,0.03843788,0.00339351,0.77029263,0.34782180,0.37812718,0.00000000
-5.89194597,0.93231809,0.04304330,0.00362512,0.84312632,0.37632622,0.40699039,0.00000000
-5.88594297,1.00938058,0.04791983,0.00388174,0.92184328,0.40732716,0.43839004,0.00000000
-5.87993997,1.09169840,0.05301816,0.00415880,1.00537228,0.44037479,0.47182042,0.00000000
-5.87393697,1.17796486,0.05828046,0.00445123,1.09249574,0.47495202,0.50670917,0.00000000
-5.86793397,1.26672976,0.06364109,0.00475351,1.18186168,0.51048208,0.54242628,0.00000000
-5.86193097,1.35642318,0.06902767,0.00505974,1.27200238,0.54633883,0.57829573,0.00000000
-5.85592796,1.44538583,0.07436255,0.00536379,1.36135975,0.58185973,0.61360975,0.00000000
-5.84992496,1.53190524,0.07956470,0.00565937,1.44831691,0.61636103,0.64764516,0.00000000
-5.84392196,1.61425680,0.08455193,0.00594022,1.53123501,0.64915495,0.67968148,0.00000000
-5.83791896,1.69074842,0.08924335,0.00620023,1.60849422,0.67956811,0.70902003,0.00000000
-5.83191596,1.75976699,0.09356206,0.00643358,1.67853728,0.70696069,0.73500335,0.00000000
-5.82591296,1.81982488,0.09743781,0.00663494,1.73991376,0.73074536,0.75703422,0.00000000
-5.81990995,1.86960454,0.10080972,0.00679959,1.79132329,0.75040545,0.77459333,0.00000000
-5.81390695,1.90799921,0.10362874,0.00692355,1.83165568,0.76551128,0.78725500,0.00000000
-5.80790395,1.93414777,0.10585982,0.00700371,1.86002602,0.77573416,0.79470004,0.00000000
-5.80190095,1.94746220,0.10748367,0.00703791,1.87580317,0.78085715,0.79672526,0.00000000
-5.79589795,1.94764622,0.10849804,0.00702499,1.87863015,0.78078220,0.79324920,0.00000000
-5.78989495,1.93470408,0.10891829,0.00696484,1.86843526,0.77553330,0.78431366,0.00000000
-5.78389195,1.90893911,0.10877743,0.00685837,1.84543359,0.76525535,0.77008108,0.00000000
-5.77788894,1.87094192,0.10812539,0.00670750,1.81011850,0.75020877,0.75082783,0.00000000
-5.77188594,1.82156879,0.10702761,0.00651504,1.76324361,0.73076021,0.72693370,0.00000000
