energy_ev,total_up,Os_p_up,Os_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,2.91427986,0.70813218,1.25302016,0.71591510,0.00047346,0.79106158,0.00000000
-5.99399700,2.89796712,0.71467756,1.23861905,0.71186023,0.00049217,0.78368304,0.00000000
-5.98799400,2.89218282,0.72351761,1.22889068,0.71049044,0.00051393,0.77956841,0.00000000
-5.98199100,2.89909632,0.73514009,1.22478084,0.71230188,0.00053915,0.77929301,0.00000000
-5.97598799,2.92057355,0.74995477,1.22710798,0.71769853,0.00056814,0.78334992,0.00000000
-5.96998499,2.95810776,0.76827343,1.23653618,0.72697532,0.00060119,0.79213298,0.00000000
-5.96398199,3.01276152,0.79029307,1.25355298,0.74030456,0.00063847,0.80592294,0.00000000
-5.95797899,3.08512294,0.81608319,1.27845275,0.75772621,0.00068005,0.82487719,0.00000000
-5.95197599,3.17527802,0.84557779,1.31132659,0.77914269,0.00072593,0.84902368,0.00000000
-5.94597299,3.28280088,0.87857286,1.35205923,0.80431846,0.00077595,0.87825936,0.00000000
-5.93996998,3.40676258,0.91472949,1.40033310,0.83288458,0.00082987,0.91235327,0.00000000
-5.93396698,3.54575853,0.95358270,1.45563955,0.86434827,0.00088733,0.95095424,0.00000000
-5.92796398,3.69795353,0.99455578,1.51729681,0.89810721,0.00094787,0.99360298,0.00000000
-5.92196098,3.86114279,1.03697953,1.58447393,0.93346795,0.00101095,1.03974799,0.00000000
-5.91595798,4.03282627,1.08011574,1.65621960,0.96966804,0.00107593,1.08876466,0.00000000
-5.90995498,4.21029316,1.12318370,1.73149470,1.00590062,0.00114213,1.13997677,0.00000000
-5.90395198,4.39071263,1.16538874,1.80920698,1.04134090,0.00120884,1.19267924,0.00000000
-5.89794897,4.57122697,1.20595121,1.88824630,1.07517305,0.00127531,1.24616137,0.00000000
-5.89194597,4.74904263,1.24413484,1.96751889,1.10661654,0.00134081,1.29972918,0.00000000
-5.88594297,4.92151535,1.27927284,2.04597908,1.13495088,0.00140462,1.35272617,0.00000000
-5.87993997,5.08622555,1.31079071,2.12265706,1.15953758,0.00146607,1.40455129,0.00000000
-5.87393697,5.24104092,1.33822458,2.19668175,1.17983850,0.00152456,1.45467364,0.00000000
-5.86793397,5.38416405,1.36123442,2.26729777,1.19543000,0.00157954,1.50264327,0.00000000
-5.86193097,5.51416336,1.37961147,2.33387626,1.20601229,0.00163055,1.54809776,0.00000000
-5.85592796,5.62998741,1.39327983,2.39591949,1.21141392,0.00167722,1.59076467,0.00000000
-5.84992496,5.73096267,1.40229230,2.45305957,1.21159135,0.00171925,1.63046002,0.00000000
-5.84392196,5.81677674,1.40682101,2.50505201,1.20662399,0.00175644,1.66708337,0.00000000
-5.83791896,5.88744889,1.40714355,2.55176508,1.19670523,0.00178867,1.70060999,0.00000000
-5.83191596,5.94329124,1.40362559,2.59316628,1.18213023,0.00181589,1.73108118,0.00000000
-5.82591296,5.98486359,1.39670120,2.62930713,1.16328109,0.00183813,1.75859333,0.00000000
-5.81990995,6.01292544,1.38685199,2.66030758,1.14061073,0.00185545,1.78328689,0.00000000
-5.81390695,6.02838852,1.37458635,2.68634144,1.11462590,0.00186797,1.80533576,0.00000000
-5.80790395,6.03227268,1.36041989,2.70762364,1.08587056,0.00187584,1.82493809,0.00000000
-5.80190095,6.02566750,1.34485806,2.72440015,1.05491021,0.00187923,1.84230864,0.00000000
-5.79589795,6.00970116,1.32838160,2.73694107,1.02231773,0.00187834,1.85767321,0.00000000
-5.78989495,5.98551739,1.31143537,2.74553672,0.98866124,0.00187338,1.87126505,0.00000000
-5.78389195,5.95426037,1.29442078,2.75049671,0.95449409,0.00186457,1.88332305,0.00000000
-5.77788894,5.91706668,1.27769159,2.75215112,0.92034707,0.00185213,1.89409120,0.00000000
-5.77188594,5.87506281,1.26155292,2.75085308,0.88672263,0.00183629,1.90381894,0.00000000
-5.76588294,5.82936606,1.24626290,2.74698170,0.85409086,0.00181729,1.91276142,0.00000000
-5.75987994,5.78108669,1.23203616,2.74094417,0.82288682,0.00179539,1.92117929,0.00000000
-5.75387694,5.73132884,1.21904866,2.73317608,0.79350872,0.00177084,1.92933702,0.00000000
-5.74787394,5.68118822,1.20744285,2.72413901,0.76631655,0.00174392,1.93749953,0.00000000
-5.74187094,5.63174476,1.19733273,2.71431481,0.74163081,0.00171492,1.94592660,0.00000000
-5.73586793,5.58404930,1.18880805,2.70419609,0.71973089,0.00168415,1.95486496,0.00000000
-5.72986493,5.53910397,1.18193751,2.69427328,0.70085301,0.00165191,1.96453845,0.00000000
-5.72386193,5.49783671,1.17677055,2.68501838,0.68518761,0.00161854,1.97513640,0.00000000
-5.71785893,5.46107138,1.17333797,2.67686643,0.67287637,0.00158436,1.98680119,0.00000000
-5.71185593,5.42949530,1.17165154,2.67019588,0.66400893,0.00154970,1.99961575,0.00000000
-5.70585293,5.40362692,1.17170302,2.66530900,0.65861980,0.00151489,2.01359218,0.00000000
-5.69984992,5.38378649,1.17346313,2.66241427,0.65668580,0.00148024,2.02866249,0.00000000
-5.69384692,5.37007283,1.17688113,2.66161185,0.65812459,0.00144605,2.04467270,0.00000000
-5.68784392,5.36234896,1.18188552,2.66288405,0.66279467,0.00141260,2.06138112,0.00000000
-5.68184092,5.36023914,1.18838642,2.66609157,0.67049732,0.00138016,2.07846165,0.00000000
-5.67583792,5.36313912,1.19628011,2.67097682,0.68098085,0.00134896,2.09551247,0.00000000
-5.66983492,5.37024048,1.20545582,2.67717443,0.69394726,0.00131924,2.11207035,0.00000000
