energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.76588294,8.42933986,0.15751871,0.10309629,1.34072628,0.88909861,1.08151141,2.76238782,0.21961683,3.09751461
-5.75987994,8.23760340,0.15610451,0.10117658,1.32168744,0.86936380,1.06424367,2.70125988,0.21245304,3.02257099
-5.75387694,8.01820895,0.15417883,0.09893724,1.29850459,0.84608660,1.04292309,2.63211581,0.20465668,2.93670743
-5.74787394,7.77520339,0.15177201,0.09643084,1.27169260,0.81963583,1.01792964,2.55633033,0.19636849,2.84142595
-5.74187094,7.51305604,0.14893004,0.09371739,1.24184054,0.79045219,0.98973505,2.47537818,0.18773418,2.73839825
-5.73586793,7.23651303,0.14571265,0.09086265,1.20959061,0.75903353,0.95888761,2.39078468,0.17890005,2.62941258
-5.72986493,6.95044663,0.14219074,0.08793614,1.17561575,0.72591815,0.92599502,2.30407653,0.17000885,2.51631806
-5.72386193,6.65970597,0.13844359,0.08500929,1.14059695,0.69166696,0.89170567,2.21673459,0.16119580,2.40096892
-5.71785893,6.36897536,0.13455582,0.08215345,1.10520123,0.65684529,0.85668960,2.13015083,0.15258523,2.28517090
-5.71185593,6.08264596,0.13061428,0.07943809,1.07006134,0.62200528,0.82161956,2.04559085,0.14428765,2.17063213
-5.70585293,5.80470554,0.12670503,0.07692914,1.03575787,0.58766946,0.78715315,1.96416339,0.13639766,2.05892024
-5.69984992,5.53865011,0.12291057,0.07468748,1.00280464,0.55431643,0.75391662,1.88679782,0.12899246,1.95142732
-5.69384692,5.28742014,0.11930731,0.07276769,0.97163778,0.52236890,0.72249078,1.81422998,0.12213123,1.84934371
-5.68784392,5.05336244,0.11596352,0.07121711,0.94260879,0.49218476,0.69339946,1.74699670,0.11585516,1.75364135
-5.68184092,4.83821782,0.11293768,0.07007512,0.91598169,0.46405131,0.66710073,1.68543843,0.11018825,1.66506672
-5.67583792,4.64313330,0.11027736,0.06937267,0.89193418,0.43818265,0.64398086,1.62970951,0.10513873,1.58414300
-5.66983492,4.46869635,0.10801861,0.06913211,0.87056231,0.41472027,0.62435099,1.57979499,0.10070091,1.51118083
-5.66383192,4.31498793,0.10618576,0.06936725,0.85188830,0.39373659,0.60844630,1.53553258,0.09685758,1.44629637
-5.65782891,4.18165027,0.10479172,0.07008353,0.83587077,0.37524094,0.59642718,1.49663856,0.09358251,1.38943536
-5.65182591,4.06796491,0.10383861,0.07127843,0.82241666,0.35918770,0.58838229,1.46273571,0.09084321,1.34040148
-5.64582291,3.97293632,0.10331863,0.07294196,0.81139406,0.34548598,0.58433280,1.43338211,0.08860362,1.29888738
-5.63981991,3.89537646,0.10321522,0.07505722,0.80264520,0.33401016,0.58423755,1.40809896,0.08682669,1.26450656
-5.63381691,3.83398617,0.10350427,0.07760100,0.79599885,0.32461088,0.58799870,1.38639645,0.08547667,1.23682460
-5.62781391,3.78742945,0.10415540,0.08054442,0.79128148,0.31712582,0.59546753,1.36779629,0.08452118,1.21538813
-5.62181091,3.75439778,0.10513323,0.08385356,0.78832676,0.31138966,0.60645010,1.35185036,0.08393266,1.19975035
-5.61580790,3.73366215,0.10639855,0.08749012,0.78698300,0.30724298,0.62071273,1.33815480,0.08368961,1.18949221
-5.60980490,3.72411155,0.10790938,0.09141201,0.78711830,0.30453952,0.63798705,1.32635939,0.08377707,1.18423838
-5.60380190,3.72477721,0.10962196,0.09557403,0.78862348,0.30315166,0.65797485,1.31617231,0.08418684,1.18366788
-5.59779890,3.73484318,0.11149149,0.09992856,0.79141270,0.30297399,0.68035255,1.30736064,0.08491707,1.18751910
-5.59179590,3.75364401,0.11347284,0.10442621,0.79542219,0.30392483,0.70477563,1.29974708,0.08597146,1.19558951
-5.58579290,3.78065119,0.11552113,0.10901669,0.80060719,0.30594577,0.73088307,1.29320370,0.08735812,1.20773061
-5.57978989,3.81545039,0.11759216,0.11364958,0.80693764,0.30899953,0.75830190,1.28764338,0.08908806,1.22383850
-5.57378689,3.85771170,0.11964283,0.11827525,0.81439281,0.31306612,0.78665204,1.28300995,0.09117354,1.24384125
-5.56778389,3.90715529,0.12163153,0.12284586,0.82295547,0.31813789,0.81555140,1.27926761,0.09362621,1.26768357
-5.56178089,3.96351486,0.12351850,0.12731637,0.83260574,0.32421354,0.84462136,1.27639054,0.09645527,1.29531013
-5.55577789,4.02650107,0.12526611,0.13164551,0.84331512,0.33129170,0.87349244,1.27435323,0.09966567,1.32664818
-5.54977489,4.09576699,0.12683929,0.13579682,0.85504091,0.33936437,0.90181006,1.27312199,0.10325648,1.36159057
-5.54377189,4.17087729,0.12820581,0.13973956,0.86772116,0.34841056,0.92924031,1.27264799,0.10721944,1.39998014
-5.53776888,4.25128253,0.12933668,0.14344946,0.88127046,0.35839065,0.95547533,1.27286206,0.11153788,1.44159600
-5.53176588,4.33629968,0.13020643,0.14690932,0.89557661,0.36924163,0.98023825,1.27367129,0.11618596,1.48614270
-5.52576288,4.42509971,0.13079343,0.15010941,0.91049831,0.38087359,1.00328727,1.27495727,0.12112828,1.53324265
-5.51975988,4.51670249,0.13108014,0.15304755,0.92586390,0.39316768,1.02441893,1.27657606,0.12631996,1.58243235
-5.51375688,4.60997950,0.13105328,0.15572892,0.94147129,0.40597560,1.04347012,1.27835956,0.13170716,1.63316263
-5.50775388,4.70366409,0.13070395,0.15816556,0.95708909,0.41912075,1.06031896,1.28011807,0.13722789,1.68480310
-5.50175088,4.79636905,0.13002769,0.16037560,0.97245900,0.43240104,1.07488447,1.28164397,0.14281337,1.73665080
-5.49574787,4.88661107,0.12902445,0.16238219,0.98729954,0.44559319,1.08712504,1.28271612,0.14838954,1.78794276
-5.48974487,4.97284134,0.12769854,0.16421223,1.00131112,0.45845839,1.09703587,1.28310500,0.15387894,1.83787234
-5.48374187,5.05348132,0.12605845,0.16589487,1.01418238,0.47074912,1.10464553,1.28257828,0.15920270,1.88560863
-5.47773887,5.12696273,0.12411675,0.16746002,1.02559790,0.48221683,1.11001189,1.28090680,0.16428263,1.93031839
-5.47173587,5.19177038,0.12188993,0.16893669,1.03524698,0.49262005,1.11321763,1.27787074,0.16904326,1.97118972
-5.46573287,5.24648644,0.11939822,0.17035150,1.04283347,0.50173271,1.11436562,1.27326592,0.17341387,2.00745666
-5.45972986,5.28983458,0.11666550,0.17172719,1.04808621,0.50935229,1.11357439,1.26691006,0.17733017,2.03842364
-5.45372686,5.32072244,0.11371916,0.17308149,1.05076995,0.51530728,1.11097385,1.25864891,0.18073588,2.06348891
-5.44772386,5.33828068,0.11059009,0.17442604,1.05069610,0.51946386,1.10670158,1.24836203,0.18358386,2.08216596
-5.44172086,5.34189707,0.10731256,0.17576577,1.04773304,0.52173131,1.10089956,1.23596810,0.18583693,2.09410196
-5.43571786,5.33124418,0.10392424,0.17709856,1.04181540,0.52206605,1.09371171,1.22142951,0.18746829,2.09909254
-5.42971486,5.30629939,0.10046613,0.17841523,1.03295174,0.52047402,1.08528202,1.20475608,0.18846161,2.09709201
-5.42371186,5.26735622,0.09698242,0.17969992,1.02123024,0.51701145,1.07575328,1.18600779,0.18881066,2.08821880
-5.41770885,5.21502635,0.09352035,0.18093083,1.00682197,0.51178385,1.06526651,1.16529614,0.18851877,2.07275555
-5.41170585,5.15023194,0.09012990,0.18208122,0.98998119,0.50494336,1.05396075,1.14278429,0.18759796,2.05114392
-5.40570285,5.07418840,0.08686335,0.18312074,0.97104275,0.49668455,1.04197329,1.11868562,0.18606789,2.02397419
-5.39969985,4.98837799,0.08377468,0.18401700,0.95041612,0.48723885,1.02944008,1.09326087,0.18395482,1.99196995
-5.39369685,4.89451496,0.08091881,0.18473724,0.92857637,0.47686782,1.01649620,1.06681375,0.18129042,1.95596839
-5.38769385,4.79450338,0.07835058,0.18525016,0.90605205,0.46585549,1.00327637,1.03968512,0.17811070,1.91689689
-5.38169085,4.69038887,0.07612361,0.18552777,0.88341042,0.45450015,0.98991511,1.01224588,0.17445505,1.87574657
-5.37568784,4.58430572,0.07428897,0.18554714,0.86124038,0.44310566,0.97654679,0.98488876,0.17036539,1.83354380
-5.36968484,4.47842103,0.07289364,0.18529204,0.84013373,0.43197279,0.96330507,0.95801909,0.16588552,1.79132045
-5.36368184,4.37487743,0.07197901,0.18475439,0.82066540,0.42139068,0.95032201,0.93204508,0.16106063,1.75008396
-5.35767884,4.27573601,0.07157918,0.18393537,0.80337331,0.41162875,0.93772655,0.90736752,0.15593695,1.71078789
-5.35167584,4.18292125,0.07171940,0.18284625,0.78873880,0.40292926,0.92564248,0.88436953,0.15056157,1.67430418
-5.34567284,4.09816918,0.07241452,0.18150875,0.77716812,0.39550064,0.91418591,0.86340641,0.14498231,1.64139757
-5.33966983,4.02298052,0.07366766,0.17995501,0.76897611,0.38951191,0.90346227,0.84479606,0.13924769,1.61270332
-5.33366683,3.95857999,0.07546913,0.17822711,0.76437235,0.38508817,0.89356295,0.82881018,0.13340685,1.58870857
-5.32766383,3.90588304,0.07779561,0.17637609,0.76345085,0.38230735,0.88456184,0.81566651,0.12750945,1.56973817
-5.32166083,3.86547107,0.08060980,0.17446056,0.76618338,0.38119830,0.87651181,0.80552243,0.12160550,1.55594541
-5.31565783,3.83757608,0.08386045,0.17254497,0.77241713,0.38174032,0.86944152,0.79847017,0.11574507,1.54730794
-5.30965483,3.82207539,0.08748292,0.17069749,0.78187680,0.38386400,0.86335264,0.79453364,0.10997789,1.54362929
-5.30365183,3.81849687,0.09140021,0.16898765,0.79417126,0.38745360,0.85821783,0.79366733,0.10435282,1.54454589
-5.29764882,3.82603484,0.09552450,0.16748390,0.80880455,0.39235072,0.85397969,0.79575704,0.09891724,1.54953967
-5.29164582,3.84357639,0.09975918,0.16625100,0.82519113,0.39835929,0.85055077,0.80062270,0.09371631,1.55795587
-5.28564282,3.86973756,0.10400128,0.16534760,0.84267474,0.40525173,0.84781488,0.80802313,0.08879225,1.56902564
-5.27963982,3.90290839,0.10814428,0.16482387,0.86055029,0.41277603,0.84562968,0.81766263,0.08418351,1.58189268
-5.27363682,3.94130541,0.11208112,0.16471949,0.87808807,0.42066368,0.84383050,0.82919916,0.07992403,1.59564318
-5.26763382,3.98302978,0.11570741,0.16506188,0.89455916,0.42863803,0.84223538,0.84225394,0.07604253,1.60933788
-5.26163082,4.02612907,0.11892456,0.16586494,0.90926132,0.43642282,0.84065101,0.85642201,0.07256186,1.62204506
-5.25562781,4.06866010,0.12164293,0.16712818,0.92154401,0.44375068,0.83887930,0.87128345,0.06949854,1.63287331
-5.24962481,4.10875059,0.12378450,0.16883645,0.93083177,0.45037112,0.83672438,0.88641473,0.06686231,1.64100253
-5.24362181,4.14465693,0.12528541,0.17096001,0.93664474,0.45605772,0.83399948,0.90139990,0.06465595,1.64571206
-5.23761881,4.17481565,0.12609777,0.17345525,0.93861555,0.46061434,0.83053340,0.91584106,0.06287514,1.64640454
-5.23161581,4.19788655,0.12619106,0.17626578,0.93650185,0.46387999,0.82617630,0.92936771,0.06150855,1.64262463
-5.22561281,4.21278564,0.12555279,0.17932389,0.93019382,0.46573216,0.82080423,0.94164480,0.06053801,1.63407170
-5.21960980,4.21870663,0.12418852,0.18255246,0.91971647,0.46608863,0.81432246,0.95237902,0.05993883,1.62060591
-5.21360680,4.21513033,0.12212123,0.18586699,0.90522655,0.46490762,0.80666726,0.96132321,0.05968025,1.60224758
-5.20760380,4.20182180,0.11939002,0.18917795,0.88700427,0.46218626,0.79780606,0.96827890,0.05972604,1.57916996
-5.20160080,4.17881590,0.11604831,0.19239309,0.86544021,0.45795777,0.78773620,0.97309684,0.06003511,1.55168577
-5.19559780,4.14639231,0.11216152,0.19541990,0.84101817,0.45228723,0.77648218,0.97567582,0.06056228,1.52022834
-5.18959480,4.10504173,0.10780444,0.19816789,0.81429450,0.44526648,0.76409181,0.97595976,0.06125915,1.48532844
-5.18359180,4.05542525,0.10305838,0.20055083,0.78587525,0.43700832,0.75063153,0.97393354,0.06207499,1.44758789
-5.17758879,3.99832936,0.09800823,0.20248876,0.75639176,0.42764031,0.73618114,0.96961777,0.06295775,1.40765137
-5.17158579,3.93461896,0.09273962,0.20390975,0.72647620,0.41729867,0.72082838,0.96306294,0.06385504,1.36617788
-5.16558279,3.86519084,0.08733620,0.20475141,0.69673774,0.40612241,0.70466378,0.95434317,0.06471528,1.32381313
-5.15957979,3.79093008,0.08187724,0.20496209,0.66774063,0.39424812,0.68777591,0.94355010,0.06548870,1.28116416
-5.15357679,3.71267118,0.07643563,0.20450177,0.63998494,0.38180548,0.67024751,0.93078709,0.06612846,1.23877727
-5.14757379,3.63116583,0.07107628,0.20334258,0.61389065,0.36891390,0.65215252,0.91616402,0.06659168,1.19712024
-5.14157079,3.54705826,0.06585502,0.20146910,0.58978574,0.35568007,0.63355431,0.89979297,0.06684035,1.15656918
-5.13556778,3.46086919,0.06081793,0.19887825,0.56789851,0.34219675,0.61450494,0.88178486,0.06684229,1.11740068
-5.12956478,3.37298831,0.05600118,0.19557901,0.54835439,0.32854247,0.59504559,0.86224710,0.06657175,1.07978905
-5.12356178,3.28367524,0.05143128,0.19159175,0.53117694,0.31478230,0.57520795,0.84128230,0.06601007,1.04380863
-5.11755878,3.19306830,0.04712565,0.18694751,0.51629312,0.30096928,0.55501638,0.81898803,0.06514601,1.00944054
-5.11155578,3.10119993,0.04309351,0.18168694,0.50354211,0.28714657,0.53449069,0.79545737,0.06397592,0.97658347
-5.10555278,3.00801761,0.03933698,0.17585919,0.49268723,0.27334985,0.51364923,0.77078025,0.06250367,0.94506756
-5.09954977,2.91340868,0.03585231,0.16952063,0.48343043,0.25961009,0.49251210,0.74504530,0.06074042,0.91467057
-5.09354677,2.81722767,0.03263113,0.16273355,0.47542835,0.24595615,0.47110420,0.71834213,0.05870410,0.88513545
-5.08754377,2.71932436,0.02966174,0.15556477,0.46830947,0.23241733,0.44945789,0.69076362,0.05641876,0.85618844
-5.08154077,2.61957133,0.02693032,0.14808426,0.46169144,0.21902561,0.42761522,0.66240836,0.05391373,0.82755673
-5.07553777,2.51788949,0.02442196,0.14036381,0.45519784,0.20581751,0.40562942,0.63338269,0.05122268,0.79898518
-5.06953477,2.41427068,0.02212166,0.13247575,0.44847389,0.19283551,0.38356575,0.60380254,0.04838258,0.77025122
-5.06353177,2.30879627,0.02001508,0.12449171,0.44120035,0.18012908,0.36150159,0.57379467,0.04543262,0.74117763
-5.05752876,2.20165142,0.01808915,0.11648154,0.43310531,0.16775534,0.33952585,0.54349751,0.04241313,0.71164280
-5.05152576,2.09313455,0.01633250,0.10851231,0.42397340,0.15577940,0.31773778,0.51306128,0.03936465,0.68158829
-5.04552276,1.98366205,0.01473583,0.10064748,0.41365235,0.14427444,0.29624529,0.48264763,0.03632695,0.65102376
-5.03951976,1.87376844,0.01329203,0.09294617,0.40205673,0.13332178,0.27516281,0.45242871,0.03333830,0.62002919
-5.03351676,1.76410252,0.01199632,0.08546264,0.38916896,0.12301077,0.25460909,0.42258577,0.03043487,0.58875483
-5.02751376,1.65541989,0.01084621,0.07824590,0.37503771,0.11343895,0.23470477,0.39330737,0.02765034,0.55741898
-5.02151076,1.54857285,0.00984155,0.07133947,0.35977407,0.10471219,0.21557014,0.36478737,0.02501565,0.52630414
-5.01550775,1.44449817,0.00898437,0.06478128,0.34354558,0.09694518,0.19732299,0.33722270,0.02255905,0.49575180
-5.00950475,1.34420376,0.00827888,0.05860378,0.32656883,0.09026201,0.18007680,0.31081114,0.02030626,0.46615630
-5.00350175,1.24875469,0.00773140,0.05283411,0.30910073,0.08479706,0.16393931,0.28574912,0.01828083,0.43795817
-4.99749875,1.15925948,0.00735025,0.04749443,0.29142916,0.08069591,0.14901146,0.26222976,0.01650470,0.41163717
-4.99149575,1.07685679,0.00714571,0.04260231,0.27386313,0.07811642,0.13538672,0.24044104,0.01499883,0.38770536
-4.98549275,1.00270306,0.00712999,0.03817130,0.25672311,0.07722962,0.12315085,0.22056429,0.01378396,0.36670032
-4.97948974,0.93796107,0.00731714,0.03421142,0.24033158,0.07822037,0.11238201,0.20277294,0.01288136,0.34917853
-4.97348674,0.88378931,0.00772297,0.03072980,0.22500424,0.08128761,0.10315110,0.18723155,0.01231368,0.33570896
-4.96748374,0.84133200,0.00836495,0.02773129,0.21104204,0.08664401,0.09552234,0.17409501,0.01210565,0.32686672
-4.96148074,0.81170915,0.00926206,0.02521902,0.19872406,0.09451473,0.08955394,0.16350796,0.01228473,0.32322651
-4.95547774,0.79600628,0.01043459,0.02319505,0.18830145,0.10513525,0.08529881,0.15560414,0.01288165,0.32535576
-4.94947474,0.79526319,0.01190388,0.02166076,0.17999230,0.11874813,0.08280513,0.15050584,0.01393072,0.33380709
-4.94347174,0.81046108,0.01369200,0.02061738,0.17397748,0.13559839,0.08211685,0.14832318,0.01546993,0.34910989
-4.93746873,0.84250772,0.01582137,0.02006624,0.17039745,0.15592773,0.08327387,0.14915310,0.01754077,0.37176076
-4.93146573,0.89222008,0.01831432,0.02000904,0.16934980,0.17996741,0.08631204,0.15307817,0.02018777,0.40221273
-4.92546273,0.96030445,0.02119256,0.02044792,0.17088762,0.20793001,0.09126279,0.16016500,0.02345772,0.44086318
-4.91945973,1.04733391,0.02447670,0.02138538,0.17501858,0.24000013,0.09815247,0.17046231,0.02739853,0.48804056
-4.91345673,1.15372367,0.02818564,0.02282418,0.18170466,0.27632440,0.10700137,0.18399875,0.03205785,0.54399011
-4.90745373,1.27970479,0.03233597,0.02476696,0.19086252,0.31700108,0.11782244,0.20078027,0.03748129,0.60885906
-4.90145073,1.42529726,0.03694141,0.02721586,0.20236465,0.36206970,0.13061983,0.22078750,0.04371044,0.68268164
-4.89544772,1.59028354,0.04201224,0.03017192,0.21604109,0.41150121,0.14538717,0.24397285,0.05078062,0.76536482
-4.88944472,1.77418394,0.04755466,0.03363446,0.23168199,0.46518921,0.16210569,0.27025782,0.05871859,0.85667529
-4.88344172,1.97623545,0.05357036,0.03760033,0.24904099,0.52294272,0.18074238,0.29953041,0.06754008,0.95622867
-4.87743872,2.19537537,0.06005591,0.04206311,0.26783931,0.58448121,0.20124798,0.33164289,0.07724745,1.06348181
-4.87143572,2.43023158,0.06700232,0.04701227,0.28777082,0.64943219,0.22355514,0.36641013,0.08782754,1.17772887
-4.86543272,2.67912047,0.07439461,0.05243239,0.30850785,0.71733193,0.24757664,0.40360851,0.09924967,1.29810207
-4.85942971,2.94005411,0.08221131,0.05830229,0.32970775,0.78762970,0.27320374,0.44297564,0.11146419,1.42357764
-4.85342671,3.21075707,0.09042410,0.06459435,0.35102010,0.85969553,0.30030478,0.48421088,0.12440147,1.55298740
-4.84742371,3.48869380,0.09899741,0.07127386,0.37209441,0.93283182,0.32872406,0.52697685,0.13797145,1.68503616
-4.84142071,3.77110611,0.10788805,0.07829850,0.39258806,1.00628838,0.35828100,0.57090183,0.15206397,1.81832478
-4.83541771,4.05506066,0.11704491,0.08561809,0.41217433,1.07928085,0.38876978,0.61558318,0.16654974,1.95137858
-4.82941471,4.33750518,0.12640868,0.09317446,0.43055013,1.15101186,0.41995938,0.66059164,0.18128214,2.08268043
-4.82341171,4.61533227,0.13591172,0.10090162,0.44744335,1.22069423,0.45159420,0.70547650,0.19609966,2.21070747
-4.81740870,4.88544858,0.14547802,0.10872621,0.46261939,1.28757561,0.48339531,0.74977160,0.21082906,2.33397040
-4.81140570,5.14484749,0.15502336,0.11656823,0.47588677,1.35096322,0.51506241,0.79300203,0.22528911,2.45105378
-4.80540270,5.39068264,0.16445568,0.12434215,0.48710160,1.41024809,0.54627666,0.83469136,0.23929475,2.56065598
-4.79939970,5.62033967,0.17367573,0.13195824,0.49617073,1.46492743,0.57670427,0.87436937,0.25266152,2.66162706
-4.79339670,5.83150376,0.18257810,0.13932432,0.50305358,1.51462416,0.60600113,0.91158010,0.26521019,2.75300300
-4.78739370,6.02222011,0.19105249,0.14634775,0.50776252,1.55910263,0.63381828,0.94589005,0.27677124,2.83403487
-4.78139070,6.19094528,0.19898545,0.15293763,0.51036203,1.59827972,0.65980836,0.97689643,0.28718911,2.90421154
-4.77538769,6.33658720,0.20626246,0.15900728,0.51096649,1.63223045,0.68363280,1.00423517,0.29632603,2.96327487
-4.76938469,6.45853233,0.21277034,0.16447676,0.50973697,1.66118780,0.70496977,1.02758867,0.30406531,3.01122668
-4.76338169,6.55665866,0.21839998,0.16927546,0.50687701,1.68553639,0.72352253,1.04669301,0.31031388,3.04832688
-4.75737869,6.63133411,0.22304927,0.17334459,0.50262769,1.70580006,0.73902799,1.06134434,0.31500407,3.07508301
-4.75137569,6.68340004,0.22662610,0.17663956,0.49726213,1.72262367,0.75126521,1.07140438,0.31809456,3.09223110
-4.74537269,6.71414053,0.22905143,0.17913197,0.49107951,1.73674965,0.76006335,1.07680478,0.31957054,3.10070896
-4.73936968,6.72523823,0.23026214,0.18081130,0.48439898,1.74899014,0.76530884,1.07755007,0.31944306,3.10162255
-4.73336668,6.71871843,0.23021360,0.18168607,0.47755330,1.76019576,0.76695119,1.07371907,0.31774765,3.09620695
-4.72736368,6.69688315,0.22888181,0.18178439,0.47088252,1.77122215,0.76500733,1.06546461,0.31454239,3.08578339
-4.72136068,6.66223760,0.22626496,0.18115390,0.46472771,1.78289576,0.75956393,1.05301147,0.30990545,3.07171402
-4.71535768,6.61741156,0.22238434,0.17986101,0.45942467,1.79598019,0.75077753,1.03665237,0.30393233,3.05535617
-4.70935468,6.56507834,0.21728450,0.17798941,0.45529783,1.81114451,0.73887243,1.01674218,0.29673288,3.03801794
-4.70335168,6.50787417,0.21103264,0.17563790,0.45265423,1.82893498,0.72413608,0.99369033,0.28842824,3.02091665
-4.69734867,6.44832076,0.20371712,0.17291761,0.45177763,1.84975138,0.70691222,0.96795152,0.27914783,3.00514192
-4.69134567,6.38875379,0.19544541,0.16994862,0.45292284,1.87382906,0.68759185,0.94001511,0.26902652,2.99162446
-4.68534267,6.33125948,0.18634122,0.16685616,0.45631022,1.90122742,0.66660236,0.91039341,0.25820195,2.98111183
-4.67933967,6.27762164,0.17654115,0.16376651,0.46212063,1.93182556,0.64439521,0.87960915,0.24681215,2.97415180
-4.67333667,6.22928066,0.16619096,0.16080272,0.47049065,1.96532523,0.62143266,0.84818277,0.23499349,2.97108383
-4.66733367,6.18730576,0.15544161,0.15808041,0.48150856,2.00126106,0.59817409,0.81661968,0.22287879,2.97203863
-4.66133067,6.15238131,0.14444517,0.15570372,0.49521090,2.03901777,0.57506245,0.78539819,0.21059589,2.97694569
-4.65532766,6.12480728,0.13335096,0.15376165,0.51158005,2.07785344,0.55251147,0.75495846,0.19826629,2.98554814
-4.64932466,6.10451355,0.12230185,0.15232492,0.53054279,2.11692817,0.53089415,0.72569280,0.18600414,2.99742410
-4.64332166,6.09108724,0.11143108,0.15144356,0.55197019,2.15533670,0.51053296,0.69793781,0.17391538,3.01201338
