energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-2.97448724,1.72089946,0.21617280,1.42042623,0.01139006,0.08575773,0.01503149,0.24390694,0.15458765,0.00169852
-2.96848424,1.72127809,0.21971616,1.41634525,0.01079669,0.08713612,0.01603575,0.24652022,0.15495317,0.00168272
-2.96248124,1.72671003,0.22392924,1.41552864,0.01026333,0.08859826,0.01726490,0.25049079,0.15543998,0.00168002
-2.95647824,1.73665934,0.22870782,1.41761667,0.00977983,0.09011898,0.01871903,0.25568237,0.15595150,0.00168938
-2.95047524,1.75056840,0.23394570,1.42223426,0.00933684,0.09167389,0.02039528,0.26195086,0.15639993,0.00170973
-2.94447224,1.76786980,0.23953693,1.42900077,0.00892607,0.09323978,0.02228744,0.26914671,0.15670807,0.00173997
-2.93846923,1.78799414,0.24537749,1.43753651,0.00854052,0.09479486,0.02438551,0.27711686,0.15681045,0.00177897
-2.93246623,1.81037407,0.25136661,1.44746604,0.00817455,0.09631881,0.02667530,0.28570626,0.15665399,0.00182561
-2.92646323,1.83444511,0.25740761,1.45841874,0.00782391,0.09779273,0.02913812,0.29475900,0.15619803,0.00187873
-2.92046023,1.85964401,0.26340841,1.47002728,0.00748570,0.09919899,0.03175052,0.30411924,0.15541399,0.00193717
-2.91445723,1.88540582,0.26928181,1.48192464,0.00715825,0.10052096,0.03448430,0.31363198,0.15428458,0.00199974
-2.90845423,1.91116045,0.27494550,1.49374070,0.00684097,0.10174272,0.03730657,0.32314382,0.15280279,0.00206520
-2.90245123,1.93633000,0.28032193,1.50509903,0.00653415,0.10284877,0.04018011,0.33250380,0.15097077,0.00213231
-2.89644822,1.96032760,0.28533825,1.51561490,0.00623880,0.10382379,0.04306394,0.34156436,0.14879856,0.00219978
-2.89044522,1.98255874,0.28992610,1.52489498,0.00595642,0.10465236,0.04591409,0.35018252,0.14630291,0.00226632
-2.88444222,2.00242533,0.29402159,1.53253933,0.00568884,0.10531892,0.04868462,0.35822132,0.14350610,0.00233063
-2.87843922,2.01933316,0.29756536,1.53814590,0.00543802,0.10580771,0.05132882,0.36555149,0.14043502,0.00239141
-2.87243622,2.03270229,0.30050273,1.54131762,0.00520594,0.10610289,0.05380057,0.37205330,0.13712032,0.00244740
-2.86643322,2.04198049,0.30278408,1.54167180,0.00499449,0.10618876,0.05605580,0.37761864,0.13359578,0.00249741
-2.86043022,2.04665893,0.30436529,1.53885164,0.00480544,0.10605008,0.05805399,0.38215318,0.12989790,0.00254033
-2.85442721,2.04628947,0.30520841,1.53253910,0.00464033,0.10567253,0.05975968,0.38557850,0.12606560,0.00257516
-2.84842421,2.04050257,0.30528235,1.52246847,0.00450056,0.10504317,0.06114384,0.38783422,0.12214012,0.00260109
-2.84242121,2.02902497,0.30456374,1.50843996,0.00438734,0.10415110,0.06218511,0.38887987,0.11816493,0.00261744
-2.83641821,2.01169591,0.30303779,1.49033245,0.00430179,0.10298798,0.06287079,0.38869651,0.11418582,0.00262378
-2.83041521,1.98848115,0.30069915,1.46811464,0.00424498,0.10154870,0.06319756,0.38728793,0.11025089,0.00261989
-2.82441221,1.95948368,0.29755275,1.44185390,0.00421798,0.09983197,0.06317185,0.38468144,0.10641065,0.00260578
-2.81840920,1.92495066,0.29361451,1.41172234,0.00422190,0.09784084,0.06280987,0.38092799,0.10271787,0.00258173
-2.81240620,1.88527583,0.28891194,1.37799959,0.00425797,0.09558324,0.06213727,0.37610179,0.09922757,0.00254826
-2.80640320,1.84099731,0.28348447,1.34107223,0.00432752,0.09307231,0.06118844,0.37029918,0.09599670,0.00250613
-2.80040020,1.79279058,0.27738360,1.30142958,0.00443196,0.09032674,0.06000543,0.36363690,0.09308380,0.00245629
-2.79439720,1.74145681,0.27067271,1.25965614,0.00457280,0.08737089,0.05863663,0.35624963,0.09054849,0.00239991
-2.78839420,1.68790705,0.26342650,1.21642095,0.00475151,0.08423484,0.05713518,0.34828694,0.08845083,0.00233831
-2.78239120,1.63314261,0.25573019,1.17246416,0.00496946,0.08095430,0.05555718,0.33990968,0.08685054,0.00227293
-2.77638819,1.57823246,0.24767824,1.12858136,0.00522777,0.07757033,0.05395986,0.33128587,0.08580616,0.00220526
-2.77038519,1.52428849,0.23937282,1.08560630,0.00552721,0.07412896,0.05239964,0.32258629,0.08537402,0.00213683
-2.76438219,1.47243930,0.23092190,1.04439247,0.00586796,0.07068062,0.05093036,0.31397977,0.08560727,0.00206914
-2.75837919,1.42380358,0.22243711,1.00579416,0.00624954,0.06727954,0.04960149,0.30562855,0.08655474,0.00200363
-2.75237619,1.37946377,0.21403141,0.97064763,0.00667061,0.06398285,0.04845668,0.29768368,0.08825996,0.00194161
-2.74637319,1.34044089,0.20581662,0.93975277,0.00712880,0.06084975,0.04753245,0.29028076,0.09075999,0.00188425
-2.74037019,1.30767109,0.19790094,0.91385567,0.00762069,0.05794039,0.04685727,0.28353618,0.09408448,0.00183251
-2.73436718,1.28198461,0.19038655,0.89363251,0.00814166,0.05531484,0.04645087,0.27754393,0.09825471,0.00178715
-2.72836418,1.26408740,0.18336733,0.87967493,0.00868591,0.05303178,0.04632391,0.27237334,0.10328272,0.00174871
-2.72236118,1.25454586,0.17692692,0.87247707,0.00924650,0.05114732,0.04647806,0.26806754,0.10917056,0.00171747
-2.71635818,1.25377472,0.17113701,0.87242433,0.00981540,0.04971363,0.04690624,0.26464300,0.11590964,0.00169348
-2.71035518,1.26202815,0.16605603,0.87978398,0.01038365,0.04877763,0.04759332,0.26209003,0.12348019,0.00167656
-2.70435218,1.27939399,0.16172835,0.89469750,0.01094158,0.04837966,0.04851690,0.26037420,0.13185086,0.00166632
-2.69834917,1.30579105,0.15818375,0.91717477,0.01147903,0.04855221,0.04964842,0.25943866,0.14097837,0.00166217
-2.69234617,1.34096924,0.15543743,0.94709004,0.01198564,0.04931867,0.05095430,0.25920724,0.15080733,0.00166336
-2.68634317,1.38451237,0.15349031,0.98417983,0.01245116,0.05069224,0.05239725,0.25958818,0.16127019,0.00166902
-2.68034017,1.43584349,0.15232974,1.02804271,0.01286579,0.05267499,0.05393754,0.26047816,0.17228722,0.00167819
-2.67433717,1.49423260,0.15193042,1.07814129,0.01322049,0.05525703,0.05553429,0.26176672,0.18376677,0.00168986
-2.66833417,1.55880679,0.15225550,1.13380645,0.01350729,0.05841607,0.05714667,0.26334055,0.19560553,0.00170298
-2.66233117,1.62856260,0.15325793,1.19424410,0.01371958,0.06211710,0.05873498,0.26508763,0.20768917,0.00171654
-2.65632816,1.70238082,0.15488170,1.25854478,0.01385234,0.06631248,0.06026161,0.26690103,0.21989302,0.00172958
-2.65032516,1.77904372,0.15706325,1.32569614,0.01390231,0.07094241,0.06169183,0.26868209,0.23208322,0.00174119
-2.64432216,1.85725479,0.15973278,1.39459860,0.01386812,0.07593563,0.06299440,0.27034308,0.24411798,0.00175058
-2.63831916,1.93566092,0.16281554,1.46408422,0.01375035,0.08121070,0.06414204,0.27180904,0.25584941,0.00175707
-2.63231616,2.01287711,0.16623300,1.53293869,0.01355147,0.08667751,0.06511175,0.27301896,0.26712552,0.00176011
-2.62631316,2.08751337,0.16990406,1.59992608,0.01327579,0.09223919,0.06588493,0.27392626,0.27779277,0.00175926
-2.62031016,2.15820348,0.17374615,1.66381623,0.01292929,0.09779436,0.06644746,0.27449855,0.28769890,0.00175424
-2.61430715,2.22363524,0.17767630,1.72341374,0.01251941,0.10323961,0.06678965,0.27471693,0.29669610,0.00174487
-2.60830415,2.28258116,0.18161226,1.77758811,0.01205480,0.10847217,0.06690609,0.27457477,0.30464448,0.00173112
-2.60230115,2.33392903,0.18547351,1.82530372,0.01154508,0.11339263,0.06679551,0.27407623,0.31141565,0.00171305
-2.59629815,2.37671106,0.18918243,1.86564876,0.01100046,0.11790770,0.06646055,0.27323453,0.31689637,0.00169084
-2.59029515,2.41013049,0.19266533,1.89786171,0.01043150,0.12193280,0.06590753,0.27207014,0.32099207,0.00166474
-2.58429215,2.43358444,0.19585358,1.92135425,0.00984878,0.12539444,0.06514626,0.27060902,0.32363008,0.00163511
-2.57828914,2.44668185,0.19868461,1.93572935,0.00926263,0.12823221,0.06418969,0.26888089,0.32476240,0.00160234
-2.57228614,2.44925533,0.20110288,1.94079361,0.00868284,0.13040044,0.06305371,0.26691768,0.32436789,0.00156687
-2.56628314,2.44136611,0.20306073,1.93656295,0.00811850,0.13186925,0.06175679,0.26475208,0.32245365,0.00152921
-2.56028014,2.42330143,0.20451905,1.92326115,0.00757774,0.13262506,0.06031968,0.26241632,0.31905554,0.00148985
-2.55427714,2.39556420,0.20544770,1.90131107,0.00706764,0.13267062,0.05876499,0.25994105,0.31423774,0.00144932
-2.54827414,2.35885492,0.20582577,1.87131871,0.00659411,0.13202429,0.05711675,0.25735439,0.30809131,0.00140814
-2.54227114,2.31404643,0.20564149,1.83405059,0.00616182,0.13071894,0.05539992,0.25468109,0.30073175,0.00136682
-2.53626813,2.26215253,0.20489196,1.79040548,0.00577415,0.12880024,0.05363982,0.25194178,0.29229571,0.00132583
-2.53026513,2.20429153,0.20358252,1.74138154,0.00543325,0.12632462,0.05186157,0.24915232,0.28293692,0.00128562
-2.52426213,2.14164656,0.20172602,1.68804052,0.00514005,0.12335687,0.05008943,0.24632326,0.27282145,0.00124659
-2.51825913,2.07542432,0.19934180,1.63147050,0.00489429,0.11996760,0.04834616,0.24345941,0.26212269,0.00120907
-2.51225613,2.00681419,0.19645461,1.57274898,0.00469466,0.11623065,0.04665247,0.24055951,0.25101612,0.00117333
-2.50625313,1.93694966,0.19309349,1.51290802,0.00453884,0.11222045,0.04502640,0.23761616,0.23967416,0.00113957
-2.50025013,1.86687393,0.18929066,1.45290299,0.00442367,0.10800969,0.04348289,0.23461590,0.22826141,0.00110791
-2.49424712,1.79751116,0.18508043,1.39358638,0.00434522,0.10366716,0.04203338,0.23153961,0.21693039,0.00107838
-2.48824412,1.72964472,0.18049838,1.33568760,0.00429896,0.09925598,0.04068562,0.22836318,0.20581812,0.00105096
-2.48224112,1.66390328,0.17558059,1.27979972,0.00427989,0.09483226,0.03944357,0.22505850,0.19504351,0.00102551
-2.47623812,1.60075524,0.17036320,1.22637332,0.00428268,0.09044414,0.03830756,0.22159474,0.18470586,0.00100184
-2.47023512,1.54051130,0.16488211,1.17571753,0.00430180,0.08613133,0.03727448,0.21793998,0.17488429,0.00097972
-2.46423212,1.48333486,0.15917294,1.12800778,0.00433170,0.08192507,0.03633830,0.21406301,0.16563832,0.00095884
-2.45822911,1.42925933,0.15327113,1.08329948,0.00436692,0.07784846,0.03549061,0.20993536,0.15700931,0.00093887
-2.45222611,1.37821088,0.14721219,1.04154668,0.00440226,0.07391716,0.03472133,0.20553340,0.14902284,0.00091947
-2.44622311,1.33003543,0.14103211,1.00262416,0.00443286,0.07014027,0.03401947,0.20084036,0.14169163,0.00090030
-2.44022011,1.28452792,0.13476764,0.96635187,0.00445437,0.06652153,0.03337402,0.19584830,0.13501911,0.00088104
-2.43421711,1.24146215,0.12845669,0.93251989,0.00446302,0.06306045,0.03277467,0.19055979,0.12900309,0.00086142
-2.42821411,1.20061947,0.12213854,0.90091276,0.00445572,0.05975358,0.03221266,0.18498919,0.12363961,0.00084121
-2.42221111,1.16181477,0.11585396,0.87133157,0.00443012,0.05659569,0.03168142,0.17916357,0.11892655,0.00082025
-2.41620810,1.12491817,0.10964512,0.84361287,0.00438464,0.05358077,0.03117713,0.17312299,0.11486690,0.00079847
-2.41020510,1.08987155,0.10355536,0.81764336,0.00431852,0.05070297,0.03069907,0.16692025,0.11147145,0.00077588
-2.40420210,1.05669894,0.09762868,0.79336974,0.00423177,0.04795723,0.03024985,0.16062011,0.10876086,0.00075259
-2.39819910,1.02551052,0.09190916,0.77080334,0.00412520,0.04533974,0.02983537,0.15429778,0.10676687,0.00072877
-2.39219610,0.99650005,0.08644005,0.75001960,0.00400029,0.04284820,0.02946465,0.14803698,0.10553272,0.00070470
-2.38619310,0.96993613,0.08126297,0.73115248,0.00385922,0.04048179,0.02914939,0.14192748,0.10511267,0.00068072
-2.38019010,0.94614794,0.07641677,0.71438446,0.00370469,0.03824106,0.02890340,0.13606225,0.10557068,0.00065723
-2.37418709,0.92550627,0.07193659,0.69993270,0.00353989,0.03612758,0.02874188,0.13053436,0.10697827,0.00063467
-2.36818409,0.90840110,0.06785283,0.68803243,0.00336837,0.03414353,0.02868058,0.12543371,0.10941175,0.00061352
-2.36218109,0.89521681,0.06419021,0.67891840,0.00319391,0.03229120,0.02873486,0.12084382,0.11294879,0.00059423
-2.35617809,0.88630659,0.06096702,0.67280561,0.00302048,0.03057248,0.02891880,0.11683859,0.11766464,0.00057727
-2.35017509,0.88196721,0.05819447,0.66987034,0.00285206,0.02898836,0.02924422,0.11347956,0.12362798,0.00056304
-2.34417209,0.88241554,0.05587630,0.67023248,0.00269261,0.02753852,0.02971983,0.11081326,0.13089674,0.00055191
-2.33816908,0.88776799,0.05400856,0.67394015,0.00254596,0.02622098,0.03035053,0.10886930,0.13951396,0.00054416
-2.33216608,0.89802389,0.05257969,0.68095735,0.00241574,0.02503183,0.03113671,0.10765884,0.14950383,0.00053999
-2.32616308,0.91305359,0.05157075,0.69115538,0.00230536,0.02396515,0.03207389,0.10717377,0.16086820,0.00053948
-2.32016008,0.93259191,0.05095595,0.70430829,0.00221790,0.02301301,0.03315241,0.10738657,0.17358358,0.00054263
-2.31415708,0.95623726,0.05070330,0.72009280,0.00215614,0.02216564,0.03435747,0.10825074,0.18759875,0.00054930
-2.30815408,0.98345648,0.05077550,0.73809261,0.00212251,0.02141163,0.03566926,0.10970207,0.20283325,0.00055927
-2.30215108,1.01359537,0.05113093,0.75780700,0.00211908,0.02073830,0.03706342,0.11166037,0.21917661,0.00057218
-2.29614807,1.04589424,0.05172476,0.77866327,0.00214756,0.02013215,0.03851157,0.11403185,0.23648851,0.00058760
-2.29014507,1.07950815,0.05251010,0.80003271,0.00220926,0.01957928,0.03998218,0.11671202,0.25459986,0.00060500
-2.28414207,1.11353092,0.05343923,0.82124917,0.00230512,0.01906596,0.04144143,0.11958889,0.27331476,0.00062379
-2.27813907,1.14702185,0.05446475,0.84162975,0.00243564,0.01857905,0.04285430,0.12254655,0.29241335,0.00064332
-2.27213607,1.17903436,0.05554076,0.86049656,0.00260093,0.01810654,0.04418565,0.12546878,0.31165545,0.00066291
-2.26613307,1.20864513,0.05662392,0.87719872,0.00280065,0.01763796,0.04540136,0.12824282,0.33078493,0.00068188
-2.26013007,1.23498295,0.05767441,0.89113385,0.00303396,0.01716477,0.04646948,0.13076292,0.34953463,0.00069955
-2.25412706,1.25725588,0.05865685,0.90176804,0.00329956,0.01668066,0.04736121,0.13293374,0.36763179,0.00071528
-2.24812406,1.27477595,0.05954104,0.90865357,0.00359557,0.01618181,0.04805193,0.13467334,0.38480377,0.00072849
-2.24212106,1.28698045,0.06030253,0.91144394,0.00391959,0.01566699,0.04852191,0.13591577,0.40078396,0.00073866
-2.23611806,1.29344905,0.06092318,0.90990527,0.00426864,0.01513771,0.04875700,0.13661313,0.41531764,0.00074537
-2.23011506,1.29391631,0.06139146,0.90392420,0.00463916,0.01459814,0.04874902,0.13673703,0.42816775,0.00074828
-2.22411206,1.28827918,0.06170269,0.89351162,0.00502702,0.01405510,0.04849603,0.13627939,0.43912026,0.00074717
-2.21810905,1.27659944,0.06185914,0.87880255,0.00542755,0.01351791,0.04800229,0.13525273,0.44798913,0.00074194
-2.21210605,1.25910115,0.06187001,0.86005213,0.00583561,0.01299821,0.04727814,0.13368972,0.45462068,0.00073259
-2.20610305,1.23616339,0.06175132,0.83762798,0.00624566,0.01250971,0.04633959,0.13164219,0.45889715,0.00071923
-2.20010005,1.20830875,0.06152562,0.81199948,0.00665185,0.01206799,0.04520782,0.12917966,0.46073955,0.00070208
-2.19409705,1.17618809,0.06122168,0.78372429,0.00704818,0.01169011,0.04390854,0.12638738,0.46010950,0.00068145
-2.18809405,1.14056243,0.06087402,0.75343288,0.00742863,0.01139438,0.04247122,0.12336399,0.45701020,0.00065773
-2.18209105,1.10228242,0.06052230,0.72181153,0.00778735,0.01119998,0.04092827,0.12021894,0.45148633,0.00063137
-2.17608804,1.06226633,0.06021069,0.68958450,0.00811882,0.01112658,0.03931424,0.11706966,0.44362304,0.00060290
-2.17008504,1.02147728,0.05998699,0.65749591,0.00841806,0.01119399,0.03766495,0.11403868,0.43354386,0.00057284
-2.16408204,0.98090022,0.05990172,0.62629193,0.00868078,0.01142171,0.03601672,0.11125063,0.42140780,0.00054176
-2.15807904,0.94151939,0.06000705,0.59670369,0.00890358,0.01182854,0.03440560,0.10882937,0.40740558,0.00051022
-2.15207604,0.90429670,0.06035555,0.56943129,0.00908406,0.01243209,0.03286667,0.10689510,0.39175513,0.00047877
-2.14607304,0.87015146,0.06099894,0.54512928,0.00922094,0.01324832,0.03143349,0.10556168,0.37469649,0.00044794
-2.14007004,0.83994173,0.06198664,0.52439375,0.00931415,0.01429110,0.03013756,0.10493404,0.35648633,0.00041819
-2.13406703,0.81444763,0.06336426,0.50775119,0.00936480,0.01557168,0.02900784,0.10510586,0.33739217,0.00038998
-2.12806403,0.79435668,0.06517212,0.49564928,0.00937524,0.01709823,0.02807045,0.10615740,0.31768653,0.00036367
-2.12206103,0.78025141,0.06744371,0.48844956,0.00934889,0.01887545,0.02734830,0.10815365,0.29764122,0.00033958
-2.11605803,0.77259938,0.07020424,0.48642210,0.00929019,0.02090416,0.02686089,0.11114264,0.27752190,0.00031796
-2.11005503,0.77174568,0.07346931,0.48974211,0.00920440,0.02318100,0.02662407,0.11515424,0.25758313,0.00029900
-2.10405203,0.77790810,0.07724383,0.49848861,0.00909739,0.02569830,0.02664992,0.12019909,0.23806400,0.00028280
-2.09804902,0.79117507,0.08152113,0.51264514,0.00897546,0.02844396,0.02694654,0.12626816,0.21918460,0.00026943
-2.09204602,0.81150667,0.08628243,0.53210253,0.00884502,0.03140161,0.02751803,0.13333250,0.20114319,0.00025885
-2.08604302,0.83873866,0.09149674,0.55666392,0.00871240,0.03455093,0.02836437,0.14134373,0.18411443,0.00025102
-2.08004002,0.87258987,0.09712111,0.58605191,0.00858361,0.03786811,0.02948143,0.15023484,0.16824837,0.00024580
-2.07403702,0.91267286,0.10310146,0.61991801,0.00846408,0.04132659,0.03086102,0.15992169,0.15367046,0.00024301
-2.06803402,0.95850790,0.10937375,0.65785416,0.00835850,0.04489796,0.03249098,0.17030501,0.14048225,0.00024247
-2.06203102,1.00954024,0.11586577,0.69940647,0.00827069,0.04855311,0.03435535,0.18127301,0.12876295,0.00024391
-2.05602801,1.06516012,0.12249920,0.74409071,0.00820349,0.05226344,0.03643473,0.19270452,0.11857143,0.00024707
-2.05002501,1.12472549,0.12919213,0.79140944,0.00815872,0.05600230,0.03870661,0.20447256,0.10994873,0.00025166
-2.04402201,1.18758644,0.13586182,0.84087020,0.00813720,0.05974641,0.04114592,0.21644831,0.10292076,0.00025739
-2.03801901,1.25311080,0.14242763,0.89200428,0.00813881,0.06347732,0.04372561,0.22850536,0.09750109,0.00026396
-2.03201601,1.32070989,0.14881395,0.94438538,0.00816263,0.06718280,0.04641740,0.24052402,0.09369359,0.00027106
-2.02601301,1.38986338,0.15495311,0.99764736,0.00820711,0.07085801,0.04919258,0.25239553,0.09149470,0.00027841
-2.02001001,1.46014203,0.16078796,1.05150030,0.00827022,0.07450652,0.05202288,0.26402605,0.09089538,0.00028574
-2.01400700,1.53122732,0.16627416,1.10574408,0.00834972,0.07814091,0.05488132,0.27534011,0.09188232,0.00029280
-2.00800400,1.60292657,0.17138187,1.16027856,0.00844337,0.08178308,0.05774318,0.28628348,0.09443859,0.00029939
-2.00200100,1.67518286,0.17609698,1.21510973,0.00854913,0.08546404,0.06058677,0.29682508,0.09854351,0.00030530
-1.99599800,1.74807858,0.18042150,1.27035120,0.00866544,0.08922322,0.06339421,0.30695803,0.10417186,0.00031039
-1.98999500,1.82183235,0.18437339,1.32622073,0.00879132,0.09310732,0.06615201,0.31669953,0.11129237,0.00031456
-1.98399200,1.89678871,0.18798557,1.38303147,0.00892657,0.09716863,0.06885153,0.32608961,0.11986573,0.00031771
-1.97798899,1.97340098,0.19130423,1.44117813,0.00907187,0.10146290,0.07148918,0.33518872,0.12984205,0.00031982
-1.97198599,2.05220742,0.19438660,1.50111835,0.00922882,0.10604678,0.07406642,0.34407429,0.14115822,0.00032089
-1.96598299,2.13380168,0.19729813,1.56334991,0.00939993,0.11097503,0.07658948,0.35283630,0.15373510,0.00032094
-1.95997999,2.21879864,0.20010929,1.62838465,0.00958859,0.11629746,0.07906886,0.36157205,0.16747496,0.00032005
-1.95397699,2.30779699,0.20289216,1.69672009,0.00979892,0.12205581,0.08151855,0.37038040,0.18225932,0.00031829
-1.94797399,2.40134027,0.20571696,1.76880998,0.01003567,0.12828078,0.08395512,0.37935576,0.19794737,0.00031579
-1.94197099,2.49987810,0.20864863,1.84503520,0.01030394,0.13498918,0.08639655,0.38858203,0.21437527,0.00031267
-1.93596798,2.60372942,0.21174373,1.92567607,0.01060901,0.14218155,0.08886099,0.39812688,0.23135636,0.00030906
-1.92996498,2.71304957,0.21504770,2.01088758,0.01095605,0.14984025,0.09136544,0.40803661,0.24868249,0.00030509
-1.92396198,2.82780266,0.21859268,2.10067853,0.01134983,0.15792816,0.09392442,0.41833189,0.26612651,0.00030092
-1.91795898,2.94774065,0.22239594,2.19489557,0.01179444,0.16638815,0.09654870,0.42900456,0.28344586,0.00029665
-1.91195598,3.07239031,0.22645896,2.29321286,0.01229304,0.17514333,0.09924422,0.44001567,0.30038723,0.00029241
-1.90595298,3.20104837,0.23076721,2.39512786,0.01284755,0.18409806,0.10201106,0.45129490,0.31669214,0.00028830
-1.89994997,3.33278559,0.23529061,2.49996333,0.01345844,0.19313985,0.10484280,0.46274133,0.33210324,0.00028440
-1.89394697,3.46645918,0.23998462,2.60687554,0.01412454,0.20214194,0.10772600,0.47422554,0.34637110,0.00028077
-1.88794397,3.60073339,0.24479180,2.71486827,0.01484286,0.21096659,0.11064014,0.48559302,0.35926119,0.00027743
-1.88194097,3.73410731,0.24964388,2.82281214,0.01560853,0.21946885,0.11355769,0.49666857,0.37056072,0.00027441
-1.87593797,3.86494881,0.25446413,2.92946840,0.01641472,0.22750082,0.11644467,0.50726159,0.38008511,0.00027170
-1.86993497,3.99153328,0.25916993,3.03351641,0.01725270,0.23491603,0.11926134,0.51717203,0.38768373,0.00026926
-1.86393197,4.11208586,0.26367546,3.13358386,0.01811195,0.24157393,0.12196329,0.52619661,0.39324468,0.00026705
-1.85792896,4.22482565,0.26789435,3.22827870,0.01898029,0.24734425,0.12450267,0.53413518,0.39669843,0.00026501
-1.85192596,4.32801037,0.27174222,3.31622193,0.01984414,0.25211099,0.12682962,0.54079685,0.39802008,0.00026306
-1.84592296,4.41998033,0.27513915,3.39608023,0.02068886,0.25577602,0.12889384,0.54600577,0.39723022,0.00026112
-1.83991996,4.49920021,0.27801177,3.46659768,0.02149905,0.25826203,0.13064619,0.54960630,0.39439439,0.00025910
-1.83391696,4.56429771,0.28029522,3.52662574,0.02225904,0.25951479,0.13204033,0.55146734,0.38962111,0.00025690
-1.82791396,4.61409810,0.28193477,3.57515088,0.02295328,0.25950465,0.13303425,0.55148593,0.38305865,0.00025446
-1.82191096,4.64765384,0.28288721,3.61131915,0.02356685,0.25822719,0.13359178,0.54958984,0.37489070,0.00025167
-1.81590795,4.66426869,0.28312190,3.63445728,0.02408595,0.25570309,0.13368379,0.54573925,0.36533116,0.00024847
-1.80990495,4.66351582,0.28262161,3.64408970,0.02449836,0.25197729,0.13328933,0.53992751,0.35461822,0.00024480
-1.80390195,4.64524957,0.28138308,3.63995125,0.02479389,0.24711730,0.13239641,0.53218107,0.34300803,0.00024061
-1.79789895,4.60961066,0.27941733,3.62199505,0.02496479,0.24121102,0.13100259,0.52255861,0.33076830,0.00023585
-1.79189595,4.55702477,0.27674968,3.59039551,0.02500608,0.23436406,0.12911521,0.51114945,0.31817183,0.00023052
-1.78589295,4.48819450,0.27341961,3.54554605,0.02491582,0.22669657,0.12675138,0.49807142,0.30549043,0.00022461
-1.77988994,4.40408504,0.26948029,3.48805171,0.02469528,0.21833997,0.12393768,0.48346824,0.29298925,0.00021812
-1.77388694,4.30590364,0.26499783,3.41871667,0.02434900,0.20943346,0.12070952,0.46750645,0.28092176,0.00021108
-1.76788394,4.19507369,0.26005035,3.33852677,0.02388477,0.20012064,0.11711035,0.45037212,0.26952541,0.00020354
-1.76188094,4.07320377,0.25472664,3.24862771,0.02331350,0.19054614,0.11319060,0.43226728,0.25901802,0.00019555
-1.75587794,3.94205274,0.24912472,3.15029921,0.02264899,0.18085260,0.10900642,0.41340621,0.24959506,0.00018718
-1.74987494,3.80349166,0.24334997,3.04492611,0.02190757,0.17117789,0.10461839,0.39401173,0.24142762,0.00017849
-1.74387194,3.65946381,0.23751321,2.93396711,0.02110774,0.16165273,0.10009008,0.37431137,0.23466111,0.00016956
-1.73786893,3.51194378,0.23172846,2.81892223,0.02026964,0.15239875,0.09548661,0.35453367,0.22941474,0.00016049
-1.73186593,3.36289706,0.22611062,2.70130001,0.01941458,0.14352694,0.09087326,0.33490448,0.22578142,0.00015135
-1.72586293,3.21424116,0.22077309,2.58258559,0.01856443,0.13513660,0.08631411,0.31564351,0.22382830,0.00014224
-1.71985993,3.06780946,0.21582532,2.46421053,0.01774105,0.12731466,0.08187086,0.29696094,0.22359755,0.00013324
-1.71385693,2.92531879,0.21137050,2.34752553,0.01696572,0.12013542,0.07760176,0.27905436,0.22510746,0.00012443
-1.70785393,2.78834137,0.20750323,2.23377663,0.01625857,0.11366064,0.07356071,0.26210592,0.22835374,0.00011588
-1.70185093,2.65828191,0.20430746,2.12408559,0.01563805,0.10793984,0.06979655,0.24627972,0.23331077,0.00010765
-1.69584792,2.53635986,0.20185462,2.01943476,0.01512044,0.10301093,0.06635255,0.23171962,0.23993284,0.00009981
-1.68984492,2.42359715,0.20020195,1.92065656,0.01471943,0.09890083,0.06326604,0.21854727,0.24815532,0.00009240
-1.68384192,2.32081092,0.19939114,1.82842759,0.01444576,0.09562626,0.06056823,0.20686052,0.25789553,0.00008545
-1.67783892,2.22861103,0.19944726,1.74326680,0.01430695,0.09319448,0.05828415,0.19673224,0.26905353,0.00007900
-1.67183592,2.14740159,0.20037792,1.66553757,0.01430704,0.09160399,0.05643266,0.18820937,0.28151257,0.00007305
-1.66583292,2.07738591,0.20217278,1.59545283,0.01444656,0.09084503,0.05502657,0.18131238,0.29513938,0.00006762
-1.65982991,2.01857411,0.20480332,1.53308272,0.01472242,0.09090004,0.05407277,0.17603512,0.30978434,0.00006270
-1.65382691,1.97079268,0.20822287,1.47836400,0.01512799,0.09174387,0.05357236,0.17234499,0.32528153,0.00005828
-1.64782391,1.93369536,0.21236698,1.43111069,0.01565326,0.09334385,0.05352080,0.17018345,0.34144886,0.00005433
-1.64182091,1.90677493,0.21715404,1.39102528,0.01628507,0.09565970,0.05390797,0.16946694,0.35808836,0.00005084
-1.63581791,1.88937561,0.22248620,1.35771024,0.01700739,0.09864336,0.05471829,0.17008825,0.37498678,0.00004778
-1.62981491,1.88070590,0.22825068,1.33067942,0.01780172,0.10223874,0.05593075,0.17191820,0.39191664,0.00004510
-1.62381191,1.87985204,0.23432139,1.30936927,0.01864755,0.10638151,0.05751894,0.17480783,0.40863790,0.00004278
-1.61780890,1.88579220,0.24056086,1.29314993,0.01952286,0.11099900,0.05945119,0.17859102,0.42490028,0.00004076
-1.61180590,1.89741175,0.24682267,1.28133625,0.02040469,0.11601023,0.06169064,0.18308751,0.44044636,0.00003903
