energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.83791896,1.06362220,-1.06362229,0.24269018,-0.24269024,0.24657541,-0.24657536,0.01119173,-0.01119173,0.17567732,-0.17567733,0.32820239,-0.32820244,0.00000000,-0.00000000,0.31803157,-0.31803183,0.05085252,-0.05085254
-5.83191596,1.06371252,-1.06371249,0.24084214,-0.24084218,0.25016121,-0.25016112,0.01147528,-0.01147528,0.17852541,-0.17852540,0.32586174,-0.32586176,0.00000000,-0.00000000,0.30543183,-0.30543206,0.04872123,-0.04872125
-5.82591296,1.07086594,-1.07086579,0.24091369,-0.24091370,0.25555239,-0.25555227,0.01170088,-0.01170088,0.18265119,-0.18265115,0.32542404,-0.32542402,0.00000000,-0.00000000,0.29533687,-0.29533706,0.04693098,-0.04693099
-5.81990995,1.08469215,-1.08469190,0.24280853,-0.24280853,0.26263280,-0.26263266,0.01186408,-0.01186408,0.18795778,-0.18795773,0.32679376,-0.32679371,0.00000000,-0.00000000,0.28769296,-0.28769312,0.04548135,-0.04548136
-5.81390695,1.10461088,-1.10461054,0.24638044,-0.24638041,0.27123864,-0.27123847,0.01196164,-0.01196164,0.19431249,-0.19431242,0.32982642,-0.32982635,0.00000000,-0.00000000,0.28238508,-0.28238521,0.04436270,-0.04436271
-5.80790395,1.12987082,-1.12987039,0.25143689,-0.25143684,0.28116287,-0.28116268,0.01199167,-0.01199167,0.20155013,-0.20155005,0.33433411,-0.33433402,0.00000000,-0.00000000,0.27924312,-0.27924321,0.04355707,-0.04355707
-5.80190095,1.15957384,-1.15957334,0.25774434,-0.25774428,0.29216096,-0.29216075,0.01195370,-0.01195370,0.20947752,-0.20947743,0.34009222,-0.34009210,0.00000000,-0.00000000,0.27804958,-0.27804964,0.04303924,-0.04303923
-5.79589795,1.19270358,-1.19270304,0.26503496,-0.26503489,0.30395771,-0.30395749,0.01184871,-0.01184871,0.21787886,-0.21787876,0.34684724,-0.34684711,0.00000000,-0.00000000,0.27854850,-0.27854854,0.04277807,-0.04277806
-5.78989495,1.22815746,-1.22815688,0.27301452,-0.27301444,0.31625505,-0.31625482,0.01167910,-0.01167910,0.22652190,-0.22652180,0.35432537,-0.35432523,0.00000000,-0.00000000,0.28045513,-0.28045515,0.04273791,-0.04273790
-5.78389195,1.26478092,-1.26478032,0.28137119,-0.28137110,0.32874044,-0.32874021,0.01144861,-0.01144861,0.23516464,-0.23516454,0.36224148,-0.36224133,0.00000000,-0.00000000,0.28346624,-0.28346624,0.04288002,-0.04288001
-5.77788894,1.30140297,-1.30140238,0.28978492,-0.28978482,0.34109571,-0.34109548,0.01116223,-0.01116223,0.24356229,-0.24356219,0.37030847,-0.37030832,0.00000000,-0.00000000,0.28727051,-0.28727050,0.04316415,-0.04316413
-5.77188594,1.33687182,-1.33687124,0.29793712,-0.29793703,0.35300597,-0.35300574,0.01082603,-0.01082603,0.25147438,-0.25147428,0.37824640,-0.37824626,0.00000000,-0.00000000,0.29155893,-0.29155890,0.04354990,-0.04354989
-5.76588294,1.37008932,-1.37008877,0.30552026,-0.30552018,0.36416839,-0.36416817,0.01044699,-0.01044699,0.25867160,-0.25867152,0.38579137,-0.38579123,0.00000000,-0.00000000,0.29603457,-0.29603454,0.04399821,-0.04399819
-5.75987994,1.40004335,-1.40004285,0.31224707,-0.31224699,0.37430054,-0.37430034,0.01003283,-0.01003283,0.26494235,-0.26494227,0.39270374,-0.39270362,0.00000000,-0.00000000,0.30042177,-0.30042173,0.04447251,-0.04447249
-5.75387694,1.42583692,-1.42583648,0.31785897,-0.31785890,0.38314801,-0.38314783,0.00959177,-0.00959177,0.27009852,-0.27009846,0.39877553,-0.39877543,0.00000000,-0.00000000,0.30447410,-0.30447406,0.04493989,-0.04493987
-5.74787394,1.44671311,-1.44671275,0.32213350,-0.32213345,0.39049109,-0.39049094,0.00913232,-0.00913232,0.27398060,-0.27398055,0.40383666,-0.40383658,0.00000000,-0.00000000,0.30798116,-0.30798111,0.04537202,-0.04537200
-5.74187094,1.46207500,-1.46207472,0.32489048,-0.32489044,0.39615032,-0.39615019,0.00866311,-0.00866311,0.27646162,-0.27646160,0.40775991,-0.40775985,0.00000000,-0.00000000,0.31077376,-0.31077372,0.04574583,-0.04574582
-5.73586793,1.47149995,-1.47149976,0.32599653,-0.32599651,0.39999061,-0.39999051,0.00819264,-0.00819264,0.27745016,-0.27745016,0.41046433,-0.41046430,0.00000000,-0.00000000,0.31272748,-0.31272744,0.04604405,-0.04604404
-5.72986493,1.47474781,-1.47474771,0.32536804,-0.32536804,0.40192406,-0.40192399,0.00772914,-0.00772914,0.27689196,-0.27689198,0.41191711,-0.41191710,0.00000000,-0.00000000,0.31376443,-0.31376440,0.04625545,-0.04625544
-5.72386193,1.47176263,-1.47176263,0.32297227,-0.32297229,0.40191105,-0.40191101,0.00728039,-0.00728039,0.27477042,-0.27477046,0.41213356,-0.41213358,0.00000000,-0.00000000,0.31385314,-0.31385311,0.04637486,-0.04637485
-5.71785893,1.46266812,-1.46266821,0.31882669,-0.31882673,0.39995992,-0.39995992,0.00685361,-0.00685361,0.27110581,-0.27110587,0.41117549,-0.41117554,0.00000000,-0.00000000,0.31300668,-0.31300667,0.04640298,-0.04640297
-5.71185593,1.44775678,-1.44775697,0.31299656,-0.31299662,0.39612506,-0.39612508,0.00645527,-0.00645527,0.26595332,-0.26595339,0.40914768,-0.40914776,0.00000000,-0.00000000,0.31127910,-0.31127909,0.04634594,-0.04634594
-5.70585293,1.42747347,-1.42747375,0.30559092,-0.30559099,0.39050352,-0.39050358,0.00609106,-0.00609106,0.25940006,-0.25940015,0.40619285,-0.40619295,0.00000000,-0.00000000,0.30876022,-0.30876022,0.04621471,-0.04621471
-5.69984992,1.40239379,-1.40239415,0.29675712,-0.29675721,0.38323046,-0.38323055,0.00576580,-0.00576580,0.25156116,-0.25156127,0.40248495,-0.40248507,0.00000000,-0.00000000,0.30556922,-0.30556923,0.04602425,-0.04602426
-5.69384692,1.37319842,-1.37319885,0.28667424,-0.28667433,0.37447336,-0.37447347,0.00548334,-0.00548334,0.24257513,-0.24257525,0.39822135,-0.39822149,0.00000000,-0.00000000,0.30184718,-0.30184719,0.04579259,-0.04579259
-5.68784392,1.34064430,-1.34064479,0.27554558,-0.27554569,0.36442546,-0.36442560,0.00524656,-0.00524656,0.23259874,-0.23259887,0.39361393,-0.39361408,0.00000000,-0.00000000,0.29774886,-0.29774888,0.04553973,-0.04553974
-5.68184092,1.30553392,-1.30553447,0.26359071,-0.26359083,0.35329861,-0.35329877,0.00505733,-0.00505733,0.22180158,-0.22180173,0.38887954,-0.38887970,0.00000000,-0.00000000,0.29343426,-0.29343428,0.04528660,-0.04528660
-5.67583792,1.26868397,-1.26868456,0.25103723,-0.25103736,0.34131576,-0.34131594,0.00491651,-0.00491651,0.21036058,-0.21036073,0.38423023,-0.38423040,0.00000000,-0.00000000,0.28906019,-0.28906021,0.04505380,-0.04505380
-5.66983492,1.23089455,-1.23089518,0.23811280,-0.23811293,0.32870348,-0.32870367,0.00482394,-0.00482394,0.19845463,-0.19845479,0.37986359,-0.37986377,0.00000000,-0.00000000,0.28477224,-0.28477227,0.04486056,-0.04486057
-5.66383192,1.19292026,-1.19292092,0.22503752,-0.22503766,0.31568470,-0.31568490,0.00477843,-0.00477843,0.18625960,-0.18625977,0.37595367,-0.37595385,0.00000000,-0.00000000,0.28069764,-0.28069767,0.04472366,-0.04472367
-5.65782891,1.15544428,-1.15544495,0.21201722,-0.21201735,0.30247205,-0.30247226,0.00477785,-0.00477785,0.17394382,-0.17394399,0.37264281,-0.37264299,0.00000000,-0.00000000,0.27693911,-0.27693914,0.04465649,-0.04465650
-5.65182591,1.11905641,-1.11905709,0.19923763,-0.19923776,0.28926188,-0.28926210,0.00481915,-0.00481915,0.16166423,-0.16166439,0.37003491,-0.37003509,0.00000000,-0.00000000,0.27357018,-0.27357022,0.04466825,-0.04466826
-5.64582291,1.08423594,-1.08423661,0.18685982,-0.18685995,0.27622933,-0.27622955,0.00489839,-0.00489838,0.14956323,-0.14956340,0.36819024,-0.36819041,0.00000000,-0.00000000,0.27063204,-0.27063208,0.04476341,-0.04476342
-5.63981991,1.05133985,-1.05134052,0.17501693,-0.17501705,0.26352445,-0.26352467,0.00501085,-0.00501085,0.13776639,-0.13776656,0.36712228,-0.36712244,0.00000000,-0.00000000,0.26813204,-0.26813208,0.04494129,-0.04494130
-5.63381691,1.02059678,-1.02059744,0.16381221,-0.16381232,0.25126960,-0.25126982,0.00515116,-0.00515116,0.12638091,-0.12638107,0.36679654,-0.36679669,0.00000000,-0.00000000,0.26604399,-0.26604403,0.04519592,-0.04519593
-5.62781391,0.99210678,-0.99210742,0.15331844,-0.15331855,0.23955802,-0.23955824,0.00531334,-0.00531333,0.11549486,-0.11549502,0.36713161,-0.36713175,0.00000000,-0.00000000,0.26431008,-0.26431011,0.04551619,-0.04551620
-5.62181091,0.96584662,-0.96584724,0.14357864,-0.14357874,0.22845376,-0.22845397,0.00549097,-0.00549097,0.10517727,-0.10517742,0.36800231,-0.36800245,0.00000000,-0.00000000,0.26284436,-0.26284440,0.04588617,-0.04588618
-5.61580790,0.94168037,-0.94168096,0.13460784,-0.13460793,0.21799268,-0.21799288,0.00567737,-0.00567737,0.09547873,-0.09547887,0.36924485,-0.36924497,0.00000000,-0.00000000,0.26153762,-0.26153766,0.04628567,-0.04628568
-5.60980490,0.91937447,-0.91937504,0.12639591,-0.12639600,0.20818460,-0.20818479,0.00586569,-0.00586569,0.08643267,-0.08643280,0.37066374,-0.37066386,0.00000000,-0.00000000,0.26026333,-0.26026337,0.04669105,-0.04669106
-5.60380190,0.89861657,-0.89861712,0.11891109,-0.11891117,0.19901638,-0.19901656,0.00604914,-0.00604914,0.07805705,-0.07805718,0.37204019,-0.37204031,0.00000000,-0.00000000,0.25888436,-0.25888440,0.04707614,-0.04707615
-5.59779890,0.87903707,-0.87903759,0.11210409,-0.11210416,0.19045566,-0.19045584,0.00622113,-0.00622112,0.07035643,-0.07035655,0.37314159,-0.37314170,0.00000000,-0.00000000,0.25726021,-0.25726026,0.04741335,-0.04741336
-5.59179590,0.86023241,-0.86023290,0.10591253,-0.10591259,0.18245528,-0.18245545,0.00637545,-0.00637545,0.06332414,-0.06332425,0.37373156,-0.37373166,0.00000000,-0.00000000,0.25525431,-0.25525437,0.04767483,-0.04767484
-5.58579290,0.84178900,-0.84178948,0.10026546,-0.10026552,0.17495788,-0.17495803,0.00650646,-0.00650646,0.05694473,-0.05694483,0.37358029,-0.37358039,0.00000000,-0.00000000,0.25274112,-0.25274118,0.04783362,-0.04783363
-5.57978989,0.82330666,-0.82330711,0.09508778,-0.09508784,0.16790070,-0.16790084,0.00660919,-0.00660919,0.05119629,-0.05119638,0.37247450,-0.37247460,0.00000000,-0.00000000,0.24961267,-0.24961273,0.04786492,-0.04786493
-5.57378689,0.80442059,-0.80442102,0.09030440,-0.09030445,0.16122024,-0.16122037,0.00667955,-0.00667955,0.04605275,-0.04605284,0.37022672,-0.37022682,0.00000000,-0.00000000,0.24578421,-0.24578428,0.04774709,-0.04774710
-5.56778389,0.78482109,-0.78482150,0.08584392,-0.08584396,0.15485667,-0.15485679,0.00671437,-0.00671437,0.04148600,-0.04148608,0.36668340,-0.36668351,0.00000000,-0.00000000,0.24119896,-0.24119903,0.04746273,-0.04746274
-5.56178089,0.76427010,-0.76427048,0.08164183,-0.08164187,0.14875772,-0.14875782,0.00671154,-0.00671154,0.03746780,-0.03746787,0.36173160,-0.36173171,0.00000000,-0.00000000,0.23583142,-0.23583150,0.04699947,-0.04699949
-5.55577789,0.74261409,-0.74261446,0.07764304,-0.07764308,0.14288196,-0.14288206,0.00667002,-0.00667002,0.03397139,-0.03397145,0.35530393,-0.35530404,0.00000000,-0.00000000,0.22968952,-0.22968959,0.04635063,-0.04635065
-5.54977489,0.71979300,-0.71979334,0.07380377,-0.07380380,0.13720147,-0.13720155,0.00658992,-0.00658992,0.03097286,-0.03097291,0.34738159,-0.34738171,0.00000000,-0.00000000,0.22281525,-0.22281533,0.04551565,-0.04551566
-5.54377189,0.69584483,-0.69584514,0.07009278,-0.07009282,0.13170354,-0.13170361,0.00647243,-0.00647243,0.02845217,-0.02845221,0.33799557,-0.33799569,0.00000000,-0.00000000,0.21528407,-0.21528414,0.04450026,-0.04450028
-5.53776888,0.67090610,-0.67090639,0.06649198,-0.06649201,0.12639176,-0.12639181,0.00631979,-0.00631979,0.02639386,-0.02639388,0.32722578,-0.32722592,0.00000000,-0.00000000,0.20720292,-0.20720299,0.04331651,-0.04331653
-5.53176588,0.64520832,-0.64520857,0.06299640,-0.06299643,0.12128609,-0.12128613,0.00613524,-0.00613524,0.02478741,-0.02478742,0.31519859,-0.31519872,0.00000000,-0.00000000,0.19870725,-0.19870732,0.04198247,-0.04198248
-5.52576288,0.61907064,-0.61907086,0.05961375,-0.05961378,0.11642227,-0.11642229,0.00592289,-0.00592289,0.02362735,-0.02362736,0.30208258,-0.30208272,0.00000000,-0.00000000,0.18995695,-0.18995700,0.04052178,-0.04052179
-5.51975988,0.59288945,-0.59288963,0.05636346,-0.05636349,0.11185042,-0.11185042,0.00568762,-0.00568762,0.02291305,-0.02291304,0.28808318,-0.28808332,0.00000000,-0.00000000,0.18113161,-0.18113166,0.03896301,-0.03896302
-5.51375688,0.56712522,-0.56712535,0.05327548,-0.05327550,0.10763300,-0.10763298,0.00543492,-0.00543492,0.02264818,-0.02264816,0.27343613,-0.27343627,0.00000000,-0.00000000,0.17242529,-0.17242533,0.03733885,-0.03733886
-5.50775388,0.54228732,-0.54228739,0.05038876,-0.05038878,0.10384223,-0.10384219,0.00517072,-0.00517072,0.02284003,-0.02283999,0.25840038,-0.25840052,0.00000000,-0.00000000,0.16404085,-0.16404087,0.03568520,-0.03568521
-5.50175088,0.51891750,-0.51891752,0.04774969,-0.04774971,0.10055707,-0.10055702,0.00490129,-0.00490129,0.02349849,-0.02349844,0.24325059,-0.24325073,0.00000000,-0.00000000,0.15618433,-0.15618433,0.03404013,-0.03404014
-5.49574787,0.49757264,-0.49757260,0.04541038,-0.04541040,0.09785990,-0.09785982,0.00463301,-0.00463302,0.02463495,-0.02463488,0.22826961,-0.22826975,0.00000000,-0.00000000,0.14905930,-0.14905929,0.03244289,-0.03244290
-5.48974487,0.47880732,-0.47880721,0.04342706,-0.04342708,0.09583297,-0.09583288,0.00437226,-0.00437227,0.02626098,-0.02626090,0.21374129,-0.21374142,0.00000000,-0.00000000,0.14286162,-0.14286159,0.03093279,-0.03093279
-5.48374187,0.46315698,-0.46315680,0.04185843,-0.04185845,0.09455494,-0.09455482,0.00412526,-0.00412526,0.02838694,-0.02838685,0.19994372,-0.19994385,0.00000000,-0.00000000,0.13777449,-0.13777443,0.02954819,-0.02954819
-5.47773887,0.45112201,-0.45112175,0.04076423,-0.04076423,0.09409739,-0.09409724,0.00389790,-0.00389790,0.03102051,-0.03102040,0.18714331,-0.18714343,0.00000000,-0.00000000,0.13396411,-0.13396404,0.02832552,-0.02832552
-5.47173587,0.44315330,-0.44315296,0.04020389,-0.04020390,0.09452168,-0.09452151,0.00369566,-0.00369567,0.03416522,-0.03416510,0.17558959,-0.17558969,0.00000000,-0.00000000,0.13157602,-0.13157592,0.02729835,-0.02729835
-5.46573287,0.43963975,-0.43963934,0.04023544,-0.04023544,0.09587612,-0.09587592,0.00352350,-0.00352350,0.03781909,-0.03781895,0.16551107,-0.16551117,0.00000000,-0.00000000,0.13073202,-0.13073189,0.02649662,-0.02649662
-5.45972986,0.44089784,-0.44089735,0.04091448,-0.04091448,0.09819362,-0.09819340,0.00338570,-0.00338570,0.04197329,-0.04197314,0.15711208,-0.15711216,0.00000000,-0.00000000,0.13152794,-0.13152779,0.02594593,-0.02594592
-5.45372686,0.44716373,-0.44716316,0.04229347,-0.04229347,0.10149001,-0.10148977,0.00328588,-0.00328588,0.04661116,-0.04661099,0.15057053,-0.15057061,0.00000000,-0.00000000,0.13403219,-0.13403201,0.02566697,-0.02566696
-5.44772386,0.45858800,-0.45858736,0.04442112,-0.04442111,0.10576292,-0.10576265,0.00322684,-0.00322684,0.05170725,-0.05170708,0.14603670,-0.14603676,0.00000000,-0.00000000,0.13828501,-0.13828482,0.02567513,-0.02567512
-5.44172086,0.47523315,-0.47523245,0.04734201,-0.04734199,0.11099150,-0.11099121,0.00321059,-0.00321060,0.05722695,-0.05722677,0.14363282,-0.14363287,0.00000000,-0.00000000,0.14429869,-0.14429847,0.02598020,-0.02598018
-5.43571786,0.49707400,-0.49707324,0.05109641,-0.05109639,0.11713689,-0.11713658,0.00323828,-0.00323828,0.06312625,-0.06312606,0.14345353,-0.14345356,0.00000000,-0.00000000,0.15205838,-0.15205815,0.02658623,-0.02658621
-5.42971486,0.52400090,-0.52400008,0.05572027,-0.05572025,0.12414350,-0.12414319,0.00331017,-0.00331017,0.06935208,-0.06935188,0.14556692,-0.14556694,0.00000000,-0.00000000,0.16152391,-0.16152366,0.02749157,-0.02749155
-5.42371186,0.55582573,-0.55582487,0.06124537,-0.06124534,0.13194108,-0.13194075,0.00342566,-0.00342566,0.07584300,-0.07584279,0.15001633,-0.15001633,0.00000000,-0.00000000,0.17263214,-0.17263188,0.02868901,-0.02868898
-5.41770885,0.59229056,-0.59228968,0.06769961,-0.06769957,0.14044746,-0.14044713,0.00358327,-0.00358327,0.08253038,-0.08253018,0.15682240,-0.15682239,0.00000000,-0.00000000,0.18530016,-0.18529989,0.03016606,-0.03016603
-5.41170585,0.63307862,-0.63307772,0.07510751,-0.07510747,0.14957201,-0.14957168,0.00378070,-0.00378070,0.08934001,-0.08933981,0.16598572,-0.16598569,0.00000000,-0.00000000,0.19942905,-0.19942878,0.03190542,-0.03190539
-5.40570285,0.67782726,-0.67782635,0.08349074,-0.08349069,0.15921951,-0.15921918,0.00401483,-0.00401483,0.09619400,-0.09619381,0.17748958,-0.17748954,0.00000000,-0.00000000,0.21490818,-0.21490790,0.03388551,-0.03388547
-5.39969985,0.72614247,-0.72614157,0.09286870,-0.09286864,0.16929438,-0.16929405,0.00428182,-0.00428182,0.10301315,-0.10301297,0.19130295,-0.19130289,0.00000000,-0.00000000,0.23161986,-0.23161959,0.03608110,-0.03608107
-5.39369685,0.77761429,-0.77761340,0.10325918,-0.10325912,0.17970506,-0.17970474,0.00457716,-0.00457716,0.10971939,-0.10971922,0.20738344,-0.20738336,0.00000000,-0.00000000,0.24944427,-0.24944400,0.03846412,-0.03846409
-5.38769385,0.83183253,-0.83183167,0.11467888,-0.11467881,0.19036825,-0.19036796,0.00489577,-0.00489577,0.11623839,-0.11623824,0.22568015,-0.22568005,0.00000000,-0.00000000,0.26826435,-0.26826408,0.04100443,-0.04100440
-5.38169085,0.88840194,-0.88840112,0.12714380,-0.12714372,0.20121285,-0.20121257,0.00523210,-0.00523210,0.12250219,-0.12250206,0.24613628,-0.24613616,0.00000000,-0.00000000,0.28797050,-0.28797025,0.04367070,-0.04367067
-5.37568784,0.94695617,-0.94695539,0.14066937,-0.14066928,0.21218326,-0.21218300,0.00558025,-0.00558025,0.12845155,-0.12845144,0.26869129,-0.26869114,0.00000000,-0.00000000,0.30846488,-0.30846464,0.04643127,-0.04643124
-5.36968484,1.00716949,-1.00716876,0.15527031,-0.15527020,0.22324193,-0.22324170,0.00593411,-0.00593411,0.13403811,-0.13403802,0.29328250,-0.29328232,0.00000000,-0.00000000,0.32966492,-0.32966469,0.04925499,-0.04925496
-5.36368184,1.06876581,-1.06876513,0.17095992,-0.17095980,0.23437090,-0.23437069,0.00628750,-0.00628750,0.13922608,-0.13922601,0.31984594,-0.31984574,0.00000000,-0.00000000,0.35150592,-0.35150570,0.05211207,-0.05211204
-5.35767884,1.13152397,-1.13152335,0.18774905,-0.18774892,0.24557213,-0.24557195,0.00663431,-0.00663430,0.14399333,-0.14399328,0.34831638,-0.34831616,0.00000000,-0.00000000,0.37394245,-0.37394225,0.05497469,-0.05497466
-5.35167584,1.19527910,-1.19527853,0.20564429,-0.20564415,0.25686659,-0.25686643,0.00696863,-0.00696863,0.14833195,-0.14833193,0.37862633,-0.37862608,0.00000000,-0.00000000,0.39694843,-0.39694824,0.05781765,-0.05781763
-5.34567284,1.25991947,-1.25991895,0.22464577,-0.22464560,0.26829203,-0.26829190,0.00728493,-0.00728493,0.15224808,-0.15224808,0.41070402,-0.41070374,0.00000000,-0.00000000,0.42051569,-0.42051551,0.06061879,-0.06061876
