energy_ev,total_up,Pb_p_up,Pb_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.68784392,2.26587341,0.03216498,0.00080009,0.91530711,1.33542039,0.01030962,1.37358147
-5.68184092,2.20633583,0.03133832,0.00078609,0.89785313,1.30025111,0.01066548,1.33917815
-5.67583792,2.14477168,0.03068136,0.00077234,0.87895102,1.26296004,0.01103031,1.30315402
-5.66983492,2.08133833,0.03016300,0.00075888,0.85861320,1.22380877,0.01139018,1.26563014
-5.66383192,2.01629840,0.02975313,0.00074575,0.83690473,1.18311732,0.01173153,1.22679532
-5.65782891,1.94999959,0.02942327,0.00073302,0.81393544,1.14124868,0.01204164,1.18689251
-5.65182591,1.88285177,0.02914721,0.00072079,0.78985070,1.09859234,0.01230893,1.14620375
-5.64582291,1.81530310,0.02890137,0.00070915,0.76482166,1.05554776,0.01252326,1.10503432
-5.63981991,1.74781671,0.02866520,0.00069819,0.73903537,1.01250887,0.01267621,1.06369748
-5.63381691,1.68084928,0.02842136,0.00068801,0.71268565,0.96985009,0.01276127,1.02250036
-5.62781391,1.61483268,0.02815583,0.00067869,0.68596488,0.92791486,0.01277398,0.98173204
-5.62181091,1.55015971,0.02785798,0.00067030,0.65905731,0.88700692,0.01271198,0.94165405
-5.61580790,1.48717417,0.02752043,0.00066289,0.63213406,0.84738477,0.01257504,0.90249397
-5.60980490,1.42616572,0.02713904,0.00065651,0.60534988,0.80925917,0.01236494,0.86444196
-5.60380190,1.36736922,0.02671260,0.00065120,0.57884167,0.77279382,0.01208539,0.82765030
-5.59779890,1.31096802,0.02624268,0.00064700,0.55272877,0.73810852,0.01174177,0.79223559
-5.59179590,1.25710069,0.02573327,0.00064394,0.52711444,0.70528471,0.01134094,0.75828313
-5.58579290,1.20587009,0.02519051,0.00064208,0.50208867,0.67437244,0.01089095,0.72585304
-5.57978989,1.15735389,0.02462227,0.00064147,0.47773158,0.64539846,0.01040069,0.69498731
-5.57378689,1.11161550,0.02403782,0.00064217,0.45411728,0.61837455,0.00987964,0.66571730
-5.56778389,1.06871449,0.02344740,0.00064426,0.43131773,0.59330550,0.00933749,0.63807096
-5.56178089,1.02871555,0.02286180,0.00064782,0.40940637,0.57019637,0.00878387,0.61207934
-5.55577789,0.99169552,0.02229196,0.00065297,0.38846115,0.54905827,0.00822807,0.58778178
-5.54977489,0.95774777,0.02174860,0.00065978,0.36856679,0.52991274,0.00767872,0.56522964
-5.54377189,0.92698395,0.02124179,0.00066836,0.34981617,0.51279415,0.00714368,0.54448827
-5.53776888,0.89953294,0.02078066,0.00067876,0.33231079,0.49775041,0.00662979,0.52563719
-5.53176588,0.87553726,0.02037303,0.00069104,0.31616023,0.48484188,0.00614276,0.50876863
-5.52576288,0.85514735,0.02002525,0.00070522,0.30148075,0.47413873,0.00568714,0.49398453
-5.51975988,0.83851407,0.01974197,0.00072125,0.28839312,0.46571707,0.00526624,0.48139233
-5.51375688,0.82578031,0.01952607,0.00073905,0.27701981,0.45965415,0.00488216,0.47109990
-5.50775388,0.81707204,0.01937870,0.00075848,0.26748167,0.45602294,0.00453588,0.46320990
-5.50175088,0.81248960,0.01929929,0.00077934,0.25989443,0.45488667,0.00422731,0.45781406
-5.49574787,0.81209984,0.01928587,0.00080135,0.25436500,0.45629336,0.00395541,0.45498759
-5.48974487,0.81592942,0.01933533,0.00082421,0.25098783,0.46027091,0.00371840,0.45478412
-5.48374187,0.82395982,0.01944384,0.00084752,0.24984153,0.46682291,0.00351385,0.45723141
-5.47773887,0.83612425,0.01960744,0.00087090,0.25098579,0.47592526,0.00333888,0.46232793
-5.47173587,0.85230664,0.01982262,0.00089389,0.25445879,0.48752395,0.00319037,0.47004060
-5.46573287,0.87234262,0.02008707,0.00091604,0.26027523,0.50153379,0.00306512,0.48030355
-5.45972986,0.89602266,0.02040046,0.00093691,0.26842497,0.51783834,0.00296002,0.49301816
-5.45372686,0.92309691,0.02076528,0.00095608,0.27887246,0.53629087,0.00287225,0.50805409
-5.44772386,0.95328188,0.02118770,0.00097317,0.29155704,0.55671642,0.00279944,0.52525154
-5.44172086,0.98626846,0.02167846,0.00098787,0.30639407,0.57891482,0.00273980,0.54442436
-5.43571786,1.02173122,0.02225372,0.00099994,0.32327702,0.60266455,0.00269228,0.56536426
-5.42971486,1.05933861,0.02293581,0.00100923,0.34208053,0.62772752,0.00265672,0.58784572
-5.42371186,1.09876391,0.02375400,0.00101570,0.36266435,0.65385455,0.00263388,0.61163176
-5.41770885,1.13969653,0.02474499,0.00101941,0.38487819,0.68079146,0.00262560,0.63648022
-5.41170585,1.18185354,0.02595340,0.00102055,0.40856732,0.70828574,0.00263484,0.66215065
-5.40570285,1.22499092,0.02743190,0.00101941,0.43357874,0.73609356,0.00266572,0.68841146
-5.39969985,1.26891431,0.02924120,0.00101641,0.45976778,0.76398693,0.00272355,0.71504717
-5.39369685,1.31348870,0.03144967,0.00101208,0.48700469,0.79176091,0.00281485,0.74186560
-5.38769385,1.35864671,0.03413272,0.00100703,0.51518101,0.81924038,0.00294729,0.76870461
-5.38169085,1.40439476,0.03737170,0.00100196,0.54421524,0.84628625,0.00312964,0.79543802
-5.37568784,1.45081672,0.04125252,0.00099764,0.57405741,0.87280055,0.00337170,0.82198050
-5.36968484,1.49807424,0.04586375,0.00099491,0.60469214,0.89873027,0.00368412,0.84829089
-5.36368184,1.54640349,0.05129440,0.00099459,0.63613980,0.92406922,0.00407827,0.87437361
-5.35767884,1.59610752,0.05763120,0.00099754,0.66845529,0.94885798,0.00456598,0.90027792
-5.35167584,1.64754420,0.06495563,0.00100460,0.70172448,0.97318128,0.00515928,0.92609464
-5.34567284,1.70110950,0.07334051,0.00101654,0.73605786,0.99716288,0.00587009,0.95195026
-5.33966983,1.75721617,0.08284651,0.00103407,0.77158162,1.02095784,0.00670981,0.97799842
-5.33366683,1.81626842,0.09351841,0.00105779,0.80842637,1.04474219,0.00768894,1.00440877
-5.32766383,1.87863316,0.10538151,0.00108818,0.84671370,1.06870042,0.00881659,1.03135378
-5.32166083,1.94460896,0.11843821,0.00112556,0.88654132,1.09301112,0.01010000,1.05899364
-5.31565783,2.01439408,0.13266491,0.00117008,0.92796740,1.11783145,0.01154404,1.08746023
-5.30965483,2.08805511,0.14800950,0.00122169,0.97099489,1.14328116,0.01315071,1.11684075
-5.30365183,2.16549798,0.16438965,0.00128012,1.01555687,1.16942702,0.01491865,1.14716193
-5.29764882,2.24644330,0.18169191,0.00134491,1.06150380,1.19626865,0.01684272,1.17837584
-5.29164582,2.33040762,0.19977196,0.00141534,1.10859359,1.22372657,0.01891366,1.21034827
-5.28564282,2.41669244,0.21845598,0.00149050,1.15648540,1.25163339,0.02111778,1.24285038
-5.27963982,2.50438224,0.23754323,0.00156926,1.20473782,1.27972894,0.02343688,1.27555462
-5.27363682,2.59235248,0.25680991,0.00165029,1.25281188,1.30765987,0.02584824,1.30803539
-5.26763382,2.67928802,0.27601413,0.00173213,1.30007928,1.33498401,0.02832479,1.33977467
-5.26163082,2.76371199,0.29490191,0.00181317,1.34583556,1.36117969,0.03083548,1.37017294
-5.25562781,2.84402425,0.31321398,0.00189173,1.38931809,1.38565986,0.03334579,1.39856490
-5.24962481,2.91854836,0.33069322,0.00196608,1.42972812,1.40779032,0.03581843,1.42423970
-5.24362181,2.98558509,0.34709229,0.00203454,1.46625605,1.42691164,0.03821425,1.44646469
-5.23761881,3.04347037,0.36218120,0.00209547,1.49810886,1.44236351,0.04049320,1.46451188
-5.23161581,3.09063500,0.37575446,0.00214738,1.52453826,1.45351065,0.04261544,1.47768568
-5.22561281,3.12566328,0.38763747,0.00218893,1.54486842,1.45976880,0.04454254,1.48535079
-5.21960980,3.14734789,0.39769180,0.00221902,1.55852180,1.46062964,0.04623867,1.48695878
-5.21360680,3.15473823,0.40581920,0.00223681,1.56504176,1.45568334,0.04767173,1.48207201
-5.20760380,3.14717979,0.41196397,0.00224177,1.56411101,1.44463762,0.04881448,1.47038384
-5.20160080,3.12434278,0.41611377,0.00223367,1.55556469,1.42733236,0.04964546,1.45173387
-5.19559780,3.08623839,0.41829869,0.00221262,1.53939776,1.40374899,0.05014978,1.42611778
-5.18959480,3.03322207,0.41858874,0.00217904,1.51576619,1.37401426,0.05031966,1.39369093
-5.18359180,2.96598372,0.41708985,0.00213367,1.48498198,1.33839827,0.05015478,1.35476589
-5.17758879,2.88552529,0.41393868,0.00207756,1.44750241,1.29730683,0.04966229,1.30980385
-5.17158579,2.79312706,0.40929641,0.00201199,1.40391410,1.25126862,0.04885665,1.25940043
-5.16558279,2.69030432,0.40334199,0.00193846,1.35491268,1.20091794,0.04775913,1.20426668
-5.15957979,2.57875657,0.39626512,0.00185865,1.30127929,1.14697372,0.04639711,1.14520616
-5.15357679,2.46031168,0.38825924,0.00177431,1.24385494,1.09021606,0.04480315,1.08308918
-5.14757379,2.33686768,0.37951503,0.00168729,1.18351403,1.03146132,0.04301394,1.01882551
-5.14157079,2.21033461,0.37021457,0.00159938,1.12113824,0.97153682,0.04106906,0.95333664
-5.13556778,2.08257898,0.36052642,0.00151236,1.05759187,0.91125642,0.03900972,0.88752890
-5.12956478,1.95537292,0.35060180,0.00142785,0.99369963,0.85139781,0.03687748,0.82226840
-5.12356178,1.83034986,0.34057194,0.00134734,0.93022763,0.79268241,0.03471298,0.75835880
-5.11755878,1.70896812,0.33054662,0.00127213,0.86786814,0.73575856,0.03255482,0.69652256
-5.11155578,1.59248324,0.32061386,0.00120325,0.80722847,0.68118845,0.03043845,0.63738629
-5.10555278,1.48192962,0.31084065,0.00114153,0.74882403,0.62943907,0.02839538,0.58147035
-5.09954977,1.37811141,0.30127462,0.00108750,0.69307546,0.58087711,0.02645245,0.52918296
-5.09354677,1.28160216,0.29194635,0.00104147,0.64030965,0.53576797,0.02463138,0.48081856
-5.08754377,1.19275272,0.28287230,0.00100345,0.59076404,0.49427823,0.02294852,0.43656014
-5.08154077,1.11170614,0.27405809,0.00097324,0.54459383,0.45648153,0.02141478,0.39648529
-5.07553777,1.03841860,0.26550194,0.00095042,0.50188136,0.42236706,0.02003580,0.36057510
-5.06953477,0.97268492,0.25719808,0.00093439,0.46264714,0.39185038,0.01881228,0.32872565
-5.06353177,0.91416732,0.24914016,0.00092438,0.42686182,0.36478565,0.01774048,0.30076113
-5.05752876,0.86242620,0.24132432,0.00091953,0.39445856,0.34097902,0.01681280,0.27644821
-5.05152576,0.81695153,0.23375203,0.00091890,0.36534522,0.32020234,0.01601853,0.25551080
-5.04552276,0.77719373,0.22643245,0.00092154,0.33941589,0.30220676,0.01534463,0.23764481
-5.03951976,0.74259297,0.21938443,0.00092650,0.31656146,0.28673578,0.01477646,0.22253222
-5.03351676,0.71260604,0.21263800,0.00093287,0.29667876,0.27353726,0.01429866,0.20985416
-5.02751376,0.68672984,0.20623534,0.00093986,0.27967810,0.26237402,0.01389583,0.19930258
-5.02151076,0.66452114,0.20023123,0.00094679,0.26548904,0.25303289,0.01355331,0.19059016
-5.01550775,0.64561191,0.19469283,0.00095310,0.25406420,0.24533182,0.01325774,0.18345842
-5.00950475,0.62972005,0.18969900,0.00095842,0.24538112,0.23912505,0.01299762,0.17768374
-5.00350175,0.61665538,0.18533886,0.00096254,0.23944210,0.23430620,0.01276372,0.17308145
-4.99749875,0.60632077,0.18170980,0.00096542,0.23627207,0.23080936,0.01254937,0.16950782
-4.99149575,0.59870870,0.17891481,0.00096718,0.23591469,0.22860809,0.01235067,0.16686014
-4.98549275,0.59389350,0.17705923,0.00096811,0.23842664,0.22771264,0.01216651,0.16507515
-4.97948974,0.59201957,0.17624693,0.00096862,0.24387043,0.22816545,0.01199859,0.16412572
-4.97348674,0.59328642,0.17657606,0.00096924,0.25230609,0.23003523,0.01185122,0.16401639
-4.96748374,0.59793093,0.17813443,0.00097056,0.26378179,0.23340982,0.01173111,0.16477769
-4.96148074,0.60620779,0.18099471,0.00097323,0.27832411,0.23838827,0.01164705,0.16645977
-4.95547774,0.61836882,0.18520966,0.00097790,0.29592807,0.24507234,0.01160952,0.16912549
-4.94947474,0.63464225,0.19080755,0.00098518,0.31654765,0.25355791,0.01163031,0.17284339
-4.94347174,0.65521267,0.19778808,0.00099563,0.34008716,0.26392661,0.01172200,0.17768068
-4.93746873,0.68020267,0.20611890,0.00100972,0.36639395,0.27623797,0.01189752,0.18369663
-4.93146573,0.70965685,0.21573320,0.00102776,0.39525300,0.29052249,0.01216967,0.19093661
-4.92546273,0.74352905,0.22652825,0.00104996,0.42638374,0.30677592,0.01255058,0.19942687
-4.91945973,0.78167326,0.23836537,0.00107634,0.45943946,0.32495487,0.01305134,0.20917039
-4.91345673,0.82383864,0.25107126,0.00110676,0.49400960,0.34497406,0.01368144,0.22014375
-4.90745373,0.86966891,0.26444074,0.00114090,0.52962500,0.36670522,0.01444847,0.23229523
-4.90145073,0.91870608,0.27824101,0.00117830,0.56576595,0.38997771,0.01535765,0.24554410
-4.89544772,0.97039832,0.29221719,0.00121833,0.60187320,0.41458068,0.01641157,0.25978103
-4.88944472,1.02411175,0.30609902,0.00126024,0.63736115,0.44026692,0.01760990,0.27486968
-4.88344172,1.07914535,0.31960853,0.00130316,0.67163314,0.46675791,0.01894917,0.29064917
-4.87743872,1.13474862,0.33246829,0.00134616,0.70409798,0.49375002,0.02042262,0.30693749
-4.87143572,1.19014099,0.34440995,0.00138826,0.73418720,0.52092157,0.02202017,0.32353561
-4.86543272,1.24453227,0.35518270,0.00142849,0.76137211,0.54794049,0.02372839,0.34023201
-4.85942971,1.29714334,0.36456123,0.00146589,0.78518012,0.57447212,0.02553063,0.35680769
-4.85342671,1.34722621,0.37235298,0.00149957,0.80520933,0.60018718,0.02740724,0.37304126
-4.84742371,1.39408284,0.37840413,0.00152872,0.82114097,0.62476936,0.02933583,0.38871413
-4.84142071,1.43708209,0.38260432,0.00155264,0.83274896,0.64792256,0.03129172,0.40361546
-4.83541771,1.47567427,0.38488982,0.00157080,0.83990630,0.66937750,0.03324838,0.41754703
-4.82941471,1.50940321,0.38524496,0.00158279,0.84258801,0.68889752,0.03517808,0.43032757
-4.82341171,1.53791543,0.38370206,0.00158838,0.84087049,0.70628368,0.03705252,0.44179679
-4.81740870,1.56096652,0.38033969,0.00158752,0.83492756,0.72137897,0.03884357,0.45181887
-4.81140570,1.57842485,0.37527954,0.00158033,0.82502336,0.73407166,0.04052402,0.46028526
-4.80540270,1.59027268,0.36868214,0.00156707,0.81150246,0.74429778,0.04206838,0.46711708
-4.79939970,1.59660493,0.36074163,0.00154819,0.79477794,0.75204279,0.04345367,0.47226661
-4.79339670,1.59762592,0.35167991,0.00152426,0.77531777,0.75734238,0.04466005,0.47571831
-4.78739370,1.59364415,0.34174043,0.00149598,0.75363030,0.76028240,0.04567157,0.47748893
-4.78139070,1.58506547,0.33118197,0.00146418,0.73024944,0.76099792,0.04647660,0.47762699
-4.77538769,1.57238472,0.32027253,0.00142973,0.70572003,0.75967136,0.04706828,0.47621139
-4.76938469,1.55617584,0.30928360,0.00139359,0.68058397,0.75652965,0.04744472,0.47334929
-4.76338169,1.53708068,0.29848489,0.00135676,0.65536756,0.75184024,0.04760908,0.46917325
-4.75737869,1.51579634,0.28813965,0.00132024,0.63057011,0.74590611,0.04756939,0.46383755
-4.75137569,1.49306122,0.27850046,0.00128502,0.60665437,0.73905957,0.04733829,0.45751393
-4.74537269,1.46963965,0.26980559,0.00125206,0.58403843,0.73165497,0.04693252,0.45038677
-4.73936968,1.44630531,0.26227564,0.00122228,0.56308949,0.72406028,0.04637229,0.44264779
-4.73336668,1.42382356,0.25611059,0.00119649,0.54411911,0.71664779,0.04568055,0.43449058
-4.72736368,1.40293302,0.25148697,0.00117544,0.52738001,0.70978397,0.04488209,0.42610501
-4.72136068,1.38432668,0.24855507,0.00115973,0.51306416,0.70381893,0.04400272,0.41767186
-4.71535768,1.36863318,0.24743621,0.00114987,0.50130215,0.69907570,0.04306833,0.40935789
-4.70935468,1.35639878,0.24821995,0.00114619,0.49216359,0.69583975,0.04210409,0.40131147
-4.70335168,1.34807084,0.25096135,0.00114890,0.48565855,0.69434922,0.04113361,0.39365913
-4.69734867,1.34398334,0.25567831,0.00115803,0.48173993,0.69478624,0.04017833,0.38650316
-4.69134567,1.34434549,0.26234916,0.00117346,0.48030677,0.69726993,0.03925701,0.37992034
-4.68534267,1.34923386,0.27091071,0.00119491,0.48120844,0.70185126,0.03838535,0.37396193
-4.67933967,1.35858869,0.28125694,0.00122192,0.48424987,0.70851031,0.03757580,0.36865494
-4.67333667,1.37221494,0.29323858,0.00125394,0.48919759,0.71715609,0.03683760,0.36400456
-4.66733367,1.38978815,0.30666380,0.00129025,0.49578680,0.72762897,0.03617685,0.35999765
-4.66133067,1.41086513,0.32130027,0.00133004,0.50372927,0.73970592,0.03559683,0.35660699
-4.65532766,1.43489937,0.33687859,0.00137241,0.51272195,0.75310812,0.03509840,0.35379623
-4.64932466,1.46126045,0.35309729,0.00141640,0.52245625,0.76751102,0.03468041,0.35152494
-4.64332166,1.48925691,0.36962931,0.00146106,0.53262758,0.78255602,0.03434023,0.34975369
-4.63731866,1.51816137,0.38612988,0.00150539,0.54294498,0.79786370,0.03407424,0.34844868
-4.63131566,1.54723708,0.40224553,0.00154848,0.55314043,0.81304758,0.03387828,0.34758561
-4.62531266,1.57576438,0.41762405,0.00158945,0.56297742,0.82772807,0.03374804,0.34715265
-4.61930965,1.60306594,0.43192485,0.00162753,0.57225854,0.84154575,0.03367935,0.34715210
-4.61330665,1.62852961,0.44482940,0.00166210,0.58083143,0.85417347,0.03366836,0.34760077
-4.60730365,1.65162761,0.45605122,0.00169263,0.58859302,0.86532663,0.03371163,0.34852898
-4.60130065,1.67193126,0.46534502,0.00171879,0.59549161,0.87477110,0.03380605,0.34997820
-4.59529765,1.68912052,0.47251435,0.00174039,0.60152662,0.88232866,0.03394872,0.35199743
-4.58929465,1.70298791,0.47741757,0.00175741,0.60674595,0.88787946,0.03413669,0.35463868
-4.58329165,1.71343675,0.47997172,0.00176998,0.61124097,0.89136174,0.03436667,0.35795163
-4.57728864,1.72047402,0.48015411,0.00177839,0.61513932,0.89276873,0.03463472,0.36197788
-4.57128564,1.72419821,0.47800142,0.00178301,0.61859576,0.89214319,0.03493592,0.36674527
-4.56528264,1.72478316,0.47360665,0.00178436,0.62178153,0.88956986,0.03526406,0.37226236
-4.55927964,1.72245892,0.46711372,0.00178297,0.62487276,0.88516643,0.03561145,0.37851368
-4.55327664,1.71749069,0.45871030,0.00177942,0.62803840,0.87907360,0.03596879,0.38545588
-4.54727364,1.71015727,0.44861911,0.00177430,0.63142840,0.87144492,0.03632510,0.39301515
-4.54127064,1.70073036,0.43708820,0.00176814,0.63516279,0.86243691,0.03666783,0.40108606
-4.53526763,1.68945574,0.42438073,0.00176140,0.63932215,0.85220017,0.03698312,0.40953184
-4.52926463,1.67653761,0.41076473,0.00175446,0.64394014,0.84087196,0.03725601,0.41818625
-4.52326163,1.66212681,0.39650343,0.00174756,0.64899850,0.82857053,0.03747098,0.42685700
-4.51725863,1.64631361,0.38184655,0.00174082,0.65442481,0.81539159,0.03761236,0.43533036
-4.51125563,1.62912530,0.36702290,0.00173421,0.66009318,0.80140696,0.03766490,0.44337704
-4.50525263,1.61052857,0.35223474,0.00172758,0.66582798,0.78666533,0.03761436,0.45075891
-4.49924962,1.59043645,0.33765380,0.00172063,0.67141030,0.77119504,0.03744805,0.45723631
-4.49324662,1.56871916,0.32341933,0.00171294,0.67658696,0.75500849,0.03715531,0.46257561
-4.48724362,1.54521810,0.30963786,0.00170401,0.68108156,0.73810781,0.03672802,0.46655672
-4.48124062,1.51976194,0.29638461,0.00169326,0.68460698,0.72049136,0.03616091,0.46898027
-4.47523762,1.49218386,0.28370641,0.00168008,0.68687870,0.70216045,0.03545182,0.46967403
-4.46923462,1.46233866,0.27162556,0.00166386,0.68762827,0.68312589,0.03460181,0.46849855
-4.46323162,1.43011876,0.26014458,0.00164400,0.68661614,0.66341379,0.03361516,0.46535154
-4.45722861,1.39546812,0.24925114,0.00161997,0.68364324,0.64307028,0.03249925,0.46017112
-4.45122561,1.35839312,0.23892319,0.00159133,0.67856070,0.62216479,0.03126432,0.45293759
-4.44522261,1.31896993,0.22913357,0.00155774,0.67127714,0.60079159,0.02992312,0.44367391
-4.43921961,1.27734787,0.21985418,0.00151899,0.66176331,0.57906962,0.02849048,0.43244478
-4.43321661,1.23374865,0.21105917,0.00147502,0.65005376,0.55714052,0.02698288,0.41935437
-4.42721361,1.18846160,0.20272734,0.00142592,0.63624548,0.53516498,0.02541787,0.40454301
-4.42121061,1.14183509,0.19484340,0.00137191,0.62049376,0.51331766,0.02381359,0.38818277
-4.41520760,1.09426491,0.18739829,0.00131335,0.60300541,0.49178099,0.02218825,0.37047225
-4.40920460,1.04618007,0.18038864,0.00125074,0.58402981,0.47073815,0.02055964,0.35163087
-4.40320160,0.99802690,0.17381539,0.00118468,0.56384826,0.45036575,0.01894467,0.33189260
-4.39719860,0.95025244,0.16768190,0.00111586,0.54276222,0.43082650,0.01735907,0.31149974
-4.39119560,0.90328786,0.16199168,0.00104502,0.52108118,0.41226241,0.01581699,0.29069665
-4.38519260,0.85753284,0.15674599,0.00097294,0.49911053,0.39478873,0.01433084,0.26972380
-4.37918959,0.81334169,0.15194152,0.00090043,0.47714029,0.37848917,0.01291113,0.24881230
-4.37318659,0.77101183,0.14756838,0.00082826,0.45543507,0.36341243,0.01156634,0.22817897
-4.36718359,0.73077512,0.14360849,0.00075719,0.43422574,0.34957037,0.01030299,0.20802225
-4.36118059,0.69279250,0.14003459,0.00068790,0.41370310,0.33693786,0.00912561,0.18851889
-4.35517759,0.65715184,0.13680984,0.00062101,0.39401384,0.32545417,0.00803691,0.16982146
-4.34917459,0.62386919,0.13388814,0.00055706,0.37525873,0.31502609,0.00703787,0.15205685
-4.34317159,0.59289311,0.13121508,0.00049650,0.35749311,0.30553229,0.00612797,0.13532555
-4.33716858,0.56411176,0.12872948,0.00043966,0.34072943,0.29682893,0.00530536,0.11970186
-4.33116558,0.53736225,0.12636538,0.00038680,0.32494159,0.28875604,0.00456705,0.10523469
-4.32516258,0.51244170,0.12405446,0.00033808,0.31007075,0.28114452,0.00390918,0.09194917
-4.31915958,0.48911937,0.12172862,0.00029357,0.29603224,0.27382326,0.00332720,0.07984872
-4.31315658,0.46714931,0.11932259,0.00025324,0.28272304,0.26662615,0.00281605,0.06891752
-4.30715358,0.44628275,0.11677654,0.00021702,0.27002959,0.25939868,0.00237039,0.05912338
