energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.66983492,3.28371477,0.09409233,0.00101786,0.02546337,2.30665293,0.94859649,1.34367455
-5.66383192,3.20867562,0.09043984,0.00099342,0.02462576,2.25848178,0.93460562,1.32005842
-5.65782891,3.12751266,0.08652408,0.00096538,0.02386715,2.20629707,0.92038662,1.29480301
-5.65182591,3.04182162,0.08239655,0.00093441,0.02320617,2.15115242,0.90653783,1.26844898
-5.64582291,2.95331505,0.07811495,0.00090122,0.02266189,2.09416996,0.89368943,1.24155785
-5.63981991,2.86375491,0.07374112,0.00086658,0.02225340,2.03649413,0.88248113,1.21468701
-5.63381691,2.77488382,0.06933894,0.00083126,0.02199923,1.97924505,0.87353866,1.18836485
-5.62781391,2.68835857,0.06497214,0.00079605,0.02191673,1.92347392,0.86745035,1.16306757
-5.62181091,2.60568905,0.06070225,0.00076166,0.02202145,1.87012263,0.86474471,1.13919870
-5.61580790,2.52818550,0.05658677,0.00072877,0.02232647,1.81998959,0.86587007,1.11707267
-5.60980490,2.45691645,0.05267749,0.00069799,0.02284187,1.77370338,0.87117714,1.09690308
-5.60380190,2.39267901,0.04901919,0.00066982,0.02357413,1.73170525,0.88090540,1.07879630
-5.59779890,2.33598252,0.04564866,0.00064467,0.02452574,1.69424116,0.89517369,1.06275069
-5.59179590,2.28704581,0.04259409,0.00062284,0.02569483,1.66136327,0.91397558,1.04866125
-5.58579290,2.24580763,0.03987480,0.00060451,0.02707503,1.63294060,0.93717964,1.03632949
-5.57978989,2.21194910,0.03750137,0.00058976,0.02865541,1.60867773,0.96453444,1.02547766
-5.57378689,2.18492656,0.03547603,0.00057857,0.03042064,1.58814050,0.99567820,1.01576675
-5.56778389,2.16401267,0.03379346,0.00057081,0.03235129,1.57078681,1.03015241,1.00681687
-5.56178089,2.14834342,0.03244166,0.00056628,0.03442428,1.55600106,1.06741893,0.99822929
-5.55577789,2.13696845,0.03140314,0.00056472,0.03661353,1.54313006,1.10687954,0.98960862
-5.54977489,2.12890222,0.03065622,0.00056580,0.03889066,1.53151889,1.14789731,0.98058428
-5.54377189,2.12317345,0.03017632,0.00056917,0.04122587,1.52054468,1.18981839,0.97083013
-5.53776888,2.11887084,0.02993738,0.00057446,0.04358879,1.50964716,1.23199366,0.96008144
-5.53176588,2.11518306,0.02991319,0.00058129,0.04594939,1.49835449,1.27379888,0.94814847
-5.52576288,2.11143167,0.03007862,0.00058931,0.04827890,1.48630362,1.31465269,0.93492638
-5.51975988,2.10709597,0.03041077,0.00059819,0.05055062,1.47325450,1.35403158,0.92040096
-5.51375688,2.10182920,0.03088996,0.00060761,0.05274064,1.45909814,1.39148134,0.90465042
-5.50775388,2.09546609,0.03150053,0.00061733,0.05482841,1.44385829,1.42662455,0.88784323
-5.50175088,2.08802200,0.03223146,0.00062715,0.05679723,1.42768746,1.45916401,0.87023243
-5.49574787,2.07968447,0.03307672,0.00063690,0.05863445,1.41085768,1.48888218,0.85214689
-5.48974487,2.07079801,0.03403549,0.00064648,0.06033157,1.39374691,1.51563700,0.83398001
-5.48374187,2.06184344,0.03511213,0.00065584,0.06188411,1.37682198,1.53935451,0.81617652
-5.47773887,2.05341304,0.03631589,0.00066498,0.06329138,1.36061905,1.56001909,0.79921802
-5.47173587,2.04618286,0.03766053,0.00067394,0.06455604,1.34572254,1.57766206,0.78360776
-5.46573287,2.04088348,0.03916366,0.00068279,0.06568358,1.33274347,1.59234951,0.76985532
-5.45972986,2.03827042,0.04084600,0.00069164,0.06668172,1.32229789,1.60417024,0.75846153
-5.45372686,2.03909525,0.04273045,0.00070063,0.06755978,1.31498629,1.61322456,0.74990407
-5.44772386,2.04407812,0.04484109,0.00070991,0.06832799,1.31137411,1.61961470,0.74462406
-5.44172086,2.05388252,0.04720207,0.00071963,0.06899692,1.31197420,1.62343732,0.74301365
-5.43571786,2.06909247,0.04983655,0.00072998,0.06957689,1.31723093,1.62477835,0.74540504
-5.42971486,2.09019243,0.05276550,0.00074111,0.07007747,1.32750639,1.62371029,0.75206065
-5.42371186,2.11755016,0.05600666,0.00075318,0.07050714,1.34306859,1.62029198,0.76316478
-5.41770885,2.15140217,0.05957350,0.00076635,0.07087301,1.36408147,1.61457027,0.77881657
-5.41170585,2.19184215,0.06347438,0.00078074,0.07118062,1.39059691,1.60658339,0.79902444
-5.40570285,2.23881194,0.06771182,0.00079646,0.07143396,1.42254856,1.59636532,0.82370203
-5.39969985,2.29209532,0.07228199,0.00081358,0.07163543,1.45974753,1.58395059,0.85266574
-5.39369685,2.35131471,0.07717451,0.00083214,0.07178605,1.50188018,1.56937892,0.88563415
-5.38769385,2.41593095,0.08237246,0.00085214,0.07188565,1.54850816,1.55269930,0.92222937
-5.38169085,2.48524662,0.08785276,0.00087353,0.07193314,1.59907094,1.53397290,0.96198066
-5.37568784,2.55841321,0.09358688,0.00089621,0.07192686,1.65289128,1.51327479,1.00433054
-5.36968484,2.63444273,0.09954188,0.00092003,0.07186489,1.70918398,1.49069433,1.04864350
-5.36368184,2.71222411,0.10568170,0.00094478,0.07174551,1.76706812,1.46633428,1.09421762
-5.35767884,2.79054471,0.11196882,0.00097021,0.07156756,1.82558323,1.44030886,1.14029898
-5.35167584,2.86811709,0.11836609,0.00099599,0.07133084,1.88370931,1.41274133,1.18609882
-5.34567284,2.94361083,0.12483867,0.00102177,0.07103652,1.94039068,1.38376122,1.23081326
-5.33966983,3.01568901,0.13135606,0.00104716,0.07068753,1.99456329,1.35350187,1.27364512
-5.33366683,3.08304843,0.13789398,0.00107172,0.07028889,2.04518492,1.32209869,1.31382723
-5.32766383,3.14446245,0.14443615,0.00109502,0.06984798,2.09126743,1.28968835,1.35064659
-5.32166083,3.19882487,0.15097561,0.00111662,0.06937484,2.13190984,1.25640932,1.38346836
-5.31565783,3.24519298,0.15751567,0.00113611,0.06888224,2.16633110,1.22240373,1.41175883
-5.30965483,3.28282792,0.16407023,0.00115312,0.06838578,2.19390108,1.18782052,1.43510630
-5.30365183,3.31123020,0.17066350,0.00116732,0.06790382,2.21416822,1.15281971,1.45323883
-5.29764882,3.33016835,0.17732894,0.00117848,0.06745728,2.22688246,1.11757747,1.46603797
-5.29164582,3.33969899,0.18410750,0.00118643,0.06706931,2.23201223,1.08229158,1.47354771
-5.28564282,3.34017691,0.19104509,0.00119113,0.06676488,2.22975429,1.04718677,1.47597802
-5.27963982,3.33225415,0.19818949,0.00119263,0.06657017,2.22053577,1.01251954,1.47370255
-5.27363682,3.31686765,0.20558673,0.00119112,0.06651192,2.20500802,0.97858199,1.46725063
-5.26763382,3.29521586,0.21327703,0.00118688,0.06661669,2.18403232,0.94570435,1.45729354
-5.26163082,3.26872491,0.22129077,0.00118032,0.06691002,2.15865795,0.91425581,1.44462580
-5.25562781,3.23900609,0.22964439,0.00117194,0.06741569,2.13009341,0.88464372,1.43014200
-5.24962481,3.20780622,0.23833676,0.00116232,0.06815492,2.09967225,0.85731096,1.41481036
-5.24362181,3.17695369,0.24734607,0.00115212,0.06914569,2.06881482,0.83273169,1.39964413
-5.23761881,3.14830229,0.25662761,0.00114203,0.07040216,2.03898780,0.81140569,1.38567194
-5.23161581,3.12367596,0.26611253,0.00113278,0.07193429,2.01166327,0.79385151,1.37390862
-5.22561281,3.10481666,0.27570777,0.00112509,0.07374753,1.98827921,0.78059878,1.36532749
-5.21960980,3.09333781,0.28529733,0.00111965,0.07584282,1.97020281,0.77218011,1.36083527
-5.21360680,3.09068525,0.29474469,0.00111711,0.07821664,1.95869834,0.76912265,1.36125061
-5.20760380,3.09810690,0.30389654,0.00111804,0.08086136,1.95490033,0.77193988,1.36728671
-5.20160080,3.11663203,0.31258756,0.00112293,0.08376561,1.95979297,0.78112344,1.37953863
-5.19559780,3.14706014,0.32064604,0.00113219,0.08691483,1.97419595,0.79713541,1.39847524
-5.18959480,3.18995901,0.32790017,0.00114609,0.09029183,1.99875659,0.82040083,1.42443575
-5.18359180,3.24567091,0.33418451,0.00116481,0.09387737,2.03394795,0.85130049,1.45763041
-5.17758879,3.31432536,0.33934653,0.00118840,0.09765066,2.08007192,0.89016368,1.49814470
-5.17158579,3.39585672,0.34325269,0.00121683,0.10158981,2.13726641,0.93726105,1.54594647
-5.16558279,3.49002457,0.34579384,0.00124992,0.10567207,2.20551543,0.99279700,1.60089485
-5.15957979,3.59643497,0.34688962,0.00128741,0.10987398,2.28466077,1.05690180,1.66275048
-5.15357679,3.71456059,0.34649166,0.00132896,0.11417127,2.37441412,1.12962311,1.73118593
-5.14757379,3.84375829,0.34458534,0.00137415,0.11853865,2.47436862,1.21091713,1.80579566
-5.14157079,3.98328284,0.34119020,0.00142247,0.12294943,2.58400873,1.30063926,1.88610499
-5.13556778,4.13229607,0.33635880,0.00147338,0.12737502,2.70271805,1.39853472,1.97157766
-5.12956478,4.28987116,0.33017428,0.00152630,0.13178439,2.82978457,1.50422932,2.06162155
-5.12356178,4.45499236,0.32274671,0.00158059,0.13614357,2.96440333,1.61722098,2.15559281
-5.11755878,4.62655081,0.31420846,0.00163561,0.14041515,3.10567678,1.73687249,2.25279824
-5.11155578,4.80333761,0.30470891,0.00169071,0.14455805,3.25261324,1.86240620,2.35249642
-5.10555278,4.98403544,0.29440870,0.00174522,0.14852736,3.40412442,1.99290128,2.45389797
-5.09954977,5.16721059,0.28347395,0.00179847,0.15227457,3.55902270,2.12729424,2.55616543
-5.09354677,5.35130693,0.27207066,0.00184982,0.15574799,3.71601934,2.26438340,2.65841343
-5.08754377,5.53464364,0.26035962,0.00189863,0.15889359,3.87372483,2.40283777,2.75970975
-5.08154077,5.71541839,0.24849192,0.00194428,0.16165606,4.03065226,2.54121085,2.85907797
-5.07553777,5.89171719,0.23660545,0.00198618,0.16398020,4.18522498,2.67795959,2.95550214
-5.06953477,6.06153221,0.22482235,0.00202379,0.16581254,4.33578932,2.81146858,3.04793419
-5.06353177,6.22278804,0.21324737,0.00205660,0.16710318,4.48063303,2.94007937,3.13530420
-5.05752876,6.37337689,0.20196741,0.00208416,0.16780761,4.61800998,3.06212443,3.21653408
-5.05152576,6.51120231,0.19105189,0.00210609,0.16788867,4.74617111,3.17596525,3.29055445
-5.04552276,6.63423082,0.18055396,0.00212205,0.16731833,4.86340143,3.28003365,3.35632488
-5.03951976,6.74055017,0.17051242,0.00213184,0.16607932,4.96806250,3.37287509,3.41285690
-5.03351676,6.82843248,0.16095406,0.00213531,0.16416651,5.05863926,3.45319280,3.45923962
-5.02751376,6.89640012,0.15189640,0.00213244,0.16158793,5.13378978,3.51989107,3.49466683
-5.02151076,6.94329170,0.14335049,0.00212332,0.15836534,5.19239636,3.57211625,3.51846502
-5.01550775,6.96832524,0.13532369,0.00210817,0.15453444,5.23361552,3.60929344,3.53012096
-5.00950475,6.97115544,0.12782216,0.00208736,0.15014452,5.25692491,3.63115753,3.52930777
-5.00350175,6.95192188,0.12085314,0.00206138,0.14525772,5.26216430,3.63777657,3.51590797
-4.99749875,6.91128492,0.11442660,0.00203088,0.13994776,5.24956844,3.62956627,3.49003238
-4.99149575,6.85044652,0.10855653,0.00199664,0.13429830,5.21978909,3.60729417,3.45203328
-4.98549275,6.77115344,0.10326150,0.00195958,0.12840093,5.17390433,3.57207264,3.40251082
-4.97948974,6.67568090,0.09856477,0.00192075,0.12235285,5.11341315,3.52534011,3.34231160
-4.97348674,6.56679550,0.09449374,0.00188128,0.11625436,5.04021427,3.46883041,3.27251873
-4.96748374,6.44769712,0.09107892,0.00184243,0.11020623,4.95656855,3.40453062,3.19443295
-4.96148074,6.32194045,0.08835241,0.00180548,0.10430699,4.86504523,3.33462825,3.10954492
-4.95547774,6.19333772,0.08634602,0.00177175,0.09865031,4.76845293,3.26144921,3.01949907
-4.94947474,6.06584543,0.08508913,0.00174256,0.09332250,4.66975739,3.18738836,2.92605008
-4.94347174,5.94343854,0.08460632,0.00171917,0.08840027,4.57198841,3.11483501,2.83101312
-4.93746873,5.82997684,0.08491499,0.00170276,0.08394867,4.47813945,3.04609589,2.73620995
-4.93146573,5.72906841,0.08602301,0.00169438,0.08001954,4.39106367,2.98331853,2.64341250
-4.92546273,5.64393592,0.08792661,0.00169491,0.07665023,4.31337078,2.92841802,2.55428666
-4.91945973,5.57729151,0.09060848,0.00170503,0.07386280,4.24732912,2.88301017,2.47033833
-4.91345673,5.53122592,0.09403631,0.00172520,0.07166374,4.19477745,2.84835377,2.39286428
-4.90745373,5.50711722,0.09816178,0.00175558,0.07004409,4.15705054,2.82530463,2.32291002
-4.90145073,5.50556365,0.10292018,0.00179607,0.06898005,4.13492232,2.81428341,2.26123656
-4.89544772,5.52634436,0.10823056,0.00184630,0.06843409,4.12856938,2.81525884,2.20829767
-4.88944472,5.56841039,0.11399651,0.00190557,0.06835643,4.13755703,2.82774740,2.16422878
-4.88344172,5.62990722,0.12010770,0.00197292,0.06868690,4.16084887,2.85082955,2.12884798
-4.87743872,5.70822849,0.12644187,0.00204711,0.06935716,4.19683991,2.88318228,2.10166925
-4.87143572,5.80009933,0.13286752,0.00212668,0.07029314,4.24341206,2.92312672,2.08192711
-4.86543272,5.90168622,0.13924702,0.00220996,0.07141766,4.29800991,2.96868912,2.06861193
-4.85942971,6.00872905,0.14544010,0.00229512,0.07265310,4.35773360,3.01767288,2.06051392
-4.85342671,6.11669013,0.15130766,0.00238022,0.07392415,4.41944503,3.06773868,2.05627408
-4.84742371,6.22091416,0.15671564,0.00246329,0.07516035,4.47988285,3.11648976,2.05443975
-4.84142071,6.31679246,0.16153890,0.00254236,0.07629853,4.53578150,3.16155887,2.05352238
-4.83541771,6.39992505,0.16566494,0.00261551,0.07728494,4.58398937,3.20069369,2.05205496
-4.82941471,6.46627394,0.16899729,0.00268097,0.07807706,4.62158129,3.23183736,2.04864685
-4.82341171,6.51230187,0.17145851,0.00273711,0.07864494,4.64596101,3.25320134,2.04203384
-4.81740870,6.53509120,0.17299258,0.00278255,0.07897218,4.65494977,3.26332798,2.03112145
-4.81140570,6.53243893,0.17356671,0.00281615,0.07905639,4.64685792,3.26114087,2.01502019
-4.80540270,6.50292488,0.17317242,0.00283709,0.07890914,4.62053742,3.24598151,1.99307151
-4.79939970,6.44595130,0.17182590,0.00284483,0.07855553,4.57541370,3.21763153,1.96486408
-4.79339670,6.36175350,0.16956769,0.00283917,0.07803325,4.51149681,3.17632025,1.93024011
-4.78739370,6.25138239,0.16646158,0.00282024,0.07739129,4.42937211,3.12271808,1.88929208
-4.78139070,6.11666079,0.16259296,0.00278848,0.07668837,4.33017205,3.05791659,1.84235063
-4.77538769,5.96011651,0.15806655,0.00274464,0.07599108,4.21553096,2.98339672,1.78996463
-4.76938469,5.78489570,0.15300365,0.00268972,0.07537190,4.08752547,2.90098683,1.73287464
-4.76338169,5.59466074,0.14753903,0.00262498,0.07490715,3.94860352,2.81281245,1.67198135
-4.75737869,5.39347696,0.14181760,0.00255186,0.07467494,3.80150516,2.72123988,1.60831047
-4.75137569,5.18569275,0.13599080,0.00247196,0.07475320,3.64917828,2.62881552,1.54297557
-4.74537269,4.97581725,0.13021308,0.00238699,0.07521781,3.49469246,2.53820294,1.47714046
-4.73936968,4.76839955,0.12463830,0.00229870,0.07614098,3.34115363,2.45211939,1.41198236
-4.73336668,4.56791288,0.11941628,0.00220887,0.07758978,3.19162232,2.37327321,1.34865701
-4.72736368,4.37864656,0.11468955,0.00211923,0.07962485,3.04903730,2.30430336,1.28826679
-4.72136068,4.20460800,0.11059030,0.00203143,0.08229944,2.91614653,2.24772206,1.23183243
-4.71535768,4.04943631,0.10723767,0.00194700,0.08565845,2.79544648,2.20586115,1.18026890
-4.70935468,3.91632854,0.10473526,0.00186733,0.08973779,2.68913066,2.18082267,1.13436574
-4.70335168,3.80797908,0.10316906,0.00179361,0.09456378,2.59904778,2.17443397,1.09477189
-4.69734867,3.72653213,0.10260570,0.00172684,0.10015258,2.52666954,2.18820758,1.06198505
-4.69134567,3.67354722,0.10309106,0.00166781,0.10650975,2.47306800,2.22330580,1.03634522
-4.68534267,3.64997706,0.10464926,0.00161707,0.11362976,2.43890201,2.28051050,1.01803224
-4.67933967,3.65615727,0.10728208,0.00157496,0.12149549,2.42441244,2.36019798,1.00706704
-4.67333667,3.69180726,0.11096870,0.00154156,0.13007775,2.42942538,2.46231956,1.00331602
-4.66733367,3.75604172,0.11566592,0.00151678,0.13933479,2.45336310,2.58638812,1.00649846
-4.66133067,3.84739217,0.12130876,0.00150028,0.14921180,2.49526197,2.73147124,1.01619646
-4.65532766,3.96383805,0.12781149,0.00149156,0.15964053,2.55379710,2.89619167,1.03186709
-4.64932466,4.10284714,0.13506906,0.00148993,0.17053905,2.62731303,3.07873572,1.05285659
-4.64332166,4.26142480,0.14295896,0.00149459,0.18181168,2.71386031,3.27687048,1.07841630
-4.63731866,4.43617197,0.15134351,0.00150457,0.19334922,2.81123736,3.48797032,1.10772018
-4.63131566,4.62335125,0.16007241,0.00151884,0.20502951,2.91703733,3.70905337,1.13988358
-4.62531266,4.81896085,0.16898577,0.00153630,0.21671842,3.02869939,3.93682818,1.17398330
-4.61930965,5.01881555,0.17791731,0.00155581,0.22827128,3.14356386,4.16775045,1.20907854
-4.61330665,5.21863374,0.18669783,0.00157621,0.23953483,3.25893049,4.39808958,1.24423259
-4.60730365,5.41412936,0.19515883,0.00159637,0.25034966,3.37211895,4.62400405,1.27853493
-4.60130065,5.60110707,0.20313617,0.00161521,0.26055311,3.48053048,4.84162427,1.31112352
-4.59529765,5.77555874,0.21047374,0.00163170,0.26998265,3.58170948,5.04714129,1.34120665
-4.58929465,5.93375909,0.21702696,0.00164493,0.27847951,3.67340357,5.23689886,1.36808422
-4.58329165,6.07235786,0.22266609,0.00165408,0.28589272,3.75362057,5.40748631,1.39116759
-4.57728864,6.18846589,0.22727920,0.00165848,0.29208302,3.82068088,5.55582927,1.40999771
-4.57128564,6.27973223,0.23077470,0.00165758,0.29692697,3.87326332,5.67927492,1.42426085
-4.56528264,6.34440948,0.23308341,0.00165102,0.30032066,3.91044301,5.77566863,1.43380127
-4.55927964,6.38140476,0.23416005,0.00163857,0.30218314,3.93171961,5.84341864,1.43863037
-4.55327664,6.39031387,0.23398403,0.00162018,0.30245930,3.93703453,5.88154606,1.43893164
-4.54727364,6.37143664,0.23255966,0.00159596,0.30112206,3.92677605,5.88971745,1.43506110
-4.54127064,6.32577221,0.22991565,0.00156617,0.29817373,3.90177146,5.86825813,1.42754270
-4.53526763,6.25499331,0.22610390,0.00153122,0.29364657,3.86326603,5.81814501,1.41705850
-4.52926463,6.16139959,0.22119773,0.00149162,0.28760232,3.81288858,5.74097834,1.40443347
-4.52326163,6.04785080,0.21528943,0.00144803,0.28013087,3.75260448,5.63893298,1.39061512
-4.51725863,5.91768143,0.20848739,0.00140116,0.27134794,3.68465692,5.51469044,1.37664801
-4.51125563,5.77459908,0.20091281,0.00135181,0.26139202,3.61149813,5.37135378,1.36364374
-4.50525263,5.62256976,0.19269610,0.00130080,0.25042057,3.53571241,5.21234861,1.35274698
-4.49924962,5.46569385,0.18397312,0.00124895,0.23860563,3.45993337,5.04131353,1.34509853
-4.49324662,5.30807686,0.17488145,0.00119711,0.22612912,3.38675816,4.86198441,1.34179624
-4.48724362,5.15369956,0.16555671,0.00114604,0.21317789,3.31866147,4.67807690,1.34385517
-4.48124062,5.00629205,0.15612910,0.00109648,0.19993880,3.25791242,4.49317171,1.35216823
-4.47523762,4.86921637,0.14672038,0.00104905,0.18659400,3.20649722,4.31060716,1.36746870
-4.46923462,4.74536203,0.13744120,0.00100431,0.17331658,3.16605054,4.13338313,1.39029607
-4.46323162,4.63705799,0.12838901,0.00096269,0.16026668,3.13779823,3.96407996,1.42096668
-4.45722861,4.54600466,0.11964655,0.00092450,0.14758837,3.12251338,3.80479518,1.45955041
-4.45122561,4.47322789,0.11128090,0.00088994,0.13540705,3.12048767,3.65710017,1.50585466
-4.44522261,4.41905692,0.10334321,0.00085908,0.12382781,3.13151913,3.52201786,1.55941663
-4.43921961,4.38312644,0.09586891,0.00083186,0.11293445,3.15491674,3.40002162,1.61950446
-4.43321661,4.36440276,0.08887848,0.00080815,0.10278923,3.18952192,3.29105474,1.68512785
-4.42721361,4.36123249,0.08237875,0.00078769,0.09343339,3.23374612,3.19456865,1.75505796
-4.42121061,4.37141177,0.07636439,0.00077015,0.08488817,3.28562311,3.10957787,1.82785642
-4.41520760,4.39227295,0.07081983,0.00075511,0.07715642,3.34287403,3.03472835,1.90191255
-4.40920460,4.42078530,0.06572122,0.00074215,0.07022453,3.40298286,2.96837605,1.97548780
-4.40320160,4.45366568,0.06103857,0.00073077,0.06406468,3.46327937,2.90867184,2.04676582
-4.39719860,4.48749484,0.05673771,0.00072049,0.05863717,3.52102653,2.85364919,2.11390651
-4.39119560,4.51883500,0.05278229,0.00071081,0.05389292,3.57350915,2.80131062,2.17510197
-4.38519260,4.54434450,0.04913547,0.00070127,0.04977583,3.61812046,2.74970986,2.22863224
-4.37918959,4.56088526,0.04576145,0.00069143,0.04622507,3.65244358,2.69702638,2.27291879
-4.37318659,4.56561965,0.04262673,0.00068090,0.04317717,3.67432502,2.64162993,2.30657344
-4.36718359,4.55609363,0.03970102,0.00066935,0.04056796,3.68193768,2.58213320,2.32844106
-4.36118059,4.53030371,0.03695798,0.00065649,0.03833417,3.67383148,2.51743126,2.33763413
-4.35517759,4.48674616,0.03437560,0.00064213,0.03641486,3.64897002,2.44672724,2.33355804
-4.34917459,4.42444753,0.03193641,0.00062612,0.03475254,3.60675257,2.36954428,2.31592619
-4.34317159,4.34297636,0.02962746,0.00060839,0.03329411,3.54702104,2.28572441,2.28476441
-4.33716858,4.24243664,0.02744021,0.00058893,0.03199150,3.47005238,2.19541555,2.24040481
-4.33116558,4.12344451,0.02537025,0.00056779,0.03080217,3.37653728,2.09904807,2.18346951
-4.32516258,3.98708982,0.02341705,0.00054507,0.02968934,3.26754678,1.99730308,2.11484531
-4.31915958,3.83488512,0.02158369,0.00052093,0.02862220,3.14448839,1.89107433,2.03565046
-4.31315658,3.66870465,0.01987658,0.00049557,0.02757579,3.00905415,1.78142599,1.94719532
-4.30715358,3.49071627,0.01830538,0.00046920,0.02653094,2.86316291,1.66954852,1.85093854
