energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.87008095,0.00857522,0.01762521,0.21340618,0.38241890,0.52638053,0.00000000,0.22544178,0.09056037
-5.99399700,0.84096435,0.00925177,0.01618389,0.20521010,0.37516866,0.50744749,0.00000000,0.22660339,0.08492910
-5.98799400,0.81602238,0.00999917,0.01482980,0.19844502,0.36995609,0.49106791,0.00000000,0.22873368,0.07977562
-5.98199100,0.79518478,0.01081007,0.01356365,0.19306160,0.36670805,0.47720784,0.00000000,0.23176589,0.07509985
-5.97598799,0.77836837,0.01167593,0.01238621,0.18900357,0.36534851,0.46582335,0.00000000,0.23562425,0.07089929
-5.96998499,0.76547674,0.01258702,0.01129847,0.18620808,0.36580011,0.45685979,0.00000000,0.24022342,0.06716921
-5.96398199,0.75639909,0.01353260,0.01030160,0.18460589,0.36798506,0.45025066,0.00000000,0.24546814,0.06390260
-5.95797899,0.75100861,0.01450097,0.00939701,0.18412152,0.37182586,0.44591623,0.00000000,0.25125308,0.06109012
-5.95197599,0.74916086,0.01547969,0.00858628,0.18467348,0.37724557,0.44376226,0.00000000,0.25746309,0.05871997
-5.94597299,0.75069247,0.01645566,0.00787114,0.18617466,0.38416783,0.44367913,0.00000000,0.26397392,0.05677775
-5.93996998,0.75542048,0.01741540,0.00725342,0.18853321,0.39251680,0.44554157,0.00000000,0.27065341,0.05524648
-5.93396698,0.76314269,0.01834521,0.00673499,0.19165368,0.40221686,0.44920920,0.00000000,0.27736326,0.05410657
-5.92796398,0.77363906,0.01923142,0.00631769,0.19543887,0.41319224,0.45452803,0.00000000,0.28396144,0.05333609
-5.92196098,0.78667440,0.02006063,0.00600329,0.19979211,0.42536660,0.46133297,0.00000000,0.29030497,0.05291104
-5.91595798,0.80200231,0.02081999,0.00579342,0.20462013,0.43866260,0.46945136,0.00000000,0.29625330,0.05280592
-5.90995498,0.81937019,0.02149749,0.00568957,0.20983637,0.45300140,0.47870746,0.00000000,0.30167201,0.05299435
-5.90395198,0.83852532,0.02208215,0.00569305,0.21536470,0.46830227,0.48892760,0.00000000,0.30643673,0.05344989
-5.89794897,0.85922163,0.02256439,0.00580493,0.22114335,0.48448224,0.49994605,0.00000000,0.31043724,0.05414690
-5.89194597,0.88122694,0.02293621,0.00602607,0.22712879,0.50145588,0.51161105,0.00000000,0.31358139,0.05506152
-5.88594297,0.90433035,0.02319142,0.00635711,0.23329955,0.51913528,0.52379096,0.00000000,0.31579893,0.05617261
-5.87993997,0.92834930,0.02332590,0.00679841,0.23965946,0.53743027,0.53637993,0.00000000,0.31704480,0.05746266
-5.87393697,0.95313611,0.02333767,0.00735008,0.24624032,0.55624891,0.54930312,0.00000000,0.31730187,0.05891855
-5.86793397,0.97858347,0.02322706,0.00801193,0.25310361,0.57549841,0.56252071,0.00000000,0.31658300,0.06053222
-5.86193097,1.00462859,0.02299675,0.00878343,0.26034103,0.59508625,0.57603086,0.00000000,0.31493211,0.06230102
-5.85592796,1.03125577,0.02265176,0.00966368,0.26807375,0.61492181,0.58987094,0.00000000,0.31242434,0.06422786
-5.84992496,1.05849699,0.02219941,0.01065130,0.27645016,0.63491816,0.60411713,0.00000000,0.30916505,0.06632107
-5.84392196,1.08643034,0.02164917,0.01174437,0.28564209,0.65499418,0.61888211,0.00000000,0.30528778,0.06859390
-5.83791896,1.11517625,0.02101246,0.01294029,0.29583945,0.67507668,0.63431079,0.00000000,0.30095111,0.07106377
-5.83191596,1.14489135,0.02030245,0.01423568,0.30724337,0.69510250,0.65057409,0.00000000,0.29633439,0.07375109
-5.82591296,1.17575998,0.01953372,0.01562618,0.32005800,0.71502035,0.66786096,0.00000000,0.29163258,0.07667795
-5.81990995,1.20798360,0.01872194,0.01710631,0.33448120,0.73479212,0.68636871,0.00000000,0.28705033,0.07986651
-5.81390695,1.24176821,0.01788347,0.01866930,0.35069437,0.75439368,0.70629203,0.00000000,0.28279530,0.08333717
-5.80790395,1.27731024,0.01703499,0.02030689,0.36885192,0.77381461,0.72781108,0.00000000,0.27907126,0.08710672
-5.80190095,1.31478125,0.01619308,0.02200915,0.38907065,0.79305713,0.75107905,0.00000000,0.27607089,0.09118645
-5.79589795,1.35431206,0.01537380,0.02376439,0.41141965,0.81213376,0.77620969,0.00000000,0.27396874,0.09558031
-5.78989495,1.39597699,0.01459231,0.02555900,0.43591116,0.83106396,0.80326542,0.00000000,0.27291462,0.10028329
-5.78389195,1.43977881,0.01386253,0.02737739,0.46249283,0.84986965,0.83224650,0.00000000,0.27302750,0.10527998
-5.77788894,1.48563517,0.01319677,0.02920205,0.49104192,0.86856975,0.86308194,0.00000000,0.27439043,0.11054360
-5.77188594,1.53336735,0.01260546,0.03101356,0.52136172,0.88717409,0.89562253,0.00000000,0.27704651,0.11603527
-5.76588294,1.58269188,0.01209695,0.03279081,0.55318073,0.90567681,0.92963653,0.00000000,0.28099610,0.12170394
