energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.77788894,2.54209801,0.05973766,0.12150797,0.51071026,0.57536778,0.01863478,0.83766221,0.65395088,0.55832443
-5.77188594,2.55223066,0.06100795,0.12281959,0.51316922,0.57766256,0.01674506,0.83924217,0.65802245,0.56242302
-5.76588294,2.55673293,0.06207906,0.12373312,0.51430685,0.57918732,0.01502506,0.83911829,0.66036304,0.56497776
-5.75987994,2.55451954,0.06292565,0.12418511,0.51391742,0.57968565,0.01346817,0.83695522,0.66069420,0.56574730
-5.75387694,2.54459925,0.06352490,0.12411988,0.51181536,0.57891034,0.01206573,0.83244455,0.65876471,0.56451723
-5.74787394,2.52611745,0.06385727,0.12349204,0.50784402,0.57663256,0.01080761,0.82531824,0.65436236,0.56110933
-5.74187094,2.49839327,0.06390714,0.12226874,0.50188320,0.57265044,0.00968266,0.81536034,0.64732399,0.55538926
-5.73586793,2.46094953,0.06366336,0.12043123,0.49385523,0.56679657,0.00867919,0.80241664,0.63754359,0.54727266
-5.72986493,2.41353446,0.06311966,0.11797592,0.48372922,0.55894434,0.00778541,0.78640175,0.62497787,0.53672921
-5.72386193,2.35613424,0.06227502,0.11491466,0.47152341,0.54901267,0.00698971,0.76730346,0.60964928,0.52378455
-5.71785893,2.28897610,0.06113375,0.11127452,0.45730543,0.53696916,0.00628103,0.74518410,0.59164619,0.50852006
-5.71185593,2.21252213,0.05970549,0.10709680,0.44119064,0.52283151,0.00564899,0.72017915,0.57112056,0.49107050
-5.70585293,2.12745428,0.05800507,0.10243555,0.42333864,0.50666706,0.00508413,0.69249296,0.54828303,0.47161967
-5.69984992,2.03465160,0.05605215,0.09735560,0.40394808,0.48859078,0.00457792,0.66239220,0.52339586,0.45039439
-5.69384692,1.93516096,0.05387078,0.09193025,0.38325022,0.46876153,0.00412290,0.63019710,0.49676422,0.42765712
-5.68784392,1.83016278,0.05148875,0.08623872,0.36150149,0.44737700,0.00371257,0.59627116,0.46872612,0.40369752
-5.68184092,1.72093353,0.04893698,0.08036344,0.33897543,0.42466748,0.00334147,0.56100972,0.43964160,0.37882342
-5.67583792,1.60880661,0.04624867,0.07438749,0.31595440,0.40088875,0.00300503,0.52482799,0.40988168,0.35335160
-5.66983492,1.49513348,0.04345854,0.06839202,0.29272148,0.37631439,0.00269952,0.48814906,0.37981754,0.32759879
-5.66383192,1.38124653,0.04060196,0.06245408,0.26955284,0.35122785,0.00242198,0.45139227,0.34981040,0.30187322
-5.65782891,1.26842515,0.03771418,0.05664466,0.24671089,0.32591464,0.00217011,0.41496261,0.32020248,0.27646697
-5.65182591,1.15786618,0.03482952,0.05102711,0.22443850,0.30065478,0.00194218,0.37924133,0.29130932,0.25164956
-5.64582291,1.05065948,0.03198073,0.04565611,0.20295431,0.27571599,0.00173696,0.34457809,0.26341370,0.22766277
-5.63981991,0.94776938,0.02919836,0.04057689,0.18244947,0.25134770,0.00155362,0.31128493,0.23676125,0.20471684
-5.63381691,0.85002213,0.02651029,0.03582497,0.16308556,0.22777605,0.00139171,0.27963203,0.21155780,0.18298811
-5.62781391,0.75809923,0.02394139,0.03142630,0.14499387,0.20520008,0.00125106,0.24984534,0.18796836,0.16261807
-5.62181091,0.67253657,0.02151328,0.02739765,0.12827587,0.18378913,0.00113181,0.22210601,0.16611769,0.14371368
-5.61580790,0.59372850,0.01924425,0.02374734,0.11300464,0.16368139,0.00103434,0.19655137,0.14609219,0.12634881
-5.60980490,0.52193643,0.01714929,0.02047617,0.09922732,0.14498364,0.00095927,0.17327736,0.12794287,0.11056662
-5.60380190,0.45730078,0.01524019,0.01757847,0.08696801,0.12777198,0.00090744,0.15234207,0.11168922,0.09638274
-5.59779890,0.39985566,0.01352584,0.01504326,0.07623137,0.11209357,0.00087996,0.13377015,0.09732366,0.08378894
-5.59179590,0.34954507,0.01201250,0.01285543,0.06700627,0.09796895,0.00087814,0.11755772,0.08481624,0.07275702
-5.58579290,0.30623987,0.01070416,0.01099684,0.05926958,0.08539510,0.00090353,0.10367756,0.07411954,0.06324297
-5.57978989,0.26975456,0.00960293,0.00944738,0.05298978,0.07434869,0.00095793,0.09208431,0.06517327,0.05519083
-5.57378689,0.23986320,0.00870944,0.00818590,0.04813031,0.06478970,0.00104332,0.08271931,0.05790864,0.04853644
-5.56778389,0.21631378,0.00802322,0.00719101,0.04465248,0.05666486,0.00116189,0.07551509,0.05225216,0.04321077
-5.56178089,0.19884063,0.00754304,0.00644175,0.04251782,0.04991116,0.00131600,0.07039911,0.04812888,0.03914268
-5.55577789,0.18717444,0.00726719,0.00591804,0.04168989,0.04445892,0.00150811,0.06729683,0.04546501,0.03626124
-5.54977489,0.18104992,0.00719371,0.00560108,0.04213548,0.04023464,0.00174073,0.06613394,0.04418974,0.03449742
-5.54377189,0.18021076,0.00732054,0.00547351,0.04382517,0.03716335,0.00201637,0.06683783,0.04423651,0.03378520
-5.53776888,0.18441235,0.00764558,0.00551955,0.04673334,0.03517059,0.00233742,0.06933826,0.04554356,0.03406214
-5.53176588,0.19342220,0.00816668,0.00572496,0.05083763,0.03418389,0.00270610,0.07356731,0.04805399,0.03526946
-5.52576288,0.20701857,0.00888153,0.00607699,0.05611795,0.03413385,0.00312432,0.07945881,0.05171532,0.03735168
-5.51975988,0.22498757,0.00978753,0.00656421,0.06255519,0.03495483,0.00359359,0.08694734,0.05647873,0.04025592
-5.51375688,0.24711931,0.01088151,0.00717643,0.07012959,0.03658533,0.00411494,0.09596687,0.06229799,0.04393097
-5.50775388,0.27320342,0.01215954,0.00790444,0.07881902,0.03896816,0.00468878,0.10644940,0.06912837,0.04832618
-5.50175088,0.30302450,0.01361653,0.00873995,0.08859723,0.04205038,0.00531487,0.11832358,0.07692546,0.05339033
-5.49574787,0.33635794,0.01524600,0.00967542,0.09943219,0.04578317,0.00599219,0.13151356,0.08564410,0.05907050
-5.48974487,0.37296640,0.01703971,0.01070398,0.11128451,0.05012172,0.00671893,0.14593813,0.09523747,0.06531109
-5.48374187,0.41259734,0.01898739,0.01181941,0.12410627,0.05502507,0.00749243,0.16151039,0.10565645,0.07205303
-5.47773887,0.45498185,0.02107654,0.01301610,0.13784006,0.06045610,0.00830922,0.17813779,0.11684915,0.07923320
-5.47173587,0.49983480,0.02329216,0.01428914,0.15241846,0.06638153,0.00916499,0.19572277,0.12876083,0.08678421
-5.46573287,0.54685639,0.02561674,0.01563433,0.16776391,0.07277211,0.01005472,0.21416388,0.14133402,0.09463442
-5.45972986,0.59573509,0.02803016,0.01704828,0.18378901,0.07960285,0.01097270,0.23335732,0.15450883,0.10270832
-5.45372686,0.64615158,0.03050982,0.01852848,0.20039721,0.08685326,0.01191269,0.25319881,0.16822351,0.11092718
-5.44772386,0.69778361,0.03303081,0.02007337,0.21748385,0.09450767,0.01286803,0.27358562,0.18241501,0.11921001
-5.44172086,0.75031135,0.03556620,0.02168229,0.23493751,0.10255541,0.01383182,0.29441872,0.19701963,0.12747466
-5.43571786,0.80342278,0.03808741,0.02335550,0.25264155,0.11099093,0.01479706,0.31560462,0.21197346,0.13563918
-5.42971486,0.85681878,0.04056473,0.02509402,0.27047581,0.11981364,0.01575687,0.33705702,0.22721274,0.14362323
-5.42371186,0.91021747,0.04296783,0.02689941,0.28831837,0.12902757,0.01670460,0.35869787,0.24267391,0.15134947
-5.41770885,0.96335741,0.04526646,0.02877348,0.30604715,0.13864059,0.01763404,0.38045773,0.25829340,0.15874499
-5.41170585,1.01599937,0.04743103,0.03071793,0.32354146,0.14866343,0.01853955,0.40227551,0.27400702,0.16574257
-5.40570285,1.06792652,0.04943338,0.03273383,0.34068331,0.15910822,0.01941615,0.42409722,0.28974907,0.17228176
-5.39969985,1.11894278,0.05124741,0.03482115,0.35735836,0.16998671,0.02025964,0.44587405,0.30545113,0.17830974
-5.39369685,1.16886967,0.05284976,0.03697811,0.37345667,0.18130825,0.02106663,0.46755957,0.32104060,0.18378198
-5.38769385,1.21754149,0.05422035,0.03920070,0.38887305,0.19307750,0.02183456,0.48910641,0.33643919,0.18866248
-5.38169085,1.26479945,0.05534297,0.04148204,0.40350710,0.20529210,0.02256169,0.51046244,0.35156132,0.19292389
-5.37568784,1.31048508,0.05620563,0.04381194,0.41726308,0.21794037,0.02324704,0.53156688,0.36631276,0.19654723
-5.36968484,1.35443342,0.05680087,0.04617650,0.43004953,0.23099918,0.02389031,0.55234639,0.38058954,0.19952150
-5.36368184,1.39646665,0.05712593,0.04855788,0.44177880,0.24443233,0.02449181,0.57271170,0.39427731,0.20184298
-5.35767884,1.43638885,0.05718276,0.05093417,0.45236670,0.25818931,0.02505230,0.59255491,0.40725139,0.20351450
-5.35167584,1.47398237,0.05697799,0.05327957,0.46173216,0.27220487,0.02557295,0.61174791,0.41937750,0.20454461
-5.34567284,1.50900648,0.05652264,0.05556468,0.46979730,0.28639946,0.02605520,0.63014201,0.43051327,0.20494672
-5.33966983,1.54119860,0.05583187,0.05775705,0.47648771,0.30068046,0.02650070,0.64756913,0.44051067,0.20473838
-5.33366683,1.57027851,0.05492454,0.05982189,0.48173325,0.31494446,0.02691123,0.66384450,0.44921920,0.20394061
-5.32766383,1.59595555,0.05382276,0.06172306,0.48546927,0.32908046,0.02728873,0.67877108,0.45648986,0.20257744
-5.32166083,1.61793862,0.05255139,0.06342406,0.48763838,0.34297391,0.02763526,0.69214535,0.46217975,0.20067561
-5.31565783,1.63594877,0.05113750,0.06488929,0.48819258,0.35651139,0.02795303,0.70376457,0.46615708,0.19826456
-5.30965483,1.64973373,0.04960989,0.06608524,0.48709581,0.36958583,0.02824454,0.71343491,0.46830644,0.19537649
-5.30365183,1.65908363,0.04799856,0.06698174,0.48432676,0.38210193,0.02851261,0.72098027,0.46853396,0.19204670
-5.29764882,1.66384709,0.04633429,0.06755312,0.47988175,0.39398146,0.02876045,0.72625130,0.46677230,0.18831403
-5.29164582,1.66394665,0.04464824,0.06777932,0.47377755,0.40516816,0.02899185,0.72913407,0.46298495,0.18422133
-5.28564282,1.65939257,0.04297158,0.06764671,0.46605396,0.41563194,0.02921116,0.72955788,0.45716978,0.17981599
-5.27963982,1.65029400,0.04133520,0.06714880,0.45677588,0.42537201,0.02942337,0.72750187,0.44936153,0.17515037
-5.27363682,1.63686665,0.03976945,0.06628667,0.44603476,0.43441873,0.02963416,0.72299980,0.43963314,0.17028204
-5.26763382,1.61943629,0.03830385,0.06506910,0.43394927,0.44283406,0.02984978,0.71614286,0.42809571,0.16527387
-5.26163082,1.59843757,0.03696693,0.06351245,0.42066503,0.45071031,0.03007702,0.70708010,0.41489712,0.16019378
-5.25562781,1.57440795,0.03578594,0.06164023,0.40635333,0.45816742,0.03032300,0.69601652,0.40021932,0.15511422
-5.24962481,1.54797670,0.03478659,0.05948250,0.39120884,0.46534866,0.03059501,0.68320870,0.38427437,0.15011126
-5.24362181,1.51984949,0.03399276,0.05707493,0.37544637,0.47241500,0.03090023,0.66895829,0.36729932,0.14526337
-5.23761881,1.49078898,0.03342614,0.05445777,0.35929665,0.47953840,0.03124544,0.65360344,0.34955028,0.14064984
-5.23161581,1.46159233,0.03310583,0.05167467,0.34300143,0.48689439,0.03163673,0.63750881,0.33129578,0.13634900
-5.22561281,1.43306663,0.03304792,0.04877138,0.32680799,0.49465420,0.03207920,0.62105433,0.31280978,0.13243612
-5.21960980,1.40600338,0.03326497,0.04579448,0.31096322,0.50297698,0.03257666,0.60462358,0.29436456,0.12898132
-5.21360680,1.38115319,0.03376553,0.04279013,0.29570765,0.51200242,0.03313142,0.58859194,0.27622380,0.12604734
-5.20760380,1.35920186,0.03455364,0.03980287,0.28126955,0.52184421,0.03374406,0.57331548,0.25863613,0.12368743
-5.20160080,1.34074891,0.03562837,0.03687459,0.26785942,0.53258460,0.03441334,0.55912066,0.24182928,0.12194343
-5.19559780,1.32628957,0.03698341,0.03404358,0.25566495,0.54427037,0.03513615,0.54629559,0.22600517,0.12084412
-5.18959480,1.31620078,0.03860674,0.03134384,0.24484685,0.55691038,0.03590755,0.53508301,0.21133594,0.12040395
-5.18359180,1.31073196,0.04048048,0.02880451,0.23553549,0.57047478,0.03672087,0.52567529,0.19796103,0.12062213
-5.17758879,1.31000055,0.04258083,0.02644954,0.22782858,0.58489584,0.03756790,0.51821148,0.18598546,0.12148236
-5.17158579,1.31399267,0.04487821,0.02429749,0.22178992,0.60007041,0.03843913,0.51277664,0.17547914,0.12295295
-5.16558279,1.32256836,0.04733759,0.02236154,0.21744927,0.61586378,0.03932407,0.50940308,0.16647723,0.12498751
-5.15957979,1.33547132,0.04991903,0.02064968,0.21480319,0.63211472,0.04021149,0.50807359,0.15898154,0.12752622
-5.15357679,1.35234240,0.05257832,0.01916493,0.21381696,0.64864146,0.04108983,0.50872628,0.15296260,0.13049746
-5.14757379,1.37273625,0.05526795,0.01790580,0.21442741,0.66524842,0.04194745,0.51126074,0.14836265,0.13381994
-5.14157079,1.39614034,0.05793809,0.01686667,0.21654642,0.68173320,0.04277296,0.51554534,0.14509902,0.13740513
-5.13556778,1.42199561,0.06053776,0.01603841,0.22006515,0.69789381,0.04355547,0.52142509,0.14306804,0.14115995
-5.12956478,1.44971786,0.06301610,0.01540887,0.22485867,0.71353566,0.04428482,0.52872990,0.14214913,0.14498958
-5.12356178,1.47871913,0.06532364,0.01496347,0.23079088,0.72847825,0.04495175,0.53728291,0.14220910,0.14880029
-5.11755878,1.50842836,0.06741356,0.01468576,0.23771958,0.74256121,0.04554805,0.54690841,0.14310648,0.15250230
-5.11155578,1.53831064,0.06924297,0.01455799,0.24550138,0.75564973,0.04606665,0.55743925,0.14469567,0.15601232
-5.10555278,1.56788442,0.07077399,0.01456166,0.25399642,0.76763891,0.04650168,0.56872336,0.14683102,0.15925595
-5.09954977,1.59673612,0.07197476,0.01467796,0.26307271,0.77845729,0.04684853,0.58062925,0.14937053,0.16216965
-5.09354677,1.62453179,0.07282030,0.01488831,0.27260982,0.78806911,0.04710386,0.59305022,0.15217929,0.16470234
-5.08754377,1.65102539,0.07329303,0.01517473,0.28250196,0.79647547,0.04726559,0.60590724,0.15513247,0.16681651
-5.08154077,1.67606351,0.07338326,0.01552027,0.29266022,0.80371421,0.04733295,0.61915023,0.15811789,0.16848886
-5.07553777,1.69958635,0.07308928,0.01590931,0.30301401,0.80985846,0.04730642,0.63275793,0.16103812,0.16971041
-5.06953477,1.72162497,0.07241735,0.01632791,0.31351153,0.81501396,0.04718775,0.64673622,0.16381201,0.17048609
-5.06353177,1.74229497,0.07138136,0.01676400,0.32411941,0.81931512,0.04697994,0.66111496,0.16637575,0.17083394
-5.05752876,1.76178690,0.07000234,0.01720761,0.33482146,0.82291992,0.04668719,0.67594357,0.16868342,0.17078380
-5.05152576,1.78035379,0.06830780,0.01765101,0.34561677,0.82600385,0.04631487,0.69128557,0.17070697,0.17037572
-5.04552276,1.79829647,0.06633091,0.01808879,0.35651707,0.82875305,0.04586943,0.70721225,0.17243576,0.16965807
-5.03951976,1.81594731,0.06410954,0.01851792,0.36754375,0.83135695,0.04535831,0.72379599,0.17387568,0.16868543
-5.03351676,1.83365329,0.06168529,0.01893769,0.37872465,0.83400081,0.04478980,0.74110346,0.17504780,0.16751648
-5.02751376,1.85175926,0.05910239,0.01934963,0.39009077,0.83685840,0.04417293,0.75918917,0.17598678,0.16621185
-5.02151076,1.87059237,0.05640670,0.01975745,0.40167325,0.84008531,0.04351724,0.77808987,0.17673900,0.16483206
-5.01550775,1.89044842,0.05364468,0.02016674,0.41350073,0.84381328,0.04283261,0.79782005,0.17736048,0.16343574
-5.00950475,1.91158101,0.05086244,0.02058483,0.42559733,0.84814580,0.04212909,0.81836895,0.17791478,0.16207803
-5.00350175,1.93419407,0.04810489,0.02102047,0.43798138,0.85315543,0.04141663,0.83969931,0.17847076,0.16080937
-4.99749875,1.95843799,0.04541495,0.02148353,0.45066485,0.85888282,0.04070497,0.86174796,0.17910048,0.15967462
-4.99149575,1.98440966,0.04283294,0.02198461,0.46365370,0.86533771,0.04000340,0.88442826,0.17987708,0.15871258
-4.98549275,2.01215607,0.04039603,0.02253470,0.47694887,0.87250166,0.03932065,0.90763425,0.18087284,0.15795583
-4.97948974,2.04168091,0.03813783,0.02314473,0.49054793,0.88033244,0.03866480,0.93124609,0.18215734,0.15743091
-4.97348674,2.07295362,0.03608809,0.02382516,0.50444698,0.88876970,0.03804312,0.95513656,0.18379573,0.15715878
-4.96748374,2.10591958,0.03427248,0.02458554,0.51864278,0.89774143,0.03746213,0.97917791,0.18584712,0.15715536
-4.96148074,2.14051056,0.03271245,0.02543403,0.53313459,0.90717069,0.03692746,1.00324851,0.18836307,0.15743231
-4.95547774,2.17665410,0.03142517,0.02637699,0.54792556,0.91698215,0.03644393,1.02723873,0.19138613,0.15799769
-4.94947474,2.21428059,0.03042351,0.02741851,0.56302331,0.92710760,0.03601554,1.05105545,0.19494849,0.15885654
-4.94347174,2.25332729,0.02971601,0.02856004,0.57843954,0.93749028,0.03564542,1.07462457,0.19907054,0.16001134
-4.93746873,2.29373827,0.02930695,0.02980000,0.59418845,0.94808716,0.03533588,1.09789138,0.20375963,0.16146217
-4.93146573,2.33546009,0.02919637,0.03113347,0.61028387,0.95886938,0.03508838,1.12081845,0.20900880,0.16320670
-4.92546273,2.37843316,0.02938009,0.03255200,0.62673536,0.96982026,0.03490347,1.14338102,0.21479567,0.16523974
-4.91945973,2.42257913,0.02984982,0.03404342,0.64354315,0.98093138,0.03478076,1.16556028,0.22108151,0.16755272
-4.91345673,2.46778535,0.03059319,0.03559187,0.66069240,0.99219664,0.03471882,1.18733478,0.22781055,0.17013283
-4.90745373,2.51388743,0.03159390,0.03717784,0.67814715,1.00360510,0.03471513,1.20867077,0.23490974,0.17296212
-4.90145073,2.56065158,0.03283188,0.03877851,0.69584430,1.01513289,0.03476602,1.22951211,0.24228887,0.17601651
-4.89544772,2.60775831,0.03428347,0.04036803,0.71368821,1.02673510,0.03486660,1.24977065,0.24984134,0.17926496
-4.88944472,2.65478931,0.03592180,0.04191816,0.73154646,1.03833836,0.03501078,1.26931793,0.25744555,0.18266882
-4.88344172,2.70121911,0.03771718,0.04339884,0.74924711,1.04983477,0.03519129,1.28797915,0.26496691,0.18618147
-4.87743872,2.74641291,0.03963757,0.04477911,0.76657802,1.06107797,0.03539981,1.30552995,0.27226070,0.18974844
-4.87143572,2.78963174,0.04164930,0.04602789,0.78328844,1.07188186,0.03562713,1.32169667,0.27917548,0.19330800
-4.86543272,2.83004524,0.04371776,0.04711504,0.79909307,1.08202225,0.03586340,1.33616039,0.28555722,0.19679224
-4.85942971,2.86675243,0.04580827,0.04801233,0.81367858,1.09124175,0.03609846,1.34856478,0.29125383,0.20012872
-4.85342671,2.89880966,0.04788701,0.04869444,0.82671246,1.09925769,0.03632221,1.35852763,0.29612014,0.20324264
-4.84742371,2.92526466,0.04992198,0.04913989,0.83785389,1.10577277,0.03652505,1.36565540,0.30002295,0.20605935
-4.84142071,2.94519524,0.05188407,0.04933192,0.84676612,1.11048793,0.03669829,1.36956030,0.30284604,0.20850720
-4.83541771,2.95775044,0.05374796,0.04925921,0.85312978,1.11311678,0.03683466,1.36987883,0.30449490,0.21052059
-4.82941471,2.96219195,0.05549310,0.04891640,0.85665659,1.11340059,0.03692865,1.36629079,0.30490085,0.21204292
-4.82341171,2.95793340,0.05710445,0.04830443,0.85710249,1.11112300,0.03697693,1.35853756,0.30402453,0.21302945
-4.81740870,2.94457505,0.05857314,0.04743072,0.85427975,1.10612354,0.03697858,1.34643876,0.30185835,0.21344975
-4.81140570,2.92193186,0.05989691,0.04630902,0.84806716,1.09830891,0.03693532,1.32990598,0.29842793,0.21328965
-4.80540270,2.89005302,0.06108030,0.04495911,0.83841790,1.08766153,0.03685152,1.30895293,0.29379229,0.21255260
-4.79939970,2.84923158,0.06213458,0.04340628,0.82536454,1.07424440,0.03673411,1.28370132,0.28804291,0.21126022
-4.79339670,2.80000353,0.06307745,0.04168060,0.80902086,1.05820221,0.03659241,1.25438193,0.28130154,0.20945209
-4.78739370,2.74313590,0.06393241,0.03981605,0.78958039,1.03975836,0.03643777,1.22133094,0.27371688,0.20718470
-4.78139070,2.67960459,0.06472792,0.03784951,0.76731174,1.01920802,0.03628310,1.18498151,0.26546034,0.20452966
-4.77538769,2.61056266,0.06549633,0.03581973,0.74255089,0.99690762,0.03614233,1.14585103,0.25672084,0.20157112
-4.76938469,2.53730087,0.06627258,0.03376620,0.71569073,0.97326130,0.03602979,1.10452478,0.24769917,0.19840268
-4.76338169,2.46120209,0.06709279,0.03172804,0.68716859,0.94870495,0.03595953,1.06163667,0.23860179,0.19512377
-4.75737869,2.38369214,0.06799274,0.02974297,0.65745205,0.92368887,0.03594469,1.01784820,0.22963459,0.19183580
-4.75137569,2.30618907,0.06900628,0.02784634,0.62702393,0.89865976,0.03599680,0.97382639,0.22099664,0.18863812
-4.74537269,2.23005348,0.07016389,0.02607022,0.59636696,0.87404322,0.03612523,0.93022205,0.21287431,0.18562416
-4.73936968,2.15654204,0.07149113,0.02444273,0.56594889,0.85022738,0.03633666,0.88764904,0.20543582,0.18287771
-4.73336668,2.08676618,0.07300741,0.02298738,0.53620862,0.82754868,0.03663466,0.84666562,0.19882649,0.18046969
-4.72736368,2.02165766,0.07472485,0.02172266,0.50754389,0.80628032,0.03701942,0.80775857,0.19316472,0.17845536
-4.72136068,1.96194225,0.07664738,0.02066176,0.48030094,0.78662399,0.03748759,0.77133059,0.18853896,0.17687226
-4.71535768,1.90812241,0.07877017,0.01981242,0.45476641,0.76870507,0.03803223,0.73769142,0.18500555,0.17573882
-4.70935468,1.86046924,0.08107926,0.01917692,0.43116186,0.75257152,0.03864295,0.70705290,0.18258762,0.17505372
-4.70335168,1.81902376,0.08355155,0.01875228,0.40964081,0.73819636,0.03930614,0.67952785,0.18127496,0.17479602
-4.69734867,1.78360702,0.08615513,0.01853047,0.39028823,0.72548350,0.04000528,0.65513280,0.18102489,0.17492598
-4.69134567,1.75383822,0.08884984,0.01849886,0.37312264,0.71427658,0.04072146,0.63379411,0.18176406,0.17538663
-4.68534267,1.72915997,0.09158819,0.01864064,0.35810023,0.70437034,0.04143384,0.61535710,0.18339108,0.17610585
-4.67933967,1.70886912,0.09431652,0.01893549,0.34512099,0.69552389,0.04212026,0.59959781,0.18578005,0.17699903
-4.67333667,1.69215219,0.09697636,0.01936013,0.33403639,0.68747542,0.04275789,0.58623662,0.18878466,0.17797208
-4.66733367,1.67812361,0.09950609,0.01988915,0.32465826,0.67995756,0.04332385,0.57495340,0.19224294,0.17892474
-4.66133067,1.66586556,0.10184267,0.02049568,0.31676857,0.67271295,0.04379590,0.56540339,0.19598249,0.17975407
-4.65532766,1.65446797,0.10392346,0.02115226,0.31012962,0.66550939,0.04415302,0.55723336,0.19982593,0.18035797
-4.64932466,1.64306734,0.10568816,0.02183159,0.30449435,0.65815397,0.04437605,0.55009754,0.20359664,0.18063862
-4.64332166,1.63088323,0.10708065,0.02250742,0.29961641,0.65050598,0.04444823,0.54367275,0.20712443,0.18050579
