energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.87993997,5.87593372,0.12297920,0.00509167,2.01232847,1.60004503,1.78008132,0.10644517,1.17510341
-5.87393697,6.02437874,0.12389626,0.00512566,2.05946601,1.63391290,1.81248948,0.11016974,1.21035182
-5.86793397,6.16228920,0.12493003,0.00515494,2.10221151,1.66490637,1.84071621,0.11370611,1.24431259
-5.86193097,6.28903620,0.12611639,0.00517921,2.14027653,1.69301208,1.86456350,0.11702947,1.27693772
-5.85592796,6.40428635,0.12749227,0.00519831,2.17347998,1.71828701,1.88392583,0.12012091,1.30823427
-5.84992496,6.50801039,0.12909467,0.00521221,2.20175332,1.74085726,1.89879355,0.12296784,1.33826352
-5.84392196,6.60047814,0.13095938,0.00522101,2.22514120,1.76091376,1.90925231,0.12556417,1.36713720
-5.83791896,6.68223943,0.13311965,0.00522492,2.24379715,1.77870498,1.91547867,0.12791014,1.39501087
-5.83191596,6.75409147,0.13560467,0.00522428,2.25797457,1.79452681,1.91773194,0.13001186,1.42207454
-5.82591296,6.81703363,0.13843808,0.00521948,2.26801329,1.80870986,1.91634238,0.13188051,1.44854094
-5.81990995,6.87221187,0.14163635,0.00521097,2.27432221,1.82160478,1.91169652,0.13353139,1.47463191
-5.81390695,6.92085504,0.14520738,0.00519920,2.27735895,1.83356613,1.90422014,0.13498263,1.50056353
-5.80790395,6.96420650,0.14914912,0.00518460,2.27760741,1.84493559,1.89435972,0.13625386,1.52653080
-5.80190095,7.00345441,0.15344851,0.00516754,2.27555445,1.85602536,1.88256342,0.13736479,1.55269262
-5.79589795,7.03966448,0.15808066,0.00514830,2.27166685,1.86710246,1.86926238,0.13833378,1.57915782
-5.78989495,7.07371870,0.16300846,0.00512702,2.26636985,1.87837498,1.85485349,0.13917657,1.60597327
-5.78389195,7.10626376,0.16818258,0.00510374,2.26002830,1.88998078,1.83968447,0.13990512,1.63311447
-5.77788894,7.13767177,0.17354188,0.00507831,2.25293158,1.90197952,1.82404198,0.14052677,1.66047948
-5.77188594,7.16801583,0.17901442,0.00505047,2.24528303,1.91434843,1.80814347,0.14104358,1.68788648
-5.76588294,7.19706195,0.18451881,0.00501980,2.23719447,1.92698220,1.79213323,0.14145214,1.71507518
-5.75987994,7.22427792,0.18996609,0.00498577,2.22868612,1.93969701,1.77608265,0.14174366,1.74171228
-5.75387694,7.24885889,0.19526194,0.00494774,2.21969197,1.95223878,1.75999487,0.14190435,1.76740069
-5.74787394,7.26976862,0.20030922,0.00490504,2.21007019,1.96429529,1.74381339,0.14191627,1.79169210
-5.74187094,7.28579416,0.20501069,0.00485698,2.19961807,1.97551161,1.72743415,0.14175827,1.81410262
-5.73586793,7.29561152,0.20927196,0.00480289,2.18809074,1.98550834,1.71072049,0.14140733,1.83413045
-5.72986493,7.29785881,0.21300426,0.00474222,2.17522248,1.99390165,1.69352001,0.14083989,1.85127513
-5.72386193,7.29121326,0.21612725,0.00467450,2.16074958,2.00032445,1.67568250,0.14003340,1.86505725
-5.71785893,7.27446825,0.21857150,0.00459947,2.14443348,2.00444747,1.65707787,0.13896769,1.87503790
-5.71185593,7.24660643,0.22028073,0.00451707,2.12608298,2.00599947,1.63761314,0.13762641,1.88083682
-5.70585293,7.20686531,0.22121354,0.00442746,2.10557415,2.00478541,1.61724748,0.13599820,1.88214867
-5.69984992,7.15479202,0.22134469,0.00433109,2.08286718,2.00070188,1.59600452,0.13407770,1.87875645
-5.69384692,7.09028454,0.22066589,0.00422864,2.05801889,1.99374882,1.57398125,0.13186620,1.87054170
-5.68784392,7.01361729,0.21918591,0.00412108,2.03119051,1.98403703,1.55135291,0.12937208,1.85749089
-5.68184092,6.92544993,0.21693026,0.00400963,2.00265003,1.97179090,1.52837360,0.12661086,1.83969793
-5.67583792,6.82681866,0.21394019,0.00389572,1.97276915,1.95734620,1.50537249,0.12360494,1.81736254
-5.66983492,6.71911062,0.21027132,0.00378098,1.94201473,1.94114284,1.48274577,0.12038306,1.79078466
-5.66383192,6.60402237,0.20599175,0.00366718,1.91093507,1.92371268,1.46094459,0.11697943,1.76035527
-5.65782891,6.48350426,0.20117983,0.00355618,1.88014182,1.90566305,1.44045950,0.11343265,1.72654392
-5.65182591,6.35969348,0.19592171,0.00344988,1.85028803,1.88765626,1.42180216,0.10978453,1.68988364
-5.64582291,6.23483840,0.19030873,0.00335015,1.82204349,1.87038616,1.40548495,0.10607865,1.65095384
-5.63981991,6.11121800,0.18443469,0.00325878,1.79606841,1.85455248,1.39199961,0.10235901,1.61036202
-5.63381691,5.99105960,0.17839329,0.00317743,1.77298666,1.84083421,1.38179566,0.09866859,1.56872502
-5.62781391,5.87645874,0.17227562,0.00310753,1.75335969,1.82986296,1.37525969,0.09504809,1.52665062
-5.62181091,5.76930469,0.16616796,0.00305031,1.73766247,1.82219752,1.37269650,0.09153467,1.48472021
-5.61580790,5.67121453,0.16014979,0.00300668,1.72626232,1.81830075,1.37431282,0.08816102,1.44347317
-5.60980490,5.58347886,0.15429230,0.00297725,1.71940184,1.81851978,1.38020459,0.08495452,1.40339361
-5.60380190,5.50702098,0.14865712,0.00296229,1.71718654,1.82307040,1.39034812,0.08193669,1.36489970
-5.59779890,5.44237129,0.14329560,0.00296173,1.71957781,1.83202639,1.40459588,0.07912291,1.32833608
-5.59179590,5.38965745,0.13824837,0.00297514,1.72639156,1.84531420,1.42267694,0.07652236,1.29396924
-5.58579290,5.34861045,0.13354535,0.00300180,1.73730257,1.86271331,1.44420209,0.07413823,1.26198604
-5.57978989,5.31858585,0.12920605,0.00304063,1.75185433,1.88386221,1.46867368,0.07196810,1.23249496
-5.57378689,5.29859865,0.12524014,0.00309031,1.76947409,1.90826976,1.49549944,0.07000456,1.20552995
-5.56778389,5.28737010,0.12164823,0.00314927,1.78949215,1.93533144,1.52401009,0.06823595,1.18105634
-5.56178089,5.28338369,0.11842287,0.00321573,1.81116493,1.96434981,1.55347974,0.06664720,1.15897845
-5.55577789,5.28494781,0.11554955,0.00328780,1.83370041,1.99455821,1.58314833,0.06522076,1.13914830
-5.54977489,5.29026207,0.11300780,0.00336347,1.85628522,2.02514689,1.61224525,0.06393748,1.12137502
-5.54377189,5.29748425,0.11077226,0.00344069,1.87811189,2.05529017,1.64001313,0.06277754,1.10543437
-5.53776888,5.30479537,0.10881369,0.00351741,1.89840540,2.08417389,1.66573080,0.06172127,1.09107818
-5.53176588,5.31045999,0.10709996,0.00359165,1.91644783,2.11102177,1.68873463,0.06074982,1.07804322
-5.52576288,5.31287993,0.10559688,0.00366151,1.93160020,2.13511984,1.70843740,0.05984585,1.06605935
-5.51975988,5.31063952,0.10426901,0.00372522,1.94332061,2.15583797,1.72434402,0.05899387,1.05485685
-5.51375688,5.30254126,0.10308038,0.00378119,1.95117826,2.17264786,1.73606362,0.05818063,1.04417287
-5.50775388,5.28763124,0.10199511,0.00382800,1.95486273,2.18513687,1.74331757,0.05739519,1.03375704
-5.50175088,5.26521410,0.10097803,0.00386447,1.95418848,2.19301729,1.74594337,0.05662899,1.02337632
-5.49574787,5.23485792,0.09999529,0.00388963,1.94909447,2.19613111,1.74389436,0.05587566,1.01281922
-5.48974487,5.19638957,0.09901490,0.00390273,1.93963927,2.19444997,1.73723540,0.05513078,1.00189952
-5.48374187,5.14988177,0.09800736,0.00390331,1.92599191,2.18807093,1.72613491,0.05439161,0.99045958
-5.47773887,5.09563281,0.09694623,0.00389109,1.90841915,2.17720804,1.71085364,0.05365662,0.97837341
-5.47173587,5.03414072,0.09580876,0.00386607,1.88726977,2.16218050,1.69173088,0.05292514,0.96554933
-5.46573287,4.96607296,0.09457649,0.00382846,1.86295675,2.14339797,1.66916859,0.05219691,0.95193248
-5.45972986,4.89223351,0.09323587,0.00377869,1.83593803,2.12134356,1.64361425,0.05147169,0.93750693
-5.45372686,4.81352852,0.09177876,0.00371741,1.80669683,2.09655552,1.61554313,0.05074894,0.92229733
-5.44772386,4.73093200,0.09020295,0.00364543,1.77572224,2.06960813,1.58544060,0.05002753,0.90636999
-5.44172086,4.64545268,0.08851254,0.00356374,1.74349083,2.04109261,1.55378528,0.04930558,0.88983322
-5.43571786,4.55810306,0.08671815,0.00347348,1.71045009,2.01159881,1.52103348,0.04858038,0.87283686
-5.42971486,4.46987152,0.08483704,0.00337592,1.67700406,1.98169813,1.48760563,0.04784836,0.85557068
-5.42371186,4.38169813,0.08289300,0.00327242,1.64350184,1.95192836,1.45387489,0.04710524,0.83826181
-5.41770885,4.29445459,0.08091606,0.00316442,1.61022907,1.92278070,1.42015854,0.04634623,0.82117095
-5.41170585,4.20892856,0.07894206,0.00305342,1.57740270,1.89468942,1.38671216,0.04556627,0.80458745
-5.40570285,4.12581255,0.07701188,0.00294094,1.54516905,1.86802419,1.35372669,0.04476039,0.78882333
-5.39969985,4.04569716,0.07517067,0.00282848,1.51360501,1.84308524,1.32132845,0.04392408,0.77420637
-5.39369685,3.96906852,0.07346672,0.00271754,1.48272222,1.82010125,1.28958186,0.04305365,0.76107238
-5.38769385,3.89630960,0.07195036,0.00260956,1.45247375,1.79922977,1.25849465,0.04214664,0.74975696
-5.38169085,3.82770475,0.07067263,0.00250591,1.42276306,1.78055998,1.22802522,0.04120214,0.74058696
-5.37568784,3.76344710,0.06968393,0.00240787,1.39345451,1.76411737,1.19809166,0.04022111,0.73387192
-5.36968484,3.70364808,0.06903265,0.00231661,1.36438501,1.74987007,1.16858202,0.03920660,0.72989578
-5.36368184,3.64834838,0.06876372,0.00223317,1.33537614,1.73773627,1.13936529,0.03816389,0.72890915
-5.35767884,3.59752992,0.06891739,0.00215845,1.30624627,1.72759244,1.11030256,0.03710058,0.73112250
-5.35167584,3.55112797,0.06952790,0.00209322,1.27682209,1.71928189,1.08125785,0.03602651,0.73670028
-5.34567284,3.50904313,0.07062248,0.00203806,1.24694908,1.71262341,1.05210820,0.03495370,0.74575654
-5.33966983,3.47115267,0.07222044,0.00199342,1.21650051,1.70741953,1.02275248,0.03389606,0.75835190
-5.33366683,3.43732083,0.07433247,0.00195957,1.18538471,1.70346435,0.99311877,0.03286919,0.77449223
-5.32766383,3.40740812,0.07696031,0.00193663,1.15355038,1.70055074,0.96316990,0.03188994,0.79412910
-5.32166083,3.38127925,0.08009659,0.00192455,1.12098981,1.69847672,0.93290711,0.03097610,0.81716183
-5.31565783,3.35881006,0.08372506,0.00192313,1.08774005,1.69705115,0.90237178,0.03014593,0.84344149
-5.30965483,3.33989318,0.08782107,0.00193203,1.05388211,1.69609870,0.87164519,0.02941774,0.87277640
-5.30365183,3.32444290,0.09235242,0.00195079,1.01953836,1.69546406,0.84084660,0.02880952,0.90493918
-5.29764882,3.31239915,0.09728044,0.00197882,0.98486839,1.69501561,0.81012966,0.02833848,0.93967510
-5.29164582,3.30373090,0.10256141,0.00201544,0.95006359,1.69464845,0.77967760,0.02802075,0.97671135
-5.28564282,3.29843890,0.10814805,0.00205991,0.91534078,1.69428691,0.74969740,0.02787104,1.01576709
-5.27963982,3.29655783,0.11399131,0.00211143,0.88093525,1.69388647,0.72041316,0.02790243,1.05656354
-5.27363682,3.29815770,0.12004212,0.00216918,0.84709341,1.69343504,0.69205923,0.02812612,1.09883405
-5.26763382,3.30334427,0.12625311,0.00223235,0.81406546,1.69295341,0.66487309,0.02855133,1.14233330
-5.26163082,3.31225821,0.13258032,0.00230017,0.78209827,1.69249495,0.63908842,0.02918514,1.18684547
-5.25562781,3.32507265,0.13898460,0.00237192,0.75142865,1.69214407,0.61492857,0.03003250,1.23219061
-5.24962481,3.34198862,0.14543281,0.00244697,0.72227726,1.69201356,0.59260043,0.03109612,1.27822911
-5.24362181,3.36322824,0.15189857,0.00252481,0.69484315,1.69224056,0.57228907,0.03237648,1.32486360
-5.23761881,3.38902525,0.15836273,0.00260503,0.66929914,1.69298115,0.55415300,0.03387184,1.37203834
-5.23161581,3.41961287,0.16481322,0.00268738,0.64578800,1.69440345,0.53832026,0.03557816,1.41973579
-5.22561281,3.45520907,0.17124463,0.00277176,0.62441953,1.69667960,0.52488529,0.03748916,1.46797050
-5.21960980,3.49599951,0.17765721,0.00285819,0.60526846,1.69997657,0.51390656,0.03959624,1.51678053
-5.21360680,3.54211890,0.18405553,0.00294684,0.58837323,1.70444639,0.50540510,0.04188848,1.56621671
-5.20760380,3.59363137,0.19044686,0.00303798,0.57373572,1.71021615,0.49936371,0.04435259,1.61633032
-5.20160080,3.65051097,0.19683928,0.00313200,0.56132174,1.71737824,0.49572707,0.04697295,1.66715982
-5.19559780,3.71262350,0.20323967,0.00322935,0.55106251,1.72598163,0.49440266,0.04973156,1.71871732
-5.18959480,3.77971085,0.20965176,0.00333051,0.54285691,1.73602457,0.49526241,0.05260813,1.77097567
-5.18359180,3.85137900,0.21607424,0.00343597,0.53657469,1.74744940,0.49814530,0.05558014,1.82385690
-5.17758879,3.92709103,0.22249918,0.00354619,0.53206037,1.76013993,0.50286072,0.05862303,1.87722281
-5.17158579,4.00616583,0.22891073,0.00366155,0.52913802,1.77392170,0.50919269,0.06171042,1.93086833
-5.16558279,4.08778326,0.23528429,0.00378234,0.52761668,1.78856536,0.51690475,0.06481439,1.98451815
-5.15957979,4.17099608,0.24158615,0.00390872,0.52729629,1.80379320,0.52574568,0.06790590,2.03782700
-5.15357679,4.25474851,0.24777361,0.00404068,0.52797410,1.81928855,0.53545565,0.07095518,2.09038367
-5.14757379,4.33790090,0.25379561,0.00417805,0.52945122,1.83470774,0.54577292,0.07393230,2.14171862
-5.14157079,4.41925969,0.25959387,0.00432048,0.53153921,1.84969408,0.55644072,0.07680768,2.19131505
-5.13556778,4.49761135,0.26510437,0.00446743,0.53406643,1.86389309,0.56721417,0.07955270,2.23862272
-5.12956478,4.57175889,0.27025922,0.00461820,0.53688381,1.87696827,0.57786697,0.08214024,2.28307404
-5.12356178,4.64055917,0.27498877,0.00477191,0.53986999,1.88861653,0.58819765,0.08454525,2.32410159
-5.11755878,4.70295942,0.27922383,0.00492755,0.54293539,1.89858245,0.59803518,0.08674525,2.36115625
-5.11155578,4.75803112,0.28289794,0.00508400,0.54602519,1.90667072,0.60724349,0.08872077,2.39372514
-5.10555278,4.80499988,0.28594962,0.00524005,0.54912098,1.91275600,0.61572504,0.09045568,2.42134857
-5.09954977,4.84326982,0.28832445,0.00539447,0.55224093,1.91678981,0.62342302,0.09193741,2.44363524
-5.09354677,4.87244175,0.28997691,0.00554602,0.55543861,1.91880411,0.63032212,0.09315709,2.46027518
-5.08754377,4.89232423,0.29087203,0.00569349,0.55880034,1.91891153,0.63644798,0.09410955,2.47105003
-5.08154077,4.90293752,0.29098664,0.00583576,0.56244120,1.91730221,0.64186514,0.09479321,2.47584026
-5.07553777,4.90451034,0.29031037,0.00597183,0.56649991,1.91423766,0.64667363,0.09520987,2.47462928
-5.06953477,4.89747006,0.28884621,0.00610085,0.57113273,1.91004191,0.65100443,0.09536447,2.46750462
-5.06353177,4.88242689,0.28661089,0.00622214,0.57650657,1.90509046,0.65501381,0.09526467,2.45465601
-5.05752876,4.86015308,0.28363474,0.00633523,0.58279172,1.89979775,0.65887688,0.09492052,2.43637098
-5.05152576,4.83155816,0.27996140,0.00643985,0.59015436,1.89460344,0.66278057,0.09434401,2.41302801
-5.04552276,4.79766129,0.27564714,0.00653597,0.59874913,1.88995837,0.66691633,0.09354870,2.38508775
-5.03951976,4.75956186,0.27075997,0.00662376,0.60871218,1.88631053,0.67147270,0.09254931,2.35308263
-5.03351676,4.71840932,0.26537846,0.00670360,0.62015472,1.88409155,0.67662823,0.09136134,2.31760514
-5.02751376,4.67537313,0.25959039,0.00677609,0.63315753,1.88370409,0.68254480,0.09000083,2.27929524
-5.02151076,4.63161375,0.25349107,0.00684197,0.64776639,1.88551034,0.68936162,0.08848402,2.23882705
-5.01550775,4.58825512,0.24718164,0.00690212,0.66398880,1.88982196,0.69719021,0.08682720,2.19689513
-5.00950475,4.54635929,0.24076704,0.00695753,0.68179188,1.89689139,0.70611037,0.08504655,2.15420062
-5.00350175,4.50690358,0.23435396,0.00700926,0.70110167,1.90690488,0.71616737,0.08315798,2.11143732
-4.99749875,4.47076063,0.22804864,0.00705839,0.72180379,1.91997700,0.72737043,0.08117710,2.06927808
-4.99149575,4.43868153,0.22195461,0.00710599,0.74374546,1.93614691,0.73969241,0.07911916,2.02836158
-4.98549275,4.41128236,0.21617042,0.00715310,0.76673883,1.95537635,0.75307096,0.07699902,1.98927984
-4.97948974,4.38903438,0.21078746,0.00720067,0.79056552,1.97754934,0.76741082,0.07483115,1.95256660
-4.97348674,4.37225793,0.20588784,0.00724956,0.81498233,2.00247384,0.78258741,0.07262957,1.91868696
-4.96748374,4.36112049,0.20154249,0.00730052,0.83972790,2.02988531,0.79845142,0.07040793,1.88802859
-4.96148074,4.35563881,0.19780949,0.00735414,0.86453019,2.05945226,0.81483443,0.06817940,1.86089469
-4.95547774,4.35568548,0.19473278,0.00741091,0.88911463,2.09078400,0.83155524,0.06595676,1.83749918
-4.94947474,4.36099969,0.19234117,0.00747119,0.91321259,2.12344044,0.84842679,0.06375230,1.81796420
-4.94347174,4.37120241,0.19064785,0.00753520,0.93657017,2.15694387,0.86526340,0.06157788,1.80232034
-4.93746873,4.38581545,0.18965039,0.00760308,0.95895675,2.19079273,0.88188816,0.05944487,1.79050942
-4.93146573,4.40428418,0.18933113,0.00767491,0.98017328,2.22447697,0.89814013,0.05736417,1.78239025
-4.92546273,4.42600317,0.18965818,0.00775069,1.00005989,2.25749455,0.91388108,0.05534622,1.77774683
-4.91945973,4.45034398,0.19058677,0.00783044,1.01850256,2.28936876,0.92900168,0.05340098,1.77629910
-4.91345673,4.47668408,0.19206112,0.00791416,1.03543858,2.31966550,0.94342668,0.05153796,1.77771568
-4.90745373,4.50443568,0.19401656,0.00800191,1.05086051,2.34801003,0.95711896,0.04976621,1.78162817
-4.90145073,4.53307323,0.19638193,0.00809378,1.06481848,2.37410216,0.97008225,0.04809437,1.78764651
-4.89544772,4.56215825,0.19908214,0.00818996,1.07742056,2.39772938,0.98236241,0.04653064,1.79537449
-4.88944472,4.59136026,0.20204078,0.00829070,1.08883113,2.41877696,0.99404697,0.04508278,1.80442498
-4.88344172,4.62047248,0.20518261,0.00839632,1.09926719,2.43723450,1.00526318,0.04375813,1.81443400
-4.87743872,4.64942162,0.20843586,0.00850721,1.10899272,2.45319843,1.01617428,0.04256352,1.82507299
-4.87143572,4.67827089,0.21173431,0.00862380,1.11831109,2.46687018,1.02697440,0.04150527,1.83605880
-4.86543272,4.70721597,0.21501884,0.00874651,1.12755591,2.47854985,1.03788191,0.04058910,1.84716086
-4.85942971,4.73657424,0.21823876,0.00887573,1.13708055,2.48862579,1.04913186,0.03982004,1.85820529
-4.85342671,4.76676753,0.22135240,0.00901177,1.14724678,2.49756036,1.06096747,0.03920235,1.86907589
-4.84742371,4.79829962,0.22432749,0.00915479,1.15841304,2.50587272,1.07363126,0.03873940,1.87971213
-4.84142071,4.83172969,0.22714083,0.00930480,1.17092283,2.51411940,1.08735614,0.03843361,1.89010443
-4.83541771,4.86764339,0.22977774,0.00946154,1.18509380,2.52287401,1.10235702,0.03828634,1.90028713
-4.82941471,4.90662335,0.23223103,0.00962452,1.20120813,2.53270690,1.11882311,0.03829780,1.91032991
-4.82341171,4.94922113,0.23449981,0.00979294,1.21950458,2.54416623,1.13691166,0.03846706,1.92032831
-4.81740870,4.99593230,0.23658811,0.00996569,1.24017275,2.55776145,1.15674319,0.03879202,1.93039400
-4.81140570,5.04717646,0.23850342,0.01014136,1.26334982,2.57395007,1.17839865,0.03926942,1.94064573
-4.80540270,5.10328332,0.24025542,0.01031828,1.28911984,2.59312859,1.20191860,0.03989497,1.95120143
-4.79939970,5.16448590,0.24185467,0.01049450,1.31751576,2.61562786,1.22730450,0.04066338,1.96217215
-4.79339670,5.23092106,0.24331173,0.01066793,1.34852385,2.64171303,1.25452192,0.04156858,1.97365812
-4.78739370,5.30263711,0.24463642,0.01083636,1.38209032,2.67158786,1.28350561,0.04260385,1.98574715
-4.78139070,5.37960787,0.24583745,0.01099756,1.41812962,2.70540273,1.31416590,0.04376203,1.99851530
-4.77538769,5.46175171,0.24692240,0.01114938,1.45653375,2.74326548,1.34639618,0.04503570,2.01202971
-4.76938469,5.54895386,0.24789793,0.01128988,1.49718203,2.78525397,1.38008068,0.04641739,2.02635297
-4.76338169,5.64109009,0.24877030,0.01141740,1.53995039,2.83142899,1.41510222,0.04789971,2.04154873
-4.75737869,5.73804927,0.24954603,0.01153065,1.58471963,2.88184617,1.45134918,0.04947555,2.05768758
-4.75137569,5.83975288,0.25023275,0.01162883,1.63138176,2.93656557,1.48872116,0.05113809,2.07485282
-4.74537269,5.94616925,0.25083997,0.01171170,1.67984398,2.99565775,1.52713283,0.05288090,2.09314516
-4.73936968,6.05732092,0.25137984,0.01177958,1.73002983,3.05920531,1.56651568,0.05469790,2.11268578
-4.73336668,6.17328388,0.25186780,0.01183342,1.78187709,3.12729931,1.60681725,0.05658324,2.13361741
-4.72736368,6.29417802,0.25232295,0.01187479,1.83533266,3.20003028,1.64799793,0.05853118,2.15610273
-4.72136068,6.42014877,0.25276818,0.01190584,1.89034435,3.27747401,1.69002532,0.06053589,2.18032027
-4.71535768,6.55134066,0.25322997,0.01192925,1.94685020,3.35967266,1.73286646,0.06259117,2.20645762
-4.70935468,6.68786404,0.25373788,0.01194814,2.00476569,3.44661220,1.77647836,0.06469019,2.23470222
-4.70335168,6.82975680,0.25432370,0.01196597,2.06396997,3.53819753,1.82079740,0.06682516,2.26523016
-4.69734867,6.97694344,0.25502031,0.01198644,2.12429171,3.63422688,1.86572836,0.06898708,2.29819365
-4.69134567,7.12919419,0.25586028,0.01201331,2.18549583,3.73436730,1.91113367,0.07116541,2.33370758
-4.68534267,7.28608669,0.25687426,0.01205029,2.24727196,3.83813304,1.95682387,0.07334793,2.37183626
-4.67933967,7.44697332,0.25808928,0.01210088,2.30922575,3.94486871,2.00254990,0.07552047,2.41258082
-4.67333667,7.61095638,0.25952702,0.01216819,2.37087374,4.05373873,2.04799796,0.07766696,2.45586830
-4.66733367,7.77687345,0.26120205,0.01225486,2.43164261,4.16372453,2.09278737,0.07976938,2.50154288
-4.66133067,7.94329458,0.26312034,0.01236287,2.49087322,4.27363029,2.13647204,0.08180794,2.54935997
-4.65532766,8.10853218,0.26527785,0.01249348,2.54782962,4.38209792,2.17854556,0.08376135,2.59898359
-4.64932466,8.27066420,0.26765957,0.01264709,2.60171302,4.48763105,2.21844989,0.08560722,2.64998731
-4.64332166,8.42756994,0.27023879,0.01282318,2.65168024,4.58862768,2.25558765,0.08732253,2.70185881
-4.63731866,8.57697766,0.27297689,0.01302031,2.69686624,4.68342038,2.28933730,0.08888424,2.75400811
-4.63131566,8.71652221,0.27582350,0.01323605,2.73640951,4.77032263,2.31907080,0.09027000,2.80577914
-4.62531266,8.84381032,0.27871723,0.01346707,2.76947956,4.84767942,2.34417292,0.09145881,2.85646428
-4.61930965,8.95649108,0.28158676,0.01370910,2.79530520,4.91391997,2.36406135,0.09243184,2.90532146
-4.61330665,9.05232849,0.28435247,0.01395712,2.81320222,4.96761047,2.37820667,0.09317311,2.95159302
-4.60730365,9.12927321,0.28692838,0.01420537,2.82259940,5.00750431,2.38615141,0.09367017,2.99452585
-4.60130065,9.18553026,0.28922455,0.01444760,2.82306157,5.03258781,2.38752708,0.09391474,3.03339187
-4.59529765,9.21962018,0.29114960,0.01467714,2.81430861,5.04211933,2.38206869,0.09390311,3.06750822
-4.58929465,9.23043085,0.29261357,0.01488718,2.79622970,5.03566020,2.36962587,0.09363649,3.09625649
-4.58329165,9.21725829,0.29353071,0.01507091,2.76889205,5.01309616,2.35017038,0.09312116,3.11910010
-4.57728864,9.17983466,0.29382235,0.01522178,2.73254395,4.97464844,2.32379955,0.09236844,3.13559949
-4.57128564,9.11834276,0.29341955,0.01533367,2.68761189,4.92087426,2.29073568,0.09139443,3.14542436
-4.56528264,9.03341666,0.29226551,0.01540117,2.63469214,4.85265681,2.25132148,0.09021964,3.14836271
-4.55927964,8.92612869,0.29031772,0.01541970,2.57453714,4.77118533,2.20601187,0.08886839,3.14432640
-4.55327664,8.79796363,0.28754951,0.01538573,2.50803743,4.67792617,2.15536255,0.08736807,3.13335299
-4.54727364,8.65078127,0.28395125,0.01529692,2.43619978,4.57458624,2.10001587,0.08574834,3.11560387
-4.54127064,8.48676905,0.27953087,0.01515220,2.36012265,4.46307016,2.04068471,0.08404016,3.09135885
-4.53526763,8.30838649,0.27431380,0.01495183,2.28096975,4.34543291,1.97813488,0.08227491,3.06100732
-4.52926463,8.11830346,0.26834241,0.01469742,2.19994275,4.22382951,1.91316685,0.08048336,3.02503644
-4.52326163,7.91933440,0.26167472,0.01439192,2.11825392,4.10046332,1.84659727,0.07869482,2.98401659
-4.51725863,7.71437043,0.25438269,0.01403946,2.03709955,3.97753456,1.77924101,0.07693629,2.93858483
-4.51125563,7.50631123,0.24655001,0.01364530,1.95763480,3.85719028,1.71189402,0.07523174,2.88942665
-4.50525263,7.29799861,0.23826948,0.01321560,1.88095054,3.74147701,1.64531752,0.07360158,2.83725673
-4.49924962,7.09215308,0.22964022,0.01275723,1.80805240,3.63229692,1.58022376,0.07206216,2.78279933
-4.49324662,6.89131507,0.22076462,0.01227754,1.73984259,3.53136837,1.51726362,0.07062556,2.72676884
