energy_ev,total_up,Al_p_up,Al_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,1.61649491,0.02914801,0.00000000,1.42919474,0.52648775,0.58953547,0.00000000
-5.99399700,1.54719439,0.02738145,0.00000000,1.38907978,0.49630659,0.56818639,0.00000000
-5.98799400,1.47698981,0.02577957,0.00000000,1.34620657,0.46633008,0.54627176,0.00000000
-5.98199100,1.40608008,0.02431221,0.00000000,1.30062032,0.43673385,0.52379373,0.00000000
-5.97598799,1.33467053,0.02295198,0.00000000,1.25240937,0.40767536,0.50076909,0.00000000
-5.96998499,1.26297824,0.02167478,0.00000000,1.20171221,0.37929393,0.47723237,0.00000000
-5.96398199,1.19123604,0.02046014,0.00000000,1.14872196,0.35171116,0.45323792,0.00000000
-5.95797899,1.11969498,0.01929141,0.00000000,1.09368805,0.32503173,0.42886085,0.00000000
-5.95197599,1.04862493,0.01815578,0.00000000,1.03691502,0.29934440,0.40419679,0.00000000
-5.94597299,0.97831342,0.01704409,0.00000000,0.97875844,0.27472314,0.37936057,0.00000000
-5.93996998,0.90906279,0.01595060,0.00000000,0.91961832,0.25122840,0.35448378,0.00000000
-5.93396698,0.84118583,0.01487261,0.00000000,0.85993037,0.22890830,0.32971156,0.00000000
-5.92796398,0.77500024,0.01380999,0.00000000,0.80015551,0.20779982,0.30519861,0.00000000
-5.92196098,0.71082221,0.01276477,0.00000000,0.74076836,0.18792998,0.28110489,0.00000000
-5.91595798,0.64895965,0.01174057,0.00000000,0.68224527,0.16931686,0.25759101,0.00000000
-5.90995498,0.58970549,0.01074214,0.00000000,0.62505241,0.15197063,0.23481381,0.00000000
-5.90395198,0.53333131,0.00977488,0.00000000,0.56963474,0.13589447,0.21292221,0.00000000
-5.89794897,0.48008194,0.00884445,0.00000000,0.51640611,0.12108554,0.19205357,0.00000000
-5.89194597,0.43017116,0.00795638,0.00000000,0.46574105,0.10753589,0.17233076,0.00000000
-5.88594297,0.38377874,0.00711580,0.00000000,0.41796852,0.09523343,0.15386008,0.00000000
-5.87993997,0.34104902,0.00632722,0.00000000,0.37336776,0.08416293,0.13672997,0.00000000
-5.87393697,0.30209104,0.00559438,0.00000000,0.33216628,0.07430709,0.12101070,0.00000000
-5.86793397,0.26698011,0.00492016,0.00000000,0.29453984,0.06564764,0.10675484,0.00000000
-5.86193097,0.23576064,0.00430662,0.00000000,0.26061440,0.05816646,0.09399851,0.00000000
-5.85592796,0.20845013,0.00375499,0.00000000,0.23046942,0.05184671,0.08276323,0.00000000
-5.84992496,0.18504380,0.00326585,0.00000000,0.20414252,0.04667394,0.07305833,0.00000000
-5.84392196,0.16551968,0.00283919,0.00000000,0.18163474,0.04263701,0.06488349,0.00000000
-5.83791896,0.14984384,0.00247464,0.00000000,0.16291628,0.03972898,0.05823156,0.00000000
-5.83191596,0.13797520,0.00217166,0.00000000,0.14793211,0.03794767,0.05309121,0.00000000
-5.82591296,0.12986979,0.00192977,0.00000000,0.13660718,0.03729602,0.04944937,0.00000000
-5.81990995,0.12548422,0.00174875,0.00000000,0.12885090,0.03778211,0.04729331,0.00000000
-5.81390695,0.12477788,0.00162889,0.00000000,0.12456066,0.03941881,0.04661219,0.00000000
-5.80790395,0.12771410,0.00157123,0.00000000,0.12362422,0.04222310,0.04739802,0.00000000
-5.80190095,0.13425990,0.00157780,0.00000000,0.12592098,0.04621498,0.04964608,0.00000000
-5.79589795,0.14438460,0.00165183,0.00000000,0.13132207,0.05141604,0.05335456,0.00000000
-5.78989495,0.15805722,0.00179800,0.00000000,0.13968950,0.05784779,0.05852373,0.00000000
-5.78389195,0.17524303,0.00202266,0.00000000,0.15087439,0.06552967,0.06515447,0.00000000
-5.77788894,0.19589945,0.00233404,0.00000000,0.16471484,0.07447701,0.07324645,0.00000000
-5.77188594,0.21997151,0.00274247,0.00000000,0.18103338,0.08469892,0.08279593,0.00000000
-5.76588294,0.24738751,0.00326053,0.00000000,0.19963466,0.09619625,0.09379348,0.00000000
-5.75987994,0.27805490,0.00390326,0.00000000,0.22030348,0.10895988,0.10622165,0.00000000
-5.75387694,0.31185700,0.00468827,0.00000000,0.24280370,0.12296920,0.12005286,0.00000000
-5.74787394,0.34865072,0.00563583,0.00000000,0.26687801,0.13819116,0.13524764,0.00000000
-5.74187094,0.38826566,0.00676889,0.00000000,0.29224910,0.15457979,0.15175335,0.00000000
-5.73586793,0.43050465,0.00811304,0.00000000,0.31862207,0.17207639,0.16950353,0.00000000
-5.72986493,0.47514589,0.00969638,0.00000000,0.34568833,0.19061028,0.18841796,0.00000000
-5.72386193,0.52194654,0.01154926,0.00000000,0.37313084,0.21010020,0.20840347,0.00000000
-5.71785893,0.57064785,0.01370391,0.00000000,0.40063045,0.23045623,0.22935549,0.00000000
-5.71185593,0.62098117,0.01619391,0.00000000,0.42787328,0.25158218,0.25116026,0.00000000
-5.70585293,0.67267493,0.01905353,0.00000000,0.45455864,0.27337824,0.27369767,0.00000000
-5.69984992,0.72546173,0.02231690,0.00000000,0.48040714,0.29574379,0.29684448,0.00000000
-5.69384692,0.77908535,0.02601704,0.00000000,0.50516860,0.31858009,0.32047776,0.00000000
-5.68784392,0.83330693,0.03018473,0.00000000,0.52862925,0.34179271,0.34447840,0.00000000
-5.68184092,0.88791002,0.03484727,0.00000000,0.55061778,0.36529349,0.36873430,0.00000000
-5.67583792,0.94270391,0.04002716,0.00000000,0.57101001,0.38900177,0.39314320,0.00000000
-5.66983492,0.99752501,0.04574069,0.00000000,0.58973166,0.41284494,0.41761480,0.00000000
-5.66383192,1.05223603,0.05199664,0.00000000,0.60675912,0.43675799,0.44207208,0.00000000
-5.65782891,1.10672289,0.05879490,0.00000000,0.62211819,0.46068227,0.46645163,0.00000000
-5.65182591,1.16088953,0.06612532,0.00000000,0.63588071,0.48456332,0.49070305,0.00000000
-5.64582291,1.21465082,0.07396677,0.00000000,0.64815916,0.50834801,0.51478725,0.00000000
-5.63981991,1.26792412,0.08228635,0.00000000,0.65909976,0.53198115,0.53867395,0.00000000
-5.63381691,1.32061991,0.09103903,0.00000000,0.66887404,0.55540172,0.56233836,0.00000000
-5.62781391,1.37263221,0.10016764,0.00000000,0.67766965,0.57853911,0.58575721,0.00000000
-5.62181091,1.42382947,0.10960316,0.00000000,0.68568063,0.60130960,0.60890462,0.00000000
-5.61580790,1.47404661,0.11926560,0.00000000,0.69309771,0.62361339,0.63174777,0.00000000
-5.60980490,1.52307876,0.12906514,0.00000000,0.70009909,0.64533243,0.65424283,0.00000000
-5.60380190,1.57067737,0.13890373,0.00000000,0.70684212,0.66632927,0.67633138,0.00000000
-5.59779890,1.61654887,0.14867707,0.00000000,0.71345623,0.68644717,0.69793758,0.00000000
-5.59179590,1.66035621,0.15827680,0.00000000,0.72003728,0.70551140,0.71896611,0.00000000
-5.58579290,1.70172327,0.16759294,0.00000000,0.72664370,0.72333193,0.73930134,0.00000000
