energy_ev,total_up,In_p_up,In_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.38769385,6.19983954,0.29852678,0.00941112,1.94546958,2.77620469,0.17993363,2.72559306
-5.38169085,6.25725350,0.30196444,0.00940802,1.96296786,2.79961609,0.18756381,2.75622474
-5.37568784,6.31609498,0.30471141,0.00943454,1.97935367,2.82466506,0.19493275,2.78766984
-5.36968484,6.37540127,0.30677468,0.00948897,1.99463708,2.85084268,0.20195530,2.81939592
-5.36368184,6.43433275,0.30817629,0.00956905,2.00886504,2.87771315,0.20854563,2.85099841
-5.35767884,6.49215503,0.30895059,0.00967195,2.02210553,2.90490993,0.21461810,2.88218886
-5.35167584,6.54821867,0.30914115,0.00979440,2.03443239,2.93212948,0.22008833,2.91277966
-5.34567284,6.60193903,0.30879773,0.00993267,2.04591200,2.95912359,0.22487440,2.94266678
-5.33966983,6.65277844,0.30797317,0.01008273,2.05659266,2.98569125,0.22889830,2.97181191
-5.33366683,6.70023255,0.30672072,0.01024027,2.06649734,3.01167090,0.23208748,3.00022528
-5.32766383,6.74382215,0.30509168,0.01040089,2.07562010,3.03693382,0.23437664,3.02795028
-5.32166083,6.78309125,0.30313357,0.01056014,2.08392633,3.06137903,0.23570945,3.05505057
-5.31565783,6.81761149,0.30088891,0.01071367,2.09135662,3.08493001,0.23604049,3.08160015
-5.30965483,6.84699224,0.29839456,0.01085737,2.09783374,3.10753321,0.23533696,3.10767652
-5.30365183,6.87089535,0.29568172,0.01098746,2.10327211,3.12915815,0.23358033,3.13335682
-5.29764882,6.88905304,0.29277637,0.01110060,2.10758885,3.14979861,0.23076773,3.15871638
-5.29164582,6.90128697,0.28970026,0.01119400,2.11071542,3.16947445,0.22691298,3.18382920
-5.28564282,6.90752663,0.28647219,0.01126548,2.11260901,3.18823335,0.22204723,3.20876945
-5.27963982,6.90782500,0.28310956,0.01131354,2.11326256,3.20615194,0.21621913,3.23361341
-5.27363682,6.90236990,0.27963001,0.01133741,2.11271271,3.22333570,0.20949444,3.25844090
-5.26763382,6.89148955,0.27605305,0.01133705,2.11104502,3.23991711,0.20195518,3.28333576
-5.26163082,6.87565146,0.27240155,0.01131313,2.10839599,3.25605201,0.19369821,3.30838472
-5.25562781,6.85545432,0.26870296,0.01126705,2.10495177,3.27191378,0.18483335,3.33367462
-5.24962481,6.83161291,0.26499029,0.01120085,2.10094347,3.28768569,0.17548110,3.35928775
-5.24362181,6.80493682,0.26130260,0.01111715,2.09663953,3.30355162,0.16577006,3.38529562
-5.23761881,6.77630399,0.25768508,0.01101910,2.09233557,3.31968560,0.15583408,3.41175145
-5.23161581,6.74663055,0.25418870,0.01091025,2.08834225,3.33624089,0.14580937,3.43868199
-5.22561281,6.71683867,0.25086935,0.01079452,2.08497210,3.35333908,0.13583156,3.46607924
-5.21960980,6.68782416,0.24778663,0.01067601,2.08252596,3.37106011,0.12603291,3.49389271
-5.21360680,6.66042547,0.24500217,0.01055899,2.08127989,3.38943370,0.11653973,3.52202304
-5.20760380,6.63539582,0.24257772,0.01044775,2.08147328,3.40843285,0.10747009,3.55031738
-5.20160080,6.61337960,0.24057291,0.01034653,2.08329877,3.42796989,0.09893184,3.57856706
-5.19559780,6.59489418,0.23904301,0.01025942,2.08689446,3.44789518,0.09102110,3.60650804
-5.18959480,6.58031746,0.23803653,0.01019032,2.09233883,3.46799883,0.08382104,3.63382399
-5.18359180,6.56988175,0.23759303,0.01014281,2.09964836,3.48801518,0.07740116,3.66015223
-5.17758879,6.56367339,0.23774104,0.01012014,2.10877801,3.50762984,0.07181687,3.68509214
-5.17158579,6.56163799,0.23849634,0.01012518,2.11962427,3.52648898,0.06710941,3.70821580
-5.16558279,6.56359024,0.23986070,0.01016031,2.13203057,3.54421026,0.06330607,3.72908025
-5.15957979,6.56922762,0.24182101,0.01022746,2.14579449,3.56039491,0.06042064,3.74724089
-5.15357679,6.57814669,0.24434907,0.01032801,2.16067654,3.57464035,0.05845403,3.76226529
-5.14757379,6.58986116,0.24740190,0.01046282,2.17640966,3.58655263,0.05739502,3.77374682
-5.14157079,6.60382054,0.25092277,0.01063216,2.19270917,3.59575837,0.05722113,3.78131750
-5.13556778,6.61942857,0.25484267,0.01083570,2.20928259,3.60191542,0.05789954,3.78465943
-5.12956478,6.63606075,0.25908238,0.01107254,2.22583880,3.60472218,0.05938811,3.78351455
-5.12356178,6.65308029,0.26355503,0.01134116,2.24209628,3.60392502,0.06163632,3.77769218
-5.11755878,6.66985233,0.26816886,0.01163946,2.25779015,3.59932394,0.06458644,3.76707425
-5.11155578,6.68575622,0.27283035,0.01196474,2.27267767,3.59077622,0.06817456,3.75161823
-5.10555278,6.70019587,0.27744727,0.01231377,2.28654244,3.57819828,0.07233179,3.73135763
-5.09954977,6.71260856,0.28193172,0.01268277,2.29919705,3.56156590,0.07698549,3.70640041
-5.09354677,6.72247221,0.28620301,0.01306754,2.31048444,3.54091298,0.08206050,3.67692543
-5.08754377,6.72931180,0.29019006,0.01346342,2.32027829,3.51632916,0.08748047,3.64317737
-5.08154077,6.73270507,0.29383350,0.01386546,2.32848245,3.48795653,0.09316922,3.60546042
-5.07553777,6.73228804,0.29708721,0.01426845,2.33503007,3.45598583,0.09905208,3.56413116
-5.06953477,6.72776043,0.29991932,0.01466702,2.33988253,3.42065216,0.10505719,3.51959102
-5.06353177,6.71889149,0.30231261,0.01505576,2.34302857,3.38223069,0.11111676,3.47227868
-5.05752876,6.70552611,0.30426450,0.01542932,2.34448406,3.34103231,0.11716825,3.42266282
-5.05152576,6.68759151,0.30578650,0.01578253,2.34429248,3.29739950,0.12315529,3.37123540
-5.04552276,6.66510424,0.30690331,0.01611051,2.34252655,3.25170244,0.12902856,3.31850585
-5.03951976,6.63817767,0.30765165,0.01640877,2.33929087,3.20433553,0.13474635,3.26499626
-5.03351676,6.60702965,0.30807899,0.01667332,2.33472587,3.15571424,0.14027492,3.21123782
-5.02751376,6.57199027,0.30824214,0.01690076,2.32901279,3.10627248,0.14558865,3.15776850
-5.02151076,6.53350942,0.30820602,0.01708837,2.32237958,3.05646044,0.15066991,3.10513205
-5.01550775,6.49216410,0.30804245,0.01723417,2.31510738,3.00674301,0.15550880,3.05387827
-5.00950475,6.44866497,0.30782924,0.01733698,2.30753728,2.95759867,0.16010265,3.00456438
-5.00350175,6.40386196,0.30764947,0.01739642,2.30007664,2.90951905,0.16445547,2.95775739
-4.99749875,6.35874845,0.30759091,0.01741297,2.29320450,2.86300888,0.16857727,2.91403700
-4.99149575,6.31446349,0.30774567,0.01738795,2.28747538,2.81858636,0.17248336,2.87399888
-4.98549275,6.27229132,0.30820990,0.01732349,2.28352067,2.77678373,0.17619370,2.83825753
-4.97948974,6.23365751,0.30908344,0.01722249,2.28204695,2.73814774,0.17973227,2.80744848
-4.97348674,6.20012070,0.31046929,0.01708859,2.28383046,2.70323961,0.18312651,2.78222882
-4.96748374,6.17335894,0.31247284,0.01692606,2.28970716,2.67263409,0.18640680,2.76327567
-4.96148074,6.15514964,0.31520063,0.01673975,2.30055786,2.64691710,0.18960603,2.75128171
-4.95547774,6.14734219,0.31875858,0.01653497,2.31728808,2.62668131,0.19275913,2.74694719
-4.94947474,6.15182242,0.32324965,0.01631736,2.34080265,2.61251925,0.19590265,2.75096787
-4.94347174,6.17046844,0.32877083,0.01609278,2.37197525,2.60501338,0.19907417,2.76401861
-4.93746873,6.20509785,0.33540957,0.01586714,2.41161346,2.60472299,0.20231169,2.78673238
-4.93146573,6.25740677,0.34323960,0.01564627,2.46042027,2.61216751,0.20565274,2.81967500
-4.92546273,6.32890190,0.35231647,0.01543577,2.51895330,2.62780673,0.20913338,2.86331616
-4.91945973,6.42082734,0.36267278,0.01524077,2.58758335,2.65201800,0.21278697,2.91799747
-4.91345673,6.53408872,0.37431357,0.01506587,2.66645420,2.68507138,0.21664270,2.98389905
-4.90745373,6.66917790,0.38721197,0.01491489,2.75544570,2.72710363,0.22072402,3.06100594
-4.90145073,6.82610176,0.40130553,0.01479075,2.85414252,2.77809234,0.22504697,3.14907654
-4.89544772,7.00431932,0.41649349,0.01469537,2.96181046,2.83783176,0.22961843,3.24761475
-4.88944472,7.20269123,0.43263522,0.01462950,3.07738270,2.90591193,0.23443461,3.35584804
-4.88344172,7.41944578,0.44955014,0.01459270,3.19945744,2.98170269,0.23947961,3.47271352
-4.87743872,7.65216494,0.46701929,0.01458328,3.32630840,3.06434432,0.24472444,3.59685350
-4.87143572,7.89779359,0.48478851,0.01459830,3.45590890,3.15274595,0.25012642,3.72662218
-4.86543272,8.15267365,0.50257344,0.01463363,3.58596957,3.24559296,0.25562916,3.86010422
-4.85942971,8.41260413,0.52006603,0.01468406,3.71398913,3.34136393,0.26116314,3.99514559
-4.85342671,8.67292656,0.53694248,0.01474342,3.83731690,3.43835729,0.26664700,4.12939632
-4.84742371,8.92863384,0.55287231,0.01480481,3.95322505,3.53472729,0.27198940,4.26036418
-4.84142071,9.17449939,0.56752809,0.01486079,4.05898784,3.62852829,0.27709155,4.38547760
-4.83541771,9.40522207,0.58059559,0.01490366,4.15196486,3.71776609,0.28185029,4.50215569
-4.82941471,9.61558144,0.59178372,0.01492570,4.22968476,3.80045418,0.28616157,4.60788249
-4.82341171,9.80059710,0.60083388,0.01491954,4.28992576,3.87467290,0.28992417,4.70028262
-4.81740870,9.95568541,0.60752830,0.01487832,4.33078957,3.93862877,0.29304358,4.77719497
-4.81140570,10.07680692,0.61169698,0.01479607,4.35076529,3.99071169,0.29543574,4.83674129
-4.80540270,10.16059813,0.61322287,0.01466786,4.34878043,4.02954724,0.29703059,4.87738666
-4.79939970,10.20448186,0.61204515,0.01449002,4.32423701,4.05404187,0.29777510,4.89798929
-4.79339670,10.20675136,0.60816051,0.01426033,4.27703093,4.06341895,0.29763578,4.89783732
-4.78739370,10.16662489,0.60162235,0.01397801,4.20755421,4.05724406,0.29660045,4.87667137
-4.78139070,10.08426838,0.59253805,0.01364387,4.11668004,4.03543839,0.29467914,4.83469163
-4.77538769,9.96078566,0.58106454,0.01326017,4.00573175,3.99827981,0.29190426,4.77254976
-4.76938469,9.79817716,0.56740240,0.01283062,3.87643723,3.94639161,0.28832974,4.69132583
-4.76338169,9.59926908,0.55178882,0.01236018,3.73087128,3.88071940,0.28402947,4.59249165
-4.75737869,9.36761664,0.53448983,0.01185491,3.57138854,3.80249748,0.27909484,4.47786227
-4.75137569,9.10738576,0.51579215,0.01132172,3.40055018,3.71320591,0.27363169,4.34953773
-4.74537269,8.82321834,0.49599495,0.01076815,3.22104743,3.61452051,0.26775666,4.20983773
-4.73936968,8.52008679,0.47540199,0.01020207,3.03562521,3.50825753,0.26159325,4.06123168
-4.73336668,8.20314360,0.45431425,0.00963144,2.84700871,3.39631556,0.25526750,3.90626705
-4.72736368,7.87757155,0.43302336,0.00906403,2.65783549,3.28061670,0.24890379,3.74749852
-4.72136068,7.54844002,0.41180589,0.00850720,2.47059520,3.16304937,0.24262067,3.58742033
-4.71535768,7.22057211,0.39091872,0.00796767,2.28757856,3.04541467,0.23652699,3.42840405
-4.70935468,6.89842654,0.37059529,0.00745134,2.11083653,2.92937813,0.23071849,3.27264344
-4.70335168,6.58599773,0.35104283,0.00696316,1.94215022,2.81642834,0.22527494,3.12210777
-4.69734867,6.28673612,0.33244053,0.00650704,1.78301145,2.70784358,0.22025796,2.97850458
-4.69134567,6.00349032,0.31493841,0.00608578,1.63461346,2.60466723,0.21570956,2.84325243
-4.68534267,5.73847152,0.29865686,0.00570108,1.49785099,2.50769243,0.21165143,2.71746364
-4.67933967,5.49323974,0.28368679,0.00535356,1.37332844,2.41745590,0.20808505,2.60193692
-4.67333667,5.26871090,0.27009019,0.00504283,1.26137491,2.33424071,0.20499252,2.49715933
-4.66733367,5.06518287,0.25790112,0.00476761,1.16206470,2.25808731,0.20233809,2.40331667
-4.66133067,4.88237831,0.24712704,0.00452581,1.07524185,2.18881198,0.20007028,2.32031136
-4.65532766,4.71950156,0.23775045,0.00431474,1.00054733,2.12603143,0.19812450,2.24778671
-4.64932466,4.57530662,0.22973086,0.00413119,0.93744787,2.06919247,0.19642606,2.18515623
-4.64332166,4.44817326,0.22300720,0.00397162,0.88526523,2.01760514,0.19489333,2.13163671
-4.63731866,4.33618804,0.21750046,0.00383233,0.84320521,1.97047804,0.19344112,2.08628396
-4.63131566,4.23722743,0.21311687,0.00370955,0.81038569,1.92695426,0.19198383,2.04802979
-4.62531266,4.14904011,0.20975144,0.00359964,0.78586334,1.88614678,0.19043858,2.01571924
-4.61930965,4.06932618,0.20729197,0.00349914,0.76865872,1.84717192,0.18872793,1.98814706
-4.61330665,3.99581100,0.20562341,0.00340487,0.75777954,1.80917991,0.18678226,1.96409245
-4.60730365,3.92631204,0.20463267,0.00331405,0.75224223,1.77138171,0.18454165,1.94235154
-4.60130065,3.85879738,0.20421353,0.00322429,0.75109165,1.73307147,0.18195733,1.92176679
-4.59529765,3.79143510,0.20427184,0.00313365,0.75341912,1.69364415,0.17899250,1.90125315
-4.58929465,3.72263284,0.20473059,0.00304064,0.75837876,1.65260834,0.17562278,1.87982043
-4.58329165,3.65106757,0.20553475,0.00294418,0.76520214,1.60959403,0.17183609,1.85659187
-4.57728864,3.57570566,0.20665573,0.00284364,0.77321114,1.56435588,0.16763215,1.83081883
-4.57128564,3.49581358,0.20809514,0.00273873,0.78182902,1.51677207,0.16302165,1.80189148
-4.56528264,3.41095988,0.20988763,0.00262951,0.79058929,1.46683947,0.15802517,1.76934574
-4.55927964,3.32100916,0.21210265,0.00251629,0.79914234,1.41466554,0.15267186,1.73286652
-4.55327664,3.22610868,0.21484485,0.00239964,0.80725941,1.36045763,0.14699802,1.69228737
-4.54727364,3.12666856,0.21825304,0.00228026,0.81483357,1.30451025,0.14104573,1.64758688
-4.54127064,3.02333624,0.22249746,0.00215899,0.82187753,1.24719100,0.13486136,1.59888192
-4.53526763,2.91696618,0.22777540,0.00203675,0.82851789,1.18892550,0.12849425,1.54641802
-4.52926463,2.80858535,0.23430514,0.00191446,0.83498588,1.13018197,0.12199547,1.49055724
-4.52326163,2.69935556,0.24231821,0.00179306,0.84160432,1.07145587,0.11541666,1.43176369
-4.51725863,2.59053332,0.25205022,0.00167346,0.84877114,1.01325473,0.10880905,1.37058723
-4.51125563,2.48342805,0.26373041,0.00155649,0.85693972,0.95608384,0.10222257,1.30764568
-4.50525263,2.37935979,0.27757028,0.00144294,0.86659646,0.90043265,0.09570510,1.24360598
-4.49924962,2.27961710,0.29375165,0.00133350,0.87823639,0.84676240,0.08930184,1.17916483
-4.49324662,2.18541658,0.31241468,0.00122877,0.89233763,0.79549505,0.08305476,1.11502937
-4.48724362,2.09786486,0.33364628,0.00112929,0.90933577,0.74700362,0.07700212,1.05189849
-4.48124062,2.01792450,0.35746946,0.00103548,0.92959919,0.70160423,0.07117812,0.99044524
-4.47523762,1.94638473,0.38383431,0.00094770,0.95340667,0.65955000,0.06561258,0.93130104
-4.46923462,1.88383840,0.41261099,0.00086623,0.98092826,0.62102676,0.06033071,0.87504207
-4.46323162,1.83066601,0.44358535,0.00079127,1.01221074,0.58615091,0.05535292,0.82217842
-4.45722861,1.78702756,0.47645752,0.00072297,1.04716836,0.55496941,0.05069482,0.77314617
-4.45122561,1.75286294,0.51084393,0.00066144,1.08557984,0.52746187,0.04636716,0.72830272
-4.44522261,1.72790088,0.54628279,0.00060674,1.12709179,0.50354485,0.04237596,0.68792542
-4.43921961,1.71167640,0.58224321,0.00055890,1.17122898,0.48307810,0.03872274,0.65221336
-4.43321661,1.70355622,0.61813776,0.00051793,1.21741089,0.46587280,0.03540475,0.62129203
-4.42721361,1.70277095,0.65333815,0.00048382,1.26497418,0.45170121,0.03241540,0.59522056
-4.42121061,1.70845298,0.68719360,0.00045657,1.31319988,0.44030777,0.02974472,0.57400077
-4.41520760,1.71967815,0.71905124,0.00043619,1.36134413,0.43142095,0.02737986,0.55758762
-4.40920460,1.73550924,0.74827777,0.00042267,1.40867086,0.42476554,0.02530567,0.54590000
-4.40320160,1.75503933,0.77428144,0.00041604,1.45448463,0.42007495,0.02350529,0.53883143
-4.39719860,1.77743259,0.79653358,0.00041635,1.49816184,0.41710287,0.02196073,0.53625956
-4.39119560,1.80196064,0.81458859,0.00042364,1.53917849,0.41563400,0.02065343,0.53805406
-4.38519260,1.82803246,0.82810153,0.00043799,1.57713289,0.41549327,0.01956476,0.54408208
-4.37918959,1.85521634,0.83684265,0.00045948,1.61176188,0.41655335,0.01867646,0.55421100
-4.37318659,1.88325276,0.84070795,0.00048820,1.64294957,0.41874001,0.01797096,0.56830819
-4.36718359,1.91205757,0.83972557,0.00052423,1.67072800,0.42203535,0.01743164,0.58623771
-4.36118059,1.94171548,0.83405754,0.00056763,1.69526958,0.42647862,0.01704297,0.60785422
-4.35517759,1.97246433,0.82399690,0.00061845,1.71687179,0.43216494,0.01679055,0.63299445
-4.34917459,2.00467124,0.80996035,0.00067668,1.73593488,0.43924174,0.01666106,0.66146698
-4.34317159,2.03880208,0.79247675,0.00074229,1.75293405,0.44790345,0.01664213,0.69304102
-4.33716858,2.07538637,0.77217206,0.00081516,1.76838767,0.45838452,0.01672217,0.72743522
-4.33116558,2.11497942,0.74975134,0.00089514,1.78282352,0.47095119,0.01689011,0.76430735
-4.32516258,2.15812425,0.72597852,0.00098197,1.79674505,0.48589223,0.01713525,0.80324615
-4.31915958,2.20531520,0.70165488,0.00107535,1.81059977,0.50350918,0.01744695,0.84376587
-4.31315658,2.25696536,0.67759688,0.00117489,1.82475152,0.52410604,0.01781450,0.88530467
-4.30715358,2.31337927,0.65461418,0.00128012,1.83945834,0.54797905,0.01822695,0.92722720
