energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,4.72225911,0.01040276,1.49537527,0.09592926,0.82667844,1.05480166,0.83355363
-5.99399700,4.69405873,0.01082728,1.48845757,0.09803172,0.82180494,1.04033952,0.83071830
-5.98799400,4.67111905,0.01126710,1.48217091,0.10005509,0.81926657,1.02614170,0.82847345
-5.98199100,4.65204825,0.01171608,1.47603911,0.10194473,0.81887840,1.01207220,0.82655855
-5.97598799,4.63533618,0.01216744,1.46956575,0.10364533,0.82040913,0.99799162,0.82469712
-5.96998499,4.61940755,0.01261384,1.46225322,0.10510244,0.82358690,0.98376557,0.82260636
-5.96398199,4.60267397,0.01304760,1.45362108,0.10626406,0.82810543,0.96927218,0.82000672
-5.95797899,4.58358387,0.01346082,1.44322330,0.10708215,0.83363064,0.95440841,0.81663088
-5.95197599,4.56066910,0.01384561,1.43066389,0.10751413,0.83980760,0.93909497,0.81223224
-5.94597299,4.53258741,0.01419428,1.41561041,0.10752420,0.84626800,0.92327984,0.80659241
-5.93996998,4.49815994,0.01449957,1.39780505,0.10708454,0.85263797,0.90694035,0.79952774
-5.93396698,4.45640276,0.01475486,1.37707294,0.10617621,0.85854631,0.89008377,0.79089472
-5.92796398,4.40655209,0.01495436,1.35332749,0.10478994,0.86363289,0.87274663,0.78059393
-5.92196098,4.34808240,0.01509332,1.32657261,0.10292648,0.86755721,0.85499269,0.76857267
-5.91595798,4.28071714,0.01516816,1.29690181,0.10059676,0.87000663,0.83690989,0.75482609
-5.90995498,4.20443192,0.01517661,1.26449429,0.09782168,0.87070428,0.81860641,0.73939674
-5.90395198,4.11945010,0.01511778,1.22960813,0.09463161,0.86941617,0.80020599,0.72237278
-5.89794897,4.02623130,0.01499223,1.19257113,0.09106557,0.86595741,0.78184297,0.70388473
-5.89194597,3.92545340,0.01480192,1.15376951,0.08717024,0.86019703,0.76365704,0.68410105
-5.88594297,3.81798883,0.01455017,1.11363523,0.08299865,0.85206158,0.74578831,0.66322270
-5.87993997,3.70487650,0.01424158,1.07263240,0.07860876,0.84153697,0.72837275,0.64147704
-5.87393697,3.58729058,0.01388186,1.03124342,0.07406193,0.82866882,0.71153830,0.61911114
-5.86793397,3.46650773,0.01347771,0.98995558,0.06942137,0.81356123,0.69540206,0.59638510
-5.86193097,3.34387415,0.01303655,0.94924872,0.06475053,0.79637402,0.68006851,0.57356543
-5.85592796,3.22077409,0.01256639,0.90958430,0.06011166,0.77731875,0.66562906,0.55091891
-5.84992496,3.09860092,0.01207556,0.87139654,0.05556442,0.75665365,0.65216281,0.52870718
-5.84392196,2.97873193,0.01157253,0.83508564,0.05116472,0.73467775,0.63973866,0.50718216
-5.83791896,2.86250756,0.01106567,0.80101346,0.04696365,0.71172461,0.62841848,0.48658251
-5.83191596,2.75121525,0.01056311,0.76950133,0.04300677,0.68815565,0.61826110,0.46713106
-5.82591296,2.64607809,0.01007255,0.74082995,0.03933349,0.66435367,0.60932697,0.44903330
-5.81990995,2.54824759,0.00960112,0.71524102,0.03597672,0.64071638,0.60168290,0.43247673
-5.81390695,2.45879998,0.00915531,0.69294004,0.03296272,0.61765043,0.59540663,0.41763084
-5.80790395,2.37873477,0.00874084,0.67409986,0.03031108,0.59556561,0.59059072,0.40464766
-5.80190095,2.30897465,0.00836260,0.65886433,0.02803491,0.57486961,0.58734530,0.39366243
-5.79589795,2.25036516,0.00802469,0.64735151,0.02614108,0.55596296,0.58579943,0.38479426
-5.78989495,2.20367305,0.00773029,0.63965606,0.02463059,0.53923420,0.58610064,0.37814649
-5.78389195,2.16958237,0.00748173,0.63585027,0.02349891,0.52505513,0.58841250,0.37380656
-5.77788894,2.14868728,0.00728050,0.63598359,0.02273650,0.51377599,0.59291024,0.37184522
-5.77188594,2.14148149,0.00712718,0.64008049,0.02232913,0.50572046,0.59977421,0.37231508
-5.76588294,2.14834400,0.00702155,0.64813686,0.02225837,0.50118041,0.60918176,0.37524841
-5.75987994,2.16952185,0.00696256,0.66011497,0.02250200,0.50041035,0.62129750,0.38065435
-5.75387694,2.20511057,0.00694834,0.67593757,0.02303437,0.50362172,0.63626265,0.38851578
-5.74787394,2.25503345,0.00697627,0.69548147,0.02382681,0.51097704,0.65418386,0.39878584
-5.74187094,2.31902139,0.00704295,0.71857131,0.02484801,0.52258412,0.67512227,0.41138470
-5.73586793,2.39659467,0.00714432,0.74497400,0.02606445,0.53849073,0.69908328,0.42619666
-5.72986493,2.48704857,0.00727563,0.77439463,0.02744081,0.55867985,0.72600780,0.44306802
-5.72386193,2.58944447,0.00743156,0.80647411,0.02894046,0.58306600,0.75576557,0.46180595
-5.71785893,2.70260784,0.00760629,0.84078934,0.03052596,0.61149295,0.78815094,0.48217869
-5.71185593,2.82513434,0.00779359,0.87685597,0.03215965,0.64373314,0.82288165,0.50391724
-5.70585293,2.95540482,0.00798692,0.91413404,0.03380424,0.67948913,0.85960078,0.52671858
-5.69984992,3.09160951,0.00817962,0.95203647,0.03542349,0.71839733,0.89788198,0.55025060
-5.69384692,3.23178118,0.00836498,0.98994029,0.03698288,0.76003406,0.93723797,0.57415854
-5.68784392,3.37383664,0.00853646,1.02720013,0.03845034,0.80392412,0.97713192,0.59807279
-5.68184092,3.51562532,0.00868780,1.06316361,0.03979688,0.84955154,1.01699156,0.62161787
-5.67583792,3.65498333,0.00881321,1.09718801,0.04099726,0.89637247,1.05622524,0.64442217
-5.66983492,3.78979094,0.00890750,1.12865744,0.04203058,0.94382976,1.09423944,0.66612815
-5.66383192,3.91803145,0.00896623,1.15699996,0.04288073,0.99136868,1.13045705,0.68640247
-5.65782891,4.03784873,0.00898582,1.18170381,0.04353678,1.03845329,1.16433553,0.70494581
-5.65182591,4.14760142,0.00896367,1.20233211,0.04399320,1.08458269,1.19538429,0.72150175
-5.64582291,4.24591121,0.00889815,1.21853546,0.04424990,1.12930654,1.22318056,0.73586450
-5.63981991,4.33170332,0.00878873,1.23006196,0.04431220,1.17223897,1.24738300,0.74788502
-5.63381691,4.40423744,0.00863590,1.23676429,0.04419050,1.21307040,1.26774267,0.75747538
-5.62781391,4.46312775,0.00844118,1.23860361,0.04389992,1.25157646,1.28411065,0.76461116
-5.62181091,4.50835137,0.00820702,1.23565026,0.04345969,1.28762377,1.29644236,0.76933172
-5.61580790,4.54024477,0.00793673,1.22808132,0.04289253,1.32117196,1.30479808,0.77173850
-5.60980490,4.55948856,0.00763437,1.21617513,0.04222377,1.35227211,1.30933997,0.77199130
-5.60380190,4.56708127,0.00730455,1.20030324,0.04148061,1.38106144,1.31032562,0.77030282
-5.59779890,4.56430343,0.00695235,1.18091995,0.04069113,1.40775458,1.30809842,0.76693169
-5.59179590,4.55267358,0.00658312,1.15855003,0.03988350,1.43263201,1.30307523,0.76217422
-5.58579290,4.53389808,0.00620234,1.13377500,0.03908509,1.45602605,1.29573187,0.75635534
-5.57978989,4.50981697,0.00581543,1.10721844,0.03832174,1.47830546,1.28658704,0.74981898
-5.57378689,4.48234803,0.00542767,1.07953078,0.03761708,1.49985922,1.27618527,0.74291837
-5.56778389,4.45343128,0.00504402,1.05137408,0.03699199,1.52108056,1.26507960,0.73600645
-5.56178089,4.42497604,0.00466905,1.02340703,0.03646423,1.54235204,1.25381470,0.72942690
-5.55577789,4.39881234,0.00430683,0.99627072,0.03604822,1.56403231,1.24291090,0.72350592
-5.54977489,4.37664818,0.00396089,0.97057531,0.03575490,1.58644533,1.23284984,0.71854506
-5.54377189,4.36003382,0.00363418,0.94688804,0.03559192,1.60987221,1.22406207,0.71481521
-5.53776888,4.35033366,0.00332907,0.92572259,0.03556374,1.63454611,1.21691704,0.71255189
-5.53176588,4.34870602,0.00304731,0.90753027,0.03567205,1.66064988,1.21171570,0.71195187
-5.52576288,4.35609060,0.00279013,0.89269285,0.03591619,1.68831632,1.20868576,0.71317099
-5.51975988,4.37320305,0.00255825,0.88151747,0.03629366,1.71763041,1.20797982,0.71632328
-5.51375688,4.40053573,0.00235190,0.87423349,0.03680065,1.74863309,1.20967600,0.72148111
-5.50775388,4.43836363,0.00217096,0.87099137,0.03743263,1.78132558,1.21378112,0.72867630
-5.50175088,4.48675419,0.00201499,0.87186367,0.03818489,1.81567369,1.22023596,0.73790204
-5.49574787,4.54558000,0.00188329,0.87684806,0.03905299,1.85161140,1.22892241,0.74911537
-5.48974487,4.61453301,0.00177501,0.88587221,0.04003325,1.88904310,1.23967198,0.76224022
-5.48374187,4.69313981,0.00168921,0.89880051,0.04112301,1.92784413,1.25227542,0.77717078
-5.47773887,4.78077693,0.00162491,0.91544241,0.04232093,1.96785968,1.26649290,0.79377507
-5.47173587,4.87668619,0.00158118,0.93556201,0.04362706,2.00890189,1.28206450,0.81189885
-5.46573287,4.97998998,0.00155719,0.95888888,0.04504293,2.05074586,1.29872063,0.83136953
-5.45972986,5.08970673,0.00155225,0.98512937,0.04657140,2.09312499,1.31619193,0.85200033
-5.45372686,5.20476702,0.00156586,1.01397844,0.04821653,2.13572657,1.33421871,0.87359459
-5.44772386,5.32403103,0.00159775,1.04513131,0.04998331,2.17818850,1.35255942,0.89595019
-5.44172086,5.44630784,0.00164792,1.07829465,0.05187738,2.22009799,1.37099822,0.91886421
-5.43571786,5.57037707,0.00171665,1.11319692,0.05390467,2.26099321,1.38935142,0.94213769
-5.42971486,5.69501322,0.00180452,1.14959736,0.05607097,2.30036844,1.40747284,0.96558053
-5.42371186,5.81901272,0.00191244,1.18729341,0.05838162,2.33768312,1.42525792,0.98901645
-5.41770885,5.94122321,0.00204164,1.22612621,0.06084108,2.37237506,1.44264669,1.01228778
-5.41170585,6.06057447,0.00219367,1.26598395,0.06345254,2.40387729,1.45962551,1.03526012
-5.40570285,6.17610979,0.00237040,1.30680298,0.06621767,2.43163830,1.47622757,1.05782647
-5.39969985,6.28701643,0.00257397,1.34856652,0.06913620,2.45514438,1.49253219,1.07991073
-5.39369685,6.39265345,0.00280680,1.39130117,0.07220580,2.47394314,1.50866283,1.10147035
-5.38769385,6.49257516,0.00307147,1.43507117,0.07542175,2.48766685,1.52478385,1.12249781
-5.38169085,6.58654843,0.00337074,1.47997074,0.07877688,2.49605383,1.54109599,1.14302088
-5.37568784,6.67456225,0.00370740,1.52611464,0.08226144,2.49896689,1.55783052,1.16310130
-5.36968484,6.75682820,0.00408420,1.57362750,0.08586306,2.49640712,1.57524211,1.18283204
-5.36368184,6.83377099,0.00450376,1.62263200,0.08956677,2.48852219,1.59360051,1.20233286
-5.35767884,6.90600848,0.00496838,1.67323654,0.09335513,2.47560821,1.61318094,1.22174435
-5.35167584,6.97432157,0.00547997,1.72552273,0.09720828,2.45810486,1.63425355,1.24122061
-5.34567284,7.03961445,0.00603986,1.77953307,0.10110423,2.43658366,1.65707184,1.26092064
-5.33966983,7.10286665,0.00664864,1.83525929,0.10501904,2.41172983,1.68186056,1.28099889
-5.33366683,7.16507858,0.00730607,1.89263167,0.10892716,2.38431841,1.70880311,1.30159516
-5.32766383,7.22721282,0.00801085,1.95150971,0.11280170,2.35518578,1.73802901,1.32282439
-5.32166083,7.29013367,0.00876059,2.01167453,0.11661483,2.32519788,1.76960163,1.34476661
-5.31565783,7.35454766,0.00955165,2.07282312,0.12033814,2.29521657,1.80350687,1.36745764
-5.30965483,7.42094776,0.01037909,2.13456497,0.12394295,2.26606575,1.83964300,1.39088089
-5.30365183,7.48956405,0.01123663,2.19642099,0.12740076,2.23849881,1.87781248,1.41496060
-5.29764882,7.56032323,0.01211668,2.25782520,0.13068345,2.21316875,1.91771602,1.43955706
-5.29164582,7.63281914,0.01301038,2.31812918,0.13376369,2.19060240,1.95894946,1.46446398
-5.28564282,7.70629619,0.01390773,2.37660942,0.13661511,2.17117976,2.00100400,1.48940825
-5.27963982,7.77964663,0.01479774,2.43247765,0.13921258,2.15511914,2.04326996,1.51405233
-5.27363682,7.85142273,0.01566865,2.48489412,0.14153229,2.14246892,2.08504448,1.53799923
-5.26763382,7.91986365,0.01650816,2.53298369,0.14355198,2.13310574,2.12554323,1.56080016
-5.26163082,7.98293681,0.01730373,2.57585457,0.14525100,2.12673950,2.16391598,1.58196457
-5.25562781,8.03839243,0.01804291,2.61261927,0.14661040,2.12292456,2.19926605,1.60097248
-5.24962481,8.08382982,0.01871367,2.64241743,0.14761306,2.12107669,2.23067296,1.61728872
-5.24362181,8.11677326,0.01930471,2.66443992,0.14824381,2.12049518,2.25721791,1.63037865
-5.23761881,8.13475478,0.01980581,2.67795336,0.14848956,2.12038901,2.27801122,1.63972486
-5.23161581,8.13540121,0.02020814,2.68232459,0.14833949,2.11990625,2.29222090,1.64484441
-5.22561281,8.11652222,0.02050451,2.67704387,0.14778532,2.11816563,2.29910123,1.64530586
-5.21960980,8.07619628,0.02068959,2.66174621,0.14682157,2.11428908,2.29802050,1.64074566
