energy_ev,total_up,Ru_p_up,Ru_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,2.76418860,1.83580786,1.16643711,0.16018050,0.00000000,1.42508663,0.00000000
-5.99399700,2.77283176,1.84351358,1.17094006,0.16909896,0.00000000,1.41848697,0.00000000
-5.98799400,2.77947802,1.84867762,1.17489815,0.17862548,0.00000000,1.40979490,0.00000000
-5.98199100,2.78458354,1.85158625,1.17850971,0.18869472,0.00000000,1.39936282,0.00000000
-5.97598799,2.78844182,1.85247260,1.18189403,0.19921648,0.00000000,1.38748143,0.00000000
-5.96998499,2.79116739,1.85150320,1.18508484,0.21007636,0.00000000,1.37436893,0.00000000
-5.96398199,2.79269040,1.84876959,1.18802862,0.22113752,0.00000000,1.36016529,0.00000000
-5.95797899,2.79276251,1.84428524,1.19058798,0.23224371,0.00000000,1.34493139,0.00000000
-5.95197599,2.79097319,1.83798776,1.19254986,0.24322325,0.00000000,1.32865308,0.00000000
-5.94597299,2.78677563,1.82974589,1.19363802,0.25389413,0.00000000,1.31124955,0.00000000
-5.93996998,2.77952045,1.81937068,1.19352912,0.26406985,0.00000000,1.29258533,0.00000000
-5.93396698,2.76849530,1.80662999,1.19187143,0.27356581,0.00000000,1.27248501,0.00000000
-5.92796398,2.75296797,1.79126534,1.18830523,0.28220598,0.00000000,1.25074977,0.00000000
-5.92196098,2.73223059,1.77300993,1.18248366,0.28982964,0.00000000,1.22717460,0.00000000
-5.91595798,2.70564250,1.75160700,1.17409293,0.29629761,0.00000000,1.20156529,0.00000000
-5.90995498,2.67266963,1.72682724,1.16287094,0.30149800,0.00000000,1.17375417,0.00000000
-5.90395198,2.63291808,1.69848459,1.14862313,0.30535085,0.00000000,1.14361387,0.00000000
-5.89794897,2.58616063,1.66644959,1.13123503,0.30781171,0.00000000,1.11106847,0.00000000
-5.89194597,2.53235475,1.63065973,1.11068075,0.30887363,0.00000000,1.07610162,0.00000000
-5.88594297,2.47165157,1.59112658,1.08702707,0.30856777,0.00000000,1.03876128,0.00000000
-5.87993997,2.40439556,1.54793941,1.06043316,0.30696227,0.00000000,0.99916132,0.00000000
-5.87393697,2.33111540,1.50126556,1.03114590,0.30415963,0.00000000,0.95747988,0.00000000
-5.86793397,2.25250665,1.45134766,0.99949123,0.30029255,0.00000000,0.91395503,0.00000000
-5.86193097,2.16940773,1.39849814,0.96586216,0.29551851,0.00000000,0.86887796,0.00000000
-5.85592796,2.08277037,1.34309159,0.93070397,0.29001331,0.00000000,0.82258457,0.00000000
-5.84992496,1.99362661,1.28555538,0.89449771,0.28396391,0.00000000,0.77544566,0.00000000
-5.84392196,1.90305399,1.22635934,0.85774267,0.27756092,0.00000000,0.72785676,0.00000000
-5.83791896,1.81214087,1.16600496,0.82093888,0.27099104,0.00000000,0.68022777,0.00000000
-5.83191596,1.72195366,1.10501465,0.78457057,0.26442998,0.00000000,0.63297325,0.00000000
-5.82591296,1.63350758,1.04392172,0.74909133,0.25803604,0.00000000,0.58650369,0.00000000
-5.81990995,1.54774222,0.98326133,0.71491177,0.25194487,0.00000000,0.54121809,0.00000000
-5.81390695,1.46550301,0.92356283,0.68239013,0.24626540,0.00000000,0.49749819,0.00000000
-5.80790395,1.38752923,0.86534372,0.65182637,0.24107741,0.00000000,0.45570433,0.00000000
-5.80190095,1.31444886,0.80910535,0.62345978,0.23643062,0.00000000,0.41617324,0.00000000
-5.79589795,1.24678019,0.75533025,0.59747014,0.23234544,0.00000000,0.37921737,0.00000000
-5.78989495,1.18493972,0.70448129,0.57398235,0.22881527,0.00000000,0.34512581,0.00000000
-5.78389195,1.12925552,0.65700213,0.55307384,0.22581019,0.00000000,0.31416650,0.00000000
-5.77788894,1.07998494,0.61331891,0.53478450,0.22328174,0.00000000,0.28658934,0.00000000
-5.77188594,1.03733539,0.57384280,0.51912828,0.22116869,0.00000000,0.26262990,0.00000000
-5.76588294,1.00148654,0.53897283,0.50610566,0.21940320,0.00000000,0.24251332,0.00000000
-5.75987994,0.97261245,0.50909870,0.49571621,0.21791721,0.00000000,0.22645797,0.00000000
-5.75387694,0.95090183,0.48460294,0.48797035,0.21664858,0.00000000,0.21467835,0.00000000
-5.74787394,0.93657505,0.46586196,0.48289947,0.21554663,0.00000000,0.20738700,0.00000000
-5.74187094,0.92989624,0.45324546,0.48056373,0.21457683,0.00000000,0.20479487,0.00000000
-5.73586793,0.93117943,0.44711381,0.48105675,0.21372425,0.00000000,0.20710996,0.00000000
-5.72986493,0.94078784,0.44781294,0.48450694,0.21299569,0.00000000,0.21453386,0.00000000
-5.72386193,0.95912559,0.45566668,0.49107498,0.21242026,0.00000000,0.22725627,0.00000000
-5.71785893,0.98662189,0.47096628,0.50094753,0.21204845,0.00000000,0.24544715,0.00000000
-5.71185593,1.02370799,0.49395730,0.51432715,0.21194969,0.00000000,0.26924696,0.00000000
-5.70585293,1.07078752,0.52482418,0.53141899,0.21220856,0.00000000,0.29875493,0.00000000
-5.69984992,1.12820156,0.56367291,0.55241470,0.21291987,0.00000000,0.33401601,0.00000000
-5.69384692,1.19619003,0.61051257,0.57747433,0.21418288,0.00000000,0.37500677,0.00000000
-5.68784392,1.27485132,0.66523655,0.60670727,0.21609490,0.00000000,0.42162123,0.00000000
-5.68184092,1.36410246,0.72760467,0.64015323,0.21874489,0.00000000,0.47365711,0.00000000
-5.67583792,1.46364218,0.79722707,0.67776435,0.22220711,0.00000000,0.53080355,0.00000000
-5.66983492,1.57291932,0.87355144,0.71938968,0.22653545,0.00000000,0.59263113,0.00000000
-5.66383192,1.69110895,0.95585446,0.76476299,0.23175861,0.00000000,0.65858512,0.00000000
-5.65782891,1.81709831,1.04323878,0.81349503,0.23787655,0.00000000,0.72798263,0.00000000
-5.65182591,1.94948426,1.13463635,0.86507089,0.24485833,0.00000000,0.80001465,0.00000000
-5.64582291,2.08658357,1.22881882,0.91885313,0.25264159,0.00000000,0.87375318,0.00000000
-5.63981991,2.22645657,1.32441531,0.97409083,0.26113357,0.00000000,0.94816397,0.00000000
-5.63381691,2.36694420,1.41993762,1.02993465,0.27021387,0.00000000,1.02212473,0.00000000
