energy_ev,total_up,As_p_up,As_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,4.96424589,0.34984019,0.00000000,1.36687582,2.47409133,2.01539424,0.00000000
-5.99399700,4.94984222,0.33953818,0.00000000,1.37027178,2.47284312,1.99949363,0.00000000
-5.98799400,4.93834474,0.32998724,0.00000000,1.37599234,2.47199546,1.98548267,0.00000000
-5.98199100,4.93000813,0.32123699,0.00000000,1.38400644,2.47159439,1.97360335,0.00000000
-5.97598799,4.92471058,0.31329944,0.00000000,1.39412395,2.47153868,1.96390696,0.00000000
-5.96998499,4.92194686,0.30614969,0.00000000,1.40599784,2.47157612,1.95625140,0.00000000
-5.96398199,4.92084202,0.29972825,0.00000000,1.41913435,2.47130842,1.95030840,0.00000000
-5.95797899,4.92018518,0.29394497,0.00000000,1.43291072,2.47020481,1.94558020,0.00000000
-5.95197599,4.91848246,0.28868414,0.00000000,1.44659977,2.46762389,1.94142495,0.00000000
-5.94597299,4.91402658,0.28381069,0.00000000,1.45940013,2.46284294,1.93708981,0.00000000
-5.93996998,4.90498002,0.27917711,0.00000000,1.47047067,2.45509338,1.93174989,0.00000000
-5.93396698,4.88946803,0.27463066,0.00000000,1.47896756,2.44360077,1.92455145,0.00000000
-5.92796398,4.86567689,0.27002065,0.00000000,1.48408223,2.42762752,1.91465720,0.00000000
-5.92196098,4.83195307,0.26520539,0.00000000,1.48507820,2.40651622,1.90129157,0.00000000
-5.91595798,4.78689832,0.26005851,0.00000000,1.48132542,2.37973158,1.88378389,0.00000000
-5.90995498,4.72945653,0.25447438,0.00000000,1.47233028,2.34689877,1.86160760,0.00000000
-5.90395198,4.65898799,0.24837254,0.00000000,1.45776000,2.30783644,1.83441364,0.00000000
-5.89794897,4.57532795,0.24170075,0.00000000,1.43746054,2.26258273,1.80205676,0.00000000
-5.89194597,4.47882666,0.23443688,0.00000000,1.41146717,2.21141292,1.76461367,0.00000000
-5.88594297,4.37036915,0.22658939,0.00000000,1.38000746,2.15484787,1.72239234,0.00000000
-5.87993997,4.25137412,0.21819656,0.00000000,1.34349670,2.09365274,1.67593233,0.00000000
-5.87393697,4.12377180,0.20932461,0.00000000,1.30252623,2.02882598,1.62599629,0.00000000
-5.86793397,3.98996213,0.20006478,0.00000000,1.25784521,1.96157896,1.57355313,0.00000000
-5.86193097,3.85275481,0.19052957,0.00000000,1.21033696,1.89330703,1.51975374,0.00000000
-5.85592796,3.71529385,0.18084845,0.00000000,1.16099080,1.82555304,1.46590038,0.00000000
-5.84992496,3.58096962,0.17116314,0.00000000,1.11087086,1.75996492,1.41341098,0.00000000
-5.84392196,3.45332170,0.16162276,0.00000000,1.06108292,1.69824861,1.36377971,0.00000000
-5.83791896,3.33593605,0.15237901,0.00000000,1.01274083,1.64211831,1.31853526,0.00000000
-5.83191596,3.23234014,0.14358162,0.00000000,0.96693341,1.59324556,1.27919824,0.00000000
-5.82591296,3.14589938,0.13537416,0.00000000,0.92469327,1.55320912,1.24723889,0.00000000
-5.81990995,3.07971819,0.12789036,0.00000000,0.88696818,1.52344696,1.22403658,0.00000000
-5.81390695,3.03654857,0.12125107,0.00000000,0.85459603,1.50521221,1.21084174,0.00000000
-5.80790395,3.01870868,0.11556178,0.00000000,0.82828376,1.49953408,1.20874161,0.00000000
-5.80190095,3.02801367,0.11091083,0.00000000,0.80859082,1.50718505,1.21863019,0.00000000
-5.79589795,3.06572038,0.10736828,0.00000000,0.79591733,1.52865524,1.24118319,0.00000000
-5.78989495,3.13248725,0.10498528,0.00000000,0.79049699,1.56413453,1.27683835,0.00000000
-5.78389195,3.22835010,0.10379397,0.00000000,0.79239477,1.61350295,1.32578157,0.00000000
-5.77788894,3.35271447,0.10380783,0.00000000,0.80150909,1.67632952,1.38793881,0.00000000
-5.77188594,3.50436407,0.10502234,0.00000000,0.81757830,1.75187954,1.46297398,0.00000000
-5.76588294,3.68148532,0.10741587,0.00000000,0.84019089,1.83913005,1.55029277,0.00000000
-5.75987994,3.88170673,0.11095075,0.00000000,0.86879927,1.93679291,1.64905202,0.00000000
-5.75387694,4.10215218,0.11557436,0.00000000,0.90273632,2.04334495,1.75817453,0.00000000
-5.74787394,4.33950620,0.12122033,0.00000000,0.94123429,2.15706408,1.87636878,0.00000000
-5.74187094,4.59008951,0.12780958,0.00000000,0.98344545,2.27607040,2.00215295,0.00000000
-5.73586793,4.84994245,0.13525143,0.00000000,1.02846377,2.39837109,2.13388278,0.00000000
-5.72986493,5.11491390,0.14344458,0.00000000,1.07534721,2.52190756,2.26978228,0.00000000
-5.72386193,5.38075296,0.15227797,0.00000000,1.12313966,2.64460350,2.40797680,0.00000000
-5.71785893,5.64320085,0.16163177,0.00000000,1.17089236,2.76441248,2.54652734,0.00000000
-5.71185593,5.89808037,0.17137824,0.00000000,1.21768380,2.87936338,2.68346549,0.00000000
-5.70585293,6.14138031,0.18138269,0.00000000,1.26263799,2.98760263,2.81682813,0.00000000
-5.69984992,6.36933288,0.19150460,0.00000000,1.30494046,3.08743179,2.94469119,0.00000000
-5.69384692,6.57848189,0.20159885,0.00000000,1.34385177,3.17733963,3.06520167,0.00000000
-5.68784392,6.76574060,0.21151721,0.00000000,1.37871824,3.25602786,3.17660765,0.00000000
-5.68184092,6.92843793,0.22111004,0.00000000,1.40897994,3.32243003,3.27728564,0.00000000
-5.67583792,7.06435269,0.23022832,0.00000000,1.43417582,3.37572338,3.36576504,0.00000000
-5.66983492,7.17173560,0.23872583,0.00000000,1.45394609,3.41533360,3.44074949,0.00000000
-5.66383192,7.24931960,0.24646172,0.00000000,1.46803222,3.44093292,3.50113501,0.00000000
-5.65782891,7.29631910,0.25330311,0.00000000,1.47627458,3.45243198,3.54602485,0.00000000
-5.65182591,7.31241921,0.25912793,0.00000000,1.47860827,3.44996621,3.57474099,0.00000000
-5.64582291,7.29775603,0.26382767,0.00000000,1.47505729,3.43387754,3.58683237,0.00000000
-5.63981991,7.25288962,0.26731007,0.00000000,1.46572764,3.40469248,3.58207969,0.00000000
-5.63381691,7.17877064,0.26950160,0.00000000,1.45079936,3.36309738,3.56049683,0.00000000
-5.62781391,7.07670223,0.27034960,0.00000000,1.43051821,3.30991205,3.52232881,0.00000000
-5.62181091,6.94829825,0.26982386,0.00000000,1.40518684,3.24606249,3.46804607,0.00000000
-5.61580790,6.79543907,0.26791780,0.00000000,1.37515605,3.17255366,3.39833520,0.00000000
-5.60980490,6.62022573,0.26464881,0.00000000,1.34081599,3.09044311,3.31408584,0.00000000
-5.60380190,6.42493366,0.26005806,0.00000000,1.30258765,3.00081594,3.21637391,0.00000000
-5.59779890,6.21196637,0.25420951,0.00000000,1.26091462,2.90476187,3.10644121,0.00000000
-5.59179590,5.98381013,0.24718821,0.00000000,1.21625520,2.80335464,2.98567157,0.00000000
-5.58579290,5.74299019,0.23909797,0.00000000,1.16907493,2.69763423,2.85556405,0.00000000
