energy_ev,total_up,Ag_p_up,Ag_d_up,As_p_up,As_d_up,Te_p_up,Te_d_up
-6.00000000,2.27523534,0.28840174,1.98036142,0.05501371,0.00000000,0.17765706,0.00000000
-5.99399700,2.16430763,0.28959956,1.87698129,0.05445697,0.00000000,0.17128099,0.00000000
-5.98799400,2.05827457,0.29032544,1.77841561,0.05371026,0.00000000,0.16515161,0.00000000
-5.98199100,1.95791725,0.29056986,1.68538367,0.05278377,0.00000000,0.15932009,0.00000000
-5.97598799,1.86384281,0.29032575,1.59844121,0.05169094,0.00000000,0.15382608,0.00000000
-5.96998499,1.77648765,0.28958888,1.51798295,0.05044819,0.00000000,0.14869834,0.00000000
-5.96398199,1.69612792,0.28835856,1.44425166,0.04907464,0.00000000,0.14395586,0.00000000
-5.95797899,1.62289611,0.28663858,1.37735281,0.04759174,0.00000000,0.13960956,0.00000000
-5.95197599,1.55680268,0.28443851,1.31727372,0.04602294,0.00000000,0.13566435,0.00000000
-5.94597299,1.49776141,0.28177508,1.26390610,0.04439327,0.00000000,0.13212141,0.00000000
-5.93996998,1.44561698,0.27867398,1.21707055,0.04272902,0.00000000,0.12898077,0.00000000
-5.93396698,1.40017327,0.27517159,1.17654188,0.04105744,0.00000000,0.12624377,0.00000000
-5.92796398,1.36122103,0.27131689,1.14207373,0.03940638,0.00000000,0.12391554,0.00000000
-5.92196098,1.32856338,0.26717323,1.11342146,0.03780412,0.00000000,0.12200719,0.00000000
-5.91595798,1.30203799,0.26281985,1.09036214,0.03627905,0.00000000,0.12053762,0.00000000
-5.90995498,1.28153483,0.25835311,1.07271067,0.03485957,0.00000000,0.11953494,0.00000000
-5.90395198,1.26700854,0.25388709,1.06033147,0.03357384,0.00000000,0.11903725,0.00000000
-5.89794897,1.25848510,0.24955365,1.05314512,0.03244961,0.00000000,0.11909285,0.00000000
-5.89194597,1.25606212,0.24550163,1.05112982,0.03151405,0.00000000,0.11975974,0.00000000
-5.88594297,1.25990314,0.24189521,1.05431776,0.03079345,0.00000000,0.12110436,0.00000000
-5.87993997,1.27022592,0.23891136,1.06278655,0.03031298,0.00000000,0.12319976,0.00000000
-5.87393697,1.28728545,0.23673634,1.07664635,0.03009632,0.00000000,0.12612299,0.00000000
-5.86793397,1.31135253,0.23556131,1.09602349,0.03016526,0.00000000,0.12995199,0.00000000
-5.86193097,1.34268883,0.23557716,1.12104124,0.03053916,0.00000000,0.13476198,0.00000000
-5.85592796,1.38151970,0.23696859,1.15179899,0.03123444,0.00000000,0.14062148,0.00000000
-5.84992496,1.42800606,0.23990777,1.18835074,0.03226392,0.00000000,0.14758818,0.00000000
-5.84392196,1.48221664,0.24454760,1.23068406,0.03363620,0.00000000,0.15570478,0.00000000
-5.83791896,1.54410194,0.25101506,1.27870051,0.03535498,0.00000000,0.16499500,0.00000000
-5.83191596,1.61347117,0.25940460,1.33219858,0.03741840,0.00000000,0.17545988,0.00000000
-5.82591296,1.68997330,0.26977209,1.39085987,0.03981843,0.00000000,0.18707465,0.00000000
-5.81990995,1.77308319,0.28212952,1.45423933,0.04254040,0.00000000,0.19978631,0.00000000
-5.81390695,1.86209353,0.29644060,1.52175997,0.04556255,0.00000000,0.21351200,0.00000000
-5.80790395,1.95611327,0.31261767,1.59271251,0.04885584,0.00000000,0.22813828,0.00000000
-5.80190095,2.05407263,0.33052001,1.66626006,0.05238387,0.00000000,0.24352151,0.00000000
-5.79589795,2.15473498,0.34995367,1.74144772,0.05610310,0.00000000,0.25948928,0.00000000
-5.78989495,2.25671521,0.37067305,1.81721711,0.05996323,0.00000000,0.27584286,0.00000000
-5.78389195,2.35850434,0.39238421,1.89242521,0.06390785,0.00000000,0.29236077,0.00000000
-5.77788894,2.45849958,0.41474991,1.96586719,0.06787540,0.00000000,0.30880321,0.00000000
-5.77188594,2.55503915,0.43739632,2.03630249,0.07180024,0.00000000,0.32491740,0.00000000
