energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-2.83641821,3.76885209,0.48887348,1.94318243,0.01372057,0.05788654,0.13363519,1.69355307,0.01251692,0.12579473
-2.83041521,3.82988801,0.49086746,1.94869336,0.01421895,0.05946205,0.13731274,1.74525037,0.01264920,0.12752753
-2.82441221,3.88474333,0.49159151,1.94906463,0.01466166,0.06078386,0.14066219,1.79642301,0.01272828,0.12922028
-2.81840920,3.93330349,0.49108865,1.94447435,0.01504523,0.06183607,0.14365708,1.84683452,0.01275247,0.13087128
-2.81240620,3.97562861,0.48942793,1.93522369,0.01536772,0.06260962,0.14628074,1.89628719,0.01272136,0.13248372
-2.80640320,4.01194817,0.48670368,1.92173215,0.01562877,0.06310281,0.14852676,1.94461979,0.01263592,0.13406510
-2.80040020,4.04264966,0.48303438,1.90452965,0.01582956,0.06332146,0.15039911,1.99170320,0.01249849,0.13562658
-2.79439720,4.06826155,0.47856066,1.88424535,0.01597269,0.06327890,0.15191166,2.03743414,0.01231268,0.13718206
-2.78839420,4.08943081,0.47344277,1.86159331,0.01606200,0.06299573,0.15308746,2.08172739,0.01208331,0.13874722
-2.78239120,4.10689615,0.46785735,1.83735528,0.01610238,0.06249931,0.15395742,2.12450721,0.01181623,0.14033844
-2.77638819,4.12145785,0.46199354,1.81236084,0.01609945,0.06182306,0.15455873,2.16569857,0.01151816,0.14197176
-2.77038519,4.13394566,0.45604865,1.78746562,0.01605930,0.06100565,0.15493300,2.20521893,0.01119645,0.14366179
-2.76438219,4.14518631,0.45022338,1.76352816,0.01598814,0.06008992,0.15512416,2.24297141,0.01085885,0.14542072
-2.75837919,4.15597230,0.44471678,1.74138614,0.01589203,0.05912187,0.15517637,2.27883995,0.01051325,0.14725753
-2.75237619,4.16703325,0.43972114,1.72183293,0.01577657,0.05814942,0.15513193,2.31268697,0.01016746,0.14917720
-2.74637319,4.17901143,0.43541699,1.70559524,0.01564666,0.05722132,0.15502932,2.34435400,0.00982894,0.15118036
-2.74037019,4.19244235,0.43196834,1.69331275,0.01550627,0.05638594,0.15490162,2.37366521,0.00950457,0.15326292
-2.73436718,4.20774122,0.42951835,1.68552040,0.01535835,0.05569021,0.15477513,2.40043380,0.00920053,0.15541614
-2.72836418,4.22519562,0.42818563,1.68263410,0.01520468,0.05517857,0.15466855,2.42447078,0.00892207,0.15762678
-2.72236118,4.24496424,0.42806115,1.68494031,0.01504591,0.05489211,0.15459248,2.44559553,0.00867343,0.15987755
-2.71635818,4.26708130,0.42920603,1.69258973,0.01488160,0.05486766,0.15454948,2.46364737,0.00845781,0.16214771
-2.71035518,4.29146589,0.43165008,1.70559540,0.01471032,0.05513720,0.15453456,2.47849717,0.00827730,0.16441378
-2.70435218,4.31793504,0.43539117,1.72383505,0.01452982,0.05572716,0.15453603,2.49005799,0.00813293,0.16665038
-2.69834917,4.34621958,0.44039549,1.74705750,0.01433723,0.05665803,0.15453674,2.49829397,0.00802475,0.16883110
-2.69234617,4.37598124,0.44659854,1.77489277,0.01412934,0.05794392,0.15451559,2.50322658,0.00795189,0.17092934
-2.68634317,4.40683008,0.45390678,1.80686536,0.01390276,0.05959236,0.15444916,2.50493762,0.00791272,0.17291913
-2.68034017,4.43834096,0.46220005,1.84241011,0.01365428,0.06160405,0.15431344,2.50356862,0.00790498,0.17477585
-2.67433717,4.47006836,0.47133438,1.88089002,0.01338103,0.06397285,0.15408557,2.49931663,0.00792597,0.17647689
-2.66833417,4.50155896,0.48114543,1.92161527,0.01308074,0.06668577,0.15374538,2.49242639,0.00797264,0.17800210
-2.66233117,4.53236155,0.49145220,1.96386290,0.01275191,0.06972308,0.15327681,2.48317957,0.00804185,0.17933423
-2.65632816,4.56203454,0.50206117,2.00689630,0.01239398,0.07305861,0.15266899,2.47188163,0.00813041,0.18045918
-2.65032516,4.59015098,0.51277058,2.04998413,0.01200737,0.07665999,0.15191709,2.45884716,0.00823531,0.18136618
-2.64432216,4.61630181,0.52337503,2.09241803,0.01159360,0.08048916,0.15102274,2.44438480,0.00835374,0.18204791
-2.63831916,4.64009777,0.53367010,2.13352867,0.01115525,0.08450293,0.14999415,2.42878262,0.00848321,0.18250053
-2.63231616,4.66117057,0.54345705,2.17269983,0.01069592,0.08865360,0.14884586,2.41229495,0.00862159,0.18272371
-2.62631316,4.67917405,0.55254751,2.20938022,0.01022015,0.09288981,0.14759817,2.39513165,0.00876713,0.18272058
-2.62031016,4.69378564,0.56076799,2.24309284,0.00973328,0.09715731,0.14627627,2.37745025,0.00891847,0.18249778
-2.61430715,4.70470870,0.56796424,2.27344175,0.00924133,0.10139999,0.14490918,2.35935166,0.00907458,0.18206536
-2.60830415,4.71167582,0.57400517,2.30011629,0.00875077,0.10556083,0.14352844,2.34087949,0.00923471,0.18143676
-2.60230115,4.71445313,0.57878631,2.32289268,0.00826837,0.10958291,0.14216680,2.32202306,0.00939833,0.18062871
-2.59629815,4.71284542,0.58223273,2.34163316,0.00780099,0.11341050,0.14085670,2.30272364,0.00956504,0.17966117
-2.59029515,4.70670183,0.58430112,2.35628289,0.00735536,0.11699002,0.13962899,2.28288368,0.00973448,0.17855705
-2.58429215,4.69592156,0.58498106,2.36686461,0.00693792,0.12027104,0.13851152,2.26237810,0.00990625,0.17734199
-2.57828914,4.68045918,0.58429534,2.37347162,0.00655460,0.12320712,0.13752801,2.24106703,0.01007978,0.17604394
-2.57228614,4.66032898,0.58229929,2.37625907,0.00621068,0.12575665,0.13669705,2.21880911,0.01025435,0.17469272
-2.56628314,4.63560787,0.57907900,2.37543418,0.00591062,0.12788355,0.13603137,2.19547457,0.01042893,0.17331932
-2.56028014,4.60643652,0.57474861,2.37124549,0.00565798,0.12955776,0.13553734,2.17095720,0.01060223,0.17195527
-2.55427714,4.57301837,0.56944658,2.36397177,0.00545524,0.13075574,0.13521471,2.14518479,0.01077264,0.17063176
-2.54827414,4.53561657,0.56333123,2.35391078,0.00530383,0.13146074,0.13505676,2.11812729,0.01093827,0.16937885
-2.54227114,4.49454880,0.55657552,2.34136841,0.00520400,0.13166299,0.13505061,2.08980254,0.01109693,0.16822456
-2.53626813,4.45018036,0.54936146,2.32664855,0.00515484,0.13135973,0.13517785,2.06027936,0.01124629,0.16719405
-2.53026513,4.40291589,0.54187435,2.31004403,0.00515432,0.13055513,0.13541546,2.02967804,0.01138384,0.16630888
-2.52426213,4.35319025,0.53429695,2.29182903,0.00519926,0.12926016,0.13573687,1.99816847,0.01150706,0.16558645
-2.51825913,4.30145934,0.52680420,2.27225318,0.00528548,0.12749226,0.13611325,1.96596613,0.01161352,0.16503957
-2.51225613,4.24819128,0.51955832,2.25153765,0.00540784,0.12527504,0.13651495,1.93332662,0.01170092,0.16467635
-2.50625313,4.19385893,0.51270489,2.22987346,0.00556040,0.12263776,0.13691294,1.90053896,0.01176731,0.16450031
-2.50025013,4.13893409,0.50636991,2.20742189,0.00573655,0.11961491,0.13728033,1.86791834,0.01181108,0.16451079
-2.49424712,4.08388388,0.50065801,2.18431730,0.00592921,0.11624557,0.13759386,1.83579884,0.01183113,0.16470367
-2.48824412,4.02916968,0.49565196,2.16067202,0.00613096,0.11257279,0.13783523,1.80452647,0.01182693,0.16507229
-2.48224112,3.97524869,0.49141336,2.13658325,0.00633432,0.10864293,0.13799235,1.77445284,0.01179853,0.16560869
-2.47623812,3.92257776,0.48798456,2.11214161,0.00653188,0.10450490,0.13806030,1.74592987,0.01174666,0.16630487
-2.47023512,3.87161946,0.48539164,2.08744102,0.00671657,0.10020941,0.13804209,1.71930544,0.01167270,0.16715424
-2.46423212,3.82284944,0.48364812,2.06258927,0.00688186,0.09580818,0.13794905,1.69492001,0.01157866,0.16815304
-2.45822911,3.77676449,0.48275935,2.03771885,0.00702191,0.09135309,0.13780094,1.67310413,0.01146712,0.16930156
-2.45222611,3.73389027,0.48272704,2.01299726,0.00713180,0.08689541,0.13762564,1.65417645,0.01134120,0.17060528
-2.44622311,3.69478769,0.48355379,1.98863626,0.00720766,0.08248494,0.13745853,1.63844201,0.01120443,0.17207562
-2.44022011,3.66005692,0.48524710,1.96489919,0.00724678,0.07816927,0.13734141,1.62619034,0.01106064,0.17373034
-2.43421711,3.63033790,0.48782267,1.94210594,0.00724774,0.07399298,0.13732120,1.61769306,0.01091383,0.17559350
-2.42821411,3.60630677,0.49130672,1.92063479,0.00721039,0.06999701,0.13744820,1.61320066,0.01076804,0.17769490
-2.42221111,3.58866725,0.49573689,1.90092077,0.00713594,0.06621799,0.13777420,1.61293805,0.01062722,0.18006908
-2.41620810,3.57813687,0.50116190,1.88345020,0.00702685,0.06268778,0.13835036,1.61709898,0.01049504,0.18275381
-2.41020510,3.57542792,0.50763958,1.86875132,0.00688683,0.05943302,0.13922498,1.62583897,0.01037483,0.18578815
-2.40420210,3.58122351,0.51523354,1.85738095,0.00672068,0.05647483,0.14044123,1.63926726,0.01026941,0.18921014
-2.39819910,3.59614934,0.52400854,1.84990768,0.00653417,0.05382869,0.14203503,1.65743769,0.01018101,0.19305431
-2.39219610,3.62074247,0.53402467,1.84689183,0.00633386,0.05150437,0.14403298,1.68033921,0.01011120,0.19734901
-2.38619310,3.65541818,0.54533089,1.84886321,0.00612694,0.04950603,0.14645069,1.70788640,0.01006085,0.20211375
-2.38019010,3.70043685,0.55795804,1.85629723,0.00592099,0.04783249,0.14929137,1.73991074,0.01003011,0.20735682
-2.37418709,3.75587247,0.57191201,1.86959064,0.00572378,0.04647757,0.15254483,1.77615320,0.01001844,0.21307308
-2.36818409,3.82158471,0.58716729,1.88903787,0.00554305,0.04543057,0.15618708,1.81625906,0.01002462,0.21924232
-2.36218109,3.89719640,0.60366147,1.91480931,0.00538630,0.04467683,0.16018028,1.85977537,0.01004689,0.22582819
-2.35617809,3.98207812,0.62129105,1.94693238,0.00526058,0.04419844,0.16447340,1.90615185,0.01008300,0.23277779
-2.35017509,4.07534132,0.63990900,1.98527684,0.00517232,0.04397491,0.16900327,1.95474554,0.01013034,0.24002200
-2.34417209,4.17584106,0.65932416,2.02954495,0.00512712,0.04398400,0.17369622,2.00482953,0.01018611,0.24747661
-2.33816908,4.28218912,0.67930283,2.07926744,0.00512962,0.04420246,0.17847014,2.05560582,0.01024745,0.25504422
-2.33216608,4.39277766,0.69957255,2.13380573,0.00518339,0.04460690,0.18323688,2.10622221,0.01031160,0.26261684
-2.32616308,4.50581310,0.71982791,2.19236071,0.00529080,0.04517451,0.18790503,2.15579272,0.01037606,0.27007912
-2.32016008,4.61935951,0.73973842,2.25398805,0.00545298,0.04588387,0.19238276,2.20342118,0.01043871,0.27731213
-2.31415708,4.73139028,0.75895791,2.31761978,0.00566978,0.04671563,0.19658081,2.24822697,0.01049799,0.28419743
-2.30815408,4.83984615,0.77713523,2.38209152,0.00593977,0.04765314,0.20041543,2.28937213,0.01055301,0.29062138
-2.30215108,4.94269789,0.79392584,2.44617461,0.00626026,0.04868303,0.20381115,2.32608872,0.01060364,0.29647944
-2.29614807,5.03801096,0.80900354,2.50861195,0.00662741,0.04979570,0.20670327,2.35770530,0.01065059,0.30168025
-2.29014507,5.12400987,0.82207211,2.56815648,0.00703632,0.05098567,0.20904007,2.38367138,0.01069550,0.30614944
-2.28414207,5.19913958,0.83287614,2.62361070,0.00748115,0.05225192,0.21078450,2.40357879,0.01074098,0.30983276
-2.27813907,5.26212148,0.84121059,2.67386590,0.00795538,0.05359800,0.21191545,2.41717895,0.01079061,0.31269865
-2.27213607,5.31200155,0.84692871,2.71793957,0.00845193,0.05503216,0.21242849,2.42439507,0.01084894,0.31473995
-2.26613307,5.34818869,0.84994797,2.75500944,0.00896347,0.05656725,0.21233602,2.42532888,0.01092148,0.31597477
-2.26013007,5.37048142,0.85025363,2.78444292,0.00948265,0.05822058,0.21166698,2.42026121,0.01101467,0.31644637
-2.25412706,5.37908173,0.84789994,2.80582056,0.01000237,0.06001356,0.21046589,2.40964631,0.01113577,0.31622224
-2.24812406,5.37459527,0.84300890,2.81895271,0.01051609,0.06197130,0.20879156,2.39410008,0.01129276,0.31539213
-2.24212106,5.35801754,0.83576656,2.82388845,0.01101805,0.06412196,0.20671530,2.37438238,0.01149428,0.31406543
-2.23611806,5.33070637,0.82641715,2.82091639,0.01150353,0.06649600,0.20431877,2.35137412,0.01174939,0.31236770
-2.23011506,5.29434153,0.81525525,2.81055726,0.01196910,0.06912528,0.20169154,2.32604975,0.01206747,0.31043668
-2.22411206,5.25087257,0.80261632,2.79354827,0.01241272,0.07204197,0.19892845,2.29944627,0.01245790,0.30841788
-2.21810905,5.20245676,0.78886591,2.77081985,0.01283392,0.07527732,0.19612685,2.27262976,0.01292990,0.30645985
-2.21210605,5.15138909,0.77438811,2.74346540,0.01323381,0.07886030,0.19338378,2.24666059,0.01349215,0.30470937
-2.20610305,5.10002677,0.75957353,2.71270532,0.01361506,0.08281613,0.19079314,2.22255855,0.01415255,0.30330674
-2.20010005,5.05071085,0.74480728,2.67984618,0.01398183,0.08716473,0.18844302,2.20126917,0.01491778,0.30238119
-2.19409705,5.00568746,0.73045731,2.64623695,0.01433955,0.09191914,0.18641318,2.18363227,0.01579302,0.30204680
-2.18809405,4.96703169,0.71686356,2.61322338,0.01469471,0.09708396,0.18477279,2.17035395,0.01678152,0.30239878
-2.18209105,4.93657643,0.70432812,2.58210256,0.01505452,0.10265391,0.18357839,2.16198280,0.01788423,0.30351050
-2.17608804,4.91584893,0.69310678,2.55407899,0.01542659,0.10861253,0.18287231,2.15889131,0.01909950,0.30543108
-2.17008504,4.90601705,0.68340213,2.53022388,0.01581847,0.11493115,0.18268139,2.16126286,0.02042277,0.30818386
-2.16408204,4.90784727,0.67535837,2.51143908,0.01623725,0.12156813,0.18301618,2.16908496,0.02184630,0.31176558
-2.15807904,4.92167590,0.66905799,2.49842685,0.01668914,0.12846858,0.18387055,2.18214874,0.02335907,0.31614642
-2.15207604,4.94739452,0.66452037,2.49166670,0.01717904,0.13556447,0.18522175,2.20005485,0.02494668,0.32127081
-2.14607304,4.98445037,0.66170222,2.49139978,0.01771014,0.14277527,0.18703103,2.22222553,0.02659146,0.32705906
-2.14007004,5.03186159,0.66049996,2.49762169,0.01828365,0.15000910,0.18924464,2.24792254,0.02827260,0.33340960
-2.13406703,5.08824705,0.66075387,2.51008361,0.01889851,0.15716450,0.19179524,2.27627026,0.02996652,0.34020194
-2.12806403,5.15186977,0.66225386,2.52830179,0.01955123,0.16413260,0.19460386,2.30628350,0.03164725,0.34730014
-2.12206103,5.22069252,0.66474675,2.55157507,0.02023587,0.17079981,0.19758203,2.33689886,0.03328707,0.35455668
-2.11605803,5.29244375,0.66794478,2.57900950,0.02094404,0.17705094,0.20063440,2.36700893,0.03485713,0.36181670
-2.11005503,5.36469171,0.67153514,2.60954941,0.02166505,0.18277249,0.20366142,2.39549805,0.03632821,0.36892232
-2.10405203,5.43492403,0.67519018,2.64201356,0.02238621,0.18785619,0.20656231,2.42127865,0.03767159,0.37571711
-2.09804902,5.50063021,0.67857802,2.67513511,0.02309313,0.19220248,0.20923795,2.44332681,0.03885983,0.38205036
-2.09204602,5.55938392,0.68137324,2.70760394,0.02377018,0.19572390,0.21159384,2.46071611,0.03986767,0.38778123
-2.08604302,5.60892241,0.68326725,2.73810979,0.02440098,0.19834809,0.21354284,2.47264834,0.04067282,0.39278243
-2.08004002,5.64722000,0.68397804,2.76538465,0.02496893,0.20002048,0.21500774,2.47848026,0.04125670,0.39694351
-2.07403702,5.67255317,0.68325895,2.78824296,0.02545783,0.20070627,0.21592346,2.47774535,0.04160503,0.40017359
-2.06803402,5.68355482,0.68090620,2.80561810,0.02585235,0.20039186,0.21623889,2.47016975,0.04170840,0.40240335
-2.06203102,5.67925597,0.67676492,2.81659410,0.02613867,0.19908542,0.21591823,2.45568190,0.04156254,0.40358649
-2.05602801,5.65911317,0.67073343,2.82043138,0.02630492,0.19681679,0.21494189,2.43441537,0.04116852,0.40370029
-2.05002501,5.62302106,0.66276564,2.81658588,0.02634163,0.19363650,0.21330679,2.40670483,0.04053275,0.40274560
-2.04402201,5.57130953,0.65287159,2.80472087,0.02624205,0.18961416,0.21102619,2.37307516,0.03966681,0.40074596
-2.03801901,5.50472584,0.64111603,2.78471144,0.02600244,0.18483605,0.20812896,2.33422414,0.03858708,0.39774623
-2.03201601,5.42440262,0.62761513,2.75664154,0.02562214,0.17940232,0.20465841,2.29099922,0.03731430,0.39381047
-2.02601301,5.33181298,0.61253150,2.72079402,0.02510365,0.17342363,0.20067065,2.24436922,0.03587293,0.38901941
-2.02001001,5.22871484,0.59606784,2.67763425,0.02445252,0.16701759,0.19623261,2.19539183,0.03429044,0.38346745
-2.01400700,5.11708649,0.57845920,2.62778819,0.02367717,0.16030509,0.19141979,2.14517825,0.03259655,0.37725938
-2.00800400,4.99905612,0.55996452,2.57201591,0.02278858,0.15340667,0.18631382,2.09485594,0.03082245,0.37050689
-2.00200100,4.87682799,0.54085751,2.51118182,0.02179995,0.14643903,0.18099986,2.04553107,0.02899995,0.36332505
-1.99599800,4.75260807,0.52141739,2.44622275,0.02072627,0.13951197,0.17556407,1.99825183,0.02716075,0.35582880
-1.98999500,4.62853189,0.50191979,2.37811531,0.01958381,0.13272570,0.17009112,1.95397392,0.02533568,0.34812964
-1.98399200,4.50659725,0.48262809,2.30784371,0.01838968,0.12616871,0.16466180,1.91352951,0.02355408,0.34033251
-1.97798899,4.38860417,0.46378561,2.23636931,0.01716130,0.11991617,0.15935094,1.87760070,0.02184318,0.33253315
-1.97198599,4.27610404,0.44560885,2.16460289,0.01591593,0.11402902,0.15422556,1.84669850,0.02022774,0.32481582
-1.96598299,4.17035969,0.42828199,2.09338063,0.01467023,0.10855357,0.14934338,1.82114794,0.01872960,0.31725153
-1.95997999,4.07231750,0.41195282,2.02344439,0.01343986,0.10352170,0.14475167,1.80108000,0.01736748,0.30989685
-1.95397699,3.98259215,0.39673023,1.95542696,0.01223920,0.09895164,0.14048651,1.78643049,0.01615681,0.30279331
-1.94797399,3.90146439,0.38268325,1.88984231,0.01108103,0.09484906,0.13657250,1.77694598,0.01510968,0.29596737
-1.94197099,3.82889129,0.36984160,1.82708118,0.00997643,0.09120865,0.13302276,1.77219655,0.01423489,0.28943098
-1.93596798,3.76452841,0.35819778,1.76741148,0.00893463,0.08801589,0.12983943,1.77159481,0.01353800,0.28318271
-1.92996498,3.70776249,0.34771044,1.71098352,0.00796302,0.08524901,0.12701445,1.77442058,0.01302154,0.27720934
-1.92396198,3.65775324,0.33830892,1.65783929,0.00706719,0.08288106,0.12453076,1.77985016,0.01268517,0.27148792
-1.91795898,3.61348235,0.32989876,1.60792518,0.00625108,0.08088195,0.12236368,1.78698919,0.01252598,0.26598815
-1.91195598,3.57380753,0.32236796,1.56110749,0.00551711,0.07922036,0.12048265,1.79490791,0.01253869,0.26067500
-1.90595298,3.53751954,0.31559362,1.51718986,0.00486643,0.07786564,0.11885302,1.80267724,0.01271600,0.25551151
-1.89994997,3.50339982,0.30944887,1.47593171,0.00429915,0.07678935,0.11743804,1.80940469,0.01304885,0.25046156
-1.89394697,3.47027658,0.30380969,1.43706709,0.00381460,0.07596664,0.11620089,1.81426843,0.01352673,0.24549258
-1.88794397,3.43707722,0.29856143,1.40032292,0.00341162,0.07537733,0.11510665,1.81654844,0.01413800,0.24057807
-1.88194097,3.40287520,0.29360475,1.36543614,0.00308882,0.07500668,0.11412416,1.81565355,0.01487018,0.23569978
-1.87593797,3.36692984,0.28886082,1.33216902,0.00284484,0.07484588,0.11322781,1.81114342,0.01571022,0.23084958
-1.86993497,3.32871753,0.28427557,1.30032217,0.00267856,0.07489219,0.11239893,1.80274463,0.01664481,0.22603077
-1.86393197,3.28795365,0.27982283,1.26974498,0.00258931,0.07514883,0.11162707,1.79036049,0.01766061,0.22125901
-1.85792896,3.24460440,0.27550623,1.24034302,0.00257703,0.07562453,0.11091075,1.77407416,0.01874452,0.21656258
-1.85192596,3.19888856,0.27135992,1.21208246,0.00264237,0.07633287,0.11025798,1.75414524,0.01988388,0.21198219
-1.84592296,3.15126912,0.26744788,1.18499138,0.00278677,0.07729141,0.10968621,1.73099991,0.02106663,0.20757020
-1.83991996,3.10243548,0.26386203,1.15915802,0.00301242,0.07852054,0.10922199,1.70521512,0.02228152,0.20338935
-1.83391696,3.05327693,0.26071907,1.13472627,0.00332226,0.08004225,0.10890004,1.67749768,0.02351818,0.19951101
-1.82791396,3.00484857,0.25815622,1.11188851,0.00371987,0.08187879,0.10876206,1.64865883,0.02476721,0.19601298
-1.82191096,2.95833083,0.25632591,1.09087620,0.00420926,0.08405122,0.10885501,1.61958542,0.02602023,0.19297706
-1.81590795,2.91498431,0.25538974,1.07194854,0.00479473,0.08657802,0.10922913,1.59120874,0.02726990,0.19048619
-1.80990495,2.87610118,0.25551164,1.05537976,0.00548053,0.08947364,0.10993570,1.56447207,0.02850986,0.18862150
-1.80390195,2.84295507,0.25685076,1.04144530,0.00627065,0.09274727,0.11102453,1.54029796,0.02973470,0.18745924
-1.79789895,2.81675101,0.25955402,1.03040749,0.00716843,0.09640162,0.11254144,1.51955653,0.03093986,0.18706768
-1.79189595,2.79857703,0.26374880,1.02250128,0.00817624,0.10043201,0.11452567,1.50303554,0.03212158,0.18750405
-1.78589295,2.78935906,0.26953589,1.01792041,0.00929514,0.10482560,0.11700741,1.49141335,0.03327676,0.18881167
-1.77988994,2.78982072,0.27698302,1.01680457,0.01052456,0.10956094,0.12000559,1.48523545,0.03440288,0.19101736
-1.77388694,2.80044914,0.28611916,1.01922816,0.01186199,0.11460781,0.12352588,1.48489537,0.03549789,0.19412912
-1.76788394,2.82146827,0.29692997,1.02519092,0.01330274,0.11992738,0.12755925,1.49062044,0.03656016,0.19813431
-1.76188094,2.85282065,0.30935440,1.03461105,0.01483976,0.12547266,0.13208091,1.50246279,0.03758841,0.20299832
-1.75587794,2.89415820,0.32328290,1.04732111,0.01646353,0.13118930,0.13704991,1.52029602,0.03858163,0.20866386
-1.74987494,2.94484295,0.33855716,1.06306690,0.01816208,0.13701670,0.14240932,1.54381744,0.03953908,0.21505089
-1.74387194,3.00395746,0.35497157,1.08150974,0.01992107,0.14288934,0.14808713,1.57255591,0.04046029,0.22205735
-1.73786893,3.07032528,0.37227652,1.10223196,0.02172401,0.14873838,0.15399774,1.60588503,0.04134501,0.22956056
-1.73186593,3.14254051,0.39018336,1.12474577,0.02355256,0.15449341,0.16004412,1.64304124,0.04219321,0.23741948
-1.72586293,3.21900603,0.40837106,1.14850514,0.02538694,0.16008431,0.16612051,1.68314632,0.04300509,0.24547763
-1.71985993,3.29797893,0.42649431,1.17292054,0.02720644,0.16544315,0.17211565,1.72523343,0.04378107,0.25356674
-1.71385693,3.37762176,0.44419287,1.19737582,0.02898998,0.17050606,0.17791629,1.76827589,0.04452172,0.26151107
-1.70785393,3.45605777,0.46110180,1.22124690,0.03071669,0.17521502,0.18341102,1.81121774,0.04522772,0.26913207
-1.70185093,3.53142806,0.47686233,1.24392136,0.03236656,0.17951941,0.18849408,1.85300488,0.04589980,0.27625347
-1.69584792,3.60194862,0.49113283,1.26481822,0.03392103,0.18337743,0.19306917,1.89261580,0.04653866,0.28270646
-1.68984492,3.66596483,0.50359946,1.28340715,0.03536355,0.18675711,0.19705291,1.92909074,0.04714484,0.28833483
-1.68384192,3.72200156,0.51398623,1.29922621,0.03668007,0.18963712,0.20037795,1.96155819,0.04771866,0.29299981
-1.67783892,3.76880674,0.52206387,1.31189734,0.03785943,0.19200707,0.20299553,1.98925790,0.04826005,0.29658450
-1.67183592,3.80538666,0.52765725,1.32113910,0.03889361,0.19386761,0.20487729,2.01155945,0.04876853,0.29899754
-1.66583292,3.83103193,0.53065100,1.32677584,0.03977791,0.19523000,0.20601645,2.02797599,0.04924311,0.30017601
-1.65982991,3.84533289,0.53099314,1.32874313,0.04051094,0.19611547,0.20642806,2.03817259,0.04968224,0.30008739
-1.65382691,3.84818439,0.52869655,1.32708914,0.04109446,0.19655415,0.20614850,2.04196918,0.05008381,0.29873036
-1.64782391,3.83977971,0.52383828,1.32197197,0.04153321,0.19658382,0.20523414,2.03933819,0.05044522,0.29613467
-1.64182091,3.82059448,0.51655667,1.31365303,0.04183445,0.19624842,0.20375931,2.03039721,0.05076343,0.29235973
-1.63581791,3.79136139,0.50704657,1.30248697,0.04200761,0.19559637,0.20181354,2.01539727,0.05103508,0.28749242
-1.62981491,3.75303718,0.49555276,1.28890839,0.04206377,0.19467891,0.19949841,1.99470743,0.05125672,0.28164373
-1.62381191,3.70676355,0.48236197,1.27341623,0.04201512,0.19354834,0.19692386,1.96879648,0.05142490,0.27494491
-1.61780890,3.65382378,0.46779376,1.25655631,0.04187446,0.19225636,0.19420441,1.93821288,0.05153649,0.26754280
-1.61180590,3.59559696,0.45219073,1.23890283,0.04165476,0.19085258,0.19145520,1.90356357,0.05158883,0.25959495
-1.60580290,3.53351179,0.43590832,1.22103954,0.04136867,0.18938310,0.18878822,1.86549277,0.05157995,0.25126447
-1.59979990,3.46900151,0.41930473,1.20354133,0.04102820,0.18788943,0.18630862,1.82466153,0.05150881,0.24271494
-1.59379690,3.40346169,0.40273114,1.18695672,0.04064443,0.18640758,0.18411151,1.78172863,0.05137545,0.23410559
-1.58779390,3.33821193,0.38652258,1.17179197,0.04022739,0.18496744,0.18227910,1.73733351,0.05118110,0.22558676
-1.58179090,3.27446262,0.37098978,1.15849706,0.03978589,0.18359243,0.18087838,1.69208157,0.05092829,0.21729603
-1.57578789,3.21328730,0.35641201,1.14745391,0.03932756,0.18229946,0.17995943,1.64653201,0.05062090,0.20935490
-1.56978489,3.15560096,0.34303118,1.13896714,0.03885887,0.18109904,0.17955424,1.60118839,0.05026409,0.20186621
-1.56378189,3.10214448,0.33104722,1.13325726,0.03838527,0.17999571,0.17967617,1.55649178,0.04986431,0.19491239
-1.55777889,3.05347490,0.32061475,1.13045645,0.03791128,0.17898853,0.18031997,1.51281649,0.04942914,0.18855436
-1.55177589,3.00996132,0.31184108,1.13060684,0.03744067,0.17807181,0.18146235,1.47046789,0.04896716,0.18283123
-1.54577289,2.97178591,0.30478539,1.13366111,0.03697655,0.17723584,0.18306300,1.42968239,0.04848774,0.17776073
-1.53976988,2.93894951,0.29945917,1.13948524,0.03652155,0.17646774,0.18506613,1.39062891,0.04800086,0.17334017
-1.53376688,2.91128119,0.29582771,1.14786334,0.03607785,0.17575217,0.18740224,1.35341195,0.04751683,0.16954804
-1.52776388,2.88845135,0.29381261,1.15850417,0.03564725,0.17507217,0.18999031,1.31807556,0.04704607,0.16634594
-1.52176088,2.86998755,0.29329525,1.17104932,0.03523119,0.17440979,0.19274017,1.28460837,0.04659882,0.16368094
-1.51575788,2.85529287,0.29412098,1.18508269,0.03483072,0.17374665,0.19555506,1.25294916,0.04618486,0.16148819
-1.50975488,2.84366601,0.29610416,1.20014117,0.03444647,0.17306442,0.19833429,1.22299305,0.04581325,0.15969362
-1.50375188,2.83432302,0.29903366,1.21572620,0.03407858,0.17234514,0.20097597,1.19459797,0.04549204,0.15821674
-1.49774887,2.82641994,0.30267899,1.23131614,0.03372669,0.17157145,0.20337974,1.16759149,0.04522800,0.15697343
-1.49174587,2.81907625,0.30679667,1.24637898,0.03338988,0.17072673,0.20544943,1.14177779,0.04502639,0.15587864
-1.48574287,2.81139860,0.31113689,1.26038546,0.03306666,0.16979512,0.20709566,1.11694482,0.04489069,0.15484889
-1.47973987,2.80250457,0.31545023,1.27282207,0.03275507,0.16876158,0.20823825,1.09287147,0.04482247,0.15380460
-1.47373687,2.79154592,0.31949424,1.28320384,0.03245277,0.16761185,0.20880845,1.06933472,0.04482116,0.15267216
