energy_ev,total_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.16558279,9.33422851,0.89365999,8.07178483,0.11457659,0.79997416,0.21012496,0.00000000
-5.15957979,9.33876538,0.88093328,8.08075003,0.11241699,0.80733587,0.21083426,0.00000000
-5.15357679,9.34487226,0.86872016,8.09124703,0.11017393,0.81441871,0.21163874,0.00000000
-5.14757379,9.35245868,0.85717670,8.10306347,0.10788397,0.82123242,0.21254240,0.00000000
-5.14157079,9.36132831,0.84641789,8.11590970,0.10558312,0.82777678,0.21354507,0.00000000
-5.13556778,9.37119247,0.83651822,8.12943222,0.10330619,0.83404169,0.21464298,0.00000000
-5.12956478,9.38168842,0.82751418,8.14323049,0.10108626,0.84000793,0.21582943,0.00000000
-5.12356178,9.39240072,0.81940837,8.15687550,0.09895420,0.84564835,0.21709560,0.00000000
-5.11755878,9.40288370,0.81217489,8.16992848,0.09693839,0.85092950,0.21843150,0.00000000
-5.11155578,9.41268293,0.80576537,8.18195813,0.09506443,0.85581352,0.21982669,0.00000000
-5.10555278,9.42135419,0.80011545,8.19255510,0.09335498,0.86026002,0.22127110,0.00000000
-5.09954977,9.42847833,0.79515105,8.20134255,0.09182960,0.86422808,0.22275555,0.00000000
-5.09354677,9.43367127,0.79079417,8.20798220,0.09050466,0.86767795,0.22427212,0.00000000
-5.08754377,9.43658859,0.78696782,8.21217573,0.08939323,0.87057268,0.22581428,0.00000000
-5.08154077,9.43692483,0.78359996,8.21366165,0.08850498,0.87287943,0.22737683,0.00000000
-5.07553777,9.43440826,0.78062622,8.21220847,0.08784612,0.87457057,0.22895554,0.00000000
-5.06953477,9.42879223,0.77799146,8.20760525,0.08741927,0.87562447,0.23054674,0.00000000
-5.06353177,9.41984439,0.77565018,8.19965076,0.08722344,0.87602626,0.23214672,0.00000000
-5.05752876,9.40733577,0.77356610,8.18814288,0.08725401,0.87576833,0.23375107,0.00000000
-5.05152576,9.39103116,0.77171089,8.17286972,0.08750273,0.87485090,0.23535416,0.00000000
-5.04552276,9.37068265,0.77006258,8.15360377,0.08795789,0.87328252,0.23694854,0.00000000
-5.03951976,9.34602757,0.76860373,8.13010038,0.08860447,0.87108077,0.23852466,0.00000000
-5.03351676,9.31679198,0.76731977,8.10210129,0.08942451,0.86827293,0.24007069,0.00000000
-5.02751376,9.28270002,0.76619764,8.06934357,0.09039750,0.86489692,0.24157266,0.00000000
-5.02151076,9.24348936,0.76522491,8.03157391,0.09150094,0.86100218,0.24301475,0.00000000
-5.01550775,9.19893194,0.76438958,7.98856777,0.09271095,0.85665067,0.24437993,0.00000000
-5.00950475,9.14885896,0.76368038,7.94015216,0.09400301,0.85191776,0.24565072,0.00000000
-5.00350175,9.09318867,0.76308772,7.88623090,0.09535266,0.84689293,0.24681013,0.00000000
-4.99749875,9.03195489,0.76260501,7.82681058,0.09673627,0.84168016,0.24784268,0.00000000
-4.99149575,8.96533418,0.76223022,7.76202535,0.09813173,0.83639789,0.24873537,0.00000000
-4.98549275,8.89366962,0.76196745,7.69215878,0.09951907,0.83117839,0.24947866,0.00000000
-4.97948974,8.81748896,0.76182830,7.61766083,0.10088092,0.82616646,0.25006713,0.00000000
-4.97348674,8.73751544,0.76183277,7.53915865,0.10220286,0.82151735,0.25050005,0.00000000
-4.96748374,8.65466981,0.76200953,7.45745965,0.10347354,0.81739402,0.25078157,0.00000000
-4.96148074,8.57006265,0.76239548,7.37354630,0.10468465,0.81396347,0.25092058,0.00000000
-4.95547774,8.48497660,0.76303438,7.28856204,0.10583064,0.81139256,0.25093030,0.00000000
-4.94947474,8.40083869,0.76397479,7.20378868,0.10690829,0.80984313,0.25082746,0.00000000
-4.94347174,8.31918366,0.76526717,7.12061569,0.10791619,0.80946681,0.25063137,0.00000000
-4.93746873,8.24160945,0.76696048,7.04050249,0.10885401,0.81039954,0.25036261,0.00000000
-4.93146573,8.16972675,0.76909840,6.96493524,0.10972178,0.81275621,0.25004176,0.00000000
-4.92546273,8.10510471,0.77171543,6.89537971,0.11051919,0.81662546,0.24968803,0.00000000
-4.91945973,8.04921508,0.77483320,6.83323232,0.11124492,0.82206503,0.24931802,0.00000000
-4.91345673,8.00337722,0.77845721,6.77977119,0.11189607,0.82909785,0.24894458,0.00000000
-4.90745373,7.96870639,0.78257424,6.73610939,0.11246778,0.83770898,0.24857605,0.00000000
-4.90145073,7.94606754,0.78715067,6.70315226,0.11295303,0.84784368,0.24821568,0.00000000
-4.89544772,7.93603648,0.79213185,6.68156043,0.11334262,0.85940659,0.24786148,0.00000000
-4.88944472,7.93887010,0.79744247,6.67172031,0.11362541,0.87226224,0.24750643,0.00000000
-4.88344172,7.95448693,0.80298816,6.67372295,0.11378871,0.88623670,0.24713900,0.00000000
-4.87743872,7.98245863,0.80865792,6.68735237,0.11381890,0.90112049,0.24674399,0.00000000
-4.87143572,8.02201302,0.81432756,6.71208381,0.11370212,0.91667263,0.24630361,0.00000000
-4.86543272,8.07204845,0.81986371,6.74709200,0.11342511,0.93262562,0.24579871,0.00000000
-4.85942971,8.13115899,0.82512823,6.79126943,0.11297603,0.94869131,0.24521012,0.00000000
-4.85342671,8.19766985,0.82998284,6.84325386,0.11234529,0.96456745,0.24451983,0.00000000
-4.84742371,8.26968161,0.83429360,6.90146453,0.11152627,0.97994473,0.24371223,0.00000000
-4.84142071,8.34512202,0.83793511,6.96414565,0.11051598,0.99451413,0.24277500,0.00000000
-4.83541771,8.42180372,0.84079408,7.02941602,0.10931550,1.00797446,0.24169981,0.00000000
-4.82941471,8.49748595,0.84277232,7.09532303,0.10793024,1.02003981,0.24048270,0.00000000
-4.82341171,8.56993839,0.84378883,7.15989940,0.10637007,1.03044686,0.23912410,0.00000000
-4.81740870,8.63700506,0.84378112,7.22122055,0.10464913,1.03896185,0.23762861,0.00000000
-4.81140570,8.69666615,0.84270558,7.27746085,0.10278561,1.04538706,0.23600435,0.00000000
-4.80540270,8.74709583,0.84053716,7.32694664,0.10080122,1.04956661,0.23426220,0.00000000
-4.79939970,8.78671392,0.83726830,7.36820404,0.09872063,1.05139160,0.23241476,0.00000000
-4.79339670,8.81422979,0.83290728,7.39999994,0.09657074,1.05080425,0.23047518,0.00000000
-4.78739370,8.82867672,0.82747615,7.42137441,0.09437998,1.04780106,0.22845608,0.00000000
-4.78139070,8.82943559,0.82100841,7.43166343,0.09217747,1.04243473,0.22636836,0.00000000
-4.77538769,8.81624675,0.81354656,7.43051088,0.08999231,1.03481488,0.22422023,0.00000000
-4.76938469,8.78920974,0.80513963,7.41786949,0.08785285,1.02510727,0.22201636,0.00000000
-4.76338169,8.74877075,0.79584092,7.39399046,0.08578601,1.01353148,0.21975735,0.00000000
-4.75737869,8.69569809,0.78570592,7.35940258,0.08381674,1.00035712,0.21743941,0.00000000
-4.75137569,8.63104683,0.77479056,7.31488142,0.08196757,0.98589831,0.21505432,0.00000000
-4.74537269,8.55611380,0.76314981,7.26141027,0.08025813,0.97050666,0.21258971,0.00000000
-4.73936968,8.47238479,0.75083662,7.20013442,0.07870498,0.95456262,0.21002962,0.00000000
-4.73336668,8.38147621,0.73790123,7.13231096,0.07732128,0.93846563,0.20735530,0.00000000
-4.72736368,8.28507343,0.72439079,7.05925627,0.07611674,0.92262292,0.20454613,0.00000000
-4.72136068,8.18486853,0.71034927,6.98229371,0.07509744,0.90743751,0.20158078,0.00000000
-4.71535768,8.08249990,0.69581761,6.90270372,0.07426587,0.89329573,0.19843832,0.00000000
-4.70935468,7.97949627,0.68083399,6.82167844,0.07362087,0.88055447,0.19509948,0.00000000
-4.70335168,7.87722733,0.66543428,6.74028304,0.07315770,0.86952887,0.19154772,0.00000000
-4.69734867,7.77686306,0.64965255,6.65942492,0.07286807,0.86048072,0.18777025,0.00000000
-4.69134567,7.67934309,0.63352157,6.57983221,0.07274027,0.85360819,0.18375887,0.00000000
-4.68534267,7.58535740,0.61707337,6.50204210,0.07275932,0.84903733,0.17951068,0.00000000
-4.67933967,7.49533871,0.60033972,6.42639913,0.07290718,0.84681573,0.17502846,0.00000000
-4.67333667,7.40946681,0.58335267,6.35306317,0.07316303,0.84690889,0.17032088,0.00000000
-4.66733367,7.32768412,0.56614499,6.28202632,0.07350367,0.84919928,0.16540258,0.00000000
-4.66133067,7.24972181,0.54875066,6.21313758,0.07390401,0.85348866,0.16029386,0.00000000
-4.65532766,7.17513481,0.53120531,6.14613374,0.07433762,0.85950340,0.15502038,0.00000000
-4.64932466,7.10334418,0.51354672,6.08067493,0.07477749,0.86690285,0.14961260,0.00000000
-4.64332166,7.03368483,0.49581537,6.01638288,0.07519684,0.87529060,0.14410518,0.00000000
-4.63731866,6.96545623,0.47805493,5.95288008,0.07556999,0.88422812,0.13853634,0.00000000
-4.63131566,6.89797412,0.46031295,5.88982788,0.07587339,0.89325038,0.13294714,0.00000000
-4.62531266,6.83062063,0.44264141,5.82696192,0.07608666,0.90188287,0.12738085,0.00000000
-4.61930965,6.76289095,0.42509740,5.76412319,0.07619354,0.90965924,0.12188231,0.00000000
-4.61330665,6.69443424,0.40774374,5.70128345,0.07618294,0.91613889,0.11649737,0.00000000
-4.60730365,6.62508726,0.39064950,5.63856398,0.07604978,0.92092380,0.11127246,0.00000000
-4.60130065,6.55489911,0.37389053,5.57624668,0.07579574,0.92367376,0.10625413,0.00000000
-4.59529765,6.48414609,0.35754971,5.51477737,0.07542979,0.92411942,0.10148876,0.00000000
-4.58929465,6.41333588,0.34171714,5.45476079,0.07496847,0.92207260,0.09702225,0.00000000
-4.58329165,6.34320085,0.32648995,5.39694774,0.07443595,0.91743341,0.09289974,0.00000000
-4.57728864,6.27468073,0.31197200,5.34221466,0.07386371,0.91019385,0.08916538,0.00000000
-4.57128564,6.20889507,0.29827319,5.29153642,0.07329001,0.90043794,0.08586205,0.00000000
-4.56528264,6.14710676,0.28550846,5.24595344,0.07275898,0.88833823,0.08303101,0.00000000
-4.55927964,6.09067784,0.27379661,5.20653415,0.07231948,0.87414908,0.08071151,0.00000000
-4.55327664,6.04101946,0.26325870,5.17433443,0.07202375,0.85819705,0.07894039,0.00000000
-4.54727364,5.99953807,0.25401632,5.15035555,0.07192578,0.84086889,0.07775148,0.00000000
-4.54127064,5.96757992,0.24618961,5.13550216,0.07207964,0.82259770,0.07717504,0.00000000
-4.53526763,5.94637642,0.23989513,5.13054221,0.07253775,0.80384803,0.07723710,0.00000000
-4.52926463,5.93699255,0.23524370,5.13607051,0.07334908,0.78510048,0.07795875,0.00000000
-4.52326163,5.94028068,0.23233816,5.15247736,0.07455758,0.76683653,0.07935549,0.00000000
-4.51725863,5.95684188,0.23127117,5.17992398,0.07620061,0.74952427,0.08143659,0.00000000
-4.51125563,5.98699644,0.23212319,5.21832580,0.07830775,0.73360533,0.08420446,0.00000000
-4.50525263,6.03076506,0.23496056,5.26734466,0.08089979,0.71948379,0.08765419,0.00000000
-4.49924962,6.08786163,0.23983374,5.32639048,0.08398804,0.70751700,0.09177328,0.00000000
-4.49324662,6.15769797,0.24677587,5.39463272,0.08757401,0.69800873,0.09654140,0.00000000
-4.48724362,6.23940047,0.25580153,5.47102129,0.09164944,0.69120458,0.10193049,0.00000000
-4.48124062,6.33183789,0.26690584,5.55431636,0.09619658,0.68728961,0.10790498,0.00000000
-4.47523762,6.43365909,0.28006372,5.64312594,0.10118890,0.68638795,0.11442228,0.00000000
-4.46923462,6.54333893,0.29522961,5.73594979,0.10659194,0.68856419,0.12143340,0.00000000
-4.46323162,6.65923040,0.31233728,5.83122788,0.11236447,0.69382617,0.12888389,0.00000000
-4.45722861,6.77962022,0.33130004,5.92739118,0.11845973,0.70212891,0.13671475,0.00000000
-4.45122561,6.90278575,0.35201114,6.02291279,0.12482681,0.71337915,0.14486368,0.00000000
-4.44522261,7.02705011,0.37434441,6.11635692,0.13141202,0.72744035,0.15326621,0.00000000
-4.43921961,7.15083345,0.39815517,6.20642363,0.13816023,0.74413779,0.16185698,0.00000000
-4.43321661,7.27269765,0.42328129,6.29198730,0.14501613,0.76326353,0.17057099,0.00000000
-4.42721361,7.39138284,0.44954455,6.37212709,0.15192536,0.78458099,0.17934471,0.00000000
-4.42121061,7.50583411,0.47675214,6.44614804,0.15883543,0.80782928,0.18811720,0.00000000
-4.41520760,7.61521749,0.50469836,6.51359211,0.16569651,0.83272699,0.19683092,0.00000000
-4.40920460,7.71892490,0.53316662,6.57423852,0.17246199,0.85897573,0.20543253,0.00000000
-4.40320160,7.81656820,0.56193147,6.62809386,0.17908881,0.88626330,0.21387334,0.00000000
-4.39719860,7.90796312,0.59076096,6.67537236,0.18553772,0.91426675,0.22210966,0.00000000
-4.39119560,7.99310433,0.61941902,6.71646762,0.19177326,0.94265545,0.23010286,0.00000000
-4.38519260,8.07213317,0.64766807,6.75191721,0.19776375,0.97109429,0.23781927,0.00000000
-4.37918959,8.14530007,0.67527164,6.78236194,0.20348100,0.99924704,0.24522986,0.00000000
-4.37318659,8.21292363,0.70199708,6.80850172,0.20890018,1.02678020,0.25230981,0.00000000
-4.36718359,8.27534853,0.72761822,6.83105019,0.21399946,1.05336705,0.25903786,0.00000000
-4.36118059,8.33290430,0.75191797,6.85069000,0.21875973,1.07869216,0.26539570,0.00000000
-4.35517759,8.38586688,0.77469080,6.86803079,0.22316431,1.10245617,0.27136715,0.00000000
-4.34917459,8.43442467,0.79574498,6.88357153,0.22719866,1.12438070,0.27693743,0.00000000
-4.34317159,8.47865040,0.81490468,6.89766870,0.23085012,1.14421338,0.28209243,0.00000000
-4.33716858,8.51847988,0.83201161,6.91051152,0.23410766,1.16173265,0.28681800,0.00000000
-4.33116558,8.55369855,0.84692655,6.92210508,0.23696166,1.17675226,0.29109932,0.00000000
-4.32516258,8.58393590,0.85953036,6.93226187,0.23940373,1.18912528,0.29492051,0.00000000
-4.31915958,8.60866825,0.86972479,6.94060199,0.24142652,1.19874733,0.29826419,0.00000000
-4.31315658,8.62722933,0.87743294,6.94656187,0.24302355,1.20555908,0.30111140,0.00000000
-4.30715358,8.63882855,0.88259944,6.94941110,0.24418913,1.20954767,0.30344158,0.00000000
