energy_ev,total_up,B_p_up,B_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.72986493,10.56556267,2.54427060,0.00000000,4.70190063,8.35713555,0.07587881,0.44991694
-5.72386193,10.24429470,2.46994433,0.00000000,4.57684707,8.12601108,0.07160685,0.42647410
-5.71785893,9.91231918,2.39202538,0.00000000,4.45484149,7.88404770,0.06727823,0.40314067
-5.71185593,9.57429785,2.31153395,0.00000000,4.33880397,7.63471645,0.06292959,0.38016687
-5.70585293,9.23468208,2.22944308,0.00000000,4.23139384,7.38136589,0.05859640,0.35778687
-5.69984992,8.89765135,2.14666370,0.00000000,4.13495889,7.12717468,0.05431259,0.33621797
-5.69384692,8.56706353,2.06403246,0.00000000,4.05149434,6.87511250,0.05011008,0.31566046
-5.68784392,8.24641648,1.98230214,0.00000000,3.98261194,6.62790899,0.04601844,0.29629816
-5.68184092,7.93882023,1.90213461,0.00000000,3.92951931,6.38803008,0.04206454,0.27829933
-5.67583792,7.64697885,1.82409595,0.00000000,3.89300938,6.15766116,0.03827225,0.26181806
-5.66983492,7.37318110,1.74865382,0.00000000,3.87345996,5.93869627,0.03466223,0.24699576
-5.66383192,7.11929902,1.67617660,0.00000000,3.87084287,5.73273297,0.03125173,0.23396273
-5.65782891,6.88679386,1.60693444,0.00000000,3.88474251,5.54107220,0.02805449,0.22283967
-5.65182591,6.67672854,1.54110196,0.00000000,3.91438322,5.36472308,0.02508078,0.21373899
-5.64582291,6.48978643,1.47876266,0.00000000,3.95866489,5.20441220,0.02233738,0.20676592
-5.63981991,6.32629589,1.41991490,0.00000000,4.01620591,5.06059742,0.01982776,0.20201927
-5.63381691,6.18626019,1.36447950,0.00000000,4.08539258,4.93348595,0.01755227,0.19959183
-5.62781391,6.06939231,1.31230881,0.00000000,4.16443355,4.82305652,0.01550838,0.19957052
-5.62181091,5.97515391,1.26319711,0.00000000,4.25141786,4.72908510,0.01369100,0.20203619
-5.61580790,5.90279764,1.21689220,0.00000000,4.34437483,4.65117387,0.01209284,0.20706319
-5.60980490,5.85141160,1.17310789,0.00000000,4.44133392,4.58878243,0.01070474,0.21471871
-5.60380190,5.81996470,1.13153696,0.00000000,4.54038241,4.54126037,0.00951608,0.22506211
-5.59779890,5.80735147,1.09186431,0.00000000,4.63971894,4.50788011,0.00851514,0.23814414
-5.59179590,5.81243450,1.05377964,0.00000000,4.73770099,4.48786859,0.00768948,0.25400620
-5.58579290,5.83408325,1.01698949,0.00000000,4.83288434,4.48043673,0.00702629,0.27267976
-5.57978989,5.87120742,0.98122782,0.00000000,4.92405338,4.48480528,0.00651266,0.29418589
-5.57378689,5.92278374,0.94626499,0.00000000,5.01024094,4.50022606,0.00613591,0.31853496
-5.56778389,5.98787522,0.91191469,0.00000000,5.09073731,4.52599762,0.00588381,0.34572651
-5.56178089,6.06564206,0.87803851,0.00000000,5.16508830,4.56147500,0.00574474,0.37574923
-5.55577789,6.15534415,0.84454825,0.00000000,5.23308288,4.60607307,0.00570790,0.40858096
-5.54977489,6.25633524,0.81140565,0.00000000,5.29473152,4.65926376,0.00576337,0.44418875
-5.54377189,6.36804951,0.77862005,0.00000000,5.35023634,4.72056767,0.00590221,0.48252859
-5.53776888,6.48998136,0.74624386,0.00000000,5.39995523,4.78954069,0.00611648,0.52354502
-5.53176588,6.62165988,0.71436642,0.00000000,5.44436158,4.86575678,0.00639925,0.56717026
-5.52576288,6.76261929,0.68310661,0.00000000,5.48400193,4.94878808,0.00674456,0.61332278
-5.51975988,6.91236714,0.65260462,0.00000000,5.51945351,5.03818365,0.00714736,0.66190539
-5.51375688,7.07035201,0.62301329,0.00000000,5.55128364,5.13344817,0.00760345,0.71280261
-5.50775388,7.23593215,0.59448967,0.00000000,5.58001272,5.23402202,0.00810938,0.76587755
-5.50175088,7.40834702,0.56718700,0.00000000,5.60608234,5.33926368,0.00866230,0.82096825
-5.49574787,7.58669289,0.54124751,0.00000000,5.62982953,5.44843578,0.00925991,0.87788370
-5.48974487,7.76990405,0.51679638,0.00000000,5.65146797,5.56069545,0.00990024,0.93639990
-5.48374187,7.95674070,0.49393697,0.00000000,5.67107674,5.67508967,0.01058160,0.99625610
-5.47773887,8.14578434,0.47274747,0.00000000,5.68859650,5.79055614,0.01130240,1.05715174
-5.47173587,8.33544152,0.45327899,0.00000000,5.70383317,5.90592969,0.01206101,1.11874447
-5.46573287,8.52395632,0.43555505,0.00000000,5.71646863,6.01995445,0.01285572,1.18064958
-5.45972986,8.70943174,0.41957233,0.00000000,5.72607781,6.13130142,0.01368454,1.24244141
-5.45372686,8.88985988,0.40530273,0.00000000,5.73215138,6.23859109,0.01454520,1.30365688
-5.44772386,9.06316063,0.39269629,0.00000000,5.73412316,6.34042061,0.01543508,1.36380151
-5.44172086,9.22722794,0.38168504,0.00000000,5.73140125,6.43539472,0.01635115,1.42235803
-5.43571786,9.37998267,0.37218744,0.00000000,5.72340154,6.52215949,0.01729003,1.47879751
-5.42971486,9.51943066,0.36411325,0.00000000,5.70958259,6.59943800,0.01824801,1.53259284
-5.42371186,9.64372404,0.35736862,0.00000000,5.68948044,6.66606673,0.01922111,1.58323426
-5.41770885,9.75122389,0.35186125,0.00000000,5.66274210,6.72103143,0.02020523,1.63024623
-5.41170585,9.84056178,0.34750538,0.00000000,5.62915625,6.76350131,0.02119626,1.67320521
-5.40570285,9.91069784,0.34422639,0.00000000,5.58867994,6.79286013,0.02219026,1.71175734
-5.39969985,9.96097256,0.34196501,0.00000000,5.54145990,6.80873305,0.02318364,1.74563516
-5.39369685,9.99115004,0.34068071,0.00000000,5.48784745,6.81100805,0.02417335,1.77467265
-5.38769385,10.00145016,0.34035440,0.00000000,5.42840589,6.79985087,0.02515706,1.79881737
-5.38169085,9.99256766,0.34099013,0.00000000,5.36390975,6.77571264,0.02613337,1.81813919
-5.37568784,9.96567639,0.34261571,0.00000000,5.29533542,6.73932945,0.02710196,1.83283461
-5.36968484,9.92241772,0.34528229,0.00000000,5.22384303,6.69171366,0.02806371,1.84322643
-5.36368184,9.86487230,0.34906271,0.00000000,5.15074986,6.63413660,0.02902076,1.84975825
-5.35767884,9.79551548,0.35404874,0.00000000,5.07749593,6.56810291,0.02997662,1.85298372
-5.35167584,9.71715691,0.36034717,0.00000000,5.00560273,6.49531700,0.03093602,1.85355090
-5.34567284,9.63286582,0.36807495,0.00000000,4.93662650,6.41764212,0.03190493,1.85218194
-5.33966983,9.54588397,0.37735338,0.00000000,4.87210766,6.33705325,0.03289030,1.84964886
-5.33366683,9.45952885,0.38830169,0.00000000,4.81351836,6.25558476,0.03389990,1.84674630
-5.32766383,9.37709006,0.40103012,0.00000000,4.76221003,6.17527436,0.03494196,1.84426225
-5.32166083,9.30172245,0.41563277,0.00000000,4.71936323,6.09810480,0.03602484,1.84294801
-5.31565783,9.23633956,0.43218061,0.00000000,4.68594171,6.02594503,0.03715662,1.84348854
-5.30965483,9.18351104,0.45071471,0.00000000,4.66265268,5.96049255,0.03834469,1.84647449
-5.30365183,9.14536807,0.47124024,0.00000000,4.64991503,5.90321880,0.03959524,1.85237713
-5.29764882,9.12352000,0.49372135,0.00000000,4.64783688,5.85531935,0.04091286,1.86152726
-5.29164582,9.11898583,0.51807711,0.00000000,4.65620352,5.81767062,0.04230011,1.87409910
-5.28564282,9.13214321,0.54417899,0.00000000,4.67447643,5.79079491,0.04375713,1.89009976
-5.27963982,9.16269731,0.57184972,0.00000000,4.70180345,5.77483501,0.04528130,1.90936502
-5.27363682,9.20967136,0.60086381,0.00000000,4.73704000,5.76953977,0.04686708,1.93156139
-5.26763382,9.27141959,0.63094980,0.00000000,4.77878041,5.77426151,0.04850580,1.95619476
-5.26163082,9.34566297,0.66179406,0.00000000,4.82539842,5.78796588,0.05018568,1.98262499
-5.25562781,9.42954675,0.69304618,0.00000000,4.87509520,5.80925431,0.05189192,2.01008619
-5.24962481,9.51971851,0.72432579,0.00000000,4.92595306,5.83639866,0.05360690,2.03771173
-5.24362181,9.61242415,0.75523049,0.00000000,4.97599285,5.86738757,0.05531054,2.06456309
-5.23761881,9.70361870,0.78534481,0.00000000,5.02323277,5.89998291,0.05698069,2.08966129
-5.23161581,9.78908829,0.81424970,0.00000000,5.06574642,5.93178491,0.05859371,2.11201988
-5.22561281,9.86457886,0.84153239,0.00000000,5.10171774,5.96030369,0.06012508,2.13067794
-5.21960980,9.92592694,0.86679616,0.00000000,5.12949106,5.98303494,0.06154999,2.14473201
-5.21360680,9.96918800,0.88966983,0.00000000,5.14761416,5.99753683,0.06284412,2.15336571
-5.20760380,9.99075739,0.90981641,0.00000000,5.15487314,6.00150572,0.06398428,2.15587580
-5.20160080,9.98747983,0.92694093,0.00000000,5.15031790,5.99284768,0.06494911,2.15169412
-5.19559780,9.95674337,0.94079693,0.00000000,5.13327765,5.96974343,0.06571966,2.14040427
-5.18959480,9.89655488,0.95119157,0.00000000,5.10336632,5.93070431,0.06628006,2.12175298
-5.18359180,9.80559470,0.95798920,0.00000000,5.06047823,5.87461747,0.06661787,2.09565566
-5.17758879,9.68324917,0.96111334,0.00000000,5.00477465,5.80077890,0.06672461,2.06219637
-5.17158579,9.52962066,0.96054703,0.00000000,4.93666272,5.70891344,0.06659592,2.02162241
-5.16558279,9.34551585,0.95633169,0.00000000,4.85676789,5.59918154,0.06623185,1.97433407
-5.15957979,9.13241373,0.94856466,0.00000000,4.76590192,5.47217312,0.06563687,1.92087024
-5.15357679,8.89241575,0.93739547,0.00000000,4.66502823,5.32888932,0.06481985,1.86189070
-5.14757379,8.62818115,0.92302118,0.00000000,4.55522645,5.17071356,0.06379399,1.79815602
-5.14157079,8.34285080,0.90568112,0.00000000,4.43765822,4.99937349,0.06257657,1.73050597
-5.13556778,8.03996329,0.88565104,0.00000000,4.31353578,4.81689583,0.06118866,1.65983747
-5.12956478,7.72336689,0.86323719,0.00000000,4.18409475,4.62555604,0.05965482,1.58708279
-5.12356178,7.39713082,0.83877039,0.00000000,4.05057238,4.42782510,0.05800267,1.51318885
-5.11755878,7.06545892,0.81260043,0.00000000,3.91419165,4.22631502,0.05626244,1.43909822
-5.11155578,6.73260823,0.78509079,0.00000000,3.77615180,4.02372516,0.05446649,1.36573209
-5.10555278,6.40281442,0.75661392,0.00000000,3.63762490,3.82279050,0.05264880,1.29397574
-5.09954977,6.08022537,0.72754713,0.00000000,3.49975806,3.62623330,0.05084441,1.22466633
-5.09354677,5.76884348,0.69826897,0.00000000,3.36368034,3.43671862,0.04908882,1.15858315
-5.08754377,5.47247668,0.66915621,0.00000000,3.23051322,3.25681447,0.04741744,1.09644000
-5.08154077,5.19469774,0.64058125,0.00000000,3.10138316,3.08895645,0.04586495,1.03887952
-5.07553777,4.93881090,0.61290982,0.00000000,2.97743495,2.93541702,0.04446468,0.98646910
-5.06953477,4.70782469,0.58649900,0.00000000,2.85984417,2.79827887,0.04324796,0.93969797
-5.06353177,4.50442982,0.56169518,0.00000000,2.74982753,2.67941225,0.04224351,0.89897519
-5.05752876,4.33098068,0.53883208,0.00000000,2.64864961,2.58045559,0.04147682,0.86462826
-5.05152576,4.18947979,0.51822855,0.00000000,2.55762513,2.50279910,0.04096955,0.83690206
-5.04552276,4.08156397,0.50018621,0.00000000,2.47811594,2.44757107,0.04073902,0.81595805
-5.03951976,4.00849220,0.48498672,0.00000000,2.41152218,2.41562650,0.04079772,0.80187366
-5.03351676,3.97113463,0.47288885,0.00000000,2.35926754,2.40753815,0.04115292,0.79464206
-5.02751376,3.96996330,0.46412525,0.00000000,2.32277872,2.42358993,0.04180641,0.79417215
-5.02151076,4.00504468,0.45889898,0.00000000,2.30345954,2.46377295,0.04275434,0.80028939
-5.01550775,4.07603507,0.45738002,0.00000000,2.30266036,2.52778432,0.04398723,0.81273724
-5.00950475,4.18217928,0.45970164,0.00000000,2.32164367,2.61502926,0.04549008,0.83117987
-5.00350175,4.32231374,0.46595696,0.00000000,2.36154693,2.72462655,0.04724272,0.85520597
-4.99749875,4.49487452,0.47619567,0.00000000,2.42334366,2.85541782,0.04922021,0.88433407
-4.99149575,4.69791091,0.49042112,0.00000000,2.50780412,3.00598077,0.05139351,0.91801934
-4.98549275,4.92910495,0.50858777,0.00000000,2.61545658,3.17464628,0.05373018,0.95566182
-4.97948974,5.18579690,0.53059928,0.00000000,2.74655052,3.35951951,0.05619525,0.99661603
-4.97348674,5.46501648,0.55630703,0.00000000,2.90102277,3.55850468,0.05875207,1.04020167
-4.96748374,5.76351948,0.58550945,0.00000000,3.07846782,3.76933311,0.06136333,1.08571527
-4.96148074,6.07782902,0.61795196,0.00000000,3.27811315,3.98959428,0.06399197,1.13244217
-4.95547774,6.40428070,0.65332768,0.00000000,3.49880078,4.21676916,0.06660208,1.17966868
-4.94947474,6.73907086,0.69127893,0.00000000,3.73897582,4.44826548,0.06915971,1.22669394
-4.94347174,7.07830686,0.73139951,0.00000000,3.99668296,4.68145429,0.07163359,1.27284104
-4.93746873,7.41805896,0.77323790,0.00000000,4.26957165,4.91370731,0.07399569,1.31746711
-4.93146573,7.75441273,0.81630134,0.00000000,4.55491075,5.14243466,0.07622160,1.35997220
-4.92546273,8.08352175,0.86006081,0.00000000,4.84961302,5.36512252,0.07829080,1.39980666
-4.91945973,8.40165991,0.90395707,0.00000000,5.15027007,5.57937036,0.08018668,1.43647702
-4.91345673,8.70527324,0.94740769,0.00000000,5.45319763,5.78292740,0.08189655,1.46955050
-4.90745373,8.99103062,0.98981512,0.00000000,5.75449110,5.97372776,0.08341136,1.49865804
-4.90145073,9.25587324,1.03057569,0.00000000,6.05009086,6.14992411,0.08472550,1.52349621
-4.89544772,9.49706219,1.06908961,0.00000000,6.33585629,6.30991894,0.08583639,1.54382824
-4.88944472,9.71222354,1.10477174,0.00000000,6.60764710,6.45239293,0.08674415,1.55948430
-4.88344172,9.89938986,1.13706290,0.00000000,6.86141028,6.57632956,0.08745127,1.57036126
-4.87743872,10.05703715,1.16544158,0.00000000,7.09327014,6.68103490,0.08796229,1.57642221
-4.87143572,10.18411559,1.18943567,0.00000000,7.29961894,6.76615156,0.08828363,1.57769581
-4.86543272,10.28007263,1.20863376,0.00000000,7.47720511,6.83166571,0.08842341,1.57427542
-4.85942971,10.34486656,1.22269576,0.00000000,7.62321583,6.87790607,0.08839143,1.56631814
-4.85342671,10.37896918,1.23136225,0.00000000,7.73535090,6.90553409,0.08819927,1.55404348
-4.84742371,10.38335591,1.23446223,0.00000000,7.81188468,6.91552452,0.08786038,1.53773157
-4.84142071,10.35948244,1.23191879,0.00000000,7.85171352,6.90913634,0.08739028,1.51772067
-4.83541771,10.30924739,1.22375249,0.00000000,7.85438631,6.88787413,0.08680677,1.49440375
-4.82941471,10.23494120,1.21008199,0.00000000,7.82011639,6.85344066,0.08613013,1.46822385
-4.82341171,10.13918205,1.19112199,0.00000000,7.74977410,6.80768203,0.08538327,1.43966821
-4.81740870,10.02484078,1.16717831,0.00000000,7.64485981,6.75252731,0.08459182,1.40926086
-4.81140570,9.89495699,1.13864026,0.00000000,7.50745807,6.68992478,0.08378408,1.37755379
-4.80540270,9.75264981,1.10597051,0.00000000,7.34017492,6.62177784,0.08299094,1.34511682
-4.79939970,9.60102681,1.06969284,0.00000000,7.14606031,6.54988318,0.08224554,1.31252626
-4.79339670,9.44309513,1.03037822,0.00000000,6.92851924,6.47587458,0.08158290,1.28035283
-4.78739370,9.28167898,0.98862969,0.00000000,6.69121476,6.40117481,0.08103938,1.24914910
-4.78139070,9.11934724,0.94506674,0.00000000,6.43796719,6.32695855,0.08065205,1.21943704
-4.77538769,8.95835466,0.90030968,0.00000000,6.17265323,6.25412799,0.08045793,1.19169622
-4.76938469,8.80059938,0.85496467,0.00000000,5.89910910,6.18330258,0.08049325,1.16635303
-4.76338169,8.64759852,0.80960996,0.00000000,5.62104116,6.11482339,0.08079257,1.14377159
-4.75737869,8.50048262,0.76478365,0.00000000,5.34194713,6.04877171,0.08138796,1.12424674
-4.75137569,8.36000872,0.72097362,0.00000000,5.06505042,5.98500074,0.08230821,1.10799943
-4.74537269,8.22659050,0.67860957,0.00000000,4.79324905,5.92317827,0.08357804,1.09517466
-4.73936968,8.10034326,0.63805755,0.00000000,4.52908036,5.86283781,0.08521739,1.08584229
-4.73336668,7.98114049,0.59961687,0.00000000,4.27470133,5.80343493,0.08724084,1.08000043
-4.72736368,7.86867814,0.56351930,0.00000000,4.03188415,5.74440547,0.08965705,1.07758138
-4.72136068,7.76254272,0.52993048,0.00000000,3.80202559,5.68522199,0.09246833,1.07845971
-4.71535768,7.66227875,0.49895306,0.00000000,3.58616851,5.62544533,0.09567039,1.08246219
-4.70935468,7.56745186,0.47063147,0.00000000,3.38503331,5.56476826,0.09925204,1.08937888
-4.70335168,7.47770397,0.44495785,0.00000000,3.19905689,5.50304896,0.10319524,1.09897501
-4.69734867,7.39279787,0.42187876,0.00000000,3.02843672,5.44033275,0.10747504,1.11100294
-4.69134567,7.31264926,0.40130243,0.00000000,2.87317763,5.37686124,0.11205984,1.12521372
-4.68534267,7.23734526,0.38310614,0.00000000,2.73313891,5.31306914,0.11691172,1.14136775
-4.67933967,7.16714954,0.36714346,0.00000000,2.60808003,5.24956940,0.12198687,1.15924396
-4.67333667,7.10249481,0.35325127,0.00000000,2.49770302,5.18712857,0.12723626,1.17864737
-4.66733367,7.04396450,0.34125612,0.00000000,2.40169039,5.12663431,0.13260643,1.19941467
-4.66133067,6.99226586,0.33098018,0.00000000,2.31973765,5.06905787,0.13804043,1.22141771
-4.65532766,6.94819718,0.32224637,0.00000000,2.25157967,5.01541419,0.14347888,1.24456493
-4.64932466,6.91261214,0.31488285,0.00000000,2.19701072,4.96672256,0.14886121,1.26880079
-4.64332166,6.88638393,0.30872687,0.00000000,2.15589797,4.92397031,0.15412695,1.29410348
-4.63731866,6.87037193,0.30362790,0.00000000,2.12818877,4.88808185,0.15921710,1.32048111
-4.63131566,6.86539295,0.29945010,0.00000000,2.11391173,4.85989470,0.16407547,1.34796663
-4.62531266,6.87219859,0.29607433,0.00000000,2.11317212,4.84014364,0.16865009,1.37661204
-4.61930965,6.89145968,0.29339945,0.00000000,2.12614201,4.82945330,0.17289438,1.40648196
-4.61330665,6.92375788,0.29134318,0.00000000,2.15304546,4.82833906,0.17676831,1.43764715
-4.60730365,6.96958405,0.28984242,0.00000000,2.19413938,4.83721523,0.18023926,1.47017808
-4.60130065,7.02934229,0.28885299,0.00000000,2.24969048,4.85640909,0.18328271,1.50413889
-4.59529765,7.10335801,0.28834893,0.00000000,2.31994887,4.88617907,0.18588257,1.53958189
-4.58929465,7.19188831,0.28832121,0.00000000,2.40511892,4.92673480,0.18803132,1.57654278
-4.58329165,7.29513244,0.28877599,0.00000000,2.50532811,4.97825692,0.18972976,1.61503663
-4.57728864,7.41324049,0.28973231,0.00000000,2.62059452,5.04091436,0.19098651,1.65505459
-4.57128564,7.54631825,0.29121933,0.00000000,2.75079416,5.11487724,0.19181724,1.69656149
-4.56528264,7.69442698,0.29327318,0.00000000,2.89562884,5.20032373,0.19224375,1.73949403
-4.55927964,7.85757668,0.29593344,0.00000000,3.05459606,5.29743950,0.19229275,1.78375967
-4.55327664,8.03571249,0.29923945,0.00000000,3.22696195,5.40640937,0.19199469,1.82923609
-4.54727364,8.22869419,0.30322640,0.00000000,3.41173866,5.52740075,0.19138249,1.87577103
-4.54127064,8.43626911,0.30792156,0.00000000,3.60766756,5.66053936,0.19049028,1.92318254
-4.53526763,8.65803979,0.31334069,0.00000000,3.81320928,5.80587825,0.18935226,1.97125946
-4.52926463,8.89342767,0.31948474,0.00000000,4.02654197,5.96336132,0.18800163,2.01976211
-4.52326163,9.14163479,0.32633711,0.00000000,4.24556838,6.13278337,0.18646981,2.06842307
-4.51725863,9.40160556,0.33386154,0.00000000,4.46793256,6.31374850,0.18478565,2.11694807
-4.51125563,9.67199100,0.34200072,0.00000000,4.69104633,6.50562935,0.18297495,2.16501689
-4.50525263,9.95111765,0.35067580,0.00000000,4.91212533,6.70752929,0.18106013,2.21228432
-4.49924962,10.23696335,0.35978668,0.00000000,5.12823432,6.91825013,0.17905999,2.25838123
-4.49324662,10.52714219,0.36921327,0.00000000,5.33634042,7.13626733,0.17698965,2.30291570
-4.48724362,10.81890010,0.37881750,0.00000000,5.53337318,7.35971465,0.17486060,2.34547445
-4.48124062,11.10912279,0.38844614,0.00000000,5.71628969,7.58638013,0.17268069,2.38562453
-4.47523762,11.39435702,0.39793423,0.00000000,5.88214259,7.81371431,0.17045437,2.42291554
-4.46923462,11.67084580,0.40710898,0.00000000,6.02814900,8.03885183,0.16818270,2.45688244
-4.46323162,11.93457771,0.41579401,0.00000000,6.15175781,8.25864658,0.16586364,2.48704925
-4.45722861,12.18134997,0.42381375,0.00000000,6.25071326,8.46972027,0.16349213,2.51293371
-4.45122561,12.40684451,0.43099779,0.00000000,6.32311245,8.66852386,0.16106036,2.53405317
-4.44522261,12.60671545,0.43718510,0.00000000,6.36745496,8.85141049,0.15855798,2.54993168
-4.43921961,12.77668645,0.44222789,0.00000000,6.38268275,9.01471833,0.15597247,2.56010867
-4.43321661,12.91265532,0.44599508,0.00000000,6.36820927,9.15486112,0.15328951,2.56414883
-4.42721361,13.01080335,0.44837528,0.00000000,6.32393674,9.26842387,0.15049352,2.56165347
-4.42121061,13.06770616,0.44927917,0.00000000,6.25026127,9.35226075,0.14756828,2.55227295
-4.41520760,13.08044258,0.44864136,0.00000000,6.14806597,9.40359210,0.14449770,2.53572006
-4.40920460,13.04669823,0.44642167,0.00000000,6.01870229,9.42009707,0.14126666,2.51178383
-4.40320160,12.96485993,0.44260588,0.00000000,5.86396078,9.39999886,0.13786201,2.48034333
-4.39719860,12.83409741,0.43720597,0.00000000,5.68603217,9.34213902,0.13427352,2.44138099
-4.39119560,12.65442920,0.43026000,0.00000000,5.48746039,9.24603816,0.13049496,2.39499464
-4.38519260,12.42676947,0.42183146,0.00000000,5.27108920,9.11194041,0.12652510,2.34140779
-4.37918959,12.15295363,0.41200841,0.00000000,5.04000392,8.94083954,0.12236857,2.28097747
-4.37318659,11.83574074,0.40090222,0.00000000,4.79747029,8.73448539,0.11803669,2.21419904
-4.36718359,11.47879199,0.38864605,0.00000000,4.54687184,8.49536996,0.11354802,2.14170747
-4.36118059,11.08662478,0.37539303,0.00000000,4.29164755,8.22669300,0.10892875,2.06427482
-4.35517759,10.66454335,0.36131419,0.00000000,4.03523106,7.93230809,0.10421275,1.98280356
-4.34917459,10.21854742,0.34659611,0.00000000,3.78099268,7.61665048,0.09944142,1.89831583
-4.34317159,9.75522118,0.33143822,0.00000000,3.53218507,7.28464899,0.09466317,1.81193861
-4.33716858,9.28160568,0.31604990,0.00000000,3.29189354,6.94162453,0.08993270,1.72488518
-4.33116558,8.80505818,0.30064719,0.00000000,3.06299133,6.59317847,0.08530995,1.63843333
-4.32516258,8.33310256,0.28544936,0.00000000,2.84810032,6.24507401,0.08085881,1.55390074
-4.31915958,7.87327480,0.27067516,0.00000000,2.64955742,5.90311422,0.07664569,1.47261844
-4.31315658,7.43296784,0.25653884,0.00000000,2.46938664,5.57302013,0.07273791,1.39590291
-4.30715358,7.01928000,0.24324624,0.00000000,2.30927690,5.26031202,0.06920192,1.32502774
