energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,1.27918344,0.02518028,0.03170354,0.82575390,0.00000000,0.02265351,0.93590386,0.28572852,0.12191463
-5.99399700,1.30124964,0.02571446,0.03265980,0.83473263,0.00000000,0.02297101,0.95288047,0.29151166,0.12555445
-5.98799400,1.32026564,0.02617893,0.03360479,0.84095610,0.00000000,0.02321994,0.96761796,0.29674441,0.12907222
-5.98199100,1.33610541,0.02656408,0.03452682,0.84451751,0.00000000,0.02339402,0.98004546,0.30138169,0.13243227
-5.97598799,1.34874655,0.02686110,0.03541527,0.84559340,0.00000000,0.02348851,0.99016887,0.30540892,0.13560430
-5.96998499,1.35827108,0.02706211,0.03626088,0.84444049,0.00000000,0.02350024,0.99807115,0.30884267,0.13856425
-5.96398199,1.36486360,0.02716031,0.03705596,0.84139068,0.00000000,0.02342767,1.00391080,0.31173035,0.14129506
-5.95797899,1.36880715,0.02715013,0.03779456,0.83684425,0.00000000,0.02327085,1.00791845,0.31414893,0.14378747
-5.95197599,1.37047691,0.02702745,0.03847264,0.83126161,0.00000000,0.02303142,1.01039205,0.31620293,0.14604059
-5.94597299,1.37033191,0.02678974,0.03908815,0.82515393,0.00000000,0.02271257,1.01169051,0.31802150,0.14806239
-5.93996998,1.36890530,0.02643626,0.03964109,0.81907300,0.00000000,0.02231894,1.01222627,0.31975516,0.14987002
-5.93396698,1.36679316,0.02596814,0.04013350,0.81360055,0.00000000,0.02185658,1.01245699,0.32157190,0.15148992
-5.92796398,1.36464242,0.02538854,0.04056938,0.80933740,0.00000000,0.02133281,1.01287636,0.32365312,0.15295775
-5.92196098,1.36313796,0.02470265,0.04095459,0.80689266,0.00000000,0.02075612,1.01400461,0.32618950,0.15431804
-5.91595798,1.36298928,0.02391768,0.04129664,0.80687321,0.00000000,0.02013597,1.01637852,0.32937679,0.15562363
-5.90995498,1.36491691,0.02304279,0.04160451,0.80987353,0.00000000,0.01948267,1.02054137,0.33341178,0.15693483
-5.90395198,1.36963867,0.02208898,0.04188833,0.81646606,0.00000000,0.01880717,1.02703282,0.33848855,0.15831837
-5.89794897,1.37785611,0.02106884,0.04215908,0.82719205,0.00000000,0.01812090,1.03637883,0.34479492,0.15984603
-5.89194597,1.39024108,0.01999636,0.04242829,0.84255289,0.00000000,0.01743550,1.04908177,0.35250922,0.16159317
-5.88594297,1.40742252,0.01888657,0.04270762,0.86300190,0.00000000,0.01676268,1.06561061,0.36179742,0.16363698
-5.87993997,1.42997363,0.01775532,0.04300855,0.88893651,0.00000000,0.01611399,1.08639139,0.37281040,0.16605461
-5.87393697,1.45839945,0.01661886,0.04334200,0.92069068,0.00000000,0.01550062,1.11179791,0.38568155,0.16892115
-5.86793397,1.49312487,0.01549356,0.04371799,0.95852766,0.00000000,0.01493321,1.14214265,0.40052448,0.17230760
-5.86193097,1.53448311,0.01439557,0.04414533,1.00263288,0.00000000,0.01442172,1.17766806,0.41743079,0.17627872
-5.85592796,1.58270497,0.01334056,0.04463131,1.05310718,0.00000000,0.01397520,1.21853822,0.43646792,0.18089096
-5.84992496,1.63790881,0.01234345,0.04518149,1.10996031,0.00000000,0.01360172,1.26483110,0.45767704,0.18619043
-5.84392196,1.70009154,0.01141820,0.04579943,1.17310497,0.00000000,0.01330825,1.31653139,0.48107087,0.19221098
-5.83791896,1.76912091,0.01057767,0.04648660,1.24235155,0.00000000,0.01310054,1.37352433,0.50663162,0.19897243
-5.83191596,1.84472937,0.00983350,0.04724222,1.31740375,0.00000000,0.01298309,1.43559066,0.53430890,0.20647900
-5.82591296,1.92650979,0.00919603,0.04806320,1.39785556,0.00000000,0.01295908,1.50240294,0.56401790,0.21471806
-5.81990995,2.01391344,0.00867434,0.04894413,1.48318982,0.00000000,0.01303034,1.57352368,0.59563777,0.22365904
-5.81390695,2.10625064,0.00827621,0.04987727,1.57277866,0.00000000,0.01319739,1.64840542,0.62901045,0.23325282
-5.80790395,2.20269432,0.00800820,0.05085266,1.66588625,0.00000000,0.01345937,1.72639310,0.66394001,0.24343141
-5.80190095,2.30228675,0.00787569,0.05185816,1.76167402,0.00000000,0.01381416,1.80672907,0.70019277,0.25410810
-5.79589795,2.40394987,0.00788300,0.05287969,1.85920866,0.00000000,0.01425835,1.88856071,0.73749810,0.26517802
-5.78989495,2.50649898,0.00803342,0.05390132,1.95747290,0.00000000,0.01478733,1.97095101,0.77555038,0.27651923
-5.78389195,2.60866018,0.00832931,0.05490556,2.05537920,0.00000000,0.01539534,2.05289193,0.81401183,0.28799420
-5.77788894,2.70909111,0.00877213,0.05587359,2.15178622,0.00000000,0.01607559,2.13332056,0.85251654,0.29945188
-5.77188594,2.80640485,0.00936250,0.05678560,2.24551774,0.00000000,0.01682030,2.21113788,0.89067559,0.31073020
-5.76588294,2.89919666,0.01010020,0.05762110,2.33538392,0.00000000,0.01762083,2.28522970,0.92808317,0.32165898
-5.75987994,2.98607276,0.01098418,0.05835930,2.42020427,0.00000000,0.01846780,2.35448945,0.96432377,0.33206335
-5.75387694,3.06568070,0.01201248,0.05897955,2.49883184,0.00000000,0.01935119,2.41784228,0.99898012,0.34176737
-5.74787394,3.13674047,0.01318224,0.05946176,2.57017813,0.00000000,0.02026047,2.47426977,1.03164182,0.35059807
-5.74187094,3.19807542,0.01448960,0.05978688,2.63323784,0.00000000,0.02118476,2.52283469,1.06191431,0.35838953
-5.73586793,3.24864226,0.01592960,0.05993736,2.68711299,0.00000000,0.02211295,2.56270496,1.08942810,0.36498713
-5.72986493,3.28755900,0.01749618,0.05989762,2.73103550,0.00000000,0.02303384,2.59317621,1.11384783,0.37025162
-5.72386193,3.31413022,0.01918204,0.05965457,2.76438768,0.00000000,0.02393629,2.61369209,1.13488093,0.37406313
-5.71785893,3.32786858,0.02097861,0.05919796,2.78672001,0.00000000,0.02480937,2.62386182,1.15228566,0.37632476
-5.71185593,3.32851200,0.02287606,0.05852084,2.79776547,0.00000000,0.02564251,2.62347415,1.16587815,0.37696582
-5.70585293,3.31603585,0.02486326,0.05761986,2.79745015,0.00000000,0.02642561,2.61250749,1.17553839,0.37594438
-5.69984992,3.29065964,0.02692789,0.05649550,2.78589968,0.00000000,0.02714924,2.59113554,1.18121478,0.37324927
-5.69384692,3.25284797,0.02905655,0.05515226,2.76344113,0.00000000,0.02780473,2.55972838,1.18292720,0.36890124
-5.68784392,3.20330541,0.03123489,0.05359867,2.73060041,0.00000000,0.02838429,2.51884870,1.18076847,0.36295333
-5.68184092,3.14296566,0.03344790,0.05184726,2.68809504,0.00000000,0.02888122,2.46924335,1.17490407,0.35549034
-5.67583792,3.07297483,0.03568014,0.04991433,2.63682240,0.00000000,0.02928996,2.41183019,1.16557025,0.34662745
-5.66983492,2.99466941,0.03791615,0.04781968,2.57784372,0.00000000,0.02960624,2.34768064,1.15307032,0.33650800
-5.66383192,2.90954940,0.04014074,0.04558622,2.51236410,0.00000000,0.02982720,2.27799823,1.13776938,0.32530044
-5.65782891,2.81924710,0.04233946,0.04323938,2.44170892,0.00000000,0.02995148,2.20409375,1.12008750,0.31319462
-5.65182591,2.72549247,0.04449898,0.04080662,2.36729721,0.00000000,0.02997934,2.12735744,1.10049145,0.30039738
-5.64582291,2.63007563,0.04660746,0.03831670,2.29061243,0.00000000,0.02991267,2.04922908,1.07948516,0.28712773
-5.63981991,2.53480756,0.04865492,0.03579905,2.21317128,0.00000000,0.02975511,1.97116640,1.05759903,0.27361171
-5.63381691,2.44147977,0.05063351,0.03328303,2.13649127,0.00000000,0.02951200,1.89461277,1.03537839,0.26007696
-5.62781391,2.35182384,0.05253768,0.03079726,2.06205748,0.00000000,0.02919038,1.82096480,1.01337111,0.24674737
-5.62181091,2.26747181,0.05436431,0.02836898,1.99128947,0.00000000,0.02879892,1.75154059,0.99211483,0.23383776
-5.61580790,2.18991818,0.05611260,0.02602344,1.92550881,0.00000000,0.02834780,1.68754936,0.97212387,0.22154890
-5.60980490,2.12048458,0.05778392,0.02378338,1.86590810,0.00000000,0.02784850,1.63006313,0.95387621,0.21006285
-5.60380190,2.06028771,0.05938152,0.02166863,1.81352209,0.00000000,0.02731362,1.57999119,0.93780074,0.19953889
-5.59779890,2.01021156,0.06091004,0.01969577,1.76920171,0.00000000,0.02675653,1.53805787,0.92426527,0.19011002
-5.59179590,1.97088452,0.06237503,0.01787789,1.73359163,0.00000000,0.02619106,1.50478432,0.91356539,0.18188013
-5.58579290,1.94266207,0.06378225,0.01622451,1.70711210,0.00000000,0.02563107,1.48047465,0.90591481,0.17492202
-5.57978989,1.92561572,0.06513700,0.01474154,1.68994567,0.00000000,0.02509009,1.46520711,0.90143738,0.16927608
-5.57378689,1.91952858,0.06644345,0.01343135,1.68202935,0.00000000,0.02458082,1.45883046,0.90016109,0.16494989
-5.56778389,1.92389802,0.06770395,0.01229295,1.68305273,0.00000000,0.02411469,1.46096587,0.90201458,0.16191860
-5.56178089,1.93794553,0.06891840,0.01132223,1.69246241,0.00000000,0.02370144,1.47101465,0.90682621,0.16012608
-5.55577789,1.96063399,0.07008377,0.01051223,1.70947286,0.00000000,0.02334872,1.48817151,0.91432597,0.15948684
-5.54977489,1.99069188,0.07119375,0.00985349,1.73308385,0.00000000,0.02306175,1.51144360,0.92415046,0.15988873
-5.54377189,2.02664438,0.07223858,0.00933443,1.76210419,0.00000000,0.02284308,1.53967462,0.93585076,0.16119617
-5.53776888,2.06685049,0.07320500,0.00894173,1.79518140,0.00000000,0.02269237,1.57157392,0.94890327,0.16325403
-5.53176588,2.10954537,0.07407654,0.00866073,1.83083658,0.00000000,0.02260639,1.60574955,0.96272320,0.16589195
-5.52576288,2.15288690,0.07483390,0.00847586,1.86750377,0.00000000,0.02257900,1.64074470,0.97668038,0.16892899
-5.51975988,2.19500494,0.07545551,0.00837104,1.90357253,0.00000000,0.02260140,1.67507640,0.99011699,0.17217858
-5.51375688,2.23405212,0.07591834,0.00833001,1.93743255,0.00000000,0.02266233,1.70727537,1.00236663,0.17545348
-5.50775388,2.26825431,0.07619877,0.00833676,1.96751887,0.00000000,0.02274852,1.73592582,1.01277400,0.17857079
-5.50175088,2.29595919,0.07627353,0.00837584,1.99235613,0.00000000,0.02284513,1.75970386,1.02071469,0.18135674
-5.49574787,2.31568147,0.07612074,0.00843265,2.01060038,0.00000000,0.02293632,1.77741336,1.02561411,0.18365114
-5.48974487,2.32614282,0.07572089,0.00849373,2.02107695,0.00000000,0.02300585,1.78801785,1.02696509,0.18531144
-5.48374187,2.32630553,0.07505779,0.00854698,2.02281290,0.00000000,0.02303768,1.79066757,1.02434332,0.18621613
-5.47773887,2.31539840,0.07411942,0.00858186,2.01506303,0.00000000,0.02301659,1.78472058,1.01742011,0.18626753
-5.47173587,2.29293414,0.07289856,0.00858951,1.99732835,0.00000000,0.02292878,1.76975722,1.00597196,0.18539378
-5.46573287,2.25871771,0.07139339,0.00856285,1.96936650,0.00000000,0.02276236,1.74558753,0.98988666,0.18355000
-5.45972986,2.21284535,0.06960776,0.00849663,1.93119371,0.00000000,0.02250782,1.71225143,0.96916559,0.18071861
-5.45372686,2.15569458,0.06755128,0.00838742,1.88307842,0.00000000,0.02215833,1.67001170,0.94392236,0.17690886
-5.44772386,2.08790569,0.06523926,0.00823357,1.82552695,0.00000000,0.02171001,1.61934024,0.91437778,0.17215542
-5.44172086,2.01035568,0.06269238,0.00803509,1.75926199,0.00000000,0.02116197,1.56089832,0.88085150,0.16651642
-5.43571786,1.92412582,0.05993617,0.00779356,1.68519491,0.00000000,0.02051636,1.49551170,0.84375076,0.16007069
-5.42971486,1.83046432,0.05700041,0.00751190,1.60439319,0.00000000,0.01977818,1.42414171,0.80355675,0.15291458
