energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.57145454,-2.82850493,1.36974121,-1.20157559,0.79840162,-0.43751091,0.00428235,-0.00491236,1.03948131,-0.70808507,1.09013706,-1.05475967,0.00000000,-0.00000000
-5.99399700,3.62700189,-2.90359047,1.37769352,-1.22013284,0.82753994,-0.45800638,0.00424495,-0.00498236,1.06699085,-0.72986112,1.08915871,-1.07760325,0.00000000,-0.00000000
-5.98799400,3.66748350,-2.97134331,1.37956805,-1.23469975,0.85467993,-0.47888989,0.00418446,-0.00503057,1.09147097,-0.75136411,1.08154311,-1.09526993,0.00000000,-0.00000000
-5.98199100,3.69211801,-3.03044270,1.37521525,-1.24478682,0.87948164,-0.49997712,0.00410114,-0.00505483,1.11254222,-0.77230466,1.06730805,-1.10722631,0.00000000,-0.00000000
-5.97598799,3.70045412,-3.07973927,1.36463168,-1.24999598,0.90163831,-0.52108261,0.00399578,-0.00505344,1.12988900,-0.79240602,1.04662056,-1.11305146,0.00000000,-0.00000000
-5.96998499,3.69237663,-3.11829616,1.34795920,-1.25003812,0.92088167,-0.54202518,0.00386979,-0.00502528,1.14326595,-0.81141362,1.01979109,-1.11245270,0.00000000,-0.00000000
-5.96398199,3.66810121,-3.14542189,1.32547897,-1.24474624,0.93698617,-0.56263284,0.00372505,-0.00496981,1.15250215,-0.82910354,0.98726250,-1.10527694,0.00000000,-0.00000000
-5.95797899,3.62815880,-3.16069346,1.29760081,-1.23408377,0.94977243,-0.58274705,0.00356394,-0.00488717,1.15750322,-0.84528938,0.94959467,-1.09151689,0.00000000,-0.00000000
-5.95197599,3.57337102,-3.16396865,1.26484847,-1.21814759,0.95910972,-0.60222618,0.00338923,-0.00477815,1.15825148,-0.85982727,0.90744542,-1.07131196,0.00000000,-0.00000000
-5.94597299,3.50481831,-3.15538722,1.22784184,-1.19716563,0.96491786,-0.62094793,0.00320401,-0.00464420,1.15480439,-0.87261884,0.86154872,-1.04494382,0.00000000,-0.00000000
-5.93996998,3.42380270,-3.13536104,1.18727686,-1.17148936,0.96716836,-0.63881079,0.00301162,-0.00448739,1.14729152,-0.88361207,0.81269126,-1.01282688,0.00000000,-0.00000000
-5.93396698,3.33180712,-3.10455403,1.14390425,-1.14158160,0.96588503,-0.65573424,0.00281552,-0.00431037,1.13591029,-0.89280018,0.76168841,-0.97549422,0.00000000,-0.00000000
-5.92796398,3.23045334,-3.06385313,1.09850793,-1.10800028,0.96114409,-0.67165807,0.00261929,-0.00411627,1.12092086,-0.90021848,0.70936065,-0.93357966,0.00000000,-0.00000000
-5.92196098,3.12146008,-3.01433190,1.05188406,-1.07137917,0.95307370,-0.68654062,0.00242646,-0.00390865,1.10264022,-0.90593973,0.65651139,-0.88779699,0.00000000,-0.00000000
-5.91595798,3.00660296,-2.95720886,1.00482144,-1.03240643,0.94185290,-0.70035627,0.00224050,-0.00369140,1.08143576,-0.91006809,0.60390703,-0.83891722,0.00000000,-0.00000000
-5.90995498,2.88767741,-2.89380260,0.95808383,-0.99180219,0.92771002,-0.71309226,0.00206475,-0.00346863,1.05771852,-0.91273221,0.55225990,-0.78774495,0.00000000,-0.00000000
-5.90395198,2.76646539,-2.82548591,0.91239475,-0.95029615,0.91092028,-0.72474519,0.00190238,-0.00324457,1.03193609,-0.91407778,0.50221457,-0.73509503,0.00000000,-0.00000000
-5.89794897,2.64470646,-2.75364105,0.86842494,-0.90860610,0.89180262,-0.73531731,0.00175632,-0.00302349,1.00456532,-0.91426002,0.45433769,-0.68177019,0.00000000,-0.00000000
-5.89194597,2.52407332,-2.67961817,0.82678269,-0.86741844,0.87071571,-0.74481300,0.00162929,-0.00280960,0.97610483,-0.91343648,0.40911159,-0.62854081,0.00000000,-0.00000000
-5.88594297,2.40615186,-2.60469843,0.78800696,-0.82737127,0.84805295,-0.75323555,0.00152373,-0.00260699,0.94706735,-0.91176058,0.36693133,-0.57612727,0.00000000,-0.00000000
-5.87993997,2.29242519,-2.53006328,0.75256316,-0.78904060,0.82423654,-0.76058468,0.00144183,-0.00241952,0.91797198,-0.90937615,0.32810510,-0.52518549,0.00000000,-0.00000000
-5.87393697,2.18426151,-2.45677074,0.72084140,-0.75293008,0.79971066,-0.76685477,0.00138551,-0.00225080,0.88933627,-0.90641327,0.29285742,-0.47629590,0.00000000,-0.00000000
-5.86793397,2.08290489,-2.38573911,0.69315680,-0.71946434,0.77493373,-0.77203408,0.00135641,-0.00210413,0.86166825,-0.90298550,0.26133471,-0.42995604,0.00000000,-0.00000000
-5.86193097,1.98946873,-2.31773845,0.66975164,-0.68898587,0.75037008,-0.77610510,0.00135588,-0.00198244,0.83545856,-0.89918872,0.23361272,-0.38657663,0.00000000,-0.00000000
-5.85592796,1.90493111,-2.25338912,0.65079891,-0.66175522,0.72648102,-0.77904591,0.00138500,-0.00188831,0.81117265,-0.89510145,0.20970514,-0.34648080,0.00000000,-0.00000000
-5.84992496,1.83013169,-2.19316715,0.63640690,-0.63795424,0.70371565,-0.78083261,0.00144452,-0.00182388,0.78924319,-0.89078651,0.18957292,-0.30990633,0.00000000,-0.00000000
-5.84392196,1.76576965,-2.13741511,0.62662451,-0.61769172,0.68250169,-0.78144268,0.00153490,-0.00179088,0.77006301,-0.88629402,0.17313385,-0.27701025,0.00000000,-0.00000000
-5.83791896,1.71240258,-2.08635760,0.62144695,-0.60101104,0.66323651,-0.78085904,0.00165624,-0.00179060,0.75397847,-0.88166536,0.16027169,-0.24787527,0.00000000,-0.00000000
-5.83191596,1.67044589,-2.04011992,0.62082163,-0.58789918,0.64627882,-0.77907464,0.00180826,-0.00182385,0.74128367,-0.87693776,0.15084489,-0.22251767,0.00000000,-0.00000000
-5.82591296,1.64017285,-1.99874869,0.62465384,-0.57829660,0.63194102,-0.77609722,0.00199027,-0.00189095,0.73221538,-0.87214935,0.14469417,-0.20089597,0.00000000,-0.00000000
-5.81990995,1.62171533,-1.96223301,0.63281224,-0.57210734,0.62048278,-0.77195404,0.00220116,-0.00199175,0.72694916,-0.86734419,0.14164915,-0.18291997,0.00000000,-0.00000000
-5.81390695,1.61506505,-1.93052501,0.64513379,-0.56920905,0.61210574,-0.76669615,0.00243933,-0.00212556,0.72559639,-0.86257696,0.14153369,-0.16845969,0.00000000,-0.00000000
-5.80790395,1.62007584,-1.90355884,0.66142825,-0.56946238,0.60694972,-0.76040194,0.00270269,-0.00229115,0.72820268,-0.85791710,0.14416995,-0.15735394,0.00000000,-0.00000000
-5.80190095,1.63646675,-1.88126700,0.68148191,-0.57271954,0.60509038,-0.75317976,0.00298864,-0.00248675,0.73474735,-0.85345203,0.14938134,-0.14941823,0.00000000,-0.00000000
-5.79589795,1.66382636,-1.86359368,0.70506078,-0.57883173,0.60653846,-0.74516931,0.00329407,-0.00271005,0.74514425,-0.84928927,0.15699427,-0.14445178,0.00000000,-0.00000000
-5.78989495,1.70161839,-1.85050448,0.73191296,-0.58765539,0.61124062,-0.73654172,0.00361536,-0.00295817,0.75924377,-0.84555740,0.16683894,-0.14224373,0.00000000,-0.00000000
-5.78389195,1.74918870,-1.84199253,0.76177053,-0.59905709,0.61908176,-0.72749811,0.00394843,-0.00322770,0.77683602,-0.84240563,0.17874943,-0.14257827,0.00000000,-0.00000000
-5.77788894,1.80577378,-1.83808085,0.79435073,-0.61291702,0.62988868,-0.71826682,0.00428878,-0.00351473,0.79765509,-0.84000207,0.19256301,-0.14523894,0.00000000,-0.00000000
-5.77188594,1.87051081,-1.83882137,0.82935666,-0.62913131,0.64343518,-0.70909911,0.00463155,-0.00381488,0.82138427,-0.83853078,0.20811920,-0.15001207,0.00000000,-0.00000000
-5.76588294,1.94244912,-1.84429085,0.86647762,-0.64761289,0.65944807,-0.70026369,0.00497166,-0.00412339,0.84766219,-0.83818757,0.22525844,-0.15668947,0.00000000,-0.00000000
-5.75987994,2.02056311,-1.85458412,0.90538918,-0.66829121,0.67761425,-0.69204010,0.00530383,-0.00443517,0.87608958,-0.83917485,0.24382078,-0.16507048,0.00000000,-0.00000000
-5.75387694,2.10376637,-1.86980518,0.94575306,-0.69111081,0.69758839,-0.68471128,0.00562282,-0.00474492,0.90623664,-0.84169559,0.26364464,-0.17496352,0.00000000,-0.00000000
-5.74787394,2.19092679,-1.89005673,0.98721711,-0.71602871,0.71900112,-0.67855549,0.00592345,-0.00504726,0.93765070,-0.84594663,0.28456578,-0.18618710,0.00000000,-0.00000000
-5.74187094,2.28088236,-1.91542854,1.02941533,-0.74301080,0.74146739,-0.67383797,0.00620081,-0.00533680,0.96986415,-0.85211162,0.30641654,-0.19857062,0.00000000,-0.00000000
-5.73586793,2.37245743,-1.94598518,1.07196831,-0.77202730,0.76459491,-0.67080255,0.00645038,-0.00560836,1.00240233,-0.86035365,0.32902555,-0.21195467,0.00000000,-0.00000000
-5.72986493,2.46447887,-1.98175361,1.11448396,-0.80304728,0.78799219,-0.66966358,0.00666814,-0.00585704,1.03479117,-0.87080799,0.35221776,-0.22619124,0.00000000,-0.00000000
-5.72386193,2.55579192,-2.02271101,1.15655885,-0.83603255,0.81127620,-0.67059830,0.00685071,-0.00607838,1.06656455,-0.88357497,0.37581497,-0.24114350,0.00000000,-0.00000000
-5.71785893,2.64527517,-2.06877322,1.19778006,-0.87093088,0.83407929,-0.67374021,0.00699544,-0.00626850,1.09727106,-0.89871343,0.39963676,-0.25668552,0.00000000,-0.00000000
-5.71185593,2.73185449,-2.11978422,1.23772776,-0.90766898,0.85605519,-0.67917333,0.00710048,-0.00642418,1.12648008,-0.91623474,0.42350176,-0.27270161,0.00000000,-0.00000000
-5.70585293,2.81451532,-2.17550701,1.27597836,-0.94614538,0.87688403,-0.68692782,0.00716484,-0.00654299,1.15378708,-0.93609784,0.44722919,-0.28908552,0.00000000,-0.00000000
