energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.36422620,0.84689533,0.00000000,0.44681650,0.00000000,2.00943281,1.10209278
-5.99399700,2.32599033,0.84001288,0.00000000,0.43197566,0.00000000,1.98409944,1.08945982
-5.98799400,2.28881307,0.83340968,0.00000000,0.41815864,0.00000000,1.95909285,1.07669027
-5.98199100,2.25321186,0.82723581,0.00000000,0.40549274,0.00000000,1.93465413,1.06404649
-5.97598799,2.21959538,0.82160377,0.00000000,0.39407222,0.00000000,1.91091602,1.05175455
-5.96998499,2.18826357,0.81658942,0.00000000,0.38395970,0.00000000,1.88790637,1.04000235
-5.96398199,2.15941152,0.81223442,0.00000000,0.37518832,0.00000000,1.86555578,1.02893933
-5.95797899,2.13313707,0.80855019,0.00000000,0.36776462,0.00000000,1.84370914,1.01867790
-5.95197599,2.10945167,0.80552301,0.00000000,0.36167196,0.00000000,1.82214035,1.00929642
-5.94597299,2.08829400,0.80312029,0.00000000,0.35687438,0.00000000,1.80056980,1.00084362
-5.93996998,2.06954596,0.80129750,0.00000000,0.35332067,0.00000000,1.77868368,0.99334425
-5.93396698,2.05305021,0.80000564,0.00000000,0.35094860,0.00000000,1.75615440,0.98680583
-5.92796398,2.03862866,0.79919873,0.00000000,0.34968913,0.00000000,1.73266111,0.98122605
-5.92196098,2.02610122,0.79884127,0.00000000,0.34947049,0.00000000,1.70790945,0.97660066
-5.91595798,2.01530393,0.79891502,0.00000000,0.35022192,0.00000000,1.68164974,0.97293135
-5.90995498,2.00610578,0.79942501,0.00000000,0.35187717,0.00000000,1.65369270,0.97023332
-5.90395198,1.99842354,0.80040429,0.00000000,0.35437738,0.00000000,1.62392210,0.96854213
-5.89794897,1.99223378,0.80191739,0.00000000,0.35767344,0.00000000,1.59230388,0.96791941
-5.89194597,1.98758172,0.80406199,0.00000000,0.36172780,0.00000000,1.55889127,0.96845712
-5.88594297,1.98458627,0.80696894,0.00000000,0.36651541,0.00000000,1.52382594,0.97028008
-5.87993997,1.98344106,0.81080031,0.00000000,0.37202411,0.00000000,1.48733523,0.97354642
-5.87393697,1.98441133,0.81574561,0.00000000,0.37825423,0.00000000,1.44972556,0.97844591
-5.86793397,1.98782662,0.82201627,0.00000000,0.38521749,0.00000000,1.41137268,0.98519609
-5.86193097,1.99406959,0.82983835,0.00000000,0.39293530,0.00000000,1.37270917,0.99403609
-5.85592796,2.00356130,0.83944399,0.00000000,0.40143644,0.00000000,1.33420992,1.00521854
-5.84992496,2.01674346,0.85106164,0.00000000,0.41075437,0.00000000,1.29637624,1.01899953
-5.84392196,2.03405841,0.86490550,0.00000000,0.42092413,0.00000000,1.25971940,1.03562724
-5.83791896,2.05592756,0.88116469,0.00000000,0.43197902,0.00000000,1.22474428,1.05532941
-5.83191596,2.08272919,0.89999231,0.00000000,0.44394730,0.00000000,1.19193374,1.07830036
-5.82591296,2.11477643,0.92149506,0.00000000,0.45684890,0.00000000,1.16173419,1.10468795
-5.81990995,2.15229651,0.94572374,0.00000000,0.47069235,0.00000000,1.13454298,1.13458118
-5.81390695,2.19541188,0.97266503,0.00000000,0.48547205,0.00000000,1.11069766,1.16799888
-5.80790395,2.24412423,1.00223496,0.00000000,0.50116600,0.00000000,1.09046753,1.20488010
-5.80190095,2.29830197,1.03427440,0.00000000,0.51773404,0.00000000,1.07404736,1.24507677
-5.79589795,2.35767179,1.06854680,0.00000000,0.53511663,0.00000000,1.06155348,1.28834885
-5.78989495,2.42181466,1.10473846,0.00000000,0.55323432,0.00000000,1.05302187,1.33436251
-5.78389195,2.49016663,1.14246129,0.00000000,0.57198778,0.00000000,1.04840845,1.38269147
-5.77788894,2.56202436,1.18125826,0.00000000,0.59125842,0.00000000,1.04759098,1.43282158
-5.77188594,2.63655547,1.22061136,0.00000000,0.61090962,0.00000000,1.05037280,1.48415868
-5.76588294,2.71281325,1.25995192,0.00000000,0.63078840,0.00000000,1.05648786,1.53603953
-5.75987994,2.78975553,1.29867311,0.00000000,0.65072759,0.00000000,1.06560708,1.58774550
-5.75387694,2.86626697,1.33614412,0.00000000,0.67054830,0.00000000,1.07734579,1.63851881
-5.74787394,2.94118425,1.37172586,0.00000000,0.69006275,0.00000000,1.09127205,1.68758052
-5.74187094,3.01332325,1.40478745,0.00000000,0.70907720,0.00000000,1.10691587,1.73414992
-5.73586793,3.08150750,1.43472307,0.00000000,0.72739515,0.00000000,1.12377896,1.77746466
-5.72986493,3.14459685,1.46096867,0.00000000,0.74482052,0.00000000,1.14134512,1.81680076
-5.72386193,3.20151572,1.48301789,0.00000000,0.76116090,0.00000000,1.15909095,1.85149201
-5.71785893,3.25127972,1.50043663,0.00000000,0.77623069,0.00000000,1.17649670,1.88094798
-5.71185593,3.29302011,1.51287582,0.00000000,0.78985426,0.00000000,1.19305726,1.90467003
-5.70585293,3.32600506,1.52008189,0.00000000,0.80186889,0.00000000,1.20829284,1.92226475
-5.69984992,3.34965732,1.52190446,0.00000000,0.81212760,0.00000000,1.22175919,1.93345436
-5.69384692,3.36356755,1.51830113,0.00000000,0.82050170,0.00000000,1.23305720,1.93808376
-5.68784392,3.36750303,1.50933907,0.00000000,0.82688313,0.00000000,1.24184143,1.93612391
-5.68184092,3.36141143,1.49519330,0.00000000,0.83118647,0.00000000,1.24782743,1.92767148
-5.67583792,3.34541973,1.47614185,0.00000000,0.83335065,0.00000000,1.25079761,1.91294487
-5.66983492,3.31982816,1.45255785,0.00000000,0.83334020,0.00000000,1.25060537,1.89227667
-5.66383192,3.28509963,1.42489882,0.00000000,0.83114613,0.00000000,1.24717746,1.86610290
-5.65782891,3.24184495,1.39369367,0.00000000,0.82678634,0.00000000,1.24051428,1.83494951
-5.65182591,3.19080440,1.35952768,0.00000000,0.82030555,0.00000000,1.23068828,1.79941655
-5.64582291,3.13282633,1.32302615,0.00000000,0.81177481,0.00000000,1.21784043,1.76016056
-5.63981991,3.06884359,1.28483713,0.00000000,0.80129040,0.00000000,1.20217478,1.71787603
-5.63381691,2.99984845,1.24561396,0.00000000,0.78897247,0.00000000,1.18395146,1.67327621
-5.62781391,2.92686700,1.20599799,0.00000000,0.77496307,0.00000000,1.16347819,1.62707424
-5.62181091,2.85093365,1.16660226,0.00000000,0.75942390,0.00000000,1.14110077,1.57996500
