energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.86793397,7.83257506,0.01450546,0.00000000,0.01801698,1.94494750,0.08003746,2.75504605,2.95726046,2.28543589
-5.86193097,7.86665569,0.01450760,0.00000000,0.01763844,1.93849238,0.08027371,2.78725913,2.97501698,2.28654339
-5.85592796,7.88759936,0.01449617,0.00000000,0.01726366,1.92934142,0.08040455,2.81408624,2.98721300,2.28496177
-5.84992496,7.89411747,0.01447128,0.00000000,0.01689778,1.91733304,0.08041369,2.83484810,2.99341853,2.28045840
-5.84392196,7.88489331,0.01443271,0.00000000,0.01654465,1.90227744,0.08028366,2.84888953,2.99320320,2.27276016
-5.83791896,7.85865445,0.01437998,0.00000000,0.01620683,1.88397407,0.07999666,2.85560637,2.98615975,2.26157422
-5.83191596,7.81424798,0.01431240,0.00000000,0.01588549,1.86223047,0.07953552,2.85447221,2.97192888,2.24661042
-5.82591296,7.75071421,0.01422911,0.00000000,0.01558051,1.83688121,0.07888458,2.84506360,2.95022377,2.22760356
-5.81990995,7.66735439,0.01412916,0.00000000,0.01529059,1.80780551,0.07803063,2.82708234,2.92085272,2.20433430
-5.81390695,7.56378867,0.01401166,0.00000000,0.01501346,1.77494256,0.07696379,2.80037384,2.88373853,2.17664749
-5.80790395,7.44000126,0.01387580,0.00000000,0.01474603,1.73830355,0.07567820,2.76494055,2.83893347,2.14446680
-5.80190095,7.29637043,0.01372102,0.00000000,0.01448469,1.69797979,0.07417260,2.72094999,2.78662883,2.10780507
-5.79589795,7.13368232,0.01354708,0.00000000,0.01422558,1.65414652,0.07245079,2.66873715,2.72715885,2.06676995
-5.78989495,6.95312839,0.01335414,0.00000000,0.01396483,1.60706236,0.07052179,2.60880124,2.66099860,2.02156488
-5.78389195,6.75628719,0.01314292,0.00000000,0.01369887,1.55706468,0.06839992,2.54179732,2.58875642,1.97248559
-5.77788894,6.54509245,0.01291473,0.00000000,0.01342468,1.50456132,0.06610465,2.46852334,2.51116130,1.91991279
-5.77188594,6.32178963,0.01267154,0.00000000,0.01314000,1.45001942,0.06366026,2.38990351,2.42904625,1.86430172
-5.76588294,6.08888379,0.01241606,0.00000000,0.01284354,1.39395216,0.06109538,2.30696878,2.34332867,1.80616946
-5.75987994,5.84908199,0.01215176,0.00000000,0.01253517,1.33690439,0.05844244,2.22083565,2.25498892,1.74608100
-5.75387694,5.60523303,0.01188291,0.00000000,0.01221596,1.27943787,0.05573698,2.13268403,2.16504826,1.68463487
-5.74787394,5.36026743,0.01161456,0.00000000,0.01188831,1.22211729,0.05301688,2.04373504,2.07454734,1.62244925
-5.74187094,5.11713989,0.01135249,0.00000000,0.01155592,1.16549734,0.05032170,1.95522955,1.98452592,1.56014906
-5.73586793,4.87877608,0.01110321,0.00000000,0.01122380,1.11011179,0.04769177,1.86840771,1.89600489,1.49835467
-5.72986493,4.64802494,0.01087383,0.00000000,0.01089815,1.05646455,0.04516756,1.78449002,1.80997069,1.43767238
-5.72386193,4.42761689,0.01067200,0.00000000,0.01058624,1.00502312,0.04278886,1.70465984,1.72736247,1.37868669
-5.71785893,4.22012799,0.01050570,0.00000000,0.01029626,0.95621415,0.04059412,1.63004739,1.64906196,1.32195432
-5.71185593,4.02794954,0.01038314,0.00000000,0.01003711,0.91042107,0.03861978,1.56171501,1.57588564,1.26799963
-5.70585293,3.85326210,0.01031254,0.00000000,0.00981811,0.86798325,0.03689970,1.50064335,1.50857881,1.21731106
-5.69984992,3.69801292,0.01030188,0.00000000,0.00964883,0.82919638,0.03546455,1.44771833,1.44781113,1.17033816
-5.69384692,3.56389572,0.01035871,0.00000000,0.00953872,0.79431351,0.03434132,1.40371849,1.39417283,1.12748874
-5.68784392,3.45233174,0.01048984,0.00000000,0.00949685,0.76354630,0.03355284,1.36930264,1.34817124,1.08912589
-5.68184092,3.36445143,0.01070114,0.00000000,0.00953158,0.73706607,0.03311731,1.34499770,1.31022721,1.05556443
-5.67583792,3.30107649,0.01099720,0.00000000,0.00965028,0.71500438,0.03304794,1.33118696,1.28067102,1.02706672
-5.66983492,3.26270223,0.01138115,0.00000000,0.00985904,0.69745287,0.03335256,1.32809884,1.25973781,1.00383795
-5.66383192,3.24948099,0.01185437,0.00000000,0.01016237,0.68446239,0.03403333,1.33579679,1.24756257,0.98602086
-5.65782891,3.26120748,0.01241637,0.00000000,0.01056298,0.67604139,0.03508650,1.35417076,1.24417504,0.97369031
-5.65182591,3.29730745,0.01306456,0.00000000,0.01106157,0.67215398,0.03650224,1.38293093,1.24949496,0.96684818
-5.64582291,3.35683117,0.01379422,0.00000000,0.01165670,0.67271769,0.03826457,1.42160450,1.26332827,0.96541892
-5.63981991,3.43845345,0.01459845,0.00000000,0.01234464,0.67760157,0.04035145,1.46953609,1.28536495,0.96924643
-5.63381691,3.54048175,0.01546821,0.00000000,0.01311939,0.68662488,0.04273486,1.52589253,1.31517916,0.97809264
-5.62781391,3.66087369,0.01639245,0.00000000,0.01397272,0.69955686,0.04538121,1.58967243,1.35223238,0.99163844
-5.62181091,3.79726509,0.01735829,0.00000000,0.01489423,0.71611786,0.04825175,1.65972093,1.39587997,1.00948703
-5.61580790,3.94700886,0.01835133,0.00000000,0.01587159,0.73598227,0.05130322,1.73474958,1.44538160,1.03117016
-5.60980490,4.10722474,0.01935596,0.00000000,0.01689079,0.75878321,0.05448863,1.81336133,1.49991563,1.05615715
-5.60380190,4.27485911,0.02035576,0.00000000,0.01793644,0.78411922,0.05775815,1.89407992,1.55859735,1.08386652
-5.59779890,4.44675341,0.02133395,0.00000000,0.01899218,0.81156275,0.06106021,1.97538317,1.62050070,1.11368010
-5.59179590,4.61971919,0.02227388,0.00000000,0.02004111,0.84067026,0.06434260,2.05573898,1.68468287,1.14495896
-5.58579290,4.79061728,0.02315946,0.00000000,0.02106627,0.87099356,0.06755371,2.13364291,1.75021088,1.17706054
-5.57978989,4.95643790,0.02397571,0.00000000,0.02205106,0.90209194,0.07064374,2.20765590,1.81618919,1.20935651
-5.57378689,5.11437878,0.02470913,0.00000000,0.02297981,0.93354451,0.07356594,2.27644082,1.88178697,1.24125024
-5.56778389,5.26191784,0.02534814,0.00000000,0.02383819,0.96496227,0.07627772,2.33879615,1.94626403,1.27219333
-5.56178089,5.39687726,0.02588337,0.00000000,0.02461363,0.99599912,0.07874170,2.39368572,2.00899393,1.30170044
-5.55577789,5.51747622,0.02630795,0.00000000,0.02529570,1.02636146,0.08092661,2.44026294,2.06948322,1.32936156
-5.54977489,5.62236979,0.02661761,0.00000000,0.02587639,1.05581567,0.08280790,2.47788880,2.12738562,1.35485147
-5.54377189,5.71067240,0.02681080,0.00000000,0.02635035,1.08419321,0.08436828,2.50614282,2.18251052,1.37793565
-5.53776888,5.78196459,0.02688857,0.00000000,0.02671495,1.11139295,0.08559787,2.52482644,2.23482490,1.39847270
-5.53176588,5.83628318,0.02685448,0.00000000,0.02697036,1.13738057,0.08649420,2.53395907,2.28444864,1.41641307
-5.52576288,5.87409497,0.02671437,0.00000000,0.02711942,1.16218504,0.08706194,2.53376681,2.33164306,1.43179417
-5.51975988,5.89625568,0.02647602,0.00000000,0.02716749,1.18589227,0.08731232,2.52466476,2.37679306,1.44473232
-5.51375688,5.90395582,0.02614883,0.00000000,0.02712219,1.20863624,0.08726249,2.50723359,2.42038348,1.45541180
-5.50775388,5.89865627,0.02574336,0.00000000,0.02699304,1.23058782,0.08693456,2.48219176,2.46297058,1.46407163
-5.50175088,5.88201643,0.02527098,0.00000000,0.02679111,1.25194202,0.08635461,2.45036458,2.50514981,1.47099070
-5.49574787,5.85581823,0.02474335,0.00000000,0.02652857,1.27290400,0.08555157,2.41265164,2.54752113,1.47647189
-5.48974487,5.82188945,0.02417211,0.00000000,0.02621823,1.29367454,0.08455609,2.36999397,2.59065346,1.48082587
-5.48374187,5.78202936,0.02356844,0.00000000,0.02587313,1.31443563,0.08339939,2.32334245,2.63504963,1.48435533
-5.47773887,5.73794010,0.02294278,0.00000000,0.02550606,1.33533675,0.08211227,2.27362861,2.68111353,1.48734014
-5.47173587,5.69116615,0.02230457,0.00000000,0.02512919,1.35648250,0.08072407,2.22173898,2.72912075,1.49002406
-5.46573287,5.64304429,0.02166205,0.00000000,0.02475375,1.37792209,0.07926193,2.16849378,2.77919419,1.49260354
-5.45972986,5.59466565,0.02102220,0.00000000,0.02438969,1.39964124,0.07775013,2.11463066,2.83128579,1.49521883
-5.45372686,5.54685099,0.02039063,0.00000000,0.02404553,1.42155681,0.07620962,2.06079359,2.88516521,1.49794780
-5.44772386,5.50013953,0.01977171,0.00000000,0.02372816,1.44351454,0.07465780,2.00752718,2.94041625,1.50080269
-5.44172086,5.45479137,0.01916854,0.00000000,0.02344283,1.46528999,0.07310841,1.95527597,2.99644129,1.50372962
-5.43571786,5.41080265,0.01858321,0.00000000,0.02319315,1.48659281,0.07157169,1.90438851,3.05247390,1.50661109
-5.42971486,5.36793235,0.01801689,0.00000000,0.02298112,1.50707425,0.07005462,1.85512533,3.10759922,1.50927124
-5.42371186,5.32573912,0.01747007,0.00000000,0.02280729,1.52633770,0.06856135,1.80767026,3.16078161,1.51148358
-5.41770885,5.28362601,0.01694273,0.00000000,0.02267095,1.54395187,0.06709376,1.76214407,3.21089861,1.51298102
-5.41170585,5.24089122,0.01643459,0.00000000,0.02257027,1.55946635,0.06565200,1.71861962,3.25678009,1.51346773
-5.40570285,5.19678212,0.01594524,0.00000000,0.02250260,1.57242872,0.06423522,1.67713765,3.29725099,1.51263249
-5.39969985,5.15055049,0.01547437,0.00000000,0.02246463,1.58240276,0.06284214,1.63772222,3.33117630,1.51016294
-5.39369685,5.10150632,0.01502181,0.00000000,0.02245265,1.58898700,0.06147174,1.60039528,3.35750621,1.50576023
-5.38769385,5.04906819,0.01458772,0.00000000,0.02246272,1.59183277,0.06012381,1.56518943,3.37531998,1.49915362
-5.38169085,4.99280788,0.01417259,0.00000000,0.02249090,1.59066102,0.05879943,1.53215872,3.38386642,1.49011427
-5.37568784,4.93248774,0.01377727,0.00000000,0.02253337,1.58527717,0.05750140,1.50138672,3.38259953,1.47846791
-5.36968484,4.86808919,0.01340299,0.00000000,0.02258653,1.57558325,0.05623447,1.47299206,3.37120762,1.46410561
-5.36368184,4.79983130,0.01305126,0.00000000,0.02264716,1.56158676,0.05500551,1.44713100,3.34963474,1.44699247
-5.35767884,4.72817888,0.01272390,0.00000000,0.02271237,1.54340575,0.05382352,1.42399733,3.31809345,1.42717357
-5.35167584,4.65383977,0.01242285,0.00000000,0.02277974,1.52126979,0.05269948,1.40381965,3.27706812,1.40477715
-5.34567284,4.57775149,0.01215017,0.00000000,0.02284723,1.49551670,0.05164616,1.38685628,3.22730885,1.38001463
-5.33966983,4.50105794,0.01190792,0.00000000,0.02291321,1.46658507,0.05067769,1.37338814,3.16981577,1.35317758
-5.33366683,4.42507703,0.01169804,0.00000000,0.02297643,1.43500283,0.04980915,1.36371004,3.10581457,1.32463155
-5.32766383,4.35126065,0.01152230,0.00000000,0.02303595,1.40137227,0.04905601,1.35812052,3.03672401,1.29480719
-5.32166083,4.28114842,0.01138223,0.00000000,0.02309113,1.36635203,0.04843354,1.35691103,2.96411664,1.26418871
-5.31565783,4.21631718,0.01127900,0.00000000,0.02314158,1.33063697,0.04795619,1.36035444,2.88967419,1.23330035
-5.30965483,4.15832809,0.01121345,0.00000000,0.02318706,1.29493655,0.04763691,1.36869355,2.81513947,1.20269126
-5.30365183,4.10867331,0.01118602,0.00000000,0.02322752,1.25995276,0.04748659,1.38212982,2.74226630,1.17291935
-5.29764882,4.06872440,0.01119670,0.00000000,0.02326299,1.22635840,0.04751342,1.40081274,2.67276955,1.14453482
-5.29164582,4.03968414,0.01124510,0.00000000,0.02329356,1.19477676,0.04772240,1.42483007,2.60827697,1.11806397
-5.28564282,4.02254376,0.01133036,0.00000000,0.02331934,1.16576326,0.04811494,1.45419934,2.55028447,1.09399379
-5.27963982,4.01804699,0.01145126,0.00000000,0.02334039,1.13979006,0.04868848,1.48886084,2.50011640,1.07275810
-5.27363682,4.02666220,0.01160617,0.00000000,0.02335672,1.11723393,0.04943634,1.52867243,2.45889207,1.05472553
-5.26763382,4.04856375,0.01179312,0.00000000,0.02336820,1.09836790,0.05034763,1.57340629,2.42749943,1.04018985
-5.26163082,4.08362293,0.01200985,0.00000000,0.02337455,1.08335684,0.05140731,1.62274799,2.40657671,1.02936294
-5.25562781,4.13140912,0.01225382,0.00000000,0.02337525,1.07225706,0.05259645,1.67629795,2.39650223,1.02237053
-5.24962481,4.19120079,0.01252231,0.00000000,0.02336958,1.06501970,0.05389256,1.73357546,2.39739255,1.01925084
-5.24362181,4.26200609,0.01281248,0.00000000,0.02335654,1.06149756,0.05527008,1.79402541,2.40910870,1.01995603
-5.23761881,4.34259231,0.01312140,0.00000000,0.02333488,1.06145499,0.05670106,1.85702762,2.43126982,1.02435633
-5.23161581,4.43152299,0.01344624,0.00000000,0.02330309,1.06458028,0.05815581,1.92190876,2.46327369,1.03224654
-5.22561281,4.52720163,0.01378424,0.00000000,0.02325949,1.07049978,0.05960378,1.98795671,2.50432294,1.04335473
-5.21960980,4.62792028,0.01413294,0.00000000,0.02320227,1.07879319,0.06101444,2.05443700,2.55345604,1.05735248
-5.21360680,4.73191143,0.01449022,0.00000000,0.02312958,1.08900937,0.06235814,2.12061093,2.60958171,1.07386656
-5.20760380,4.83740133,0.01485444,0.00000000,0.02303973,1.10068195,0.06360711,2.18575487,2.67151555,1.09249124
-5.20160080,4.94266304,0.01522458,0.00000000,0.02293124,1.11334417,0.06473627,2.24918018,2.73801760,1.11280106
-5.19559780,5.04606728,0.01560033,0.00000000,0.02280309,1.12654256,0.06572412,2.31025288,2.80782963,1.13436340
-5.18959480,5.14612940,0.01598223,0.00000000,0.02265488,1.13984897,0.06655344,2.36841251,2.87971086,1.15675055
-5.18359180,5.24155082,0.01637173,0.00000000,0.02248700,1.15287067,0.06721193,2.42318926,2.95247121,1.17955084
-5.17758879,5.33125358,0.01677126,0.00000000,0.02230076,1.16525852,0.06769264,2.47421860,3.02500103,1.20237847
-5.17158579,5.41440678,0.01718429,0.00000000,0.02209860,1.17671284,0.06799427,2.52125275,3.09629656,1.22488183
-5.16558279,5.49044404,0.01761526,0.00000000,0.02188413,1.18698733,0.06812129,2.56416833,3.16548057,1.24675011
-5.15957979,5.55907128,0.01806958,0.00000000,0.02166220,1.19589090,0.06808384,2.60296958,3.23181760,1.26771795
-5.15357679,5.62026473,0.01855351,0.00000000,0.02143889,1.20328770,0.06789744,2.63778695,3.29472369,1.28756827
-5.14757379,5.67425899,0.01907397,0.00000000,0.02122147,1.20909550,0.06758248,2.66887076,3.35377042,1.30613299
-5.14157079,5.72152579,0.01963835,0.00000000,0.02101818,1.21328267,0.06716361,2.69658003,3.40868336,1.32329206
-5.13556778,5.76274392,0.02025423,0.00000000,0.02083812,1.21586396,0.06666888,2.72136675,3.45933525,1.33897060
-5.12956478,5.79876169,0.02092908,0.00000000,0.02069093,1.21689535,0.06612878,2.74375598,3.50573416,1.35313461
-5.12356178,5.83055290,0.02166989,0.00000000,0.02058645,1.21646810,0.06557526,2.76432250,3.54800739,1.36578520
-5.11755878,5.85916823,0.02248281,0.00000000,0.02053440,1.21470235,0.06504053,2.78366493,3.58638155,1.37695196
-5.11155578,5.88568350,0.02337276,0.00000000,0.02054397,1.21174025,0.06455602,2.80237818,3.62115975,1.38668536
-5.10555278,5.91114704,0.02434303,0.00000000,0.02062337,1.20773901,0.06415124,2.82102541,3.65269668,1.39504898
-5.09954977,5.93652790,0.02539495,0.00000000,0.02077951,1.20286377,0.06385273,2.84011071,3.68137255,1.40211140
-5.09354677,5.96266703,0.02652753,0.00000000,0.02101756,1.19728072,0.06368318,2.86005361,3.70756685,1.40793858
-5.08754377,5.99023335,0.02773725,0.00000000,0.02134063,1.19115036,0.06366064,2.88116664,3.73163289,1.41258669
-5.08154077,6.01968654,0.02901786,0.00000000,0.02174954,1.18462127,0.06379784,2.90363680,3.75387417,1.41609588
-5.07553777,6.05124801,0.03036027,0.00000000,0.02224257,1.17782436,0.06410187,2.92751206,3.77452339,1.41848521
-5.06953477,6.08488146,0.03175260,0.00000000,0.02281541,1.17086791,0.06457389,2.95269336,3.79372507,1.41974905
-5.06353177,6.12028387,0.03318026,0.00000000,0.02346108,1.16383349,0.06520914,2.97893269,3.81152241,1.41985488
-5.05752876,6.15688751,0.03462622,0.00000000,0.02417007,1.15677286,0.06599720,3.00583735,3.82784902,1.41874294
-5.05152576,6.19387290,0.03607130,0.00000000,0.02493052,1.14970608,0.06692233,3.03288035,3.84252595,1.41632741
-5.04552276,6.23019256,0.03749465,0.00000000,0.02572846,1.14262091,0.06796405,3.05941652,3.85526413,1.41249934
-5.03951976,6.26460443,0.03887425,0.00000000,0.02654817,1.13547349,0.06909790,3.08470380,3.86567227,1.40713097
-5.03351676,6.29571398,0.04018749,0.00000000,0.02737266,1.12819042,0.07029628,3.10792870,3.87326995,1.40008145
-5.02751376,6.32202310,0.04141179,0.00000000,0.02818410,1.12067216,0.07152930,3.12823502,3.87750548,1.39120357
-5.02151076,6.34198403,0.04252526,0.00000000,0.02896433,1.11279765,0.07276579,3.14475458,3.87777772,1.38035115
-5.01550775,6.35405615,0.04350733,0.00000000,0.02969545,1.10443007,0.07397424,3.15663868,3.87346115,1.36738693
-5.00950475,6.35676330,0.04433937,0.00000000,0.03036031,1.09542343,0.07512371,3.16308902,3.86393309,1.35219035
-5.00350175,6.34874945,0.04500519,0.00000000,0.03094301,1.08562991,0.07618468,3.16338687,3.84860205,1.33466503
-4.99749875,6.32883065,0.04549157,0.00000000,0.03142941,1.07490749,0.07712982,3.15691939,3.82693594,1.31474558
-4.99149575,6.29604117,0.04578860,0.00000000,0.03180752,1.06312767,0.07793463,3.14320211,3.79848909,1.29240340
-4.98549275,6.24967239,0.04588994,0.00000000,0.03206783,1.05018300,0.07857800,3.12189677,3.76292694,1.26765119
-4.97948974,6.18930293,0.04579296,0.00000000,0.03220361,1.03599393,0.07904257,3.09282412,3.72004736,1.24054613
-4.97348674,6.11481928,0.04549879,0.00000000,0.03221105,1.02051487,0.07931505,3.05597130,3.66979775,1.21119144
-4.96748374,6.02642640,0.04501223,0.00000000,0.03208937,1.00373912,0.07938633,3.01149372,3.61228736,1.17973645
-4.96148074,5.92464812,0.04434152,0.00000000,0.03184081,0.98570240,0.07925156,2.95971168,3.54779401,1.14637506
-4.95547774,5.81031759,0.04349809,0.00000000,0.03147051,0.96648483,0.07891009,2.90110202,3.47676528,1.11134277
-4.94947474,5.68455851,0.04249613,0.00000000,0.03098636,0.94621129,0.07836531,2.83628538,3.39981386,1.07491242
-4.94347174,5.54875783,0.04135222,0.00000000,0.03039872,0.92504998,0.07762444,2.76600961,3.31770718,1.03738881
-4.93746873,5.40453100,0.04008479,0.00000000,0.02972013,0.90320935,0.07669827,2.69113002,3.23135174,0.99910236
-4.93146573,5.25368114,0.03871363,0.00000000,0.02896487,0.88093330,0.07560082,2.61258734,3.14177260,0.96040216
-4.92546273,5.09815322,0.03725937,0.00000000,0.02814859,0.85849486,0.07434896,2.53138395,3.05008854,0.92164854
-4.91945973,4.93998485,0.03574298,0.00000000,0.02728779,0.83618857,0.07296201,2.44855921,2.95748382,0.88320534
-4.91345673,4.78125488,0.03418524,0.00000000,0.02639943,0.81432177,0.07146128,2.36516450,2.86517734,0.84543231
-4.90745373,4.62403136,0.03260631,0.00000000,0.02550037,0.79320499,0.06986962,2.28223865,2.77439014,0.80867752
-4.90145073,4.47032010,0.03102532,0.00000000,0.02460696,0.77314205,0.06821086,2.20078424,2.68631227,0.77327024
-4.89544772,4.32201529,0.02946000,0.00000000,0.02373457,0.75441984,0.06650934,2.12174545,2.60207013,0.73951429
-4.88944472,4.18085336,0.02792636,0.00000000,0.02289719,0.73729853,0.06478934,2.04598770,2.52269518,0.70768204
-4.88344172,4.04837134,0.02643848,0.00000000,0.02210707,0.72200232,0.06307453,1.97427974,2.44909513,0.67800916
-4.87743872,3.92587084,0.02500831,0.00000000,0.02137445,0.70871122,0.06138743,1.90727841,2.38202861,0.65069031
-4.87143572,3.81438871,0.02364555,0.00000000,0.02070731,0.69755419,0.05974890,1.84551641,2.32208405,0.62587571
-4.86543272,3.71467517,0.02235763,0.00000000,0.02011120,0.68860391,0.05817765,1.78939352,2.26966359,0.60366884
-4.85942971,3.62718019,0.02114969,0.00000000,0.01958921,0.68187344,0.05668981,1.73917122,2.22497260,0.58412519
-4.85342671,3.55204856,0.02002467,0.00000000,0.01914198,0.67731486,0.05529861,1.69497114,2.18801518,0.56725216
-4.84742371,3.48912381,0.01898343,0.00000000,0.01876773,0.67482019,0.05401409,1.65677718,2.15859585,0.55301008
-4.84142071,3.43796106,0.01802493,0.00000000,0.01846251,0.67422427,0.05284300,1.62444132,2.13632739,0.54131444
-4.83541771,3.39784822,0.01714646,0.00000000,0.01822038,0.67530981,0.05178871,1.59769302,2.12064457,0.53203904
-4.82941471,3.36783510,0.01634388,0.00000000,0.01803373,0.67781426,0.05085136,1.57615188,2.11082325,0.52502034
-4.82341171,3.34676922,0.01561192,0.00000000,0.01789363,0.68143831,0.05002804,1.55934312,2.10600420,0.52006247
-4.81740870,3.33333735,0.01494448,0.00000000,0.01779021,0.68585559,0.04931311,1.54671554,2.10522081,0.51694320
-4.81140570,3.32611111,0.01433492,0.00000000,0.01771307,0.69072345,0.04869868,1.53766124,2.10742952,0.51542032
-4.80540270,3.32359522,0.01377643,0.00000000,0.01765171,0.69569402,0.04817510,1.53153654,2.11154205,0.51523849
-4.79939970,3.32427667,0.01326225,0.00000000,0.01759591,0.70042552,0.04773153,1.52768345,2.11645821,0.51613631
-4.79339670,3.32667317,0.01278603,0.00000000,0.01753613,0.70459312,0.04735665,1.52545083,2.12109805,0.51785331
-4.78739370,3.32937935,0.01234201,0.00000000,0.01746385,0.70789910,0.04703922,1.52421491,2.12443260,0.52013682
-4.78139070,3.33110925,0.01192527,0.00000000,0.01737188,0.71008196,0.04676882,1.52339826,2.12551185,0.52274841
-4.77538769,3.33073383,0.01153189,0.00000000,0.01725463,0.71092417,0.04653639,1.52248679,2.12348950,0.52546984
-4.76938469,3.32731259,0.01115907,0.00000000,0.01710823,0.71025827,0.04633486,1.52104443,2.11764366,0.52810828
-4.76338169,3.32011853,0.01080523,0.00000000,0.01693072,0.70797135,0.04615963,1.51872500,2.10739317,0.53050071
-4.75737869,3.30865592,0.01046996,0.00000000,0.01672205,0.70400769,0.04600895,1.51528110,2.09230919,0.53251746
-4.75137569,3.29267067,0.01015410,0.00000000,0.01648412,0.69836958,0.04588424,1.51056987,2.07212208,0.53406473
-4.74537269,3.27215334,0.00985958,0.00000000,0.01622063,0.69111640,0.04579028,1.50455551,2.04672363,0.53508610
-4.73936968,3.24733485,0.00958935,0.00000000,0.01593703,0.68236202,0.04573526,1.49730869,2.01616482,0.53556295
-4.73336668,3.21867528,0.00934724,0.00000000,0.01564026,0.67227071,0.04573070,1.48900274,1.98064950,0.53551385
-4.72736368,3.18684618,0.00913778,0.00000000,0.01533857,0.66105165,0.04579128,1.47990688,1.94052441,0.53499280
-4.72136068,3.15270699,0.00896599,0.00000000,0.01504123,0.64895228,0.04593446,1.47037670,1.89626592,0.53408649
-4.71535768,3.11727612,0.00883718,0.00000000,0.01475824,0.63625071,0.04618006,1.46084190,1.84846414,0.53291051
-4.70935468,3.08169745,0.00875672,0.00000000,0.01450004,0.62324731,0.04654962,1.45179181,1.79780476,0.53160465
-4.70335168,3.04720301,0.00872985,0.00000000,0.01427715,0.61025585,0.04706573,1.44375880,1.74504922,0.53032732
-4.69734867,3.01507281,0.00876142,0.00000000,0.01409990,0.59759418,0.04775122,1.43730005,1.69101376,0.52924930
-4.69134567,2.98659261,0.00885572,0.00000000,0.01397807,0.58557498,0.04862825,1.43297809,1.63654780,0.52854687
-4.68534267,2.96301090,0.00901626,0.00000000,0.01392060,0.57449658,0.04971736,1.43134055,1.58251223,0.52839462
-4.67933967,2.94549622,0.00924566,0.00000000,0.01393533,0.56463415,0.05103650,1.43289983,1.52975805,0.52895815
-4.67333667,2.93509600,0.00954547,0.00000000,0.01402876,0.55623162,0.05260000,1.43811312,1.47910597,0.53038681
-4.66733367,2.93269845,0.00991611,0.00000000,0.01420582,0.54949444,0.05441763,1.44736365,1.43132741,0.53280692
-4.66133067,2.93899865,0.01035677,0.00000000,0.01446972,0.54458348,0.05649371,1.46094374,1.38712735,0.53631564
-4.65532766,2.95447043,0.01086543,0.00000000,0.01482183,0.54161030,0.05882633,1.47904042,1.34712951,0.54097587
-4.64932466,2.97934497,0.01143886,0.00000000,0.01526165,0.54063397,0.06140669,1.50172425,1.31186423,0.54681231
-4.64332166,3.01359750,0.01207270,0.00000000,0.01578677,0.54165955,0.06421868,1.52894192,1.28175938,0.55380910
