energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-6.00000000,1.66242892,0.73838903,0.32226161,0.02373209,0.31312893,0.47911270,0.00000000
-5.99399700,1.71946803,0.73645565,0.33879624,0.02553155,0.31626181,0.50473701,0.00000000
-5.98799400,1.77674373,0.73320282,0.35531988,0.02735680,0.31860559,0.53179604,0.00000000
-5.98199100,1.83360098,0.72877473,0.37159785,0.02918128,0.32010392,0.56006600,0.00000000
-5.97598799,1.88934167,0.72332035,0.38739100,0.03097693,0.32071490,0.58927155,0.00000000
-5.96998499,1.94323020,0.71698800,0.40245929,0.03271468,0.32041101,0.61908760,0.00000000
-5.96398199,1.99450373,0.70992176,0.41656598,0.03436502,0.31917910,0.64914403,0.00000000
-5.95797899,2.04238722,0.70225975,0.42948251,0.03589871,0.31702053,0.67903331,0.00000000
-5.95197599,2.08611317,0.69413456,0.44099394,0.03728752,0.31395137,0.70832079,0.00000000
-5.94597299,2.12494551,0.68567563,0.45090471,0.03850503,0.31000287,0.73655771,0.00000000
-5.93996998,2.15820671,0.67701350,0.45904463,0.03952739,0.30522188,0.76329608,0.00000000
-5.93396698,2.18530693,0.66828543,0.46527477,0.04033408,0.29967144,0.78810524,0.00000000
-5.92796398,2.20577381,0.65964200,0.46949296,0.04090861,0.29343119,0.81058896,0.00000000
-5.92196098,2.21928101,0.65125397,0.47163863,0.04123908,0.28659773,0.83040253,0.00000000
-5.91595798,2.22567395,0.64331897,0.47169675,0.04131864,0.27928457,0.84726878,0.00000000
-5.90995498,2.22499090,0.63606706,0.46970045,0.04114574,0.27162181,0.86099217,0.00000000
-5.90395198,2.21747770,0.62976475,0.46573223,0.04072431,0.26375515,0.87147012,0.00000000
-5.89794897,2.20359487,0.62471672,0.45992346,0.04006360,0.25584447,0.87870074,0.00000000
-5.89194597,2.18401586,0.62126489,0.45245222,0.03917797,0.24806157,0.88278642,0.00000000
-5.88594297,2.15961591,0.61978434,0.44353925,0.03808642,0.24058732,0.88393284,0.00000000
-5.87993997,2.13145121,0.62067609,0.43344228,0.03681202,0.23360806,0.88244319,0.00000000
-5.87393697,2.10072880,0.62435653,0.42244865,0.03538110,0.22731141,0.87870771,0.00000000
-5.86793397,2.06876791,0.63124388,0.41086673,0.03382248,0.22188145,0.87318878,0.00000000
-5.86193097,2.03695424,0.64174203,0.39901621,0.03216651,0.21749357,0.86640214,0.00000000
-5.85592796,2.00668874,0.65622234,0.38721777,0.03044417,0.21430902,0.85889509,0.00000000
-5.84992496,1.97933329,0.67500422,0.37578240,0.02868610,0.21246942,0.85122254,0.00000000
-5.84392196,1.95615535,0.69833536,0.36500103,0.02692173,0.21209150,0.84392205,0.00000000
-5.83791896,1.93827453,0.72637261,0.35513470,0.02517849,0.21326218,0.83748910,0.00000000
-5.83191596,1.92661324,0.75916464,0.34640577,0.02348111,0.21603435,0.83235373,0.00000000
-5.82591296,1.92185422,0.79663731,0.33899060,0.02185105,0.22042351,0.82885978,0.00000000
-5.81990995,1.92440686,0.83858295,0.33301396,0.02030612,0.22640553,0.82724786,0.00000000
-5.81390695,1.93438438,0.88465410,0.32854550,0.01886019,0.23391561,0.82764274,0.00000000
-5.80790395,1.95159312,0.93436275,0.32559833,0.01752312,0.24284866,0.83004617,0.00000000
-5.80190095,1.97553478,0.98708530,0.32412998,0.01630081,0.25306120,0.83433518,0.00000000
-5.79589795,2.00542178,1.04207353,0.32404545,0.01519540,0.26437460,0.84026638,0.00000000
-5.78989495,2.04020546,1.09847156,0.32520253,0.01420557,0.27657992,0.84748583,0.00000000
-5.78389195,2.07861587,1.15533821,0.32741889,0.01332700,0.28944394,0.85554416,0.00000000
-5.77788894,2.11921170,1.21167423,0.33048084,0.01255281,0.30271642,0.86391623,0.00000000
-5.77188594,2.16043809,1.26645342,0.33415328,0.01187414,0.31613815,0.87202437,0.00000000
-5.76588294,2.20068984,1.31865624,0.33819042,0.01128073,0.32944971,0.87926403,0.00000000
-5.75987994,2.23837718,1.36730468,0.34234684,0.01076148,0.34240040,0.88503074,0.00000000
-5.75387694,2.27199100,1.41149674,0.34638832,0.01030498,0.35475707,0.88874688,0.00000000
-5.74787394,2.30016475,1.45043902,0.35010211,0.00990005,0.36631246,0.88988720,0.00000000
-5.74187094,2.32173001,1.48347579,0.35330601,0.00953616,0.37689263,0.88800167,0.00000000
-5.73586793,2.33576328,1.51011325,0.35585598,0.00920382,0.38636321,0.88273483,0.00000000
-5.72986493,2.34162186,1.53003765,0.35765188,0.00889487,0.39463405,0.87384063,0.00000000
-5.72386193,2.33896728,1.54312648,0.35864119,0.00860266,0.40166209,0.86119223,0.00000000
-5.71785893,2.32777531,1.54945195,0.35882040,0.00832218,0.40745228,0.84478646,0.00000000
-5.71185593,2.30833230,1.54927681,0.35823413,0.00805011,0.41205645,0.82474287,0.00000000
-5.70585293,2.28121808,1.54304235,0.35697206,0.00778470,0.41557011,0.80129753,0.00000000
-5.69984992,2.24727669,1.53134947,0.35516369,0.00752574,0.41812740,0.77479217,0.00000000
-5.69384692,2.20757628,1.51493339,0.35297135,0.00727428,0.41989423,0.74565935,0.00000000
-5.68784392,2.16336038,1.49463344,0.35058165,0.00703246,0.42106006,0.71440441,0.00000000
-5.68184092,2.11599306,1.47135932,0.34819591,0.00680323,0.42182861,0.68158530,0.00000000
-5.67583792,2.06690044,1.44605536,0.34601990,0.00659002,0.42240800,0.64779131,0.00000000
-5.66983492,2.01751161,1.41966455,0.34425348,0.00639653,0.42300065,0.61362164,0.00000000
-5.66383192,1.96920146,1.39309400,0.34308053,0.00622636,0.42379359,0.57966492,0.00000000
-5.65782891,1.92323813,1.36718327,0.34265975,0.00608280,0.42494956,0.54648039,0.00000000
-5.65182591,1.88073719,1.34267717,0.34311663,0.00596854,0.42659932,0.51458155,0.00000000
-5.64582291,1.84262448,1.32020388,0.34453703,0.00588554,0.42883561,0.48442283,0.00000000
-5.63981991,1.80960895,1.30025944,0.34696273,0.00583482,0.43170903,0.45638953,0.00000000
-5.63381691,1.78216623,1.28319892,0.35038893,0.00581638,0.43522597,0.43079134,0.00000000
-5.62781391,1.76053328,1.26923441,0.35476404,0.00582915,0.43934884,0.40785923,0.00000000
-5.62181091,1.74471383,1.25843967,0.35999164,0.00587099,0.44399837,0.38774572,0.00000000
-5.61580790,1.73449379,1.25076077,0.36593445,0.00593872,0.44905807,0.37052807,0.00000000
-5.60980490,1.72946544,1.24603185,0.37242018,0.00602826,0.45438039,0.35621394,0.00000000
-5.60380190,1.72905872,1.24399503,0.37924902,0.00613472,0.45979441,0.34474918,0.00000000
-5.59779890,1.73257792,1.24432306,0.38620217,0.00625259,0.46511454,0.33602692,0.00000000
-5.59179590,1.73924150,1.24664341,0.39305126,0.00637594,0.47014983,0.32989768,0.00000000
-5.58579290,1.74822315,1.25056246,0.39956805,0.00649862,0.47471332,0.32617974,0.00000000
-5.57978989,1.75869183,1.25568841,0.40553389,0.00661447,0.47863105,0.32466931,0.00000000
-5.57378689,1.76984908,1.26165174,0.41074872,0.00671755,0.48175012,0.32515019,0.00000000
-5.56778389,1.78096169,1.26812212,0.41503885,0.00680232,0.48394550,0.32740232,0.00000000
-5.56178089,1.79138848,1.27482114,0.41826348,0.00686383,0.48512515,0.33120910,0.00000000
-5.55577789,1.80060011,1.28153023,0.42031952,0.00689787,0.48523331,0.33636319,0.00000000
-5.54977489,1.80819135,1.28809350,0.42114445,0.00690112,0.48425175,0.34267073,0.00000000
-5.54377189,1.81388544,1.29441573,0.42071728,0.00687120,0.48219895,0.34995394,0.00000000
-5.53776888,1.81753095,1.30045567,0.41905753,0.00680674,0.47912736,0.35805204,0.00000000
-5.53176588,1.81909160,1.30621547,0.41622233,0.00670736,0.47511887,0.36682088,0.00000000
-5.52576288,1.81862994,1.31172684,0.41230183,0.00657369,0.47027885,0.37613107,0.00000000
-5.51975988,1.81628632,1.31703518,0.40741329,0.00640729,0.46472914,0.38586531,0.00000000
-5.51375688,1.81225437,1.32218261,0.40169408,0.00621054,0.45860028,0.39591471,0.00000000
-5.50775388,1.80675468,1.32719123,0.39529406,0.00598654,0.45202368,0.40617489,0.00000000
-5.50175088,1.80000841,1.33204757,0.38836775,0.00573896,0.44512393,0.41654174,0.00000000
-5.49574787,1.79221224,1.33668953,0.38106662,0.00547193,0.43801192,0.42690748,0.00000000
-5.48974487,1.78351627,1.34099652,0.37353207,0.00518985,0.43077896,0.43715715,0.00000000
-5.48374187,1.77400610,1.34478362,0.36588926,0.00489728,0.42349234,0.44716583,0.00000000
-5.47773887,1.76369011,1.34780023,0.35824221,0.00459876,0.41619254,0.45679690,0.00000000
-5.47173587,1.75249260,1.34973338,0.35067030,0.00429871,0.40889212,0.46590140,0.00000000
-5.46573287,1.74025316,1.35021567,0.34322640,0.00400133,0.40157645,0.47431864,0.00000000
-5.45972986,1.72673220,1.34883748,0.33593661,0.00371051,0.39420611,0.48187811,0.00000000
-5.45372686,1.71162228,1.34516272,0.32880150,0.00342977,0.38672075,0.48840269,0.00000000
-5.44772386,1.69456458,1.33874752,0.32179893,0.00316221,0.37904433,0.49371285,0.00000000
-5.44172086,1.67516940,1.32916057,0.31488799,0.00291054,0.37109111,0.49763193,0.00000000
-5.43571786,1.65303958,1.31600424,0.30801409,0.00267707,0.36277234,0.49999204,0.00000000
-5.42971486,1.62779554,1.29893517,0.30111458,0.00246376,0.35400306,0.50064031,0.00000000
-5.42371186,1.59910032,1.27768321,0.29412491,0.00227223,0.34470868,0.49944524,0.00000000
-5.41770885,1.56668352,1.25206776,0.28698476,0.00210389,0.33483100,0.49630280,0.00000000
-5.41170585,1.53036255,1.22201050,0.27964392,0.00196000,0.32433332,0.49114181,0.00000000
-5.40570285,1.49006031,1.18754398,0.27206762,0.00184170,0.31320445,0.48392847,0.00000000
-5.39969985,1.44581825,1.14881545,0.26424106,0.00175016,0.30146139,0.47466969,0.00000000
-5.39369685,1.39780427,1.10608595,0.25617294,0.00168660,0.28915052,0.46341501,0.00000000
-5.38769385,1.34631503,1.05972463,0.24789783,0.00165237,0.27634752,0.45025701,0.00000000
-5.38169085,1.29177272,1.01019863,0.23947728,0.00164899,0.26315572,0.43533019,0.00000000
-5.37568784,1.23471655,0.95805923,0.23099975,0.00167821,0.24970340,0.41880830,0.00000000
-5.36968484,1.17578934,0.90392480,0.22257923,0.00174196,0.23613987,0.40090027,0.00000000
-5.36368184,1.11572010,0.84846162,0.21435279,0.00184236,0.22263078,0.38184489,0.00000000
-5.35767884,1.05530338,0.79236340,0.20647711,0.00198168,0.20935288,0.36190452,0.00000000
-5.35167584,0.99537643,0.73633048,0.19912418,0.00216225,0.19648838,0.34135810,0.00000000
-5.34567284,0.93679522,0.68104971,0.19247637,0.00238638,0.18421934,0.32049376,0.00000000
-5.33966983,0.88041040,0.62717572,0.18672108,0.00265622,0.17272213,0.29960132,0.00000000
-5.33366683,0.82704416,0.57531438,0.18204519,0.00297364,0.16216242,0.27896509,0.00000000
-5.32766383,0.77746890,0.52600900,0.17862964,0.00334007,0.15269065,0.25885708,0.00000000
-5.32166083,0.73238853,0.47972964,0.17664411,0.00375636,0.14443833,0.23953108,0.00000000
-5.31565783,0.69242299,0.43686573,0.17624235,0.00422258,0.13751512,0.22121761,0.00000000
-5.30965483,0.65809651,0.39772214,0.17755810,0.00473789,0.13200685,0.20412004,0.00000000
-5.30365183,0.62982982,0.36251851,0.18070184,0.00530043,0.12797449,0.18841181,0.00000000
-5.29764882,0.60793659,0.33139163,0.18575854,0.00590717,0.12545409,0.17423496,0.00000000
-5.29164582,0.59262395,0.30440063,0.19278655,0.00655389,0.12445763,0.16169984,0.00000000
-5.28564282,0.58399706,0.28153437,0.20181755,0.00723510,0.12497473,0.15088593,0.00000000
-5.27963982,0.58206730,0.26272089,0.21285779,0.00794407,0.12697511,0.14184369,0.00000000
-5.27363682,0.58676382,0.24783806,0.22589036,0.00867293,0.13041184,0.13459732,0.00000000
-5.26763382,0.59794778,0.23672526,0.24087863,0.00941278,0.13522500,0.12914828,0.00000000
-5.26163082,0.61542883,0.22919543,0.25777061,0.01015386,0.14134588,0.12547929,0.00000000
-5.25562781,0.63898305,0.22504703,0.27650403,0.01088580,0.14870137,0.12355875,0.00000000
-5.24962481,0.66837155,0.22407561,0.29701196,0.01159789,0.15721847,0.12334530,0.00000000
-5.24362181,0.70335907,0.22608445,0.31922871,0.01227937,0.16682869,0.12479244,0.00000000
-5.23761881,0.74373168,0.23089403,0.34309561,0.01291978,0.17747216,0.12785287,0.00000000
-5.23161581,0.78931274,0.23834997,0.36856642,0.01350930,0.18910131,0.13248253,0.00000000
-5.22561281,0.83997627,0.24832912,0.39561202,0.01403907,0.20168381,0.13864407,0.00000000
-5.21960980,0.89565717,0.26074378,0.42422394,0.01450147,0.21520476,0.14630969,0.00000000
-5.21360680,0.95635736,0.27554367,0.45441663,0.01489042,0.22966785,0.15546310,0.00000000
-5.20760380,1.02214750,0.29271572,0.48622811,0.01520160,0.24509545,0.16610062,0.00000000
-5.20160080,1.09316379,0.31228153,0.51971870,0.01543253,0.26152748,0.17823122,0.00000000
-5.19559780,1.16959973,0.33429267,0.55496806,0.01558273,0.27901915,0.19187543,0.00000000
-5.18959480,1.25169279,0.35882384,0.59207016,0.01565364,0.29763744,0.20706325,0.00000000
-5.18359180,1.33970627,0.38596418,0.63112660,0.01564859,0.31745662,0.22383080,0.00000000
-5.17758879,1.43390687,0.41580690,0.67223829,0.01557261,0.33855268,0.24221599,0.00000000
-5.17158579,1.53453865,0.44843783,0.71549585,0.01543222,0.36099714,0.26225326,0.00000000
-5.16558279,1.64179446,0.48392309,0.76096923,0.01523514,0.38485035,0.28396740,0.00000000
-5.15957979,1.75578594,0.52229661,0.80869683,0.01498996,0.41015450,0.30736696,0.00000000
-5.15357679,1.87651345,0.56354797,0.85867487,0.01470579,0.43692694,0.33243717,0.00000000
-5.14757379,2.00383753,0.60761123,0.91084741,0.01439192,0.46515381,0.35913303,0.00000000
-5.14157079,2.13745328,0.65435531,0.96509770,0.01405741,0.49478456,0.38737268,0.00000000
-5.13556778,2.27686936,0.70357661,1.02124141,0.01371081,0.52572764,0.41703159,0.00000000
-5.12956478,2.42139303,0.75499439,1.07902222,0.01335986,0.55784758,0.44793790,0.00000000
-5.12356178,2.57012260,0.80824935,1.13811025,0.01301123,0.59096385,0.47986936,0.00000000
-5.11755878,2.72194847,0.86290591,1.19810376,0.01267036,0.62485157,0.51255218,0.00000000
-5.11155578,2.87556350,0.91845835,1.25853423,0.01234131,0.65924437,0.54566208,0.00000000
-5.10555278,3.02948339,0.97434089,1.31887515,0.01202677,0.69383935,0.57882781,0.00000000
-5.09954977,3.18207711,1.02994178,1.37855434,0.01172806,0.72830415,0.61163722,0.00000000
-5.09354677,3.33160695,1.08462092,1.43696973,0.01144518,0.76228605,0.64364585,0.00000000
-5.08754377,3.47627765,1.13773082,1.49350831,0.01117701,0.79542297,0.67438783,0.00000000
-5.08154077,3.61429313,1.18864007,1.54756772,0.01092142,0.82735595,0.70338901,0.00000000
-5.07553777,3.74391923,1.23675859,1.59857992,0.01067558,0.85774289,0.73018157,0.00000000
-5.06953477,3.86355028,1.28156378,1.64603621,0.01043610,0.88627302,0.75431986,0.00000000
-5.06353177,3.97177709,1.32262638,1.68951257,0.01019936,0.91268166,0.77539661,0.00000000
-5.05752876,4.06745347,1.35963503,1.72869452,0.00996170,0.93676456,0.79305890,0.00000000
-5.05152576,4.14975846,1.39241822,1.76340035,0.00971965,0.95839141,0.80702304,0.00000000
-5.04552276,4.21825116,1.42096256,1.79360154,0.00947018,0.97751771,0.81708773,0.00000000
-5.03951976,4.27291535,1.44542622,1.81943938,0.00921079,0.99419439,0.82314459,0.00000000
-5.03351676,4.31419112,1.46614666,1.84123671,0.00893971,1.00857468,0.82518573,0.00000000
-5.02751376,4.34299114,1.48364172,1.85950374,0.00865593,1.02091761,0.82330752,0.00000000
-5.02151076,4.36069986,1.49860361,1.87493725,0.00835930,1.03158759,0.81771055,0.00000000
-5.01550775,4.36915433,1.51188549,1.88841253,0.00805046,1.04105002,0.80869543,0.00000000
-5.00950475,4.37060617,1.52448066,1.90096774,0.00773086,1.04986240,0.79665449,0.00000000
-5.00350175,4.36766510,1.53749468,1.91378068,0.00740265,1.05866121,0.78205980,0.00000000
