energy_ev,total_up,Ag_p_up,Ag_d_up,As_p_up,As_d_up,Se_s_up,Se_p_up
-6.00000000,3.47422715,0.37545857,2.89158989,0.17871301,0.00000000,0.00996141,0.19159316
-5.99399700,3.42207507,0.37322395,2.84669383,0.17499517,0.00000000,0.00998611,0.19178903
-5.98799400,3.37021902,0.37104257,2.80232581,0.17155937,0.00000000,0.01001169,0.19145738
-5.98199100,3.31925380,0.36886509,2.75907790,0.16838736,0.00000000,0.01003493,0.19060475
-5.97598799,3.26981497,0.36665191,2.71756714,0.16546404,0.00000000,0.01005327,0.18924663
-5.96998499,3.22255753,0.36437221,2.67841638,0.16277760,0.00000000,0.01006475,0.18740641
-5.96398199,3.17813235,0.36200240,2.64223354,0.16031943,0.00000000,0.01006813,0.18511433
-5.95797899,3.13716139,0.35952424,2.60959010,0.15808364,0.00000000,0.01006278,0.18240624
-5.95197599,3.10021300,0.35692269,2.58100000,0.15606657,0.00000000,0.01004870,0.17932230
-5.94597299,3.06777852,0.35418372,2.55689983,0.15426600,0.00000000,0.01002645,0.17590573
-5.93996998,3.04025145,0.35129236,2.53763138,0.15268041,0.00000000,0.00999713,0.17220154
-5.93396698,3.01790998,0.34823096,2.52342730,0.15130805,0.00000000,0.00996224,0.16825545
-5.92796398,3.00090390,0.34497801,2.51440053,0.15014624,0.00000000,0.00992365,0.16411277
-5.92196098,2.98924647,0.34150743,2.51053806,0.14919051,0.00000000,0.00988349,0.15981760
-5.91595798,2.98281157,0.33778851,2.51169926,0.14843406,0.00000000,0.00984408,0.15541210
-5.90995498,2.98133632,0.33378648,2.51761894,0.14786724,0.00000000,0.00980778,0.15093592
-5.90395198,2.98442905,0.32946366,2.52791493,0.14747722,0.00000000,0.00977698,0.14642587
-5.89794897,2.99158220,0.32478109,2.54210004,0.14724786,0.00000000,0.00975391,0.14191573
-5.89194597,3.00218972,0.31970061,2.55959777,0.14715978,0.00000000,0.00974064,0.13743612
-5.88594297,3.01556807,0.31418712,2.57976124,0.14719054,0.00000000,0.00973894,0.13301469
-5.87993997,3.03098005,0.30821098,2.60189455,0.14731509,0.00000000,0.00975025,0.12867615
-5.87393697,3.04766045,0.30175039,2.62527578,0.14750627,0.00000000,0.00977558,0.12444261
-5.86793397,3.06484238,0.29479345,2.64918070,0.14773549,0.00000000,0.00981553,0.12033379
-5.86193097,3.08178347,0.28733997,2.67290629,0.14797352,0.00000000,0.00987021,0.11636728
-5.85592796,3.09779068,0.27940272,2.69579330,0.14819130,0.00000000,0.00993927,0.11255885
-5.84992496,3.11224297,0.27100819,2.71724693,0.14836081,0.00000000,0.01002190,0.10892260
-5.84392196,3.12461105,0.26219676,2.73675492,0.14845592,0.00000000,0.01011690,0.10547117
-5.83791896,3.13447346,0.25302222,2.75390257,0.14845324,0.00000000,0.01022276,0.10221582
-5.83191596,3.14152852,0.24355075,2.76838412,0.14833285,0.00000000,0.01033770,0.09916644
-5.82591296,3.14560202,0.23385939,2.78001024,0.14807901,0.00000000,0.01045983,0.09633157
-5.81990995,3.14665028,0.22403406,2.78871154,0.14768066,0.00000000,0.01058729,0.09371830
-5.81390695,3.14475889,0.21416725,2.79453791,0.14713188,0.00000000,0.01071834,0.09133215
-5.80790395,3.14013713,0.20435555,2.79765416,0.14643207,0.00000000,0.01085160,0.08917699
-5.80190095,3.13310860,0.19469702,2.79833196,0.14558609,0.00000000,0.01098615,0.08725487
-5.79589795,3.12409845,0.18528867,2.79693861,0.14460416,0.00000000,0.01112168,0.08556594
-5.78989495,3.11361772,0.17622398,2.79392309,0.14350154,0.00000000,0.01125867,0.08410837
-5.78389195,3.10224554,0.16759070,2.78979990,0.14229817,0.00000000,0.01139849,0.08287838
-5.77788894,3.09060963,0.15946892,2.78513137,0.14101803,0.00000000,0.01154348,0.08187023
-5.77188594,3.07936594,0.15192944,2.78050883,0.13968846,0.00000000,0.01169703,0.08107635
-5.76588294,3.06917789,0.14503254,2.77653350,0.13833929,0.00000000,0.01186361,0.08048754
-5.75987994,3.06069600,0.13882710,2.77379743,0.13700196,0.00000000,0.01204871,0.08009319
-5.75387694,3.05453836,0.13335001,2.77286525,0.13570853,0.00000000,0.01225882,0.07988154
-5.74787394,3.05127246,0.12862603,2.77425716,0.13449074,0.00000000,0.01250132,0.07984006
-5.74187094,3.05139907,0.12466783,2.77843364,0.13337904,0.00000000,0.01278430,0.07995575
-5.73586793,3.05533842,0.12147634,2.78578239,0.13240167,0.00000000,0.01311641,0.08021555
-5.72986493,3.06341916,0.11904135,2.79660791,0.13158391,0.00000000,0.01350664,0.08060667
-5.72386193,3.07587057,0.11734224,2.81112396,0.13094735,0.00000000,0.01396409,0.08111694
-5.71785893,3.09281807,0.11634889,2.82944933,0.13050941,0.00000000,0.01449772,0.08173516
-5.71185593,3.11428255,0.11602277,2.85160707,0.13028294,0.00000000,0.01511612,0.08245134
-5.70585293,3.14018339,0.11631807,2.87752718,0.13027609,0.00000000,0.01582720,0.08325694
-5.69984992,3.17034528,0.11718297,2.90705306,0.13049229,0.00000000,0.01663806,0.08414514
-5.69384692,3.20450877,0.11856095,2.93995119,0.13093049,0.00000000,0.01755470,0.08511090
-5.68784392,3.24234424,0.12039228,2.97592422,0.13158555,0.00000000,0.01858188,0.08615117
-5.68184092,3.28346883,0.12261539,3.01462672,0.13244875,0.00000000,0.01972298,0.08726488
-5.67583792,3.32746591,0.12516842,3.05568322,0.13350848,0.00000000,0.02097988,0.08845307
-5.66983492,3.37390610,0.12799071,3.09870787,0.13475105,0.00000000,0.02235291,0.08971883
-5.66383192,3.42236927,0.13102430,3.14332467,0.13616146,0.00000000,0.02384084,0.09106732
-5.65782891,3.47246623,0.13421529,3.18918769,0.13772430,0.00000000,0.02544085,0.09250568
-5.65182591,3.52385927,0.13751521,3.23599996,0.13942454,0.00000000,0.02714863,0.09404296
-5.64582291,3.57628037,0.14088213,3.28353025,0.14124829,0.00000000,0.02895843,0.09569000
-5.63981991,3.62954596,0.14428158,3.33162657,0.14318345,0.00000000,0.03086314,0.09745917
-5.63381691,3.68356737,0.14768726,3.38022570,0.14522014,0.00000000,0.03285443,0.09936419
-5.62781391,3.73835609,0.15108137,3.42935786,0.14735105,0.00000000,0.03492285,0.10141976
-5.62181091,3.79402315,0.15445468,3.47914596,0.14957151,0.00000000,0.03705795,0.10364121
-5.61580790,3.85077252,0.15780617,3.52979923,0.15187935,0.00000000,0.03924842,0.10604393
