energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.58579290,1.18703904,0.00342215,0.22364233,0.12631230,0.00222111,0.39495826,0.33314453,0.35734016
-5.57978989,1.26497165,0.00362194,0.23741976,0.13640848,0.00235607,0.42307828,0.34841556,0.37953800
-5.57378689,1.34526993,0.00381834,0.25137449,0.14682889,0.00249138,0.45251401,0.36318541,0.40208049
-5.56778389,1.42757519,0.00401006,0.26545834,0.15751976,0.00262676,0.48311990,0.37736514,0.42489671
-5.56178089,1.51147404,0.00419593,0.27961934,0.16841705,0.00276202,0.51472053,0.39087280,0.44790933
-5.55577789,1.59649879,0.00437484,0.29380106,0.17944630,0.00289706,0.54711170,0.40363387,0.47103327
-5.54977489,1.68212891,0.00454584,0.30794188,0.19052284,0.00303186,0.58006217,0.41558142,0.49417450
-5.54377189,1.76779384,0.00470805,0.32197449,0.20155239,0.00316646,0.61331609,0.42665621,0.51722897
-5.53776888,1.85287746,0.00486073,0.33582554,0.21243211,0.00330094,0.64659618,0.43680656,0.54008196
-5.53176588,1.93672432,0.00500324,0.34941561,0.22305206,0.00343541,0.67960756,0.44598832,0.56260784
-5.52576288,2.01864761,0.00513502,0.36265954,0.23329718,0.00356995,0.71204230,0.45416481,0.58467047
-5.51975988,2.09793904,0.00525562,0.37546708,0.24304957,0.00370462,0.74358444,0.46130688,0.60612415
-5.51375688,2.17388031,0.00536467,0.38774407,0.25219121,0.00383939,0.77391564,0.46739312,0.62681534
-5.50775388,2.24575605,0.00546183,0.39939390,0.26060684,0.00397416,0.80272096,0.47241018,0.64658502
-5.50175088,2.31286775,0.00554686,0.41031941,0.26818703,0.00410871,0.82969497,0.47635332,0.66527163
-5.49574787,2.37454837,0.00561955,0.42042506,0.27483118,0.00424269,0.85454775,0.47922703,0.68271451
-5.48974487,2.43017710,0.00567973,0.42961926,0.28045048,0.00437562,0.87701072,0.48104571,0.69875779
-5.48374187,2.47919363,0.00572732,0.43781693,0.28497055,0.00450689,0.89684210,0.48183444,0.71325436
-5.47773887,2.52111159,0.00576227,0.44494193,0.28833372,0.00463576,0.91383178,0.48162962,0.72607006
-5.47173587,2.55553050,0.00578463,0.45092950,0.29050079,0.00476139,0.92780552,0.48047953,0.73708756
-5.46573287,2.58214592,0.00579453,0.45572842,0.29145230,0.00488289,0.93862835,0.47844462,0.74621009
-5.45972986,2.60075742,0.00579220,0.45930290,0.29118911,0.00499933,0.94620701,0.47559760,0.75336466
-5.45372686,2.61127412,0.00577802,0.46163412,0.28973239,0.00510978,0.95049155,0.47202317,0.75850473
-5.44772386,2.61371767,0.00575250,0.46272131,0.28712299,0.00521339,0.95147594,0.46781734,0.76161224
-5.44172086,2.60822269,0.00571632,0.46258242,0.28342021,0.00530944,0.94919774,0.46308649,0.76269893
-5.43571786,2.59503463,0.00567035,0.46125428,0.27870009,0.00539735,0.94373695,0.45794598,0.76180694
-5.42971486,2.57450532,0.00561563,0.45879230,0.27305332,0.00547679,0.93521404,0.45251839,0.75900862
-5.42371186,2.54708625,0.00555339,0.45526972,0.26658274,0.00554767,0.92378732,0.44693156,0.75440564
-5.41770885,2.51331985,0.00548503,0.45077641,0.25940073,0.00561019,0.90964964,0.44131627,0.74812743
-5.41170585,2.47382908,0.00541212,0.44541727,0.25162646,0.00566491,0.89302457,0.43580373,0.74032888
-5.40570285,2.42930543,0.00533639,0.43931026,0.24338309,0.00571266,0.87416219,0.43052299,0.73118746
-5.39969985,2.38049560,0.00525963,0.43258402,0.23479513,0.00575465,0.85333448,0.42559817,0.72089978
-5.39369685,2.32818712,0.00518374,0.42537529,0.22598587,0.00579233,0.83083040,0.42114575,0.70967756
-5.38769385,2.27319310,0.00511061,0.41782590,0.21707501,0.00582745,0.80695088,0.41727182,0.69774310
-5.38169085,2.21633628,0.00504209,0.41007962,0.20817658,0.00586196,0.78200358,0.41406948,0.68532439
-5.37568784,2.15843281,0.00497993,0.40227880,0.19939700,0.00589795,0.75629769,0.41161633,0.67264981
-5.36968484,2.10027586,0.00492573,0.39456082,0.19083351,0.00593755,0.73013874,0.40997220,0.65994259
-5.36368184,2.04261964,0.00488085,0.38705458,0.18257277,0.00598291,0.70382370,0.40917712,0.64741512
-5.35767884,1.98616405,0.00484638,0.37987694,0.17468978,0.00603605,0.67763630,0.40924970,0.63526338
-5.35167584,1.93154067,0.00482307,0.37312944,0.16724705,0.00609881,0.65184284,0.41018587,0.62366148
-5.34567284,1.87930047,0.00481130,0.36689524,0.16029405,0.00617276,0.62668863,0.41195821,0.61275677
-5.33966983,1.82990384,0.00481104,0.36123652,0.15386694,0.00625914,0.60239516,0.41451582,0.60266558
-5.33366683,1.78371361,0.00482184,0.35619259,0.14798861,0.00635883,0.57915817,0.41778498,0.59346993
-5.32766383,1.74099146,0.00484282,0.35177859,0.14266906,0.00647229,0.55714674,0.42167057,0.58521545
-5.32166083,1.70189815,0.00487268,0.34798529,0.13790607,0.00659957,0.53650346,0.42605838,0.57791072
-5.31565783,1.66649804,0.00490975,0.34477968,0.13368629,0.00674036,0.51734571,0.43081832,0.57152818
-5.30965483,1.63476778,0.00495204,0.34210680,0.12998663,0.00689399,0.49976813,0.43580852,0.56600679
-5.30365183,1.60660924,0.00499729,0.33989259,0.12677604,0.00705951,0.48384610,0.44088038,0.56125640
-5.29764882,1.58186639,0.00504308,0.33804776,0.12401758,0.00723583,0.46964009,0.44588432,0.55716386
-5.29164582,1.56034545,0.00508690,0.33647266,0.12167080,0.00742175,0.45720082,0.45067623,0.55360054
-5.28564282,1.54183757,0.00512625,0.33506292,0.11969431,0.00761613,0.44657484,0.45512427,0.55043128
-5.27963982,1.52614312,0.00515882,0.33371565,0.11804850,0.00781800,0.43781027,0.45911596,0.54752404
-5.27363682,1.51309627,0.00518249,0.33233597,0.11669828,0.00802666,0.43096243,0.46256498,0.54476024
-5.26763382,1.50258881,0.00519554,0.33084345,0.11561568,0.00824180,0.42609897,0.46541765,0.54204489
-5.26163082,1.49459159,0.00519669,0.32917832,0.11478231,0.00846361,0.42330417,0.46765851,0.53931625
-5.25562781,1.48917268,0.00518519,0.32730696,0.11419143,0.00869281,0.42268208,0.46931480,0.53655438
-5.24962481,1.48651073,0.00516091,0.32522640,0.11384952,0.00893069,0.42435830,0.47045950,0.53378805
-5.24362181,1.48690283,0.00512438,0.32296758,0.11377731,0.00917915,0.42848019,0.47121262,0.53109961
-5.23761881,1.49076599,0.00507679,0.32059714,0.11401012,0.00944063,0.43521524,0.47174059,0.52862744
-5.23161581,1.49863190,0.00502001,0.31821755,0.11459746,0.00971809,0.44474784,0.47225370,0.52656560
-5.22561281,1.51113491,0.00495655,0.31596553,0.11560185,0.01001490,0.45727422,0.47300145,0.52516080
-5.21960980,1.52899347,0.00488952,0.31400879,0.11709688,0.01033472,0.47299598,0.47426600,0.52470648
-5.21360680,1.55298573,0.00482252,0.31254110,0.11916454,0.01068141,0.49211225,0.47635384,0.52553421
-5.20760380,1.58392019,0.00475958,0.31177600,0.12189192,0.01105886,0.51481090,0.47958602,0.52800283
-5.20160080,1.62260284,0.00470502,0.31193928,0.12536736,0.01147088,0.54125922,0.48428732,0.53248559
-5.19559780,1.66980202,0.00466333,0.31326068,0.12967621,0.01192106,0.57159445,0.49077471,0.53935593
-5.18959480,1.72621280,0.00463904,0.31596503,0.13489648,0.01241266,0.60591466,0.49934562,0.54897255
-5.18359180,1.79242256,0.00463658,0.32026340,0.14109436,0.01294854,0.64427035,0.51026666,0.56166430
-5.17758879,1.86887929,0.00466018,0.32634452,0.14832008,0.01353106,0.68665739,0.52376298,0.57771575
-5.17158579,1.95586440,0.00471369,0.33436693,0.15660410,0.01416212,0.73301148,0.54000909,0.59735404
-5.16558279,2.05347114,0.00480054,0.34445229,0.16595398,0.01484309,0.78320460,0.55912134,0.62073762
-5.15957979,2.16159002,0.00492361,0.35668003,0.17635205,0.01557491,0.83704370,0.58115242,0.64794747
-5.15357679,2.27990185,0.00508518,0.37108366,0.18775398,0.01635808,0.89427161,0.60608823,0.67898124
-5.14757379,2.40787892,0.00528690,0.38764896,0.20008855,0.01719283,0.95457051,0.63384719,0.71375055
-5.14157079,2.54479442,0.00552975,0.40631399,0.21325844,0.01807912,1.01756766,0.66428211,0.75208171
-5.13556778,2.68973986,0.00581405,0.42697105,0.22714225,0.01901685,1.08284338,0.69718439,0.79371971
-5.12956478,2.84164965,0.00613954,0.44947040,0.24159765,0.02000589,1.14994104,0.73229062,0.83833548
-5.12356178,2.99933214,0.00650537,0.47362552,0.25646545,0.02104620,1.21837864,0.76929101,0.88553590
-5.11755878,3.16150554,0.00691020,0.49921969,0.27157474,0.02213796,1.28766179,0.80783955,0.93487627
-5.11155578,3.32683745,0.00735232,0.52601354,0.28674848,0.02328157,1.35729734,0.84756526,0.98587446
-5.10555278,3.49398612,0.00782968,0.55375311,0.30180973,0.02447777,1.42680750,0.88808417,1.03802626
-5.09954977,3.66164174,0.00834007,0.58217810,0.31658791,0.02572763,1.49574366,0.92901140,1.09082096
-5.09354677,3.82856601,0.00888116,0.61102980,0.33092505,0.02703254,1.56369958,0.96997291,1.14375661
-5.08754377,3.99362814,0.00945064,0.64005832,0.34468156,0.02839423,1.63032329,1.01061640,1.19635407
-5.08154077,4.15583584,0.01004627,0.66902883,0.35774135,0.02981465,1.69532729,1.05062087,1.24816929
-5.07553777,4.31435978,0.01066597,0.69772642,0.37001610,0.03129599,1.75849670,1.08970442,1.29880319
-5.06953477,4.46855071,0.01130786,0.72595945,0.38144827,0.03284053,1.81969473,1.12763011,1.34790875
-5.06353177,4.61794832,0.01197028,0.75356126,0.39201291,0.03445054,1.87886554,1.16420955,1.39519513
-5.05752876,4.76228169,0.01265178,0.78039023,0.40171810,0.03612821,1.93603396,1.19930422,1.44042863
-5.05152576,4.90146141,0.01335110,0.80632840,0.41060393,0.03787550,1.99130227,1.23282445,1.48343085
-5.04552276,5.03556396,0.01406710,0.83127867,0.41874018,0.03969399,2.04484390,1.26472637,1.52407405
-5.03951976,5.16480923,0.01479868,0.85516119,0.42622273,0.04158483,2.09689436,1.29500686,1.56227461
-5.03351676,5.28953255,0.01554472,0.87790899,0.43316890,0.04354855,2.14773959,1.32369711,1.59798480
-5.02751376,5.41015283,0.01630391,0.89946348,0.43971193,0.04558500,2.19770231,1.35085496,1.63118392
-5.02151076,5.52713849,0.01707467,0.91977028,0.44599494,0.04769323,2.24712674,1.37655669,1.66186931
-5.01550775,5.64097325,0.01785504,0.93877554,0.45216452,0.04987143,2.29636244,1.40088862,1.69004811
-5.00950475,5.75212348,0.01864256,0.95642338,0.45836440,0.05211686,2.34574789,1.42393914,1.71573037
-5.00350175,5.86100887,0.01943423,0.97265458,0.46472940,0.05442587,2.39559459,1.44579141,1.73892403
-4.99749875,5.96797800,0.02022639,0.98740669,0.47137989,0.05679387,2.44617225,1.46651735,1.75963220
-4.99149575,6.07328983,0.02101477,1.00061563,0.47841715,0.05921540,2.49769583,1.48617304,1.77785282
-4.98549275,6.17710194,0.02179449,1.01221865,0.48591964,0.06168416,2.55031503,1.50479572,1.79358074
-4.97948974,6.27946569,0.02256007,1.02215849,0.49394035,0.06419321,2.60410645,1.52240250,1.80681193
-4.97348674,6.38032810,0.02330561,1.03038839,0.50250536,0.06673501,2.65906892,1.53899076,1.81754932
-4.96748374,6.47953978,0.02402487,1.03687745,0.51161351,0.06930165,2.71512200,1.55453989,1.82580972
-4.96148074,6.57686780,0.02471143,1.04161598,0.52123721,0.07188498,2.77210758,1.56901432,1.83163110
-4.95547774,6.67201203,0.02535893,1.04462028,0.53132419,0.07447678,2.82979435,1.58236730,1.83507938
-4.94947474,6.76462327,0.02596124,1.04593634,0.54180007,0.07706895,2.88788473,1.59454516,1.83625396
-4.94347174,6.85432159,0.02651265,1.04564210,0.55257162,0.07965359,2.94602373,1.60549163,1.83529140
-4.93746873,6.94071303,0.02700809,1.04384785,0.56353038,0.08222314,3.00380910,1.61515174,1.83236654
-4.93146573,7.02340319,0.02744330,1.04069463,0.57455658,0.08477037,3.06080217,1.62347508,1.82769071
-4.92546273,7.10200673,0.02781493,1.03635051,0.58552301,0.08728838,3.11653864,1.63041810,1.82150694
-4.91945973,7.17615177,0.02812070,1.03100493,0.59629881,0.08977051,3.17053889,1.63594531,1.81408218
-4.91345673,7.24547913,0.02835941,1.02486116,0.60675289,0.09221021,3.22231712,1.64002926,1.80569681
-4.90745373,7.30963664,0.02853095,1.01812751,0.61675706,0.09460078,3.27138922,1.64264948,1.79663218
-4.90145073,7.36826927,0.02863623,1.01100757,0.62618857,0.09693519,3.31727908,1.64379051,1.78715664
-4.89544772,7.42100628,0.02867715,1.00369020,0.63493222,0.09920576,3.35952332,1.64343917,1.77751122
-4.88944472,7.46744719,0.02865639,0.99633986,0.64288203,0.10140387,3.39767476,1.64158165,1.76789575
-4.88344172,7.50714813,0.02857728,0.98908788,0.64994240,0.10351972,3.43130491,1.63820060,1.75845648
-4.87743872,7.53961079,0.02844362,0.98202535,0.65602904,0.10554212,3.46000586,1.63327266,1.74927610
-4.87143572,7.56427564,0.02825947,0.97519797,0.66106953,0.10745829,3.48339227,1.62676690,1.74036695
-4.86543272,7.58052123,0.02802899,0.96860348,0.66500385,0.10925386,3.50110385,1.61864440,1.73166807
-4.85942971,7.58767065,0.02775626,0.96219161,0.66778476,0.11091293,3.51280896,1.60885921,1.72304639
-4.85342671,7.58500622,0.02744512,0.95586691,0.66937825,0.11241822,3.51820962,1.59736087,1.71430231
-4.84742371,7.57179230,0.02709912,0.94949417,0.66976409,0.11375144,3.51704838,1.58409850,1.70517941
-4.84142071,7.54730609,0.02672140,0.94290617,0.66893642,0.11489371,3.50911699,1.56902634,1.69537789
-4.83541771,7.51087526,0.02631474,0.93591354,0.66690451,0.11582616,3.49426681,1.55211048,1.68457123
-4.82941471,7.46192079,0.02588154,0.92831596,0.66369352,0.11653058,3.47242081,1.53333654,1.67242501
-4.82341171,7.40000301,0.02542392,0.91991425,0.65934534,0.11699020,3.44358637,1.51271781,1.65861711
-4.81740870,7.32486843,0.02494383,0.91052269,0.65391920,0.11719043,3.40786849,1.49030338,1.64285803
-4.81140570,7.23649467,0.02444316,0.89998078,0.64749218,0.11711966,3.36548246,1.46618578,1.62491041
-4.80540270,7.13513070,0.02392393,0.88816403,0.64015936,0.11677001,3.31676516,1.44050759,1.60460660
-4.79939970,7.02133013,0.02338840,0.87499304,0.63203349,0.11613799,3.26218410,1.41346658,1.58186344
-4.79339670,6.89597493,0.02283925,0.86044051,0.62324422,0.11522502,3.20234335,1.38531897,1.55669331
-4.78739370,6.76028797,0.02227971,0.84453587,0.61393666,0.11403786,3.13798559,1.35638038,1.52921118
-4.78139070,6.61583292,0.02171363,0.82736722,0.60426932,0.11258880,3.06998971,1.32702446,1.49963692
-4.77538769,6.46450078,0.02114558,0.80908068,0.59441146,0.11089569,2.99936357,1.29767886,1.46829315
-4.76938469,6.30848307,0.02058086,0.78987712,0.58453980,0.10898181,2.92723165,1.26881873,1.43559842
-4.76338169,6.15023194,0.02002551,0.77000647,0.57483476,0.10687546,2.85481772,1.24095777,1.40205624
-4.75737869,5.99240867,0.01948620,0.74975994,0.56547631,0.10460939,2.78342283,1.21463715,1.36824039
-4.75137569,5.83782178,0.01897014,0.72946058,0.55663954,0.10222013,2.71439897,1.19041254,1.33477718
-4.74537269,5.68935712,0.01848495,0.70945249,0.54849022,0.09974706,2.64911931,1.16883973,1.30232538
-4.73936968,5.54990212,0.01803845,0.69008924,0.54118037,0.09723147,2.58894567,1.15045928,1.27155479
-4.73336668,5.42226673,0.01763844,0.67172194,0.53484413,0.09471545,2.53519431,1.13578067,1.24312404
-4.72736368,5.30910379,0.01729250,0.65468751,0.52959410,0.09224082,2.48910098,1.12526648,1.21765868
-4.72136068,5.21283125,0.01700766,0.63929732,0.52551808,0.08984798,2.45178647,1.11931710,1.19573027
-4.71535768,5.13555885,0.01679024,0.62582696,0.52267662,0.08757482,2.42422345,1.11825645,1.17783705
-4.70935468,5.07902148,0.01664553,0.61450707,0.52110121,0.08545574,2.40720594,1.12231919,1.16438702
-4.70335168,5.04452124,0.01657759,0.60551580,0.52079324,0.08352064,2.40132210,1.13163981,1.15568369
-4.69734867,5.03287999,0.01658901,0.59897292,0.52172369,0.08179416,2.40693134,1.14624391,1.15191512
-4.69134567,5.04440376,0.01668078,0.59493580,0.52383365,0.08029499,2.42414649,1.16604211,1.15314631
-4.68534267,5.07886015,0.01685209,0.59339726,0.52703542,0.07903536,2.45282163,1.19082669,1.15931528
-4.67933967,5.13546952,0.01710026,0.59428539,0.53121425,0.07802067,2.49254610,1.22027121,1.17023277
-4.67333667,5.21291036,0.01742070,0.59746523,0.53623063,0.07724939,2.54264502,1.25393324,1.18558562
-4.66733367,5.30933892,0.01780691,0.60274233,0.54192304,0.07671305,2.60218657,1.29126014,1.20494359
-4.66133067,5.42242287,0.01825055,0.60986791,0.54811101,0.07639649,2.66999610,1.33159792,1.22776954
-4.65532766,5.54938844,0.01874153,0.61854558,0.55459855,0.07627824,2.74467677,1.37420313,1.25343256
-4.64932466,5.68707993,0.01926822,0.62843943,0.56117772,0.07633113,2.82463668,1.41825733,1.28122370
-4.64332166,5.83203051,0.01981766,0.63918308,0.56763249,0.07652302,2.90812179,1.46288418,1.31037399
-4.63731866,5.98054239,0.02037584,0.65038970,0.57374259,0.07681771,2.99325398,1.50716841,1.34007408
-4.63131566,6.12877469,0.02092802,0.66166251,0.57928760,0.07717589,3.07807346,1.55017658,1.36949509
-4.62531266,6.27283644,0.02145906,0.67260552,0.58405096,0.07755635,3.16058434,1.59097876,1.39781010
-4.61930965,6.40888243,0.02195382,0.68283429,0.58782406,0.07791702,3.23880228,1.62867081,1.42421559
-4.61330665,6.53320897,0.02239753,0.69198629,0.59041028,0.07821628,3.31080271,1.66239646,1.44795238
-4.60730365,6.64234700,0.02277618,0.69973066,0.59162893,0.07841408,3.37476836,1.69136859,1.46832524
-4.60130065,6.73314942,0.02307691,0.70577702,0.59131905,0.07847313,3.42903447,1.71488907,1.48472089
-4.59529765,6.80287014,0.02328833,0.70988315,0.58934291,0.07835995,3.47213029,1.73236649,1.49662361
-4.58929465,6.84923226,0.02340088,0.71186123,0.58558929,0.07804586,3.50281555,1.74333124,1.50362814
-4.58329165,6.87048305,0.02340704,0.71158259,0.57997624,0.07750781,3.52011050,1.74744738,1.50544947
-4.57728864,6.86543414,0.02330159,0.70898072,0.57245335,0.07672904,3.52331872,1.74452099,1.50192919
-4.57128564,6.83348547,0.02308175,0.70405257,0.56300341,0.07569959,3.51204171,1.73450463,1.49303839
-4.56528264,6.77463243,0.02274721,0.69685807,0.55164337,0.07441656,3.48618498,1.71749788,1.47887683
-4.55927964,6.68945610,0.02230018,0.68751791,0.53842452,0.07288424,3.44595529,1.69374387,1.45966871
-4.55327664,6.57909713,0.02174529,0.67620982,0.52343184,0.07111401,3.39184947,1.66362202,1.43575515
-4.54727364,6.44521444,0.02108947,0.66316333,0.50678254,0.06912398,3.32463513,1.62763727,1.40758364
-4.54127064,6.28993059,0.02034171,0.64865336,0.48862377,0.06693861,3.24532419,1.58640629,1.37569501
-4.53526763,6.11576592,0.01951282,0.63299283,0.46912955,0.06458798,3.15514031,1.54064108,1.34070846
-4.52926463,5.92556413,0.01861513,0.61652465,0.44849698,0.06210707,3.05548149,1.49113074,1.30330507
-4.52326163,5.72241214,0.01766214,0.59961328,0.42694188,0.05953483,2.94787931,1.43872199,1.26421053
-4.51725863,5.50955724,0.01666812,0.58263628,0.40469400,0.05691324,2.83395637,1.38429912,1.22417776
-4.51125563,5.29032435,0.01564783,0.56597606,0.38199182,0.05428622,2.71538330,1.32876416,1.18396983
-4.50525263,5.06803626,0.01461607,0.55001209,0.35907735,0.05169856,2.59383705,1.27301775,1.14434393
-4.49924962,4.84593928,0.01358741,0.53511384,0.33619085,0.04919486,2.47096154,1.21794140,1.10603670
-4.49324662,4.62713639,0.01257585,0.52163459,0.31356576,0.04681845,2.34833209,1.16438154,1.06975133
