energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.62781391,2.49121706,0.73246405,0.72469549,0.00069022,0.05390899,0.00935284,1.67730473,0.29741180,0.23956782
-5.62181091,2.49540647,0.73022906,0.73141823,0.00059589,0.05337959,0.00910521,1.67999463,0.29809929,0.23865123
-5.61580790,2.49341242,0.72636879,0.73651397,0.00051092,0.05262819,0.00880091,1.67856450,0.29773880,0.23714900
-5.60980490,2.48504355,0.72081675,0.73988611,0.00043505,0.05167038,0.00844604,1.67288568,0.29630746,0.23504051
-5.60380190,2.47021624,0.71353552,0.74146460,0.00036791,0.05052763,0.00804757,1.66289873,0.29380678,0.23231508
-5.59779890,2.44896034,0.70451965,0.74120879,0.00030900,0.04922664,0.00761307,1.64861743,0.29026290,0.22897283
-5.59179590,2.42142140,0.69379741,0.73910946,0.00025776,0.04779858,0.00715053,1.63013061,0.28572606,0.22502500
-5.58579290,2.38785926,0.68143134,0.73518988,0.00021356,0.04627809,0.00666802,1.60760160,0.28026927,0.22049405
-5.57978989,2.34864293,0.66751764,0.72950577,0.00017575,0.04470227,0.00617357,1.58126534,0.27398629,0.21541324
-5.57378689,2.30424183,0.65218415,0.72214415,0.00014366,0.04310950,0.00567487,1.55142308,0.26698882,0.20982592
-5.56778389,2.25521358,0.63558730,0.71322110,0.00011665,0.04153827,0.00517909,1.51843495,0.25940316,0.20378444
-5.56178089,2.20218888,0.61790795,0.70287832,0.00009409,0.04002599,0.00469278,1.48271043,0.25136631,0.19734874
-5.55577789,2.14585386,0.59934635,0.69127889,0.00007540,0.03860788,0.00422168,1.44469730,0.24302184,0.19058471
-5.54977489,2.08693070,0.58011642,0.67860212,0.00006003,0.03731586,0.00377067,1.40486929,0.23451549,0.18356236
-5.54377189,2.02615718,0.56043972,0.66503782,0.00004749,0.03617762,0.00334372,1.36371307,0.22599084,0.17635388
-5.53776888,1.96426607,0.54053915,0.65078030,0.00003733,0.03521588,0.00294387,1.32171497,0.21758515,0.16903171
-5.53176588,1.90196526,0.52063288,0.63602222,0.00002916,0.03444767,0.00257327,1.27934808,0.20942551,0.16166659
-5.52576288,1.83991931,0.50092871,0.62094881,0.00002264,0.03388405,0.00223322,1.23706033,0.20162558,0.15432583
-5.51975988,1.77873354,0.48161897,0.60573244,0.00001747,0.03352978,0.00192422,1.19526393,0.19428282,0.14707171
-5.51375688,1.71894097,0.46287644,0.59052823,0.00001341,0.03338349,0.00164610,1.15432669,0.18747664,0.13996019
-5.50775388,1.66099306,0.44485121,0.57547049,0.00001023,0.03343782,0.00139810,1.11456574,0.18126721,0.13303990
-5.50175088,1.60525437,0.42766875,0.56067053,0.00000776,0.03367999,0.00117896,1.07624367,0.17569519,0.12635147
-5.49574787,1.55200148,0.41142914,0.54621573,0.00000585,0.03409243,0.00098705,1.03956735,0.17078227,0.11992724
-5.48974487,1.50142605,0.39620756,0.53217001,0.00000439,0.03465368,0.00082046,1.00468951,0.16653254,0.11379127
-5.48374187,1.45364180,0.38205585,0.51857564,0.00000328,0.03533936,0.00067711,0.97171276,0.16293449,0.10795969
-5.47773887,1.40869503,0.36900506,0.50545627,0.00000243,0.03612332,0.00055481,0.94069584,0.15996373,0.10244139
-5.47173587,1.36657782,0.35706881,0.49282089,0.00000180,0.03697880,0.00045134,0.91166172,0.15758601,0.09723884
-5.46573287,1.32724327,0.34624723,0.48066859,0.00000132,0.03787961,0.00036454,0.88460697,0.15576063,0.09234919
-5.45972986,1.29062170,0.33653118,0.46899376,0.00000097,0.03880131,0.00029233,0.85951181,0.15444392,0.08776543
-5.45372686,1.25663702,0.32790647,0.45779128,0.00000071,0.03972230,0.00023275,0.83635027,0.15359264,0.08347760
-5.44772386,1.22522192,0.32035795,0.44706155,0.00000051,0.04062467,0.00018399,0.81509966,0.15316707,0.07947395
-5.44172086,1.19633135,0.31387300,0.43681477,0.00000037,0.04149505,0.00014440,0.79574900,0.15313375,0.07574207
-5.43571786,1.16995315,0.30844432,0.42707441,0.00000027,0.04232507,0.00011252,0.77830556,0.15346762,0.07226980
-5.42971486,1.14611532,0.30407191,0.41787949,0.00000019,0.04311172,0.00008706,0.76279941,0.15415342,0.06904601
-5.42371186,1.12488943,0.30076399,0.40928550,0.00000014,0.04385734,0.00006687,0.74928542,0.15518644,0.06606117
-5.41770885,1.10639004,0.29853681,0.40136394,0.00000010,0.04456939,0.00005100,0.73784277,0.15657238,0.06330764
-5.41170585,1.09077005,0.29741353,0.39420044,0.00000007,0.04525999,0.00003862,0.72857186,0.15832650,0.06077980
-5.40570285,1.07821230,0.29742202,0.38789152,0.00000005,0.04594517,0.00002904,0.72158885,0.16047197,0.05847393
-5.39969985,1.06891802,0.29859191,0.38254029,0.00000003,0.04664394,0.00002168,0.71701819,0.16303759,0.05638794
-5.39369685,1.06309267,0.30095091,0.37825114,0.00000002,0.04737719,0.00001607,0.71498353,0.16605503,0.05452094
-5.38769385,1.06093011,0.30452077,0.37512395,0.00000002,0.04816646,0.00001182,0.71559759,0.16955562,0.05287268
-5.38169085,1.06259609,0.30931301,0.37324796,0.00000001,0.04903265,0.00000864,0.71895156,0.17356697,0.05144304
-5.37568784,1.06821182,0.31532480,0.37269578,0.00000001,0.04999475,0.00000627,0.72510476,0.17810952,0.05023141
-5.36968484,1.07783888,0.32253510,0.37351787,0.00000001,0.05106858,0.00000451,0.73407498,0.18319332,0.04923614
-5.36368184,1.09146604,0.33090144,0.37573766,0.00000000,0.05226569,0.00000323,0.74583034,0.18881502,0.04845410
-5.35767884,1.10899895,0.34035738,0.37934787,0.00000000,0.05359238,0.00000229,0.76028279,0.19495545,0.04788031
-5.35167584,1.13025315,0.35081098,0.38430790,0.00000000,0.05504896,0.00000162,0.77728400,0.20157771,0.04750770
-5.34567284,1.15495085,0.36214424,0.39054272,0.00000000,0.05662922,0.00000113,0.79662361,0.20862608,0.04732700
-5.33966983,1.18272169,0.37421365,0.39794312,0.00000000,0.05832021,0.00000079,0.81803006,0.21602567,0.04732679
-5.33366683,1.21310734,0.38685180,0.40636737,0.00000000,0.06010230,0.00000054,0.84117396,0.22368289,0.04749361
-5.32766383,1.24556986,0.39987003,0.41564432,0.00000000,0.06194946,0.00000037,0.86567391,0.23148677,0.04781221
-5.32166083,1.27950336,0.41306200,0.42557752,0.00000001,0.06382991,0.00000025,0.89110437,0.23931109,0.04826592
-5.31565783,1.31424843,0.42620805,0.43595042,0.00000001,0.06570697,0.00000017,0.91700540,0.24701720,0.04883699
-5.30965483,1.34910874,0.43908015,0.44653231,0.00000001,0.06754013,0.00000012,0.94289372,0.25445749,0.04950704
-5.30365183,1.38336904,0.45144733,0.45708463,0.00000002,0.06928629,0.00000008,0.96827474,0.26147933,0.05025744
-5.29764882,1.41631393,0.46308131,0.46736763,0.00000002,0.07090120,0.00000006,0.99265491,0.26792940,0.05106978
-5.29164582,1.44724657,0.47376213,0.47714682,0.00000003,0.07234088,0.00000004,1.01555420,0.27365816,0.05192619
-5.28564282,1.47550671,0.48328365,0.48619917,0.00000005,0.07356311,0.00000003,1.03651794,0.27852440,0.05280975
-5.27963982,1.50048745,0.49145871,0.49431881,0.00000007,0.07452891,0.00000003,1.05512787,0.28239958,0.05370475
-5.27363682,1.52165015,0.49812369,0.50132197,0.00000009,0.07520384,0.00000003,1.07101198,0.28517193,0.05459697
-5.26763382,1.53853710,0.50314255,0.50705115,0.00000013,0.07555927,0.00000003,1.08385285,0.28675003,0.05547397
-5.26163082,1.55078171,0.50640999,0.51137828,0.00000017,0.07557334,0.00000004,1.09339429,0.28706583,0.05632527
-5.25562781,1.55811588,0.50785385,0.51420699,0.00000024,0.07523175,0.00000005,1.09944624,0.28607697,0.05714258
-5.24962481,1.56037471,0.50743659,0.51547386,0.00000032,0.07452831,0.00000006,1.10188774,0.28376829,0.05792008
-5.24362181,1.55749826,0.50515580,0.51514877,0.00000043,0.07346515,0.00000008,1.10066812,0.28015253,0.05865461
-5.23761881,1.54953074,0.50104394,0.51323433,0.00000058,0.07205271,0.00000011,1.09580633,0.27527020,0.05934599
-5.23161581,1.53661710,0.49516705,0.50976453,0.00000076,0.07030943,0.00000014,1.08738860,0.26918853,0.05999731
-5.22561281,1.51899731,0.48762271,0.50480268,0.00000100,0.06826112,0.00000019,1.07556460,0.26199972,0.06061523
-5.21960980,1.49699868,0.47853723,0.49843879,0.00000130,0.06594021,0.00000024,1.06054212,0.25381841,0.06121034
-5.21360680,1.47102625,0.46806215,0.49078638,0.00000168,0.06338470,0.00000031,1.04258063,0.24477851,0.06179744
-5.20760380,1.44155180,0.45637023,0.48197900,0.00000216,0.06063701,0.00000040,1.02198376,0.23502960,0.06239582
-5.20160080,1.40910162,0.44365089,0.47216635,0.00000276,0.05774265,0.00000052,0.99909100,0.22473290,0.06302947
-5.19559780,1.37424332,0.43010542,0.46151030,0.00000350,0.05474894,0.00000065,0.97426880,0.21405698,0.06372713
-5.18959480,1.33757209,0.41594189,0.45018070,0.00000440,0.05170358,0.00000082,0.94790118,0.20317346,0.06452226
-5.18359180,1.29969647,0.40137002,0.43835119,0.00000549,0.04865337,0.00000103,0.92038022,0.19225266,0.06545280
-5.17758879,1.26122413,0.38659613,0.42619501,0.00000680,0.04564292,0.00000127,0.89209648,0.18145954,0.06656066
-5.17158579,1.22274769,0.37181817,0.41388092,0.00000837,0.04271356,0.00000156,0.86342963,0.17094977,0.06789106
-5.16558279,1.18483108,0.35722112,0.40156929,0.00001023,0.03990234,0.00000191,0.83473950,0.16086639,0.06949155
-5.15957979,1.14799651,0.34297279,0.38940838,0.00001240,0.03724121,0.00000232,0.80635774,0.15133671,0.07141075
-5.15357679,1.11271249,0.32922016,0.37753100,0.00001493,0.03475643,0.00000279,0.77858030,0.14246997,0.07369688
-5.14757379,1.07938304,0.31608630,0.36605150,0.00001785,0.03246816,0.00000334,0.75166095,0.13435535,0.07639600
-5.14157079,1.04833853,0.30366802,0.35506332,0.00002119,0.03039022,0.00000396,0.72580601,0.12706073,0.07955010
-5.13556778,1.01982824,0.29203438,0.34463701,0.00002497,0.02853014,0.00000467,0.70117055,0.12063194,0.08319499
-5.12956478,0.99401509,0.28122593,0.33481898,0.00002921,0.02688931,0.00000547,0.67785607,0.11509264,0.08735820
-5.12356178,0.97097262,0.27125486,0.32563088,0.00003393,0.02546336,0.00000635,0.65590986,0.11044471,0.09205679
-5.11755878,0.95068447,0.26210608,0.31706978,0.00003913,0.02424267,0.00000733,0.63532619,0.10666922,0.09729541
-5.11155578,0.93304646,0.25373901,0.30910913,0.00004480,0.02321301,0.00000840,0.61604906,0.10372776,0.10306447
-5.10555278,0.91787126,0.24609032,0.30170051,0.00005093,0.02235629,0.00000955,0.59797683,0.10156434,0.10933868
-5.09954977,0.90489575,0.23907725,0.29477607,0.00005747,0.02165141,0.00001079,0.58096824,0.10010749,0.11607608
-5.09354677,0.89379073,0.23260159,0.28825176,0.00006439,0.02107509,0.00001211,0.56484988,0.09927279,0.12321749
-5.08754377,0.88417285,0.22655408,0.28203109,0.00007163,0.02060276,0.00001349,0.54942475,0.09896555,0.13068673
-5.08154077,0.87561842,0.22081916,0.27600932,0.00007911,0.02020950,0.00001493,0.53448151,0.09908373,0.13839140
-5.07553777,0.86767862,0.21527977,0.27007806,0.00008674,0.01987076,0.00001641,0.51980427,0.09952083,0.14622444
-5.06953477,0.85989564,0.20982215,0.26412986,0.00009442,0.01956324,0.00001792,0.50518227,0.10016896,0.15406638
-5.06353177,0.85181915,0.20434032,0.25806287,0.00010205,0.01926551,0.00001945,0.49041926,0.10092174,0.16178833
-5.05752876,0.84302254,0.19874025,0.25178517,0.00010950,0.01895861,0.00002097,0.47534208,0.10167711,0.16925555
-5.05152576,0.83311831,0.19294332,0.24521870,0.00011665,0.01862652,0.00002247,0.45980807,0.10233993,0.17633151
-5.04552276,0.82177203,0.18688921,0.23830258,0.00012338,0.01825648,0.00002394,0.44371108,0.10282440,0.18288242
-5.03951976,0.80871435,0.18053787,0.23099570,0.00012955,0.01783919,0.00002537,0.42698577,0.10305600,0.18878191
-5.03351676,0.79375059,0.17387066,0.22327849,0.00013506,0.01736889,0.00002674,0.40961013,0.10297324,0.19391569
-5.02751376,0.77676757,0.16689066,0.21515375,0.00013979,0.01684327,0.00002806,0.39160595,0.10252884,0.19818617
-5.02151076,0.75773744,0.15962198,0.20664655,0.00014365,0.01626333,0.00002932,0.37303762,0.10169053,0.20151650
-5.01550775,0.73671838,0.15210840,0.19780331,0.00014656,0.01563306,0.00003052,0.35400894,0.10044141,0.20385418
-5.00950475,0.71385211,0.14441114,0.18868989,0.00014845,0.01495908,0.00003168,0.33465853,0.09877978,0.20517383
-5.00350175,0.68935847,0.13660610,0.17938906,0.00014929,0.01425017,0.00003282,0.31515381,0.09671858,0.20547897
-4.99749875,0.66352721,0.12878063,0.16999728,0.00014905,0.01351681,0.00003395,0.29568397,0.09428430,0.20480285
-4.99149575,0.63670737,0.12102991,0.16062101,0.00014775,0.01277064,0.00003511,0.27645235,0.09151565,0.20320807
-4.98549275,0.60929463,0.11345324,0.15137272,0.00014540,0.01202393,0.00003633,0.25766844,0.08846175,0.20078507
-4.97948974,0.58171720,0.10615026,0.14236676,0.00014207,0.01128906,0.00003766,0.23953986,0.08518010,0.19764951
-4.97348674,0.55442073,0.09921732,0.13371521,0.00013782,0.01057805,0.00003912,0.22226480,0.08173440,0.19393854
-4.96748374,0.52785276,0.09274408,0.12552399,0.00013274,0.00990212,0.00004078,0.20602502,0.07819215,0.18980620
-4.96148074,0.50244732,0.08681050,0.11788914,0.00012693,0.00927130,0.00004266,0.19097971,0.07462226,0.18541801
-4.95547774,0.47861021,0.08148423,0.11089373,0.00012050,0.00869412,0.00004482,0.17726050,0.07109271,0.18094509
-4.94947474,0.45670531,0.07681857,0.10460510,0.00011358,0.00817739,0.00004730,0.16496750,0.06766827,0.17655786
-4.94347174,0.43704263,0.07285089,0.09907284,0.00010629,0.00772599,0.00005013,0.15416676,0.06440842,0.17241982
-4.93746873,0.41986814,0.06960167,0.09432739,0.00009876,0.00734285,0.00005333,0.14488886,0.06136559,0.16868142
-4.93146573,0.40535603,0.06707409,0.09037922,0.00009111,0.00702888,0.00005693,0.13712881,0.05858357,0.16547444
-4.92546273,0.39360332,0.06525410,0.08721886,0.00008346,0.00678305,0.00006092,0.13084711,0.05609640,0.16290707
-4.91945973,0.38462725,0.06411113,0.08481740,0.00007590,0.00660249,0.00006530,0.12597183,0.05392754,0.16105995
-4.91345673,0.37836531,0.06359909,0.08312768,0.00006854,0.00648268,0.00007004,0.12240166,0.05208948,0.15998320
-4.90745373,0.37467797,0.06365797,0.08208610,0.00006145,0.00641764,0.00007512,0.12000970,0.05058378,0.15969474
-4.90145073,0.37335410,0.06421569,0.08161477,0.00005471,0.00640022,0.00008047,0.11864797,0.04940142,0.16017998
-4.89544772,0.37411871,0.06519027,0.08162420,0.00004837,0.00642234,0.00008604,0.11815222,0.04852361,0.16139274
-4.88944472,0.37664297,0.06649229,0.08201623,0.00004247,0.00647532,0.00009175,0.11834718,0.04792291,0.16325756
-4.88344172,0.38055604,0.06802746,0.08268718,0.00003703,0.00655016,0.00009752,0.11905183,0.04756458,0.16567331
-4.87743872,0.38545835,0.06969934,0.08353118,0.00003207,0.00663789,0.00010325,0.12008473,0.04740831,0.16851784
-4.87143572,0.39093596,0.07141204,0.08444341,0.00002759,0.00672982,0.00010886,0.12126903,0.04741002,0.17165364
-4.86543272,0.39657542,0.07307291,0.08532328,0.00002358,0.00681787,0.00011423,0.12243731,0.04752381,0.17493427
-4.85942971,0.40197869,0.07459507,0.08607748,0.00002002,0.00689480,0.00011930,0.12343577,0.04770398,0.17821124
-4.85342671,0.40677762,0.07589977,0.08662262,0.00001691,0.00695444,0.00012396,0.12412801,0.04790700,0.18134118
-4.84742371,0.41064744,0.07691848,0.08688754,0.00001420,0.00699190,0.00012816,0.12439803,0.04809344,0.18419294
-4.84142071,0.41331886,0.07759463,0.08681522,0.00001186,0.00700369,0.00013184,0.12415249,0.04822965,0.18665444
-4.83541771,0.41458823,0.07788498,0.08636410,0.00000988,0.00698787,0.00013498,0.12332225,0.04828933,0.18863889
-4.82941471,0.41432565,0.07776061,0.08550892,0.00000820,0.00694407,0.00013756,0.12186295,0.04825479,0.19009017
-4.82341171,0.41248043,0.07720739,0.08424097,0.00000681,0.00687350,0.00013960,0.11975495,0.04811784,0.19098725
-4.81740870,0.40908404,0.07622604,0.08256781,0.00000567,0.00677895,0.00014116,0.11700237,0.04788047,0.19134734
-4.81140570,0.40425017,0.07483174,0.08051242,0.00000475,0.00666466,0.00014231,0.11363144,0.04755507,0.19122762
-4.80540270,0.39817214,0.07305330,0.07811197,0.00000404,0.00653623,0.00014317,0.10968827,0.04716427,0.19072568
-4.79939970,0.39111760,0.07093193,0.07541605,0.00000350,0.00640045,0.00014385,0.10523610,0.04674047,0.18997828
-4.79339670,0.38342073,0.06851971,0.07248462,0.00000312,0.00626510,0.00014453,0.10035208,0.04632502,0.18915876
-4.78739370,0.37547227,0.06587775,0.06938571,0.00000288,0.00613871,0.00014540,0.09512393,0.04596696,0.18847298
-4.78139070,0.36770759,0.06307413,0.06619293,0.00000277,0.00603034,0.00014664,0.08964638,0.04572159,0.18815386
-4.77538769,0.36059325,0.06018176,0.06298287,0.00000279,0.00594932,0.00014848,0.08401765,0.04564868,0.18845484
-4.76938469,0.35461233,0.05727614,0.05983259,0.00000292,0.00590492,0.00015112,0.07833611,0.04581055,0.18964215
-4.76338169,0.35024909,0.05443315,0.05681713,0.00000316,0.00590616,0.00015480,0.07269714,0.04626988,0.19198641
-4.75737869,0.34797326,0.05172684,0.05400717,0.00000352,0.00596144,0.00015972,0.06719038,0.04708754,0.19575348
-4.75137569,0.34822439,0.04922750,0.05146703,0.00000399,0.00607837,0.00016607,0.06189739,0.04832023,0.20119501
-4.74537269,0.35139675,0.04699977,0.04925278,0.00000457,0.00626339,0.00017402,0.05688972,0.05001830,0.20853890
-4.73936968,0.35782503,0.04510098,0.04741077,0.00000527,0.00652166,0.00018371,0.05222752,0.05222347,0.21797988
-4.73336668,0.36777141,0.04357980,0.04597649,0.00000608,0.00685673,0.00019524,0.04795862,0.05496686,0.22967059
-4.72736368,0.38141412,0.04247507,0.04497370,0.00000702,0.00727044,0.00020866,0.04411805,0.05826713,0.24371338
-4.72136068,0.39883805,0.04181493,0.04441396,0.00000807,0.00776268,0.00022397,0.04072804,0.06212894,0.26015314
-4.71535768,0.42002757,0.04161616,0.04429655,0.00000925,0.00833137,0.00024113,0.03779839,0.06654174,0.27897149
-4.70935468,0.44486191,0.04188391,0.04460858,0.00001054,0.00897233,0.00026003,0.03532712,0.07147898,0.30008245
-4.70335168,0.47311330,0.04261154,0.04532560,0.00001195,0.00967929,0.00028050,0.03330148,0.07689771,0.32333008
-4.69734867,0.50444811,0.04378079,0.04641233,0.00001347,0.01044392,0.00030231,0.03169913,0.08273876,0.34848798
-4.69134567,0.53843100,0.04536227,0.04782377,0.00001509,0.01125594,0.00032519,0.03048945,0.08892735,0.37526110
-4.68534267,0.57453231,0.04731602,0.04950648,0.00001679,0.01210329,0.00034881,0.02963501,0.09537430,0.40328973
-4.67933967,0.61213844,0.04959252,0.05140013,0.00001856,0.01297234,0.00037279,0.02909306,0.10197772,0.43215581
-4.67333667,0.65056518,0.05213372,0.05343914,0.00002037,0.01384818,0.00039673,0.02881703,0.10862522,0.46139144
-4.66733367,0.68907379,0.05487443,0.05555450,0.00002222,0.01471495,0.00042020,0.02875797,0.11519653,0.49048943
-4.66133067,0.72688924,0.05774387,0.05767563,0.00002407,0.01555624,0.00044274,0.02886601,0.12156657,0.51891568
-4.65532766,0.76322030,0.06066730,0.05973231,0.00002589,0.01635548,0.00046391,0.02909166,0.12760875,0.54612297
-4.64932466,0.79728084,0.06356791,0.06165654,0.00002766,0.01709640,0.00048327,0.02938702,0.13319844,0.57156577
-4.64332166,0.82831156,0.06636872,0.06338436,0.00002934,0.01776347,0.00050042,0.02970686,0.13821657,0.59471561
