energy_ev,total_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.65782891,4.70496837,1.88132744,2.54206227,0.06376217,1.45626786,0.93093252,0.00000000
-5.65182591,4.67813931,1.89945386,2.51489759,0.06394997,1.45552071,0.91314287,0.00000000
-5.64582291,4.66370241,1.92502295,2.49322768,0.06440092,1.45812246,0.89788404,0.00000000
-5.63981991,4.66255549,1.95835513,2.47769582,0.06512296,1.46422800,0.88544708,0.00000000
-5.63381691,4.67528717,1.99962982,2.46880089,0.06611631,1.47390786,0.87605198,0.00000000
-5.62781391,4.70215688,2.04887129,2.46688339,0.06737342,1.48714618,0.86984108,0.00000000
-5.62181091,4.74308408,2.10593786,2.47211583,0.06887902,1.50384134,0.86687476,0.00000000
-5.61580790,4.79764708,2.17051492,2.48449764,0.07061056,1.52380897,0.86712967,0.00000000
-5.60980490,4.86509166,2.24211250,2.50385484,0.07253879,1.54678733,0.87049957,0.00000000
-5.60380190,4.94434936,2.32006765,2.52984461,0.07462860,1.57244494,0.87679870,0.00000000
-5.59779890,5.03406541,2.40355221,2.56196472,0.07684003,1.60039031,0.88576780,0.00000000
-5.59179590,5.13263552,2.49158600,2.59956787,0.07912941,1.63018346,0.89708249,0.00000000
-5.58579290,5.23825116,2.58305556,2.64188072,0.08145067,1.66134909,0.91036390,0.00000000
-5.57978989,5.34895202,2.67673820,2.68802712,0.08375673,1.69339097,0.92519128,0.00000000
-5.57378689,5.46268447,2.77133081,2.73705536,0.08600088,1.72580730,0.94111613,0.00000000
-5.56778389,5.57736447,2.86548282,2.78796850,0.08813819,1.75810648,0.95767755,0.00000000
-5.56178089,5.69094292,2.95783229,2.83975705,0.09012691,1.78982296,0.97441817,0.00000000
-5.55577789,5.80147145,3.04704394,2.89143298,0.09192974,1.82053256,0.99090026,0.00000000
-5.54977489,5.90716632,3.13184777,2.94206392,0.09351497,1.84986672,1.00672130,0.00000000
-5.54377189,6.00646806,3.21107685,2.99080620,0.09485752,1.87752519,1.02152845,0.00000000
-5.53776888,6.09809439,3.28370268,3.03693556,0.09593973,1.90328655,1.03503138,0.00000000
-5.53176588,6.18108435,3.34886669,3.07987394,0.09675192,1.92701612,1.04701290,0.00000000
-5.52576288,6.25483142,3.40590653,3.11921142,0.09729279,1.94867087,1.05733690,0.00000000
-5.51975988,6.31910419,3.45437598,3.15472188,0.09756944,1.96830092,1.06595322,0.00000000
-5.51375688,6.37405319,3.49405749,3.18637181,0.09759726,1.98604757,1.07289921,0.00000000
-5.50775388,6.42020357,3.52496687,3.21432132,0.09739949,2.00213779,1.07829795,0.00000000
-5.50175088,6.45843340,3.54734990,3.23891747,0.09700654,2.01687529,1.08235298,0.00000000
-5.49574787,6.48993846,3.56167094,3.26067966,0.09645516,2.03062847,1.08533993,0.00000000
-5.48974487,6.51618480,3.56859409,3.28027787,0.09578734,2.04381585,1.08759529,0.00000000
-5.48374187,6.53885113,3.56895788,3.29850446,0.09504915,2.05688941,1.08950282,0.00000000
-5.47773887,6.55976341,3.56374447,3.31624088,0.09428940,2.07031668,1.09147827,0.00000000
-5.47173587,6.58082458,3.55404498,3.33442060,0.09355832,2.08456240,1.09395293,0.00000000
-5.46573287,6.60394264,3.54102235,3.35399027,0.09290619,2.10007045,1.09735703,0.00000000
-5.45972986,6.63096014,3.52587345,3.37587067,0.09238201,2.11724712,1.10210346,0.00000000
-5.45372686,6.66358830,3.50979199,3.40091946,0.09203232,2.13644616,1.10857272,0.00000000
-5.44772386,6.70334854,3.49393382,3.42989740,0.09190002,2.15795651,1.11709971,0.00000000
-5.44172086,6.75152379,3.47938571,3.46343963,0.09202348,2.18199309,1.12796286,0.00000000
-5.43571786,6.80912142,3.46713898,3.50203318,0.09243574,2.20869097,1.14137616,0.00000000
-5.42971486,6.87684892,3.45806828,3.54600168,0.09316391,2.23810306,1.15748413,0.00000000
-5.42371186,6.95510270,3.45291641,3.59549760,0.09422877,2.27020122,1.17635998,0.00000000
-5.41770885,7.04396972,3.45228476,3.65050218,0.09564456,2.30488053,1.19800686,0.00000000
-5.41170585,7.14324088,3.45662951,3.71083246,0.09741889,2.34196626,1.22236177,0.00000000
-5.40570285,7.25243455,3.46626276,3.77615470,0.09955285,2.38122293,1.24930187,0.00000000
-5.39969985,7.37082806,3.48135798,3.84600297,0.10204117,2.42236485,1.27865259,0.00000000
-5.39369685,7.49749474,3.50195875,3.91980147,0.10487253,2.46506732,1.31019691,0.00000000
-5.38769385,7.63134384,3.52798977,3.99688906,0.10802988,2.50897786,1.34368514,0.00000000
-5.38169085,7.77116069,3.55926915,4.07654439,0.11149081,2.55372667,1.37884456,0.00000000
-5.37568784,7.91564486,3.59552084,4.15800997,0.11522792,2.59893594,1.41538827,0.00000000
-5.36968484,8.06344409,3.63638653,4.24051409,0.11920919,2.64422739,1.45302279,0.00000000
-5.36368184,8.21318260,3.68143622,4.32328927,0.12339832,2.68922783,1.49145402,0.00000000
-5.35767884,8.36348286,3.73017703,4.40558669,0.12775507,2.73357277,1.53039125,0.00000000
-5.35167584,8.51298046,3.78206015,4.48668616,0.13223560,2.77690792,1.56954928,0.00000000
-5.34567284,8.66033255,3.83648585,4.56590178,0.13679277,2.81888913,1.60864873,0.00000000
-5.33966983,8.80422065,3.89280700,4.64258369,0.14137647,2.85918087,1.64741475,0.00000000
-5.33366683,8.94334950,3.95033157,4.71611674,0.14593410,2.89745401,1.68557474,0.00000000
-5.32766383,9.07644361,4.00832474,4.78591712,0.15041093,2.93338335,1.72285536,0.00000000
-5.32166083,9.20224362,4.06601145,4.85142811,0.15475072,2.96664551,1.75897969,0.00000000
-5.31565783,9.31950448,4.12258030,4.91211630,0.15889639,2.99691774,1.79366495,0.00000000
-5.30965483,9.42699747,4.17718933,4.96746943,0.16279074,3.02387827,1.82662143,0.00000000
-5.30365183,9.52351744,4.22897457,5.01699693,0.16637742,3.04720834,1.85755318,0.00000000
-5.29764882,9.60789661,4.27706168,5.06023388,0.16960193,3.06659639,1.88616061,0.00000000
-5.29164582,9.67902518,4.32058100,5.09674884,0.17241277,3.08174435,1.91214549,0.00000000
-5.28564282,9.73587880,4.35868585,5.12615567,0.17476260,3.09237591,1.93521799,0.00000000
-5.27963982,9.77755196,4.39057389,5.14812879,0.17660953,3.09824646,1.95510591,0.00000000
-5.27363682,9.80329582,4.41551064,5.16242131,0.17791831,3.09915436,1.97156539,0.00000000
-5.26763382,9.81255847,4.43285458,5.16888481,0.17866155,3.09495277,1.98439278,0.00000000
-5.26163082,9.80502508,4.44208232,5.16748932,0.17882075,3.08556142,1.99343677,0.00000000
-5.25562781,9.78065528,4.44281277,5.15834219,0.17838724,3.07097761,1.99861015,0.00000000
-5.24962481,9.73971484,4.43482880,5.14170394,0.17736282,3.05128561,1.99990023,0.00000000
-5.24362181,9.68279909,4.41809497,5.11799976,0.17576022,3.02666372,1.99737717,0.00000000
-5.23761881,9.61084559,4.39277008,5.08782520,0.17360323,2.99738848,1.99119952,0.00000000
-5.23161581,9.52513440,4.35921342,5.05194507,0.17092647,2.96383541,1.98161632,0.00000000
-5.22561281,9.42727449,4.31798380,5.01128482,0.16777494,2.92647608,1.96896532,0.00000000
-5.21960980,9.31917613,4.26983094,4.96691412,0.16420309,2.88587124,1.95366727,0.00000000
-5.21360680,9.20300946,4.21567910,4.92002304,0.16027373,2.84266029,1.93621610,0.00000000
-5.20760380,9.08115050,4.15660321,4.87189135,0.15605659,2.79754712,1.91716541,0.00000000
-5.20160080,8.95611646,4.09379824,4.82385228,0.15162661,2.75128306,1.89711177,0.00000000
-5.19559780,8.83049300,4.02854286,4.77725206,0.14706216,2.70464731,1.87667539,0.00000000
-5.18959480,8.70685641,3.96215886,4.73340712,0.14244304,2.65842582,1.85647920,0.00000000
-5.18359180,8.58769399,3.89596802,4.69356086,0.13784848,2.61338930,1.83712711,0.00000000
-5.17758879,8.47532627,3.83124807,4.65884196,0.13335516,2.57027130,1.81918262,0.00000000
-5.17158579,8.37183415,3.76918995,4.63022614,0.12903524,2.52974728,1.80314866,0.00000000
-5.16558279,8.27899424,3.71085788,4.60850298,0.12495466,2.49241529,1.78944969,0.00000000
-5.15957979,8.19822490,3.65715417,4.59424943,0.12117149,2.45877919,1.77841675,0.00000000
-5.15357679,8.13054505,3.60879019,4.58781078,0.11773460,2.42923487,1.77027627,0.00000000
-5.14757379,8.07654725,3.56626463,4.58929007,0.11468263,2.40405988,1.76514296,0.00000000
-5.14157079,8.03638555,3.52984990,4.59854596,0.11204315,2.38340687,1.76301704,0.00000000
-5.13556778,8.00977843,3.49958715,4.61519905,0.10983225,2.36730090,1.76378600,0.00000000
-5.12956478,7.99602595,3.47528988,4.63864602,0.10805443,2.35564055,1.76723043,0.00000000
-5.12356178,7.99404015,3.45655586,4.66808090,0.10670271,2.34820275,1.77303384,0.00000000
-5.11755878,8.00238704,3.44278677,4.70252227,0.10575918,2.34465103,1.78079566,0.00000000
-5.11155578,8.01933819,3.43321441,4.74084523,0.10519576,2.34454677,1.79004704,0.00000000
-5.10555278,8.04292992,3.42693252,4.78181677,0.10497523,2.34736315,1.80026851,0.00000000
-5.09954977,8.07102767,3.42293277,4.82413325,0.10505249,2.35250116,1.81090874,0.00000000
-5.09354677,8.10139363,3.42014341,4.86645866,0.10537601,2.35930730,1.82140382,0.00000000
-5.08754377,8.13175514,3.41746933,4.90746249,0.10588944,2.36709249,1.83119602,0.00000000
-5.08154077,8.15987231,3.41383195,4.94585614,0.10653332,2.37515157,1.83975167,0.00000000
-5.07553777,8.18360284,3.40820762,4.98042704,0.10724683,2.38278306,1.84657728,0.00000000
-5.06953477,8.20096259,3.39966346,5.01006966,0.10796962,2.38930867,1.85123377,0.00000000
-5.06353177,8.21018060,3.38738945,5.03381284,0.10864349,2.39409212,1.85334813,0.00000000
-5.05752876,8.20974747,3.37072595,5.05084303,0.10921413,2.39655686,1.85262253,0.00000000
-5.05152576,8.19845603,3.34918597,5.06052308,0.10963256,2.39620232,1.84884062,0.00000000
-5.04552276,8.17543370,3.32247169,5.06240630,0.10985657,2.39261828,1.84187106,0.00000000
-5.03951976,8.14016582,3.29048478,5.05624569,0.10985179,2.38549701,1.83166836,0.00000000
-5.03351676,8.09250938,3.25333052,5.04199814,0.10959258,2.37464283,1.81827114,0.00000000
-5.02751376,8.03269698,3.21131555,5.01982366,0.10906265,2.35997883,1.80179803,0.00000000
-5.02151076,7.96133067,3.16493953,4.99007954,0.10825533,2.34155037,1.78244150,0.00000000
-5.01550775,7.87936567,3.11488082,4.95330958,0.10717353,2.31952533,1.76045981,0.00000000
-5.00950475,7.78808419,3.06197679,4.91022852,0.10582944,2.29419081,1.73616750,0.00000000
-5.00350175,7.68905979,3.00719918,4.86170190,0.10424387,2.26594640,1.70992463,0.00000000
-4.99749875,7.58411292,2.95162523,4.80872181,0.10244533,2.23529387,1.68212517,0.00000000
-4.99149575,7.47525862,2.89640535,4.75237894,0.10046890,2.20282375,1.65318483,0.00000000
-4.98549275,7.36464776,2.84272830,4.69383163,0.09835482,2.16919881,1.62352869,0.00000000
-4.97948974,7.25450336,2.79178490,4.63427274,0.09614703,2.13513508,1.59357889,0.00000000
-4.97348674,7.14705376,2.74473117,4.57489522,0.09389153,2.10138084,1.56374287,0.00000000
-4.96748374,7.04446494,2.70265241,4.51685750,0.09163475,2.06869421,1.53440226,0.00000000
-4.96148074,6.94877404,2.66652894,4.46124979,0.08942196,2.03782015,1.50590293,0.00000000
-4.95547774,6.86182644,2.63720512,4.40906245,0.08729573,2.00946759,1.47854636,0.00000000
-4.94947474,6.78521881,2.61536233,4.36115765,0.08529459,1.98428746,1.45258264,0.00000000
-4.94347174,6.72025022,2.60149723,4.31824539,0.08345181,1.96285253,1.42820531,0.00000000
-4.93746873,6.66788323,2.59590599,4.28086480,0.08179450,1.94563969,1.40554819,0.00000000
-4.93146573,6.62871660,2.59867513,4.24937162,0.08034292,1.93301542,1.38468440,0.00000000
-4.92546273,6.60297089,2.60967958,4.22393227,0.07911004,1.92522494,1.36562742,0.00000000
-4.91945973,6.59048741,2.62858793,4.20452498,0.07810149,1.92238558,1.34833436,0.00000000
-4.91345673,6.59074084,2.65487487,4.19094772,0.07731568,1.92448443,1.33271122,0.00000000
-4.90745373,6.60286496,2.68784047,4.18283284,0.07674424,1.93138060,1.31861996,0.00000000
-4.90145073,6.62569044,2.72663544,4.17966757,0.07637267,1.94281167,1.30588700,0.00000000
-4.89544772,6.65779311,2.77029166,4.18081959,0.07618120,1.95840434,1.29431307,0.00000000
-4.88944472,6.69755073,2.81775661,4.18556644,0.07614579,1.97768866,1.28368369,0.00000000
-4.88344172,6.74320573,2.86793045,4.19312744,0.07623922,2.00011518,1.27378004,0.00000000
-4.87743872,6.79293125,2.91970419,4.20269659,0.07643227,2.02507445,1.26438974,0.00000000
-4.87143572,6.84489774,2.97199747,4.21347511,0.07669489,2.05191801,1.25531693,0.00000000
-4.86543272,6.89733716,3.02379437,4.22470191,0.07699732,2.07997987,1.24639142,0.00000000
-4.85942971,6.94860235,3.07417582,4.23568094,0.07731115,2.10859790,1.23747632,0.00000000
-4.85342671,6.99721897,3.12234731,4.24580403,0.07761025,2.13713408,1.22847404,0.00000000
-4.84742371,7.04192836,3.16766083,4.25456861,0.07787156,2.16499298,1.21933010,0.00000000
-4.84142071,7.08171960,3.20963012,4.26158955,0.07807575,2.19163787,1.21003496,0.00000000
-4.83541771,7.11585015,3.24793902,4.26660496,0.07820765,2.21660393,1.20062357,0.00000000
-4.82941471,7.14385461,3.28244233,4.26947618,0.07825656,2.23950827,1.19117275,0.00000000
-4.82341171,7.16554206,3.31315967,4.27018218,0.07821639,2.26005655,1.18179662,0.00000000
-4.81740870,7.18098272,3.34026272,4.26880916,0.07808557,2.27804627,1.17264032,0.00000000
-4.81140570,7.19048532,3.36405654,4.26553641,0.07786690,2.29336681,1.16387223,0.00000000
-4.80540270,7.19456677,3.38495606,4.26061918,0.07756726,2.30599647,1.15567522,0.00000000
-4.79939970,7.19391615,3.40345893,4.25436999,0.07719713,2.31599698,1.14823730,0.00000000
-4.79339670,7.18935498,3.42011614,4.24713939,0.07677017,2.32350580,1.14174201,0.00000000
-4.78739370,7.18179582,3.43550165,4.23929709,0.07630262,2.32872672,1.13635920,0.00000000
-4.78139070,7.17220102,3.45018254,4.23121465,0.07581270,2.33191925,1.13223634,0.00000000
-4.77538769,7.16154351,3.46469101,4.22325006,0.07532002,2.33338727,1.12949092,0.00000000
-4.76938469,7.15077067,3.47949921,4.21573509,0.07484490,2.33346727,1.12820419,0.00000000
-4.76338169,7.14077270,3.49499812,4.20896528,0.07440778,2.33251663,1.12841637,0.00000000
-4.75737869,7.13235585,3.51148107,4.20319289,0.07402859,2.33090216,1.13012366,0.00000000
-4.75137569,7.12622113,3.52913248,4.19862254,0.07372618,2.32898920,1.13327698,0.00000000
-4.74537269,7.12294837,3.54802202,4.19540916,0.07351779,2.32713137,1.13778253,0.00000000
-4.73936968,7.12298560,3.56810426,4.19365798,0.07341848,2.32566124,1.14350406,0.00000000
-4.73336668,7.12664328,3.58922350,4.19342607,0.07344076,2.32488186,1.15026678,0.00000000
-4.72736368,7.13409301,3.61112341,4.19472490,0.07359417,2.32505938,1.15786259,0.00000000
-4.72136068,7.14537023,3.63346078,4.19752364,0.07388494,2.32641682,1.16605661,0.00000000
-4.71535768,7.16038034,3.65582265,4.20175292,0.07431579,2.32912905,1.17459462,0.00000000
-4.70935468,7.17890793,3.67774595,4.20730876,0.07488580,2.33331914,1.18321108,0.00000000
-4.70335168,7.20062875,3.69873877,4.21405677,0.07559032,2.33905616,1.19163769,0.00000000
-4.69734867,7.22512410,3.71830230,4.22183647,0.07642112,2.34635459,1.19961188,0.00000000
-4.69134567,7.25189734,3.73595250,4.23046605,0.07736650,2.35517534,1.20688528,0.00000000
-4.68534267,7.28039249,3.75124076,4.23974761,0.07841163,2.36542858,1.21323158,0.00000000
-4.67933967,7.31001445,3.76377262,4.24947304,0.07953899,2.37697819,1.21845389,0.00000000
-4.67333667,7.34015061,3.77322399,4.25943072,0.08072880,2.38964798,1.22239106,0.00000000
-4.66733367,7.37019333,3.77935432,4.26941304,0.08195973,2.40322930,1.22492296,0.00000000
-4.66133067,7.39956275,3.78201621,4.27922465,0.08320947,2.41748991,1.22597453,0.00000000
-4.65532766,7.42772909,3.78116116,4.28869113,0.08445552,2.43218374,1.22551843,0.00000000
-4.64932466,7.45423354,3.77684146,4.29766789,0.08567585,2.44706104,1.22357622,0.00000000
-4.64332166,7.47870672,3.76920789,4.30604855,0.08684968,2.46187850,1.22021807,0.00000000
-4.63731866,7.50088366,3.75850372,4.31377239,0.08795805,2.47640870,1.21556089,0.00000000
-4.63131566,7.52061410,3.74505486,4.32083005,0.08898450,2.49044834,1.20976500,0.00000000
-4.62531266,7.53786731,3.72925681,4.32726689,0.08991544,2.50382491,1.20302934,0.00000000
-4.61930965,7.55273056,3.71155878,4.33318340,0.09074059,2.51640101,1.19558540,0.00000000
-4.61330665,7.56540078,3.69244559,4.33873217,0.09145309,2.52807644,1.18769002,0.00000000
-4.60730365,7.57616941,3.67241805,4.34411104,0.09204961,2.53878745,1.17961711,0.00000000
-4.60130065,7.58540058,3.65197258,4.34955257,0.09253022,2.54850349,1.17164886,0.00000000
-4.59529765,7.59350368,3.63158102,4.35530994,0.09289814,2.55722148,1.16406629,0.00000000
-4.58929465,7.60090130,3.61167128,4.36163974,0.09315938,2.56495803,1.15713981,0.00000000
-4.58329165,7.60799433,3.59260999,4.36878261,0.09332226,2.57174010,1.15111987,0.00000000
-4.57728864,7.61512623,3.57468768,4.37694263,0.09339691,2.57759494,1.14622819,0.00000000
-4.57128564,7.62254850,3.55810753,4.38626672,0.09339463,2.58253982,1.14264970,0.00000000
-4.56528264,7.63038982,3.54297808,4.39682542,0.09332739,2.58657265,1.14052574,0.00000000
-4.55927964,7.63863088,3.52931051,4.40859635,0.09320723,2.58966413,1.13994860,0.00000000
-4.55327664,7.64708701,3.51702073,4.42145172,0.09304583,2.59175210,1.14095774,0.00000000
-4.54727364,7.65540008,3.50593629,4.43515085,0.09285407,2.59273887,1.14353781,0.00000000
-4.54127064,7.66304080,3.49580789,4.44933877,0.09264179,2.59249173,1.14761862,0.00000000
-4.53526763,7.66932189,3.48632515,4.46355122,0.09241757,2.59084693,1.15307710,0.00000000
-4.52926463,7.67342196,3.47713577,4.47722634,0.09218873,2.58761695,1.15974118,0.00000000
-4.52326163,7.67441910,3.46786736,4.48972266,0.09196133,2.58260101,1.16739543,0.00000000
-4.51725863,7.67133292,3.45815068,4.50034288,0.09174037,2.57559790,1.17578834,0.00000000
-4.51125563,7.66317271,3.44764333,4.50836226,0.09152999,2.56642076,1.18464096,0.00000000
-4.50525263,7.64898946,3.43605243,4.51306033,0.09133379,2.55491269,1.19365646,0.00000000
-4.49924962,7.62792879,3.42315521,4.51375429,0.09115517,2.54096235,1.20253036,0.00000000
-4.49324662,7.59928200,3.40881638,4.50983241,0.09099764,2.52451846,1.21096098,0.00000000
-4.48724362,7.56253227,3.39300122,4.50078556,0.09086516,2.50560227,1.21865970,0.00000000
-4.48124062,7.51739352,3.37578376,4.48623524,0.09076243,2.48431711,1.22536056,0.00000000
-4.47523762,7.46383948,3.35734952,4.46595648,0.09069507,2.46085431,1.23082900,0.00000000
-4.46923462,7.40212141,3.33799250,4.43989429,0.09066984,2.43549495,1.23486915,0.00000000
-4.46323162,7.33277314,3.31810668,4.40817282,0.09069462,2.40860711,1.23732965,0.00000000
-4.45722861,7.25660301,3.29817226,4.37109631,0.09077842,2.38063862,1.23810759,0.00000000
-4.45122561,7.17467273,3.27873737,4.32914203,0.09093121,2.35210542,1.23715052,0.00000000
-4.44522261,7.08826408,3.26039597,4.28294498,0.09116371,2.32357595,1.23445652,0.00000000
-4.43921961,6.99883467,3.24376309,4.23327530,0.09148702,2.29565222,1.23007219,0.00000000
-4.43321661,6.90796470,3.22944835,4.18100914,0.09191221,2.26894828,1.22408890,0.00000000
-4.42721361,6.81729702,3.21802910,4.12709426,0.09244980,2.24406705,1.21663725,0.00000000
-4.42121061,6.72847297,3.21002405,4.07251198,0.09310923,2.22157643,1.20788016,0.00000000
-4.41520760,6.64306679,3.20586870,4.01823710,0.09389820,2.20198574,1.19800476,0.00000000
-4.40920460,6.56252142,3.20589330,3.96519743,0.09482209,2.18572361,1.18721356,0.00000000
-4.40320160,6.48808832,3.21030426,3.91423505,0.09588332,2.17311806,1.17571515,0.00000000
-4.39719860,6.42077404,3.21916960,3.86607064,0.09708072,2.16437988,1.16371485,0.00000000
-4.39119560,6.36129563,3.23240883,3.82127280,0.09840904,2.15958995,1.15140585,0.00000000
-4.38519260,6.31004696,3.24978771,3.78023356,0.09985852,2.15869106,1.13896094,0.00000000
-4.37918959,6.26707745,3.27091784,3.74315126,0.10141452,2.16148478,1.12652548,0.00000000
-4.37318659,6.23208425,3.29526125,3.71002170,0.10305744,2.16763361,1.11421168,0.00000000
-4.36718359,6.20441826,3.32213962,3.68063788,0.10476269,2.17666829,1.10209456,0.00000000
-4.36118059,6.18310411,3.35074814,3.65459854,0.10650094,2.18800035,1.09020976,0.00000000
-4.35517759,6.16687344,3.38017342,3.63132515,0.10823852,2.20093932,1.07855316,0.00000000
-4.34917459,6.15421018,3.40941510,3.61008671,0.10993816,2.21471420,1.06708261,0.00000000
-4.34317159,6.14340638,3.43741056,3.59003136,0.11155976,2.22849826,1.05572133,0.00000000
-4.33716858,6.13262625,3.46306212,3.57022332,0.11306148,2.24143641,1.04436312,0.00000000
-4.33116558,6.11997590,3.48526600,3.54968379,0.11440095,2.25267401,1.03287898,0.00000000
-4.32516258,6.10357608,3.50294217,3.52743377,0.11553661,2.26138605,1.02112492,0.00000000
-4.31915958,6.08163467,3.51506432,3.50253711,0.11642902,2.26680541,1.00895049,0.00000000
-4.31315658,6.05251609,3.52068893,3.47414168,0.11704231,2.26824922,0.99620775,0.00000000
-4.30715358,6.01480455,3.51898253,3.44151702,0.11734551,2.26514201,0.98276017,0.00000000
