k_distance,band,energy_ev
0.00000000,0,-68.19108029
0.00000000,1,-68.14333608
0.00000000,2,-35.23173898
0.00000000,3,-34.83053972
0.00000000,4,-34.83051317
0.00000000,5,-34.74123979
0.00000000,6,-34.74122852
0.00000000,7,-34.72359174
0.00000000,8,-15.16375414
0.00000000,9,-14.04139363
0.00000000,10,-12.36893267
0.00000000,11,-7.00381325
0.00000000,12,-5.16925096
0.00000000,13,-4.80784268
0.00000000,14,-4.80775864
0.00000000,15,-1.40051434
0.00000000,16,-1.40045135
0.00000000,17,-0.70927207
0.00000000,18,-0.59041250
0.00000000,19,-0.59023780
0.00000000,20,-0.24907267
0.00000000,21,0.77692798
0.00000000,22,0.77701100
0.00000000,23,2.16520988
0.00000000,24,2.16543457
0.00000000,25,2.32304465
0.00000000,26,3.16253756
0.00000000,27,3.16258005
0.00000000,28,4.50052363
0.00000000,29,7.12624995
0.01785714,0,-68.19098934
0.01785714,1,-68.14331223
0.01785714,2,-35.23138501
0.01785714,3,-34.83253351
0.01785714,4,-34.83099326
0.01785714,5,-34.74222849
0.01785714,6,-34.74132224
0.01785714,7,-34.72296584
0.01785714,8,-15.15840740
0.01785714,9,-14.03766150
0.01785714,10,-12.36644890
0.01785714,11,-6.99641081
0.01785714,12,-5.21611965
0.01785714,13,-4.80501249
0.01785714,14,-4.76136596
0.01785714,15,-1.43412076
0.01785714,16,-1.39755129
0.01785714,17,-0.73348263
0.01785714,18,-0.60817288
0.01785714,19,-0.59002452
0.01785714,20,-0.25655044
0.01785714,21,0.77242152
0.01785714,22,0.78828965
0.01785714,23,2.16264255
0.01785714,24,2.17227699
0.01785714,25,2.34876746
0.01785714,26,3.15544964
0.01785714,27,3.16098650
0.01785714,28,4.52219032
0.01785714,29,7.06944012
0.03571429,0,-68.19072005
0.03571429,1,-68.14323605
0.03571429,2,-35.23032400
0.03571429,3,-34.83833094
0.03571429,4,-34.83241458
0.03571429,5,-34.74523127
0.03571429,6,-34.74156567
0.03571429,7,-34.72124069
0.03571429,8,-15.14236149
0.03571429,9,-14.02648997
0.03571429,10,-12.35903847
0.03571429,11,-6.97429377
0.03571429,12,-5.31781378
0.03571429,13,-4.79656210
0.03571429,14,-4.66115971
0.03571429,15,-1.52914488
0.03571429,16,-1.38908672
0.03571429,17,-0.79993302
0.03571429,18,-0.65838697
0.03571429,19,-0.59895022
0.03571429,20,-0.27884917
0.03571429,21,0.76020267
0.03571429,22,0.81818095
0.03571429,23,2.15335690
0.03571429,24,2.19465836
0.03571429,25,2.42570068
0.03571429,26,3.13600445
0.03571429,27,3.15607963
0.03571429,28,4.58560364
0.03571429,29,7.00039978
0.05357143,0,-68.19026791
0.05357143,1,-68.14311413
0.05357143,2,-35.22858618
0.05357143,3,-34.84750870
0.05357143,4,-34.83474981
0.05357143,5,-34.75018400
0.05357143,6,-34.74198335
0.05357143,7,-34.71875742
0.05357143,8,-15.11572861
0.05357143,9,-14.00797710
0.05357143,10,-12.34683291
0.05357143,11,-6.93766917
0.05357143,12,-5.43577082
0.05357143,13,-4.78278890
0.05357143,14,-4.54588341
0.05357143,15,-1.67202536
0.05357143,16,-1.37653659
0.05357143,17,-0.90284159
0.05357143,18,-0.73190090
0.05357143,19,-0.62979314
0.05357143,20,-0.31605376
0.05357143,21,0.74360173
0.05357143,22,0.85712303
0.05357143,23,2.14015497
0.05357143,24,2.23536729
0.05357143,25,2.54659764
0.05357143,26,3.11080750
0.05357143,27,3.14753418
0.05357143,28,4.68619558
0.05357143,29,6.94272313
0.07142857,0,-68.18963457
0.07142857,1,-68.14294026
0.07142857,2,-35.22620879
0.07142857,3,-34.85954057
0.07142857,4,-34.83793568
0.07142857,5,-34.75698342
0.07142857,6,-34.74258368
0.07142857,7,-34.71593878
0.07142857,8,-15.07866324
0.07142857,9,-13.98222547
0.07142857,10,-12.33002760
0.07142857,11,-6.88693085
0.07142857,12,-5.55621552
0.07142857,13,-4.76405552
0.07142857,14,-4.42956301
0.07142857,15,-1.84886723
0.07142857,16,-1.36281449
0.07142857,17,-1.04020044
0.07142857,18,-0.81742608
0.07142857,19,-0.68712351
0.07142857,20,-0.36917811
0.07142857,21,0.72697907
0.07142857,22,0.89481846
0.07142857,23,2.12869425
0.07142857,24,2.29786955
0.07142857,25,2.69073435
0.07142857,26,3.09713921
0.07142857,27,3.13500615
0.07142857,28,4.81698976
0.07142857,29,6.88173618
0.08928571,0,-68.18883211
0.08928571,1,-68.14272794
0.08928571,2,-35.22326478
0.08928571,3,-34.87398421
0.08928571,4,-34.84191611
0.08928571,5,-34.76549388
0.08928571,6,-34.74339207
0.08928571,7,-34.71314497
0.08928571,8,-15.03147972
0.08928571,9,-13.94951530
0.08928571,10,-12.30893124
0.08928571,11,-6.82278669
0.08928571,12,-5.67353949
0.08928571,13,-4.74103977
0.08928571,14,-4.31839523
0.08928571,15,-2.04854935
0.08928571,16,-1.35345811
0.08928571,17,-1.20948796
0.08928571,18,-0.90258021
0.08928571,19,-0.76993223
0.08928571,20,-0.43966097
0.08928571,21,0.71479594
0.08928571,22,0.92406554
0.08928571,23,2.12327539
0.08928571,24,2.38424575
0.08928571,25,2.80705187
0.08928571,26,3.11832357
0.08928571,27,3.14261797
0.08928571,28,4.96936568
0.08928571,29,6.81499613
0.10714286,0,-68.18786679
0.10714286,1,-68.14247773
0.10714286,2,-35.21983172
0.10714286,3,-34.89043900
0.10714286,4,-34.84661174
0.10714286,5,-34.77551828
0.10714286,6,-34.74442572
0.10714286,7,-34.71062956
0.10714286,8,-14.97449825
0.10714286,9,-13.91011297
0.10714286,10,-12.28387750
0.10714286,11,-6.74626535
0.10714286,12,-5.78433323
0.10714286,13,-4.71452512
0.10714286,14,-4.21623937
0.10714286,15,-2.26284501
0.10714286,16,-1.40642219
0.10714286,17,-1.35801405
0.10714286,18,-0.97309319
0.10714286,19,-0.87507267
