energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.29170681,0.03474450,0.00244512,0.68489711,0.00000000,0.28679032,0.50546627
-5.99399700,1.32679021,0.03926066,0.00253504,0.70060187,0.00000000,0.29847385,0.51271681
-5.98799400,1.36471914,0.04445771,0.00262439,0.71750206,0.00000000,0.31286871,0.52027081
-5.98199100,1.40564622,0.05040106,0.00271425,0.73556302,0.00000000,0.33009043,0.52806131
-5.97598799,1.44979229,0.05715358,0.00280599,0.75477566,0.00000000,0.35024728,0.53604851
-5.96998499,1.49742943,0.06477290,0.00290126,0.77515036,0.00000000,0.37343332,0.54421748
-5.96398199,1.54885677,0.07330834,0.00300192,0.79670774,0.00000000,0.39971978,0.55257351
-5.95797899,1.60437023,0.08279771,0.00310992,0.81946702,0.00000000,0.42914504,0.56113533
-5.95197599,1.66422792,0.09326394,0.00322724,0.84343261,0.00000000,0.46170383,0.56992694
-5.94597299,1.72861310,0.10471172,0.00335576,0.86858012,0.00000000,0.49733621,0.57896848
-5.93996998,1.79759712,0.11712441,0.00349712,0.89484260,0.00000000,0.53591710,0.58826701
-5.93396698,1.87110478,0.13046129,0.00365263,0.92209828,0.00000000,0.57724705,0.59780774
-5.92796398,1.94888445,0.14465543,0.00382316,0.95016081,0.00000000,0.62104507,0.60754657
-5.92196098,2.03048544,0.15961230,0.00400902,0.97877274,0.00000000,0.66694411,0.61740451
-5.91595798,2.11524451,0.17520934,0.00420992,1.00760324,0.00000000,0.71449004,0.62726444
-5.90995498,2.20228318,0.19129663,0.00442489,1.03625037,0.00000000,0.76314437,0.63697064
-5.90395198,2.29051685,0.20769874,0.00465227,1.06424820,0.00000000,0.81229120,0.64633132
-5.89794897,2.37867627,0.22421783,0.00488972,1.09107878,0.00000000,0.86124841,0.65512399
-5.89194597,2.46534111,0.24063806,0.00513430,1.11618849,0.00000000,0.90928313,0.66310378
-5.88594297,2.54898470,0.25673111,0.00538248,1.13900832,0.00000000,0.95563095,0.67001407
-5.87993997,2.62802843,0.27226283,0.00563036,1.15897710,0.00000000,0.99951851,0.67559909
-5.87393697,2.70090368,0.28700069,0.00587372,1.17556669,0.00000000,1.04018860,0.67961793
-5.86793397,2.76611867,0.30072192,0.00610825,1.18830799,0.00000000,1.07692683,0.68185906
-5.86193097,2.82232718,0.31322177,0.00632970,1.19681636,0.00000000,1.10908877,0.68215477
-5.85592796,2.86839592,0.32432192,0.00653413,1.20081545,0.00000000,1.13612653,0.68039473
-5.84992496,2.90346741,0.33387820,0.00671802,1.20015798,0.00000000,1.15761334,0.67653791
-5.84392196,2.92701499,0.34178770,0.00687854,1.19484263,0.00000000,1.17326514,0.67062233
-5.83791896,2.93888724,0.34799448,0.00701366,1.18502604,0.00000000,1.18295811,0.66277197
-5.83191596,2.93933926,0.35249391,0.00712228,1.17102924,0.00000000,1.18674108,0.65320054
-5.82591296,2.92904880,0.35533506,0.00720436,1.15333820,0.00000000,1.18484215,0.64221182
-5.81990995,2.90911598,0.35662115,0.00726096,1.13259816,0.00000000,1.17766908,0.63019637
-5.81390695,2.88104598,0.35650783,0.00729420,1.10960195,0.00000000,1.16580306,0.61762481
-5.80790395,2.84671476,0.35519923,0.00730727,1.08527252,0.00000000,1.14998600,0.60503761
-5.80190095,2.80831866,0.35294195,0.00730429,1.06064027,0.00000000,1.13110160,0.59303187
-5.79589795,2.76830940,0.35001710,0.00729020,1.03681586,0.00000000,1.11015069,0.58224539
-5.78989495,2.72931656,0.34673064,0.00727052,1.01495927,0.00000000,1.08822176,0.57333848
-5.78389195,2.69406029,0.34340235,0.00725117,0.99624621,0.00000000,1.06645748,0.56697413
-5.77788894,2.66525731,0.34035397,0.00723820,0.98183284,0.00000000,1.04601856,0.56379707
-5.77188594,2.64552354,0.33789678,0.00723750,0.97281979,0.00000000,1.02804604,0.56441233
-5.76588294,2.63727711,0.33631929,0.00725457,0.97021678,0.00000000,1.01362333,0.56936405
-5.75987994,2.64264511,0.33587545,0.00729426,0.97490866,0.00000000,1.00373948,0.57911492
-5.75387694,2.66337794,0.33677394,0.00736046,0.98762413,0.00000000,0.99925477,0.59402729
-5.74787394,2.70077427,0.33916895,0.00745599,1.00890798,0.00000000,1.00087003,0.61434606
-5.74187094,2.75561983,0.34315288,0.00758235,1.03909785,0.00000000,1.00910058,0.64018443
-5.73586793,2.82814245,0.34875130,0.00773966,1.07830627,0.00000000,1.02425599,0.67151261
-5.72986493,2.91798543,0.35592040,0.00792655,1.12640876,0.00000000,1.04642618,0.70815037
-5.72386193,3.02420059,0.36454711,0.00814020,1.18303852,0.00000000,1.07547466,0.74976343
-5.71785893,3.14526171,0.37445180,0.00837641,1.24758819,0.00000000,1.11103900,0.79586445
-5.71185593,3.27909832,0.38539370,0.00862967,1.31921886,0.00000000,1.15253885,0.84581844
-5.70585293,3.42314902,0.39707861,0.00889339,1.39687638,0.00000000,1.19919122,0.89885291
-5.69984992,3.57443281,0.40916881,0.00916011,1.47931476,0.00000000,1.25003260,0.95407260
-5.69384692,3.72963617,0.42129457,0.00942174,1.56512625,0.00000000,1.30394730,1.01047865
-5.68784392,3.88521278,0.43306707,0.00966988,1.65277724,0.00000000,1.35970114,1.06699160
-5.68184092,4.03749259,0.44409194,0.00989613,1.74064911,0.00000000,1.41597919,1.12247799
-5.67583792,4.18279599,0.45398304,0.01009237,1.82708272,0.00000000,1.47142648,1.17577940
-5.66983492,4.31754908,0.46237589,0.01025108,1.91042504,0.00000000,1.52469005,1.22574350
-5.66383192,4.43839538,0.46894014,0.01036560,1.98907629,0.00000000,1.57446089,1.27125565
-5.65782891,4.54229978,0.47339067,0.01043039,2.06153595,0.00000000,1.61951415,1.31127031
-5.65182591,4.62664063,0.47549679,0.01044118,2.12644557,0.00000000,1.65874607,1.34484097
-5.64582291,4.68928634,0.47508938,0.01039513,2.18262697,0.00000000,1.69120632,1.37114741
-5.63981991,4.72865356,0.47206540,0.01029091,2.22911398,0.00000000,1.71612434,1.38951942
-5.63381691,4.74374471,0.46639008,0.01012872,2.26517656,0.00000000,1.73292879,1.39945587
-5.62781391,4.73416364,0.45809633,0.00991026,2.29033606,0.00000000,1.74125935,1.40063850
-5.62181091,4.70010922,0.44728184,0.00963859,2.30437127,0.00000000,1.74097054,1.39293973
-5.61580790,4.64234742,0.43410389,0.00931804,2.30731470,0.00000000,1.73212752,1.37642436
-5.60980490,4.56216381,0.41877217,0.00895398,2.29943969,0.00000000,1.71499424,1.35134502
-5.60380190,4.46129890,0.40154012,0.00855265,2.28123889,0.00000000,1.69001475,1.31813153
-5.59779890,4.34186980,0.38269517,0.00812088,2.25339527,0.00000000,1.65778850,1.27737490
-5.59179590,4.20628191,0.36254821,0.00766585,2.21674723,0.00000000,1.61904119,1.22980643
-5.58579290,4.05713507,0.34142301,0.00719489,2.17224967,0.00000000,1.57459245,1.17627305
-5.57978989,3.89712836,0.31964586,0.00671519,2.12093283,0.00000000,1.52532206,1.11770976
-5.57378689,3.72896791,0.29753583,0.00623362,2.06386111,0.00000000,1.47213625,1.05511059
-5.56778389,3.55528146,0.27539612,0.00575657,2.00209378,0.00000000,1.41593564,0.98949900
-5.56178089,3.37854315,0.25350665,0.00528974,1.93664943,0.00000000,1.35758626,0.92189905
-5.55577789,3.20101116,0.23211819,0.00483811,1.86847565,0.00000000,1.29789468,0.85330835
-5.54977489,3.02467990,0.21144798,0.00440580,1.79842508,0.00000000,1.23758823,0.78467367
-5.54377189,2.85124799,0.19167705,0.00399609,1.72723871,0.00000000,1.17730079,0.71687006
-5.53776888,2.68210187,0.17294907,0.00361139,1.65553657,0.00000000,1.11756435,0.65068387
-5.53176588,2.51831451,0.15537060,0.00325327,1.58381572,0.00000000,1.05880632,0.58680021
-5.52576288,2.36065769,0.13901265,0.00292257,1.51245503,0.00000000,1.00135198,0.52579468
-5.51975988,2.20962586,0.12391330,0.00261940,1.44172570,0.00000000,0.94543158,0.46812960
-5.51375688,2.06546910,0.11008110,0.00234331,1.37180646,0.00000000,0.89119114,0.41415414
-5.50775388,1.92823257,0.09749907,0.00209335,1.30280186,0.00000000,0.83870586,0.36410821
