energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.79589795,1.69061796,0.00756666,0.05222945,0.48911777,0.29250040,0.30706307,0.13436091,1.12858855,0.00000000
-5.78989495,1.73780219,0.00722530,0.05506654,0.50528639,0.29137439,0.32204213,0.14307647,1.16483382,0.00000000
-5.78389195,1.79378366,0.00691160,0.05821538,0.52347555,0.29223354,0.33823536,0.15239008,1.20690068,0.00000000
-5.77788894,1.85902757,0.00663157,0.06168600,0.54373811,0.29525289,0.35564594,0.16228304,1.25505986,0.00000000
-5.77188594,1.93384080,0.00639035,0.06548455,0.56609009,0.30056865,0.37425577,0.17272658,1.30947837,0.00000000
-5.76588294,2.01836411,0.00619215,0.06961302,0.59051033,0.30827682,0.39402434,0.18368158,1.37021436,0.00000000
-5.75987994,2.11256745,0.00604021,0.07406884,0.61694090,0.31843272,0.41488795,0.19509848,1.43721408,0.00000000
-5.75387694,2.21624858,0.00593680,0.07884454,0.64528814,0.33105114,0.43675939,0.20691733,1.51031088,0.00000000
-5.74787394,2.32903442,0.00588322,0.08392751,0.67542415,0.34610709,0.45952800,0.21906806,1.58922618,0.00000000
-5.74187094,2.45038536,0.00587988,0.08929969,0.70718893,0.36353710,0.48306015,0.23147096,1.67357228,0.00000000
-5.73586793,2.57960212,0.00592633,0.09493737,0.74039270,0.38324098,0.50720020,0.24403730,1.76285699,0.00000000
-5.72986493,2.71583523,0.00602136,0.10081104,0.77481880,0.40508385,0.53177195,0.25667034,1.85649006,0.00000000
-5.72386193,2.85809707,0.00616308,0.10688537,0.81022675,0.42889871,0.55658052,0.26926638,1.95379142,0.00000000
-5.71785893,3.00527627,0.00634901,0.11311927,0.84635584,0.45448918,0.58141486,0.28171625,2.05400103,0.00000000
-5.71185593,3.15615453,0.00657619,0.11946610,0.88292882,0.48163270,0.60605066,0.29390691,2.15629047,0.00000000
-5.70585293,3.30942564,0.00684123,0.12587404,0.91965606,0.51008389,0.63025382,0.30572329,2.25977608,0.00000000
-5.69984992,3.46371647,0.00714047,0.13228665,0.95623992,0.53957840,0.65378432,0.31705035,2.36353344,0.00000000
-5.69384692,3.61760969,0.00746997,0.13864352,0.99237929,0.56983687,0.67640049,0.32777520,2.46661306,0.00000000
-5.68784392,3.76966775,0.00782567,0.14488120,1.02777442,0.60056926,0.69786349,0.33778939,2.56805689,0.00000000
-5.68184092,3.91845765,0.00820340,0.15093416,1.06213166,0.63147928,0.71794203,0.34699110,2.66691536,0.00000000
-5.67583792,4.06257595,0.00859895,0.15673602,1.09516832,0.66226902,0.73641702,0.35528735,2.76226445,0.00000000
-5.66983492,4.20067324,0.00900813,0.16222074,1.12661728,0.69264351,0.75308611,0.36259597,2.85322239,0.00000000
-5.66383192,4.33147754,0.00942680,0.16732398,1.15623130,0.72231531,0.76776795,0.36884744,2.93896539,0.00000000
-5.65782891,4.45381582,0.00985088,0.17198444,1.18378702,0.75100887,0.78030598,0.37398635,3.01874203,0.00000000
-5.65182591,4.56663305,0.01027643,0.17614520,1.20908825,0.77846450,0.79057162,0.37797255,3.09188578,0.00000000
-5.64582291,4.66900812,0.01069960,0.17975494,1.23196875,0.80444207,0.79846683,0.38078192,3.15782521,0.00000000
-5.63981991,4.76016632,0.01111675,0.18276914,1.25229405,0.82872412,0.80392577,0.38240661,3.21609165,0.00000000
-5.63381691,4.83948778,0.01152434,0.18515108,1.26996264,0.85111833,0.80691570,0.38285500,3.26632403,0.00000000
-5.62781391,4.90651200,0.01191908,0.18687261,1.28490611,0.87145945,0.80743697,0.38215108,3.30827076,0.00000000
-5.62181091,4.96093825,0.01229784,0.18791483,1.29708846,0.88961048,0.80552213,0.38033351,3.34178870,0.00000000
-5.61580790,5.00262204,0.01265774,0.18826839,1.30650459,0.90546320,0.80123427,0.37745431,3.36683938,0.00000000
-5.60980490,5.03156811,0.01299616,0.18793371,1.31317793,0.91893810,0.79466458,0.37357725,3.38348266,0.00000000
-5.60380190,5.04792027,0.01331072,0.18692084,1.31715744,0.92998368,0.78592935,0.36877602,3.39186826,0.00000000
-5.59779890,5.05194870,0.01359937,0.18524913,1.31851400,0.93857535,0.77516645,0.36313220,3.39222553,0.00000000
-5.59179590,5.04403546,0.01386039,0.18294671,1.31733643,0.94471388,0.76253142,0.35673323,3.38485200,0.00000000
-5.58579290,5.02465881,0.01409239,0.18004979,1.31372733,0.94842364,0.74819342,0.34967035,3.37010130,0.00000000
-5.57978989,4.99437714,0.01429440,0.17660170,1.30779875,0.94975060,0.73233117,0.34203659,3.34837087,0.00000000
-5.57378689,4.95381308,0.01446585,0.17265199,1.29966820,0.94876040,0.71512888,0.33392495,3.32009011,0.00000000
-5.56778389,4.90363852,0.01460659,0.16825528,1.28945486,0.94553630,0.69677256,0.32542676,3.28570934,0.00000000
-5.56178089,4.84456095,0.01471693,0.16347012,1.27727635,0.94017738,0.67744658,0.31663027,3.24569005,0.00000000
-5.55577789,4.77731159,0.01479765,0.15835788,1.26324626,0.93279679,0.65733077,0.30761951,3.20049671,0.00000000
-5.54977489,4.70263541,0.01484996,0.15298161,1.24747232,0.92352016,0.63659805,0.29847346,3.15059035,0.00000000
-5.54377189,4.62128340,0.01487554,0.14740497,1.23005558,0.91248423,0.61541255,0.28926546,3.09642401,0.00000000
-5.53776888,4.53400681,0.01487646,0.14169127,1.21109041,0.89983555,0.59392854,0.28006293,3.03844005,0.00000000
-5.53176588,4.44155346,0.01485521,0.13590254,1.19066548,0.88572924,0.57228973,0.27092734,2.97706922,0.00000000
-5.52576288,4.34466559,0.01481458,0.13009887,1.16886557,0.87032788,0.55062939,0.26191442,2.91273127,0.00000000
-5.51975988,4.24407931,0.01475766,0.12433772,1.14577406,0.85380021,0.52907086,0.25307451,2.84583675,0.00000000
-5.51375688,4.14052487,0.01468777,0.11867349,1.12147615,0.83631989,0.50772857,0.24445315,2.77678986,0.00000000
-5.50775388,4.03472775,0.01460835,0.11315722,1.09606245,0.81806404,0.48670952,0.23609170,2.70599176,0.00000000
-5.50175088,3.92740988,0.01452292,0.10783642,1.06963272,0.79921167,0.46611502,0.22802809,2.63384413,0.00000000
-5.49574787,3.81929095,0.01443499,0.10275504,1.04229979,0.77994197,0.44604262,0.22029763,2.56075259,0.00000000
-5.48974487,3.71108934,0.01434798,0.09795361,1.01419309,0.76043247,0.42658817,0.21293374,2.48712963,0.00000000
-5.48374187,3.60352248,0.01426518,0.09346947,0.98546188,0.74085713,0.40784790,0.20596874,2.41339691,0.00000000
-5.47773887,3.49730673,0.01418965,0.08933709,0.95627780,0.72138439,0.38992038,0.19943457,2.33998666,0.00000000
-5.47173587,3.39315641,0.01412424,0.08558853,0.92683669,0.70217540,0.37290826,0.19336344,2.26734203,0.00000000
-5.46573287,3.29178230,0.01407150,0.08225390,0.89735940,0.68338226,0.35691975,0.18778837,2.19591648,0.00000000
-5.45972986,3.19388937,0.01403369,0.07936186,0.86809177,0.66514662,0.34206974,0.18274365,2.12617211,0.00000000
-5.45372686,3.10017407,0.01401279,0.07694012,0.83930336,0.64759854,0.32848044,0.17826521,2.05857702,0.00000000
-5.44772386,3.01132109,0.01401051,0.07501597,0.81128535,0.63085574,0.31628163,0.17439083,1.99360179,0.00000000
-5.44172086,2.92799960,0.01402831,0.07361662,0.78434719,0.61502320,0.30561019,0.17116017,1.93171521,0.00000000
-5.43571786,2.85085914,0.01406743,0.07276958,0.75881246,0.60019314,0.29660928,0.16861476,1.87337935,0.00000000
-5.42971486,2.78052493,0.01412896,0.07250278,0.73501374,0.58644543,0.28942670,0.16679767,1.81904406,0.00000000
-5.42371186,2.71759261,0.01421383,0.07284466,0.71328675,0.57384809,0.28421282,0.16575312,1.76914097,0.00000000
-5.41770885,2.66262222,0.01432286,0.07382400,0.69396377,0.56245815,0.28111781,0.16552579,1.72407712,0.00000000
-5.41170585,2.61613128,0.01445678,0.07546953,0.67736661,0.55232243,0.28028838,0.16616000,1.68422815,0.00000000
-5.40570285,2.57858680,0.01461621,0.07780942,0.66379908,0.54347830,0.28186389,0.16769857,1.64993114,0.00000000
-5.39969985,2.55039611,0.01480165,0.08087045,0.65353930,0.53595428,0.28597216,0.17018156,1.62147717,0.00000000
-5.39369685,2.53189644,0.01501343,0.08467702,0.64683194,0.52977027,0.29272479,0.17364474,1.59910360,0.00000000
-5.38769385,2.52334337,0.01525165,0.08924999,0.64388044,0.52493751,0.30221225,0.17811791,1.58298615,0.00000000
-5.38169085,2.52489822,0.01551608,0.09460530,0.64483970,0.52145805,0.31449898,0.18362301,1.57323107,0.00000000
-5.37568784,2.53661486,0.01580606,0.10075250,0.64980910,0.51932381,0.32961834,0.19017222,1.56986740,0.00000000
-5.36968484,2.55842630,0.01612041,0.10769323,0.65882641,0.51851533,0.34756799,0.19776595,1.57283979,0.00000000
-5.36368184,2.59013168,0.01645729,0.11541960,0.67186252,0.51900018,0.36830552,0.20639087,1.58200209,0.00000000
-5.35767884,2.63138457,0.01681411,0.12391274,0.68881747,0.52073118,0.39174480,0.21601817,1.59711214,0.00000000
-5.35167584,2.68168309,0.01718744,0.13314138,0.70951783,0.52364471,0.41775306,0.22660185,1.61782819,0.00000000
-5.34567284,2.74036293,0.01757295,0.14306067,0.73371581,0.52765904,0.44614898,0.23807749,1.64370731,0.00000000
-5.33966983,2.80659398,0.01796537,0.15361127,0.76109009,0.53267310,0.47670188,0.25036132,1.67420616,0.00000000
-5.33366683,2.87938120,0.01835854,0.16471876,0.79124865,0.53856568,0.50913224,0.26334982,1.70868453,0.00000000
-5.32766383,2.95757036,0.01874541,0.17629346,0.82373355,0.54519527,0.54311343,0.27691978,1.74641169,0.00000000
-5.32166083,3.03985899,0.01911820,0.18823069,0.85802776,0.55240068,0.57827500,0.29092907,1.78657580,0.00000000
-5.31565783,3.12481260,0.01946853,0.20041147,0.89356381,0.56000242,0.61420714,0.30521796,1.82829619,0.00000000
-5.30965483,3.21088604,0.01978765,0.21270381,0.92973420,0.56780487,0.65046662,0.31961105,1.87063845,0.00000000
-5.30365183,3.29644963,0.02006662,0.22496437,0.96590327,0.57559932,0.68658385,0.33391993,1.91263182,0.00000000
-5.29764882,3.37981932,0.02029664,0.23704069,1.00142014,0.58316765,0.72207094,0.34794627,1.95328849,0.00000000
-5.29164582,3.45929013,0.02046929,0.24877381,1.03563245,0.59028659,0.75643068,0.36148549,1.99162414,0.00000000
-5.28564282,3.53317168,0.02057683,0.26000134,1.06790037,0.59673242,0.78916604,0.37433086,2.02667919,0.00000000
-5.27963982,3.59982479,0.02061247,0.27056075,1.09761042,0.60228593,0.81979011,0.38627786,2.05753976,0.00000000
-5.27363682,3.65769794,0.02057066,0.28029299,1.12418875,0.60673740,0.84783598,0.39712882,2.08335791,0.00000000
-5.26763382,3.70536231,0.02044726,0.28904619,1.14711340,0.60989155,0.87286663,0.40669756,2.10337029,0.00000000
-5.26163082,3.74154442,0.02023975,0.29667946,1.16592513,0.61157207,0.89448416,0.41481404,2.11691467,0.00000000
-5.25562781,3.76515533,0.01994736,0.30306655,1.18023659,0.61162582,0.91233849,0.42132875,2.12344381,0.00000000
-5.24962481,3.77531554,0.01957111,0.30809939,1.18973955,0.60992643,0.92613504,0.42611694,2.12253637,0.00000000
-5.24362181,3.77137503,0.01911386,0.31169132,1.19421010,0.60637720,0.93564141,0.42908228,2.11390451,0.00000000
-5.23761881,3.75292798,0.01858021,0.31377995,1.19351169,0.60091340,0.94069265,0.43016008,2.09739824,0.00000000
-5.23161581,3.71982189,0.01797644,0.31432953,1.18759608,0.59350369,0.94119527,0.42931988,2.07300642,0.00000000
-5.22561281,3.67216110,0.01731031,0.31333275,1.17650230,0.58415093,0.93712972,0.42656736,2.04085469,0.00000000
-5.21960980,3.61030478,0.01659092,0.31081195,1.16035373,0.57289215,0.92855126,0.42194546,2.00120044,0.00000000
-5.21360680,3.53485965,0.01582843,0.30681959,1.13935357,0.55979791,0.91558938,0.41553476,1.95442532,0.00000000
-5.20760380,3.44666774,0.01503384,0.30143808,1.11377883,0.54497098,0.89844561,0.40745296,1.90102550,0.00000000
-5.20160080,3.34678965,0.01421871,0.29477878,1.08397325,0.52854447,0.87738979,0.39785360,1.84160009,0.00000000
-5.19559780,3.23648377,0.01339495,0.28698036,1.05033910,0.51067940,0.85275493,0.38692385,1.77683819,0.00000000
-5.18959480,3.11718188,0.01257448,0.27820642,1.01332843,0.49156177,0.82493077,0.37488162,1.70750474,0.00000000
-5.18359180,2.99046177,0.01176911,0.26864243,0.97343372,0.47139930,0.79435607,0.36197174,1.63442566,0.00000000
-5.17758879,2.85801729,0.01099021,0.25849204,0.93117821,0.45041768,0.76150986,0.34846153,1.55847248,0.00000000
-5.17158579,2.72162639,0.01024858,0.24797297,0.88710611,0.42885663,0.72690188,0.33463564,1.48054660,0.00000000
-5.16558279,2.58311773,0.00955428,0.23731227,0.84177274,0.40696559,0.69106227,0.32079038,1.40156367,0.00000000
-5.15957979,2.44433624,0.00891648,0.22674143,0.79573480,0.38499931,0.65453090,0.30722747,1.32243791,0.00000000
-5.15357679,2.30710839,0.00834331,0.21649106,0.74954085,0.36321324,0.61784641,0.29424753,1.24406684,0.00000000
-5.14757379,2.17320763,0.00784180,0.20678560,0.70372211,0.34185891,0.58153538,0.28214326,1.16731646,0.00000000
-5.14157079,2.04432064,0.00741780,0.19783795,0.65878371,0.32117934,0.54610173,0.27119250,1.09300708,0.00000000
-5.13556778,1.92201502,0.00707588,0.18984427,0.61519649,0.30140451,0.51201667,0.26165138,1.02189998,0.00000000
-5.12956478,1.80770919,0.00681929,0.18297899,0.57338947,0.28274717,0.47970945,0.25374768,0.95468513,0.00000000
-5.12356178,1.70264493,0.00664993,0.17739023,0.53374314,0.26539888,0.44955915,0.24767454,0.89197023,0.00000000
-5.11755878,1.60786365,0.00656830,0.17319577,0.49658371,0.24952654,0.42188759,0.24358478,0.83427127,0.00000000
-5.11155578,1.52418665,0.00657348,0.17047962,0.46217843,0.23526944,0.39695373,0.24158597,0.78200487,0.00000000
-5.10555278,1.45220025,0.00666312,0.16928932,0.43073212,0.22273699,0.37494961,0.24173642,0.73548263,0.00000000
-5.09954977,1.39224630,0.00683345,0.16963419,0.40238512,0.21200709,0.35599789,0.24404235,0.69490771,0.00000000
-5.09354677,1.34441848,0.00707929,0.17148444,0.37721257,0.20312536,0.34015114,0.24845633,0.66037390,0.00000000
-5.08754377,1.30856472,0.00739412,0.17477137,0.35522529,0.19610518,0.32739295,0.25487710,0.63186711,0.00000000
-5.08154077,1.28429597,0.00777015,0.17938866,0.33637213,0.19092855,0.31764067,0.26315098,0.60926955,0.00000000
-5.07553777,1.27100116,0.00819843,0.18519471,0.32054390,0.18754774,0.31074992,0.27307488,0.59236642,0.00000000
-5.06953477,1.26786829,0.00866900,0.19201609,0.30757871,0.18588782,0.30652056,0.28440089,0.58085507,0.00000000
-5.06353177,1.27391100,0.00917107,0.19965208,0.29726865,0.18584976,0.30470411,0.29684240,0.57435639,0.00000000
-5.05752876,1.28800005,0.00969324,0.20788005,0.28936765,0.18731424,0.30501232,0.31008173,0.57242808,0.00000000
-5.05152576,1.30889883,0.01022379,0.21646179,0.28360025,0.19014575,0.30712668,0.32377895,0.57457947,0.00000000
-5.04552276,1.33530169,0.01075090,0.22515038,0.27967100,0.19419721,0.31070852,0.33758174,0.58028734,0.00000000
-5.03951976,1.36587397,0.01126299,0.23369751,0.27727431,0.19931449,0.31540950,0.35113598,0.58901232,0.00000000
-5.03351676,1.39929231,0.01174907,0.24186109,0.27610423,0.20534106,0.32088209,0.36409663,0.60021507,0.00000000
-5.02751376,1.43428383,0.01219897,0.24941265,0.27586395,0.21212231,0.32678966,0.37613863,0.61337194,0.00000000
-5.02151076,1.46966286,0.01260372,0.25614458,0.27627471,0.21950960,0.33281603,0.38696735,0.62798933,0.00000000
-5.01550775,1.50436383,0.01295580,0.26187667,0.27708363,0.22736374,0.33867400,0.39632822,0.64361629,0.00000000
-5.00950475,1.53746928,0.01324937,0.26646184,0.27807041,0.23555785,0.34411268,0.40401506,0.65985505,0.00000000
-5.00350175,1.56823192,0.01348045,0.26979087,0.27905253,0.24397965,0.34892349,0.40987701,0.67636893,0.00000000
-4.99749875,1.59609029,0.01364709,0.27179585,0.27988876,0.25253291,0.35294449,0.41382350,0.69288761,0.00000000
-4.99149575,1.62067743,0.01374941,0.27245231,0.28048102,0.26113832,0.35606319,0.41582732,0.70920958,0.00000000
-4.98549275,1.64182272,0.01378958,0.27177994,0.28077450,0.26973367,0.35821757,0.41592552,0.72520191,0.00000000
-4.97948974,1.65954712,0.01377176,0.26984186,0.28075603,0.27827350,0.35939562,0.41421822,0.74079753,0.00000000
-4.97348674,1.67405231,0.01370198,0.26674259,0.28045102,0.28672836,0.35963333,0.41086536,0.75599028,0.00000000
-4.96748374,1.68570481,0.01358786,0.26262470,0.27991898,0.29508372,0.35901137,0.40608163,0.77082825,0.00000000
-4.96148074,1.69501586,0.01343841,0.25766441,0.27924807,0.30333874,0.35765071,0.40012971,0.78540593,0.00000000
-4.95547774,1.70261841,0.01326370,0.25206628,0.27854886,0.31150510,0.35570738,0.39331227,0.79985556,0.00000000
-4.94947474,1.70924240,0.01307450,0.24605724,0.27794769,0.31960584,0.35336660,0.38596294,0.81433842,0.00000000
-4.94347174,1.71568948,0.01288194,0.23988016,0.27757995,0.32767444,0.35083667,0.37843668,0.82903638,0.00000000
-4.93746873,1.72280818,0.01269714,0.23378728,0.27758362,0.33575416,0.34834269,0.37109987,0.84414427,0.00000000
-4.93146573,1.73147067,0.01253084,0.22803355,0.27809336,0.34389761,0.34612041,0.36432059,0.85986333,0.00000000
-4.92546273,1.74255143,0.01239308,0.22287032,0.27923540,0.35216656,0.34441042,0.35845913,0.87639598,0.00000000
-4.91945973,1.75690863,0.01229289,0.21853930,0.28112340,0.36063189,0.34345268,0.35385929,0.89394197,0.00000000
-4.91345673,1.77536807,0.01223800,0.21526716,0.28385541,0.36937358,0.34348158,0.35084051,0.91269590,0.00000000
-4.90745373,1.79870995,0.01223465,0.21326066,0.28751197,0.37848060,0.34472153,0.34969095,0.93284591,0.00000000
-4.90145073,1.82765790,0.01228741,0.21270253,0.29215533,0.38805051,0.34738307,0.35066176,0.95457322,0.00000000
-4.89544772,1.86287012,0.01239908,0.21374808,0.29782968,0.39818871,0.35165945,0.35396246,0.97805230,0.00000000
-4.88944472,1.90493200,0.01257062,0.21652260,0.30456231,0.40900707,0.35772366,0.35975754,1.00345115,0.00000000
-4.88344172,1.95434977,0.01280114,0.22111938,0.31236532,0.42062198,0.36572586,0.36816419,1.03093142,0.00000000
-4.87743872,2.01154472,0.01308796,0.22759869,0.32123793,0.43315166,0.37579118,0.37925113,1.06064792,0.00000000
-4.87143572,2.07684761,0.01342670,0.23598724,0.33116893,0.44671277,0.38801774,0.39303858,1.09274728,0.00000000
-4.86543272,2.15049305,0.01381142,0.24627857,0.34213916,0.46141633,0.40247500,0.40949916,1.12736565,0.00000000
-4.85942971,2.23261395,0.01423477,0.25843391,0.35412376,0.47736321,0.41920249,0.42855988,1.16462517,0.00000000
-4.85342671,2.32323605,0.01468826,0.27238388,0.36709412,0.49463917,0.43820872,0.45010493,1.20462957,0.00000000
-4.84742371,2.42227292,0.01516240,0.28803067,0.38101921,0.51330985,0.45947066,0.47397940,1.24745881,0.00000000
-4.84142071,2.52952207,0.01564704,0.30525095,0.39586652,0.53341592,0.48293357,0.49999382,1.29316325,0.00000000
-4.83541771,2.64466246,0.01613158,0.32389923,0.41160231,0.55496863,0.50851148,0.52792938,1.34175769,0.00000000
-4.82941471,2.76725436,0.01660526,0.34381178,0.42819135,0.57794622,0.53608826,0.55754387,1.39321574,0.00000000
-4.82341171,2.89674190,0.01705746,0.36481098,0.44559632,0.60229127,0.56551939,0.58857812,1.44746503,0.00000000
-4.81740870,3.03245890,0.01747793,0.38670995,0.46377678,0.62790932,0.59663458,0.62076281,1.50438370,0.00000000
-4.81140570,3.17363824,0.01785711,0.40931741,0.48268809,0.65466893,0.62924093,0.65382555,1.56379858,0.00000000
-4.80540270,3.31942495,0.01818629,0.43244259,0.50228025,0.68240331,0.66312698,0.68749791,1.62548539,0.00000000
-4.79939970,3.46889258,0.01845790,0.45589997,0.52249695,0.71091341,0.69806720,0.72152226,1.68917106,0.00000000
-4.79339670,3.62106268,0.01866568,0.47951381,0.54327488,0.73997247,0.73382702,0.75565803,1.75453819,0.00000000
-4.78739370,3.77492636,0.01880481,0.50312208,0.56454342,0.76933184,0.77016800,0.78968728,1.82123153,0.00000000
-4.78139070,3.92946701,0.01887204,0.52657979,0.58622473,0.79872779,0.80685303,0.82341910,1.88886607,0.00000000
-4.77538769,4.08368304,0.01886574,0.54976138,0.60823432,0.82788892,0.84365134,0.85669284,1.95703626,0.00000000
-4.76938469,4.23660913,0.01878593,0.57256222,0.63048189,0.85654387,0.88034282,0.88937970,2.02532581,0.00000000
-4.76338169,4.38733491,0.01863426,0.59489891,0.65287253,0.88442884,0.91672165,0.92138270,2.09331732,0.00000000
-4.75737869,4.53501947,0.01841390,0.61670847,0.67530796,0.91129453,0.95259883,0.95263495,2.16060109,0.00000000
-4.75137569,4.67890104,0.01812943,0.63794638,0.69768786,0.93691215,0.98780356,0.98309602,2.22678243,0.00000000
-4.74537269,4.81830069,0.01778668,0.65858348,0.71991084,0.96107810,1.02218315,1.01274690,2.29148691,0.00000000
-4.73936968,4.95261996,0.01739250,0.67860203,0.74187522,0.98361715,1.05560176,1.04158330,2.35436312,0.00000000
-4.73336668,5.08133233,0.01695456,0.69799086,0.76347933,1.00438400,1.08793766,1.06960797,2.41508288,0.00000000
-4.72736368,5.20396917,0.01648107,0.71674016,0.78462118,1.02326309,1.11907947,1.09682229,2.47333871,0.00000000
-4.72136068,5.32010115,0.01598054,0.73483600,0.80519780,1.04016695,1.14892155,1.12321752,2.52883901,0.00000000
-4.71535768,5.42931664,0.01546149,0.75225499,0.82510395,1.05503314,1.17735880,1.14876642,2.58130146,0.00000000
-4.70935468,5.53119888,0.01493222,0.76895943,0.84423069,1.06782016,1.20428141,1.17341561,2.63044529,0.00000000
-4.70335168,5.62530413,0.01440058,0.78489331,0.86246374,1.07850283,1.22957002,1.19707937,2.67598340,0.00000000
-4.69734867,5.71114283,0.01387375,0.79997939,0.87968214,1.08706743,1.25309162,1.21963523,2.71761541,0.00000000
-4.69134567,5.78816616,0.01335808,0.81411781,0.89575725,1.09350728,1.27469687,1.24092191,2.75502252,0.00000000
-4.68534267,5.85575977,0.01285900,0.82718620,0.91055264,1.09781901,1.29421905,1.26073980,2.78786532,0.00000000
-4.67933967,5.91324638,0.01238088,0.83904159,0.92392504,1.10000011,1.31147509,1.27885432,2.81578529,0.00000000
-4.67333667,5.95989825,0.01192707,0.84952414,0.93572652,1.10004799,1.32626876,1.29500205,2.83841068,0.00000000
-4.66733367,5.99495993,0.01149988,0.85846245,0.94580820,1.09796082,1.33839623,1.30889963,2.85536703,0.00000000
-4.66133067,6.01768106,0.01110065,0.86568052,0.95402542,1.09374015,1.34765375,1.32025500,2.86629235,0.00000000
-4.65532766,6.02735812,0.01072987,0.87100584,0.96024440,1.08739532,1.35384735,1.32878071,2.87085655,0.00000000
-4.64932466,6.02338336,0.01038731,0.87427846,0.96435009,1.07894940,1.35680396,1.33420851,2.86878430,0.00000000
-4.64332166,6.00529849,0.01007216,0.87536039,0.96625495,1.06844633,1.35638363,1.33630467,2.85988038,0.00000000
