energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-5.70585293,5.64696899,0.05931473,0.95673700,0.10210822,2.19899224,2.40192593,1.46413278,0.31916667,0.33222336
-5.69984992,5.67665807,0.05883507,0.96421049,0.10170657,2.20591021,2.41039283,1.48481708,0.32034423,0.33203578
-5.69384692,5.69463090,0.05816769,0.96952433,0.10095971,2.20828490,2.41564691,1.50289703,0.32076865,0.33125605
-5.68784392,5.70080807,0.05731694,0.97267471,0.09988131,2.20613403,2.41773131,1.51827636,0.32044266,0.32985649
-5.68184092,5.69534196,0.05629078,0.97370472,0.09849185,2.19956520,2.41674632,1.53091219,0.31938523,0.32782278
-5.67583792,5.67859921,0.05510061,0.97269948,0.09681776,2.18876947,2.41284199,1.54080969,0.31763087,0.32515383
-5.66983492,5.65113979,0.05376107,0.96978053,0.09489053,2.17401356,2.40621061,1.54801620,0.31522852,0.32186143
-5.66383192,5.61369393,0.05228973,0.96509998,0.09274562,2.15563078,2.39707958,1.55261542,0.31224013,0.31796970
-5.65782891,5.56713829,0.05070674,0.95883457,0.09042139,2.13401157,2.38570521,1.55472205,0.30873903,0.31351441
-5.65182591,5.51247239,0.04903441,0.95117996,0.08795794,2.10959368,2.37236756,1.55447704,0.30480798,0.30854215
-5.64582291,5.45079581,0.04729674,0.94234546,0.08539610,2.08285247,2.35736643,1.55204364,0.30053725,0.30310937
-5.63981991,5.38328669,0.04551891,0.93254929,0.08277642,2.05429144,2.34101846,1.54760439,0.29602251,0.29728137
-5.63381691,5.31118144,0.04372683,0.92201437,0.08013830,2.02443303,2.32365487,1.54135866,0.29136273,0.29113110
-5.62781391,5.23575522,0.04194654,0.91096457,0.07751922,1.99380967,2.30561963,1.53352076,0.28665799,0.28473786
-5.62181091,5.15830278,0.04020374,0.89962129,0.07495416,1.96295496,2.28726736,1.52431808,0.28200736,0.27818591
-5.61580790,5.08011877,0.03852324,0.88820028,0.07247504,1.93239476,2.26896063,1.51398907,0.27750677,0.27156287
-5.60980490,5.00247705,0.03692849,0.87690842,0.07011041,1.90263811,2.25106594,1.50278050,0.27324684,0.26495797
-5.60380190,4.92660823,0.03544116,0.86594038,0.06788507,1.87416786,2.23394825,1.49094386,0.26931086,0.25846017
-5.59779890,4.85367541,0.03408064,0.85547500,0.06581995,1.84743084,2.21796370,1.47873065,0.26577270,0.25215616
-5.59179590,4.78474796,0.03286374,0.84567143,0.06393193,1.82282787,2.20345054,1.46638637,0.26269489,0.24612819
-5.58579290,4.72077408,0.03180436,0.83666502,0.06223373,1.80070369,2.19071854,1.45414348,0.26012688,0.24045192
-5.57978989,4.66255285,0.03091321,0.82856307,0.06073392,1.78133714,2.18003734,1.44221344,0.25810335,0.23519428
-5.57378689,4.61070734,0.03019766,0.82144072,0.05943685,1.76493218,2.17162438,1.43077833,0.25664298,0.23041145
-5.56778389,4.56566024,0.02966162,0.81533727,0.05834274,1.75161024,2.16563323,1.41998252,0.25574745,0.22614702
-5.56178089,4.52761388,0.02930548,0.81025317,0.05744770,1.74140444,2.16214334,1.40992509,0.25540093,0.22243052
-5.55577789,4.49653668,0.02912622,0.80614815,0.05674396,1.73425652,2.16115204,1.40065356,0.25557008,0.21927635
-5.54977489,4.47215737,0.02911747,0.80294069,0.05622003,1.73001669,2.16256977,1.39215972,0.25620461,0.21668315
-5.54377189,4.45396880,0.02926977,0.80050922,0.05586102,1.72844708,2.16621921,1.38437785,0.25723846,0.21463383
-5.53776888,4.44124181,0.02957086,0.79869507,0.05564906,1.72922889,2.17183881,1.37718604,0.25859169,0.21309614
-5.53176588,4.43304981,0.03000600,0.79730741,0.05556381,1.73197326,2.17909094,1.37041052,0.26017282,0.21202391
-5.52576288,4.42830331,0.03055843,0.79613001,0.05558304,1.73623557,2.18757453,1.36383322,0.26188188,0.21135881
-5.51975988,4.42579356,0.03120984,0.79492954,0.05568332,1.74153281,2.19684173,1.35720212,0.26361383,0.21103267
-5.51375688,4.42424320,0.03194086,0.79346523,0.05584078,1.74736310,2.20641775,1.35024402,0.26526233,0.21097026
-5.50775388,4.42236164,0.03273162,0.79149936,0.05603186,1.75322649,2.21582283,1.34267908,0.26672364,0.21109232
-5.50175088,4.41890223,0.03356223,0.78880796,0.05623413,1.75864606,2.22459514,1.33423615,0.26790055,0.21131872
-5.49574787,4.41271805,0.03441336,0.78519131,0.05642703,1.76318796,2.23231295,1.32466811,0.26870604,0.21157167
-5.48974487,4.40281313,0.03526666,0.78048342,0.05659249,1.76647940,2.23861498,1.31376621,0.26906660,0.21177870
-5.48374187,4.38838619,0.03610517,0.77456010,0.05671558,1.76822344,2.24321737,1.30137245,0.26892491,0.21187532
-5.47773887,4.36886419,0.03691373,0.76734514,0.05678485,1.76820976,2.24592621,1.28738929,0.26824188,0.21180716
-5.47173587,4.34392387,0.03767918,0.75881404,0.05679262,1.76632073,2.24664491,1.27178602,0.26699776,0.21153160
-5.46573287,4.31349991,0.03839054,0.74899532,0.05673505,1.76253246,2.24537582,1.25460146,0.26519244,0.21101863
-5.45972986,4.27777964,0.03903911,0.73796919,0.05661202,1.75691083,2.24221615,1.23594277,0.26284482,0.21025110
-5.45372686,4.23718459,0.03961845,0.72586369,0.05642686,1.74960280,2.23734849,1.21598057,0.25999134,0.20922426
-5.44772386,4.19234051,0.04012423,0.71284871,0.05618592,1.74082365,2.23102678,1.19494081,0.25668372,0.20794462
-5.44172086,4.14403797,0.04055410,0.69912811,0.05589802,1.73084115,2.22355876,1.17309387,0.25298613,0.20642836
-5.43571786,4.09318634,0.04090740,0.68493057,0.05557382,1.71995767,2.21528628,1.15074181,0.24897188,0.20469924
-5.42971486,4.04076435,0.04118492,0.67049976,0.05522514,1.70849156,2.20656504,1.12820460,0.24471993,0.20278634
-5.42371186,3.98777051,0.04138856,0.65608444,0.05486434,1.69675913,2.19774515,1.10580636,0.24031133,0.20072161
-5.41770885,3.93517677,0.04152103,0.64192904,0.05450371,1.68505835,2.18915425,1.08386242,0.23582584,0.19853759
-5.41170585,3.88388818,0.04158557,0.62826532,0.05415493,1.67365544,2.18108405,1.06266809,0.23133896,0.19626525
-5.40570285,3.83471111,0.04158570,0.61530560,0.05382872,1.66277522,2.17378167,1.04248985,0.22691949,0.19393228
-5.39969985,3.78833157,0.04152504,0.60323778,0.05353461,1.65259567,2.16744596,1.02355928,0.22262769,0.19156177
-5.39369685,3.74530468,0.04140712,0.59222234,0.05328081,1.64324698,2.16222927,1.00607008,0.21851421,0.18917146
-5.38769385,3.70605511,0.04123542,0.58239145,0.05307433,1.63481502,2.15824407,0.99017808,0.21461971,0.18677351
-5.38169085,3.67088781,0.04101325,0.57384984,0.05292112,1.62734861,2.15557397,0.97600397,0.21097518,0.18437483
-5.37568784,3.64000735,0.04074392,0.56667741,0.05282644,1.62087000,2.15428785,0.96363832,0.20760288,0.18197789
-5.36968484,3.61354362,0.04043079,0.56093295,0.05279518,1.61538739,2.15445578,0.95314818,0.20451774,0.17958189
-5.36368184,3.59158128,0.04007743,0.55665865,0.05283229,1.61090847,2.15616516,0.94458453,0.20172910,0.17718428
-5.35767884,3.57418990,0.03968776,0.55388482,0.05294321,1.60745358,2.15953551,0.93798971,0.19924259,0.17478234
-5.35167584,3.56145197,0.03926624,0.55263433,0.05313414,1.60506741,2.16473019,0.93340412,0.19706199,0.17237483
-5.34567284,3.55348600,0.03881798,0.55292629,0.05341234,1.60382802,2.17196382,0.93087134,0.19519091,0.16996351
-5.33966983,3.55046237,0.03834880,0.55477853,0.05378622,1.60385229,2.18150424,0.93044125,0.19363410,0.16755432
-5.33366683,3.55261021,0.03786529,0.55820867,0.05426529,1.60529714,2.19366828,0.93217048,0.19239831,0.16515833
-5.32766383,3.56021439,0.03737476,0.56323352,0.05485991,1.60835625,2.20881109,0.93612030,0.19149262,0.16279211
-5.32166083,3.57360228,0.03688512,0.56986683,0.05558098,1.61325206,2.22730936,0.94235174,0.19092818,0.16047775
-5.31565783,3.59312096,0.03640469,0.57811555,0.05643932,1.62022370,2.24953888,0.95091834,0.19071742,0.15824226
-5.30965483,3.61910617,0.03594195,0.58797473,0.05744501,1.62951120,2.27584781,0.96185689,0.19087278,0.15611667
-5.30365183,3.65184506,0.03550527,0.59942164,0.05860659,1.64133714,2.30652704,0.97517693,0.19140497,0.15413454
-5.29764882,3.69153528,0.03510249,0.61240927,0.05993023,1.65588677,2.34177946,0.99084969,0.19232103,0.15233029
-5.29164582,3.73824324,0.03474066,0.62686012,0.06141884,1.67328795,2.38169001,1.00879737,0.19362228,0.15073726
-5.28564282,3.79186466,0.03442561,0.64266039,0.06307128,1.69359220,2.42619865,1.02888356,0.19530227,0.14938571
-5.27963982,3.85209033,0.03416165,0.65965546,0.06488159,1.71675828,2.47507800,1.05090575,0.19734502,0.14830079
-5.27363682,3.91837977,0.03395129,0.67764694,0.06683846,1.74263930,2.52791744,1.07459052,0.19972359,0.14750079
-5.26763382,3.98994522,0.03379506,0.69639166,0.06892481,1.77097455,2.58411501,1.09959202,0.20239919,0.14699549
-5.26163082,4.06574736,0.03369133,0.71560297,0.07111764,1.80138666,2.64287812,1.12549417,0.20532090,0.14678507
-5.25562781,4.14450413,0.03363634,0.73495446,0.07338813,1.83338457,2.70323345,1.15181670,0.20842601,0.14685927
-5.24962481,4.22471250,0.03362422,0.75408596,0.07570198,1.86637235,2.76404621,1.17802492,0.21164113,0.14719721
-5.24362181,4.30468301,0.03364720,0.77261188,0.07802007,1.89966369,2.82404806,1.20354300,0.21488391,0.14776757
-5.23761881,4.38258549,0.03369586,0.79013147,0.08029938,1.93250145,2.88187284,1.22777025,0.21806540,0.14852934
-5.23161581,4.45650431,0.03375945,0.80624055,0.08249407,1.96408146,2.93609858,1.25009959,0.22109284,0.14943303
-5.22561281,4.52450050,0.03382637,0.82054438,0.08455683,1.99357951,2.98529400,1.26993763,0.22387288,0.15042223
-5.21960980,4.58467808,0.03388462,0.83267091,0.08644039,2.02018013,3.02806756,1.28672523,0.22631492,0.15143554
-5.21360680,4.63525131,0.03392229,0.84228391,0.08809902,2.04310612,3.06311683,1.29995767,0.22833452,0.15240868
-5.20760380,4.67460998,0.03392807,0.84909538,0.08949023,2.06164713,3.08927589,1.30920354,0.22985666,0.15327673
-5.20160080,4.70137954,0.03389181,0.85287658,0.09057624,2.07518619,3.10555884,1.31412142,0.23081857,0.15397642
-5.19559780,4.71447344,0.03380495,0.85346728,0.09132553,2.08322300,3.11119729,1.31447367,0.23117226,0.15444825
-5.18959480,4.71313540,0.03366093,0.85078266,0.09171408,2.08539282,3.10567029,1.31013662,0.23088627,0.15463855
-5.18359180,4.69696965,0.03345560,0.84481772,0.09172654,2.08148034,3.08872542,1.30110677,0.22994688,0.15450113
-5.17758879,4.66595811,0.03318742,0.83564879,0.09135697,2.07142785,3.06039011,1.28750286,0.22835847,0.15399873
-5.17158579,4.62046371,0.03285772,0.82343224,0.09060943,2.05533764,3.02097276,1.26956353,0.22614319,0.15310400
-5.16558279,4.56122006,0.03247068,0.80840030,0.08949814,2.03346839,2.97105371,1.24764097,0.22333987,0.15180009
-5.15957979,4.48930796,0.03203340,0.79085429,0.08804736,2.00622608,2.91146651,1.22219059,0.22000229,0.15008090
-5.15357679,4.40611993,0.03155570,0.77115538,0.08629089,1.97414969,2.84327031,1.19375740,0.21619687,0.14795079
-5.14757379,4.31331448,0.03104992,0.74971343,0.08427132,1.93789261,2.76771456,1.16295955,0.21199986,0.14542406
-5.14157079,4.21276189,0.03053060,0.72697410,0.08203885,1.89820043,2.68619764,1.13046969,0.20749432,0.14252400
-5.13556778,4.10648400,0.03001402,0.70340503,0.07965004,1.85588616,2.60022098,1.09699483,0.20276682,0.13928172
-5.12956478,3.99659015,0.02951779,0.67948131,0.07716616,1.81180387,2.51134062,1.06325556,0.19790420,0.13573476
-5.12356178,3.88521181,0.02906025,0.65567096,0.07465152,1.76682181,2.42111810,1.02996515,0.19299043,0.13192556
-5.11755878,3.77443833,0.02865991,0.63242085,0.07217164,1.72179596,2.33107255,0.99780936,0.18810374,0.12789988
-5.11155578,3.66625579,0.02833486,0.61014361,0.06979132,1.67754493,2.24263575,0.96742752,0.18331410,0.12370522
-5.10555278,3.56249120,0.02810215,0.58920584,0.06757287,1.63482703,2.15711182,0.93939543,0.17868116,0.11938931
-5.09954977,3.46476355,0.02797716,0.56991815,0.06557425,1.59432026,2.07564284,0.91421050,0.17425276,0.11499873
-5.09354677,3.37444320,0.02797310,0.55252727,0.06384742,1.55660563,1.99918156,0.89227965,0.17006395,0.11057768
-5.08754377,3.29262060,0.02810046,0.53721040,0.06243685,1.52215435,1.92847196,0.87391002,0.16613661,0.10616699
-5.08154077,3.22008503,0.02836658,0.52407203,0.06137819,1.49131901,1.86403815,0.85930294,0.16247962,0.10180334
-5.07553777,3.15731358,0.02877527,0.51314331,0.06069725,1.46432890,1.80618159,0.84855098,0.15908956,0.09751872
-5.06953477,3.10447051,0.02932659,0.50438378,0.06040918,1.44128945,1.75498657,0.84163836,0.15595185,0.09334009
-5.06353177,3.06141645,0.03001667,0.49768559,0.06051801,1.42218553,1.71033326,0.83844448,0.15304232,0.08928931
-5.05752876,3.02772693,0.03083766,0.49287977,0.06101644,1.40688844,1.67191757,0.83875039,0.15032903,0.08538326
-5.05152576,3.00271929,0.03177782,0.48974449,0.06188595,1.39516613,1.63927668,0.84224816,0.14777438,0.08163414
-5.04552276,2.98548682,0.03282172,0.48801488,0.06309730,1.38669623,1.61181906,0.84855267,0.14533724,0.07804986
-5.03951976,2.97493895,0.03395054,0.48739405,0.06461119,1.38108146,1.58885753,0.85721553,0.14297523,0.07463460
-5.03351676,2.96984593,0.03514250,0.48756491,0.06637934,1.37786677,1.56964396,0.86774069,0.14064685,0.07138948
-5.02751376,2.96888665,0.03637334,0.48820233,0.06834578,1.37655767,1.55340404,0.87960131,0.13831354,0.06831312
-5.02151076,2.97069786,0.03761698,0.48898526,0.07044836,1.37663931,1.53937100,0.89225731,0.13594150,0.06540242
-5.01550775,2.97392341,0.03884611,0.48960828,0.07262052,1.37759547,1.52681668,0.90517304,0.13350326,0.06265314
-5.00950475,2.97726181,0.04003298,0.48979224,0.07479310,1.37892720,1.51507917,0.91783458,0.13097904,0.06006060
-5.00350175,2.97951073,0.04115007,0.48929365,0.07689638,1.38017028,1.50358592,0.92976599,0.12835761,0.05762016
-4.99749875,2.97960713,0.04217089,0.48791237,0.07886206,1.38091120,1.49187186,0.94054409,0.12563704,0.05532780
-4.99149575,2.97666160,0.04307069,0.48549758,0.08062524,1.38080105,1.47959190,0.94981109,0.12282487,0.05318050
-4.98549275,2.96998611,0.04382709,0.48195163,0.08212629,1.37956698,1.46652787,0.95728484,0.11993814,0.05117656
-4.97948974,2.95911412,0.04442081,0.47723185,0.08331265,1.37702082,1.45258984,0.96276607,0.11700297,0.04931587
-4.97348674,2.94381255,0.04483609,0.47135024,0.08414028,1.37306451,1.43781215,0.96614262,0.11405386,0.04760001
-4.96748374,2.92408513,0.04506119,0.46437112,0.08457493,1.36769228,1.42234450,0.96739022,0.11113278,0.04603231
-4.96148074,2.90016707,0.04508867,0.45640692,0.08459308,1.36098930,1.40643891,0.96657005,0.10828790,0.04461776
-4.95547774,2.87251125,0.04491561,0.44761233,0.08418249,1.35312680,1.39043298,0.96382300,0.10557217,0.04336285
-4.94947474,2.84176623,0.04454360,0.43817701,0.08334243,1.34435395,1.37473043,0.95936089,0.10304174,0.04227530
-4.94347174,2.80874696,0.04397867,0.42831726,0.08208345,1.33498633,1.35977960,0.95345508,0.10075416,0.04136373
-4.93746873,2.77439901,0.04323105,0.41826692,0.08042686,1.32539176,1.34605075,0.94642282,0.09876653,0.04063714
-4.93146573,2.73975780,0.04231482,0.40826801,0.07840381,1.31597363,1.33401303,0.93861195,0.09713360,0.04010443
-4.92546273,2.70590394,0.04124741,0.39856115,0.07605410,1.30715245,1.32411175,0.93038471,0.09590576,0.03977379
-4.91945973,2.67391676,0.04004900,0.38937654,0.07342467,1.29934629,1.31674679,0.92210104,0.09512722,0.03965206
-4.91345673,2.64482742,0.03874190,0.38092546,0.07056802,1.29295084,1.31225283,0.91410245,0.09483408,0.03974405
-4.90745373,2.61957377,0.03734978,0.37339273,0.06754033,1.28832002,1.31088198,0.90669693,0.09505275,0.04005189
-4.90145073,2.59895864,0.03589699,0.36693051,0.06439975,1.28574782,1.31278945,0.90014554,0.09579841,0.04057438
-4.89544772,2.58361357,0.03440776,0.36165338,0.06120452,1.28545252,1.31802272,0.89465148,0.09707383,0.04130648
-4.88944472,2.57396951,0.03290553,0.35763515,0.05801136,1.28756374,1.32651472,0.89035194,0.09886850,0.04223879
-4.88344172,2.57023598,0.03141230,0.35490728,0.05487388,1.29211335,1.33808129,0.88731317,0.10115816,0.04335725
-4.87743872,2.57238993,0.02994800,0.35345915,0.05184135,1.29903068,1.35242324,0.88552905,0.10390476,0.04464302
-4.87143572,2.58017497,0.02853010,0.35323998,0.04895765,1.30814239,1.36913306,0.88492318,0.10705689,0.04607245
-4.86543272,2.59311144,0.02717321,0.35416249,0.04626052,1.31917732,1.38770624,0.88535443,0.11055076,0.04761739
-4.85942971,2.61051696,0.02588887,0.35610813,0.04378118,1.33177626,1.40755704,0.88662580,0.11431164,0.04924564
-4.85342671,2.63153709,0.02468546,0.35893359,0.04154422,1.34550629,1.42803825,0.88849600,0.11825581,0.05092164
-4.84742371,2.65518472,0.02356823,0.36247844,0.03956778,1.35987920,1.44846429,0.89069343,0.12229299,0.05260736
-4.84142071,2.68038674,0.02253948,0.36657355,0.03786398,1.37437333,1.46813702,0.89293181,0.12632905,0.05426336
-4.83541771,2.70603575,0.02159881,0.37105001,0.03643965,1.38845764,1.48637312,0.89492667,0.13026914,0.05585005
-4.82941471,2.73104466,0.02074351,0.37574802,0.03529711,1.40161718,1.50253204,0.89641209,0.13402085,0.05732893
-4.82341171,2.75440138,0.01996896,0.38052552,0.03443517,1.41337843,1.51604328,0.89715662,0.13749754,0.05866393
-4.81740870,2.77522113,0.01926913,0.38526605,0.03385014,1.42333345,1.52643181,0.89697784,0.14062143,0.05982277
-4.81140570,2.79279341,0.01863708,0.38988551,0.03353678,1.43116143,1.53334030,0.89575459,0.14332656,0.06077810
-4.80540270,2.80662157,0.01806543,0.39433745,0.03348932,1.43664663,1.53654722,0.89343649,0.14556132,0.06150863
-4.79939970,2.81645249,0.01754683,0.39861660,0.03370218,1.43969156,1.53597966,0.89004995,0.14729044,0.06199990
-4.79339670,2.82229500,0.01707439,0.40276043,0.03417072,1.44032480,1.53172030,0.88570055,0.14849640,0.06224494
-4.78739370,2.82442582,0.01664204,0.40684862,0.03489161,1.43870278,1.52400798,0.88057156,0.14918014,0.06224454
-4.78139070,2.82338258,0.01624477,0.41100041,0.03586315,1.43510563,1.51323182,0.87491852,0.14936108,0.06200724
-4.77538769,2.81994429,0.01587884,0.41536986,0.03708528,1.42992690,1.49991900,0.86906024,0.14907633,0.06154902
-4.76938469,2.81510005,0.01554188,0.42013931,0.03855936,1.42365804,1.48471688,0.86336658,0.14837928,0.06089267
-4.76338169,2.81000767,0.01523294,0.42551126,0.04028788,1.41686804,1.46837015,0.85824356,0.14733754,0.06006693
-4.75737869,2.80594430,0.01495237,0.43169906,0.04227384,1.41017960,1.45169427,0.85411648,0.14603032,0.05910534
-4.75137569,2.80425170,0.01470176,0.43891692,0.04452021,1.40424286,1.43554644,0.85141205,0.14454552,0.05804496
-4.74537269,2.80627883,0.01448377,0.44736959,0.04702914,1.39970819,1.42079548,0.85054014,0.14297650,0.05692501
-4.73936968,2.81332503,0.01430187,0.45724249,0.04980126,1.39719945,1.40829222,0.85187633,0.14141879,0.05578540
-4.73336668,2.82658638,0.01416017,0.46869257,0.05283504,1.39728899,1.39884167,0.85574590,0.13996690,0.05466535
-4.72736368,2.84710816,0.01406313,0.48184043,0.05612613,1.40047579,1.39317839,0.86241022,0.13871133,0.05360205
-4.72136068,2.87574553,0.01401539,0.49676420,0.05966698,1.40716774,1.39194587,0.87205599,0.13773591,0.05262952
-4.71535768,2.91313432,0.01402153,0.51349539,0.06344647,1.41766884,1.39568094,0.88478808,0.13711567,0.05177762
-4.70935468,2.95967284,0.01408589,0.53201686,0.06744982,1.43217178,1.40480347,0.90062604,0.13691509,0.05107132
-4.70335168,3.01551539,0.01421242,0.55226316,0.07165870,1.45075613,1.41961156,0.91950444,0.13718705,0.05053017
-4.69734867,3.08057690,0.01440456,0.57412290,0.07605144,1.47339199,1.44028193,0.94127701,0.13797220,0.05016806
-4.69134567,3.15454800,0.01466516,0.59744315,0.08060351,1.49994842,1.46687499,0.96572410,0.13929887,0.04999318
-4.68534267,3.23691886,0.01499642,0.62203554,0.08528802,1.53020616,1.49934383,0.99256307,0.14118348,0.05000826
-4.67933967,3.32700977,0.01539984,0.64768350,0.09007637,1.56387343,1.53754614,1.02146086,0.14363123,0.05021090
-4.67333667,3.42400629,0.01587623,0.67415037,0.09493893,1.60060384,1.58125792,1.05204803,0.14663708,0.05059413
-4.66733367,3.52699637,0.01642567,0.70118762,0.09984567,1.64001513,1.63018801,1.08393342,0.15018689,0.05114704
-4.66133067,3.63500715,0.01704752,0.72854302,0.10476677,1.68170763,1.68399226,1.11671865,0.15425855,0.05185543
-4.65532766,3.74703911,0.01774039,0.75596792,0.10967306,1.72528135,1.74228656,1.15001160,0.15882322,0.05270253
-4.64932466,3.86209583,0.01850217,0.78322349,0.11453636,1.77035072,1.80465789,1.18343828,0.16384622,0.05366967
-4.64332166,3.97920782,0.01932998,0.81008560,0.11932968,1.81655642,1.87067317,1.21665248,0.16928803,0.05473692
