energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.81990995,3.21936128,-3.17949618,0.01716883,-0.01670931,0.17802238,-0.17478199,1.23270206,-1.21786991,0.60388260,-0.59451134,0.02145851,-0.02081506,1.83166355,-1.80941371,0.91352352,-0.90779967,0.19466752,-0.19381476
-5.81390695,3.13416585,-3.09175662,0.01637082,-0.01587493,0.17701669,-0.17366101,1.21273874,-1.19677679,0.58714750,-0.57758428,0.02013044,-0.01948797,1.77998021,-1.75627198,0.89014972,-0.88359298,0.18917245,-0.18808572
-5.80790395,3.03773997,-2.99345014,0.01552483,-0.01499887,0.17513732,-0.17169684,1.18728829,-1.17044655,0.56852757,-0.55887619,0.01878588,-0.01815141,1.72212277,-1.69734809,0.86351477,-0.85630195,0.18309050,-0.18181293
-5.80190095,2.93154959,-2.88605287,0.01464134,-0.01409190,0.17240885,-0.16891383,1.15677748,-1.13931679,0.54830642,-0.53866634,0.01743975,-0.01681958,1.65898533,-1.63354349,0.83406638,-0.82638188,0.17651311,-0.17508923
-5.79589795,2.81718810,-2.77115090,0.01373103,-0.01316488,0.16886960,-0.16534906,1.12170902,-1.10389400,0.52678918,-0.51725249,0.01610601,-0.01550567,1.59152911,-1.56581667,0.80229107,-0.79432184,0.16953766,-0.16801231
-5.78989495,2.69634317,-2.65040757,0.01280459,-0.01222848,0.16457130,-0.16105209,1.08265036,-1.06474252,0.50429669,-0.49494517,0.01479746,-0.01422163,1.52076175,-1.49516289,0.76870306,-0.76063369,0.16226556,-0.16068281
-5.78389195,2.57076175,-2.52552966,0.01187246,-0.01129302,0.15957842,-0.15608429,1.04022112,-1.02247240,0.48115935,-0.47206185,0.01352558,-0.01297810,1.44771587,-1.42259330,0.73383278,-0.72584083,0.15480029,-0.15320240
-5.77788894,2.44221434,-2.39823320,0.01094465,-0.01036821,0.15396720,-0.15051796,0.99507949,-0.97772633,0.45771094,-0.44892094,0.01230040,-0.01178427,1.37342730,-1.34911415,0.69821508,-0.69046691,0.14724535,-0.14567179
-5.77188594,2.31245943,-2.27020991,0.01003054,-0.00946305,0.14782449,-0.14443528,0.94790788,-0.93116614,0.43428243,-0.42583606,0.01113041,-0.01064782,1.29891367,-1.27570659,0.66237772,-0.65502471,0.13970215,-0.13818882
-5.76588294,2.18320886,-2.14309498,0.00913871,-0.00858560,0.14124618,-0.13792685,0.89939836,-0.88345910,0.41119603,-0.40311045,0.01002255,-0.00957491,1.22515389,-1.20330744,0.62683015,-0.62000574,0.13226805,-0.13084658
-5.75987994,2.05609525,-2.01843695,0.00827682,-0.00774291,0.13433561,-0.13109026,0.85023804,-0.83526440,0.38875960,-0.38103186,0.00898221,-0.00857021,1.15306903,-1.13279158,0.59205310,-0.58587040,0.12503446,-0.12373163
-5.75387694,1.93264204,-1.89767050,0.00745146,-0.00694091,0.12720166,-0.12402827,0.80109499,-0.78722002,0.36726150,-0.35986786,0.00801323,-0.00763693,1.08350510,-1.06495624,0.55848913,-0.55303930,0.11808501,-0.11692245
-5.74787394,1.81423702,-1.78209262,0.00666814,-0.00618438,0.11995677,-0.11684710,0.75260491,-0.73993045,0.34696608,-0.33986190,0.00711802,-0.00677688,1.01721808,-1.00050759,0.52653430,-0.52188567,0.11149411,-0.11048804
-5.74187094,1.70210992,-1.67284287,0.00593119,-0.00547693,0.11271491,-0.10965448,0.70535886,-0.69395545,0.32810990,-0.32123003,0.00629766,-0.00599064,0.95486165,-0.94004985,0.49653130,-0.49272914,0.10532555,-0.10448679
-5.73586793,1.59731455,-1.57088796,0.00524382,-0.00482100,0.10558955,-0.10255779,0.65989249,-0.64980009,0.31089867,-0.30415839,0.00555197,-0.00527763,0.89697777,-0.88407726,0.46876399,-0.46583101,0.09963156,-0.09896563
-5.72986493,1.50071590,-1.47701111,0.00460810,-0.00421795,0.09869163,-0.09566224,0.61667688,-0.60790638,0.29550514,-0.28880162,0.00487968,-0.00463626,0.84399037,-0.83296899,0.44345372,-0.44139103,0.09445211,-0.09395951
-5.72386193,1.41298239,-1.39180633,0.00402504,-0.00366812,0.09212767,-0.08906913,0.57611129,-0.56864671,0.28206781,-0.27528213,0.00427861,-0.00406408,0.79620229,-0.78698707,0.42075720,-0.41954588,0.08981458,-0.08949120
-5.71785893,1.33458351,-1.31567776,0.00349467,-0.00317091,0.08599805,-0.08287429,0.53851799,-0.53231906,0.27069054,-0.26369021,0.00374577,-0.00355792,0.75379536,-0.74627741,0.40076621,-0.40036925,0.08573380,-0.08557145
-5.71185593,1.26579258,-1.24884382,0.00301616,-0.00272495,0.08039547,-0.07716666,0.50413913,-0.49914436,0.26144309,-0.25408502,0.00327753,-0.00311406,0.71683378,-0.71087371,0.38350900,-0.38387356,0.08221249,-0.08219950
-5.70585293,1.20669475,-1.19134627,0.00258791,-0.00232817,0.07540365,-0.07202714,0.47313594,-0.46926582,0.25436251,-0.24649639,0.00286979,-0.00272837,0.68527041,-0.68070437,0.36895333,-0.37001324,0.07924204,-0.07936395
-5.69984992,1.15719965,-1.14306359,0.00220770,-0.00197795,0.07109632,-0.06752768,0.44558999,-0.44275031,0.24945528,-0.24092735,0.00251812,-0.00239641,0.65895597,-0.65560186,0.35701111,-0.35868953,0.07680362,-0.07704391
-5.69384692,1.11705847,-1.10372840,0.00187281,-0.00167126,0.06753650,-0.06373060,0.42150657,-0.41959174,0.24670021,-0.23735722,0.00221786,-0.00211360,0.63765072,-0.63531456,0.34754438,-0.34975659,0.07486963,-0.07521051
-5.68784392,1.08588472,-1.07294828,0.00158014,-0.00140479,0.06477604,-0.06068822,0.40081998,-0.39971627,0.24605203,-0.23574533,0.00196429,-0.00187531,0.62103826,-0.61952050,0.34037262,-0.34302875,0.07340540,-0.07382858
-5.68184092,1.06317823,-1.05022934,0.00132635,-0.00117505,0.06285555,-0.05844272,0.38340060,-0.38298918,0.24744538,-0.23603505,0.00175268,-0.00167696,0.60874113,-0.60784269,0.33528101,-0.33828875,0.07237113,-0.07285857
-5.67583792,1.04835134,-1.03500180,0.00110794,-0.00097847,0.06180455,-0.05702627,0.36906338,-0.36922318,0.25079934,-0.23815805,0.00157845,-0.00151410,0.60033755,-0.59986557,0.33202939,-0.33529662,0.07172390,-0.07225858
-5.66983492,1.04075687,-1.02664677,0.00092141,-0.00081153,0.06164204,-0.05646145,0.35757757,-0.35818783,0.25602225,-0.24203882,0.00143717,-0.00138249,0.59537896,-0.59515199,0.33036177,-0.33379899,0.07141983,-0.07198636
-5.66383192,1.03971656,-1.02452341,0.00076326,-0.00067078,0.06237722,-0.05676180,0.34867730,-0.34961983,0.26301668,-0.24759905,0.00132469,-0.00127814,0.59340768,-0.59326028,0.33001596,-0.33353852,0.07141618,-0.07200145
-5.65782891,1.04454959,-1.02799562,0.00063015,-0.00055295,0.06401064,-0.05793272,0.34207268,-0.34323383,0.27168453,-0.25476201,0.00123714,-0.00119739,0.59397423,-0.59376083,0.33073308,-0.33426316,0.07167335,-0.07226702
-5.65182591,1.05459996,-1.03645739,0.00051888,-0.00045499,0.06653548,-0.05997249,0.33746106,-0.33873335,0.28193210,-0.26345667,0.00117100,-0.00113687,0.59665370,-0.59625162,0.33226656,-0.33573487,0.07215678,-0.07275165
-5.64582291,1.06926212,-1.04935620,0.00042650,-0.00037406,0.06993913,-0.06287344,0.33453814,-0.33582155,0.29367506,-0.27362161,0.00112309,-0.00109361,0.60106073,-0.60037236,0.33439050,-0.33773759,0.07283852,-0.07343083
-5.63981991,1.08800408,-1.06621363,0.00035027,-0.00030761,0.07420491,-0.06662337,0.33300856,-0.33421146,0.30684310,-0.28520847,0.00109063,-0.00106498,0.60686262,-0.60581654,0.33690689,-0.34008417,0.07369857,-0.07428808
-5.63381691,1.11038719,-1.08664268,0.00028775,-0.00025335,0.07931398,-0.07120705,0.33259559,-0.33363538,0.32138433,-0.29818519,0.00107119,-0.00104871,0.61379006,-0.61234128,0.33965172,-0.34262207,0.07472580,-0.07531585
-5.62781391,1.13608223,-1.11036138,0.00023674,-0.00020925,0.08524731,-0.07660777,0.33304978,-0.33385317,0.33726919,-0.31253861,0.00106272,-0.00104292,0.62164535,-0.61977451,0.34249954,-0.34523751,0.07591856,-0.07651583
-5.62181091,1.16488110,-1.13720211,0.00019532,-0.00017355,0.09198760,-0.08280903,0.33415620,-0.33465916,0.35449376,-0.32827676,0.00106355,-0.00104604,0.63030771,-0.62801939,0.34536650,-0.34785816,0.07728476,-0.07789903
-5.61580790,1.19670395,-1.16711681,0.00016181,-0.00014474,0.09952126,-0.08979615,0.33574008,-0.33588758,0.37308239,-0.34543059,0.00107233,-0.00105687,0.63973565,-0.63705577,0.34821176,-0.35045409,0.07884163,-0.07948533
-5.60980490,1.23160131,-1.20017751,0.00013478,-0.00012154,0.10784006,-0.09755791,0.33767083,-0.33741625,0.39308949,-0.36405509,0.00108804,-0.00107449,0.64996624,-0.64693877,0.35103717,-0.35303719,0.08061496,-0.08130265
-5.60380190,1.26975129,-1.23657260,0.00011301,-0.00010286,0.11694266,-0.10608793,0.33986415,-0.33916856,0.41460026,-0.38422983,0.00110998,-0.00109829,0.66111144,-0.65779451,0.35388533,-0.35565888,0.08263809,-0.08338579
-5.59779890,1.31145173,-1.27659870,0.00009549,-0.00008782,0.12683567,-0.11538596,0.34228240,-0.34111363,0.43773032,-0.40605872,0.00113768,-0.00112790,0.67335166,-0.66981329,0.35683618,-0.35840643,0.08495038,-0.08577495
-5.59179590,1.35710748,-1.32064846,0.00008140,-0.00007569,0.13753420,-0.12545880,0.34493310,-0.34326477,0.46262394,-0.42966900,0.00117095,-0.00116317,0.68692670,-0.68324032,0.36000217,-0.36139795,0.08759557,-0.08851392
-5.58579290,1.40721301,-1.36919456,0.00007003,-0.00006587,0.14906193,-0.13632076,0.34786578,-0.34567632,0.48945090,-0.45520919,0.00120976,-0.00120416,0.70212440,-0.69836453,0.36352226,-0.36477628,0.09061973,-0.09164818
-5.57978989,1.46233086,-1.42277029,0.00006084,-0.00005790,0.16145036,-0.14799371,0.35116717,-0.34843890,0.51840165,-0.48284594,0.00125428,-0.00125107,0.71926753,-0.71550566,0.36755501,-0.36870209,0.09406925,-0.09522279
-5.57378689,1.52306621,-1.48194705,0.00005341,-0.00005142,0.17473739,-0.16050651,0.35495505,-0.35167348,0.54968086,-0.51275970,0.00130480,-0.00130423,0.73869919,-0.73500026,0.37227103,-0.37334635,0.09798857,-0.09928034
-5.56778389,1.59003831,-1.54730943,0.00004737,-0.00004613,0.18896511,-0.17389373,0.35937094,-0.35552422,0.58349921,-0.54513897,0.00136172,-0.00136406,0.76076722,-0.75718683,0.37784503,-0.37888252,0.10241805,-0.10385886
-5.56178089,1.66384950,-1.61942814,0.00004247,-0.00004181,0.20417674,-0.18819372,0.36457188,-0.36015061,0.62006365,-0.58017313,0.00142549,-0.00143105,0.78580819,-0.78239072,0.38444780,-0.38547880,0.10739187,-0.10898983
-5.55577789,1.74505246,-1.69883155,0.00003851,-0.00003832,0.22041292,-0.20344593,0.37072155,-0.36571894,0.65956595,-0.61804383,0.00149661,-0.00150570,0.81413132,-0.81090905,0.39223833,-0.39329047,0.11293607,-0.11469643
-5.54977489,1.83411675,-1.78597640,0.00003534,-0.00003553,0.23770726,-0.21968753,0.37798115,-0.37239353,0.70217020,-0.65891495,0.00157560,-0.00158855,0.84600292,-0.84299625,0.40135641,-0.40245290,0.11906680,-0.12099198
-5.54377189,1.93139549,-1.88121831,0.00003286,-0.00003335,0.25608144,-0.23694936,0.38650024,-0.38032795,0.74799920,-0.70292139,0.00166297,-0.00168010,0.88163165,-0.87885037,0.41191588,-0.41307503,0.12578886,-0.12787856
-5.53776888,2.03709335,-1.98478289,0.00003098,-0.00003175,0.27553997,-0.25525141,0.39640786,-0.38965650,0.79712049,-0.75015677,0.00175919,-0.00178085,0.92115517,-0.91860064,0.42399866,-0.42523386,0.13309456,-0.13534609
-5.53176588,2.15123672,-2.09673817,0.00002968,-0.00003071,0.29606489,-0.27459790,0.40780425,-0.40048624,0.84953243,-0.80066057,0.00186472,-0.00189124,0.96462835,-0.96229655,0.43764982,-0.43896983,0.14096283,-0.14337157
-5.52576288,2.27364745,-2.21696934,0.00002894,-0.00003021,0.31761062,-0.29497222,0.42075351,-0.41288980,0.90515099,-0.85440517,0.00197996,-0.00201167,1.01201354,-1.00989859,0.45287373,-0.45428321,0.14935877,-0.15191871
-5.51975988,2.40392097,-2.34515653,0.00002877,-0.00003029,0.34009938,-0.31633193,0.43527728,-0.42689915,0.96379797,-0.91128332,0.00210530,-0.00214254,1.06317305,-1.06127113,0.46963132,-0.47113165,0.15823354,-0.16093788
-5.51375688,2.54141012,-2.48075683,0.00002919,-0.00003100,0.36341727,-0.33860419,0.45134980,-0.44250063,1.02519138,-0.97109674,0.00224106,-0.00228418,1.11786414,-1.11617735,0.48783861,-0.48942879,0.16752456,-0.17036638
-5.50775388,2.68521551,-2.62299132,0.00003028,-0.00003240,0.38741156,-0.36168178,0.46889451,-0.45963133,1.08893858,-1.03354661,0.00238761,-0.00243694,1.17573673,-1.17427664,0.50736632,-0.50904405,0.17715614,-0.18012899
-5.50175088,2.83418336,-2.77083826,0.00003212,-0.00003461,0.41188924,-0.38542012,0.48778232,-0.47817696,1.15453306,-1.09822667,0.00254527,-0.00260119,1.23633393,-1.23512459,0.52804079,-0.52980341,0.18704039,-0.19013885
-5.49574787,2.98691153,-2.92303318,0.00003482,-0.00003775,0.43661719,-0.40963552,0.50783159,-0.49797140,1.22135520,-1.16461956,0.00271444,-0.00277734,1.29909562,-1.29817566,0.54964593,-0.55149134,0.19707847,-0.20029856
-5.48974487,3.14176426,-3.07807691,0.00003854,-0.00004200,0.46132402,-0.43410487,0.52881000,-0.51879792,1.28867753,-1.23209718,0.00289559,-0.00296587,1.36336503,-1.36278874,0.57192638,-0.57385378,0.20716215,-0.21050169
-5.48374187,3.29689588,-3.23425185,0.00004348,-0.00004756,0.48570379,-0.45856702,0.55043825,-0.54039211,1.35567479,-1.29992545,0.00308931,-0.00316742,1.42839852,-1.42823575,0.59459173,-0.59660210,0.21717568,-0.22063439
-5.47773887,3.45028341,-3.38964720,0.00004986,-0.00005470,0.50942150,-0.48272594,0.57239548,-0.56244666,1.42143862,-1.36727382,0.00329632,-0.00338275,1.49337837,-1.49371325,0.61732166,-0.61941806,0.22699788,-0.23057736
-5.47173587,3.59976767,-3.54219290,0.00005798,-0.00006373,0.53212028,-0.50625567,0.59432648,-0.58461763,1.48499701,-1.43322970,0.00351756,-0.00361285,1.55742864,-1.55835710,0.63977224,-0.64195977,0.23650450,-0.24020804
-5.46573287,3.74310224,-3.68970228,0.00006820,-0.00007503,0.55343017,-0.52880704,0.61585036,-0.60653253,1.54533769,-1.49681757,0.00375421,-0.00385896,1.61963378,-1.62126005,0.66158297,-0.66386857,0.24557078,-0.24940304
-5.45972986,3.87800904,-3.82992242,0.00008093,-0.00008905,0.57297808,-0.55001598,0.63657058,-0.62779957,1.60143512,-1.55702247,0.00400771,-0.00412259,1.67905981,-1.68149212,0.68238477,-0.68477668,0.25407419,-0.25804069
-5.45372686,4.00223905,-3.96059130,0.00009667,-0.00010630,0.59039865,-0.56951321,0.65608605,-0.64801833,1.65227994,-1.61281719,0.00427980,-0.00440554,1.73477758,-1.73812325,0.70180858,-0.70431577,0.26189728,-0.26600386
-5.44772386,4.11363646,-4.07950009,0.00011600,-0.00012740,0.60534559,-0.58693487,0.67400288,-0.66679110,1.69690999,-1.66319218,0.00457254,-0.00470994,1.78588756,-1.79024792,0.71949461,-0.72212604,0.26893062,-0.27318282
-5.44172086,4.21020393,-4.18455849,0.00013960,-0.00015304,0.61750303,-0.60193386,0.68994665,-0.68373500,1.73444154,-1.70718721,0.00488830,-0.00503821,1.83154562,-1.83701090,0.73510197,-0.73786584,0.27507575,-0.27947817
-5.43571786,4.29016677,-4.27386098,0.00016825,-0.00018402,0.62659633,-0.61419123,0.70357445,-0.69849409,1.76409957,-1.74392331,0.00522975,-0.00539307,1.87098878,-1.87763347,0.74831838,-0.75122141,0.28024801,-0.28480373
-5.42971486,4.35203339,-4.34575118,0.00020283,-0.00022126,0.63240202,-0.62342727,0.71458662,-0.71075130,1.78524568,-1.77263386,0.00559981,-0.00577747,1.90356027,-1.91143901,0.75886985,-0.76191671,0.28437923,-0.28908926
-5.42371186,4.39464967,-4.39888180,0.00024436,-0.00026576,0.63475624,-0.62941173,0.72273738,-0.72023959,1.79740246,-1.79269315,0.00600159,-0.00619448,1.92873269,-1.93787711,0.76652983,-0.76972270,0.28742014,-0.29228302
-5.41770885,4.41724464,-4.43226716,0.00029399,-0.00031869,0.63356145,-0.63197271,0.72784424,-0.72675195,1.80027321,-1.80364126,0.00643827,-0.00664727,1.94612846,-1.95654501,0.77112764,-0.77446594,0.28934237,-0.29435384
-5.41170585,4.41946542,-4.44532604,0.00035299,-0.00038131,0.62879104,-0.63100389,0.72979553,-0.73014972,1.79375588,-1.80520399,0.00691303,-0.00713891,1.95553639,-1.96720521,0.77255564,-0.77603604,0.29014000,-0.29529285
-5.40570285,4.40139948,-4.43791215,0.00042281,-0.00045506,0.62049158,-0.62646953,0.72855581,-0.73036885,1.77795085,-1.79730674,0.00742886,-0.00767222,1.95692364,-1.96979854,0.77077496,-0.77439146,0.28983050,-0.29511452
-5.39969985,4.36358290,-4.41033080,0.00050505,-0.00054149,0.60878271,-0.61840733,0.72416884,-0.72742380,1.75316179,-1.78008169,0.00798839,-0.00824963,1.95044205,-1.96445143,0.76581924,-0.76956356,0.28845496,-0.29385704
-5.39369685,4.30699370,-4.36334017,0.00060146,-0.00064232,0.59385460,-0.60692864,0.71675794,-0.72140877,1.71988974,-1.75386778,0.00859371,-0.00887296,1.93642842,-1.95147706,0.75779629,-0.76165826,0.28607769,-0.29158201
-5.38769385,4.23303020,-4.29813673,0.00071398,-0.00075944,0.57596317,-0.59221636,0.70652349,-0.71249616,1.67882042,-1.71920344,0.00924619,-0.00954319,1.91539836,-1.93136983,0.74688728,-0.75085536,0.28278492,-0.28837320
-5.38169085,4.14347479,-4.21632508,0.00084474,-0.00089489,0.55542321,-0.57452034,0.69373788,-0.70093219,1.63080543,-1.67681225,0.00994623,-0.01026033,1.88803356,-1.90479299,0.73334342,-0.73740515,0.27868282,-0.28433468
-5.37568784,4.04044432,-4.11987285,0.00099603,-0.00105087,0.53259979,-0.55415071,0.67873775,-0.68702985,1.57683798,-1.62758225,0.01069307,-0.01102313,1.85516276,-1.87255990,0.71748009,-0.72162256,0.27389476,-0.27958806
-5.36968484,3.92632886,-4.01105264,0.00117033,-0.00122977,0.50789833,-0.53146931,0.66191396,-0.67115934,1.51802435,-1.57253966,0.01148466,-0.01182901,1.81773706,-1.83560918,0.69966848,-0.70387862,0.26855790,-0.27426908
-5.36368184,3.80372121,-3.89237303,0.00137029,-0.00143410,0.48175378,-0.50687972,0.64369963,-0.65373648,1.45555202,-1.51281828,0.01231743,-0.01267384,1.77680022,-1.79497492,0.68032509,-0.68458976,0.26281926,-0.26852367
-5.35767884,3.67533994,-3.76650176,0.00159872,-0.00166656,0.45461924,-0.48081626,0.62455663,-0.63520941,1.39065609,-1.44962589,0.01318625,-0.01355193,1.73345532,-1.75175292,0.65989925,-0.66420522,0.25683133,-0.26250351
-5.35167584,3.54394900,-3.63618411,0.00185858,-0.00192996,0.42695471,-0.45373245,0.60496121,-0.61604421,1.32458499,-1.38420902,0.01408436,-0.01445593,1.68882893,-1.70706454,0.63885927,-0.64319294,0.25074753,-0.25636146
-5.34567284,3.41227718,-3.50416008,0.00215292,-0.00222722,0.39921609,-0.42608949,0.58538917,-0.59671006,1.25856720,-1.31781773,0.01500336,-0.01537691,1.64403434,-1.66201949,0.61767770,-0.62202467,0.24471755,-0.25024683
