energy_ev,total_up,Ag_p_up,Ag_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.90395198,8.96128166,1.33746355,4.78578242,2.66344136,0.93315595,0.02507396,0.52215144,0.07232092,2.41208501
-5.89794897,9.04077693,1.35226021,4.83600570,2.68634276,0.93508962,0.02543272,0.52295548,0.07241743,2.43029964
-5.89194597,9.11436710,1.36647615,4.88429318,2.70637515,0.93556790,0.02580432,0.52356333,0.07246198,2.44578487
-5.88594297,9.18063881,1.37981199,4.92994620,2.72281783,0.93449687,0.02618593,0.52391982,0.07244298,2.45808951
-5.87993997,9.23835145,1.39198100,4.97234555,2.73501903,0.93180640,0.02657423,0.52397676,0.07235008,2.46682242
-5.87393697,9.28648923,1.40272048,5.01097979,2.74241405,0.92745432,0.02696540,0.52369548,0.07217474,2.47166637
-5.86793397,9.32430899,1.41180293,5.04547151,2.74454198,0.92143028,0.02735524,0.52304929,0.07191065,2.47239037
-5.86193097,9.35138137,1.41904666,5.07560017,2.74106019,0.91375874,0.02773920,0.52202560,0.07155413,2.46886017
-5.85592796,9.36762309,1.42432520,5.10132024,2.73175619,0.90450123,0.02811250,0.52062763,0.07110438,2.46104617
-5.84992496,9.37331871,1.42757524,5.12277373,2.71655620,0.89375735,0.02847024,0.51887561,0.07056370,2.44902846
-5.84392196,9.36913013,1.42880262,5.14029610,2.69553003,0.88166466,0.02880749,0.51680736,0.06993755,2.43299857
-5.83791896,9.35609300,1.42808605,5.15441510,2.66889196,0.86839720,0.02911949,0.51447825,0.06923444,2.41325771
-5.83191596,9.33559968,1.42557839,5.16584224,2.63699725,0.85416271,0.02940169,0.51196046,0.06846584,2.39021135
-5.82591296,9.30936871,1.42150528,5.17545701,2.60033439,0.83919857,0.02964994,0.50934158,0.06764584,2.36436036
-5.81990995,9.27940176,1.41616105,5.18428418,2.55951299,0.82376651,0.02986056,0.50672254,0.06679079,2.33628862
-5.81390695,9.24792910,1.40990213,5.19346495,2.51524772,0.80814640,0.03003044,0.50421511,0.06591883,2.30664768
-5.80790395,9.21734554,1.40313792,5.20422287,2.46833859,0.79262912,0.03015712,0.50193876,0.06504940,2.27613882
-5.80190095,9.19013877,1.39631950,5.21782571,2.41964807,0.77750891,0.03023884,0.50001730,0.06420263,2.24549306
-5.79589795,9.16881265,1.38992651,5.23554459,2.37007599,0.76307544,0.03027456,0.49857522,0.06339878,2.21544978
-5.78989495,9.15580798,1.38445261,5.25861174,2.32053271,0.74960581,0.03026394,0.49773387,0.06265767,2.18673465
-5.78389195,9.15342337,1.38038989,5.28817837,2.27191167,0.73735683,0.03020736,0.49760771,0.06199811,2.16003767
-5.77788894,9.16373876,1.37821295,5.32527402,2.22506209,0.72655780,0.03010582,0.49830061,0.06143733,2.13599194
-5.77188594,9.18854413,1.37836291,5.37076855,2.18076290,0.71740405,0.02996091,0.49990241,0.06099054,2.11515389
-5.76588294,9.22927549,1.38123213,5.42533821,2.13969859,0.71005136,0.02977469,0.50248578,0.06067053,2.09798572
-5.75987994,9.28696020,1.38715001,5.48943640,2.10243810,0.70461154,0.02954966,0.50610348,0.06048724,2.08484037
-5.75387694,9.36217311,1.39637040,5.56327038,2.06941724,0.70114919,0.02928860,0.51078607,0.06044754,2.07594985
-5.74787394,9.45500489,1.40906108,5.64678421,2.04092533,0.69967968,0.02899452,0.51654028,0.06055502,2.07141684
-5.74187094,9.56504349,1.42529573,5.73964865,2.01709666,0.70016849,0.02867055,0.52334782,0.06080982,2.07121031
-5.73586793,9.69136922,1.44504867,5.84125822,1.99790685,0.70253182,0.02831985,0.53116496,0.06120860,2.07516478
-5.72986493,9.83256391,1.46819267,5.95073564,1.98317447,0.70663840,0.02794558,0.53992279,0.06174457,2.08298370
-5.72386193,9.98673397,1.49449997,6.06694360,1.97256764,0.71231251,0.02755078,0.54952812,0.06240759,2.09424652
-5.71785893,10.15154698,1.52364653,6.18850385,1.96561565,0.71933803,0.02713838,0.55986519,0.06318433,2.10841942
-5.71185593,10.32428138,1.55521961,6.31382325,1.96172498,0.72746352,0.02671115,0.57079807,0.06405855,2.12486935
-5.70585293,10.50188805,1.58872834,6.44112644,1.96019931,0.73640810,0.02627172,0.58217383,0.06501140,2.14288103
-5.69984992,10.68106260,1.62361718,6.56849444,1.96026286,0.74586800,0.02582251,0.59382625,0.06602189,2.16167642
-5.69384692,10.85832681,1.65928178,6.69390864,1.96108616,0.75552377,0.02536584,0.60558024,0.06706730,2.18043611
-5.68784392,11.03011726,1.69508680,6.81529900,1.96181352,0.76504786,0.02490385,0.61725668,0.06812376,2.19832210
-5.68184092,11.19287873,1.73038510,6.93059547,1.96159119,0.77411244,0.02443861,0.62867763,0.06916682,2.21450133
-5.67583792,11.34316005,1.76453762,7.03778132,1.95959522,0.78239735,0.02397209,0.63967164,0.07017211,2.22816915
-5.66983492,11.47770936,1.79693321,7.13494676,1.95505818,0.78959795,0.02350620,0.65007920,0.07111595,2.23857229
-5.66383192,11.59356591,1.82700775,7.22034127,1.94729375,0.79543265,0.02304284,0.65975777,0.07197605,2.24503039
-5.65782891,11.68814514,1.85426159,7.29242296,1.93571832,0.79965007,0.02258386,0.66858654,0.07273209,2.24695560
-5.65182591,11.75931420,1.87827484,7.34990307,1.91986898,0.80203541,0.02213114,0.67647039,0.07336632,2.24386950
-5.64582291,11.80545483,1.89871971,7.39178398,1.89941714,0.80241607,0.02168652,0.68334308,0.07386408,2.23541688
-5.63981991,11.82551113,1.91536938,7.41738919,1.87417747,0.80066615,0.02125185,0.68916935,0.07421420,2.22137581
-5.63381691,11.81902023,1.92810312,7.42638386,1.84411189,0.79670981,0.02082894,0.69394583,0.07440927,2.20166376
-5.62781391,11.78612420,1.93690730,7.41878501,1.80932849,0.79052331,0.02041954,0.69770079,0.07444584,2.17633943
-5.62181091,11.72756272,1.94187237,7.39496064,1.77007550,0.78213553,0.02002532,0.70049251,0.07432442,2.14560031
-5.61580790,11.64464648,1.94318601,7.35561783,1.72673075,0.77162717,0.01964784,0.70240654,0.07404933,2.10977601
-5.60980490,11.53921224,1.94112263,7.30177998,1.67978705,0.75912837,0.01928851,0.70355177,0.07362850,2.06931764
-5.60380190,11.41356136,1.93603009,7.23475413,1.62983415,0.74481492,0.01894858,0.70405566,0.07307301,2.02478361
-5.59779890,11.27038443,1.92831404,7.15608972,1.57753809,0.72890328,0.01862910,0.70405870,0.07239664,1.97682248
-5.59179590,11.11267498,1.91842085,7.06753029,1.52361891,0.71164433,0.01833092,0.70370852,0.07161527,1.92615334
-5.58579290,10.94363615,1.90681998,6.97096046,1.46882747,0.69331631,0.01805471,0.70315384,0.07074626,1.87354474
-5.57978989,10.76658414,1.89398664,6.86835021,1.41392255,0.67421698,0.01780092,0.70253865,0.06980782,1.81979274
-5.57378689,10.58485257,1.88038567,6.76169881,1.35964886,0.65465553,0.01756985,0.70199677,0.06881834,1.76569901
-5.56778389,10.40170152,1.86645729,6.65298082,1.30671707,0.63494420,0.01736170,0.70164731,0.06779584,1.71204975
-5.56178089,10.22023490,1.85260540,6.54409615,1.25578622,0.61539027,0.01717656,0.70159093,0.06675744,1.65959618
-5.55577789,10.04332907,1.83918891,6.43682610,1.20744931,0.59628840,0.01701451,0.70190732,0.06571898,1.60903724
-5.54977489,9.87357498,1.82651620,6.33279684,1.16222229,0.57791372,0.01687570,0.70265384,0.06469467,1.56100493
-5.54377189,9.71323532,1.81484298,6.23345127,1.12053659,0.56051583,0.01676035,0.70386539,0.06369697,1.51605282
-5.53776888,9.56421741,1.80437306,6.14002993,1.08273540,0.54431397,0.01666886,0.70555542,0.06273650,1.47464778
-5.53176588,9.42806146,1.79526206,6.05356091,1.04907321,0.52949330,0.01660186,0.70771802,0.06182211,1.43716510
-5.52576288,9.30594341,1.78762314,5.97485846,1.01971850,0.51620256,0.01656020,0.71033075,0.06096105,1.40388684
-5.51975988,9.19869051,1.78153443,5.90452930,0.99475918,0.50455292,0.01654501,0.71335822,0.06015919,1.37500319
-5.51375688,9.10680755,1.77704733,5.84298568,0.97420993,0.49461810,0.01655769,0.71675590,0.05942136,1.35061655
-5.50775388,9.03051118,1.77419486,5.79046364,0.95802122,0.48643562,0.01659986,0.72047408,0.05875163,1.33074780
-5.50175088,8.96976940,1.77299960,5.74704496,0.94608910,0.48000900,0.01667334,0.72446166,0.05815365,1.31534426
-5.49574787,8.92434370,1.77348037,5.71268130,0.93826539,0.47531083,0.01678007,0.72866952,0.05763095,1.30428896
-5.48974487,8.89383104,1.77565732,5.68721886,0.93436751,0.47228643,0.01692198,0.73305323,0.05718721,1.29741048
-5.48374187,8.87770342,1.77955498,5.67042228,0.93418769,0.47085792,0.01710093,0.73757509,0.05682640,1.29449296
-5.47773887,8.87534329,1.78520311,5.66199665,0.93750107,0.47092854,0.01731851,0.74220529,0.05655289,1.29528591
-5.47173587,8.88607330,1.79263546,5.66160663,0.94407242,0.47238700,0.01757597,0.74692216,0.05637147,1.29951329
-5.46573287,8.90917969,1.80188640,5.66889221,0.95366149,0.47511164,0.01787405,0.75171163,0.05628720,1.30688166
-5.45972986,8.94392905,1.81298590,5.68348077,0.96602674,0.47897438,0.01821281,0.75656595,0.05630532,1.31708721
-5.45372686,8.98957877,1.82595330,5.70499551,0.98092781,0.48384423,0.01859157,0.76148178,0.05643091,1.32982157
-5.44772386,9.04538184,1.84079029,5.73306052,0.99812662,0.48959030,0.01900878,0.76645786,0.05666861,1.34477638
-5.44172086,9.11058727,1.85747385,5.76730295,1.01738762,0.49608436,0.01946194,0.77149247,0.05702229,1.36164674
-5.43571786,9.18443727,1.87594959,5.80735303,1.03847724,0.50320284,0.01994755,0.77658085,0.05749467,1.38013362
-5.42971486,9.26616292,1.89612620,5.85284261,1.06116314,0.51082833,0.02046116,0.78171285,0.05808696,1.39994553
-5.42371186,9.35497951,1.91787144,5.90340304,1.08521325,0.51885066,0.02099735,0.78687090,0.05879858,1.42079966
-5.41770885,9.45008317,1.94101000,5.95866302,1.11039519,0.52716757,0.02154985,0.79202863,0.05962690,1.44242260
-5.41170585,9.55064961,1.96532368,6.01824709,1.13647618,0.53568511,0.02211166,0.79714998,0.06056706,1.46455108
-5.40570285,9.65583598,1.99055375,6.08177521,1.16322352,0.54431778,0.02267522,0.80218922,0.06161193,1.48693274
-5.39969985,9.76478599,2.01640563,6.14886355,1.19040596,0.55298858,0.02323259,0.80709149,0.06275212,1.50932712
-5.39369685,9.87663845,2.04255566,6.21912668,1.21779580,0.56162888,0.02377569,0.81179426,0.06397612,1.53150699
-5.38769385,9.99053865,2.06865956,6.29218086,1.24517163,0.57017833,0.02429654,0.81622922,0.06527053,1.55325999
-5.38169085,10.10565187,2.09436220,6.36764818,1.27232171,0.57858471,0.02478754,0.82032472,0.06662038,1.57439049
-5.37568784,10.22117794,2.11930814,6.44516093,1.29904761,0.58680379,0.02524165,0.82400853,0.06800953,1.59472164
-5.36968484,10.33636552,2.14315230,6.52436579,1.32516796,0.59479910,0.02565270,0.82721075,0.06942108,1.61409735
-5.36368184,10.45052493,2.16557028,6.60492709,1.35052190,0.60254177,0.02601551,0.82986658,0.07083787,1.63238409
-5.35767884,10.56303827,2.18626771,6.68652876,1.37497214,0.61001014,0.02632614,0.83191895,0.07224289,1.64947230
-5.35167584,10.67336571,2.20498817,6.76887430,1.39840715,0.61718938,0.02658197,0.83332064,0.07361976,1.66527721
-5.34567284,10.78104743,2.22151930,6.85168489,1.42074249,0.62407091,0.02678178,0.83403600,0.07495308,1.67973894
-5.33966983,10.88570073,2.23569686,6.93469522,1.44192103,0.63065166,0.02692578,0.83404183,0.07622877,1.69282185
-5.33366683,10.98701261,2.24740667,7.01764753,1.46191202,0.63693322,0.02701557,0.83332785,0.07743431,1.70451305
-5.32766383,11.08472824,2.25658440,7.10028425,1.48070917,0.64292085,0.02705409,0.83189622,0.07855892,1.71482024
-5.32166083,11.17863649,2.26321353,7.18233971,1.49832772,0.64862238,0.02704543,0.82976072,0.07959363,1.72376891
-5.31565783,11.26855382,2.26732160,7.26353212,1.51480081,0.65404720,0.02699475,0.82694522,0.08053130,1.73139912
-5.30965483,11.35430800,2.26897538,7.34355628,1.53017548,0.65920520,0.02690801,0.82348186,0.08136657,1.73776225
-5.30365183,11.43572354,2.26827520,7.42207829,1.54450848,0.66410595,0.02679184,0.81940908,0.08209575,1.74291772
-5.29764882,11.51261011,2.26534918,7.49873293,1.55786225,0.66875801,0.02665326,0.81476949,0.08271674,1.74693022
-5.29164582,11.58475558,2.26034754,7.57312426,1.57030150,0.67316867,0.02649948,0.80960800,0.08322885,1.74986749
-5.28564282,11.65192443,2.25343761,7.64483006,1.58189038,0.67734387,0.02633776,0.80397015,0.08363267,1.75179893
-5.27963982,11.71386207,2.24479983,7.71340997,1.59269076,0.68128858,0.02617515,0.79790088,0.08392999,1.75279508
-5.27363682,11.77030500,2.23462476,7.77841712,1.60276127,0.68500744,0.02601842,0.79144383,0.08412369,1.75292802
-5.26763382,11.82099613,2.22311142,7.83941270,1.61215759,0.68850572,0.02587388,0.78464106,0.08421769,1.75227258
-5.26163082,11.86570399,2.21046669,7.89598242,1.62093339,0.69179043,0.02574736,0.77753336,0.08421694,1.75090817
-5.25562781,11.90424425,2.19690561,7.94775374,1.62914202,0.69487157,0.02564408,0.77016099,0.08412738,1.74892097
-5.24962481,11.93650148,2.18265235,7.99441252,1.63683862,0.69776323,0.02556869,0.76256470,0.08395601,1.74640620
-5.24362181,11.96244908,2.16794141,8.03571777,1.64408221,0.70048460,0.02552525,0.75478699,0.08371089,1.74347006
-5.23761881,11.98216526,2.15301857,8.07151309,1.65093747,0.70306064,0.02551720,0.74687337,0.08340110,1.74023103
-5.23161581,11.99584321,2.13814136,8.10173384,1.65747598,0.70552224,0.02554745,0.73887349,0.08303677,1.73682020
-5.22561281,12.00379412,2.12357839,8.12640911,1.66377647,0.70790600,0.02561837,0.73084202,0.08262897,1.73338048
-5.21960980,12.00644207,2.10960753,8.14565830,1.66992396,0.71025337,0.02573181,0.72283897,0.08218962,1.73006433
-5.21360680,12.00431073,2.09651253,8.15968218,1.67600778,0.71260925,0.02588915,0.71492967,0.08173131,1.72703030
-5.20760380,11.99800232,2.08457813,8.16874908,1.68211825,0.71502011,0.02609131,0.70718396,0.08126702,1.72443814
-5.20160080,11.98817013,2.07408369,8.17317715,1.68834242,0.71753174,0.02633871,0.69967493,0.08080992,1.72244298
-5.19559780,11.97548629,2.06529557,8.17331393,1.69475885,0.72018664,0.02663132,0.69247704,0.08037299,1.72118868
-5.18959480,11.96060734,2.05845859,8.16951500,1.70143201,0.72302145,0.02696860,0.68566376,0.07996866,1.72080089
-5.18359180,11.94413997,2.05378702,8.16212331,1.70840653,0.72606435,0.02734951,0.67930495,0.07960850,1.72138026
-5.17758879,11.92660969,2.05145556,8.15145090,1.71570180,0.72933285,0.02777243,0.67346398,0.07930283,1.72299625
-5.17158579,11.90843505,2.05159099,8.13776477,1.72330738,0.73283202,0.02823519,0.66819494,0.07906042,1.72568205
-5.16558279,11.88990943,2.05426483,8.12127797,1.73117966,0.73655333,0.02873503,0.66354000,0.07888823,1.72943098
-5.15957979,11.87119218,2.05948771,8.10214695,1.73924003,0.74047426,0.02926856,0.65952717,0.07879119,1.73419475
-5.15357679,11.85230993,2.06720570,8.08047547,1.74737491,0.74455878,0.02983180,0.65616863,0.07877209,1.73988370
-5.14757379,11.83316826,2.07729910,8.05632496,1.75543768,0.74875859,0.03042016,0.65345965,0.07883154,1.74636925
-5.14157079,11.81357315,2.08958365,8.02973063,1.76325263,0.75301522,0.03102850,0.65137837,0.07896804,1.75348829
-5.13556778,11.79326071,2.10381450,8.00072205,1.77062068,0.75726283,0.03165117,0.64988623,0.07917805,1.76104954
-5.12956478,11.77193302,2.11969251,7.96934679,1.77732670,0.76143155,0.03228205,0.64892935,0.07945624,1.76884127
-5.12356178,11.74929772,2.13687299,7.93569490,1.78314803,0.76545115,0.03291469,0.64844045,0.07979573,1.77664029
-5.11755878,11.72510800,2.15497628,7.89992243,1.78786376,0.76925497,0.03354235,0.64834155,0.08018837,1.78422139
-5.11155578,11.69920035,2.17359977,7.86227171,1.79126429,0.77278358,0.03415817,0.64854702,0.08062507,1.79136683
-5.10555278,11.67152669,2.19233099,7.82308654,1.79316063,0.77598829,0.03475521,0.64896704,0.08109611,1.79787542
-5.09954977,11.64217864,2.21076088,7.78282059,1.79339289,0.77883395,0.03532665,0.64951112,0.08159141,1.80357038
-5.09354677,11.61140138,2.22849700,7.74203788,1.79183758,0.78130109,0.03586585,0.65009162,0.08210081,1.80830593
-5.08754377,11.57959614,2.24517577,7.70140455,1.78841326,0.78338716,0.03636649,0.65062698,0.08261427,1.81197186
-5.08154077,11.54731015,2.26047344,7.66167186,1.78308431,0.78510671,0.03682268,0.65104456,0.08312203,1.81449614
-5.07553777,11.51521468,2.27411521,7.62365101,1.77586250,0.78649063,0.03722904,0.65128293,0.08361467,1.81584528
-5.06953477,11.48407184,2.28588215,7.58818065,1.76680651,0.78758429,0.03758078,0.65129353,0.08408318,1.81602260
-5.06353177,11.45469214,2.29561567,7.55608900,1.75601931,0.78844485,0.03787378,0.65104152,0.08451891,1.81506445
-5.05752876,11.42788515,2.30321936,7.52815236,1.74364355,0.78913775,0.03810462,0.65050595,0.08491351,1.81303475
-5.05152576,11.40440630,2.30865832,7.50505253,1.72985544,0.78973268,0.03827060,0.64967916,0.08525889,1.81001824
-5.04552276,11.38490312,2.31195591,7.48733569,1.71485725,0.79029917,0.03836978,0.64856552,0.08554708,1.80611284
-5.03951976,11.36986439,2.31318838,7.47537514,1.69886896,0.79090220,0.03840095,0.64717955,0.08577017,1.80142166
-5.03351676,11.35957548,2.31247760,7.46934048,1.68211958,0.79159796,0.03836364,0.64554364,0.08592024,1.79604523
-5.02751376,11.35408301,2.30998238,7.46917524,1.66483850,0.79243013,0.03825808,0.64368540,0.08598938,1.79007437
-5.02151076,11.35317149,2.30588894,7.47458465,1.64724730,0.79342688,0.03808517,0.64163497,0.08596970,1.78358424
-5.01550775,11.35635367,2.30040101,7.48503469,1.62955254,0.79459878,0.03784648,0.63942233,0.08585344,1.77662989
-5.00950475,11.36287591,2.29373014,7.49976307,1.61193973,0.79593786,0.03754417,0.63707480,0.08563314,1.76924358
-5.00350175,11.37173874,2.28608673,7.51780179,1.59456880,0.79741769,0.03718103,0.63461495,0.08530184,1.76143412
-4.99749875,11.38173202,2.27767222,7.53801074,1.57757118,0.79899477,0.03676039,0.63205895,0.08485339,1.75318807
-4.99149575,11.39148323,2.26867281,7.55912074,1.56104854,0.80061093,0.03628617,0.62941557,0.08428273,1.74447292
-4.98549275,11.39951641,2.25925495,7.57978415,1.54507309,0.80219675,0.03576281,0.62668570,0.08358622,1.73524176
-4.97948974,11.40431891,2.24956259,7.59863059,1.52968942,0.80367566,0.03519533,0.62386256,0.08276196,1.72543940
-4.97348674,11.40441234,2.23971635,7.61432500,1.51491740,0.80496868,0.03458925,0.62093248,0.08181012,1.71500918
-4.96748374,11.39842393,2.22981432,7.62562515,1.50075605,0.80599924,0.03395064,0.61787619,0.08073315,1.70390022
-4.96148074,11.38515427,2.21993419,7.63143567,1.48718797,0.80669804,0.03328609,0.61467049,0.07953599,1.69207454
-4.95547774,11.36363787,2.21013647,7.63085581,1.47418385,0.80700740,0.03260266,0.61129019,0.07822618,1.67951346
-4.94947474,11.33319295,2.20046832,7.62321860,1.46170691,0.80688507,0.03190787,0.60771011,0.07681383,1.66622291
-4.94347174,11.29345790,2.19096749,7.60811926,1.44971681,0.80630700,0.03120963,0.60390714,0.07531153,1.65223722
-4.93746873,11.24441217,2.18166612,7.58543165,1.43817282,0.80526913,0.03051616,0.59986198,0.07373416,1.63762119
-4.93146573,11.18638078,2.17259399,7.55531204,1.42703612,0.80378794,0.02983590,0.59556062,0.07209855,1.62247011
-4.92546273,11.12002208,2.16378083,7.51818994,1.41627106,0.80189984,0.02917739,0.59099549,0.07042308,1.60690794
-4.91945973,11.04629978,2.15525784,7.47474707,1.40584556,0.79965931,0.02854915,0.58616605,0.06872723,1.59108365
-4.91345673,10.96644095,2.14705805,7.42588537,1.39573057,0.79713613,0.02795951,0.58107896,0.06703101,1.57516591
-4.90745373,10.88188257,2.13921590,7.37268633,1.38589893,0.79441170,0.02741648,0.57574785,0.06535445,1.55933665
-4.90145073,10.79420983,2.13176606,7.31636361,1.37632381,0.79157482,0.02692757,0.57019259,0.06371699,1.54378376
-4.89544772,10.70508966,2.12474176,7.25821182,1.36697701,0.78871716,0.02649968,0.56443839,0.06213702,1.52869352
-4.88944472,10.61620330,2.11817303,7.19955399,1.35782754,0.78592871,0.02613892,0.55851467,0.06063132,1.51424323
-4.88344172,10.52918147,2.11208506,7.14169046,1.34884048,0.78329353,0.02585050,0.55245375,0.05921470,1.50059438
-4.87743872,10.44554527,2.10649693,7.08585163,1.33997667,0.78088596,0.02563865,0.54628972,0.05789966,1.48788698
-4.87143572,10.36665574,2.10142107,7.03315649,1.33119311,0.77876759,0.02550650,0.54005728,0.05669613,1.47623509
-4.86543272,10.29367380,2.09686325,6.98457874,1.32244426,0.77698503,0.02545606,0.53379087,0.05561139,1.46572392
-4.85942971,10.22753197,2.09282342,6.94092130,1.31368409,0.77556860,0.02548817,0.52752392,0.05464997,1.45640850
-4.85342671,10.16891804,2.08929703,6.90279985,1.30486892,0.77453195,0.02560250,0.52128840,0.05381377,1.44831375
-4.84742371,10.11827028,2.08627664,6.87063517,1.29596051,0.77387249,0.02579756,0.51511452,0.05310215,1.44143593
-4.84142071,10.07578309,2.08375365,6.84465376,1.28692947,0.77357253,0.02607074,0.50903062,0.05251212,1.43574513
-4.83541771,10.04142130,2.08171965,6.82489567,1.27775838,0.77360098,0.02641834,0.50306311,0.05203861,1.43118838
-4.82941471,10.01494103,2.08016708,6.81122837,1.26844438,0.77391542,0.02683561,0.49723647,0.05167475,1.42769319
-4.82341171,9.99591506,2.07908904,6.80336496,1.25900095,0.77446431,0.02731680,0.49157317,0.05141207,1.42517102
-4.81740870,9.98376040,2.07847783,6.80088548,1.24945867,0.77518929,0.02785523,0.48609346,0.05124088,1.42352049
-4.81140570,9.97776626,2.07832236,6.80325980,1.23986464,0.77602719,0.02844332,0.48081506,0.05115043,1.42263001
-4.80540270,9.97712091,2.07860432,6.80987085,1.23028070,0.77691193,0.02907266,0.47575265,0.05112921,1.42237974
-4.79939970,9.98093641,2.07929343,6.82003748,1.22078041,0.77777605,0.02973404,0.47091721,0.05116512,1.42264288
-4.79339670,9.98827075,2.08034217,6.83303599,1.21144499,0.77855189,0.03041754,0.46631531,0.05124569,1.42328626
-4.78739370,9.99814745,2.08168032,6.84812038,1.20235850,0.77917259,0.03111257,0.46194833,0.05135819,1.42417050
-4.78139070,10.00957309,2.08321007,6.86454102,1.19360259,0.77957273,0.03180803,0.45781181,0.05148986,1.42514994
-4.77538769,10.02155357,2.08480210,6.88156201,1.18525134,0.77968902,0.03249233,0.45389488,0.05162797,1.42607258
-4.76938469,10.03311006,2.08629337,6.89847753,1.17736637,0.77946086,0.03315363,0.45018003,0.05176006,1.42678040
-4.76338169,10.04329558,2.08748699,6.91462757,1.16999294,0.77883103,0.03377994,0.44664322,0.05187405,1.42711027
-4.75737869,10.05121307,2.08815452,6.92941324,1.16315705,0.77774655,0.03435936,0.44325435,0.05195845,1.42689574
-4.75137569,10.05603538,2.08804098,6.94231198,1.15686402,0.77615979,0.03488030,0.43997824,0.05200256,1.42596975
-4.74537269,10.05702730,2.08687239,6.95289243,1.15109864,0.77402972,0.03533176,0.43677593,0.05199669,1.42416834
-4.73936968,10.05356924,2.08436569,6.96082907,1.14582677,0.77132343,0.03570355,0.43360649,0.05193243,1.42133538
-4.73336668,10.04518190,2.08024058,6.96591579,1.14099851,0.76801776,0.03598663,0.43042901,0.05180285,1.41732795
-4.72736368,10.03155040,2.07423263,6.96807803,1.13655252,0.76410093,0.03617334,0.42720478,0.05160276,1.41202231
-4.72136068,10.01254661,2.06610684,6.96738254,1.13242124,0.75957407,0.03625771,0.42389954,0.05132892,1.40531990
-4.71535768,9.98824779,2.05567095,6.96404390,1.12853661,0.75445246,0.03623564,0.42048557,0.05098022,1.39715314
-4.70935468,9.95894972,2.04278739,6.95842694,1.12483589,0.74876640,0.03610511,0.41694348,0.05055779,1.38749050
-4.70335168,9.92517293,2.02738339,6.95104432,1.12126698,0.74256156,0.03586632,0.41326363,0.05006509,1.37634051
-4.69734867,9.88766038,2.00945808,6.94254859,1.11779308,0.73589865,0.03552179,0.40944695,0.04950786,1.36375432
-4.69134567,9.84736590,1.98908654,6.93371850,1.11439605,0.72885248,0.03507630,0.40550520,0.04889406,1.34982658
-4.68534267,9.80543300,1.96641996,6.92543959,1.11107837,0.72151024,0.03453688,0.40146050,0.04823371,1.33469441
-4.67933967,9.76316414,1.94168215,6.91867918,1.10786361,0.71396922,0.03391268,0.39734424,0.04753860,1.31853449
-4.67333667,9.72198144,1.91516236,6.91445674,1.10479509,0.70633384,0.03321471,0.39319541,0.04682196,1.30155830
-4.66733367,9.68338011,1.88720470,6.91381039,1.10193311,0.69871230,0.03245563,0.38905838,0.04609815,1.28400562
-4.66133067,9.64887657,1.85819494,6.91776101,1.09935075,0.69121291,0.03164939,0.38498030,0.04538214,1.26613675
-4.65532766,9.61995355,1.82854507,6.92727523,1.09712859,0.68394030,0.03081091,0.38100832,0.04468911,1.24822365
-4.64932466,9.59800450,1.79867683,6.94322915,1.09534869,0.67699167,0.02995564,0.37718670,0.04403394,1.23054052
-4.64332166,9.58428024,1.76900474,6.96637413,1.09408823,0.67045339,0.02909924,0.37355413,0.04343078,1.21335419
