energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,12.24878839,0.01594829,0.99180671,2.62484742,8.02712091,0.03678388,2.57802022,0.42586202,0.46247326
-5.99399700,12.13395823,0.01577108,0.99069919,2.56444090,7.99324776,0.03665645,2.55144190,0.42530794,0.44695607
-5.98799400,11.98822886,0.01560829,0.98544072,2.50066659,7.93708411,0.03636489,2.52122022,0.42441418,0.43043736
-5.98199100,11.81334016,0.01545962,0.97594550,2.43381720,7.85961121,0.03591487,2.48767830,0.42309173,0.41309611
-5.97598799,11.61118694,0.01532329,0.96219719,2.36419584,7.76194689,0.03531477,2.45109637,0.42124410,0.39511244
-5.96998499,11.38379702,0.01519614,0.94425166,2.29211237,7.64533367,0.03457534,2.41171143,0.41877176,0.37666401
-5.96398199,11.13331516,0.01507391,0.92223784,2.21788094,7.51112968,0.03370940,2.36972037,0.41557683,0.35792295
-5.95797899,10.86199215,0.01495142,0.89635645,2.14181857,7.36080213,0.03273142,2.32528636,0.41156763,0.33905341
-5.95197599,10.57217805,0.01482298,0.86687669,2.06424464,7.19592255,0.03165717,2.27854800,0.40666327,0.32020975
-5.94597299,10.26631817,0.01468267,0.83413072,1.98548123,7.01816294,0.03050332,2.22963050,0.40079760,0.30153528
-5.93996998,9.94695027,0.01452474,0.79850622,1.90585400,6.82929200,0.02928700,2.17865829,0.39392284,0.28316154
-5.93396698,9.61670168,0.01434396,0.76043711,1.82569334,6.63117054,0.02802550,2.12576817,0.38601235,0.26520800
-5.92796398,9.27828487,0.01413591,0.72039290,1.74533567,6.42574534,0.02673582,2.07112239,0.37706266,0.24778215
-5.92196098,8.93449036,0.01389728,0.67886694,1.66512440,6.21504075,0.02543444,2.01492072,0.36709458,0.23097986
-5.91595798,8.58817623,0.01362608,0.63636408,1.58541056,6.00114772,0.02413694,1.95741103,0.35615345,0.21488593
-5.90995498,8.24225355,0.01332182,0.59338826,1.50655269,5.78621001,0.02285783,1.89889766,0.34430842,0.19957475
-5.90395198,7.89966769,0.01298554,0.55043040,1.42891603,5.57240752,0.02161027,1.83974722,0.33165090,0.18511103
-5.89794897,7.56337559,0.01261990,0.50795714,1.35287085,5.36193703,0.02040603,1.78039148,0.31829230,0.17155043
-5.89194597,7.23631936,0.01222908,0.46640085,1.27878990,5.15699058,0.01925530,1.72132713,0.30436101,0.15894027
-5.88594297,6.92139685,0.01181872,0.42615115,1.20704511,4.95973204,0.01816674,1.66311234,0.28999903,0.14732004
-5.87993997,6.62142983,0.01139576,0.38754832,1.13800362,4.77227229,0.01714743,1.60636026,0.27535820,0.13672185
-5.87393697,6.33913079,0.01096828,0.35087864,1.07202327,4.59664358,0.01620305,1.55172953,0.26059625,0.12717079
-5.86793397,6.07706875,0.01054525,0.31637182,1.00944774,4.43477355,0.01533796,1.49991219,0.24587294,0.11868514
-5.86193097,5.83763531,0.01013636,0.28420043,0.95060156,4.28845937,0.01455540,1.45161929,0.23134632,0.11127652
-5.85592796,5.62301106,0.00975179,0.25448111,0.89578517,4.15934222,0.01385778,1.40756451,0.21716926,0.10494995
-5.84992496,5.43513330,0.00940196,0.22727764,0.84527017,4.04888261,0.01324691,1.36844662,0.20348648,0.09970383
-5.84392196,5.27566525,0.00909738,0.20260516,0.79929494,3.95833662,0.01272435,1.33493084,0.19043199,0.09552996
-5.83791896,5.14596723,0.00884842,0.18043574,0.75806073,3.88873329,0.01229173,1.30763007,0.17812715,0.09241348
-5.83191596,5.04707010,0.00866512,0.16070450,0.72172826,3.84085333,0.01195109,1.28708631,0.16667918,0.09033286
-5.82591296,4.97965127,0.00855703,0.14331625,0.69041492,3.81520956,0.01170520,1.27375297,0.15618029,0.08925993
-5.81990995,4.94401376,0.00853305,0.12815227,0.66419253,3.81202912,0.01155789,1.26797858,0.14670730,0.08916002
-5.81390695,4.94006859,0.00860126,0.11507684,0.64308567,3.83123810,0.01151432,1.26999247,0.13832167,0.08999217
-5.80790395,4.96732123,0.00876873,0.10394335,0.62707047,3.87244902,0.01158114,1.27989304,0.13106987,0.09170941
-5.80190095,5.02486262,0.00904138,0.09459979,0.61607390,3.93495174,0.01176671,1.29763882,0.12498402,0.09425927
-5.79589795,5.11136556,0.00942378,0.08689350,0.60997350,4.01770865,0.01208113,1.32304304,0.12008276,0.09758435
-5.78989495,5.22508717,0.00991894,0.08067495,0.60859744,4.11935472,0.01253622,1.35577171,0.11637215,0.10162302
-5.78389195,5.36387820,0.01052816,0.07580072,0.61172498,4.23820331,0.01314540,1.39534558,0.11384657,0.10631028
-5.77788894,5.52519989,0.01125078,0.07213550,0.61908731,4.37225837,0.01392348,1.44114593,0.11248962,0.11157872
-5.77188594,5.70614881,0.01208403,0.06955330,0.63036881,4.51923351,0.01488632,1.49242422,0.11227492,0.11735952
-5.76588294,5.90349009,0.01302285,0.06793791,0.64520874,4.67657839,0.01605041,1.54831523,0.11316670,0.12358351
-5.75987994,6.11369898,0.01405974,0.06718266,0.66320353,4.84151253,0.01743239,1.60785352,0.11512042,0.13018225
-5.75387694,6.33301056,0.01518473,0.06718976,0.68390969,5.01106623,0.01904843,1.66999268,0.11808308,0.13708904
-5.74787394,6.55747693,0.01638529,0.06786927,0.70684740,5.18212821,0.02091363,1.73362674,0.12199359,0.14423978
-5.74187094,6.78303099,0.01764644,0.06913775,0.73150504,5.35149906,0.02304130,1.79761323,0.12678299,0.15157384
-5.73586793,7.00555551,0.01895088,0.07091700,0.75734458,5.51594947,0.02544229,1.86079714,0.13237468,0.15903453
-5.72986493,7.22095602,0.02027922,0.07313271,0.78380793,5.67228167,0.02812434,1.92203501,0.13868478,0.16656960
-5.72386193,7.42523582,0.02161033,0.07571333,0.81032440,5.81739269,0.03109141,1.98021866,0.14562249,0.17413135
-5.71785893,7.61457118,0.02292177,0.07858917,0.83631903,5.94833759,0.03434314,2.03429774,0.15309068,0.18167658
-5.71185593,7.78538493,0.02419032,0.08169177,0.86122195,6.06239083,0.03787443,2.08330067,0.16098670,0.18916636
-5.70585293,7.93441647,0.02539259,0.08495368,0.88447851,6.15710420,0.04167506,2.12635342,0.16920343,0.19656561
-5.69984992,8.05878652,0.02650566,0.08830849,0.90556001,6.23035932,0.04572954,2.16269587,0.17763067,0.20384255
-5.69384692,8.15605478,0.02750780,0.09169128,0.92397489,6.28041360,0.05001713,2.19169535,0.18615677,0.21096811
-5.68784392,8.22426929,0.02837916,0.09503934,0.93927989,6.30593788,0.05451199,2.21285741,0.19467058,0.21791533
-5.68184092,8.26200610,0.02910248,0.09829311,0.95109110,6.30604522,0.05918356,2.22583353,0.20306371,0.22465882
-5.67583792,8.26839837,0.02966370,0.10139733,0.95909427,6.28030958,0.06399711,2.23042597,0.21123296,0.23117441
-5.66983492,8.24315421,0.03005255,0.10430228,0.96305416,6.22877424,0.06891446,2.22658972,0.21908298,0.23743887
-5.66383192,8.18656272,0.03026302,0.10696502,0.96282251,6.15194975,0.07389484,2.21443174,0.22652896,0.24342994
-5.65782891,8.09948816,0.03029369,0.10935057,0.95834416,6.05080130,0.07889586,2.19420746,0.23349935,0.24912655
-5.65182591,7.98335216,0.03014793,0.11143291,0.94966117,5.92672616,0.08387463,2.16631494,0.23993844,0.25450924
-5.64582291,7.84010440,0.02983400,0.11319574,0.93691450,5.78152158,0.08878879,2.13128648,0.24580877,0.25956083
-5.63981991,7.67218213,0.02936488,0.11463302,0.92034314,5.61734414,0.09359767,2.08977815,0.25109312,0.26426717
-5.63381691,7.48245925,0.02875811,0.11574907,0.90028056,5.43666145,0.09826327,2.04255711,0.25579612,0.26861799
-5.62781391,7.27418606,0.02803533,0.11655838,0.87714849,5.24219746,0.10275120,1.99048697,0.25994531,0.27260771
-5.62181091,7.05092060,0.02722179,0.11708502,0.85144811,5.03687265,0.10703148,1.93451136,0.26359148,0.27623620
-5.61580790,6.81645314,0.02634570,0.11736171,0.82374881,4.82374059,0.11107910,1.87563578,0.26680843,0.27950933
-5.60980490,6.57472529,0.02543754,0.11742857,0.79467490,4.60592223,0.11487441,1.81490813,0.26969190,0.28243919
-5.60380190,6.32974541,0.02452923,0.11733158,0.76489046,4.38653960,0.11840326,1.75339802,0.27235775,0.28504414
-5.59779890,6.08550233,0.02365332,0.11712087,0.73508303,4.16865040,0.12165690,1.69217531,0.27493942,0.28734828
-5.59179590,5.84587939,0.02284213,0.11684882,0.70594638,3.95518493,0.12463170,1.63228824,0.27758469,0.28938076
-5.58579290,5.61457065,0.02212691,0.11656816,0.67816301,3.74888703,0.12732857,1.57474170,0.28045182,0.29117453
-5.57978989,5.39500176,0.02153703,0.11633008,0.65238694,3.55226014,0.12975235,1.52047598,0.28370518,0.29276488
-5.57378689,5.19025712,0.02109925,0.11618246,0.62922723,3.36751989,0.13191092,1.47034671,0.28751057,0.29418766
-5.56778389,5.00301568,0.02083695,0.11616823,0.60923277,3.19655428,0.13381436,1.42510655,0.29203023,0.29547737
-5.56178089,4.83549682,0.02076964,0.11632409,0.59287887,3.04089230,0.13547399,1.38538905,0.29741795,0.29666515
-5.55577789,4.68941818,0.02091238,0.11667938,0.58055599,2.90168169,0.13690151,1.35169543,0.30381430,0.29777684
-5.54977489,4.56596648,0.02127541,0.11725544,0.57256093,2.77967632,0.13810818,1.32438458,0.31134216,0.29883123
-5.54377189,4.46578243,0.02186394,0.11806523,0.56909091,2.67523339,0.13910413,1.30366684,0.32010285,0.29983864
-5.53776888,4.38896011,0.02267795,0.11911333,0.57024051,2.58832046,0.13989787,1.28960168,0.33017295,0.30079976
-5.53176588,4.33506121,0.02371226,0.12039634,0.57600174,2.51853191,0.14049594,1.28209970,0.34160184,0.30170515
-5.52576288,4.30314350,0.02495664,0.12190358,0.58626716,2.46511454,0.14090282,1.28092872,0.35441035,0.30253516
-5.51975988,4.29180302,0.02639609,0.12361807,0.60083593,2.42700126,0.14112098,1.28572407,0.36859015,0.30326044
-5.51375688,4.29922866,0.02801129,0.12551781,0.61942267,2.40285216,0.14115123,1.29600265,0.38410433,0.30384301
-5.50775388,4.32326743,0.02977907,0.12757713,0.64166873,2.39110161,0.14099315,1.31118044,0.40088880,0.30423791
-5.50175088,4.36149854,0.03167310,0.12976831,0.66715552,2.39001013,0.14064569,1.33059274,0.41885456,0.30439518
-5.49574787,4.41131362,0.03366459,0.13206310,0.69541941,2.39771941,0.14010789,1.35351663,0.43789073,0.30426236
-5.48974487,4.47000071,0.03572307,0.13443429,0.72596760,2.41230907,0.13937961,1.37919455,0.45786807,0.30378706
-5.48374187,4.53482888,0.03781723,0.13685714,0.75829440,2.43185326,0.13846233,1.40685835,0.47864287,0.30291983
-5.47773887,4.60313080,0.03991573,0.13931062,0.79189720,2.45447564,0.13735976,1.43575271,0.50006095,0.30161679
-5.47173587,4.67238019,0.04198802,0.14177845,0.82629157,2.47840100,0.13607854,1.46515706,0.52196161,0.29984224
-5.46573287,4.74026158,0.04400507,0.14424979,0.86102477,2.50200201,0.13462858,1.49440507,0.54418118,0.29757082
-5.45972986,4.80473000,0.04594005,0.14671965,0.89568722,2.52383988,0.13302341,1.52290104,0.56655620,0.29478932
-5.45372686,4.86405854,0.04776886,0.14918887,0.92992137,2.54269776,0.13128017,1.55013238,0.58892592,0.29149786
-5.44772386,4.91687261,0.04947054,0.15166384,0.96342775,2.55760605,0.12941953,1.57567797,0.61113408,0.28771049
-5.44172086,4.96216995,0.05102759,0.15415574,0.99596799,2.56785932,0.12746525,1.59921197,0.63303001,0.28345508
-5.43571786,4.99932643,0.05242604,0.15667955,1.02736470,2.57302448,0.12544370,1.62050332,0.65446897,0.27877263
-5.42971486,5.02808836,0.05365545,0.15925274,1.05749859,2.57294070,0.12338305,1.63941102,0.67531189,0.27371585
-5.42371186,5.04855235,0.05470874,0.16189382,1.08630295,2.56771147,0.12131253,1.65587578,0.69542469,0.26834727
-5.41770885,5.06113486,0.05558195,0.16462066,1.11375612,2.55768971,0.11926141,1.66990886,0.71467721,0.26273691
-5.41170585,5.06653355,0.05627383,0.16744891,1.13987242,2.54345713,0.11725817,1.68157871,0.73294221,0.25695959
-5.40570285,5.06568310,0.05678546,0.17039039,1.16469237,2.52579888,0.11532956,1.69099665,0.75009438,0.25109218
-5.39969985,5.05970819,0.05711982,0.17345171,1.18827270,2.50567503,0.11349987,1.69830241,0.76600978,0.24521080
-5.39369685,5.04987615,0.05728129,0.17663310,1.21067704,2.48418994,0.11179029,1.70365059,0.78056582,0.23938826
-5.38769385,5.03755161,0.05727536,0.17992759,1.23196770,2.46256077,0.11021852,1.70719890,0.79364186,0.23369177
-5.38169085,5.02415507,0.05710823,0.18332063,1.25219922,2.44208599,0.10879856,1.70909875,0.80512060,0.22818115
-5.37568784,5.01112643,0.05678660,0.18678998,1.27141384,2.42411456,0.10754077,1.70948881,0.81489021,0.22290755
-5.36968484,4.99989428,0.05631752,0.19030621,1.28963920,2.41001618,0.10645212,1.70849168,0.82284716,0.21791279
-5.36368184,4.99185073,0.05570835,0.19383352,1.30688817,2.40115255,0.10553668,1.70621353,0.82889956,0.21322918
-5.35767884,4.98833110,0.05496680,0.19733086,1.32316062,2.39884966,0.10479619,1.70274659,0.83297099,0.20888007
-5.35167584,4.99059715,0.05410104,0.20075348,1.33844667,2.40437045,0.10423082,1.69817365,0.83500434,0.20488069
-5.34567284,4.99982238,0.05311988,0.20405454,1.35273109,2.41888756,0.10383986,1.69257415,0.83496564,0.20123943
-5.33966983,5.01707742,0.05203298,0.20718694,1.36599806,2.44345554,0.10362240,1.68603077,0.83284745,0.19795935
-5.33366683,5.04331390,0.05085099,0.21010502,1.37823584,2.47898224,0.10357789,1.67863571,0.82867159,0.19503965
-5.32766383,5.07934540,0.04958579,0.21276619,1.38944057,2.52619915,0.10370649,1.67049588,0.82249102,0.19247719
-5.32166083,5.12582429,0.04825053,0.21513236,1.39961892,2.58563086,0.10400918,1.66173613,0.81439070,0.19026764
-5.31565783,5.18321448,0.04685967,0.21717100,1.40878897,2.65756432,0.10448762,1.65250004,0.80448718,0.18840636
-5.30965483,5.25176015,0.04542897,0.21885586,1.41697921,2.74201869,0.10514370,1.64294798,0.79292707,0.18688885
-5.30365183,5.33145201,0.04397526,0.22016735,1.42422568,2.83871736,0.10597884,1.63325224,0.77988430,0.18571067
-5.29764882,5.42199287,0.04251620,0.22109237,1.43056724,2.94706374,0.10699305,1.62358966,0.76555620,0.18486703
-5.29164582,5.52276520,0.04106995,0.22162396,1.43603945,3.06612295,0.10818385,1.61413199,0.75015880,0.18435182
-5.28564282,5.63280371,0.03965474,0.22176044,1.44066751,3.19461130,0.10954507,1.60503488,0.73392130,0.18415640
-5.27963982,5.75077626,0.03828838,0.22150443,1.44445890,3.33089579,0.11106573,1.59642623,0.71708012,0.18426824
-5.27363682,5.87497617,0.03698778,0.22086171,1.44739628,3.47300528,0.11272903,1.58839489,0.69987284,0.18466941
-5.26763382,6.00332881,0.03576847,0.21983995,1.44943157,3.61865478,0.11451151,1.58098076,0.68253210,0.18533529
-5.26163082,6.13341449,0.03464410,0.21844761,1.45048161,3.76528346,0.11638260,1.57416703,0.66528003,0.18623344
-5.25562781,6.26250897,0.03362604,0.21669289,1.45042606,3.91010656,0.11830455,1.56787548,0.64832314,0.18732295
-5.24962481,6.38764167,0.03272308,0.21458300,1.44910792,4.05018024,0.12023276,1.56196529,0.63184809,0.18855424
-5.24362181,6.50567046,0.03194113,0.21212369,1.44633676,4.18247783,0.12211666,1.55623574,0.61601832,0.18986948
-5.23761881,6.61337083,0.03128310,0.20931912,1.44189477,4.30397488,0.12390094,1.55043271,0.60097169,0.19120356
-5.23161581,6.70753606,0.03074887,0.20617205,1.43554527,4.41173988,0.12552730,1.54425882,0.58681917,0.19248569
-5.22561281,6.78508389,0.03033535,0.20268437,1.42704337,4.50302686,0.12693646,1.53738659,0.57364441,0.19364144
-5.21960980,6.84316485,0.03003660,0.19885791,1.41614802,4.57536576,0.12807043,1.52947390,0.56150430,0.19459524
-5.21360680,6.87926673,0.02984413,0.19469540,1.40263496,4.62664623,0.12887489,1.52018081,0.55043016,0.19527316
-5.20760380,6.89130971,0.02974715,0.19020159,1.38630954,4.65519100,0.12930155,1.50918659,0.54042960,0.19560566
-5.20160080,6.87772715,0.02973295,0.18538439,1.36701874,4.65981484,0.12931035,1.49620616,0.53148876,0.19553043
-5.19559780,6.83752767,0.02978731,0.18025587,1.34466170,4.63986644,0.12887137,1.48100457,0.52357480,0.19499489
-5.18959480,6.77033491,0.02989486,0.17483315,1.31919789,4.59525070,0.12796630,1.46340901,0.51663844,0.19395831
-5.18359180,6.67640304,0.03003955,0.16913901,1.29065270,4.52643058,0.12658949,1.44331734,0.51061650,0.19239341
-5.17758879,6.55660698,0.03020499,0.16320219,1.25911992,4.43440814,0.12474835,1.42070296,0.50543424,0.19028735
-5.17158579,6.41240801,0.03037489,0.15705737,1.22476113,4.32068598,0.12246319,1.39561554,0.50100747,0.18764207
-5.16558279,6.24579673,0.03053340,0.15074476,1.18780197,4.18721085,0.11976648,1.36817797,0.49724434,0.18447393
-5.15957979,6.05921653,0.03066541,0.14430943,1.14852575,4.03630259,0.11670159,1.33857958,0.49404694,0.18081268
-5.15357679,5.85547164,0.03075692,0.13780020,1.10726469,3.87057162,0.11332097,1.30706637,0.49131260,0.17669995
-5.14757379,5.63762481,0.03079524,0.13126850,1.06438943,3.69282936,0.10968405,1.27392888,0.48893503,0.17218722
-5.14157079,5.40888985,0.03076928,0.12476688,1.02029753,3.50599561,0.10585479,1.23948854,0.48680531,0.16733341
-5.13556778,5.17252431,0.03066974,0.11834759,0.97540164,3.31300719,0.10189924,1.20408350,0.48481299,0.16220242
-5.12956478,4.93172750,0.03048929,0.11206114,0.93011792,3.11673175,0.09788293,1.16805468,0.48284711,0.15686044
-5.12356178,4.68954847,0.03022275,0.10595495,0.88485561,2.91989034,0.09386855,1.13173307,0.48079751,0.15137356
-5.11755878,4.44880750,0.02986719,0.10007225,0.84000799,2.72499136,0.08991388,1.09542886,0.47855631,0.14580548
-5.11155578,4.21203433,0.02942206,0.09445122,0.79594544,2.53427816,0.08606995,1.05942313,0.47601969,0.14021558
-5.10555278,3.98142448,0.02888921,0.08912441,0.75301060,2.34969134,0.08237981,1.02396236,0.47309000,0.13465748
-5.09954977,3.75881473,0.02827301,0.08411858,0.71151600,2.17284629,0.07887770,0.98925604,0.46967815,0.12917796
-5.09354677,3.54567721,0.02758025,0.07945478,0.67174395,2.00502551,0.07558872,0.95547743,0.46570624,0.12381653
