energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.08754377,3.34313086,0.02682020,0.07514890,0.63394865,1.84718467,0.07252903,0.92276714,0.46111052,0.11860532
-5.08154077,3.15196813,0.02600449,0.07121238,0.59836009,1.69997073,0.06970651,0.89123938,0.45584427,0.11356953
-5.07553777,2.97269420,0.02514702,0.06765325,0.56518946,1.56375007,0.06712180,0.86099009,0.44988088,0.10872821
-5.06953477,2.80557546,0.02426380,0.06447733,0.53463551,1.43864417,0.06476968,0.83210665,0.44321660,0.10409539
-5.06353177,2.65069391,0.02337279,0.06168950,0.50689138,1.32457042,0.06264070,0.80467818,0.43587310,0.09968134
-5.05752876,2.50800385,0.02249366,0.05929501,0.48215129,1.22128555,0.06072285,0.77880589,0.42789950,0.09549404
-5.05152576,2.37738764,0.02164756,0.05730073,0.46061660,1.12842926,0.05900334,0.75461268,0.41937385,0.09154061
-5.04552276,2.25870738,0.02085677,0.05571619,0.44250076,1.04556595,0.05747027,0.73225123,0.41040369,0.08782860
-5.03951976,2.15184984,0.02014442,0.05455448,0.42803252,0.97222285,0.05611409,0.71191011,0.40112580,0.08436722
-5.03351676,2.05676265,0.01953410,0.05383276,0.41745732,0.90792297,0.05492887,0.69381725,0.39170485,0.08116820
-5.02751376,1.97347996,0.01904945,0.05357249,0.41103626,0.85221193,0.05391318,0.67824046,0.38233095,0.07824645
-5.02151076,1.90213684,0.01871370,0.05379932,0.40904267,0.80467808,0.05307067,0.66548476,0.37321607,0.07562029
-5.01550775,1.84297207,0.01854923,0.05454248,0.41175627,0.76496564,0.05241026,0.65588646,0.36458931,0.07331138
-5.00950475,1.79631966,0.01857705,0.05583392,0.41945484,0.73278100,0.05194592,0.64980406,0.35669119,0.07134427
-5.00350175,1.76258986,0.01881625,0.05770705,0.43240376,0.70789275,0.05169615,0.64760636,0.34976693,0.06974563
-4.99749875,1.74224140,0.01928346,0.06019521,0.45084378,0.69012602,0.05168310,0.64965812,0.34405911,0.06854319
-4.99149575,1.73574650,0.01999230,0.06332986,0.47497745,0.67935231,0.05193142,0.65630396,0.33979987,0.06776447
-4.98549275,1.74355104,0.02095287,0.06713874,0.50495490,0.67547574,0.05246701,0.66785124,0.33720282,0.06743533
-4.97948974,1.76603231,0.02217118,0.07164387,0.54085962,0.67841703,0.05331554,0.68455276,0.33645528,0.06757847
-4.97348674,1.80345688,0.02364878,0.07685971,0.58269508,0.68809643,0.05450099,0.70659011,0.33771086,0.06821197
-4.96748374,1.85594110,0.02538231,0.08279140,0.63037289,0.70441680,0.05604430,0.73405867,0.34108301,0.06934787
-4.96148074,1.92341666,0.02736329,0.08943331,0.68370336,0.72724804,0.05796201,0.76695518,0.34663962,0.07099098
-4.95547774,2.00560335,0.02957797,0.09676796,0.74238921,0.75641371,0.06026524,0.80516847,0.35439918,0.07313797
-4.94947474,2.10199065,0.03200734,0.10476528,0.80602295,0.79168071,0.06295875,0.84847420,0.36432855,0.07577668
-4.94347174,2.21182947,0.03462736,0.11338245,0.87408839,0.83275267,0.06604041,0.89653403,0.37634264,0.07888591
-4.93746873,2.33413466,0.03740930,0.12256414,0.94596659,0.87926720,0.06950087,0.94889935,0.39030595,0.08243545
-4.93146573,2.46769824,0.04032034,0.13224330,1.02094624,0.93079724,0.07332358,1.00501972,0.40603598,0.08638662
-4.92546273,2.61111285,0.04332429,0.14234241,1.09823815,0.98685611,0.07748502,1.06425568,0.42330849,0.09069304
-4.91945973,2.76280409,0.04638255,0.15277505,1.17699346,1.04690601,0.08195518,1.12589532,0.44186416,0.09530175
-4.91345673,2.92107000,0.04945509,0.16344788,1.25632474,1.11036919,0.08669830,1.18917406,0.46141654,0.10015463
-4.90745373,3.08412541,0.05250166,0.17426276,1.33532908,1.17664095,0.09167360,1.25329647,0.48166083,0.10518990
-4.90145073,3.25014872,0.05548291,0.18511893,1.41311201,1.24510357,0.09683619,1.31745907,0.50228303,0.11034374
-4.89544772,3.41732822,0.05836164,0.19591523,1.48881113,1.31514016,0.10213798,1.38087308,0.52296909,0.11555189
-4.88944472,3.58390556,0.06110385,0.20655211,1.56161811,1.38614742,0.10752844,1.44278565,0.54341346,0.12075121
-4.88344172,3.74821370,0.06367976,0.21693332,1.63079798,1.45754652,0.11295544,1.50249878,0.56332686,0.12588097
-4.87743872,3.90870757,0.06606461,0.22696740,1.69570473,1.52879130,0.11836580,1.55938462,0.58244264,0.13088398
-4.87143572,4.06398575,0.06823926,0.23656864,1.75579235,1.59937337,0.12370583,1.61289682,0.60052175,0.13570743
-4.86543272,4.21280260,0.07019047,0.24565771,1.81062089,1.66882384,0.12892171,1.66257706,0.61735590,0.14030339
-4.85942971,4.35407066,0.07191101,0.25416186,1.85985739,1.73671191,0.13395970,1.70805696,0.63276910,0.14462905
-4.85342671,4.48685405,0.07339936,0.26201478,1.90327174,1.80264039,0.13876638,1.74905538,0.64661749,0.14864669
-4.84742371,4.61035433,0.07465924,0.26915624,1.94072820,1.86623907,0.14328880,1.78537158,0.65878773,0.15232334
-4.84142071,4.72389077,0.07569887,0.27553149,1.97217316,1.92715671,0.14747467,1.81687520,0.66919420,0.15563039
-4.83541771,4.82687748,0.07653002,0.28109070,1.99762044,1.98505246,0.15127267,1.84349386,0.67777542,0.15854305
-4.82941471,4.91880004,0.07716695,0.28578849,2.01713516,2.03958816,0.15463281,1.86519968,0.68449000,0.16103977
-4.82341171,4.99919436,0.07762530,0.28958357,2.03081773,2.09042220,0.15750704,1.88199579,0.68931264,0.16310181
-4.81740870,5.06763022,0.07792094,0.29243873,2.03878894,2.13720617,0.15985003,1.89390411,0.69223050,0.16471286
-4.81140570,5.12370143,0.07806896,0.29432120,2.04117755,2.17958486,0.16162008,1.90095535,0.69324025,0.16585893
-4.80540270,5.16702423,0.07808276,0.29520335,2.03811122,2.21720016,0.16278026,1.90318207,0.69234623,0.16652839
-4.79939970,5.19724439,0.07797339,0.29506374,2.02971140,2.24969900,0.16329966,1.90061536,0.68955959,0.16671232
-4.79339670,5.21405299,0.07774904,0.29388855,2.01609245,2.27674506,0.16315471,1.89328533,0.68489880,0.16640500
-4.78739370,5.21720984,0.07741490,0.29167318,1.99736511,2.29803366,0.16233043,1.88122532,0.67839114,0.16560464
-4.78139070,5.20657279,0.07697323,0.28842401,1.97364362,2.31330889,0.16082170,1.86447936,0.67007527,0.16431420
-4.77538769,5.18213053,0.07642366,0.28416003,1.94505610,2.32238193,0.15863417,1.84311224,0.66000438,0.16254224
-4.76938469,5.14403599,0.07576378,0.27891443,1.91175686,2.32514893,0.15578509,1.81722110,0.64824975,0.16030373
-4.76338169,5.09263731,0.07498982,0.27273571,1.87393976,2.32160714,0.15230357,1.78694757,0.63490433,0.15762073
-4.75737869,5.02850327,0.07409748,0.26568841,1.83185124,2.31186791,0.14823064,1.75248920,0.62008580,0.15452287
-4.75137569,4.95244030,0.07308284,0.25785324,1.78580170,2.29616505,0.14361869,1.71410914,0.60393895,0.15104743
-4.74537269,4.86549891,0.07194315,0.24932652,1.73617439,2.27485769,0.13853054,1.67214293,0.58663693,0.14723924
-4.73936968,4.76896773,0.07067766,0.24021897,1.68343048,2.24842691,0.13303807,1.62700175,0.56838116,0.14315002
-4.73336668,4.66435451,0.06928820,0.23065381,1.62810996,2.21746574,0.12722040,1.57917143,0.54939980,0.13883747
-4.72736368,4.55335421,0.06777961,0.22076419,1.57082785,2.18266283,0.12116180,1.52920709,0.52994460,0.13436396
-4.72136068,4.43780511,0.06616001,0.21069013,1.51226561,2.14478042,0.11494937,1.47772336,0.51028637,0.12979484
-4.71535768,4.31963506,0.06444075,0.20057503,1.45315814,2.10462743,0.10867053,1.42538069,0.49070907,0.12519665
-4.70935468,4.20080034,0.06263622,0.19056191,1.39427686,2.06302946,0.10241058,1.37286823,0.47150280,0.12063506
-4.70335168,4.08322058,0.06076341,0.18078959,1.33640970,2.02079703,0.09625028,1.32088437,0.45295605,0.11617283
-4.69734867,3.96871315,0.05884130,0.17138889,1.28033898,1.97869418,0.09026371,1.27011577,0.43534752,0.11186780
-4.69134567,3.85893080,0.05689019,0.16247919,1.22681836,1.93740919,0.08451639,1.22121619,0.41893789,0.10777113
-4.68534267,3.75530615,0.05493088,0.15416525,1.17654990,1.89752930,0.07906377,1.17478615,0.40396195,0.10392569
-4.67933967,3.65900610,0.05298389,0.14653473,1.13016262,1.85952104,0.07395022,1.13135457,0.39062138,0.10036488
-4.67333667,3.57089889,0.05106872,0.13965614,1.08819325,1.82371742,0.06920839,1.09136332,0.37907860,0.09711187
-4.66733367,3.49153562,0.04920311,0.13357769,1.05107045,1.79031293,0.06485912,1.05515547,0.36945185,0.09417925
-4.66133067,3.42114729,0.04740259,0.12832672,1.01910292,1.75936670,0.06091176,1.02296779,0.36181177,0.09156916
-4.65532766,3.35965755,0.04568004,0.12390994,0.99247213,1.73081386,0.05736493,0.99492782,0.35617956,0.08927389
-4.64932466,3.30671030,0.04404548,0.12031431,0.97122971,1.70448439,0.05420760,0.97105553,0.35252678,0.08727685
-4.64332166,3.26171070,0.04250606,0.11750862,0.95529983,1.68012855,0.05142046,0.95126949,0.35077678,0.08555392
