energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93396698,2.24020152,-2.36608445,0.97167555,-1.04708868,0.66645151,-0.71128196,0.49668267,-0.50670865,0.00000000,-0.00000000,0.00754073,-0.00751511,0.61935745,-0.67630110,0.02341185,-0.02364152,0.57657941,-0.59267256
-5.92796398,2.16874857,-2.30220372,0.93167014,-1.00844402,0.64366773,-0.68976802,0.48585563,-0.49904830,0.00000000,-0.00000000,0.00739813,-0.00741939,0.59455114,-0.65227891,0.02303498,-0.02337364,0.56197072,-0.58070403
-5.92196098,2.09212737,-2.23094080,0.88980546,-0.96703214,0.62019722,-0.66679151,0.47279767,-0.48882589,0.00000000,-0.00000000,0.00721258,-0.00727815,0.56918926,-0.62692273,0.02255010,-0.02298165,0.54552524,-0.56645719
-5.91595798,2.01172841,-2.15342736,0.84667033,-0.92339705,0.59645264,-0.64269976,0.45778571,-0.47623781,0.00000000,-0.00000000,0.00698851,-0.00709449,0.54367662,-0.60059733,0.02197519,-0.02247824,0.52759033,-0.55018772
-5.90995498,1.92908599,-2.07098845,0.80289601,-0.87813753,0.57287789,-0.61788547,0.44114358,-0.46154037,0.00000000,-0.00000000,0.00673142,-0.00687274,0.51843989,-0.57370081,0.02133199,-0.02188036,0.50856419,-0.53221735
-5.90395198,1.84583762,-1.98511262,0.75914149,-0.83189514,0.54993751,-0.59277966,0.42323130,-0.44504157,0.00000000,-0.00000000,0.00644770,-0.00661825,0.49391837,-0.54665803,0.02064546,-0.02120876,0.48888344,-0.51292437
-5.89794897,1.76367853,-1.89741559,0.71607735,-0.78534072,0.52810444,-0.56784273,0.40443302,-0.42709104,0.00000000,-0.00000000,0.00614447,-0.00633727,0.47055356,-0.51991277,0.01994316,-0.02048747,0.46900944,-0.49273236
-5.89194597,1.68431311,-1.80959874,0.67436873,-0.73915949,0.50784653,-0.54355372,0.38514448,-0.40806871,0.00000000,-0.00000000,0.00582937,-0.00603678,0.44877782,-0.49391849,0.01925464,-0.01974320,0.44941394,-0.47209731
-5.88594297,1.60940489,-1.72340379,0.63465807,-0.69403548,0.48961237,-0.52039818,0.36576012,-0.38837250,0.00000000,-0.00000000,0.00551043,-0.00572432,0.42900256,-0.46912818,0.01861070,-0.01900472,0.43056442,-0.45149395
-5.87993997,1.54052695,-1.64056511,0.59754815,-0.65063557,0.47381681,-0.49885492,0.34666075,-0.36840565,0.00000000,-0.00000000,0.00519585,-0.00540778,0.41160634,-0.44598350,0.01804269,-0.01830220,0.41290976,-0.43140148
-5.87393697,1.47911454,-1.56276140,0.56358606,-0.60959377,0.46082694,-0.47938213,0.32820184,-0.34856421,0.00000000,-0.00000000,0.00489383,-0.00509525,0.39692329,-0.42490345,0.01758179,-0.01766651,0.39686680,-0.41228931
-5.86793397,1.42642156,-1.49156831,0.53324860,-0.57149619,0.45094886,-0.46240343,0.31070324,-0.32922506,0.00000000,-0.00000000,0.00461245,-0.00479485,0.38523231,-0.40627311,0.01725833,-0.01712856,0.38280802,-0.39460337
-5.86193097,1.38348244,-1.42841363,0.50692961,-0.53686706,0.44441598,-0.44829426,0.29444045,-0.31073499,0.00000000,-0.00000000,0.00435948,-0.00451459,0.37674749,-0.39043268,0.01710105,-0.01671861,0.37105108,-0.37875325
-5.85592796,1.35108074,-1.37453652,0.48492952,-0.50615640,0.44137917,-0.43736917,0.27963780,-0.29340115,0.00000000,-0.00000000,0.00414234,-0.00426221,0.37160998,-0.37766733,0.01713647,-0.01646561,0.36185014,-0.36510083
-5.84992496,1.32972538,-1.33095207,0.46744760,-0.47972939,0.44189930,-0.42987048,0.26646373,-0.27748327,0.00000000,-0.00000000,0.00396794,-0.00404511,0.36988177,-0.36819801,0.01738823,-0.01639659,0.35538961,-0.35395046
-5.84392196,1.31963535,-1.29842230,0.45457684,-0.45785800,0.44594248,-0.42595878,0.25502822,-0.26318772,0.00000000,-0.00000000,0.00384262,-0.00387021,0.37154159,-0.36217379,0.01787654,-0.01653601,0.35178011,-0.34554118
-5.83791896,1.32073335,-1.27743445,0.44630186,-0.44071480,0.45337821,-0.42570564,0.24538240,-0.25066370,0.00000000,-0.00000000,0.00377212,-0.00374393,0.37648313,-0.35966584,0.01861759,-0.01690527,0.35105697,-0.34004105
-5.83191596,1.33264838,-1.26818716,0.44249969,-0.42836924,0.46398066,-0.42908883,0.23752032,-0.24000144,0.00000000,-0.00000000,0.00376150,-0.00367207,0.38451567,-0.36066335,0.01962312,-0.01752208,0.35318106,-0.33754375
-5.82591296,1.35472728,-1.27058496,0.44294344,-0.42078645,0.47743302,-0.43599036,0.23138257,-0.23123259,0.00000000,-0.00000000,0.00381511,-0.00365979,0.39536725,-0.36507160,0.02089998,-0.01840007,0.35804201,-0.33806743
-5.81990995,1.38605471,-1.28424112,0.44730880,-0.41782851,0.49333498,-0.44619738,0.22686160,-0.22433242,0.00000000,-0.00000000,0.00393657,-0.00371158,0.40869030,-0.37271228,0.02244979,-0.01954831,0.36546349,-0.34155589
-5.81390695,1.42548089,-1.30848876,0.45518304,-0.41925813,0.51121300,-0.45940609,0.22380853,-0.21922392,0.00000000,-0.00000000,0.00412873,-0.00383118,0.42406961,-0.38332609,0.02426871,-0.02097096,0.37521042,-0.34788185
-5.80790395,1.47165621,-1.34239992,0.46607645,-0.42474476,0.53053317,-0.47522852,0.22204098,-0.21578334,0.00000000,-0.00000000,0.00439362,-0.00402158,0.44103252,-0.39657772,0.02634734,-0.02266698,0.38699768,-0.35685228
-5.80190095,1.52307159,-1.38481188,0.47943579,-0.43387294,0.55071624,-0.49320214,0.22135167,-0.21384709,0.00000000,-0.00000000,0.00473245,-0.00428496,0.45906099,-0.41206309,0.02867065,-0.02462993,0.40050020,-0.36821545
-5.79589795,1.57810313,-1.43436013,0.49465936,-0.44615262,0.57115429,-0.51280192,0.22151736,-0.21321954,0.00000000,-0.00000000,0.00514556,-0.00462267,0.47760530,-0.42931864,0.03121813,-0.02684789,0.41536376,-0.38166957
-5.78989495,1.63505975,-1.48951685,0.51111344,-0.46103146,0.59122850,-0.53345456,0.22230785,-0.21368151,0.00000000,-0.00000000,0.00563234,-0.00503513,0.49609883,-0.44783265,0.03396406,-0.02930345,0.43121635,-0.39687253
-5.78389195,1.69223217,-1.54863385,0.52814947,-0.47790859,0.61032737,-0.55455447,0.22349461,-0.21499900,0.00000000,-0.00000000,0.00619126,-0.00552183,0.51397366,-0.46705807,0.03687790,-0.03197388,0.44767953,-0.41345264
-5.77788894,1.74794155,-1.60998862,0.54512153,-0.49614972,0.62786478,-0.57548092,0.22485880,-0.21693201,0.00000000,-0.00000000,0.00681975,-0.00608127,0.53067627,-0.48642669,0.03992486,-0.03483146,0.46437946,-0.43101979
-5.77188594,1.80058624,-1.67183209,0.56140360,-0.51510309,0.64329719,-0.59561582,0.22619828,-0.21924286,0.00000000,-0.00000000,0.00751420,-0.00671089,0.54568296,-0.50536420,0.04306657,-0.03784385,0.48095714,-0.44917673
-5.76588294,1.84868495,-1.73243657,0.57640612,-0.53411592,0.65613925,-0.61436152,0.22733359,-0.22170406,0.00000000,-0.00000000,0.00826990,-0.00740702,0.55851439,-0.52330554,0.04626192,-0.04097473,0.49707764,-0.46753017
-5.75987994,1.89091505,-1.79014235,0.58959117,-0.55255093,0.66597745,-0.63115794,0.22811244,-0.22410518,0.00000000,-0.00000000,0.00908103,-0.00816488,0.56874876,-0.53971031,0.04946793,-0.04418450,0.51243780,-0.48570115
-5.75387694,1.92614447,-1.84340138,0.60048590,-0.56980232,0.67248109,-0.64549847,0.22841292,-0.22625861,0.00000000,-0.00000000,0.00994067,-0.00897852,0.57603300,-0.55407740,0.05264080,-0.04743111,0.52677240,-0.50333446
-5.74787394,1.95345643,-1.89081662,0.60869373,-0.58531091,0.67541026,-0.65694401,0.22814510,-0.22800418,0.00000000,-0.00000000,0.01084076,-0.00984086,0.58009184,-0.56595860,0.05573688,-0.05067103,0.53985848,-0.52010684
-5.74187094,1.97216604,-1.93117568,0.61390290,-0.59857772,0.67462058,-0.66513464,0.22725123,-0.22921225,0.00000000,-0.00000000,0.01177221,-0.01074367,0.58073418,-0.57497053,0.05871371,-0.05386020,0.55151767,-0.53573347
-5.73586793,1.98182855,-1.96347772,0.61589210,-0.60917573,0.67006449,-0.66979845,0.22570457,-0.22978549,0.00000000,-0.00000000,0.01272491,-0.01167765,0.57785659,-0.58080448,0.06153103,-0.05695507,0.56161677,-0.54997283
-5.72986493,1.98223901,-1.98695268,0.61453312,-0.61675929,0.66178917,-0.67075731,0.22350695,-0.22965921,0.00000000,-0.00000000,0.01368785,-0.01263254,0.57144399,-0.58323389,0.06415159,-0.05991365,0.57006633,-0.56262965
-5.72386193,1.97342380,-2.00107223,0.60979028,-0.62107088,0.64993131,-0.66792928,0.22068532,-0.22880033,0.00000000,-0.00000000,0.01464929,-0.01359716,0.56156729,-0.58211901,0.06654205,-0.06269643,0.57681776,-0.57355592
-5.71785893,1.95562474,-2.00555246,0.60171693,-0.62194496,0.63470891,-0.66132772,0.21728749,-0.22720520,0.00000000,-0.00000000,0.01559685,-0.01455965,0.54837840,-0.57740884,0.06867348,-0.06526726,0.58185891,-0.58265010
-5.71185593,1.92927654,-2.00034822,0.59044915,-0.61930890,0.61641064,-0.65105717,0.21337737,-0.22489635,0.00000000,-0.00000000,0.01651779,-0.01550758,0.53210260,-0.56913999,0.07052192,-0.06759408,0.58520872,-0.58985457
-5.70585293,1.89497922,-1.98563975,0.57619700,-0.61318088,0.59538333,-0.63730624,0.20902992,-0.22191838,0.00000000,-0.00000000,0.01739916,-0.01642821,0.51302891,-0.55743285,0.07206856,-0.06964953,0.58691102,-0.59515170
-5.69984992,1.85346662,-1.96181248,0.55923375,-0.60366492,0.57201808,-0.62033795,0.20432606,-0.21833339,0.00000000,-0.00000000,0.01822810,-0.01730870,0.49149871,-0.54248508,0.07329990,-0.07141131,0.58702821,-0.59855863
-5.69384692,1.80557291,-1.92943115,0.53988374,-0.59094340,0.54673575,-0.60047796,0.19934803,-0.21421603,0.00000000,-0.00000000,0.01899210,-0.01813633,0.46789322,-0.52456278,0.07420762,-0.07286242,0.58563490,-0.60012133
-5.68784392,1.75219841,-1.88920952,0.51850928,-0.57526741,0.51997241,-0.57810130,0.19417502,-0.20964853,0.00000000,-0.00000000,0.01967921,-0.01889884,0.44262037,-0.50398985,0.07478830,-0.07399119,0.58281216,-0.59990822
-5.68184092,1.69427668,-1.84197745,0.49549735,-0.55694529,0.49216546,-0.55361822,0.18887974,-0.20471598,0.00000000,-0.00000000,0.02027841,-0.01958461,0.41610165,-0.48113586,0.07504311,-0.07479111,0.57864262,-0.59800372
-5.67583792,1.63274393,-1.78864674,0.47124655,-0.53633017,0.46374076,-0.52745977,0.18352565,-0.19950205,0.00000000,-0.00000000,0.02077979,-0.02018299,0.38875935,-0.45640314,0.07497726,-0.07526056,0.57320661,-0.59450231
-5.66983492,1.56851228,-1.73017753,0.44615495,-0.51380682,0.43510153,-0.50006377,0.17816521,-0.19408532,0.00000000,-0.00000000,0.02117485,-0.02068448,0.36100475,-0.43021349,0.07459953,-0.07540236,0.56657978,-0.58950324
-5.66383192,1.50244767,-1.66754656,0.42060927,-0.48977862,0.40661911,-0.47186174,0.17283913,-0.18853649,0.00000000,-0.00000000,0.02145669,-0.02108101,0.33322773,-0.40299516,0.07392165,-0.07522331,0.55883209,-0.58310633
-5.65782891,1.43535309,-1.60171880,0.39497572,-0.46465496,0.37862600,-0.44326724,0.16757642,-0.18291638,0.00000000,-0.00000000,0.02162021,-0.02136611,0.30578793,-0.37517054,0.07295779,-0.07473355,0.55002836,-0.57540906
-5.65182591,1.36795746,-1.53362331,0.36959285,-0.43883993,0.35141110,-0.41466606,0.16239547,-0.17727499,0.00000000,-0.00000000,0.02166226,-0.02153505,0.27900779,-0.34714502,0.07172408,-0.07394609,0.54023014,-0.56650506
-5.64582291,1.30091001,-1.46413422,0.34476644,-0.41272226,0.32521736,-0.38640845,0.15730574,-0.17165131,0.00000000,-0.00000000,0.02158170,-0.02158499,0.25316758,-0.31929737,0.07023812,-0.07287618,0.52949882,-0.55648410
-5.63981991,1.23478000,-1.39405712,0.32076650,-0.38666729,0.30024146,-0.35880362,0.15231011,-0.16607419,0.00000000,-0.00000000,0.02137949,-0.02151504,0.22850241,-0.29197187,0.06851870,-0.07154090,0.51789973,-0.54543337
-5.63381691,1.17006092,-1.32412109,0.29782627,-0.36101073,0.27663549,-0.33211652,0.14740756,-0.16056372,0.00000000,-0.00000000,0.02105863,-0.02132626,0.20520109,-0.26547242,0.06658550,-0.06995868,0.50550680,-0.53344010
-5.62781391,1.10717847,-1.25497584,0.27614306,-0.33605460,0.25451016,-0.30656670,0.14259611,-0.15513341,0.00000000,-0.00000000,0.02062413,-0.02102166,0.18340674,-0.24005860,0.06445891,-0.06814898,0.49240749,-0.52059503
-5.62181091,1.04650120,-1.18719375,0.25588051,-0.31206512,0.23393936,-0.28232920,0.13787569,-0.14979258,0.00000000,-0.00000000,0.02008288,-0.02060610,0.16321891,-0.21594370,0.06215994,-0.06613209,0.47870760,-0.50699662
-5.61580790,0.98835282,-1.12127573,0.23717204,-0.28927242,0.21496545,-0.25953707,0.13325084,-0.14454912,0.00000000,-0.00000000,0.01944343,-0.02008620,0.14469690,-0.19329453,0.05971017,-0.06392891,0.46453541,-0.49275548
-5.60980490,0.93302487,-1.05766010,0.22012512,-0.26787195,0.19760508,-0.23828526,0.12873308,-0.13941218,0.00000000,-0.00000000,0.01871584,-0.01947013,0.12786399,-0.17223291,0.05713170,-0.06156091,0.45004506,-0.47799870
-5.60380190,0.88078890,-0.99673333,0.20482580,-0.24802700,0.18185507,-0.21863543,0.12434269,-0.13439468,0.00000000,-0.00000000,0.01791139,-0.01876744,0.11271234,-0.15283836,0.05444716,-0.05905005,0.43541852,-0.46287372
-5.59779890,0.83190704,-0.93884159,0.19134336,-0.22987226,0.16769804,-0.20062134,0.12010995,-0.12951556,0.00000000,-0.00000000,0.01704229,-0.01798881,0.09920814,-0.13515207,0.05167967,-0.05641878,0.42086619,-0.44755120
-5.59179590,0.78664026,-0.88430204,0.17973449,-0.21351784,0.15510743,-0.18425443,0.11607565,-0.12480143,0.00000000,-0.00000000,0.01612139,-0.01714581,0.08729688,-0.11918140,0.04885279,-0.05369003,0.40662575,-0.43222686
-5.58579290,0.74525369,-0.83341284,0.17004690,-0.19905347,0.14405182,-0.16952926,0.11229089,-0.12028773,0.00000000,-0.00000000,0.01516188,-0.01625061,0.07690833,-0.10490501,0.04599037,-0.05088715,0.39295927,-0.41712173
-5.57978989,0.70801873,-0.78646117,0.16232204,-0.18655244,0.13449825,-0.15642848,0.10881619,-0.11601919,0.00000000,-0.00000000,0.01417696,-0.01531569,0.06796124,-0.09227803,0.04311636,-0.04803384,0.38014865,-0.40248086
-5.57378689,0.67521168,-0.74372857,0.15659679,-0.17607512,0.12641455,-0.14492709,0.10571997,-0.11204959,0.00000000,-0.00000000,0.01317955,-0.01435362,0.06036743,-0.08123719,0.04025461,-0.04515402,0.36848941,-0.38857036
-5.56778389,0.64710916,-0.70549321,0.15290405,-0.16767161,0.11977061,-0.13499590,0.10307640,-0.10844087,0.00000000,-0.00000000,0.01218202,-0.01337671,0.05403525,-0.07170564,0.03742853,-0.04227163,0.35828307,-0.37567272
-5.56178089,0.62398053,-0.67202907,0.15127231,-0.16138362,0.11453871,-0.12660399,0.10096289,-0.10526163,0.00000000,-0.00000000,0.01119597,-0.01239685,0.04887241,-0.06359728,0.03466076,-0.03941039,0.34982843,-0.36408060
-5.55577789,0.60607796,-0.64360195,0.15172421,-0.15724522,0.11069290,-0.11972019,0.09945716,-0.10258501,0.00000000,-0.00000000,0.01023196,-0.01142520,0.04478804,-0.05682055,0.03197273,-0.03659343,0.34341218,-0.35408937
-5.54977489,0.59362458,-0.62046265,0.15427424,-0.15528272,0.10820772,-0.11431366,0.09863422,-0.10048628,0.00000000,-0.00000000,0.00929939,-0.01047206,0.04169421,-0.05128143,0.02938434,-0.03384299,0.33929901,-0.34598850
-5.54377189,0.58680178,-0.60283793,0.15892590,-0.15551352,0.10705629,-0.11035354,0.09856332,-0.09903997,0.00000000,-0.00000000,0.00840636,-0.00954667,0.03950673,-0.04688597,0.02691350,-0.03118000,0.33772198,-0.34005234
-5.53776888,0.58573622,-0.59091970,0.16566846,-0.15794426,0.10720812,-0.10780799,0.09930494,-0.09831701,0.00000000,-0.00000000,0.00755960,-0.00865711,0.03814552,-0.04354192,0.02457582,-0.02862370,0.33887334,-0.33653062
-5.53176588,0.59048761,-0.58485330,0.17447361,-0.16256831,0.10862677,-0.10664259,0.10090823,-0.09838173,0.00000000,-0.00000000,0.00676441,-0.00781020,0.03753459,-0.04115998,0.02238425,-0.02619122,0.34289636,-0.33563914
-5.52576288,0.60103794,-0.58472575,0.18529237,-0.16936302,0.11126755,-0.10681847,0.10340870,-0.09928913,0.00000000,-0.00000000,0.00602469,-0.00701145,0.03760166,-0.03965434,0.02034889,-0.02389729,0.34987853,-0.33755100
-5.51975988,0.61728296,-0.59055459,0.19805245,-0.17828679,0.11507550,-0.10829024,0.10682649,-0.10108235,0.00000000,-0.00000000,0.00534297,-0.00626507,0.03827765,-0.03894289,0.01847681,-0.02175393,0.35984652,-0.34238892
-5.51375688,0.63902656,-0.60227834,0.21265630,-0.18927646,0.11998383,-0.11100407,0.11116526,-0.10379063,0.00000000,-0.00000000,0.00472051,-0.00557398,0.03949606,-0.03894709,0.01677197,-0.01977022,0.37276314,-0.35021903
-5.50775388,0.66597846,-0.61974917,0.22898015,-0.20224511,0.12591289,-0.11489593,0.11641166,-0.10742774,0.00000000,-0.00000000,0.00415737,-0.00493986,0.04119241,-0.03959164,0.01523530,-0.01795218,0.38852654,-0.36104631
-5.50175088,0.69775553,-0.64272838,0.24687405,-0.21708051,0.13276983,-0.11989029,0.12253550,-0.11199100,0.00000000,-0.00000000,0.00365258,-0.00436328,0.04330370,-0.04080395,0.01386473,-0.01630275,0.40697159,-0.37481222
-5.49574787,0.73388686,-0.67088522,0.26616308,-0.23364466,0.14044895,-0.12589936,0.12949057,-0.11746102,0.00000000,-0.00000000,0.00320425,-0.00384372,0.04576806,-0.04251377,0.01265553,-0.01482181,0.42787372,-0.39139436
-5.48974487,0.77382244,-0.70379924,0.28664971,-0.25177416,0.14883277,-0.13282297,0.13721598,-0.12380194,0.00000000,-0.00000000,0.00280972,-0.00337979,0.04852459,-0.04465269,0.01160047,-0.01350637,0.45095470,-0.41060858
-5.48374187,0.81694517,-0.74096624,0.30811722,-0.27128179,0.15779378,-0.14054907,0.14563808,-0.13096246,0.00000000,-0.00000000,0.00246575,-0.00296930,0.05151337,-0.04715394,0.01069027,-0.01235079,0.47589053,-0.43221318
-5.47773887,0.86258554,-0.78180779,0.33033399,-0.29195921,0.16719682,-0.14895502,0.15467274,-0.13887728,0.00000000,-0.00000000,0.00216865,-0.00260942,0.05467571,-0.04995222,0.00991396,-0.01134707,0.50232071,-0.45591527
-5.47173587,0.91003860,-0.82568374,0.35305859,-0.31358058,0.17690185,-0.15790937,0.16422782,-0.14746914,0.00000000,-0.00000000,0.00191442,-0.00229682,0.05795453,-0.05298378,0.00925933,-0.01048526,0.52985878,-0.48137894
-5.46573287,0.95858206,-0.87190747,0.37604516,-0.33590711,0.18676710,-0.16727434,0.17420585,-0.15665107,0.00000000,-0.00000000,0.00169889,-0.00202782,0.06129496,-0.05618670,0.00871339,-0.00975386,0.55810340,-0.50823486
-5.45972986,1.00749492,-0.91976294,0.39904905,-0.35869214,0.19665235,-0.17690858,0.18450657,-0.16632901,0.00000000,-0.00000000,0.00151784,-0.00179849,0.06464493,-0.05950128,0.00826282,-0.00914023,0.58664967,-0.53609094
-5.45372686,1.05607555,-0.96852288,0.42183213,-0.38168667,0.20642221,-0.18667028,0.19502929,-0.17640439,0.00000000,-0.00000000,0.00136712,-0.00160480,0.06795594,-0.06287058,0.00789440,-0.00863110,0.61509989,-0.56454349
-5.44772386,1.10365835,-1.01746713,0.44416770,-0.40464481,0.21594908,-0.19642040,0.20567498,-0.18677661,0.00000000,-0.00000000,0.00124272,-0.00144273,0.07118369,-0.06624109,0.00759546,-0.00821302,0.64307345,-0.59318835
-5.44172086,1.14962826,-1.06590027,0.46584452,-0.42732906,0.22511590,-0.20602575,0.21634778,-0.19734538,0.00000000,-0.00000000,0.00114085,-0.00130833,0.07428872,-0.06956336,0.00735422,-0.00787274,0.67021537,-0.62163148
-5.43571786,1.19343236,-1.11316768,0.48666988,-0.44951493,0.23381827,-0.21536187,0.22695616,-0.20801261,0.00000000,-0.00000000,0.00105799,-0.00119781,0.07723692,-0.07279262,0.00716017,-0.00759767,0.69620296,-0.64949852
-5.42971486,1.23458817,-1.15866920,0.50647148,-0.47099473,0.24196598,-0.22431553,0.23741339,-0.21868385,0.00000000,-0.00000000,0.00099092,-0.00110763,0.07999993,-0.07588940,0.00700430,-0.00737623,0.72075058,-0.67644281
-5.42371186,1.27268838,-1.20186980,0.52509806,-0.49158027,0.24948395,-0.23278666,0.24763756,-0.22926924,0.00000000,-0.00000000,0.00093675,-0.00103450,0.08255526,-0.07881992,0.00687937,-0.00719818,0.74361221,-0.70215163
-5.41770885,1.30740192,-1.24230689,0.54241887,-0.51110443,0.25631238,-0.24068966,0.25755111,-0.23968384,0.00000000,-0.00000000,0.00089294,-0.00097545,0.08488636,-0.08155644,0.00678009,-0.00705487,0.76458193,-0.72635031
-5.41170585,1.33847180,-1.27959399,0.55832207,-0.52942142,0.26240637,-0.24795412,0.26707991,-0.24984754,0.00000000,-0.00000000,0.00085727,-0.00092781,0.08698245,-0.08407730,0.00670323,-0.00693946,0.78349242,-0.74880427
-5.40570285,1.36570993,-1.31342085,0.57271217,-0.54640590,0.26773492,-0.25452477,0.27615220,-0.25968438,0.00000000,-0.00000000,0.00082785,-0.00088924,0.08883814,-0.08636692,0.00664770,-0.00684709,0.80021187,-0.76931892
-5.39969985,1.38898979,-1.34355034,0.58550706,-0.56195107,0.27227954,-0.26036096,0.28469736,-0.26912161,0.00000000,-0.00000000,0.00080308,-0.00085773,0.09045309,-0.08841554,0.00661457,-0.00677501,0.81463963,-0.78773771
-5.39369685,1.40823762,-1.36981261,0.59663465,-0.57596593,0.27603253,-0.26543545,0.29264482,-0.27808850,0.00000000,-0.00000000,0.00078166,-0.00083154,0.09183139,-0.09021884,0.00660709,-0.00672260,0.82670102,-0.80393857
-5.38769385,1.42342303,-1.39209712,0.60602968,-0.58837207,0.27899517,-0.26973299,0.29992319,-0.28651511,0.00000000,-0.00000000,0.00076251,-0.00080925,0.09298103,-0.09177746,0.00663059,-0.00669142,0.83634207,-0.81782927
-5.38169085,1.43454981,-1.41034352,0.61363098,-0.59910024,0.28117595,-0.27324851,0.30645983,-0.29433121,0.00000000,-0.00000000,0.00074479,-0.00078967,0.09391335,-0.09309639,0.00669242,-0.00668517,0.84352433,-0.82934210
-5.37568784,1.44164790,-1.42453208,0.61937950,-0.60808724,0.28258897,-0.27598531,0.31218095,-0.30146548,0.00000000,-0.00000000,0.00072782,-0.00077185,0.09464250,-0.09418443,0.00680180,-0.00670965,0.84822063,-0.83842845
-5.36968484,1.44476697,-1.43467469,0.62321732,-0.61527317,0.28325265,-0.27795332,0.31701238,-0.30784516,0.00000000,-0.00000000,0.00071112,-0.00075505,0.09518502,-0.09505360,0.00696964,-0.00677260,0.85041184,-0.84505382
-5.36368184,1.44397221,-1.44080699,0.62508784,-0.62059969,0.28318889,-0.27916756,0.32088087,-0.31339631,0.00000000,-0.00000000,0.00069430,-0.00073867,0.09555947,-0.09571861,0.00720836,-0.00688362,0.85008515,-0.84919368
-5.35767884,1.43934253,-1.44298247,0.62493716,-0.62400924,0.28242258,-0.27964696,0.32371619,-0.31804464,0.00000000,-0.00000000,0.00067710,-0.00072228,0.09578623,-0.09619645,0.00753159,-0.00705397,0.84723380,-0.85083055
-5.35167584,1.43097107,-1.44126879,0.62271663,-0.62544548,0.28098168,-0.27941362,0.32545362,-0.32171709,0.00000000,-0.00000000,0.00065935,-0.00070557,0.09588729,-0.09650607,0.00795390,-0.00729636,0.84185846,-0.84995261
-5.34567284,1.41896790,-1.43574660,0.61838640,-0.62485493,0.27889754,-0.27849246,0.32603697,-0.32434398,0.00000000,-0.00000000,0.00064093,-0.00068831,0.09588621,-0.09666812,0.00849047,-0.00762468,0.83396988,-0.84655383
