energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.84392196,3.90600357,0.00728498,0.41570181,1.08670332,1.11756362,1.23092086,0.87057362,0.02264812,1.46811405
-5.83791896,3.93247751,0.00744843,0.40843368,1.07558613,1.12872432,1.21300117,0.88268587,0.02289536,1.48662122
-5.83191596,3.95405599,0.00761236,0.40058139,1.06360210,1.13837669,1.19304779,0.89378885,0.02307430,1.50345118
-5.82591296,3.97019319,0.00776928,0.39228705,1.05091568,1.14625443,1.17131897,0.90370102,0.02317801,1.51824975
-5.81990995,3.98037747,0.00791192,0.38369273,1.03767178,1.15211487,1.14806593,0.91224903,0.02320159,1.53066858
-5.81390695,3.98415735,0.00803349,0.37493897,1.02399455,1.15574839,1.12353154,0.91927523,0.02314230,1.54037859
-5.80790395,3.98116726,0.00812784,0.36616351,1.00998749,1.15698725,1.09795035,0.92464504,0.02299973,1.54708344
-5.80190095,3.97115154,0.00818969,0.35750007,0.99573459,1.15571323,1.07154944,0.92825398,0.02277585,1.55053240
-5.79589795,3.95398532,0.00821473,0.34907733,0.98130225,1.15186387,1.04454997,0.93003368,0.02247489,1.55053183
-5.78989495,3.92969065,0.00819979,0.34101782,0.96674173,1.14543678,1.01716879,0.92995678,0.02210323,1.54695467
-5.78389195,3.89844697,0.00814289,0.33343682,0.95209179,1.13649193,0.98962004,0.92804019,0.02166919,1.53974739
-5.77788894,3.86059486,0.00804328,0.32644106,0.93738142,1.12515158,0.96211608,0.92434655,0.02118271,1.52893402
-5.77188594,3.81663281,0.00790143,0.32012738,0.92263225,1.11159787,0.93486779,0.91898390,0.02065503,1.51461692
-5.76588294,3.76720680,0.00771896,0.31458122,0.90786064,1.09606807,0.90808375,0.91210333,0.02009828,1.49697434
-5.75987994,3.71309318,0.00749857,0.30987495,0.89307941,1.07884770,0.88196846,0.90389481,0.01952513,1.47625488
-5.75387694,3.65517548,0.00724392,0.30606626,0.87829896,1.06026163,0.85671944,0.89458154,0.01894835,1.45276900
-5.74787394,3.59441645,0.00695943,0.30319652,0.86352814,1.04066374,0.83252345,0.88441282,0.01838045,1.42687821
-5.74187094,3.53182645,0.00665012,0.30128928,0.84877467,1.02042536,0.80955203,0.87365603,0.01783330,1.39898238
-5.73586793,3.46843004,0.00632143,0.30034903,0.83404539,0.99992309,0.78795666,0.86258804,0.01731789,1.36950585
-5.72986493,3.40523211,0.00597900,0.30036032,0.81934638,0.97952649,0.76786382,0.85148647,0.01684401,1.33888301
-5.72386193,3.34318544,0.00562845,0.30128732,0.80468310,0.95958611,0.74937047,0.84062117,0.01642007,1.30754401
-5.71785893,3.28316093,0.00527526,0.30307397,0.79006061,0.94042244,0.73254018,0.83024633,0.01605302,1.27590138
-5.71185593,3.22592191,0.00492455,0.30564468,0.77548399,0.92231610,0.71740031,0.82059353,0.01574823,1.24433781
-5.70585293,3.17210355,0.00458096,0.30890573,0.76095884,0.90549972,0.70394048,0.81186591,0.01550950,1.21319598
-5.69984992,3.12219792,0.00424856,0.31274726,0.74649206,0.89015180,0.69211240,0.80423367,0.01533913,1.18277035
-5.69384692,3.07654521,0.00393073,0.31704587,0.73209256,0.87639268,0.68183137,0.79783088,0.01523801,1.15330152
-5.68784392,3.03533096,0.00363014,0.32166770,0.71777212,0.86428272,0.67297912,0.79275366,0.01520571,1.12497289
-5.68184092,2.99858901,0.00334876,0.32647198,0.70354602,0.85382282,0.66540806,0.78905962,0.01524066,1.09790979
-5.67583792,2.96620971,0.00308782,0.33131474,0.68943349,0.84495689,0.65894661,0.78676827,0.01534028,1.07218090
-5.66983492,2.93795234,0.00284792,0.33605265,0.67545781,0.83757645,0.65340538,0.78586241,0.01550113,1.04780160
-5.66383192,2.91346101,0.00262902,0.34054677,0.66164591,0.83152674,0.64858374,0.78629012,0.01571908,1.02473906
-5.65782891,2.89228287,0.00243061,0.34466607,0.64802765,0.82661434,0.64427652,0.78796717,0.01598937,1.00291860
-5.65182591,2.87388771,0.00225169,0.34829049,0.63463438,0.82261568,0.64028042,0.79077976,0.01630673,0.98223101
-5.64582291,2.85768786,0.00209098,0.35131351,0.62149725,0.81928628,0.63639977,0.79458723,0.01666543,0.96254035
-5.63981991,2.84305760,0.00194694,0.35364405,0.60864497,0.81637020,0.63245145,0.79922483,0.01705931,0.94369198
-5.63381691,2.82935147,0.00181787,0.35520763,0.59610145,0.81360937,0.62826869,0.80450637,0.01748176,0.92552037
-5.62781391,2.81592082,0.00170202,0.35594692,0.58388325,0.81075249,0.62370370,0.81022687,0.01792577,0.90785647
-5.62181091,2.80212843,0.00159765,0.35582144,0.57199716,0.80756317,0.61862903,0.81616512,0.01838384,0.89053438
-5.61580790,2.78736098,0.00150310,0.35480678,0.56043810,0.80382699,0.61293791,0.82208638,0.01884799,0.87339716
-5.60980490,2.77103946,0.00141680,0.35289320,0.54918743,0.79935739,0.60654346,0.82774530,0.01930974,0.85630166
-5.60380190,2.75262773,0.00133737,0.35008391,0.53821191,0.79400023,0.59937722,0.83288915,0.01976018,0.83912235
-5.59779890,2.73163939,0.00126357,0.34639305,0.52746354,0.78763680,0.59138719,0.83726154,0.02018993,0.82175406
-5.59179590,2.70764337,0.00119435,0.34184368,0.51688009,0.78018549,0.58253550,0.84060665,0.02058929,0.80411375
-5.58579290,2.68026846,0.00112887,0.33646577,0.50638670,0.77160197,0.57279626,0.84267401,0.02094836,0.78614130
-5.57978989,2.64920713,0.00106642,0.33029441,0.49589819,0.76187804,0.56215352,0.84322392,0.02125721,0.76779955
-5.57378689,2.61421871,0.00100647,0.32336836,0.48532231,0.75103934,0.55059978,0.84203315,0.02150611,0.74907346
-5.56778389,2.57513207,0.00094865,0.31572896,0.47456348,0.73914190,0.53813499,0.83890102,0.02168575,0.72996874
-5.56178089,2.53184781,0.00089269,0.30741940,0.46352706,0.72626800,0.52476618,0.83365548,0.02178755,0.71050991
-5.55577789,2.48433982,0.00083840,0.29848451,0.45212380,0.71252120,0.51050772,0.82615889,0.02180394,0.69073800
-5.54977489,2.43265590,0.00078572,0.28897078,0.44027429,0.69802111,0.49538201,0.81631336,0.02172863,0.67070781
-5.54377189,2.37691739,0.00073459,0.27892669,0.42791308,0.68289781,0.47942061,0.80406510,0.02155686,0.65048512
-5.53776888,2.31731737,0.00068503,0.26840329,0.41499231,0.66728632,0.46266544,0.78940765,0.02128565,0.63014361
-5.53176588,2.25411730,0.00063709,0.25745472,0.40148463,0.65132117,0.44517010,0.77238373,0.02091398,0.60976179
-5.52576288,2.18764192,0.00059080,0.24613878,0.38738515,0.63513145,0.42700083,0.75308542,0.02044286,0.58941998
-5.51975988,2.11827229,0.00054624,0.23451729,0.37271251,0.61883623,0.40823714,0.73165275,0.01987541,0.56919729
-5.51375688,2.04643709,0.00050347,0.22265624,0.35750876,0.60254073,0.38897192,0.70827047,0.01921680,0.54916892
-5.50775388,1.97260247,0.00046254,0.21062560,0.34183832,0.58633323,0.36931082,0.68316337,0.01847414,0.52940357
-5.50175088,1.89726054,0.00042350,0.19849885,0.32578591,0.57028287,0.34937102,0.65659014,0.01765629,0.50996131
-5.49574787,1.82091730,0.00038640,0.18635210,0.30945367,0.55443836,0.32927934,0.62883611,0.01677363,0.49089183
-5.48974487,1.74408028,0.00035127,0.17426298,0.29295767,0.53882768,0.30916978,0.60020532,0.01583772,0.47223319
-5.48374187,1.66724665,0.00031812,0.16230929,0.27642389,0.52345877,0.28918055,0.57101214,0.01486097,0.45401114
-5.47773887,1.59089242,0.00028698,0.15056740,0.25998409,0.50832117,0.26945095,0.54157297,0.01385628,0.43623906
-5.47173587,1.51546317,0.00025785,0.13911072,0.24377155,0.49338856,0.25011803,0.51219841,0.01283665,0.41891855
-5.46573287,1.44136695,0.00023071,0.12800811,0.22791718,0.47862208,0.23131340,0.48318608,0.01181482,0.40204062
-5.45972986,1.36896959,0.00020556,0.11732249,0.21254583,0.46397438,0.21316043,0.45481469,0.01080296,0.38558752
-5.45372686,1.29859263,0.00018236,0.10710965,0.19777335,0.44939410,0.19577172,0.42733919,0.00981233,0.36953509
-5.44772386,1.23051399,0.00016108,0.09741739,0.18370407,0.43483073,0.17924739,0.40098746,0.00885305,0.35385557
-5.44172086,1.16497104,0.00014167,0.08828500,0.17042912,0.42023961,0.16367386,0.37595832,0.00793393,0.33852068
-5.43571786,1.10216593,0.00012407,0.07974312,0.15802541,0.40558679,0.14912351,0.35242095,0.00706231,0.32350494
-5.42971486,1.04227272,0.00010823,0.07181411,0.14655515,0.39085362,0.13565506,0.33051547,0.00624401,0.30878894
-5.42371186,0.98544568,0.00009406,0.06451265,0.13606617,0.37604084,0.12331464,0.31035462,0.00548333,0.29436252
-5.41770885,0.93182830,0.00008149,0.05784679,0.12659249,0.36117199,0.11213748,0.29202620,0.00478308,0.28022757
-5.41170585,0.88156231,0.00007044,0.05181934,0.11815545,0.34629602,0.10215025,0.27559602,0.00414467,0.26640043
-5.40570285,0.83479632,0.00006080,0.04642943,0.11076502,0.33148895,0.09337371,0.26111121,0.00356828,0.25291372
-5.39969985,0.79169341,0.00005250,0.04167429,0.10442124,0.31685452,0.08582569,0.24860360,0.00305298,0.23981748
-5.39369685,0.75243745,0.00004542,0.03755118,0.09911577,0.30252392,0.07952428,0.23809299,0.00259691,0.22717962
-5.38769385,0.71723789,0.00003948,0.03405930,0.09483335,0.28865447,0.07449094,0.22959014,0.00219750,0.21508562
-5.38169085,0.68633278,0.00003457,0.03120178,0.09155320,0.27542743,0.07075362,0.22309953,0.00185162,0.20363758
-5.37568784,0.65999014,0.00003060,0.02898750,0.08925031,0.26304498,0.06834959,0.21862164,0.00155582,0.19295252
-5.36968484,0.63850769,0.00002748,0.02743288,0.08789652,0.25172656,0.06732799,0.21615494,0.00130641,0.18316020
-5.36368184,0.62221114,0.00002513,0.02656344,0.08746155,0.24170468,0.06775200,0.21569748,0.00109971,0.17440035
-5.35767884,0.61145127,0.00002345,0.02641519,0.08791384,0.23322030,0.06970052,0.21724827,0.00093209,0.16681964
-5.35167584,0.60659989,0.00002239,0.02703582,0.08922134,0.22651802,0.07326933,0.22080840,0.00080015,0.16056833
-5.34567284,0.60804514,0.00002186,0.02848548,0.09135217,0.22184114,0.07857167,0.22638193,0.00070074,0.15579679
-5.33966983,0.61618601,0.00002182,0.03083743,0.09427534,0.21942670,0.08573822,0.23397676,0.00063109,0.15265196
-5.33366683,0.63142644,0.00002220,0.03417822,0.09796127,0.21950067,0.09491636,0.24360521,0.00058878,0.15127396
-5.32766383,0.65416892,0.00002296,0.03860754,0.10238245,0.22227323,0.10626882,0.25528453,0.00057178,0.15179272
-5.32166083,0.68480764,0.00002406,0.04423765,0.10751391,0.22793433,0.11997157,0.26903713,0.00057846,0.15432489
-5.31565783,0.72372113,0.00002547,0.05119239,0.11333371,0.23664951,0.13621095,0.28489050,0.00060757,0.15897101
-5.30965483,0.77126437,0.00002716,0.05960567,0.11982325,0.24855595,0.15518017,0.30287668,0.00065820,0.16581294
-5.30365183,0.82776012,0.00002911,0.06961945,0.12696748,0.26375889,0.17707502,0.32303123,0.00072973,0.17491165
-5.29764882,0.89348966,0.00003131,0.08138125,0.13475490,0.28232840,0.20208892,0.34539154,0.00082179,0.18630537
-5.29164582,0.96868268,0.00003373,0.09504108,0.14317724,0.30429650,0.23040742,0.36999437,0.00093419,0.20000806
-5.28564282,1.05350646,0.00003638,0.11074786,0.15222895,0.32965471,0.26220206,0.39687277,0.00106687,0.21600832
-5.27963982,1.14805449,0.00003924,0.12864534,0.16190634,0.35835214,0.29762392,0.42605209,0.00121984,0.23426868
-5.27363682,1.25233465,0.00004230,0.14886758,0.17220638,0.39029401,0.33679683,0.45754540,0.00139306,0.25472523
-5.26763382,1.36625730,0.00004556,0.17153411,0.18312519,0.42534091,0.37981047,0.49134831,0.00158646,0.27728775
-5.26163082,1.48962363,0.00004901,0.19674472,0.19465630,0.46330863,0.42671355,0.52743341,0.00179979,0.30184013
-5.25562781,1.62211472,0.00005263,0.22457422,0.20678866,0.50396874,0.47750723,0.56574450,0.00203262,0.32824122
-5.24962481,1.76328174,0.00005641,0.25506713,0.21950445,0.54704994,0.53213905,0.60619104,0.00228426,0.35632596
-5.24362181,1.91253787,0.00006031,0.28823257,0.23277695,0.59224017,0.59049754,0.64864292,0.00255370,0.38590689
-5.23761881,2.06915239,0.00006433,0.32403950,0.24656837,0.63918946,0.65240773,0.69292599,0.00283963,0.41677584
-5.23161581,2.23224733,0.00006842,0.36241242,0.26082789,0.68751352,0.71762776,0.73881860,0.00314034,0.44870589
-5.22561281,2.40079717,0.00007254,0.40322793,0.27548998,0.73679804,0.78584673,0.78604945,0.00345376,0.48145344
-5.21960980,2.57363187,0.00007666,0.44631203,0.29047308,0.78660344,0.85668404,0.83429698,0.00377745,0.51476036
-5.21360680,2.74944336,0.00008071,0.49143852,0.30567888,0.83647023,0.92969022,0.88319036,0.00410858,0.54835627
-5.20760380,2.92679579,0.00008465,0.53832867,0.32099203,0.88592463,1.00434934,0.93231240,0.00444399,0.58196071
-5.20160080,3.10413924,0.00008842,0.58665202,0.33628064,0.93448449,1.08008308,0.98120409,0.00478021,0.61528549
-5.19559780,3.27982713,0.00009195,0.63602870,0.35139738,0.98166531,1.15625647,1.02937106,0.00511352,0.64803687
-5.18959480,3.45213680,0.00009518,0.68603302,0.36618136,1.02698631,1.23218514,1.07629149,0.00544002,0.67991789
-5.18359180,3.61929324,0.00009806,0.73619850,0.38046055,1.06997648,1.30714406,1.12142543,0.00575567,0.71063079
-5.17758879,3.77949533,0.00010052,0.78602418,0.39405504,1.11018054,1.38037771,1.16422535,0.00605643,0.73987954
-5.17158579,3.93094434,0.00010252,0.83498216,0.40678063,1.14716474,1.45111128,1.20414731,0.00633828,0.76737260
-5.16558279,4.07187404,0.00010400,0.88252617,0.41845307,1.18052258,1.51856306,1.24066271,0.00659737,0.79282604
-5.15957979,4.20058193,0.00010493,0.92810106,0.42889252,1.20988035,1.58195738,1.27327004,0.00683004,0.81596694
-5.15357679,4.31546096,0.00010528,0.97115290,0.43792818,1.23490247,1.64053824,1.30150639,0.00703300,0.83653726
-5.14757379,4.41503093,0.00010502,1.01113961,0.44540304,1.25529681,1.69358306,1.32495833,0.00720331,0.85429810
-5.14157079,4.49796913,0.00010416,1.04754158,0.45117839,1.27081962,1.74041646,1.34327173,0.00733853,0.86903427
-5.13556778,4.56313924,0.00010269,1.07987237,0.45513809,1.28128032,1.78042368,1.35616043,0.00743673,0.88055928
-5.12956478,4.60961783,0.00010064,1.10768892,0.45719231,1.28654595,1.81306330,1.36341337,0.00749656,0.88872035
-5.12356178,4.63671774,0.00009803,1.13060111,0.45728072,1.28654503,1.83787909,1.36489995,0.00751726,0.89340343
-5.11755878,4.64400743,0.00009490,1.14828046,0.45537489,1.28127087,1.85451045,1.36057367,0.00749870,0.89453798
-5.11155578,4.63132577,0.00009130,1.16046761,0.45147982,1.27078401,1.86270138,1.35047371,0.00744136,0.89210120
-5.10555278,4.59879141,0.00008728,1.16697850,0.44563456,1.25521364,1.86230752,1.33472460,0.00734632,0.88612144
-5.09954977,4.54680638,0.00008291,1.16770887,0.43791190,1.23475773,1.85330106,1.31353393,0.00721522,0.87668056
-5.09354677,4.47605324,0.00007826,1.16263722,0.42841694,1.20968179,1.83577330,1.28718816,0.00705021,0.86391496
-5.08754377,4.38748574,0.00007340,1.15182576,0.41728487,1.18031598,1.80993471,1.25604662,0.00685390,0.84801505
-5.08154077,4.28231277,0.00006839,1.13541964,0.40467773,1.14705062,1.77611230,1.22053395,0.00662928,0.82922303
-5.07553777,4.16197577,0.00006331,1.11364418,0.39078042,1.11032983,1.73474436,1.18113104,0.00637967,0.80782895
-5.06953477,4.02812006,0.00005822,1.08680038,0.37579608,1.07064363,1.68637260,1.13836480,0.00610860,0.78416499
-5.06353177,3.88256057,0.00005319,1.05525858,0.35994091,1.02851837,1.63163168,1.09279700,0.00581975,0.75859810
-5.05752876,3.72724300,0.00004828,1.01945061,0.34343870,0.98450590,1.57123660,1.04501238,0.00551688,0.73152120
-5.05152576,3.56420130,0.00004353,0.97986053,0.32651520,0.93917166,1.50596799,0.99560647,0.00520374,0.70334329
-5.04552276,3.39551285,0.00003898,0.93701427,0.30939255,0.89308207,1.43665589,0.94517331,0.00488400,0.67447866
-5.03951976,3.22325271,0.00003468,0.89146843,0.29228398,0.84679177,1.36416236,0.89429349,0.00456118,0.64533580
-5.03351676,3.04944831,0.00003065,0.84379853,0.27538886,0.80083095,1.28936344,0.84352266,0.00423860,0.61630637
-5.02751376,2.87603613,0.00002691,0.79458713,0.25888842,0.75569348,1.21313106,0.79338108,0.00391935,0.58775469
-5.02151076,2.70482190,0.00002347,0.74441210,0.24294213,0.71182614,1.13631535,0.74434419,0.00360621,0.56000816
-5.01550775,2.53744535,0.00002033,0.69383538,0.22768491,0.66961941,1.05972801,0.69683469,0.00330166,0.53334910
-5.00950475,2.37535102,0.00001750,0.64339254,0.21322529,0.62940023,0.98412714,0.65121624,0.00300786,0.50800826
-5.00350175,2.21976572,0.00001497,0.59358350,0.19964438,0.59142694,0.91020403,0.60778889,0.00272663,0.48416035
-4.99749875,2.07168359,0.00001273,0.54486452,0.18699593,0.55588666,0.83857232,0.56678649,0.00245945,0.46192160
-4.99149575,1.93185881,0.00001077,0.49764178,0.17530711,0.52289506,0.76975972,0.52837607,0.00220747,0.44134965
-4.98549275,1.80080628,0.00000907,0.45226655,0.16458027,0.49249872,0.70420251,0.49265909,0.00197152,0.42244548
-4.97948974,1.67880983,0.00000762,0.40903215,0.15479531,0.46467973,0.64224293,0.45967465,0.00175217,0.40515746
-4.97348674,1.56593747,0.00000639,0.36817258,0.14591273,0.43936236,0.58412934,0.42940440,0.00154969,0.38938713
-4.96748374,1.46206285,0.00000538,0.32986283,0.13787710,0.41642165,0.53001899,0.40177897,0.00136412,0.37499657
-4.96148074,1.36689183,0.00000456,0.29422072,0.13062092,0.39569325,0.47998330,0.37668573,0.00119531,0.36181682
-4.95547774,1.27999307,0.00000393,0.26131007,0.12406856,0.37698438,0.43401507,0.35397751,0.00104292,0.34965709
-4.94947474,1.20083115,0.00000348,0.23114513,0.11814029,0.36008526,0.39203744,0.33348194,0.00090647,0.33831437
-4.94347174,1.12880100,0.00000319,0.20369584,0.11275619,0.34478058,0.35391410,0.31501121,0.00078540,0.32758281
-4.93746873,1.06326204,0.00000306,0.17889380,0.10783973,0.33086067,0.31946021,0.29837160,0.00067903,0.31726276
-4.93146573,1.00357106,0.00000309,0.15663861,0.10332107,0.31813184,0.28845373,0.28337276,0.00058669,0.30716891
-4.92546273,0.94911228,0.00000329,0.13680446,0.09913986,0.30642552,0.26064651,0.26983614,0.00050765,0.29713739
-4.91945973,0.89932382,0.00000365,0.11924656,0.09524748,0.29560604,0.23577503,0.25760242,0.00044122,0.28703136
-4.91345673,0.85371967,0.00000420,0.10380729,0.09160877,0.28557666,0.21357013,0.24653758,0.00038674,0.27674532
-4.90745373,0.81190654,0.00000494,0.09032194,0.08820311,0.27628372,0.19376570,0.23653757,0.00034359,0.26620756
-4.90145073,0.77359527,0.00000589,0.07862380,0.08502487,0.26771902,0.17610605,0.22753120,0.00031123,0.25538124
-4.89544772,0.73860663,0.00000707,0.06854857,0.08208339,0.25992010,0.16035173,0.21948139,0.00028921,0.24426375
-4.88944472,0.70687169,0.00000851,0.05993797,0.07940231,0.25296887,0.14628394,0.21238473,0.00027716,0.23288478
-4.88344172,0.67842700,0.00001023,0.05264258,0.07701850,0.24698847,0.13370737,0.20626926,0.00027480,0.22130305
-4.87743872,0.65340522,0.00001225,0.04652390,0.07498055,0.24213872,0.12245172,0.20119086,0.00028196,0.20960208
-4.87143572,0.63202174,0.00001461,0.04145564,0.07334704,0.23861036,0.11237188,0.19722820,0.00029857,0.19788518
-4.86543272,0.61455829,0.00001733,0.03732434,0.07218451,0.23661841,0.10334701,0.19447661,0.00032464,0.18626993
-4.85942971,0.60134428,0.00002044,0.03402941,0.07156536,0.23639502,0.09527880,0.19304117,0.00036027,0.17488241
-4.85342671,0.59273693,0.00002396,0.03148260,0.07156582,0.23818206,0.08808897,0.19302922,0.00040565,0.16385147
-4.84742371,0.58910119,0.00002793,0.02960721,0.07226398,0.24222389,0.08171645,0.19454275,0.00046106,0.15330319
-4.84142071,0.59079030,0.00003236,0.02833684,0.07373802,0.24876060,0.07611417,0.19767092,0.00052682,0.14335596
-4.83541771,0.59812804,0.00003727,0.02761412,0.07606484,0.25802209,0.07124595,0.20248305,0.00060335,0.13411596
-4.82941471,0.61139329,0.00004270,0.02738922,0.07931900,0.27022309,0.06708348,0.20902248,0.00069112,0.12567365
-4.82341171,0.63080778,0.00004864,0.02761846,0.08357217,0.28555962,0.06360359,0.21730142,0.00079068,0.11810093
-4.81740870,0.65652735,0.00005513,0.02826297,0.08889307,0.30420675,0.06078591,0.22729722,0.00090263,0.11144934
-4.81140570,0.68863722,0.00006217,0.02928747,0.09534793,0.32631789,0.05861100,0.23895008,0.00102767,0.10574910
-4.80540270,0.72715131,0.00006979,0.03065930,0.10300150,0.35202561,0.05705901,0.25216243,0.00116659,0.10100908
-4.79939970,0.77201566,0.00007802,0.03234762,0.11191844,0.38144376,0.05610876,0.26680001,0.00132024,0.09721760
-4.79339670,0.82311546,0.00008688,0.03432283,0.12216520,0.41467090,0.05573743,0.28269452,0.00148963,0.09434394
-4.78739370,0.88028551,0.00009643,0.03655633,0.13381212,0.45179452,0.05592057,0.29964798,0.00167586,0.09234050
-4.78139070,0.94332315,0.00010670,0.03902036,0.14693566,0.49289587,0.05663251,0.31743831,0.00188014,0.09114550
-4.77538769,1.01200299,0.00011778,0.04168814,0.16162065,0.53805491,0.05784704,0.33582618,0.00210386,0.09068594
-4.76938469,1.08609238,0.00012976,0.04453404,0.17796220,0.58735493,0.05953820,0.35456260,0.00234848,0.09088083
-4.76338169,1.16536664,0.00014273,0.04753401,0.19606721,0.64088637,0.06168121,0.37339705,0.00261562,0.09164451
-4.75737869,1.24962296,0.00015683,0.05066586,0.21605517,0.69874930,0.06425328,0.39208560,0.00290696,0.09288986
-4.75137569,1.33869186,0.00017222,0.05390970,0.23805809,0.76105425,0.06723433,0.41039888,0.00322423,0.09453124
-4.74537269,1.43244546,0.00018906,0.05724818,0.26221935,0.82792109,0.07060748,0.42812922,0.00356917,0.09648726
-4.73936968,1.53080170,0.00020757,0.06066669,0.28869127,0.89947555,0.07435927,0.44509681,0.00394347,0.09868298
-4.73336668,1.63372405,0.00022794,0.06415340,0.31763146,0.97584358,0.07847951,0.46115461,0.00434863,0.10105173
-4.72736368,1.74121655,0.00025042,0.06769906,0.34919773,1.05714347,0.08296085,0.47619154,0.00478596,0.10353632
-4.72136068,1.85331416,0.00027523,0.07129668,0.38354181,1.14347608,0.08779798,0.49013422,0.00525641,0.10608974
-4.71535768,1.97006910,0.00030262,0.07494093,0.42080192,1.23491367,0.09298652,0.50294679,0.00576049,0.10867533
-4.70935468,2.09153375,0.00033282,0.07862747,0.46109443,1.33148789,0.09852168,0.51462927,0.00629817,0.11126641
-4.70335168,2.21774123,0.00036606,0.08235205,0.50450501,1.43317771,0.10439675,0.52521434,0.00686876,0.11384546
-4.69734867,2.34868510,0.00040255,0.08610956,0.55107959,1.53989820,0.11060151,0.53476295,0.00747086,0.11640298
-4.69134567,2.48429943,0.00044244,0.08989306,0.60081572,1.65149087,0.11712064,0.54335905,0.00810224,0.11893608
-4.68534267,2.62444094,0.00048588,0.09369282,0.65365464,1.76771663,0.12393238,0.55110376,0.00875984,0.12144684
-4.67933967,2.76887461,0.00053296,0.09749554,0.70947479,1.88825194,0.13100728,0.55810943,0.00943971,0.12394079
-4.67333667,2.91726401,0.00058373,0.10128365,0.76808705,2.01268899,0.13830748,0.56449403,0.01013707,0.12642527
-4.66733367,3.06916753,0.00063817,0.10503496,0.82923238,2.14053995,0.14578633,0.57037601,0.01084637,0.12890813
-4.66133067,3.22404102,0.00069622,0.10872254,0.89258189,2.27124581,0.15338853,0.57587019,0.01156134,0.13139657
-4.65532766,3.38124729,0.00075777,0.11231495,0.95773987,2.40418936,0.16105086,0.58108470,0.01227518,0.13389635
-4.64932466,3.54007196,0.00082264,0.11577680,1.02424970,2.53871191,0.16870342,0.58611918,0.01298070,0.13641135
-4.64332166,3.69974521,0.00089061,0.11906967,1.09160251,2.67413301,0.17627135,0.59106421,0.01367052,0.13894345
